,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0.0,33.88893127441406,1.2448945045471191,0.009999999776482582,0.0,60,0.0
1,50.0,7.9045610427856445,1.3984129428863525,0.009006078355014324,0.0,60,0.0
2,100.0,4.09307861328125,1.4056850671768188,0.008284883573651314,0.0,60,0.0
3,150.0,3.384915828704834,1.2858103513717651,0.007926994003355503,0.0,60,0.0
4,200.0,2.3683903217315674,1.2332764863967896,0.007602241355925798,0.0,60,0.0
5,250.0,1.3773689270019531,1.1336649656295776,0.007211724761873484,0.0,60,0.0
6,300.0,1.0433429479599,1.0729076862335205,0.006965247448533773,0.0,58,0.0
7,350.0,0.9121154546737671,1.0116400718688965,0.006802097428590059,0.0,58,0.0
8,400.0,0.8333328366279602,0.9093074798583984,0.006694834679365158,0.0,54,0.14285714285714285
9,450.0,0.7720908522605896,0.772350549697876,0.006729109678417444,0.0,49,0.14285714285714285
10,500.0,0.6652249097824097,0.6862155795097351,0.006759779527783394,0.0,48,0.14285714285714285
11,550.0,0.4833008944988251,0.5874550342559814,0.0067336042411625385,0.0,45,0.14285714285714285
12,600.0,0.35247430205345154,0.4321097135543823,0.006785950157791376,0.0,42,0.14285714285714285
13,650.0,0.28313350677490234,0.3384820818901062,0.006829857360571623,0.0,40,0.14285714285714285
14,700.0,0.24392081797122955,0.30601203441619873,0.006873443257063627,0.0,38,0.14285714285714285
15,750.0,0.21901455521583557,0.2787749171257019,0.00690394127741456,0.0,38,0.14285714285714285
16,800.0,0.20437952876091003,0.2502612769603729,0.006914676632732153,0.0,38,0.14285714285714285
17,850.0,0.19074931740760803,0.2218436896800995,0.006909880321472883,0.0,36,0.14285714285714285
18,900.0,0.17836642265319824,0.20103955268859863,0.006923797074705362,0.0,36,0.14285714285714285
19,950.0,0.16683626174926758,0.18570463359355927,0.006943364627659321,0.0,36,0.14285714285714285
20,1000.0,0.15752635896205902,0.17366373538970947,0.006968321278691292,0.0,36,0.14285714285714285
21,1050.0,0.14831003546714783,0.16321022808551788,0.006998769007623196,0.0,36,0.14285714285714285
22,1100.0,0.14083503186702728,0.15434497594833374,0.007034098729491234,0.0,36,0.14285714285714285
23,1150.0,0.13349425792694092,0.1464775800704956,0.007076004054397345,0.0,34,0.14285714285714285
24,1200.0,0.1292605698108673,0.1404319554567337,0.007133028469979763,0.0,34,0.14285714285714285
25,1250.0,0.12114763259887695,0.13482391834259033,0.007194741163402796,0.0,33,0.14285714285714285
26,1300.0,0.11536234617233276,0.12943647801876068,0.007261726073920727,0.0,33,0.14285714285714285
27,1350.0,0.11097908020019531,0.12470584362745285,0.007330093998461962,0.0,33,0.14285714285714285
28,1400.0,0.10418408364057541,0.11985521018505096,0.007399087306112051,0.0,33,0.14285714285714285
29,1450.0,0.09877467900514603,0.11514946818351746,0.00746810482814908,0.0,33,0.14285714285714285
30,1500.0,0.09359374642372131,0.11097835749387741,0.007535829674452543,0.0,33,0.14285714285714285
31,1550.0,0.08892301470041275,0.10708576440811157,0.007601819932460785,0.0,33,0.14285714285714285
32,1600.0,0.08465871214866638,0.1103091910481453,0.007666675839573145,0.0,31,0.14285714285714285
33,1650.0,0.07927170395851135,0.10053913295269012,0.007734022103250027,0.0,31,0.14285714285714285
34,1700.0,0.0757821649312973,0.09646813571453094,0.007801097352057695,0.0,31,0.14285714285714285
35,1750.0,0.07150641083717346,0.09289506822824478,0.007864655926823616,0.0,31,0.14285714285714285
36,1800.0,0.06616626679897308,0.089072585105896,0.00792448129504919,0.0,31,0.14285714285714285
37,1850.0,0.06319954991340637,0.08508846163749695,0.007982169277966022,0.0,31,0.14285714285714285
38,1900.0,0.060877345502376556,0.08217094838619232,0.008038178086280823,0.0,30,0.14285714285714285
39,1950.0,0.05625233054161072,0.07610674202442169,0.008091092109680176,0.0,30,0.14285714285714285
40,2000.0,0.053059495985507965,0.07205692678689957,0.008143816143274307,0.0,30,0.14285714285714285
41,2050.0,0.05031462013721466,0.06844060122966766,0.00819352176040411,0.0,30,0.14285714285714285
42,2100.0,0.04777604341506958,0.06481067836284637,0.00823965109884739,0.0,30,0.14285714285714285
43,2150.0,0.045841217041015625,0.061674512922763824,0.008282864466309547,0.0,30,0.14285714285714285
