,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,total_6,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,total_7,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,total_8,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8
22,1100,1.8545602870290168e-05,4.672002432926092e-06,8.637567589175887e-06,5.236032848188188e-06,0.0,39,0.0,2.5726920284796503e-05,5.748555395257426e-06,1.1458513654361012e-05,8.519851689925417e-06,0.0,38,0.0,1.219667956320336e-05,1.1864691487062371e-06,2.795654154397198e-06,8.214556146413088e-06,0.0,32,0.1428571428571428,4.298060957808048e-05,7.251228907989571e-06,3.0245228117564693e-05,5.48415164303151e-06,0.0,41,0.0,2.198818037868477e-05,5.035906724515371e-06,1.0897097126871811e-05,6.055174708308186e-06,0.0,47,0.0,1.610293475096114e-05,4.337384325481253e-06,6.3158063312585e-06,5.449745003716089e-06,0.0,41,0.0,2.425481034151744e-05,6.457069048337871e-06,1.127853465732187e-05,6.51920709060505e-06,0.0,39,0.0,1.5416408132296056e-05,3.685262754515861e-06,5.347536443878198e-06,6.383607797033619e-06,0.0,39,0.0,2.5369317881995812e-05,6.814876087446464e-06,1.3389855666900985e-05,5.164586127648363e-06,0.0,35,0.0
23,1150,1.770127346389927e-05,4.31767875852529e-06,8.157373486028519e-06,5.22622030985076e-06,0.0,39,0.0,2.5395846023457125e-05,5.657705060002627e-06,1.1265474313404413e-05,8.47266801429214e-06,0.0,38,0.0,1.384434199280804e-05,2.9427824301819783e-06,2.733961537160212e-06,8.16759802546585e-06,0.0,32,0.1428571428571428,4.101482409168966e-05,6.91146988174296e-06,2.860001586668659e-05,5.503336524270708e-06,0.0,41,0.0,2.18836448766524e-05,5.12587939738296e-06,1.07431933429325e-05,6.0145721363369375e-06,0.0,47,0.0,1.603185410203878e-05,4.53895745522459e-06,6.037304501660401e-06,5.455592145153787e-06,0.0,41,0.0,2.628331094456371e-05,6.525255685119191e-06,1.3234549442131538e-05,6.523505362565629e-06,0.0,38,0.0,1.4061573892831802e-05,2.8319116154307267e-06,4.908214577881154e-06,6.321447472146247e-06,0.0,38,0.0,2.6023706595879048e-05,7.78874982643174e-06,1.3109875908412505e-05,5.125081315782154e-06,0.0,35,0.0
24,1200,1.7194206520798616e-05,4.138500571571058e-06,7.848111636121757e-06,5.20759385835845e-06,0.0,39,0.0,2.72221259365324e-05,7.458770596713293e-06,1.1339223419781774e-05,8.424131920037325e-06,0.0,38,0.0,1.2024645911878906e-05,1.3923170172347454e-06,2.511584852982196e-06,8.120743586914614e-06,0.0,32,0.1428571428571428,3.931030369130895e-05,6.560017936863005e-06,2.7237674657953903e-05,5.512609277502634e-06,0.0,40,0.0,2.081047568935901e-05,4.628352598956553e-06,1.0211497283307835e-05,5.9706258070946205e-06,0.0,47,0.0,1.495131800766103e-05,3.760929530471913e-06,5.747611339756986e-06,5.4427773648058064e-06,0.0,40,0.0,2.499126458133105e-05,6.950105216674274e-06,1.149976196757052e-05,6.541397397086257e-06,0.0,38,0.0,1.3252697499410717e-05,2.3478580715163844e-06,4.672633622249123e-06,6.232206033018883e-06,0.0,38,0.0,2.3847303964430466e-05,6.68657003188855e-06,1.2081932254659478e-05,5.078803042124491e-06,0.0,35,0.0
25,1250,1.949252327904105e-05,6.35610695098876e-06,7.947528501972556e-06,5.188886916585034e-06,0.0,39,0.0,2.990832035720814e-05,1.0139073310710955e-05,1.1395407454983795e-05,8.373839591513388e-06,0.0,38,0.0,1.1560989150893874e-05,1.082671019503323e-06,2.4098862922983244e-06,8.06843218015274e-06,0.0,32,0.1428571428571428,3.77371979993768e-05,6.364016826410079e-06,2.587371454865206e-05,5.499468898051418e-06,0.0,40,0.0,2.0299954485381025e-05,4.713772341347067e-06,9.66204061114695e-06,5.9241401686449535e-06,0.0,47,0.0,1.565192360430956e-05,4.528526005742606e-06,5.714446160709485e-06,5.4089518926048186e-06,0.0,40,0.0,2.314875200681854e-05,6.126654625404626e-06,1.0495135029486846e-05,6.526960987685016e-06,0.0,38,0.0,1.4817405826761387e-05,3.028425226148101e-06,5.616582711809315e-06,6.172397206682945e-06,0.0,37,0.0,2.3972697817953303e-05,7.171032393671339e-06,1.1750045814551413e-05,5.051618700235849e-06,0.0,34,0.0
26,1300,1.639438050915487e-05,3.942056991945719e-06,7.279032161022769e-06,5.173290901439032e-06,0.0,39,0.0,2.8615129849640653e-05,9.006113941723015e-06,1.1287111192359587e-05,8.321904715558048e-06,0.0,38,0.0,1.133470232161926e-05,9.85593828772835e-07,2.333139718757593e-06,8.01596888777567e-06,0.0,32,0.1428571428571428,3.603604272939265e-05,5.864510512765264e-06,2.4707325792405754e-05,5.46420687896898e-06,0.0,40,0.0,2.0426747141755183e-05,4.476319190871436e-06,1.0081120308313984e-05,5.869308097317116e-06,0.0,45,0.0,1.735930345603265e-05,6.271103757171659e-06,5.714200142392656e-06,5.374000465963036e-06,0.0,40,0.0,2.226402284577489e-05,5.855054951098282e-06,9.91883825918194e-06,6.490129635494668e-06,0.0,38,0.0,1.325361790804891e-05,2.4198250230256235e-06,4.730042292067083e-06,6.103750820329879e-06,0.0,36,0.0,2.308827060915064e-05,6.746198323526187e-06,1.13325677375542e-05,5.009504548070254e-06,0.0,33,0.0
27,1350,1.818522105168085e-05,5.513170890480978e-06,7.515752258768771e-06,5.156298357178457e-06,0.0,39,0.0,2.506976670701988e-05,5.579886419582181e-06,1.1221099157410208e-05,8.268781130027492e-06,0.0,38,0.0,1.1497203558974434e-05,1.2581710961967474e-06,2.274660118928296e-06,7.96437234384939e-06,0.0,32,0.1428571428571428,3.692879545269534e-05,7.744331924186554e-06,2.3756492737447843e-05,5.4279694268188905e-06,0.0,40,0.0,1.985086055356078e-05,4.794148935616249e-06,9.228551789419726e-06,5.828159373777453e-06,0.0,45,0.0,1.4323686627903952e-05,3.6345511489344062e-06,5.340790266927797e-06,5.348345439415425e-06,0.0,40,0.0,2.2101145077613182e-05,6.00139992457116e-06,9.660685464041308e-06,6.439061053242767e-06,0.0,38,0.0,1.5723811884527095e-05,4.723752681456972e-06,4.98994222652982e-06,6.010117886035005e-06,0.0,36,0.0,2.311095522600226e-05,6.927724371053046e-06,1.1202223504369613e-05,4.981008260074304e-06,0.0,33,0.0
28,1400,1.6002171832951717e-05,3.851744168059668e-06,7.012270089035155e-06,5.138157575856894e-06,0.0,39,0.0,2.4816501536406577e-05,5.540667643799679e-06,1.106118088500807e-05,8.214651643356774e-06,0.0,38,0.0,1.1007699868059715e-05,9.209186941916414e-07,2.175047939090291e-06,7.911733518994879e-06,0.0,32,0.1428571428571428,3.3676195016596466e-05,5.492603577295085e-06,2.27895870921202e-05,5.394005711423233e-06,0.0,40,0.0,1.8843249563360587e-05,4.126530711801024e-06,8.912181328923907e-06,5.804536158393603e-06,0.0,43,0.0,1.5154520951909944e-05,4.4968769543629605e-06,5.338094979379093e-06,5.31954856342054e-06,0.0,40,0.0,2.191802377637941e-05,6.12095709584537e-06,9.410282473254483e-06,6.386784662026912e-06,0.0,38,0.0,1.339646587439347e-05,2.8872616439912235e-06,4.593897301674588e-06,5.915306701353984e-06,0.0,36,0.0,2.1380328689701855e-05,5.988131761114346e-06,1.0454519724589773e-05,4.937677658745088e-06,0.0,33,0.0
29,1450,1.5650799468858168e-05,3.6935732623533113e-06,6.837956334493356e-06,5.119271008879878e-06,0.0,39,0.0,2.481724914105144e-05,5.545308795262827e-06,1.111216715798946e-05,8.159773642546497e-06,0.0,38,0.0,1.1420741429901682e-05,1.1625663773884298e-06,2.379261559326551e-06,7.878913493186701e-06,0.0,31,0.1428571428571428,3.409730561543256e-05,6.655490324192215e-06,2.208665137004573e-05,5.355163466447266e-06,0.0,40,0.0,1.827533014875371e-05,4.08188316214364e-06,8.435717063548509e-06,5.757729923061561e-06,0.0,43,0.0,1.7740636394592002e-05,6.3154475355986506e-06,6.035483693267452e-06,5.389704710978549e-06,0.0,39,0.0,2.076920645777136e-05,5.2803175094595645e-06,9.1529236669885e-06,6.335965736070648e-06,0.0,38,0.0,1.233952662005322e-05,2.0946492895745905e-06,4.410589099279605e-06,5.834288458572701e-06,0.0,35,0.0,2.4117212888086215e-05,8.343496119778138e-06,1.0884771654673386e-05,4.8889455683820415e-06,0.0,33,0.0
30,1500,1.50641099025961e-05,3.357028617756441e-06,6.607481736864429e-06,5.099600002722582e-06,0.0,39,0.0,2.9547107260441408e-05,8.83804568729829e-06,1.260474164155312e-05,8.104319022095297e-06,0.0,38,0.0,1.16748351501883e-05,1.66763607012399e-06,2.1636813016812084e-06,7.843517778383102e-06,0.0,31,0.1428571428571428,3.226144326617941e-05,5.626416168524884e-06,2.132303598045837e-05,5.311990662448807e-06,0.0,40,0.0,1.772182986314874e-05,3.933280368073611e-06,8.112903742585331e-06,5.6756457524898e-06,0.0,42,0.0,1.3654552276420873e-05,2.954787532871705e-06,5.3029234550194815e-06,5.396841515903361e-06,0.0,39,0.0,2.0128249161643907e-05,4.9732457227946725e-06,8.85068038769532e-06,6.304321686911862e-06,0.0,38,0.0,1.229559893545229e-05,2.1448950064950623e-06,4.380483005661517e-06,5.770221378043061e-06,0.0,35,0.0,2.1543264665524475e-05,6.6895045165438205e-06,1.0014247891376726e-05,4.8395118028565776e-06,0.0,33,0.0
31,1550,1.592905755387619e-05,4.113870090804994e-06,6.725309503963217e-06,5.089877049613278e-06,0.0,38,0.0,2.509980186005123e-05,5.537308425118681e-06,1.151376636698842e-05,8.048725248954725e-06,0.0,38,0.0,1.0805119018186817e-05,9.63916477303428e-07,2.056175844700192e-06,7.785027264617383e-06,0.0,30,0.1428571428571428,3.1008661608211696e-05,4.896524387731915e-06,2.084623338305392e-05,5.265902018436464e-06,0.0,40,0.0,1.8116106730303727e-05,4.5670662984775845e-06,7.945963261590805e-06,5.603076260740636e-06,0.0,42,0.0,1.592740954947658e-05,5.376697572501144e-06,5.178616902412614e-06,5.372095984057523e-06,0.0,39,0.0,2.0304172721807845e-05,5.241699454927584e-06,8.792280823399778e-06,6.270192898227833e-06,0.0,38,0.0,1.2098334991605952e-05,2.0620489067368908e-06,4.32637398262159e-06,5.7099118748737965e-06,0.0,35,0.0,2.0374129235278815e-05,5.687060820491752e-06,9.870516805676743e-06,4.81655160911032e-06,0.0,31,0.0
32,1600,1.4619766261603218e-05,3.1780725748831173e-06,6.373485575750237e-06,5.068208338343538e-06,0.0,38,0.0,2.550009230617433e-05,5.503370175574673e-06,1.2003799383819567e-05,7.992922292032745e-06,0.0,38,0.0,1.1994910892099142e-05,2.260165047118789e-06,2.0154357116553e-06,7.719309905951377e-06,0.0,30,0.1428571428571428,3.183833905495703e-05,6.102006409491878e-06,2.051876072073356e-05,5.2175701057421975e-06,0.0,40,0.0,1.646466989768669e-05,3.4420543215674115e-06,7.476795872207731e-06,5.545819931285223e-06,0.0,42,0.0,1.5236315448419193e-05,4.963413630321156e-06,4.94188043376198e-06,5.331021839083405e-06,0.0,38,0.0,2.077516182907857e-05,5.841081019752892e-06,8.69973791850498e-06,6.23434334556805e-06,0.0,38,0.0,1.2067119314451702e-05,2.1301948436303064e-06,4.277333118807292e-06,5.659590897266753e-06,0.0,34,0.0,2.0401870642672293e-05,5.90390072829905e-06,9.69606207945617e-06,4.801908744411776e-06,0.0,31,0.0
33,1650,1.755275297909975e-05,6.076912995922612e-06,6.438012860598974e-06,5.037828032072866e-06,0.0,38,0.0,2.5456189177930355e-05,5.697478172805859e-06,1.1822144188045058e-05,7.936567271826789e-06,0.0,38,0.0,1.0378379556641448e-05,8.279416761070024e-07,1.891540136966796e-06,7.658897629880812e-06,0.0,30,0.1428571428571428,2.984100137837231e-05,4.651730705518276e-06,2.0021680029458366e-05,5.167591552890372e-06,0.0,40,0.0,1.7145977835753e-05,4.2364390537841246e-06,7.41994563213666e-06,5.489593604579568e-06,0.0,42,0.0,1.250765308213886e-05,2.632579253258882e-06,4.602043645718368e-06,5.273029728414258e-06,0.0,38,0.0,1.962136593647301e-05,4.913679276796756e-06,8.510887710144743e-06,6.1967984947841614e-06,0.0,38,0.0,1.3914059309172444e-05,3.882792498188792e-06,4.426666691870196e-06,5.6046001191134565e-06,0.0,34,0.0,1.971140409295913e-05,5.6035382840491366e-06,9.338890777144115e-06,4.768975941260578e-06,0.0,31,0.0
34,1700,1.389347562508192e-05,2.858975449271384e-06,6.018796739226673e-06,5.015702754462836e-06,0.0,38,0.0,2.5761515644262545e-05,6.077848865970736e-06,1.180366780317854e-05,7.879998520365916e-06,0.0,38,0.0,1.026374229695648e-05,8.206161510315724e-07,1.846076315814571e-06,7.597049716423498e-06,0.0,30,0.1428571428571428,2.9196404284448363e-05,4.316540980653372e-06,1.97594563360326e-05,5.120406513015041e-06,0.0,40,0.0,1.5891815564827994e-05,3.4497086289775325e-06,7.002588972682133e-06,5.439516826299951e-06,0.0,42,0.0,1.235888157680165e-05,2.5878364340314874e-06,4.5445644900610205e-06,5.226480425335467e-06,0.0,38,0.0,1.9958699340349995e-05,5.405091997090494e-06,8.395513759751339e-06,6.158093583508162e-06,0.0,38,0.0,1.170626546809217e-05,2.005814621952595e-06,4.159198397246655e-06,5.541252448892919e-06,0.0,34,0.0,2.2108599296188913e-05,8.23122445581248e-06,9.145134754362516e-06,4.732240540761268e-06,0.0,31,0.0
35,1750,1.4681133507110644e-05,3.548272161424393e-06,6.1400792219501454e-06,4.992782123736106e-06,0.0,38,0.0,2.904676875914447e-05,8.322108442371245e-06,1.290155796596082e-05,7.823102350812405e-06,0.0,38,0.0,1.0701047358452342e-05,1.2409549299263745e-06,1.9250978766649496e-06,7.5349948929215316e-06,0.0,30,0.1428571428571428,2.919403232226614e-05,4.5026445150142536e-06,1.9616602003225125e-05,5.074786258774111e-06,0.0,40,0.0,1.578057162987534e-05,3.742082526514423e-06,6.648438102274668e-06,5.390051683207275e-06,0.0,42,0.0,1.2114430319343228e-05,2.5348763301735744e-06,4.401080332172569e-06,5.178473656997085e-06,0.0,38,0.0,1.927827725012321e-05,4.865479695581598e-06,8.294482540804893e-06,6.1183141042420175e-06,0.0,38,0.0,1.1870151865878142e-05,2.2083859221311286e-06,4.1768162191146985e-06,5.484949724632315e-06,0.0,34,0.0,2.0826591935474426e-05,7.344466666836524e-06,8.794209861662239e-06,4.687916316470364e-06,0.0,31,0.0
36,1800,1.4673538316856138e-05,3.7436068396345945e-06,5.96509016759228e-06,4.96484153700294e-06,0.0,37,0.0,2.4701017537154257e-05,5.3972007663105614e-06,1.1537460522959009e-05,7.766357157379389e-06,0.0,38,0.0,9.99867006612476e-06,7.471645631085266e-07,1.7793429378798464e-06,7.472162451449549e-06,0.0,30,0.1428571428571428,2.8788166673621163e-05,4.375066055217758e-06,1.944014547916595e-05,4.972954684490105e-06,0.0,39,0.0,1.5010259630798828e-05,3.1233555546350544e-06,6.547609700646717e-06,5.339294148143381e-06,0.0,42,0.0,1.289077044930309e-05,3.410553972571506e-06,4.352331870904891e-06,5.127884833200369e-06,0.0,38,0.0,1.919494025059976e-05,4.935405286232708e-06,8.181847078958526e-06,6.0776883401558734e-06,0.0,38,0.0,1.1543701475602576e-05,2.0017939732497325e-06,4.109533620066941e-06,5.432373200164875e-06,0.0,34,0.0,1.9556566257961094e-05,6.433130238292506e-06,8.473557500110473e-06,4.649879883800168e-06,0.0,31,0.0
37,1850,1.3895956726628356e-05,3.0681374028063142e-06,5.883051017008256e-06,4.944768079440109e-06,0.0,37,0.0,2.616741221572738e-05,6.247905730560888e-06,1.2207818144815974e-05,7.711687430855818e-06,0.0,37,0.0,9.954383131116629e-06,7.63634432132676e-07,1.781270952960767e-06,7.409477802866604e-06,0.0,30,0.1428571428571428,2.844142363755964e-05,4.13566476709093e-06,1.9372861061128788e-05,4.932896899845218e-06,0.0,38,0.0,1.473786323913373e-05,3.1725001008453546e-06,6.27754752713372e-06,5.2878153837809805e-06,0.0,42,0.0,1.1614925824687816e-05,2.293498027938768e-06,4.247115612088237e-06,5.074311502539786e-06,0.0,38,0.0,1.8938213543151505e-05,4.807736786460737e-06,8.094352779153269e-06,6.0361239775375e-06,0.0,38,0.0,1.1386002370272765e-05,1.9316598809382413e-06,4.071988314535702e-06,5.382354629546171e-06,0.0,34,0.0,1.8480537619325332e-05,5.5102386795624625e-06,8.34744696476264e-06,4.6228524297475815e-06,0.0,31,0.0
38,1900,1.4106901289778762e-05,3.384593583177775e-06,5.805444743600674e-06,4.916863417747663e-06,0.0,37,0.0,2.6112862542504445e-05,5.927610345679568e-06,1.2514202353486326e-05,7.6710493885912e-06,0.0,37,0.0,9.919647709466515e-06,8.339122246070474e-07,1.7388829292031005e-06,7.346852726186626e-06,0.0,30,0.1428571428571428,3.0329072615131736e-05,6.125106210674858e-06,1.9319217244628817e-05,4.88474825033336e-06,0.0,38,0.0,1.4557212125509976e-05,3.201190338586457e-06,6.120314083091216e-06,5.235708613327006e-06,0.0,42,0.0,1.1579144484130666e-05,2.359710606469889e-06,4.200897819828242e-06,5.01853628520621e-06,0.0,38,0.0,1.870898086053785e-05,4.717001047538361e-06,7.997874490683898e-06,5.994105322315591e-06,0.0,38,0.0,1.2245120160514489e-05,2.3649092781852232e-06,4.555673967843177e-06,5.324537141859764e-06,0.0,33,0.0,1.7458325601182878e-05,4.989456101611722e-06,7.869466571719386e-06,4.599403837346472e-06,0.0,31,0.0
39,1950,1.3537875929614527e-05,2.9217976589279715e-06,5.731670626119012e-06,4.8844076445675455e-06,0.0,37,0.0,2.456197398714721e-05,5.29365297552431e-06,1.1638194337137976e-05,7.630126674484927e-06,0.0,37,0.0,1.1544279914232902e-05,2.3874872567830607e-06,1.8725780819295323e-06,7.284214916580822e-06,0.0,30,0.1428571428571428,2.9488151994883083e-05,5.4185088629310485e-06,1.9237573724240065e-05,4.832068952964619e-06,0.0,38,0.0,1.420571243215818e-05,3.12600286633824e-06,5.885923656023806e-06,5.193785455048783e-06,0.0,42,0.0,1.2412754585966468e-05,3.2476655178470537e-06,4.204295692034066e-06,4.9607929213379975e-06,0.0,38,0.0,1.8580331015982665e-05,4.71304019811214e-06,7.91573529568268e-06,5.951554612693144e-06,0.0,38,0.0,1.1796610124292783e-05,2.277037083331379e-06,4.250117854098789e-06,5.26945495948894e-06,0.0,33,0.0,1.7118756659328938e-05,4.829269073525211e-06,7.714518687862437e-06,4.574968443193939e-06,0.0,31,0.0
40,2000,1.319257717113942e-05,2.769739467112231e-06,5.562265414482681e-06,4.860572516918182e-06,0.0,37,0.0,2.533942461013794e-05,5.92600554227829e-06,1.182414507638896e-05,7.589274900965393e-06,0.0,37,0.0,9.628449333831668e-06,7.052572073007468e-07,1.701691871858202e-06,7.22150070942007e-06,0.0,30,0.1428571428571428,2.782500087050721e-05,4.07759443987743e-06,1.896493267850019e-05,4.78247375212959e-06,0.0,38,0.0,1.602046177140437e-05,5.061492629465647e-06,5.802389750897419e-06,5.156579391041305e-06,0.0,42,0.0,1.130041346186772e-05,2.2298636395134963e-06,4.141252247791272e-06,4.929297119815601e-06,0.0,37,0.0,1.956115011125803e-05,5.656984285451472e-06,7.995688974915538e-06,5.908477305638371e-06,0.0,38,0.0,1.27515495478292e-05,3.305336576886475e-06,4.227786575938808e-06,5.218426395003917e-06,0.0,33,0.0,1.6623154806438833e-05,4.6587197175540496e-06,7.414585979859112e-06,4.549848654278321e-06,0.0,31,0.0
41,2050,1.398824588250136e-05,3.48531648342032e-06,5.66594508200069e-06,4.8369847718277015e-06,0.0,36,0.0,2.585988113423809e-05,4.960400474374183e-06,1.3357423085835762e-05,7.542058483522851e-06,0.0,36,0.0,9.676477930042893e-06,8.340290946762252e-07,1.6836069107739604e-06,7.158841981436126e-06,0.0,30,0.1428571428571428,3.076509165111929e-05,6.926644800842041e-06,1.908743433887139e-05,4.751014785142616e-06,0.0,38,0.0,1.3571951058111154e-05,2.8166818992758635e-06,5.636537480313564e-06,5.118732133269077e-06,0.0,42,0.0,1.1181447916897014e-05,2.2742538021702785e-06,4.028874172945507e-06,4.878320396528579e-06,0.0,37,0.0,2.254890205222182e-05,8.244289347203448e-06,8.43978523334954e-06,5.864827016921481e-06,0.0,38,0.0,1.1171467122039758e-05,1.949489842445473e-06,4.047118636663072e-06,5.174857960810186e-06,0.0,33,0.0,1.7213878891197965e-05,5.323820005287416e-06,7.366003501374507e-06,4.524055384536041e-06,0.0,31,0.0
42,2100,1.302001874137204e-05,2.850672217391548e-06,5.354930181056261e-06,4.814416115550557e-06,0.0,35,0.0,2.504043914086651e-05,4.908022219751729e-06,1.2627546311705372e-05,7.504870154662058e-06,0.0,36,0.0,9.993280400522052e-06,1.2206186283947318e-06,1.6765327472967329e-06,7.096129593264777e-06,0.0,30,0.1428571428571428,2.758567461569328e-05,4.077622634213185e-06,1.8788990928442217e-05,4.719061053037876e-06,0.0,38,0.0,1.3327178749023004e-05,2.787259518299834e-06,5.459532530949218e-06,5.080386927147629e-06,0.0,42,0.0,1.1433347026468256e-05,2.5750659915502183e-06,4.047621587233152e-06,4.810658992937533e-06,0.0,37,0.0,1.84329655894544e-05,4.896716291113989e-06,7.7151153163868e-06,5.821133527206257e-06,0.0,38,0.0,1.171239637187682e-05,2.586420123407152e-06,3.991479843534762e-06,5.134496404934907e-06,0.0,33,0.0,1.6780555597506464e-05,4.967776931152912e-06,7.315145921893418e-06,4.497633653954836e-06,0.0,31,0.0
43,2150,1.2832066204282457e-05,2.664092562554288e-06,5.375738510338124e-06,4.792234904016368e-06,0.0,35,0.0,2.412472167634405e-05,4.972474471287569e-06,1.1696156434481964e-05,7.456090315827168e-06,0.0,36,0.0,9.511060852673836e-06,8.114569141071115e-07,1.6600639582975418e-06,7.039540378173115e-06,0.0,30,0.1428571428571428,2.791136103041936e-05,4.425513907335699e-06,1.880091986095067e-05,4.684927716880338e-06,0.0,37,0.0,1.331286875938531e-05,2.971735511891893e-06,5.299209988152143e-06,5.041922577220248e-06,0.0,42,0.0,1.0916295650531538e-05,2.2636584162683e-06,3.9137948988354765e-06,4.7388425628014375e-06,0.0,37,0.0,1.821815749281086e-05,4.792217623617034e-06,7.649041435797699e-06,5.776899342890829e-06,0.0,38,0.0,1.254035669262521e-05,3.2741188533691457e-06,4.162246568739647e-06,5.103991952637443e-06,0.0,33,0.0,1.600388713995926e-05,4.513227395364083e-06,7.019908025540644e-06,4.470751264307182e-06,0.0,31,0.0
44,2200,1.4841638403595423e-05,4.440941211214522e-06,5.63871071790345e-06,4.761987383972155e-06,0.0,35,0.0,2.0506013242993504e-05,4.923301730741514e-06,8.173722562787589e-06,7.40898849471705e-06,0.0,35,0.0,9.341592885903084e-06,7.424526415888977e-07,1.6153983324329602e-06,6.983741513977293e-06,0.0,30,0.1428571428571428,2.710154512897133e-05,3.847520929411985e-06,1.860452903201804e-05,4.649496077036019e-06,0.0,37,0.0,1.4323727555165531e-05,3.916255991498474e-06,5.395263087848434e-06,5.012208021071274e-06,0.0,41,0.0,1.0636505976435728e-05,2.0613340439012973e-06,3.883509180013789e-06,4.691662525146967e-06,0.0,37,0.0,1.835902003222145e-05,5.013624559069285e-06,7.613294201291865e-06,5.732102181355003e-06,0.0,38,0.0,1.1059572898375336e-05,1.914679842229816e-06,4.0566042116552126e-06,5.088289071863983e-06,0.0,32,0.0,1.5693918612669222e-05,4.380477093945956e-06,6.870177912787767e-06,4.443263605935499e-06,0.0,31,0.0
45,2250,1.279582556890091e-05,2.790362486848608e-06,5.280599452817114e-06,4.724864083982538e-06,0.0,35,0.0,2.233193663414568e-05,5.179981599212624e-06,9.771499208000025e-06,7.380456736427732e-06,0.0,35,0.0,9.286910426453687e-06,7.405615747302363e-07,1.6182232229766669e-06,6.928125458216528e-06,0.0,30,0.1428571428571428,2.7629825126496144e-05,4.4990561036684085e-06,1.852411514846608e-05,4.6066547838563565e-06,0.0,37,0.0,1.2766222425852902e-05,2.752223053903436e-06,5.033071829529945e-06,4.980928224540548e-06,0.0,41,0.0,1.4195538824424148e-05,2.902499318224727e-06,6.5961726249952335e-06,4.696867563325213e-06,0.0,34,0.0,1.813970084185712e-05,4.888469902653014e-06,7.56414738134481e-06,5.687084012606647e-06,0.0,37,0.0,1.0890823432418983e-05,1.9207814148103357e-06,3.902116532117361e-06,5.067925485491287e-06,0.0,32,0.0,1.571669417899102e-05,4.434885340742767e-06,6.866005605843384e-06,4.415802777657518e-06,0.0,31,0.0
46,2300,1.2238208910275716e-05,2.3942918687680503e-06,5.1475813052093145e-06,4.696335963672027e-06,0.0,35,0.0,2.186736128351185e-05,5.068653536000056e-06,9.449669050809462e-06,7.349038696702337e-06,0.0,35,0.0,9.832623618422076e-06,1.3564707614932558e-06,1.6034701957323705e-06,6.872682206449099e-06,0.0,30,0.1428571428571428,2.7012571081286296e-05,3.949869551433949e-06,1.8489325157133862e-05,4.573375008476432e-06,0.0,37,0.0,1.2529881132650187e-05,2.6388167952973163e-06,4.946653916704236e-06,4.944410648022313e-06,0.0,41,0.0,1.1240046660532244e-05,2.369038838878623e-06,4.145886578044156e-06,4.72512147098314e-06,0.0,33,0.0,1.791431350284256e-05,4.816740784008289e-06,7.4519530244288035e-06,5.645618330163416e-06,0.0,37,0.0,1.210957816510927e-05,3.019884161403752e-06,4.051005817018449e-06,5.038687959313393e-06,0.0,32,0.0,1.5726956917205825e-05,4.624205303116469e-06,6.71486668579746e-06,4.387883564049844e-06,0.0,31,0.0
47,2350,1.2370845070108771e-05,2.5608289888623403e-06,5.14055636813282e-06,4.669459030992584e-06,0.0,35,0.0,2.256050902360585e-05,5.589402917394182e-06,9.663997843745165e-06,7.307107807719149e-06,0.0,35,0.0,9.77480158326216e-06,1.2770022976837936e-06,1.6802888467282171e-06,6.8175104388501495e-06,0.0,30,0.1428571428571428,2.6739073291537352e-05,3.811487431448768e-06,1.838752359617501e-05,4.540063400781946e-06,0.0,37,0.0,1.5156394510995597e-05,5.352181688067503e-06,4.8939600674202666e-06,4.910253210255178e-06,0.0,39,0.0,1.04921364254551e-05,1.922818228194956e-06,3.871980879921466e-06,4.69733777208603e-06,0.0,33,0.0,1.747015630826354e-05,4.535254902293673e-06,7.341057425946928e-06,5.593842615780886e-06,0.0,37,0.0,1.083155075320974e-05,1.9777689885813743e-06,3.852587269648211e-06,5.0011944949801546e-06,0.0,31,0.0,1.5346829968621023e-05,4.441043529368471e-06,6.546181339217583e-06,4.359604190540267e-06,0.0,31,0.0
