,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,total_6,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,total_7,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,total_8,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,total_9,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9,total_10,decoder_10,sindy_x_10,reg_10,sindy_z_10,active_coeffs_10,coeff_10,total_11,decoder_11,sindy_x_11,reg_11,sindy_z_11,active_coeffs_11,coeff_11
10,500,5.6181128456955776e-05,2.5745552193257023e-05,2.2894237190485e-05,7.541338618466398e-06,0.0,41,0.0,4.0007344068726525e-05,1.0498156370886136e-05,1.9807706848951057e-05,9.701480848889332e-06,0.0,45,0.0,4.027227623737417e-05,1.2648420124605764e-05,1.9512366634444334e-05,8.111489478324074e-06,0.0,40,0.0,1.796679134713486e-05,2.038310185525916e-06,2.603320808702847e-06,1.3325161489774471e-05,0.0,32,0.1428571428571428,5.6098240747815e-05,1.582058939675335e-05,3.275232666055672e-05,7.525321507273475e-06,0.0,45,0.0,1.9322900698171e-05,4.067589543410577e-06,5.082672942080535e-06,1.0172638212679884e-05,0.0,48,0.0,0.0001134422345785,5.180264633963816e-05,5.421882815426216e-05,7.420765996357659e-06,0.0,41,0.0,2.875325662898831e-05,6.0568286244233605e-06,1.2898365639557596e-05,9.798061910260005e-06,0.0,45,0.0,3.864897371386178e-05,1.3430362741928548e-05,1.815340692701284e-05,7.065206773404498e-06,0.0,44,0.0,6.267445860430598e-05,1.6167708963621408e-05,3.978906897827983e-05,6.717683390888851e-06,0.0,48,0.0,3.5257373383501545e-05,9.95111531665316e-06,1.8973400074173696e-05,6.332858447422041e-06,0.0,38,0.0,3.909386578015983e-05,9.361748197989073e-06,2.21665086428402e-05,7.5656080298358575e-06,0.0,49,0.0
11,550,4.952568269800395e-05,2.1279531210893765e-05,2.062214298348408e-05,7.624008503626101e-06,0.0,41,0.0,3.721429311553948e-05,9.662519914854784e-06,1.7757027308107354e-05,9.794744983082635e-06,0.0,45,0.0,3.771372576011345e-05,1.1904568054887932e-05,1.7590946299606003e-05,8.218212315114215e-06,0.0,39,0.0,1.7358675904688425e-05,1.7389869526596158e-06,2.1753219243692e-06,1.3444367141346447e-05,0.0,32,0.2857142857142857,5.1976174290757626e-05,1.4281018593464978e-05,2.997640876856167e-05,7.718745109741576e-06,0.0,43,0.0,1.900246752484236e-05,4.105385869479505e-06,4.50523839390371e-06,1.0391842806711791e-05,0.0,47,0.0,0.0001051500366884,4.757861097459681e-05,4.999300290364772e-05,7.578424174425891e-06,0.0,40,0.0,2.7420515834819525e-05,5.4574843488808256e-06,1.2012714250886349e-05,9.950317689799704e-06,0.0,44,0.0,3.4795190003933385e-05,1.170288578578038e-05,1.5950923625496216e-05,7.14138195689884e-06,0.0,44,0.0,5.520785634871572e-05,1.3427369594865011e-05,3.494933480396867e-05,6.83115104038734e-06,0.0,47,0.0,3.282255420344882e-05,9.623387995816302e-06,1.676715510257054e-05,6.432012014556676e-06,0.0,37,0.0,3.299300806247629e-05,7.799611012160312e-06,1.7530221157358028e-05,7.663176802452654e-06,0.0,49,0.0
12,600,4.5929959014756605e-05,1.9597559003159404e-05,1.862893986981362e-05,7.703461051278282e-06,0.0,41,0.0,3.698690125020221e-05,1.0611264769977424e-05,1.6496534954058006e-05,9.879103345156182e-06,0.0,45,0.0,3.28672795149032e-05,8.695870747033041e-06,1.5827465176698752e-05,8.343944500666112e-06,0.0,39,0.0,1.690242970653344e-05,1.5078893511599745e-06,1.865193780759e-06,1.3529346688301302e-05,0.0,31,0.2857142857142857,4.599466410581954e-05,1.2329398487054276e-05,2.581353510322515e-05,7.85172960604541e-06,0.0,43,0.0,1.8383518181508407e-05,3.695324949148926e-06,4.130792603973532e-06,1.0557400855759624e-05,0.0,46,0.0,9.95878071989864e-05,4.492446896620095e-05,4.6969831601018086e-05,7.693506631767377e-06,0.0,40,0.0,2.6244342734571543e-05,4.944832653563935e-06,1.1235947567911351e-05,1.0063562513096258e-05,0.0,43,0.0,3.529507375787944e-05,1.3131076229910832e-05,1.4959487998567056e-05,7.204509984148899e-06,0.0,44,0.0,4.894927769782953e-05,1.1828232345578726e-05,3.0240875275922008e-05,6.880170985823497e-06,0.0,46,0.0,3.0039391276659444e-05,8.187895218725316e-06,1.5299590813810937e-05,6.551905244123191e-06,0.0,36,0.0,3.239216675865464e-05,8.95586890692357e-06,1.568517109262757e-05,7.751127668598201e-06,0.0,49,0.0
13,650,3.9630358514841646e-05,1.489042642788263e-05,1.6962130757747218e-05,7.777800419717096e-06,0.0,41,0.0,3.366625605849549e-05,8.442288162768818e-06,1.5284389519365504e-05,9.93957928585587e-06,0.0,43,0.0,3.0491602956317365e-05,7.5057282629131805e-06,1.4518938769469967e-05,8.466936378681567e-06,0.0,38,0.0,1.6494301235070452e-05,1.220628746523289e-06,1.7085509398384602e-06,1.356512075290084e-05,0.0,31,0.2857142857142857,4.2070078052347526e-05,1.1336901479808148e-05,2.275087717862334e-05,7.98230121290544e-06,0.0,40,0.0,1.7722279153531417e-05,3.0889427762303967e-06,4.01597935706377e-06,1.06173574749846e-05,0.0,44,0.0,9.575283183949068e-05,4.262326910975389e-05,4.534599793259986e-05,7.783565706631634e-06,0.0,39,0.0,2.9895985790062696e-05,5.0114922487409785e-06,1.4633908904215788e-05,1.0250583727611229e-05,0.0,41,0.0,3.000288052135147e-05,9.26166831050068e-06,1.3483069778885692e-05,7.258142431965098e-06,0.0,44,0.0,4.285561226424761e-05,1.0222173841611948e-05,2.566245166235604e-05,6.97098721502698e-06,0.0,46,0.0,2.8707165256491866e-05,7.81290145823732e-06,1.4280579307524022e-05,6.6136835812358186e-06,0.0,34,0.0,2.8223323170095682e-05,6.026542450854322e-06,1.4355787243403029e-05,7.84099302109098e-06,0.0,49,0.0
14,700,3.656902481452562e-05,1.341439474344952e-05,1.5303539839806035e-05,7.851090231270064e-06,0.0,40,0.0,3.194950841134414e-05,7.889956577855628e-06,1.405719194735866e-05,1.0002362614613958e-05,0.0,43,0.0,3.415886021684855e-05,1.1795472346420866e-05,1.3778801076114178e-05,8.58458770380821e-06,0.0,38,0.0,1.6491803762619384e-05,1.2926565204907092e-06,1.6215388995988178e-06,1.3577609024650885e-05,0.0,31,0.2857142857142857,3.901680247508921e-05,1.0747101441666018e-05,2.0188781491015103e-05,8.080917723418679e-06,0.0,39,0.0,1.7200227375724353e-05,2.9604098017443903e-06,3.45130001733196e-06,1.0788517101900652e-05,0.0,43,0.0,9.228837734553964e-05,4.0628052374813706e-05,4.378169614938088e-05,7.878627911850344e-06,0.0,39,0.0,2.8839222068199888e-05,5.1190995691285934e-06,1.3212559679232072e-05,1.0507563274586572e-05,0.0,41,0.0,2.8464477509260178e-05,8.526478268322535e-06,1.2636358405870853e-05,7.301642199308844e-06,0.0,43,0.0,4.511004954110831e-05,1.55817160703009e-05,2.2456628357758746e-05,7.0717078415327705e-06,0.0,46,0.0,2.7788708393927664e-05,7.87272620073054e-06,1.322728621744318e-05,6.688697794743348e-06,0.0,34,0.1428571428571428,2.768340527836699e-05,6.04309070695308e-06,1.3713211956201121e-05,7.92710306996014e-06,0.0,49,0.0
15,750,3.393304723431356e-05,1.1195118531759364e-05,1.4817828741797712e-05,7.92010087025119e-06,0.0,40,0.0,3.034332257811912e-05,7.288031611096812e-06,1.2988204616704024e-05,1.0067085895570926e-05,0.0,43,0.0,2.719807707762812e-05,6.275992291193688e-06,1.2237797818670517e-05,8.68428651301656e-06,0.0,38,0.0,1.6108750060084276e-05,1.0244734767184127e-06,1.5083660400705412e-06,1.3575910088547973e-05,0.0,31,0.2857142857142857,3.844036837108433e-05,1.17158224384184e-05,1.856410199252423e-05,8.160444849636406e-06,0.0,39,0.0,1.653781691857148e-05,2.4532580482627964e-06,3.171448724970105e-06,1.0913109690591227e-05,0.0,43,0.0,8.898838132154197e-05,3.864001701003872e-05,4.237860048306175e-05,7.969767466420308e-06,0.0,38,0.0,2.776654037006665e-05,4.629770501196617e-06,1.2507195606303869e-05,1.0629573807818817e-05,0.0,40,0.0,2.742469951044768e-05,8.044943569984753e-06,1.2033618986606598e-05,7.34613695385633e-06,0.0,43,0.0,3.3738102501956746e-05,8.488282219332177e-06,1.8080027075484395e-05,7.169793207140174e-06,0.0,45,0.0,2.583832610980608e-05,6.532794486702187e-06,1.2574050742841791e-05,6.731481335009448e-06,0.0,34,0.1428571428571428,2.717861207202077e-05,5.559990313486196e-06,1.3611151189252269e-05,8.007470569282304e-06,0.0,49,0.0
16,800,3.237799683120102e-05,1.1320395969960371e-05,1.307511865888955e-05,7.982482202351093e-06,0.0,40,0.0,2.9557391826529056e-05,7.2089942477759905e-06,1.22166038636351e-05,1.013179189612856e-05,0.0,43,0.0,2.633305120980367e-05,6.045179361535702e-06,1.151886044681305e-05,8.769011401454918e-06,0.0,38,0.0,1.594220520928502e-05,9.235201900992253e-07,1.446302803742583e-06,1.3572382158599794e-05,0.0,31,0.2857142857142857,3.5854955058312044e-05,1.0446011401654688e-05,1.718355451885145e-05,8.225390047300607e-06,0.0,39,0.0,1.61952521011699e-05,2.2352767246047733e-06,2.9503348741855007e-06,1.1009641639248002e-05,0.0,43,0.0,8.660434832563624e-05,3.714369086083025e-05,4.142032048548572e-05,8.040332431846764e-06,0.0,38,0.0,2.6767836970975623e-05,4.065855591761647e-06,1.195207005366683e-05,1.0749910870799796e-05,0.0,40,0.0,2.6640176656655967e-05,7.755516890028957e-06,1.1493260899442248e-05,7.391398412437411e-06,0.0,42,0.0,3.0950406653573737e-05,7.946178811835125e-06,1.575712303747423e-05,7.247106168506434e-06,0.0,45,0.0,2.5301671485067345e-05,6.393499006662751e-06,1.2147153029218316e-05,6.76102035868098e-06,0.0,34,0.1428571428571428,2.7278365450911224e-05,5.098361270938767e-06,1.4098258361627813e-05,8.081746273091994e-06,0.0,49,0.0
17,850,3.059070877498016e-05,9.889708962873556e-06,1.2661445907724556e-05,8.039553904382046e-06,0.0,40,0.0,2.8107297112001103e-05,6.469897471106378e-06,1.1439160516601987e-05,1.0198239579040091e-05,0.0,42,0.0,2.5621304303058423e-05,5.786286692455178e-06,1.099731889553368e-05,8.837698260322213e-06,0.0,37,0.0,1.831069675972685e-05,3.149837766613928e-06,1.5885128732406884e-06,1.3572346688306425e-05,0.0,31,0.2857142857142857,3.199446655344218e-05,8.071618140093051e-06,1.5644925952074118e-05,8.277920642285608e-06,0.0,39,0.0,1.8519756849855185e-05,4.383627583592897e-06,3.0516130209434777e-06,1.108451579057146e-05,0.0,42,0.0,8.461360266664997e-05,3.591824133764021e-05,4.058895137859509e-05,8.10641358839348e-06,0.0,38,0.0,2.6310244720662013e-05,4.186093065072782e-06,1.1270268259977456e-05,1.0853884305106476e-05,0.0,40,0.0,2.625567140057683e-05,7.543134415755048e-06,1.1278644706180783e-05,7.4338927333883476e-06,0.0,42,0.0,2.884170862671453e-05,7.339481271628756e-06,1.418278225173708e-05,7.319443739106646e-06,0.0,44,0.0,2.466940895828884e-05,6.148455668153474e-06,1.1740248737623917e-05,6.7807054620061535e-06,0.0,34,0.1428571428571428,2.8374581233947538e-05,5.7174097491952125e-06,1.4506768820865545e-05,8.150402209139429e-06,0.0,49,0.0
18,900,2.980510180350393e-05,9.858908924798016e-06,1.1846806046378331e-05,8.099386832327582e-06,0.0,40,0.0,2.7033147489419207e-05,6.172115718072746e-06,1.060425438481616e-05,1.02567764770356e-05,0.0,41,0.0,2.4614530047983862e-05,5.158890871825861e-06,1.0550856131885666e-05,8.904782589524984e-06,0.0,37,0.0,1.882785181805957e-05,3.656540911833872e-06,1.5960324617481092e-06,1.357527798973024e-05,0.0,31,0.2857142857142857,3.0406066798605025e-05,7.594082035211613e-06,1.4481040125247093e-05,8.330943273904268e-06,0.0,38,0.0,1.5722574971732683e-05,1.91693902706902e-06,2.661008693394251e-06,1.1144627023895737e-05,0.0,42,0.0,8.279128087451681e-05,3.4826436603907496e-05,3.979714529123157e-05,8.167698979377747e-06,0.0,38,0.0,2.560226494097151e-05,4.067836016474757e-06,1.059460555552505e-05,1.0939824278466403e-05,0.0,40,0.0,2.5576269763405435e-05,7.231725703604752e-06,1.0870843652810436e-05,7.473699952242896e-06,0.0,42,0.0,2.696409865166061e-05,6.502964424726088e-06,1.307112688664347e-05,7.390007340291049e-06,0.0,44,0.0,2.403380858595483e-05,5.764026354881935e-06,1.1476115105324425e-05,6.793668035243172e-06,0.0,34,0.1428571428571428,2.9913571779616177e-05,6.550216767209349e-06,1.5149175851547625e-05,8.214178706111852e-06,0.0,49,0.0
19,950,2.9063978217891417e-05,9.644735655456316e-06,1.1252538570261096e-05,8.166703992174007e-06,0.0,40,0.0,2.629894152050838e-05,5.884828624402871e-06,1.0100387953571044e-05,1.031372357829241e-05,0.0,41,0.0,2.414072878309525e-05,5.031353339290945e-06,1.014675490296213e-05,8.962621905084234e-06,0.0,37,0.0,1.572447581565939e-05,8.440016472377465e-07,1.3028917464907863e-06,1.3577582649304532e-05,0.0,31,0.2857142857142857,3.106559597654268e-05,8.878681001078803e-06,1.381598849548027e-05,8.37092647998361e-06,0.0,38,0.0,1.5509243894484825e-05,1.7364760651616962e-06,2.5721337806317024e-06,1.1200633707630914e-05,0.0,41,0.0,8.101212733890861e-05,3.375456071808003e-05,3.903668039129116e-05,8.220886229537427e-06,0.0,38,0.0,2.49572749453364e-05,3.895292593369959e-06,1.0049208867712878e-05,1.1012773029506208e-05,0.0,40,0.0,2.830720040947199e-05,9.797568964131642e-06,1.0998664947692303e-05,7.510967861890094e-06,0.0,42,0.0,2.622755891934503e-05,6.535541160701541e-06,1.2235536814841907e-05,7.456481853296282e-06,0.0,44,0.0,2.913255048042629e-05,1.0685501365514938e-05,1.1644962796708567e-05,6.802087227697484e-06,0.0,34,0.1428571428571428,2.9608063414343633e-05,4.8174906623899005e-06,1.651697493798565e-05,8.273598723462783e-06,0.0,49,0.0
20,1000,2.994253736687824e-05,1.0372512406320313e-05,1.1339716365910135e-05,8.230307685153093e-06,0.0,40,0.0,2.5568673663656227e-05,5.808904006698867e-06,9.389508704771288e-06,1.037026049743872e-05,0.0,41,0.0,2.4101726012304425e-05,5.217746547714341e-06,9.870763278740924e-06,9.013215276354458e-06,0.0,37,0.0,1.7624413885641843e-05,2.666767386472202e-06,1.3799676708003972e-06,1.357767996523762e-05,0.0,31,0.2857142857142857,2.7992624382022768e-05,6.890091299283085e-06,1.2700235856755173e-05,8.402298590226565e-06,0.0,38,0.0,1.5673329471610487e-05,1.9237093056290178e-06,2.4978512556117494e-06,1.1251770047238097e-05,0.0,41,0.0,7.91749480413273e-05,3.268556247348897e-05,3.8223031879169866e-05,8.266355507657863e-06,0.0,38,0.0,2.3544627765659243e-05,3.023251110789716e-06,9.445598152524326e-06,1.1075777365476824e-05,0.0,40,0.0,2.561644032539334e-05,7.64829837862635e-06,1.038640402839519e-05,7.581739282613853e-06,0.0,41,0.0,2.505737757019233e-05,5.881714514544001e-06,1.1657461072900333e-05,7.5182010732532945e-06,0.0,44,0.0,2.309675983269699e-05,5.314738245942863e-06,1.0975014447467402e-05,6.807008048781427e-06,0.0,34,0.1428571428571428,3.296514114481397e-05,7.561216079920996e-06,1.7073454728233628e-05,8.330470336659346e-06,0.0,49,0.0
21,1050,2.8118440241087228e-05,9.45394185691839e-06,1.0373149052611552e-05,8.291351150546689e-06,0.0,40,0.0,2.479993054294028e-05,5.3421636039274745e-06,9.044137186720036e-06,1.0413630661787464e-05,0.0,40,0.0,2.338997728656977e-05,4.733217338070972e-06,9.602661521057598e-06,9.054097063199151e-06,0.0,35,0.0,1.609300306881778e-05,1.283503024751553e-06,1.2342680975052644e-06,1.3575231605500448e-05,0.0,31,0.2857142857142857,2.8386439225869253e-05,7.675198503420688e-06,1.2281583622097967e-05,8.429656190855894e-06,0.0,38,0.0,1.5451430954271927e-05,1.7502372884337092e-06,2.4039616164373e-06,1.129723295889562e-05,0.0,41,0.0,7.720957364654168e-05,3.160223423037678e-05,3.7301007978385314e-05,8.306325071316678e-06,0.0,38,0.0,2.782354931696318e-05,7.174711299740011e-06,9.518671504338272e-06,1.1130166058137547e-05,0.0,40,0.0,2.5026791263371703e-05,7.2394964263367e-06,1.016374972095946e-05,7.623545116075547e-06,0.0,41,0.0,2.5006271243910305e-05,6.320019110717112e-06,1.11112130980473e-05,7.575039035145892e-06,0.0,44,0.0,2.319898339919746e-05,4.675107902585296e-06,1.1699544302246068e-05,6.824332103860797e-06,0.0,33,0.1428571428571428,3.206096880603582e-05,4.870139946433483e-06,1.8804994397214614e-05,8.38583400764037e-06,0.0,49,0.0
22,1100,2.6688559955800883e-05,8.474312380712945e-06,9.865599167824255e-06,8.348648407263681e-06,0.0,40,0.0,2.38891279877862e-05,4.991673904441996e-06,8.428724868281279e-06,1.0468729669810273e-05,0.0,40,0.0,2.309760748175904e-05,4.597714450937929e-06,9.392385436512996e-06,9.107508049055468e-06,0.0,35,0.0,1.5511181118199602e-05,7.548075586782943e-07,1.1852517900479145e-06,1.3571122508437838e-05,0.0,31,0.2857142857142857,2.675352152436972e-05,6.606833721889416e-06,1.1691678992065135e-05,8.455008355667815e-06,0.0,38,0.0,1.5694191461079754e-05,2.0075228803762e-06,2.3467448500014143e-06,1.133992373070214e-05,0.0,41,0.0,7.513626042054966e-05,3.0501012588501908e-05,3.629335333243944e-05,8.341889952134807e-06,0.0,38,0.0,2.251502155559137e-05,2.8928020583407488e-06,8.426706699538045e-06,1.1195511433470529e-05,0.0,39,0.0,2.499135734979064e-05,7.327336788875982e-06,1.0004812793340534e-05,7.659207767574117e-06,0.0,41,0.0,2.323582339158748e-05,4.994443770556245e-06,1.0613414815452415e-05,7.627964805578813e-06,0.0,44,0.0,2.2020487449481152e-05,4.446028469828889e-06,1.0703377483878285e-05,6.871081950521329e-06,0.0,33,0.1428571428571428,3.4900942409876734e-05,5.768190021626651e-06,2.06919703487074e-05,8.440780220553279e-06,0.0,49,0.0
23,1150,2.694871363928541e-05,8.913124474929646e-06,9.630746717448346e-06,8.404842446907423e-06,0.0,40,0.0,2.3272692487807944e-05,4.846365754929138e-06,7.906180144345853e-06,1.0520147043280303e-05,0.0,40,0.0,2.293735815328546e-05,4.577153049467597e-06,9.198984116665088e-06,9.161221896647476e-06,0.0,35,0.0,1.5589541362714954e-05,8.646833862258063e-07,1.1587502513066283e-06,1.3566108464146964e-05,0.0,31,0.2857142857142857,2.5888044547173195e-05,6.210554602148477e-06,1.1196094419574363e-05,8.481396434945054e-06,0.0,38,0.0,1.4999845006968826e-05,1.373150666950096e-06,2.24537575377326e-06,1.1381318472558632e-05,0.0,41,0.0,7.305250619538128e-05,2.942202627309598e-05,3.525528154568747e-05,8.375192919629626e-06,0.0,38,0.0,2.2001871911925264e-05,2.710797843974433e-06,8.042663466767408e-06,1.1248410373809747e-05,0.0,39,0.0,2.4033004592638463e-05,6.655732704530237e-06,9.686029443400912e-06,7.691241080465261e-06,0.0,41,0.0,2.370538641116582e-05,5.633664386550663e-06,1.039328799379291e-05,7.678435395064298e-06,0.0,44,0.0,2.249712633783929e-05,5.206100013310788e-06,1.0396272045909429e-05,6.894752914377023e-06,0.0,33,0.1428571428571428,3.565988299669698e-05,6.030968052073149e-06,2.1133540940354578e-05,8.495374459016602e-06,0.0,49,0.0
24,1200,2.623189720907249e-05,8.531502317055129e-06,9.241554835170971e-06,8.458839147351682e-06,0.0,40,0.0,2.232726728834677e-05,4.2951892282872e-06,7.465035196219105e-06,1.056704240909312e-05,0.0,40,0.0,2.5411547539988533e-05,6.9593429543601815e-06,9.243643035006244e-06,9.208560186380056e-06,0.0,35,0.0,1.543061080155894e-05,7.656164484615147e-07,1.1052723039028931e-06,1.3559722901845817e-05,0.0,31,0.2857142857142857,2.5345849280711263e-05,6.025975835655117e-06,1.0811279025801925e-05,8.508593964506872e-06,0.0,38,0.0,1.4872836800350342e-05,1.2774845572494089e-06,2.172563426938723e-06,1.1422788702475373e-05,0.0,41,0.0,7.104144606273621e-05,2.840928573277779e-05,3.422597728786059e-05,8.406186680076644e-06,0.0,38,0.0,2.2015605281922035e-05,3.0257090202212567e-06,7.70371116232127e-06,1.1286185326753184e-05,0.0,39,0.0,2.471655716362875e-05,7.386671768472297e-06,9.609538210497703e-06,7.7203476394061e-06,0.0,41,0.0,2.309390220034402e-05,4.824521511181956e-06,1.0493739864614328e-05,7.775641279295087e-06,0.0,43,0.0,2.1254794773994945e-05,4.283253929315833e-06,1.0058885891339742e-05,6.91265495333937e-06,0.0,33,0.1428571428571428,3.5796812881017104e-05,5.68209406992537e-06,2.1566929717664607e-05,8.547789548174478e-06,0.0,49,0.0
25,1250,2.537852560635656e-05,7.810576789779589e-06,9.0558669398888e-06,8.51208096719347e-06,0.0,40,0.0,2.199247865064536e-05,4.322642325860215e-06,7.028256732155569e-06,1.0641579137882218e-05,0.0,39,0.0,2.3770448024151847e-05,5.537816377909621e-06,8.982937288237736e-06,9.24969390325714e-06,0.0,35,0.0,1.599092320248019e-05,1.3162714367354056e-06,1.1224972240597708e-06,1.3552154086937662e-05,0.0,31,0.2857142857142857,2.4868553737178445e-05,5.699557277694112e-06,1.063195122696925e-05,8.537044777767733e-06,0.0,38,0.0,1.5126792277442291e-05,1.5371845165645937e-06,2.1249115889077075e-06,1.1464696399343666e-05,0.0,41,0.0,6.912558455951512e-05,2.746842255874072e-05,3.3223281207028776e-05,8.433879884250928e-06,0.0,38,0.0,2.161876182071865e-05,2.8051138087903382e-06,7.492781151086092e-06,1.1320867088215891e-05,0.0,39,0.0,2.613083051983267e-05,8.745493687456474e-06,9.63794082053937e-06,7.747396011836827e-06,0.0,41,0.0,2.204127667937428e-05,4.318651917856187e-06,9.924046025844293e-06,7.7985787356738e-06,0.0,42,0.0,2.0718098312499933e-05,4.047401034767972e-06,9.742689144331962e-06,6.928008133399999e-06,0.0,32,0.1428571428571428,3.5818640753859654e-05,5.222643721936038e-06,2.1998144802637398e-05,8.597852684033569e-06,0.0,49,0.0
26,1300,2.5092198484344408e-05,7.803745575074572e-06,8.724765393708367e-06,8.563686606066767e-06,0.0,40,0.0,2.29323522944469e-05,5.653784228343284e-06,6.588704763998976e-06,1.068986239260994e-05,0.0,39,0.0,2.270833465445321e-05,4.707836524175946e-06,8.7151893239934e-06,9.285308806283863e-06,0.0,35,0.0,1.559594602440484e-05,9.948006436388823e-07,1.057301915352582e-06,1.3543844033847565e-05,0.0,31,0.2857142857142857,2.4035165552049875e-05,5.335645710147219e-06,1.0135424417967442e-05,8.564095878682565e-06,0.0,38,0.0,1.5125266145332716e-05,1.5773908899063829e-06,2.042972255367204e-06,1.1504903341119643e-05,0.0,41,0.0,6.720238889101893e-05,2.6612031433614906e-05,3.212907540728338e-05,8.461287507088855e-06,0.0,37,0.0,2.275345650559757e-05,3.986850515502738e-06,7.413577804982195e-06,1.1353027730365284e-05,0.0,39,0.0,2.384204344707541e-05,5.820429123559734e-06,1.027606958814431e-05,7.745543371129315e-06,0.0,40,0.0,2.2384265321306884e-05,4.926410383632174e-06,9.6027652034536e-06,7.85508927947376e-06,0.0,41,0.0,2.0900804884149693e-05,4.390594767755829e-06,9.561334081809036e-06,6.948875579837477e-06,0.0,31,0.1428571428571428,3.6622393963625655e-05,5.129559667693684e-06,2.2849455490359105e-05,8.643379260320216e-06,0.0,48,0.0
27,1350,2.6764677386381663e-05,9.053750545717776e-06,9.098912414629012e-06,8.612014426034875e-06,0.0,40,0.0,2.1445914171636105e-05,4.452084340300644e-06,6.259379915718455e-06,1.0734448551374952e-05,0.0,39,0.0,2.2049154722481035e-05,4.145530056121061e-06,8.585543582739774e-06,9.318080628872847e-06,0.0,35,0.0,1.5120704119908623e-05,5.738687605116866e-07,1.0121915465788334e-06,1.3534643585444428e-05,0.0,31,0.2857142857142857,2.4431501515209675e-05,5.874760063306894e-06,9.96615744952578e-06,8.590585821366403e-06,0.0,38,0.0,1.5022189472801983e-05,1.4433238675337634e-06,2.035494617302902e-06,1.1543371329025833e-05,0.0,41,0.0,6.581476918654516e-05,2.6054103727801703e-05,3.127686431980692e-05,8.48380568641005e-06,0.0,37,0.0,2.221122849732637e-05,2.88279693450022e-06,8.018782864382956e-06,1.1309648471069522e-05,0.0,38,0.0,2.2536911274073645e-05,5.711095127480803e-06,9.033476999320555e-06,7.79234051151434e-06,0.0,40,0.0,2.211728133261204e-05,4.689271463576006e-06,9.517569196759725e-06,7.910442036518361e-06,0.0,41,0.0,2.032814154517837e-05,3.9788092180970125e-06,9.376645721204112e-06,6.972687060624594e-06,0.0,31,0.1428571428571428,3.619919516495429e-05,4.686427473643562e-06,2.2827523935120553e-05,8.685243301442824e-06,0.0,48,0.0
28,1400,2.370378206251189e-05,6.795488388888771e-06,8.247243385994807e-06,8.661049832880963e-06,0.0,40,0.0,2.014962410612497e-05,3.499570539133856e-06,5.875023816770408e-06,1.077502929547336e-05,0.0,39,0.0,2.328807931917254e-05,5.407701792137232e-06,8.528444595867768e-06,9.35193293116754e-06,0.0,35,0.0,1.5732815882074647e-05,1.1852483794427826e-06,1.022810465656221e-06,1.3524757378036156e-05,0.0,31,0.2857142857142857,2.3361677449429408e-05,5.055527708464069e-06,9.689749276731163e-06,8.616399099992123e-06,0.0,38,0.0,1.4947550880606286e-05,1.4362143474500044e-06,1.9311469259264413e-06,1.1580189493543004e-05,0.0,41,0.0,6.382261199178174e-05,2.498797039152123e-05,3.0331268135341816e-05,8.503373464918695e-06,0.0,37,0.0,2.1763245968031697e-05,2.789769723676727e-06,7.633805580553599e-06,1.1339670891175048e-05,0.0,38,0.0,2.25396070163697e-05,5.9832104852830525e-06,8.738773431105074e-06,7.817624464223627e-06,0.0,40,0.0,2.112577567459084e-05,3.907492555299541e-06,9.254698852600995e-06,7.963584721437655e-06,0.0,41,0.0,2.071588096441701e-05,4.3978493522445206e-06,9.324702659796458e-06,6.993329407123383e-06,0.0,31,0.1428571428571428,3.5893019230570644e-05,4.529847046796931e-06,2.263463284180034e-05,8.72853706823662e-06,0.0,48,0.0
