,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4
10,500.0,0.00833120197057724,0.0008763443911448121,8.60777981870342e-06,0.0,53,0.006375359371304512,0.000648538232780993,7.354593890340766e-06,0.0,50,0.008444280363619328,0.0011986332247033715,8.59916144690942e-06,0.0,56,0.007593652233481407,0.0007133712060749531,8.739492841414176e-06,0.0,55,0.006677249912172556,0.0006994362338446081,7.440519311785465e-06,0.0,57
11,550.0,0.007991096004843712,0.0008385508554056287,8.396105840802193e-06,0.0,51,0.005890256725251675,0.0005836265627294779,7.459391781594604e-06,0.0,49,0.007022990379482508,0.0011272340780124068,8.594407518103253e-06,0.0,55,0.006987415719777346,0.0006656385958194733,8.726759006094653e-06,0.0,53,0.006170917768031359,0.0006897486746311188,7.397519766527694e-06,0.0,54
12,600.0,0.007707751821726561,0.0008491137996315956,8.195625014195684e-06,0.0,49,0.005426210816949606,0.0005366913392208517,7.571156402264023e-06,0.0,49,0.00533378915861249,0.0010893900180235505,8.469911335851066e-06,0.0,51,0.005505742039531469,0.000622138031758368,8.662254913360812e-06,0.0,51,0.00578304985538125,0.000595410238020122,7.37723439669935e-06,0.0,53
13,650.0,0.007459373213350773,0.0007867636741138995,8.030567187233828e-06,0.0,46,0.004792061634361744,0.0005129664787091315,7.679732334509026e-06,0.0,49,0.004317400977015495,0.0010154532501474023,8.378463462577201e-06,0.0,49,0.00406265864148736,0.0005688826786354184,8.495666406815872e-06,0.0,51,0.005443464498966932,0.0005640015588141978,7.357855338341324e-06,0.0,53
14,700.0,0.007245774846524,0.000762294395826757,7.901197932369541e-06,0.0,46,0.0036846529692411423,0.0005246175569482148,7.747641575406305e-06,0.0,48,0.0036532629746943712,0.0009569228859618306,8.316565981658641e-06,0.0,48,0.003073182189837098,0.0005263090715743601,8.40014672576217e-06,0.0,48,0.00508689321577549,0.0005427373107522726,7.3295741458423436e-06,0.0,51
15,750.0,0.007050464395433664,0.0007522282539866865,7.776655365887564e-06,0.0,44,0.0026670321822166443,0.000518817629199475,7.774939149385318e-06,0.0,46,0.003162893233820796,0.0009127576486207545,8.281079317384865e-06,0.0,46,0.002400168450549245,0.0005024759448133409,8.397922101721633e-06,0.0,45,0.004428940359503031,0.0005316173774190247,7.289365385076962e-06,0.0,50
16,800.0,0.006898773834109306,0.0007231380441226065,7.686666322115343e-06,0.0,44,0.001993429148569703,0.0005062210839241743,7.787206413922831e-06,0.0,45,0.0028100567869842052,0.0008660482126288116,8.288604476547334e-06,0.0,45,0.0019372241804376245,0.00048708904068917036,8.44133501232136e-06,0.0,44,0.003142600879073143,0.000583660090342164,7.218230166472495e-06,0.0,49
17,850.0,0.006708418019115925,0.0007026544772088528,7.575731160613941e-06,0.0,43,0.0015736025525256991,0.0004885461530648172,7.801365427440032e-06,0.0,43,0.0025444221682846546,0.0008249601232819259,8.31800207379274e-06,0.0,43,0.001630662358365953,0.0004721352888736874,8.486479600833263e-06,0.0,42,0.0023922838736325502,0.0006050436059013009,7.164378530433169e-06,0.0,47
18,900.0,0.006554939318448305,0.0006877048290334642,7.462745088560041e-06,0.0,42,0.001299108611419797,0.00046562383067794144,7.828484740457498e-06,0.0,39,0.002313280710950494,0.0008025155984796584,8.359205821761861e-06,0.0,41,0.0013933549635112286,0.00045411824248731136,8.542000614397693e-06,0.0,41,0.0018444207962602377,0.0005965494783595204,7.078263024595799e-06,0.0,46
19,950.0,0.006400967016816139,0.0006687344866804779,7.34122750145616e-06,0.0,42,0.0011278603924438357,0.00044961279490962625,7.86741202318808e-06,0.0,38,0.0021323757246136665,0.0007811534451320767,8.41372093418613e-06,0.0,41,0.0012261754600331187,0.00043628967250697315,8.607134986959863e-06,0.0,39,0.0015340469544753432,0.0005858299555256963,6.979669251450105e-06,0.0,44
20,1000.0,0.006252840161323547,0.0006541337352246046,7.214892775664339e-06,0.0,42,0.001001335447654128,0.00042939436389133334,7.901000572019257e-06,0.0,37,0.0019794441759586334,0.0007609564927406609,8.463856829621363e-06,0.0,41,0.0010972387390211225,0.0004212790518067777,8.699289537617005e-06,0.0,39,0.0013301416765898466,0.0005688645760528743,6.9107300078030676e-06,0.0,41
21,1050.0,0.006107504945248365,0.0006414149538613856,7.081193871272262e-06,0.0,40,0.0009024241007864475,0.0004123187391087413,7.927384103822988e-06,0.0,36,0.001853138324804604,0.0007411949336528778,8.508539394824766e-06,0.0,41,0.0010041837813332677,0.00040667684515938163,8.788600098341703e-06,0.0,39,0.0011913522612303495,0.0005507961031980813,6.875493454572279e-06,0.0,41
22,1100.0,0.005959691479802132,0.0006299070664681494,6.947101610421669e-06,0.0,38,0.0008355400059372187,0.00039534340612590313,7.961169103509746e-06,0.0,36,0.0017428291030228138,0.000721704913303256,8.548301593691576e-06,0.0,40,0.0009138478199020028,0.00039224332431331277,8.873188562574796e-06,0.0,39,0.0010904985247179866,0.0005317849572747946,6.857688731543021e-06,0.0,39
23,1150.0,0.0058061955496668816,0.0006187240942381322,6.811242656112881e-06,0.0,38,0.0007949779974296689,0.00038206882891245186,7.992214705154765e-06,0.0,36,0.001644868403673172,0.0007031795103102922,8.59662759467028e-06,0.0,40,0.0008506227168254554,0.0003748127492144704,8.951909876486752e-06,0.0,38,0.0010144386906176805,0.0005129249184392393,6.864692295494024e-06,0.0,39
24,1200.0,0.00564617570489645,0.000609574606642127,6.668093647022033e-06,0.0,38,0.0007452706340700388,0.0003677336499094963,8.021926987566985e-06,0.0,35,0.001548437518067658,0.0006837855908088386,8.643676665087696e-06,0.0,40,0.0007956396439112723,0.0003617769980337471,9.032380148710217e-06,0.0,37,0.0009436432737857103,0.0004941780935041606,6.886961728014285e-06,0.0,38
25,1250.0,0.005475835874676704,0.000601813371758908,6.524396212626016e-06,0.0,35,0.0007061855867505074,0.0003581497585400939,8.055972102738451e-06,0.0,35,0.001460868283174932,0.0006653358577750623,8.686926776135806e-06,0.0,40,0.0007468496914952993,0.000349471956724301,9.111378858506214e-06,0.0,37,0.0009000893332995474,0.0004795872955583036,6.9267994149413425e-06,0.0,38
26,1300.0,0.005255263298749924,0.000606580579187721,6.465425940405112e-06,0.0,33,0.0006735805072821677,0.0003483979671727866,8.084646651695948e-06,0.0,35,0.001390632358379662,0.0006453081732615829,8.739348231756594e-06,0.0,37,0.0007030974957160652,0.0003378557739779353,9.179869266517926e-06,0.0,37,0.0008479288662783802,0.0004711737856268883,6.975571977818618e-06,0.0,37
27,1350.0,0.004879668354988098,0.0006483769975602627,6.485333869932219e-06,0.0,33,0.0006502015166915953,0.00033891756902448833,8.108781003102195e-06,0.0,35,0.0013187084114179015,0.0006339079118333757,8.812939086055849e-06,0.0,35,0.000667720683850348,0.0003266359562985599,9.238861821359023e-06,0.0,37,0.0008109526243060827,0.00044996757060289383,7.017075859039323e-06,0.0,37
28,1400.0,0.0037885024212300777,0.0007670930936001241,6.537266017403454e-06,0.0,33,0.0006353698554448783,0.0003307214064989239,8.129321940941736e-06,0.0,33,0.0012553000124171376,0.0006174502777867019,8.878250810084864e-06,0.0,35,0.0006261271773837507,0.0003153229772578925,9.288468390877824e-06,0.0,36,0.0007776754791848361,0.0004346921923570335,7.075510893628234e-06,0.0,37
29,1450.0,0.0027490057982504368,0.0008296736632473767,6.4775631472002715e-06,0.0,29,0.0006095888675190508,0.00032277515856549144,8.154642273439094e-06,0.0,32,0.0011969415936619043,0.0005995166138745844,8.953255019150674e-06,0.0,35,0.0005919228424318135,0.00030602654442191124,9.343712918052915e-06,0.0,35,0.0007506564143113792,0.0004210428160149604,7.136801286833361e-06,0.0,36
30,1500.0,0.002172773005440831,0.0008451807079836726,6.43447629045113e-06,0.0,29,0.0005932016647420824,0.0003135050355922431,8.19663364381995e-06,0.0,31,0.001137223793193698,0.0005816094344481826,9.025965482578613e-06,0.0,35,0.0005592356319539249,0.0002975285751745105,9.398340807820205e-06,0.0,35,0.0007318526040762663,0.0004092699382454157,7.205544534372166e-06,0.0,36
31,1550.0,0.0017836276674643159,0.000856194004882127,6.386540917446837e-06,0.0,27,0.0005777467740699649,0.00030640908516943455,8.247258847404737e-06,0.0,31,0.0010876852320507169,0.0005646966164931655,9.094504093809519e-06,0.0,35,0.0005345341050997376,0.0002902908599935472,9.449981916986872e-06,0.0,34,0.0007181220571510494,0.0003953175328206271,7.276670658029616e-06,0.0,36
32,1600.0,0.0015551438555121422,0.0008561702561564744,6.333530564006651e-06,0.0,27,0.0005612224340438843,0.00029980685212649405,8.296781743410975e-06,0.0,31,0.0010394596029073,0.0005486735608428717,9.158178727375343e-06,0.0,35,0.0004888902767561376,0.0002823177492246032,9.499227417109068e-06,0.0,34,0.0006812101928517222,0.0003848057531286031,7.351709882641444e-06,0.0,35
33,1650.0,0.001375779276713729,0.0008451816393062472,6.256214419408934e-06,0.0,27,0.0005457016522996128,0.00029290426755324006,8.343547960976139e-06,0.0,31,0.000987933250144124,0.0005324599333107471,9.21730952541111e-06,0.0,35,0.00045890864566899836,0.00027533015236258507,9.54688493948197e-06,0.0,34,0.0006623534136451781,0.000373340881196782,7.428841854562052e-06,0.0,35
34,1700.0,0.0012605170486494899,0.0008275129948742688,6.1763471421727445e-06,0.0,24,0.0005279569304548204,0.0002860226668417454,8.387755769945215e-06,0.0,31,0.0009529925882816315,0.0005187980714254081,9.272285751649179e-06,0.0,34,0.0004296425322536379,0.00026886066189035773,9.594073162588757e-06,0.0,34,0.0006423226441256702,0.0003627559053711593,7.504557743231999e-06,0.0,34
35,1750.0,0.0011786805698648095,0.0008182518067769706,6.140261575637851e-06,0.0,24,0.000517562497407198,0.00028022652259096503,8.428636647295207e-06,0.0,31,0.0009001218713819981,0.0005029145977459848,9.330768989457283e-06,0.0,34,0.0003998147731181234,0.0002627763897180557,9.641225915402174e-06,0.0,34,0.0006282293470576406,0.0003539759200066328,7.5929242484562565e-06,0.0,33
36,1800.0,0.001074425526894629,0.0008063210407271981,6.117425527918385e-06,0.0,23,0.0005010964232496917,0.0002740054333116859,8.465954124403652e-06,0.0,31,0.0008656487916596234,0.0004892503493465483,9.38760695134988e-06,0.0,33,0.00039502439904026687,0.00025687736342661083,9.688668797025457e-06,0.0,34,0.000627565139438957,0.000344685249729082,7.690568054385949e-06,0.0,33
37,1850.0,0.0010102366795763373,0.0007961749797686934,6.108528395998292e-06,0.0,23,0.00048605879419483244,0.00026748827076517045,8.502602213411592e-06,0.0,30,0.0008209904190152884,0.0004757971619255841,9.452853191760369e-06,0.0,33,0.0003564872604329139,0.00025165703846141696,9.736366337165236e-06,0.0,34,0.0005961139686405659,0.0003373787913005799,7.78716457716655e-06,0.0,33
38,1900.0,0.0009463804890401661,0.0007841730839572847,6.106480213929899e-06,0.0,22,0.0004697593685705215,0.0002621688472572714,8.538278052583337e-06,0.0,30,0.000785533688031137,0.0004643306601792574,9.516667887510266e-06,0.0,33,0.0003292555338703096,0.0002463545824866742,9.784444046090357e-06,0.0,33,0.0005802313680760562,0.00032865171669982374,7.881945748522412e-06,0.0,33
39,1950.0,0.0008961798157542944,0.0007741441950201988,6.120718353486154e-06,0.0,21,0.00045382999815046787,0.00025698242825455964,8.569200872443616e-06,0.0,30,0.0007596313371323049,0.00045444787247106433,9.579155630490277e-06,0.0,33,0.0003072854015044868,0.0002409229491604492,9.835465789365117e-06,0.0,33,0.0005771840806119144,0.00032035374897532165,7.974710570124444e-06,0.0,33
40,2000.0,0.0008557459805160761,0.0007669361657463014,6.150507942948025e-06,0.0,20,0.00043786969035863876,0.0002519282861612737,8.596189218224026e-06,0.0,30,0.0007162257097661495,0.0004444067308213562,9.636072718421929e-06,0.0,31,0.00028826831839978695,0.00023626665642950684,9.893623428069986e-06,0.0,33,0.0005480230902321637,0.0003133496502414346,8.065483598329592e-06,0.0,33
41,2050.0,0.0008054389618337154,0.0007603603880852461,6.195974947331706e-06,0.0,20,0.00043392908992245793,0.000247419549850747,8.618779247626662e-06,0.0,29,0.0006922748289071023,0.0004347075300756842,9.713901818031445e-06,0.0,31,0.00027861312264576554,0.0002315347082912922,9.951712854672223e-06,0.0,33,0.0005374670145101845,0.00030652229906991124,8.151826477842405e-06,0.0,32
42,2100.0,0.0007727997726760805,0.000753710453864187,6.240605671337107e-06,0.0,20,0.00040566775714978576,0.00024254195159301162,8.64740286488086e-06,0.0,28,0.0006556737353093922,0.00042578051215969026,9.793204299057834e-06,0.0,31,0.0002680030884221196,0.0002268484968226403,1.0009046491177287e-05,0.0,33,0.0005138075794093311,0.0002989849599543959,8.238223017542623e-06,0.0,32
43,2150.0,0.0007436893065460026,0.0007488614064641297,6.282217327679973e-06,0.0,20,0.00038870485150255263,0.00023769425752107054,8.677167897985782e-06,0.0,28,0.0006344172288663685,0.00041776697617024183,9.871376278169919e-06,0.0,31,0.00024333085457328707,0.0002225825737696141,1.0065631613542791e-05,0.0,33,0.0005159254651516676,0.00029069994343444705,8.323620022565592e-06,0.0,31
44,2200.0,0.0007144687115214765,0.0007436840096488595,6.320572992990492e-06,0.0,20,0.0003659476060420275,0.0002332174772163853,8.701664228283335e-06,0.0,27,0.0005977449472993612,0.00040920395986177027,9.94888432614971e-06,0.0,31,0.0002253065467812121,0.00021879935229662806,1.0127576388185844e-05,0.0,31,0.0004870949487667531,0.0002843459078576416,8.41040127852466e-06,0.0,31
45,2250.0,0.0006583669455721974,0.0007370997918769717,6.355403002089588e-06,0.0,20,0.00035731313982978463,0.00022921044728718698,8.729175533517264e-06,0.0,27,0.0005853621987625957,0.0004012218851130456,1.002489443635568e-05,0.0,31,0.00021836080122739077,0.00021434032532852143,1.0193708476435859e-05,0.0,31,0.00046702430699951947,0.00027697207406163216,8.494220310240053e-06,0.0,30
46,2300.0,0.000624923559371382,0.0007315542316064239,6.38704023003811e-06,0.0,20,0.00032643790473230183,0.00022486793750431389,8.755944691074546e-06,0.0,27,0.0005468411254696548,0.00039227056549862027,1.009912921290379e-05,0.0,31,0.00021755427587777376,0.00021034218661952764,1.0262063369737007e-05,0.0,31,0.0004476366739254445,0.00027150989626534283,8.577751941629685e-06,0.0,30
47,2350.0,0.0005965957534499466,0.0007265648455359042,6.41536735201953e-06,0.0,20,0.00033032914507202804,0.00022045630612410605,8.78020546224434e-06,0.0,26,0.0005264367791824043,0.00038357291487045586,1.0172982911171857e-05,0.0,31,0.00019715634698513895,0.00020686129573732615,1.0329980796086602e-05,0.0,31,0.0004247413598932326,0.00026575339143164456,8.659153536427766e-06,0.0,29
48,2400.0,0.000561722437851131,0.0007212862838059664,6.440098331950139e-06,0.0,20,0.00029855960747227073,0.00021673399896826595,8.815169167064596e-06,0.0,25,0.0005113580846227705,0.0003735538921318948,1.024346420308575e-05,0.0,30,0.00018315433408133686,0.0002033544733421877,1.0396211109764408e-05,0.0,31,0.0004098749195691198,0.00025916489539667964,8.743862963456195e-06,0.0,29
49,2450.0,0.0005345667013898492,0.0007153890328481793,6.46197258902248e-06,0.0,20,0.0002867137372959405,0.00021324006957001984,8.859818080964033e-06,0.0,25,0.00048109691124409437,0.0003636681067291647,1.032346972351661e-05,0.0,30,0.00016947636322584003,0.00019949220586568117,1.046073612087639e-05,0.0,31,0.0004066535911988467,0.00025316799292340875,8.82708809513133e-06,0.0,29
50,2500.0,0.0005129293422214687,0.0007102565141394734,6.479674539150437e-06,0.0,20,0.00025208902661688626,0.00020929293532390147,8.902769877749961e-06,0.0,25,0.00046174696763046086,0.00035628624027594924,1.0399622624390759e-05,0.0,30,0.00016136662452481687,0.00019588480063248426,1.0523334822210018e-05,0.0,31,0.0003746935399249196,0.00024797776131890714,8.90897626959486e-06,0.0,29
51,2550.0,0.0005573286325670779,0.0007034347509033978,6.494560238934355e-06,0.0,20,0.00023557119129691273,0.0002059771795757115,8.945657100412063e-06,0.0,25,0.00044871788122691214,0.0003482649044599384,1.0473522706888616e-05,0.0,30,0.00015357274969574064,0.00019234023056924343,1.0585737072688062e-05,0.0,31,0.0003520527097862214,0.00024178177409339696,8.988774425233714e-06,0.0,29
52,2600.0,0.0004622412088792771,0.0006996507290750742,6.5057006395363715e-06,0.0,20,0.00025551815633662045,0.00020296192087698728,8.989630259748083e-06,0.0,25,0.00044084334513172507,0.00034001280437223613,1.0546604244154878e-05,0.0,30,0.00014856674533803016,0.00018843580619432032,1.0645196198311169e-05,0.0,31,0.00033505697501823306,0.00023646852059755474,9.067171959031839e-06,0.0,29
53,2650.0,0.00044025000534020364,0.0006936985882930458,6.513357675430598e-06,0.0,20,0.00023055380734149367,0.00019966044055763632,9.033993592311163e-06,0.0,25,0.0004117884673178196,0.0003320818650536239,1.0615987775963731e-05,0.0,30,0.00014118035323917866,0.0001851044944487512,1.070344660547562e-05,0.0,31,0.00031540560303255916,0.0002324311644770205,9.143027455138508e-06,0.0,29
54,2700.0,0.00041581306140869856,0.0006887211930006742,6.51762184133986e-06,0.0,20,0.00019865526701323688,0.0001965469418792054,9.0793100753217e-06,0.0,25,0.0004021512868348509,0.0003237396595068276,1.06838406281895e-05,0.0,30,0.00014544239093083888,0.00018128706142306328,1.0760907571238931e-05,0.0,31,0.00031223500263877213,0.0002281639026477933,9.21686296351254e-06,0.0,29
55,2750.0,0.00041038007475435734,0.0006837701075710356,6.5180211095139384e-06,0.0,20,0.0001849084219429642,0.00019356170378159732,9.128029887506273e-06,0.0,24,0.0003872170636896044,0.00031635668710805476,1.0750145520432852e-05,0.0,30,0.00013303515152074397,0.00017806120740715414,1.0816405847435817e-05,0.0,31,0.0003071749524679035,0.0002202635514549911,9.287786269851495e-06,0.0,29
56,2800.0,0.00038229781785048544,0.0006782402633689344,6.515268069051672e-06,0.0,20,0.00017533749633003026,0.00019090581918135285,9.180606866721064e-06,0.0,24,0.0003707385913003236,0.0003075916029047221,1.081585287465714e-05,0.0,29,0.00012754318595398217,0.0001746370835462585,1.087262626242591e-05,0.0,30,0.00028411755920387805,0.00021587187075056136,9.355993825010955e-06,0.0,29
57,2850.0,0.0003691138990689069,0.0006727720028720796,6.5091089709312655e-06,0.0,20,0.00016672391211614013,0.0001882781507447362,9.23643347050529e-06,0.0,24,0.00036200301838107407,0.0003011211520060897,1.0884727089433e-05,0.0,29,0.00013714995293412358,0.00017161827418021858,1.0934899364656303e-05,0.0,29,0.0002719343756325543,0.00021112691320013255,9.42097176448442e-06,0.0,29
58,2900.0,0.0003558642929419875,0.000668006541673094,6.49987759970827e-06,0.0,20,0.00015462894225493073,0.00018595393339637667,9.293527000409085e-06,0.0,24,0.00034991969005204737,0.00029293124680407345,1.0950144314847421e-05,0.0,29,0.0001238508993992582,0.00016869835963007063,1.1010292837454472e-05,0.0,29,0.00024139531888067722,0.00020745894289575517,9.48176602832973e-06,0.0,29
59,2950.0,0.0003389915800653398,0.0006618436309508979,6.4877244767558295e-06,0.0,20,0.00014872207248117775,0.0001838710013544187,9.352599590783939e-06,0.0,24,0.00034756463719531894,0.0002865999995265156,1.1015925338142551e-05,0.0,29,0.00011050533066736534,0.00016527170373592526,1.109183722292073e-05,0.0,29,0.00025965276290662587,0.00020160520216450095,9.541331564832944e-06,0.0,29
60,3000.0,0.00032229197677224874,0.0006571541889570653,6.47273509457591e-06,0.0,20,0.00014049738820176572,0.00018152898701373488,9.413492989551742e-06,0.0,24,0.00032750662649050355,0.00027957448037341237,1.1079849173256662e-05,0.0,29,0.00011305278167128563,0.0001623001298867166,1.1176097359566484e-05,0.0,29,0.00021778844529762864,0.00019923760555684566,9.595802112016827e-06,0.0,29
61,3050.0,0.00031291350023820996,0.0006512532709166408,6.4547125475655776e-06,0.0,18,0.00013418286107480526,0.00017944152932614088,9.475108527112752e-06,0.0,24,0.0003234564792364836,0.00027284209500066936,1.1144124982820358e-05,0.0,29,0.0001053828964359127,0.00015970630920492113,1.1262377483944874e-05,0.0,29,0.00020309352839831263,0.00019416074792388827,9.654989298724104e-06,0.0,28
62,3100.0,0.00029941066168248653,0.0006469879881478846,6.449887678172672e-06,0.0,18,0.00015401950804516673,0.00017745418881531805,9.539578059047926e-06,0.0,24,0.00031397302518598735,0.0002661908802110702,1.120460274250945e-05,0.0,29,0.00011545698362169787,0.00015722330135758966,1.1348310181347188e-05,0.0,28,0.00019418627198319882,0.00018991163233295083,9.71882400335744e-06,0.0,28
63,3150.0,0.0002961043210234493,0.0006438897689804435,6.446376119129127e-06,0.0,18,0.00012906042684335262,0.0001755109551595524,9.60191846388625e-06,0.0,23,0.0003040809533558786,0.00026032383902929723,1.1267259651503991e-05,0.0,29,9.404713637195528e-05,0.00015440670540556312,1.1438619367254432e-05,0.0,28,0.00020567454339470714,0.00018688123964238912,9.778309504326899e-06,0.0,28
64,3200.0,0.00028561241924762726,0.0006413166993297637,6.442392987082712e-06,0.0,18,0.00013258580293040723,0.00017378508346155286,9.664969184086658e-06,0.0,23,0.0002962821745313704,0.0002535904059186578,1.1327123502269387e-05,0.0,29,9.743015107233077e-05,0.00015210561105050147,1.1531577911227942e-05,0.0,28,0.00018969732627738267,0.0001821341720642522,9.831934221438132e-06,0.0,28
65,3250.0,0.0002698292082641274,0.0006381434504874051,6.436535386455944e-06,0.0,18,0.00013991973537486047,0.00017205388576257974,9.732785656524356e-06,0.0,23,0.0003011305525433272,0.00024867901811376214,1.1391107364033815e-05,0.0,28,8.872163016349077e-05,0.00014935288345441222,1.1624574653978925e-05,0.0,28,0.00016776571283116937,0.00017923743871506304,9.8836781035061e-06,0.0,28
66,3300.0,0.0002686763182282448,0.0006357994861900806,6.429506811400643e-06,0.0,18,0.00011354561866028234,0.00017018608923535794,9.803788998397067e-06,0.0,23,0.00027981033781543374,0.0002430795575492084,1.145420264947461e-05,0.0,28,9.514761040918529e-05,0.0001472550502512604,1.171671556221554e-05,0.0,28,0.00016567902639508247,0.0001760978630045429,9.930408850777894e-06,0.0,28
67,3350.0,0.00025533762527629733,0.0006334604695439339,6.420580575650092e-06,0.0,17,0.0001299629220739007,0.000168182683410123,9.875766409095377e-06,0.0,23,0.0002770124119706452,0.00023756895097903907,1.1517243365233298e-05,0.0,28,9.30701571633108e-05,0.00014443640247918665,1.1808944691438228e-05,0.0,28,0.00015203685325104743,0.00018581937183625996,9.974562090064865e-06,0.0,27
68,3400.0,0.0002546839532442391,0.0006302364636212587,6.414841664081905e-06,0.0,17,0.00010600019595585763,0.00016631906328257173,9.948785191227216e-06,0.0,23,0.00026964006246998906,0.00023258697183337063,1.1580620594031643e-05,0.0,28,9.48087326833047e-05,0.00014284104690887034,1.1900243407581002e-05,0.0,28,0.00014568078040611,0.0001727868220768869,9.99227358988719e-06,0.0,27
69,3450.0,0.0002410349261481315,0.0006275683408603072,6.40532834950136e-06,0.0,17,9.709008736535907e-05,0.00016460528422612697,1.002123190119164e-05,0.0,23,0.0003151238488499075,0.00022834395349491388,1.1645116501313169e-05,0.0,28,8.677562436787412e-05,0.0001397574378643185,1.1990558959951159e-05,0.0,28,0.00013796755229122937,0.00016952506848610938,1.0016217856900766e-05,0.0,26
70,3500.0,0.00024005083832889795,0.000625515473075211,6.395454875018913e-06,0.0,17,0.0001067820776370354,0.00016384008631575853,1.0096031473949552e-05,0.0,23,0.000264849717495963,0.00022198645456228405,1.170573705167044e-05,0.0,28,0.0001480992214055732,0.00013720057904720306,1.2080772648914717e-05,0.0,28,0.00013305310858413577,0.000166663114214316,1.0048072908830363e-05,0.0,26
