,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0.0,33.720672607421875,1.1543300151824951,0.009999999776482582,0.0,60,0.0
1,50.0,8.971451759338379,1.1569080352783203,0.009719944559037685,0.0,60,0.0
2,100.0,3.7895259857177734,1.1498183012008667,0.009481440298259258,0.0,60,0.0
3,150.0,3.1835689544677734,1.0574946403503418,0.009357263334095478,0.0,60,0.0
4,200.0,2.893808364868164,0.8839255571365356,0.009293746203184128,0.0,60,0.0
5,250.0,1.9318856000900269,0.8533265590667725,0.009058664552867413,0.0,60,0.0
6,300.0,1.078690528869629,0.7560986280441284,0.008847856894135475,0.0,60,0.0
7,350.0,0.7699787020683289,0.6087973117828369,0.00878225453197956,0.0,57,0.0
8,400.0,0.583993673324585,0.47959408164024353,0.008747631683945656,0.0,50,0.0
9,450.0,0.4666409492492676,0.3695469796657562,0.008796554990112782,0.0,48,0.14285714285714285
10,500.0,0.3813408613204956,0.27821290493011475,0.008819857612252235,0.0,46,0.14285714285714285
11,550.0,0.3194080889225006,0.23616859316825867,0.008821536786854267,0.0,46,0.14285714285714285
12,600.0,0.2767280340194702,0.2082473188638687,0.00881029199808836,0.0,45,0.14285714285714285
13,650.0,0.2433299869298935,0.18944677710533142,0.008805327117443085,0.0,42,0.14285714285714285
14,700.0,0.217937633395195,0.17410913109779358,0.00881704781204462,0.0,41,0.14285714285714285
15,750.0,0.19838537275791168,0.16205574572086334,0.008828073740005493,0.0,41,0.14285714285714285
16,800.0,0.1828828752040863,0.15244470536708832,0.008825997821986675,0.0,41,0.14285714285714285
17,850.0,0.16816355288028717,0.1436760127544403,0.00881238840520382,0.0,41,0.14285714285714285
18,900.0,0.1558394879102707,0.1357956826686859,0.008788920938968658,0.0,41,0.14285714285714285
19,950.0,0.1463298499584198,0.1287880837917328,0.008758830837905407,0.0,40,0.14285714285714285
20,1000.0,0.13730020821094513,0.12274687737226486,0.008736205287277699,0.0,39,0.14285714285714285
21,1050.0,0.12817604839801788,0.11805374175310135,0.00872318260371685,0.0,38,0.14285714285714285
22,1100.0,0.12063281238079071,0.11366264522075653,0.008717281743884087,0.0,36,0.14285714285714285
23,1150.0,0.11668961495161057,0.10983912646770477,0.00872354581952095,0.0,36,0.14285714285714285
24,1200.0,0.1072741150856018,0.10634919255971909,0.008732877671718597,0.0,36,0.14285714285714285
25,1250.0,0.10219962894916534,0.1035560816526413,0.008741235360503197,0.0,36,0.14285714285714285
26,1300.0,0.0956789031624794,0.10143399983644485,0.008748713880777359,0.0,35,0.14285714285714285
27,1350.0,0.09050128608942032,0.09916897863149643,0.0087601188570261,0.0,35,0.14285714285714285
28,1400.0,0.0860011875629425,0.09681635349988937,0.00877750851213932,0.0,35,0.14285714285714285
29,1450.0,0.08296846598386765,0.09527425467967987,0.008794489316642284,0.0,34,0.2857142857142857
30,1500.0,0.0775461196899414,0.09359512478113174,0.008813397958874702,0.0,33,0.2857142857142857
31,1550.0,0.07578395307064056,0.09185012429952621,0.008836495690047741,0.0,33,0.2857142857142857
32,1600.0,0.06990279257297516,0.09023910015821457,0.00885714776813984,0.0,33,0.2857142857142857
33,1650.0,0.06708354502916336,0.0891847088932991,0.008876877836883068,0.0,32,0.2857142857142857
34,1700.0,0.0632888525724411,0.0880952998995781,0.008907604031264782,0.0,32,0.2857142857142857
35,1750.0,0.060646120458841324,0.08724614232778549,0.008945470675826073,0.0,32,0.2857142857142857
36,1800.0,0.05982735753059387,0.08651120215654373,0.008986572735011578,0.0,32,0.2857142857142857
37,1850.0,0.055307209491729736,0.08554906398057938,0.009028969332575798,0.0,32,0.2857142857142857
38,1900.0,0.05408778041601181,0.0866188034415245,0.009073065593838692,0.0,31,0.2857142857142857
39,1950.0,0.05087737366557121,0.08370071649551392,0.009123431518673897,0.0,31,0.2857142857142857
40,2000.0,0.05012013763189316,0.08295046538114548,0.009172986261546612,0.0,31,0.2857142857142857
41,2050.0,0.04724434018135071,0.08205973356962204,0.00922524556517601,0.0,31,0.2857142857142857
42,2100.0,0.046418219804763794,0.08130048960447311,0.009278591722249985,0.0,31,0.2857142857142857
43,2150.0,0.043999429792165756,0.08044365793466568,0.009334209375083447,0.0,31,0.2857142857142857
44,2200.0,0.0468001514673233,0.0798184722661972,0.00939042866230011,0.0,31,0.2857142857142857
45,2250.0,0.04182160273194313,0.07837945222854614,0.009445524774491787,0.0,31,0.2857142857142857
46,2300.0,0.040426332503557205,0.07885578274726868,0.009500247426331043,0.0,30,0.2857142857142857
47,2350.0,0.04188211262226105,0.0766281709074974,0.009550096467137337,0.0,29,0.2857142857142857
48,2400.0,0.0386141873896122,0.07518154382705688,0.009612907655537128,0.0,29,0.2857142857142857
49,2450.0,0.0376715250313282,0.07458709180355072,0.00966971181333065,0.0,29,0.2857142857142857
50,2500.0,0.039209965616464615,0.0792054831981659,0.00972425751388073,0.0,28,0.2857142857142857
51,2550.0,0.03661378100514412,0.07433676719665527,0.009775199927389622,0.0,28,0.2857142857142857
52,2600.0,0.03505285456776619,0.0733981803059578,0.009836766868829727,0.0,28,0.2857142857142857
53,2650.0,0.03604918345808983,0.07220733165740967,0.009893108159303665,0.0,28,0.2857142857142857
54,2700.0,0.03365936130285263,0.07114887237548828,0.009945148602128029,0.0,28,0.2857142857142857
55,2750.0,0.032693106681108475,0.06997264921665192,0.009995034895837307,0.0,28,0.2857142857142857
56,2800.0,0.03546018898487091,0.06954635679721832,0.01004092302173376,0.0,28,0.2857142857142857
