,epoch,decoder,sindy_x,reg,sindy_z
0,1.0,7.917091369628906,0.02273212932050228,0.0006901746382936835,0.0
1,51.0,0.3719997704029083,0.016097484156489372,0.00038103084079921246,0.0
2,101.0,0.33500510454177856,0.009585405699908733,0.00042748748091980815,0.0
3,151.0,0.23629222810268402,0.0056032463908195496,0.00042119904537685215,0.0
4,201.0,0.19379989802837372,0.01529639307409525,0.0004093324823770672,0.0
5,251.0,0.13106295466423035,0.006634320132434368,0.00028491063858382404,0.0
6,301.0,0.16136758029460907,0.004835681989789009,0.00029020238434895873,0.0
7,351.0,0.10979390144348145,0.00460759038105607,0.00029018131317570806,0.0
8,401.0,0.08038787543773651,0.0038516847416758537,0.00028545912937261164,0.0
9,451.0,0.08160462230443954,0.004151847213506699,0.0002846168354153633,0.0
10,501.0,0.09105516970157623,0.004324046894907951,0.00028620014199987054,0.0
11,551.0,0.08573328703641891,0.004068168345838785,0.00028758379630744457,0.0
12,601.0,0.09829334169626236,0.004293058533221483,0.00028843682957813144,0.0
13,651.0,0.06873816251754761,0.0038690371438860893,0.0002864419075194746,0.0
14,701.0,0.06635086238384247,0.0039246566593647,0.0002826789568644017,0.0
15,751.0,0.08224710077047348,0.0035862175282090902,0.00028176812338642776,0.0
16,801.0,0.06383683532476425,0.0034063486382365227,0.0002813407336361706,0.0
17,851.0,0.08689028769731522,0.003284723497927189,0.0002817261847667396,0.0
18,901.0,0.07365541160106659,0.003227544715628028,0.00028291880153119564,0.0
19,951.0,0.07948813587427139,0.0032009161077439785,0.00028474166174419224,0.0
20,1001.0,0.0658821165561676,0.003167271614074707,0.00028453205595724285,0.0
21,1051.0,0.07430446892976761,0.003125998890027404,0.00028485545772127807,0.0
22,1101.0,0.07080405205488205,0.002993537811562419,0.0002872863842640072,0.0
23,1151.0,0.05973953381180763,0.003084510797634721,0.000289704417809844,0.0
24,1201.0,0.060545992106199265,0.003189945826306939,0.0002923363063018769,0.0
25,1251.0,0.06757330149412155,0.0031775773968547583,0.00029606700991280377,0.0
26,1301.0,0.06684393435716629,0.0031086839735507965,0.0002992402878589928,0.0
27,1351.0,0.06569419056177139,0.003313995199277997,0.00029986657318659127,0.0
28,1401.0,0.06730225682258606,0.003173012984916568,0.0003022332093678415,0.0
