,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,epoch_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_avg,sindy_x_avg,reg_avg,active_coeffs_avg,sindy_z_avg
21,481.0,0.036443475633859634,0.001664516399614513,8.661367246531881e-06,0.0,60.0,481.0,0.02053886093199253,0.001364762312732637,8.386396075366065e-06,0.0,60.0,0.028491168282926083,0.001514639356173575,8.523881660948973e-06,60.0,0.0
22,501.0,0.036380838602781296,0.0016561783850193024,8.647656613902654e-06,0.0,60.0,501.0,0.021171120926737785,0.0013356951531022787,8.334977792401332e-06,0.0,60.0,0.02877597976475954,0.0014959367690607905,8.491317203151993e-06,60.0,0.0
23,521.0,0.03309151530265808,0.0016622042749077082,8.632115168438759e-06,0.0,60.0,521.0,0.01876300387084484,0.0013386234641075134,8.283092029159889e-06,0.0,60.0,0.02592725958675146,0.0015004138695076108,8.457603598799324e-06,60.0,0.0
24,541.0,0.0325690396130085,0.0016440559411421418,8.62031174619915e-06,0.0,60.0,541.0,0.01964457333087921,0.0013141827657818794,8.231741958297789e-06,0.0,60.0,0.026106806471943855,0.0014791193534620106,8.42602685224847e-06,60.0,0.0
25,561.0,0.029170110821723938,0.0016473247669637203,8.612744750280399e-06,0.0,60.0,561.0,0.017701515927910805,0.0013169008307158947,8.18683565739775e-06,0.0,60.0,0.02343581337481737,0.0014821127988398075,8.399790203839075e-06,60.0,0.0
26,581.0,0.027948647737503052,0.0016163402469828725,8.614529178885277e-06,0.0,60.0,581.0,0.018602978438138962,0.0012935549020767212,8.142730621329974e-06,0.0,60.0,0.023275813087821007,0.0014549475745297968,8.378629900107626e-06,60.0,0.0
27,601.0,0.0251828134059906,0.0016124423127621412,8.604586582805496e-06,0.0,60.0,601.0,0.016978051513433456,0.0012940280139446259,8.102903848339338e-06,0.0,60.0,0.02108043245971203,0.0014532351633533835,8.353745215572417e-06,60.0,0.0
28,621.0,0.02369719184935093,0.0015764919808134437,8.588259333919268e-06,0.0,60.0,621.0,0.01782779023051262,0.0012730361195281148,8.072564014582895e-06,0.0,60.0,0.020762491039931774,0.0014247640501707792,8.330411674251081e-06,60.0,0.0
29,641.0,0.021885637193918228,0.0015636764001101255,8.574217645218596e-06,0.0,60.0,641.0,0.01650715060532093,0.0012713352916762233,8.04459887149278e-06,0.0,60.0,0.01919639389961958,0.0014175058458931744,8.309408258355688e-06,60.0,0.0
30,661.0,0.021133502945303917,0.001535566640086472,8.567954864702187e-06,0.0,60.0,661.0,0.017230235040187836,0.0012529456289485097,8.021758731047157e-06,0.0,60.0,0.019181868992745876,0.0013942561345174909,8.294856797874672e-06,60.0,0.0
31,681.0,0.01922384649515152,0.0015157964080572128,8.564499694330152e-06,0.0,60.0,681.0,0.01606248877942562,0.001250403351150453,8.007121323316824e-06,0.0,60.0,0.01764316763728857,0.001383099879603833,8.285810508823488e-06,60.0,0.0
32,701.0,0.01697559468448162,0.001483751693740487,8.563427400076762e-06,0.0,60.0,701.0,0.01673830859363079,0.0012348094023764133,7.995477062650025e-06,0.0,60.0,0.016856951639056206,0.0013592805480584502,8.279452231363393e-06,60.0,0.0
33,721.0,0.018811803311109543,0.001464942004531622,8.561505637771916e-06,0.0,60.0,721.0,0.01564885303378105,0.0012315904023125768,7.986965101736132e-06,0.0,60.0,0.017230328172445297,0.0013482662034220994,8.274235369754024e-06,60.0,0.0
34,741.0,0.015239331871271133,0.0014339619083330035,8.55601865623612e-06,0.0,60.0,741.0,0.01634247601032257,0.001218641409650445,7.977512723300606e-06,0.0,60.0,0.015790903940796852,0.0013263016589917243,8.266765689768363e-06,60.0,0.0
35,761.0,0.017592262476682663,0.0014184036990627646,8.546811841370072e-06,0.0,60.0,761.0,0.015335982665419579,0.0012140680337324739,7.96607491793111e-06,0.0,60.0,0.01646412257105112,0.0013162358663976192,8.256443379650591e-06,60.0,0.0
36,781.0,0.014302457682788372,0.001389293116517365,8.535269444109872e-06,0.0,60.0,781.0,0.01596582494676113,0.001203356427140534,7.950528924993705e-06,0.0,60.0,0.015134141314774752,0.0012963247718289495,8.242899184551788e-06,60.0,0.0
37,801.0,0.01720472052693367,0.0013774997787550092,8.522635653207544e-06,0.0,60.0,801.0,0.015101984143257141,0.001197058823890984,7.932840162538923e-06,0.0,60.0,0.016153352335095406,0.0012872793013229966,8.227737907873234e-06,60.0,0.0
38,821.0,0.013815684244036674,0.001354970852844417,8.512331987731159e-06,0.0,60.0,821.0,0.015686815604567528,0.0011890309397131205,7.913584340712987e-06,0.0,60.0,0.014751249924302101,0.0012720008962787688,8.212958164222073e-06,60.0,0.0
39,841.0,0.01638852432370186,0.0013396673602983356,8.505601726938039e-06,0.0,60.0,841.0,0.014971909113228321,0.0011807371629402041,7.890991582826246e-06,0.0,60.0,0.01568021671846509,0.0012602022616192698,8.198296654882142e-06,60.0,0.0
40,861.0,0.01453634537756443,0.0013196386862546206,8.501553566020448e-06,0.0,60.0,861.0,0.015402198769152164,0.0011707418598234653,7.8647544796695e-06,0.0,58.0,0.014969272073358297,0.001245190273039043,8.183154022844974e-06,59.0,0.0
41,881.0,0.016825011000037193,0.0013238945975899696,8.499111572746187e-06,0.0,59.0,881.0,0.014781196601688862,0.0011600529542192817,7.83909945312189e-06,0.0,54.0,0.015803103800863028,0.0012419737759046257,8.169105512934038e-06,56.5,0.0
42,901.0,0.013797790743410587,0.0013052489375695586,8.498201168549713e-06,0.0,59.0,901.0,0.015109927393496037,0.001150025986135006,7.818132871761918e-06,0.0,51.0,0.014453859068453312,0.0012276374618522823,8.158167020155815e-06,55.0,0.0
43,921.0,0.017169056460261345,0.0013159421505406499,8.498200259055011e-06,0.0,59.0,921.0,0.014614746905863285,0.0011420744704082608,7.79976380727021e-06,0.0,50.0,0.015891901683062315,0.0012290083104744554,8.14898203316261e-06,54.5,0.0
44,941.0,0.014944811351597309,0.0012734996853396297,8.49858952278737e-06,0.0,59.0,941.0,0.01484101265668869,0.0011381717631593347,7.77665354689816e-06,0.0,49.0,0.014892912004143,0.0012058357242494822,8.137621534842765e-06,54.0,0.0
45,961.0,0.016785921528935432,0.0012998268939554691,8.498683200741652e-06,0.0,59.0,961.0,0.014418011531233788,0.0011289083631709218,7.758183528494556e-06,0.0,48.0,0.01560196653008461,0.0012143676285631955,8.128433364618104e-06,53.5,0.0
46,981.0,0.014215177856385708,0.0012522103497758508,8.499652722093742e-06,0.0,59.0,981.0,0.01458076573908329,0.001128906151279807,7.741454282950144e-06,0.0,48.0,0.014397971797734499,0.001190558250527829,8.120553502521943e-06,53.5,0.0
47,1001.0,0.01577174849808216,0.001275938469916582,8.500476724293549e-06,0.0,58.0,1001.0,0.014241847209632397,0.001118332496844232,7.733102393103763e-06,0.0,48.0,0.015006797853857279,0.001197135483380407,8.116789558698656e-06,53.0,0.0
48,1021.0,0.013494116254150867,0.0012310954043641686,8.503276148985606e-06,0.0,56.0,1021.0,0.014342953450977802,0.0011204264592379332,7.738156455161516e-06,0.0,47.0,0.013918534852564335,0.001175760931801051,8.12071630207356e-06,51.5,0.0
49,1041.0,0.015073579736053944,0.0012513315305113792,8.509170584147796e-06,0.0,56.0,1041.0,0.014116288162767887,0.0011064057471230626,7.743301466689445e-06,0.0,45.0,0.014594933949410915,0.001178868638817221,8.12623602541862e-06,50.5,0.0
50,1061.0,0.01344622764736414,0.0012262604432180524,8.517085007042624e-06,0.0,55.0,1061.0,0.014135416597127914,0.0011099561816081405,7.750646545900963e-06,0.0,45.0,0.013790822122246027,0.0011681083124130964,8.133865776471794e-06,50.0,0.0
51,1081.0,0.014673893339931965,0.001230294001288712,8.518209142494015e-06,0.0,54.0,1081.0,0.014020979404449463,0.0010971690062433481,7.762759196339175e-06,0.0,44.0,0.014347436372190714,0.00116373150376603,8.140484169416595e-06,49.0,0.0
52,1101.0,0.014093348756432533,0.001195211661979556,8.518745744368061e-06,0.0,53.0,1101.0,0.013963345438241959,0.0011001724051311612,7.779631232551765e-06,0.0,44.0,0.014028347097337246,0.0011476920335553586,8.149188488459913e-06,48.5,0.0
53,1121.0,0.015646308660507202,0.0012447929475456476,8.523295946361031e-06,0.0,52.0,1121.0,0.013956251554191113,0.001087616547010839,7.796779755153693e-06,0.0,44.0,0.014801280107349157,0.0011662047472782433,8.160037850757362e-06,48.0,0.0
54,1141.0,0.013740084134042263,0.0011718278983607888,8.530400918971281e-06,0.0,51.0,1141.0,0.013835671357810497,0.0010895917657762766,7.8163284342736e-06,0.0,44.0,0.01378787774592638,0.0011307098320685327,8.173364676622441e-06,47.5,0.0
55,1161.0,0.014376753941178322,0.0011884532868862152,8.54691825225018e-06,0.0,50.0,1161.0,0.013782564550638199,0.0010747455526143312,7.833772542653605e-06,0.0,43.0,0.01407965924590826,0.0011315994197502732,8.190345397451892e-06,46.5,0.0
56,1181.0,0.013729303143918514,0.0011514578945934772,8.568397788621951e-06,0.0,50.0,1181.0,0.013600819744169712,0.0010771858505904675,7.854147952457424e-06,0.0,43.0,0.013665061444044113,0.0011143218725919724,8.211272870539688e-06,46.5,0.0
57,1201.0,0.014311564154922962,0.0011667815269902349,8.5917126853019e-06,0.0,50.0,1201.0,0.013749971985816956,0.0010637695668265224,7.880691555328667e-06,0.0,43.0,0.014030768070369959,0.0011152755469083786,8.236202120315284e-06,46.5,0.0
58,1221.0,0.014309562742710114,0.0011911134934052825,8.61029366205912e-06,0.0,50.0,1221.0,0.01347882580012083,0.0010656799422577024,7.913246918178629e-06,0.0,43.0,0.013894194271415472,0.0011283967178314924,8.261770290118875e-06,46.5,0.0
59,1241.0,0.014840650372207165,0.0011575904209166765,8.6309564721887e-06,0.0,50.0,1241.0,0.01339936163276434,0.0010530146537348628,7.944340723042842e-06,0.0,42.0,0.014120006002485752,0.0011053025373257697,8.287648597615771e-06,46.0,0.0
60,1261.0,0.015042886137962341,0.001208379864692688,8.65237416292075e-06,0.0,49.0,1261.0,0.013234536163508892,0.0010537713533267379,7.974584150360897e-06,0.0,42.0,0.014138711150735617,0.001131075609009713,8.313479156640824e-06,45.5,0.0
61,1281.0,0.017213033512234688,0.001203656429424882,8.675828212290071e-06,0.0,49.0,1281.0,0.013461870141327381,0.0010392683325335383,8.007354153960478e-06,0.0,41.0,0.015337451826781034,0.0011214623809792101,8.341591183125274e-06,45.0,0.0
62,1301.0,0.0176275372505188,0.0012049792567268014,8.695494216226507e-06,0.0,48.0,1301.0,0.013064838945865631,0.0010387774091213942,8.036859071580693e-06,0.0,41.0,0.015346188098192215,0.0011218783329240978,8.3661766439036e-06,44.5,0.0
63,1321.0,0.017391761764883995,0.0011067587183788419,8.711324881005567e-06,0.0,48.0,1321.0,0.013275038450956345,0.0010212631896138191,8.065720976446755e-06,0.0,39.0,0.01533340010792017,0.0010640109539963305,8.388522928726161e-06,43.5,0.0
64,1341.0,0.016491303220391273,0.0011746936943382025,8.727793101570569e-06,0.0,48.0,1341.0,0.01286859530955553,0.001020020921714604,8.088100912573282e-06,0.0,38.0,0.014679949264973402,0.0010973573080264032,8.407947007071925e-06,43.0,0.0
65,1361.0,0.016747016459703445,0.0010876193409785628,8.745757440919988e-06,0.0,47.0,1361.0,0.013091868720948696,0.0010045713279396296,8.121608516376e-06,0.0,38.0,0.01491944259032607,0.0010460953344590962,8.433682978647994e-06,42.5,0.0
66,1381.0,0.016805727034807205,0.0011686660582199693,8.760272066865582e-06,0.0,47.0,1381.0,0.012659993954002857,0.001003771903924644,8.15671228338033e-06,0.0,38.0,0.014732860494405031,0.0010862189810723066,8.458492175122956e-06,42.5,0.0
67,1401.0,0.01602928899228573,0.0010744649916887283,8.774180059845094e-06,0.0,46.0,1401.0,0.012983143329620361,0.0009883318562060595,8.195162990887184e-06,0.0,38.0,0.014506216160953045,0.001031398423947394,8.484671525366139e-06,42.0,0.0
68,1421.0,0.01720838062465191,0.0011635711416602135,8.788118066149764e-06,0.0,46.0,1421.0,0.012503429315984249,0.00098676816560328,8.235655513999518e-06,0.0,37.0,0.014855904970318079,0.0010751696536317468,8.511886790074641e-06,41.5,0.0
69,1441.0,0.015500050969421864,0.0010624959832057357,8.801076546660624e-06,0.0,46.0,1441.0,0.012588698416948318,0.0009720937232486904,8.279154826595914e-06,0.0,37.0,0.014044374693185091,0.001017294853227213,8.540115686628269e-06,41.5,0.0
70,1461.0,0.017408587038517,0.0011560486163944006,8.81078540260205e-06,0.0,45.0,1461.0,0.012179500423371792,0.0009709213045425713,8.323205292981584e-06,0.0,36.0,0.014794043730944395,0.001063484960468486,8.566995347791817e-06,40.5,0.0
71,1481.0,0.015238557010889053,0.0010514853056520224,8.817933121463284e-06,0.0,45.0,1481.0,0.012476933188736439,0.0009565951186232269,8.368607268494088e-06,0.0,36.0,0.013857745099812746,0.0010040402121376246,8.593270194978686e-06,40.5,0.0
72,1501.0,0.017327189445495605,0.0011417919304221869,8.82773474586429e-06,0.0,45.0,1501.0,0.011926642619073391,0.000955397670622915,8.414595868089236e-06,0.0,36.0,0.014626916032284498,0.001048594800522551,8.621165306976764e-06,40.5,0.0
73,1521.0,0.015088912099599838,0.0010392616968601942,8.838341273076367e-06,0.0,45.0,1521.0,0.01221048180013895,0.0009429771453142166,8.461441211693455e-06,0.0,36.0,0.013649696949869394,0.0009911194210872054,8.64989124238491e-06,40.5,0.0
74,1541.0,0.017018212005496025,0.001127699390053749,8.846071068546735e-06,0.0,45.0,1541.0,0.011703573167324066,0.00093986582942307,8.509120561939199e-06,0.0,36.0,0.014360892586410046,0.0010337826097384095,8.677595815242967e-06,40.5,0.0
75,1561.0,0.014935641549527645,0.0010285833850502968,8.858683941070922e-06,0.0,45.0,1561.0,0.011943683959543705,0.0009294173796661198,8.560562491766177e-06,0.0,36.0,0.013439662754535675,0.0009790003823582083,8.70962321641855e-06,40.5,0.0
76,1581.0,0.016608763486146927,0.0011140337446704507,8.869790690368973e-06,0.0,45.0,1581.0,0.011324718594551086,0.0009253887692466378,8.608538337284699e-06,0.0,36.0,0.013966741040349007,0.0010197112569585443,8.739164513826836e-06,40.5,0.0
77,1601.0,0.015047251246869564,0.0010184657294303179,8.883102964318823e-06,0.0,45.0,1601.0,0.011570114642381668,0.0009183013462461531,8.65112178871641e-06,0.0,36.0,0.013308682944625616,0.0009683835378382355,8.767112376517616e-06,40.5,0.0
78,1621.0,0.015883687883615494,0.0010882923379540443,8.893721314962022e-06,0.0,44.0,1621.0,0.010870453901588917,0.0009132866398431361,8.688283742230851e-06,0.0,36.0,0.013377070892602205,0.0010007894888985902,8.791002528596437e-06,40.0,0.0
79,1641.0,0.014039809815585613,0.0010057230247184634,8.908436939236708e-06,0.0,44.0,1641.0,0.011071394197642803,0.0009089998202398419,8.717202035768423e-06,0.0,36.0,0.012555602006614208,0.0009573614224791527,8.812819487502566e-06,40.0,0.0
80,1661.0,0.012975504621863365,0.0010151760652661324,8.923837413021829e-06,0.0,44.0,1661.0,0.010308117605745792,0.000902660540305078,8.738790711504407e-06,0.0,36.0,0.011641811113804579,0.0009589183027856052,8.831314062263118e-06,40.0,0.0
81,1681.0,0.012762579135596752,0.000994186382740736,8.939921826822683e-06,0.0,44.0,1681.0,0.0104468809440732,0.0008997292025014758,8.754129339649808e-06,0.0,35.0,0.011604730039834976,0.0009469577926211059,8.847025583236245e-06,39.5,0.0
82,1701.0,0.013449915684759617,0.0010209244210273027,8.957003956311382e-06,0.0,43.0,1701.0,0.009603404439985752,0.0008944805595092475,8.767165127210319e-06,0.0,35.0,0.011526660062372684,0.0009577024902682751,8.86208454176085e-06,39.0,0.0
83,1721.0,0.012500647455453873,0.0009825204033404589,8.969661394075956e-06,0.0,43.0,1721.0,0.009817794896662235,0.0008966292371042073,8.786810212768614e-06,0.0,35.0,0.011159221176058054,0.0009395748202223331,8.878235803422285e-06,39.0,0.0
84,1741.0,0.013472103513777256,0.0010054021840915084,8.988404260890093e-06,0.0,43.0,1741.0,0.008976402692496777,0.0008898475207388401,8.807504855212756e-06,0.0,35.0,0.011224253103137016,0.0009476248524151742,8.897954558051424e-06,39.0,0.0
85,1761.0,0.012321154586970806,0.0009736447245813906,9.003353625303134e-06,0.0,43.0,1761.0,0.009081489406526089,0.0008951188647188246,8.827337296679616e-06,0.0,35.0,0.010701321996748447,0.0009343817946501076,8.915345460991375e-06,39.0,0.0
86,1781.0,0.013443409465253353,0.0009910768130794168,9.020487595989835e-06,0.0,43.0,1781.0,0.008607889525592327,0.0008853856706991792,8.846216587699018e-06,0.0,35.0,0.01102564949542284,0.000938231241889298,8.933352091844426e-06,39.0,0.0
87,1801.0,0.012197289615869522,0.0009635401656851172,9.034468348545488e-06,0.0,43.0,1801.0,0.008556571789085865,0.0008884623530320823,8.857315151544753e-06,0.0,35.0,0.010376930702477694,0.0009260012593585998,8.94589175004512e-06,39.0,0.0
88,1821.0,0.013200768269598484,0.0009747124277055264,9.054026122612413e-06,0.0,42.0,1821.0,0.008516664616763592,0.0008797977352514863,8.867086762620602e-06,0.0,35.0,0.010858716443181038,0.0009272550814785063,8.960556442616507e-06,38.5,0.0
89,1841.0,0.012084690853953362,0.0009541507461108267,9.069711268239189e-06,0.0,42.0,1841.0,0.007968620397150517,0.0008832428720779717,8.87046098796418e-06,0.0,35.0,0.010026655625551939,0.0009186968090943992,8.970086128101684e-06,38.5,0.0
90,1861.0,0.013053802773356438,0.0009605988161638379,9.088394108403008e-06,0.0,42.0,1861.0,0.007668626494705677,0.0008692455012351274,8.87570877239341e-06,0.0,35.0,0.010361214634031057,0.0009149221586994827,8.982051440398209e-06,38.5,0.0
91,1881.0,0.011957111768424511,0.0009465374751016498,9.102006515604444e-06,0.0,42.0,1881.0,0.007033706642687321,0.0008812100859358907,8.87858732312452e-06,0.0,34.0,0.009495409205555916,0.0009138737805187702,8.990296919364482e-06,38.0,0.0
92,1901.0,0.01295190304517746,0.0009480208973400295,9.119105925492477e-06,0.0,42.0,1901.0,0.00669467356055975,0.0008542785653844476,8.883966984285507e-06,0.0,34.0,0.009823288302868605,0.0009011497313622385,9.001536454888992e-06,38.0,0.0
93,1921.0,0.011833270080387592,0.0009372617350891232,9.134319952863734e-06,0.0,42.0,1921.0,0.006585454102605581,0.0008675787830725312,8.8864253484644e-06,0.0,34.0,0.009209362091496587,0.0009024202590808272,9.010372650664067e-06,38.0,0.0
94,1941.0,0.012757561169564724,0.0009352759807370603,9.1529236669885e-06,0.0,42.0,1941.0,0.00625602388754487,0.00084570178296417,8.892347977962345e-06,0.0,34.0,0.009506792528554797,0.0008904888818506151,9.022635822475422e-06,38.0,0.0
95,1961.0,0.011724037118256092,0.0009303762344643474,9.166853487840854e-06,0.0,42.0,1961.0,0.006272670812904835,0.0008559387060813606,8.896676263248082e-06,0.0,34.0,0.008998353965580463,0.000893157470272854,9.031764875544468e-06,38.0,0.0
96,1981.0,0.012639757245779037,0.0009233078453689814,9.18414480111096e-06,0.0,42.0,1981.0,0.005980141926556826,0.0008307637763209641,8.903597517928574e-06,0.0,34.0,0.009309949586167932,0.0008770358108449727,9.043871159519767e-06,38.0,0.0
97,2001.0,0.011598081327974796,0.0009227525442838669,9.195702659781091e-06,0.0,42.0,2001.0,0.006078834179788828,0.0008473974885419011,8.908239578886423e-06,0.0,34.0,0.008838457753881812,0.000885075016412884,9.051971119333757e-06,38.0,0.0
98,2021.0,0.012465890496969223,0.0009117936133407056,9.211713404511102e-06,0.0,42.0,2021.0,0.005737754516303539,0.000819825625512749,8.91807212610729e-06,0.0,34.0,0.009101822506636381,0.0008658096194267273,9.064892765309196e-06,38.0,0.0
99,2041.0,0.011502500623464584,0.0009153031278401613,9.221555046678986e-06,0.0,42.0,2041.0,0.005922320764511824,0.0008426413987763226,8.92657772055827e-06,0.0,34.0,0.008712410693988204,0.000878972263308242,9.074066383618629e-06,38.0,0.0
100,2061.0,0.01232899446040392,0.0009043232421390712,9.234355275111739e-06,0.0,41.0,2061.0,0.006091578863561153,0.000818687432911247,8.938320206652861e-06,0.0,34.0,0.009210286661982536,0.0008615053375251591,9.0863377408823e-06,37.5,0.0
101,2081.0,0.011380154639482498,0.0009049733052961528,9.239602150046267e-06,0.0,41.0,2081.0,0.008800778537988663,0.0008176686242222786,8.945515219238587e-06,0.0,34.0,0.01009046658873558,0.0008613209647592157,9.092558684642427e-06,37.5,0.0
102,2101.0,0.012114944867789745,0.0008893579943105578,9.251539268007036e-06,0.0,41.0,2101.0,0.007542622275650501,0.000827503390610218,8.95329412742285e-06,0.0,34.0,0.009828783571720123,0.0008584306924603879,9.102416697714943e-06,37.5,0.0
103,2121.0,0.011260060593485832,0.0008985639433376491,9.258841600967571e-06,0.0,41.0,2121.0,0.007248556707054377,0.0008098823600448668,8.96053734322777e-06,0.0,34.0,0.009254308650270104,0.000854223151691258,9.10968947209767e-06,37.5,0.0
104,2141.0,0.011993270367383957,0.0008822321542538702,9.268050234823022e-06,0.0,41.0,2141.0,0.006448070053011179,0.0008076708763837814,8.972436262411065e-06,0.0,33.0,0.009220670210197568,0.0008449515153188258,9.120243248617044e-06,37.0,0.0
105,2161.0,0.01117024663835764,0.0008909335010685027,9.273567229683977e-06,0.0,41.0,2161.0,0.0065674250945448875,0.0008163370075635612,8.98705366125796e-06,0.0,33.0,0.008868835866451263,0.0008536352543160319,9.130310445470968e-06,37.0,0.0
106,2181.0,0.011778745800256729,0.0008765547536313534,9.28340796235716e-06,0.0,41.0,2181.0,0.005679089110344648,0.0007990527665242553,9.002119440992828e-06,0.0,33.0,0.008728917455300689,0.0008378037600778043,9.142763701674994e-06,37.0,0.0
107,2201.0,0.011001095175743103,0.0008788249688223004,9.292295544582885e-06,0.0,41.0,2201.0,0.005957856308668852,0.0008147127227857709,9.010141184262466e-06,0.0,33.0,0.008479475742205977,0.0008467688458040357,9.151218364422675e-06,37.0,0.0
108,2221.0,0.011584404855966568,0.0008755943854339421,9.302973012381699e-06,0.0,41.0,2221.0,0.005433148704469204,0.00078913988545537,9.022214726428501e-06,0.0,33.0,0.008508776780217886,0.000832367135444656,9.1625938694051e-06,37.0,0.0
109,2241.0,0.011107307858765125,0.0008639650186523795,9.30852911551483e-06,0.0,40.0,2241.0,0.005483243148773909,0.0008108233450911939,9.030036380863748e-06,0.0,33.0,0.008295275503769517,0.0008373941818717867,9.169282748189289e-06,36.5,0.0
