,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5
20,1000,3.9604790799785405e-05,1.1597240700211842e-05,2.132562622136902e-05,6.681922968709841e-06,0.0,35,0.1428571428571428,3.497111174510792e-05,9.643616976973137e-06,1.9555836843210272e-05,5.771658834419213e-06,0.0,38,0.0,6.307612784439698e-05,1.845742553996388e-05,3.859816933982074e-05,6.020533419359708e-06,0.0,29,0.1428571428571428,2.3541899281553924e-05,8.084536602837034e-06,1.0123862011823803e-05,5.333501576387789e-06,0.0,32,0.1428571428571428,2.5460964025114663e-05,6.272648079175269e-06,1.2127537047490478e-05,7.060778443701565e-06,0.0,32,0.1428571428571428,1.742397762427572e-05,4.245296622684691e-06,7.672676474612672e-06,5.506004526978359e-06,0.0,36,0.0
21,1050,4.168981467955746e-05,1.217112730955705e-05,2.2871920009492896e-05,6.64676690576016e-06,0.0,34,0.1428571428571428,3.3343145332764834e-05,9.027353371493518e-06,1.8564956917543896e-05,5.750834588980069e-06,0.0,38,0.0,6.152234709588811e-05,1.8053468011203225e-05,3.745082358364016e-05,6.018055046297377e-06,0.0,29,0.1428571428571428,1.960444024007301e-05,4.9556101657799445e-06,9.338860763818955e-06,5.3099688557267655e-06,0.0,32,0.1428571428571428,2.7524261895450763e-05,8.1957869042526e-06,1.232500926562352e-05,7.003465270827292e-06,0.0,31,0.1428571428571428,1.7914286218001507e-05,4.905853984382702e-06,7.571369224024238e-06,5.437063009594567e-06,0.0,36,0.0
22,1100,3.848753112833947e-05,1.0888225006056018e-05,2.0996503735659644e-05,6.602801022381755e-06,0.0,34,0.1428571428571428,3.252333408454433e-05,9.072419743461069e-06,1.7707056031213142e-05,5.743857855122769e-06,0.0,38,0.0,5.884163692826405e-05,1.764992885000538e-05,3.5184231819584966e-05,6.007475803926354e-06,0.0,29,0.1428571428571428,1.9711185814230703e-05,5.3640205806004815e-06,9.062193385034334e-06,5.2849713938485365e-06,0.0,32,0.1428571428571428,2.437908369756769e-05,5.69611938772141e-06,1.1749271834560204e-05,6.93369247528608e-06,0.0,31,0.1428571428571428,2.1083067622384988e-05,5.614952442556387e-06,1.0276093235006556e-05,5.192021035327343e-06,0.0,34,0.0
23,1150,3.620190545916557e-05,1.0524315257498529e-05,1.911723484226968e-05,6.560357633134117e-06,0.0,34,0.1428571428571428,3.253735485486686e-05,9.707279787107836e-06,1.710651849862188e-05,5.723556114389794e-06,0.0,37,0.0,5.594544199993834e-05,1.6651805708534084e-05,3.330369872855954e-05,5.989938017592067e-06,0.0,29,0.1428571428571428,2.0374780433485284e-05,6.275533905863995e-06,8.841011549520772e-06,5.258234523353167e-06,0.0,32,0.1428571428571428,2.476569716236554e-05,6.579396995221032e-06,1.1310538866382558e-05,6.875761755509302e-06,0.0,30,0.1428571428571428,1.79602975549642e-05,4.408169388625538e-06,8.441023055638652e-06,5.111106020194711e-06,0.0,34,0.0
24,1200,3.571850902517326e-05,1.0355620361224284e-05,1.8845556041924283e-05,6.517333986266749e-06,0.0,34,0.1428571428571428,3.015862967004068e-05,8.291751328215469e-06,1.613181120774243e-05,5.73506576984073e-06,0.0,37,0.0,5.3693751397076994e-05,1.58764287334634e-05,3.184517117915675e-05,5.9721478464780375e-06,0.0,29,0.1428571428571428,1.8816153897205368e-05,4.967553195456276e-06,8.618476385890972e-06,5.230123861110769e-06,0.0,32,0.1428571428571428,2.4037295588641427e-05,6.23166579316603e-06,1.09957391032367e-05,6.809890692238696e-06,0.0,30,0.1428571428571428,1.6861089534359053e-05,3.969827957917005e-06,7.871166417317e-06,5.0200960686197504e-06,0.0,34,0.0
25,1250,3.4993194276466966e-05,1.0628266863932367e-05,1.7898884834721684e-05,6.466040304076159e-06,0.0,33,0.1428571428571428,2.9885834010201503e-05,8.879625056579243e-06,1.527563108538743e-05,5.730578322982183e-06,0.0,37,0.0,5.197454083827324e-05,1.5246801012835933e-05,3.077759174630046e-05,5.95014716964215e-06,0.0,28,0.1428571428571428,1.7900214515975676e-05,4.334590812504757e-06,8.364854693354573e-06,5.200768555368995e-06,0.0,32,0.1428571428571428,2.2657986846752465e-05,5.239834081294248e-06,1.067055927705951e-05,6.747594852640759e-06,0.0,30,0.1428571428571428,1.620216789888218e-05,3.727199555214611e-06,7.522185569541762e-06,4.952783001499483e-06,0.0,34,0.0
26,1300,3.4616434277268127e-05,1.0349768672313076e-05,1.7850703443400562e-05,6.41596261630184e-06,0.0,33,0.2857142857142857,2.950531052192673e-05,8.540377166355029e-06,1.5233013073157052e-05,5.731919827667298e-06,0.0,36,0.0,5.224882988841273e-05,1.5573843484162353e-05,3.0743722163606435e-05,5.931263331149239e-06,0.0,28,0.1428571428571428,1.745752706483472e-05,4.158224328421056e-06,8.127813998726197e-06,5.171489192434819e-06,0.0,32,0.1428571428571428,2.282225977978669e-05,5.488259830599418e-06,1.0649625437508805e-05,6.68437451167847e-06,0.0,30,0.1428571428571428,1.5693694876972586e-05,3.5170673982065637e-06,7.304402970476076e-06,4.872224963037297e-06,0.0,32,0.0
27,1350,3.439671127125621e-05,1.0613589438435156e-05,1.7421025404473767e-05,6.3620977925893385e-06,0.0,33,0.2857142857142857,2.866683826141525e-05,8.563528353988659e-06,1.4399696738109924e-05,5.703613624064019e-06,0.0,36,0.0,5.017465082346462e-05,1.5072674614202697e-05,2.9186703613959253e-05,5.915274869039422e-06,0.0,28,0.1428571428571428,1.73609205376124e-05,4.258291028236272e-06,7.961490155139472e-06,5.141138899489306e-06,0.0,32,0.1428571428571428,2.2292933863354847e-05,5.2479585974651854e-06,1.0424232641526032e-05,6.620742624363629e-06,0.0,30,0.1428571428571428,1.5422854630742222e-05,3.5383502563490765e-06,7.081707281031413e-06,4.802797775482759e-06,0.0,29,0.14285714285714285
28,1400,3.361279232194647e-05,1.0657625352905598e-05,1.665009585849475e-05,6.305071565293474e-06,0.0,33,0.2857142857142857,2.705551742110401e-05,7.639696377736982e-06,1.3752770428254736e-05,5.663051069859648e-06,0.0,36,0.0,4.875357262790203e-05,1.4064828974369448e-05,2.879179555748124e-05,5.896950824535452e-06,0.0,28,0.1428571428571428,1.7583410226507112e-05,4.6448735702142585e-06,7.828575689927675e-06,5.109960511617828e-06,0.0,32,0.1428571428571428,4.880705091636628e-05,1.4199399629433174e-05,2.869599120458588e-05,5.911661901336629e-06,0.0,29,0.1428571428571428,1.4786239262321033e-05,3.1490003493672702e-06,6.902778750372818e-06,4.7344606173282955e-06,0.0,29,0.2857142857142857
29,1450,3.385118907317519e-05,1.1463368537079076e-05,1.6115645848913118e-05,6.272171958698891e-06,0.0,32,0.2857142857142857,2.593234967207536e-05,7.232434199977433e-06,1.3078066331217997e-05,5.621847776637878e-06,0.0,36,0.0,4.775063644046895e-05,1.3627496628032532e-05,2.825964293151628e-05,5.863496426172787e-06,0.0,27,0.1428571428571428,1.7215612388099544e-05,4.506398454395821e-06,7.63134903536411e-06,5.077865807834314e-06,0.0,32,0.1428571428571428,4.0175302274292335e-05,1.1279414138698485e-05,2.323176158824936e-05,5.664125637849793e-06,0.0,26,0.1428571428571428,1.4504003047477454e-05,3.1121148822421674e-06,6.686697815894149e-06,4.705190349341137e-06,0.0,28,0.2857142857142857
30,1500,3.219350037397817e-05,1.130936016124906e-05,1.4665621165477203e-05,6.218518592504552e-06,0.0,32,0.2857142857142857,2.650121496117208e-05,8.36344224808272e-06,1.2558553862618282e-05,5.579218850471079e-06,0.0,36,0.0,4.788065780303441e-05,1.3848431990481911e-05,2.8180756999063306e-05,5.851466994499788e-06,0.0,27,0.1428571428571428,1.665349554968998e-05,4.178363724349765e-06,7.430176992784254e-06,5.044954377808608e-06,0.0,32,0.1428571428571428,3.587240280467085e-05,1.0163548722630368e-05,2.024527748289984e-05,5.46357568964595e-06,0.0,26,0.2857142857142857,1.4120056221145205e-05,3.0153275929478696e-06,6.460501026595011e-06,4.644227374228649e-06,0.0,28,0.2857142857142857
31,1550,3.276554343756288e-05,1.204045838676393e-05,1.4582836229237728e-05,6.142249731055927e-06,0.0,32,0.2857142857142857,2.445669633743819e-05,6.824411229899852e-06,1.20988725029747e-05,5.533412604563637e-06,0.0,36,0.0,4.778561196872033e-05,1.3236482118372804e-05,2.871148899430409e-05,5.837644039274892e-06,0.0,27,0.1428571428571428,1.723356035654433e-05,4.870562406722456e-06,7.351818567258306e-06,5.01117983731092e-06,0.0,32,0.1428571428571428,3.175047459080815e-05,8.666767826071009e-06,1.777922261680942e-05,5.304483238433022e-06,0.0,26,0.2857142857142857,1.38771529236692e-05,2.9287757570273243e-06,6.361859050230123e-06,4.586518116411753e-06,0.0,28,0.2857142857142857
