,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5
39,1901,5.390176374930888e-05,1.6167634385055862e-05,2.779988244583365e-05,9.934246008924674e-06,0.0,18,0.4285714285714285,2.869141826522537e-05,4.017956598545425e-06,1.4780202036490664e-05,9.89326053968398e-06,0.0,25,0.1428571428571428,3.328101593069732e-05,1.0757983545772731e-05,1.360541227768408e-05,8.917621926229913e-06,0.0,35,0.0,6.749882595613599e-05,1.9441968106548305e-05,4.2422645492479205e-05,5.634207809634972e-06,0.0,18,0.2857142857142857,9.660505747888236e-05,3.4134613088099286e-05,5.480638719745912e-05,7.66405719332397e-06,0.0,20,0.4285714285714285,0.0001339717855444178,5.653087282553315e-05,7.30943720554933e-05,4.346542937128106e-06,0.0,18,0.2857142857142857
40,1951,5.00115093018394e-05,1.4590625141863711e-05,2.5336821636301465e-05,1.0084061614179518e-05,0.0,18,0.4285714285714285,3.0549334042007104e-05,5.592648903984809e-06,1.4902762814017478e-05,1.0053921869257463e-05,0.0,25,0.1428571428571428,3.258377910242416e-05,1.0593428669380955e-05,1.2926991075801196e-05,9.063357538252603e-06,0.0,34,0.0,6.642882362939417e-05,1.894661909318529e-05,4.173350680503063e-05,5.7486954574415e-06,0.0,18,0.2857142857142857,9.620803757570684e-05,3.2604373700451106e-05,5.579866046900861e-05,7.805007953720633e-06,0.0,20,0.4285714285714285,0.00012995247379876673,5.352530934032984e-05,7.20256139175035e-05,4.401548267196631e-06,0.0,17,0.42857142857142855
41,2001,4.729841748485342e-05,1.3945694263384212e-05,2.3153965230449103e-05,1.0198755262535997e-05,0.0,18,0.4285714285714285,2.8143051167717203e-05,3.492197720333934e-06,1.4448041838477366e-05,1.0202810699411202e-05,0.0,25,0.1428571428571428,2.7443367798696272e-05,6.2650046857015695e-06,1.1988341611868236e-05,9.190021955873816e-06,0.0,34,0.0,6.758702511433512e-05,2.0966812371625565e-05,4.075740434927866e-05,5.862808848178247e-06,0.0,18,0.2857142857142857,9.468341886531562e-05,3.018524694198277e-05,5.6568394938949496e-05,7.929771527415141e-06,0.0,20,0.4285714285714285,0.00012476583651732653,5.184521069168113e-05,6.847461190773174e-05,4.446014827408362e-06,0.0,17,0.42857142857142855
42,2051,4.426984378369525e-05,1.2811014130420515e-05,2.116464384016581e-05,1.029418399411952e-05,0.0,18,0.4285714285714285,2.8729009500239044e-05,3.5058426419709576e-06,1.4882039977237582e-05,1.0341127563151533e-05,0.0,25,0.1428571428571428,2.6934063498629257e-05,6.176559963932959e-06,1.1449337762314826e-05,9.308166227128822e-06,0.0,34,0.0,6.567504169652238e-05,1.9790755686699413e-05,3.99103228119202e-05,5.9739581956819165e-06,0.0,18,0.2857142857142857,9.389015758642928e-05,2.9658593120984733e-05,5.6190910981968045e-05,8.04065348347649e-06,0.0,20,0.4285714285714285,0.00011898714728886262,5.143131056684069e-05,6.307270814431831e-05,4.48313357992447e-06,0.0,17,0.42857142857142855
43,2101,4.271537909517065e-05,1.2837391295761336e-05,1.9501772840158083e-05,1.0376213140261823e-05,0.0,18,0.4285714285714285,2.966306055895984e-05,3.838885731966002e-06,1.535681076347828e-05,1.046736360876821e-05,0.0,25,0.1428571428571428,2.6311101464671083e-05,5.842264727107249e-06,1.1050698958570138e-05,9.418137778993696e-06,0.0,34,0.0,6.422340811695904e-05,1.8954035112983547e-05,3.9182825275929645e-05,6.0865518207720015e-06,0.0,17,0.2857142857142857,9.227426926372571e-05,2.8473432394093837e-05,5.565966057474725e-05,8.14117902336875e-06,0.0,20,0.4285714285714285,0.00011407286365283653,5.030953252571635e-05,5.924063952988945e-05,4.522694780462189e-06,0.0,16,0.42857142857142855
44,2151,4.091560185770504e-05,1.2128812159062363e-05,1.832971247495152e-05,1.0457076314196456e-05,0.0,17,0.4285714285714285,2.997691262862645e-05,3.3748315217962954e-06,1.6016745576052926e-05,1.058533598552458e-05,0.0,25,0.1428571428571428,2.575380858615972e-05,5.514749318535905e-06,1.0716985343606211e-05,9.522073924017604e-06,0.0,34,0.0,6.377921818057075e-05,1.921803595905658e-05,3.835811367025599e-05,6.203065368026728e-06,0.0,17,0.4285714285714285,9.069636871572584e-05,2.745726669672877e-05,5.500566840055399e-05,8.233428161474876e-06,0.0,20,0.4285714285714285,0.00011090747284470126,4.913888551527634e-05,5.719576802221127e-05,4.572812486003386e-06,0.0,16,0.42857142857142855
45,2201,4.136723873671144e-05,1.331688599748304e-05,1.7532949641463347e-05,1.0517404916754458e-05,0.0,17,0.4285714285714285,3.25110049743671e-05,4.671256192523288e-06,1.7144575394922867e-05,1.0695174751162996e-05,0.0,25,0.1428571428571428,2.5061995984287933e-05,5.005017555959057e-06,1.0436432603455614e-05,9.62054491537856e-06,0.0,34,0.0,6.203164957696572e-05,1.8570070096757263e-05,3.714468766702339e-05,6.316894541669171e-06,0.0,17,0.4285714285714285,8.91343443072401e-05,2.6310919565730728e-05,5.450492972158827e-05,8.318492291436996e-06,0.0,20,0.4285714285714285,0.00010929671407211572,4.891103526460938e-05,5.5766467994544655e-05,4.619213086698437e-06,0.0,16,0.42857142857142855
46,2251,3.880096483044326e-05,1.1318082215439064e-05,1.6920253983698785e-05,1.0562629540800115e-05,0.0,17,0.4285714285714285,3.3504860766697675e-05,3.944036052416777e-06,1.876455098681617e-05,1.0796275091706777e-05,0.0,24,0.1428571428571428,2.488059180905111e-05,4.856259693042375e-06,1.0264538104820533e-05,9.759793101693504e-06,0.0,33,0.0,6.04922061029356e-05,1.7822407244239002e-05,3.624360033427365e-05,6.426199888664996e-06,0.0,17,0.4285714285714285,8.754834561841562e-05,2.4935816327342764e-05,5.421624518930912e-05,8.396287739742547e-06,0.0,20,0.4285714285714285,0.00010771000233944505,4.8161964514292777e-05,5.4886695579625666e-05,4.661345428758068e-06,0.0,16,0.42857142857142855
47,2301,3.733050107257441e-05,1.0193819434789477e-05,1.6537205738131888e-05,1.0599475899653044e-05,0.0,17,0.4285714285714285,3.3184667699970305e-05,3.597049499148852e-06,1.8686285329749808e-05,1.0901330824708566e-05,0.0,24,0.1428571428571428,2.48692995228339e-05,4.9776513151300605e-06,1.0018097782449333e-05,9.873549970507156e-06,0.0,33,0.0,5.900516407564282e-05,1.7137857867055573e-05,3.5335891880095005e-05,6.531417056976352e-06,0.0,17,0.4285714285714285,8.59029678395018e-05,2.339657294214703e-05,5.403863178798929e-05,8.467755833407864e-06,0.0,20,0.4285714285714285,0.00010748842032626271,4.8153047828236595e-05,5.4634267144137993e-05,4.7011085371195804e-06,0.0,16,0.42857142857142855
48,2351,3.764413486351259e-05,1.0704348824219778e-05,1.6309040802298114e-05,1.06307452369947e-05,0.0,17,0.4285714285714285,3.4032567782560363e-05,4.194014309177874e-06,1.8836528397514485e-05,1.1002023711625952e-05,0.0,23,0.1428571428571428,2.52706631727051e-05,5.502333351614652e-06,9.798585779208224e-06,9.969745406124275e-06,0.0,33,0.0,5.779604907729663e-05,1.6651149053359404e-05,3.45120788551867e-05,6.632822532992577e-06,0.0,17,0.4285714285714285,8.425005216849968e-05,2.1845617084181868e-05,5.387064811657183e-05,8.533789696230087e-06,0.0,20,0.4285714285714285,0.00010758705320768058,4.834738501813263e-05,5.449866512208246e-05,4.741000338981394e-06,0.0,15,0.42857142857142855
49,2401,3.6346344131743535e-05,9.58085547608789e-06,1.61079424287891e-05,1.0657545317371842e-05,0.0,17,0.4285714285714285,3.2895895856199786e-05,3.386276148376055e-06,1.841245830291882e-05,1.109716140490491e-05,0.0,23,0.1428571428571428,2.4032338842516765e-05,4.43760563939577e-06,9.540892278891988e-06,1.0053840924229007e-05,0.0,33,0.0,5.689371755579487e-05,1.6168321963050403e-05,3.3995176636381075e-05,6.730217137373984e-06,0.0,17,0.4285714285714285,8.267548400908709e-05,2.0423618479981087e-05,5.3656935051549226e-05,8.594925020588562e-06,0.0,20,0.4285714285714285,0.00010556417691987008,4.655371594708413e-05,5.4225409257924184e-05,4.785046257893555e-06,0.0,15,0.42857142857142855
50,2402,0.0376989133656024,0.0361042916774749,0.0015941839665174,4.344540798228991e-07,0.0,17,0.0,0.0372589267790317,0.0358983166515827,0.0013602180406451,3.9049902511578694e-07,0.0,23,0.0,0.0396409146487712,0.0387872606515884,0.0008531453204341,5.107399942971824e-07,0.0,33,0.0,0.0330968648195266,0.0318115167319774,0.0012849878985434,3.62529789299515e-07,0.0,17,0.0,0.0386683419346809,0.0370032452046871,0.0016647145384922,3.824502528004814e-07,0.0,20,0.0,0.039125584065914154,0.038159143179655075,0.0009660421055741608,4.00321397364678e-07,0.0,15,0.0
51,2452,0.0013459342299029,0.0007984059047885,0.0005453231278806,2.2052131498639937e-06,0.0,17,0.4285714285714285,0.0006448221975006,0.00028638515505,0.0003550220571924,3.414991624595132e-06,0.0,23,0.1428571428571428,0.0005061092670075,0.0002138720883522,0.0002883124398067,3.924790689779911e-06,0.0,33,0.0,0.0009735643398016,0.0005471935146488,0.0004241735732648,2.1972248305246467e-06,0.0,17,0.4285714285714285,0.0012037554988637,0.0006543362396769,0.0005466800066642,2.739271394602838e-06,0.0,20,0.4285714285714285,0.0007950432482175529,0.0005205770139582455,0.0002727061801124364,1.7600444834897644e-06,0.0,15,0.42857142857142855
52,2502,0.0006424597813747,0.0003325228171888,0.0003075443673878,2.392645001236815e-06,0.0,14,0.4285714285714285,0.0002940834965556,0.0001301124430028,0.00015928040375,4.690674813900841e-06,0.0,22,0.1428571428571428,0.0002175292756874,9.395118831889704e-05,0.0001185892542707,4.98882900501485e-06,0.0,29,0.0,0.0004137963696848,0.0002200073795393,0.000191282830201,2.5061458472919185e-06,0.0,16,0.4285714285714285,0.0004297096456866,0.000212155515328,0.000214691113797,2.8630315682676155e-06,0.0,20,0.4285714285714285,0.00037517285090871155,0.000188671619980596,0.0001842058263719082,2.2953915959078586e-06,0.0,11,0.42857142857142855
53,2552,0.000441000011051,0.0001969208969967,0.000241447603912,2.631524466778501e-06,0.0,14,0.4285714285714285,0.0001591423642821,5.305335071170703e-05,0.0001007648534141,5.324169251252897e-06,0.0,22,0.1428571428571428,0.0001524693652754,6.020566434017383e-05,8.647369395475835e-05,5.789998795080464e-06,0.0,28,0.0,0.0003438054700382,0.0001430877600796,0.0001980197121156,2.697980335142347e-06,0.0,15,0.4285714285714285,0.0002768990234471,0.0001265510072698,0.0001471893920097,3.158630988764344e-06,0.0,19,0.4285714285714285,0.0002662615734152496,0.00011512627679621801,0.00014843509416095912,2.7001940452464623e-06,0.0,11,0.5714285714285714
54,2602,0.0003723832778632,0.0001579869713168,0.0002113640948664,3.032210315723205e-06,0.0,14,0.4285714285714285,0.0001274071109946,3.7378926208475605e-05,8.429405716015026e-05,5.734125807066448e-06,0.0,22,0.1428571428571428,0.0001095172701752,4.14064088545274e-05,6.151710113044828e-05,6.593754278583219e-06,0.0,27,0.0,0.0002883670094888,0.0001176040314021,0.0001675940875429,3.168879402437597e-06,0.0,15,0.4285714285714285,0.0002145033795386,8.495451766066253e-05,0.0001260715216631,3.477347490843385e-06,0.0,18,0.5714285714285714,0.00021911841758992523,8.163757593138143e-05,0.00013450138794723898,2.979462124130805e-06,0.0,10,0.5714285714285714
55,2652,0.0003109457320533,0.0001418745378032,0.0001656725362408,3.3986486869252985e-06,0.0,13,0.4285714285714285,0.0001075181426131,3.0195242288755253e-05,7.124390685930848e-05,6.07899482929497e-06,0.0,21,0.1428571428571428,7.892469147918746e-05,2.851049430319108e-05,4.289750722819008e-05,7.516690857301e-06,0.0,25,0.1428571428571428,0.000263532216195,0.000117257644888,0.0001426278613507,3.646705863502575e-06,0.0,15,0.4285714285714285,0.000179108523298,6.50204747216776e-05,0.0001103135800804,3.7744807741546538e-06,0.0,16,0.5714285714285714,0.00018941990856546909,6.182202196214348e-05,0.00012443661398719996,3.161275117236073e-06,0.0,10,0.5714285714285714
56,2702,0.0002719944750424,0.0001336325658485,0.0001346957869827,3.666118345790892e-06,0.0,13,0.4285714285714285,9.1083966253791e-05,2.585734546300955e-05,5.866872379556298e-05,6.557902906934032e-06,0.0,21,0.1428571428571428,6.121027399785817e-05,2.0841407604166307e-05,3.207392728654668e-05,8.294941835629288e-06,0.0,24,0.1428571428571428,0.0002389716100879,0.0001096077248803,0.000125304548419,4.059351340401918e-06,0.0,15,0.4285714285714285,0.0002148500352632,5.1743019866989926e-05,0.0001591009058756,4.006110884802183e-06,0.0,14,0.7142857142857143,0.00016386523202527314,4.994892151444219e-05,0.00011061530676670372,3.3010071547323605e-06,0.0,10,0.5714285714285714
57,2752,0.0002512951323296,0.0001251298817805,0.0001223380822921,3.827177351922728e-06,0.0,12,0.4285714285714285,8.258657180704176e-05,2.307153226865921e-05,5.257755401544273e-05,6.937486432434525e-06,0.0,21,0.1428571428571428,4.852397614740767e-05,1.4362669389811344e-05,2.526817843317985e-05,8.893131052900571e-06,0.0,23,0.1428571428571428,0.0002141931763617,9.287001739721744e-05,0.0001169447423308,4.378427547635511e-06,0.0,15,0.4285714285714285,0.000300080893794,4.636449011741206e-05,0.0002494971558917,4.219249149173265e-06,0.0,13,0.7142857142857143,0.00014044773706700653,4.229956175549887e-05,9.472812234889716e-05,3.4200490972580155e-06,0.0,10,0.5714285714285714
58,2802,0.0002403053658781,0.0001194441574625,0.0001169248935184,3.936303073714953e-06,0.0,12,0.5714285714285714,7.600439857924357e-05,2.088538712996524e-05,4.789689046447165e-05,7.222124622785486e-06,0.0,19,0.1428571428571428,4.34161993325688e-05,1.3383842997427564e-05,2.0716322978842072e-05,9.316032446804456e-06,0.0,23,0.1428571428571428,0.0001916677283588,7.490412826882675e-05,0.000112125861051,4.637733127310639e-06,0.0,15,0.4285714285714285,0.0002970333443954,4.310594158596359e-05,0.0002495600783731,4.367314886621898e-06,0.0,13,0.7142857142857143,0.0001246141328010708,3.618943446781486e-05,8.489209722029045e-05,3.532604978317977e-06,0.0,10,0.5714285714285714
59,2852,0.0002255780564155,0.0001123250694945,0.000109226864879,4.026115220767679e-06,0.0,12,0.5714285714285714,7.129669393179938e-05,1.90960581676336e-05,4.478262417251244e-05,7.418013410642743e-06,0.0,18,0.1428571428571428,3.623838711064309e-05,1.0052222933154551e-05,1.657565007917583e-05,9.610514098312706e-06,0.0,23,0.1428571428571428,0.0001821638143155,6.757626397302374e-05,0.0001097464191843,4.841138434130698e-06,0.0,15,0.4285714285714285,0.0002631363167893,4.144393460592255e-05,0.0002172242529923,4.468126007850515e-06,0.0,13,0.7142857142857143,0.00011382418597349897,3.355682929395698e-05,7.662083226023242e-05,3.646526238298975e-06,0.0,10,0.5714285714285714
60,2902,0.0002122104633599,0.0001057415502145,0.000102365600469,4.103313131054165e-06,0.0,12,0.5714285714285714,6.784379365853965e-05,1.8066730262944475e-05,4.212651037960313e-05,7.650552106497344e-06,0.0,18,0.1428571428571428,3.1663395930081606e-05,8.083347893261816e-06,1.3723272786592132e-05,9.856777978711762e-06,0.0,22,0.1428571428571428,0.0001717374834697,6.205483077792451e-05,0.0001046906472765,4.992002232029336e-06,0.0,15,0.4285714285714285,0.0002306856040377,3.921599636669271e-05,0.000186933830264,4.5357728595263325e-06,0.0,13,0.7142857142857143,0.00010603736154735088,3.1980664061848074e-05,7.030430424492806e-05,3.7523911942116683e-06,0.0,10,0.5714285714285714
61,2952,0.0002060715487459,0.000102360958408,9.954220149666072e-05,4.1683811105031054e-06,0.0,12,0.5714285714285714,6.475466216215864e-05,1.6912661521928385e-05,4.002366040367633e-05,7.81833932705922e-06,0.0,18,0.1428571428571428,2.878416853491217e-05,6.273041890381137e-06,1.2316166248638185e-05,1.0194961760134902e-05,0.0,21,0.1428571428571428,0.0001628039462957,5.68733194086235e-05,0.0001008204199024,5.110215624881676e-06,0.0,15,0.4285714285714285,0.0002052964409813,3.825651219813153e-05,0.0001624558353796,4.584088401315967e-06,0.0,13,0.7142857142857143,0.00010151417518500239,3.092004408244975e-05,6.676676275674254e-05,3.827373802778311e-06,0.0,10,0.5714285714285714
62,3002,0.0001972397440113,0.0001006290331133,9.238081111107022e-05,4.2298856897105e-06,0.0,12,0.5714285714285714,6.283896073000506e-05,1.5861985957599245e-05,3.9041096897562966e-05,7.935878784337547e-06,0.0,18,0.1428571428571428,3.2246840419247746e-05,1.1313264622003771e-05,1.0493283298274036e-05,1.044029249896994e-05,0.0,21,0.1428571428571428,0.0001577025977894,5.511556446435861e-05,9.737365326145664e-05,5.213383246882586e-06,0.0,15,0.4285714285714285,0.0001867295359261,3.824106897809543e-05,0.0001438680919818,4.620380423148163e-06,0.0,13,0.7142857142857143,9.754733764566481e-05,2.975829193019308e-05,6.39166755718179e-05,3.872366050927667e-06,0.0,10,0.5714285714285714
63,3052,0.0001936783664859,9.840691927820444e-05,9.098339796764776e-05,4.288047421141528e-06,0.0,12,0.5714285714285714,6.188730912981555e-05,1.5038457604532596e-05,3.883030149154365e-05,8.018546395760495e-06,0.0,18,0.1428571428571428,2.43850900005782e-05,5.018811407353496e-06,8.759308911976404e-06,1.060696922650095e-05,0.0,20,0.1428571428571428,0.0001549035514472,5.41055305802729e-05,9.549593960400672e-05,5.302075805957429e-06,0.0,15,0.4285714285714285,0.0001751875679474,3.877033304888755e-05,0.0001317693240707,4.647914465749636e-06,0.0,13,0.7142857142857143,9.296031203120947e-05,2.8310072593740188e-05,6.074179327697493e-05,3.9084516174625605e-06,0.0,10,0.5714285714285714
64,3102,0.0001887436519609,9.519623563392088e-05,8.920855179894716e-05,4.33887043982395e-06,0.0,12,0.5714285714285714,6.093561387388036e-05,1.434830392099684e-05,3.85081693821121e-05,8.079141480266117e-06,0.0,18,0.1428571428571428,3.274389018770307e-05,1.3066985957266295e-05,8.939675353758503e-06,1.0737227967183571e-05,0.0,20,0.2857142857142857,0.0001512134476797,5.297764073475264e-05,9.285909618483856e-05,5.376715307647828e-06,0.0,15,0.4285714285714285,0.0001729084906401,3.966407894040458e-05,0.0001285749458475,4.669455393013777e-06,0.0,13,0.7142857142857143,8.802855882095173e-05,2.695716466405429e-05,5.712953134207055e-05,3.9418559936166275e-06,0.0,10,0.5714285714285714
65,3152,0.0001881271164165,9.564882202539592e-05,8.80897932802327e-05,4.388493834994733e-06,0.0,12,0.5714285714285714,5.958182373433374e-05,1.354046708001988e-05,3.79205885110423e-05,8.120768143271562e-06,0.0,18,0.1428571428571428,2.275553924846463e-05,4.305405582272215e-06,7.606779490743065e-06,1.084335508494405e-05,0.0,20,0.2857142857142857,0.0001475600438425,5.19200402777642e-05,9.019661956699564e-05,5.443390364234801e-06,0.0,15,0.4285714285714285,0.0001747214992064,4.002735295216553e-05,0.0001300081930821,4.685942712967517e-06,0.0,13,0.7142857142857143,8.478348172502592e-05,2.6227886337437667e-05,5.4591590014752e-05,3.964004463341553e-06,0.0,10,0.5714285714285714
66,3202,0.000195857064682,9.814474469749256e-05,9.32744369492866e-05,4.437883490027161e-06,0.0,12,0.5714285714285714,5.781898653367534e-05,1.280080232390901e-05,3.687024945975281e-05,8.147932931024116e-06,0.0,18,0.1428571428571428,2.4064687750069425e-05,5.6058734116959386e-06,7.524204193032347e-06,1.093461105483584e-05,0.0,20,0.2857142857142857,0.0001452916185371,5.2115676226094365e-05,8.767005783738568e-05,5.505888111656532e-06,0.0,15,0.4285714285714285,0.000174584929482,3.909489532816224e-05,0.0001307729253312,4.71709836347145e-06,0.0,12,0.7142857142857143,8.262570918304846e-05,2.5642351829446852e-05,5.30017823621165e-05,3.9815731724957e-06,0.0,10,0.5714285714285714
67,3252,0.0002035492070717,0.0001002747012535,9.878960554488005e-05,4.484899363887962e-06,0.0,12,0.5714285714285714,5.77748469368089e-05,1.2276170309633017e-05,3.731442120624706e-05,8.18425451143412e-06,0.0,17,0.1428571428571428,2.59384232776938e-05,7.661134986847173e-06,7.285293577297125e-06,1.0991994713549502e-05,0.0,19,0.2857142857142857,0.0001434076984878,5.2189665439073e-05,8.56521655805409e-05,5.565872015722562e-06,0.0,15,0.4285714285714285,0.0001716437982395,3.815224408754148e-05,0.0001287530758418,4.738481493404834e-06,0.0,12,0.7142857142857143,8.115731179714203e-05,2.5126819309662096e-05,5.203348700888455e-05,3.997004114353331e-06,0.0,10,0.5714285714285714
68,3302,0.0002075358352158,0.0001018708935589,0.0001011382191791,4.526725660980446e-06,0.0,12,0.5714285714285714,5.696865628124215e-05,1.281194909097394e-05,3.594802547013387e-05,8.208680810639635e-06,0.0,17,0.1428571428571428,2.1485313482116908e-05,3.72040199181356e-06,6.736505383742042e-06,1.1028407243429685e-05,0.0,19,0.2857142857142857,0.0001419347245246,5.248222078080289e-05,8.382783562410623e-05,5.624659479508409e-06,0.0,15,0.4285714285714285,0.0001704059250187,3.6928526242263615e-05,0.0001287222403334,4.755155714519788e-06,0.0,12,0.7142857142857143,8.017848449526355e-05,2.4617225790279917e-05,5.1548020564951e-05,4.013239504274679e-06,0.0,10,0.5714285714285714
69,3352,0.0002085845917463,0.0001029725681291,0.000101046556665,4.565457402350148e-06,0.0,12,0.5714285714285714,5.753039295086637e-05,1.2565577890200076e-05,3.674298568512313e-05,8.221829375543166e-06,0.0,17,0.1428571428571428,2.112527181452606e-05,3.517683580867015e-06,6.53688448437606e-06,1.1070704204030337e-05,0.0,19,0.2857142857142857,0.0001412239071214,5.312773282639682e-05,8.241293835453689e-05,5.683230028807884e-06,0.0,15,0.4285714285714285,0.0001694556267466,3.753668715944514e-05,0.0001271493092644,4.769629867951153e-06,0.0,12,0.7142857142857143,8.102459833025932e-05,2.5710585759952664e-05,5.128230986883864e-05,4.0317031562153716e-06,0.0,10,0.5714285714285714
70,3402,0.0002097557735396,0.0001043846859829,0.0001007693863357,4.601709861162817e-06,0.0,12,0.5714285714285714,5.571877409238368e-05,1.2101316315238364e-05,3.539655153872445e-05,8.220906238420866e-06,0.0,17,0.1428571428571428,2.3226317352964543e-05,5.591865374299232e-06,6.517249403259484e-06,1.1117203030153178e-05,0.0,19,0.2857142857142857,0.0001414433791069,5.439966480480507e-05,8.130326750688255e-05,5.740455890190788e-06,0.0,15,0.4285714285714285,0.0001681885041762,3.478525468381122e-05,0.0001286220940528,4.781148618349107e-06,0.0,12,0.7142857142857143,8.085383888101205e-05,2.5546569304424338e-05,5.12834703840781e-05,4.023801466246368e-06,0.0,10,0.5714285714285714
71,3452,0.0002136420371243,0.0001080765141523,0.0001009263360174,4.6391983232751954e-06,0.0,12,0.5714285714285714,5.141616929904558e-05,1.1336624993418807e-05,3.187391848769039e-05,8.205623998946976e-06,0.0,17,0.1428571428571428,2.159362338716164e-05,4.055672889080597e-06,6.371527888404671e-06,1.1166423064423723e-05,0.0,19,0.2857142857142857,0.0001421649358235,5.555200550588779e-05,8.081773557933047e-05,5.795196102553746e-06,0.0,15,0.4285714285714285,0.0001761037128744,3.468888462521136e-05,0.0001366209762636,4.793845164385857e-06,0.0,11,0.7142857142857143,8.079138933680952e-05,2.521650276321452e-05,5.15522770001553e-05,4.022608209197642e-06,0.0,10,0.5714285714285714
72,3502,0.0002125532046193,0.0001087349883164,9.914116526488216e-05,4.677053766499739e-06,0.0,12,0.5714285714285714,4.979380537406541e-05,1.084308223653352e-05,3.077323344768956e-05,8.177489689842332e-06,0.0,17,0.1428571428571428,2.5494990040897392e-05,7.675932465645019e-06,6.6057250478479546e-06,1.1213332982151767e-05,0.0,19,0.2857142857142857,0.000143090102938,5.711987614631653e-05,8.01218775450252e-05,5.848348791914759e-06,0.0,15,0.4285714285714285,0.0001683777954895,3.342321724630892e-05,0.0001301520824199,4.802493549505016e-06,0.0,11,0.7142857142857143,8.09409684734419e-05,2.492151179467328e-05,5.1994775276398286e-05,4.024680038128281e-06,0.0,10,0.5714285714285714
73,3552,0.0002150713989976,0.0001124611590057,9.790100739337504e-05,4.70923396278522e-06,0.0,12,0.5714285714285714,4.896602331427857e-05,1.1049733075196856e-05,2.977886106236837e-05,8.137431905197445e-06,0.0,17,0.1428571428571428,2.058173777186312e-05,3.2591456147201825e-06,6.064704848540714e-06,1.125788639910752e-05,0.0,19,0.2857142857142857,0.0001444234658265,5.830988084198907e-05,8.021284884307534e-05,5.900729775021318e-06,0.0,15,0.4285714285714285,0.0001670567435212,3.252103488193825e-05,0.0001297281269216,4.807579898624681e-06,0.0,11,0.7142857142857143,8.125864405883476e-05,2.483305252098944e-05,5.239749953034334e-05,4.028095645480789e-06,0.0,10,0.5714285714285714
74,3602,0.0002213965199189,0.0001193656935356,9.729559678817168e-05,4.735240963782417e-06,0.0,12,0.5714285714285714,4.708748019766063e-05,1.07240584839019e-05,2.8231543183210302e-05,8.13187853054842e-06,0.0,16,0.1428571428571428,2.2875869035487995e-05,5.36585139343515e-06,6.209966613823781e-06,1.1300052392471116e-05,0.0,19,0.2857142857142857,0.0001461986685171,5.974973464617506e-05,8.049634197959676e-05,5.952595529379323e-06,0.0,15,0.4285714285714285,0.0001714211684884,3.6638666642829776e-05,0.0001299717114306,4.810784957953729e-06,0.0,11,0.7142857142857143,8.164288010448217e-05,2.4928604034357704e-05,5.268166569294408e-05,4.032614469906548e-06,0.0,10,0.5714285714285714
75,3603,0.0376773960888385,0.0360828079283237,0.0015941954916343,3.897318094914226e-07,0.0,12,0.0,0.0405079275369644,0.0391472466289997,0.0013602201361209,4.622573896995165e-07,0.0,16,0.0,0.0359540060162544,0.0351004190742969,0.00085314293392,4.417532579736873e-07,0.0,19,0.0,0.0405909605324268,0.0393055342137813,0.0012849887134507,4.362341883279442e-07,0.0,15,0.0,0.0373645015060901,0.035699363797903,0.0016647150041535,4.224549172704428e-07,0.0,11,0.0,0.03473994508385658,0.033773429691791534,0.0009660398354753852,4.7593988483640715e-07,0.0,10,0.0
76,3653,0.0013039509067311,0.0007638233946636,0.0005386233096942,1.5042294307932025e-06,0.0,12,0.5714285714285714,0.0009799530962482,0.0006553286802954,0.0003221164515707,2.507886620151112e-06,0.0,16,0.2857142857142857,0.000655373558402,0.000398459524149,0.0002550662611611,1.8477178400644328e-06,0.0,19,0.2857142857142857,0.0008527532918378,0.0004759343864861,0.0003752227348741,1.596168090145511e-06,0.0,15,0.4285714285714285,0.0009252300951629,0.0003878566785715,0.0005355767789296,1.7966254972634488e-06,0.0,11,0.7142857142857143,0.0009207064867950976,0.00054108293261379,0.0003784562286455184,1.167381924460642e-06,0.0,10,0.5714285714285714
77,3703,0.0006051057716831,0.0003181970969308,0.000284909736365,1.9989549855381483e-06,0.0,10,0.5714285714285714,0.0004097360069863,0.0002147827326552,0.0001921029761433,2.850300006684847e-06,0.0,16,0.2857142857142857,0.0003697699285112,0.0002043639833573,0.0001626066950848,2.799261210384429e-06,0.0,18,0.2857142857142857,0.0003841590951196,0.000132130269776,0.0002501093258615,1.919512214954011e-06,0.0,13,0.4285714285714285,0.0004830481193494,0.0002055481309071,0.0002753930457402,2.1069354261271656e-06,0.0,11,0.7142857142857143,0.000466250057797879,0.0002165847981814295,0.0002481845731381327,1.4806897752350778e-06,0.0,9,0.5714285714285714
