,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0,0.03460623323917389,0.0335652120411396,0.001038412214256823,2.6078605515067466e-06,0.0,60,0.0
1,50,0.010151282884180546,0.009111040271818638,0.0010380856692790985,2.1571295292233117e-06,0.0,60,0.0
2,100,0.008026394061744213,0.006978290621191263,0.0010463466169312596,1.7560910237079952e-06,0.0,44,0.0
3,150,0.00563709856942296,0.004596517886966467,0.0010390140814706683,1.5663949852751102e-06,0.0,38,0.0
4,200,0.0047008018009364605,0.0036637650337070227,0.0010356499115005136,1.3868958603779902e-06,0.0,35,0.0
5,250,0.004414192866533995,0.003379266709089279,0.0010336508275941014,1.2752357179124374e-06,0.0,31,0.0
6,300,0.004285928327590227,0.0032559004612267017,0.0010288029443472624,1.2253560726094292e-06,0.0,28,0.14285714285714285
7,350,0.0041548763401806355,0.0031389815267175436,0.0010145821142941713,1.3127516922395444e-06,0.0,25,0.14285714285714285
8,400,0.0038114869967103004,0.0028591679874807596,0.0009508522925898433,1.46684146784537e-06,0.0,22,0.2857142857142857
9,450,0.00300374417565763,0.0021252105943858624,0.0008769497508183122,1.5839598290767753e-06,0.0,19,0.2857142857142857
10,500,0.002386949025094509,0.0015514305559918284,0.0008339571650139987,1.561323756504862e-06,0.0,18,0.2857142857142857
11,550,0.00205006031319499,0.0012469878420233727,0.0008015395142138004,1.5328852214224753e-06,0.0,18,0.2857142857142857
12,600,0.001854382804594934,0.0010889337863773108,0.0007639449322596192,1.5040424159451504e-06,0.0,17,0.2857142857142857
13,650,0.0017167256446555257,0.0009931590175256133,0.000722085009329021,1.4816336033618427e-06,0.0,16,0.2857142857142857
14,700,0.0016036347951740026,0.000926165550481528,0.0006759834359399974,1.4857894257147564e-06,0.0,15,0.2857142857142857
15,750,0.0014993820805102587,0.0008749696426093578,0.0006229011341929436,1.5113088238649652e-06,0.0,14,0.2857142857142857
16,800,0.0013927017571404576,0.0008333122241310775,0.0005578378331847489,1.5516973235207843e-06,0.0,13,0.2857142857142857
17,850,0.0012978790327906609,0.0008000268717296422,0.0004962676903232932,1.584421852385276e-06,0.0,13,0.2857142857142857
18,900,0.001214952440932393,0.0007708602934144437,0.0004424674843903631,1.6247489611487254e-06,0.0,12,0.2857142857142857
19,950,0.0011388894636183977,0.0007410664111375809,0.00039617184665985405,1.6512336742380285e-06,0.0,12,0.2857142857142857
20,1000,0.0010696598328649998,0.0007118378416635096,0.0003561527992133051,1.6691329847162706e-06,0.0,12,0.2857142857142857
21,1050,0.0010041758650913835,0.000680199998896569,0.0003222753293812275,1.700480538602278e-06,0.0,10,0.2857142857142857
22,1100,0.000945375650189817,0.0006481201853603125,0.00029552768683061004,1.7277623101108475e-06,0.0,10,0.42857142857142855
23,1150,0.000891086645424366,0.0006145420484244823,0.0002747903054114431,1.7542400883030496e-06,0.0,10,0.42857142857142855
24,1200,0.0008386145927943289,0.0005816536140628159,0.000255181803368032,1.7791934396882425e-06,0.0,10,0.42857142857142855
25,1250,0.000788249948527664,0.0005476570804603398,0.00023878909996710718,1.8038184634860954e-06,0.0,10,0.42857142857142855
26,1300,0.000741841271519661,0.0005126124597154558,0.0002274036523886025,1.8251533902002848e-06,0.0,10,0.42857142857142855
27,1350,0.0006997440359555185,0.0004781321622431278,0.00021977077994961292,1.8410934217172326e-06,0.0,10,0.42857142857142855
28,1400,0.0006617436301894486,0.00044622147106565535,0.0002136693219654262,1.8527914562582737e-06,0.0,10,0.42857142857142855
29,1450,0.0006271901656873524,0.00041774241253733635,0.00020758635946549475,1.8614083501233836e-06,0.0,10,0.42857142857142855
30,1500,0.0005960958660580218,0.0003917704743798822,0.00020245768246240914,1.8677225170904421e-06,0.0,10,0.42857142857142855
31,1550,0.0005701713962480426,0.0003695189952850342,0.00019878010789398104,1.8723211496762815e-06,0.0,10,0.42857142857142855
32,1600,0.0005454226047731936,0.00034818417043425143,0.00019536346371751279,1.875008479146345e-06,0.0,10,0.42857142857142855
33,1650,0.0005235947901383042,0.0003293246845714748,0.00019239360699430108,1.876515057119832e-06,0.0,10,0.42857142857142855
34,1700,0.0005039089592173696,0.0003125283110421151,0.0001895035820780322,1.8770921315081068e-06,0.0,10,0.42857142857142855
35,1750,0.0004848799726460129,0.00029643523157574236,0.00018656776228453964,1.8769825373965432e-06,0.0,10,0.42857142857142855
36,1800,0.00046923646004870534,0.0002833978505805135,0.00018396283849142492,1.8757633597488166e-06,0.0,10,0.42857142857142855
37,1850,0.00045146423508413136,0.00026867876295000315,0.0001809115055948496,1.873976543720346e-06,0.0,10,0.42857142857142855
38,1900,0.00043720079702325165,0.00025647174334153533,0.00017885651323013008,1.872549205472751e-06,0.0,10,0.42857142857142855
39,1950,0.00042372860480099916,0.00024410903279203922,0.00017774807929527014,1.8714943053055322e-06,0.0,10,0.42857142857142855
40,2000,0.00041247502667829394,0.00023305519425775856,0.00017754267901182175,1.8771377199300332e-06,0.0,9,0.42857142857142855
