,epoch,total_0,decoder_0,sindy_x_0,latent_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,latent_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,latent_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2
12,60,0.0206148047000169,0.0156720113009214,0.0048897895030677,4.841536429012194e-05,4.587569947034353e-06,0.0,60,0.0,0.0087809124961495,0.0043117403984069,0.0042697084136307,0.0001912548905238,8.20857076178072e-06,0.0,60,0.0,0.01949925534427166,0.014035745523869991,0.00535449106246233,0.00010352979006711394,5.489082923304522e-06,0.0,60,0.0
13,65,0.0201171226799488,0.0152321346104145,0.0048336018808186,4.593200355884619e-05,5.455770406115335e-06,0.0,60,0.0,0.0081949830055236,0.0039898818358778,0.0040072090923786,0.0001890258863568,8.866647476679645e-06,0.0,60,0.0,0.018152659758925438,0.012788629159331322,0.005250261165201664,0.0001072916275006719,6.477639999502571e-06,0.0,60,0.0
14,70,0.01934514939785,0.0145409777760505,0.0047523551620543,4.530583100859076e-05,6.509737431770191e-06,0.0,60,0.0,0.0076890853233635,0.003774695796892,0.0037153016310185,0.0001896859321277,9.401634088135324e-06,0.0,60,0.0,0.015486511401832104,0.01020506676286459,0.005141023546457291,0.0001329101505689323,7.511566764151212e-06,0.0,60,0.0
15,75,0.0180261526256799,0.0133007988333702,0.0046696905046701,4.807491859537549e-05,7.58805799705442e-06,0.0,60,0.0,0.0072574750520288,0.0036204075440764,0.0034403088502585,0.0001870134146884,9.74555132415844e-06,0.0,60,0.0,0.013507681898772717,0.008403707295656204,0.004942489322274923,0.00015287130372598767,8.614569196652155e-06,0.0,60,0.0
16,80,0.0161273032426834,0.0114663848653435,0.0045964140444993,5.621230229735375e-05,8.29298824100988e-06,0.0,60,0.0,0.0068942247889935,0.003503362648189,0.0032004213426262,0.0001804813800845,9.959517228708137e-06,0.0,60,0.0,0.012378145009279251,0.0074466015212237835,0.004783214069902897,0.00013881541963201016,9.514295925328042e-06,0.0,60,0.0
17,85,0.014376850798726,0.0098171783611178,0.0044856863096356,6.536119326483458e-05,8.62434444570681e-06,0.0,60,0.0,0.0065853619016706,0.0034040221944451,0.0029977662488818,0.0001734666730044,1.01069317679503e-05,0.0,60,0.0,0.011564340442419052,0.006771213840693235,0.004655407276004553,0.0001273924863198772,1.0326477422495373e-05,0.0,60,0.0
18,90,0.0131082981824874,0.0086822258308529,0.0043486570939421,6.835444219177589e-05,9.060479897016194e-06,0.0,60,0.0,0.0063172597438097,0.0033137740101665,0.0028269521426409,0.0001663045404711,1.0228832252323627e-05,0.0,60,0.0,0.010944762267172337,0.006276302970945835,0.004540847614407539,0.00011652146349661052,1.1090492080256809e-05,0.0,60,0.0
19,95,0.0121750421822071,0.0078792283311486,0.004219408147037,6.657576886937022e-05,9.82986057351809e-06,0.0,60,0.0,0.0060855792835354,0.0032255419064313,0.0026908051222562,0.000158921116963,1.0311826372344512e-05,0.0,60,0.0,0.01043674536049366,0.005888202227652073,0.0044290306977927685,0.0001076470289262943,1.1866419299622066e-05,0.0,60,0.0
20,100,0.0114548383280634,0.0072710351087152,0.0041091060265898,6.409012712538242e-05,1.060815884557087e-05,0.0,60,0.0,0.0058907270431518,0.0031421075109392,0.0025864662602543,0.0001517701020929,1.038323352986481e-05,0.0,60,0.0,0.010007334873080254,0.005579955410212278,0.004313512705266476,0.00010126848792424425,1.2598641660588328e-05,0.0,60,0.0
21,105,0.0108736753463745,0.0067854220978915,0.0040150401182472,6.284620030783117e-05,1.0367465620220171e-05,0.0,47,0.0,0.0057518435642123,0.003070707200095,0.0025281831622123,0.0001427008683094,1.0251618732581846e-05,0.0,53,0.0,0.009653270244598389,0.005338136572390795,0.004205305129289627,9.674514149082825e-05,1.3084202691970859e-05,0.0,56,0.0
22,110,0.0103944605216383,0.0063968054018914,0.0039244941435754,6.219807983143255e-05,1.0962521628243849e-05,0.0,47,0.1428571428571428,0.0056115784682333,0.0030085616745054,0.0024560983292758,0.0001365734206046,1.0344678230467252e-05,0.0,53,0.0,0.009328631684184074,0.005140455439686775,0.0040810490027070045,9.337317897006869e-05,1.3753603525401559e-05,0.0,56,0.0
23,115,0.009994619525969,0.0060777547769248,0.0038431910797953,6.220518844202161e-05,1.1469035598565824e-05,0.0,47,0.1428571428571428,0.0054926238954067,0.0029548299498856,0.002396055497229,0.0001313105749431,1.0427599590911996e-05,0.0,53,0.0,0.009031797759234905,0.004976530093699694,0.003949923440814018,9.094430424738675e-05,1.4400668078451417e-05,0.0,56,0.0
24,120,0.0096553154289722,0.0058175064623355,0.0037624246906489,6.348887109197676e-05,1.1894725503225343e-05,0.0,47,0.1428571428571428,0.0053867027163505,0.002906696870923,0.0023430252913385,0.0001264770398847,1.05036269815173e-05,0.0,53,0.0,0.00875284057110548,0.0048353662714362144,0.0038134129717946053,8.904183050617576e-05,1.5020337741589174e-05,0.0,56,0.0
25,125,0.0093612186610698,0.0056004021316766,0.0036830534227192,6.550960097229108e-05,1.225337473442778e-05,0.0,47,0.1428571428571428,0.0052883801981806,0.0028613712638616,0.0022944412194192,0.0001219959522131,1.0571523489488754e-05,0.0,53,0.0,0.008487842977046967,0.0047097778879106045,0.0036747853737324476,8.768212865106761e-05,1.5597612218698487e-05,0.0,56,0.0
26,130,0.0090990830212831,0.0054191560484468,0.0035992357879877,6.809693877585232e-05,1.259449345525354e-05,0.0,47,0.1428571428571428,0.0051983185112476,0.0028201234526932,0.0022494834847748,0.0001180827312055,1.062912997440435e-05,0.0,53,0.0,0.00823638029396534,0.004595343954861164,0.0035381517373025417,8.674064883962274e-05,1.6143232642207295e-05,0.0,56,0.0
27,135,0.0088578909635543,0.0052638808265328,0.0035101007670164,7.100284710759297e-05,1.2907143172924409e-05,0.0,47,0.1428571428571428,0.0051227835938334,0.0027889283373951,0.0022083739750087,0.000114802904136,1.067897665052442e-05,0.0,53,0.0,0.007996647618710995,0.004486293066293001,0.00340758147649467,8.61271983012557e-05,1.6645912182866596e-05,0.0,56,0.0
28,140,0.0086356457322835,0.00512798409909,0.0034208707511425,7.360375457210466e-05,1.3187241165724116e-05,0.0,47,0.1428571428571428,0.0050515029579401,0.0027581271715462,0.0021712249144911,0.000111417422886,1.073362091119634e-05,0.0,53,0.0,0.0077659618109464645,0.004378568381071091,0.00328447506763041,8.580536086810753e-05,1.7112652130890638e-05,0.0,56,0.0
29,145,0.0084283649921417,0.0050047449767589,0.0033345688134431,7.561175880255178e-05,1.3440135262499098e-05,0.0,47,0.1428571428571428,0.0049835587851703,0.0027284144889563,0.0021363424602895,0.0001080181755241,1.078369859897066e-05,0.0,53,0.0,0.007540583610534668,0.004268558695912361,0.003168709110468626,8.576989057473838e-05,1.754572986101266e-05,0.0,56,0.0
30,150,0.0082319723442196,0.0048907492309808,0.0032504117116332,7.711225771345198e-05,1.369885285384953e-05,0.0,47,0.1428571428571428,0.0049203890375792,0.0027018319815397,0.002102916361764,0.0001048127523972,1.0827757250808643e-05,0.0,53,0.0,0.0073164370842278,0.004152911715209484,0.003059606533497572,8.599240391049534e-05,1.7926469809026457e-05,0.0,56,0.0
31,155,0.0080745220184326,0.0047782761976122,0.0032078707590699,7.471637945855036e-05,1.365860316582257e-05,0.0,42,0.1428571428571428,0.004868539981544,0.0026787128299474,0.0020805513486266,9.846797911450268e-05,1.0808033948705996e-05,0.0,52,0.0,0.007088933140039444,0.004028064198791981,0.0029561787378042936,8.6434323748108e-05,1.8256105249747634e-05,0.0,56,0.0
32,160,0.0078893080353736,0.0046797413378953,0.0031182705424726,7.742465822957456e-05,1.3871490409655962e-05,0.0,42,0.1428571428571428,0.0048106196336448,0.0026592276990413,0.0020438081119209,9.673382010078058e-05,1.0850103535631206e-05,0.0,52,0.0,0.006853275466710329,0.003889834973961115,0.002857745159417391,8.713701390661299e-05,1.8558419469627552e-05,0.0,56,0.0
33,165,0.007715281099081,0.0045825708657503,0.0030400250107049,7.863267092034221e-05,1.4053003724256996e-05,0.0,42,0.1428571428571428,0.0047633978538215,0.0026458352804183,0.0020119240507483,9.474832040723412e-05,1.0890438716160132e-05,0.0,52,0.0,0.006604885682463646,0.003733469871804118,0.0027644983492791653,8.809127029962838e-05,1.8826223822543398e-05,0.0,56,0.0
34,170,0.0075481263920664,0.0044922134838998,0.0029620607383549,7.96461317804642e-05,1.4206479136191774e-05,0.0,42,0.1428571428571428,0.0047188960015773,0.0026350643020123,0.0019800348673015,9.286028944188728e-05,1.0936098988167942e-05,0.0,52,0.0,0.006337468978017569,0.0035520829260349274,0.002677149837836623,8.918270759750158e-05,1.9053570213145576e-05,0.0,56,0.0
35,175,0.0073879705742001,0.0044077765196561,0.002885453402996,8.040288958000019e-05,1.4337750144477468e-05,0.0,42,0.1428571428571428,0.0046758949756622,0.0026267492212355,0.0019470696570351,9.109848906518891e-05,1.0977941201417709e-05,0.0,52,0.0,0.006046964321285486,0.0033449754118919373,0.0025921929627656937,9.054675319930539e-05,1.9249097022111528e-05,0.0,56,0.0
36,180,0.0072352094575762,0.0043294373899698,0.0028103820513933,8.094016084214672e-05,1.4450394701270852e-05,0.0,42,0.1428571428571428,0.0046360907144844,0.0026224148459732,0.0019131985027343,8.946078014560044e-05,1.1016270946129224e-05,0.0,52,0.0,0.005744927562773228,0.0031288471072912216,0.002504600677639246,9.205671085510403e-05,1.9423110643401742e-05,0.0,56,0.0
37,185,0.0070898625999689,0.0042567052878439,0.0027373337652534,8.125526073854417e-05,1.4568265214620624e-05,0.0,42,0.1428571428571428,0.0046040988527238,0.002626214409247,0.001878794748336,8.803801028989255e-05,1.1051635738112964e-05,0.0,52,0.0,0.00546091515570879,0.002935081487521529,0.0024128714576363564,9.335091453976929e-05,1.9611439711297862e-05,0.0,56,0.0
38,190,0.0069513148628175,0.0041889017447829,0.0026663802564144,8.135758980643004e-05,1.46757756738225e-05,0.0,42,0.1428571428571428,0.0045818043872714,0.0026392652653157,0.0018446423346176,8.681285544298589e-05,1.1084156540164258e-05,0.0,52,0.0,0.005214924458414316,0.00277683325111866,0.0023240160662680864,9.422898438060656e-05,1.9845871065626852e-05,0.0,56,0.0
39,195,0.0068193199113011,0.0041252723895013,0.0025980186183005,8.125887688947842e-05,1.4770234884053934e-05,0.0,42,0.1428571428571428,0.0045677339658141,0.0026603494770824,0.0018105244962498,8.574566163588315e-05,1.1113873370049989e-05,0.0,52,0.0,0.005004344508051872,0.002645991276949644,0.0022434862330555916,9.476783452555537e-05,2.0099038010812365e-05,0.0,56,0.0
40,200,0.0066951420158147,0.004065197892487,0.0025341419968754,8.0947793321684e-05,1.4853964785288554e-05,0.0,42,0.1428571428571428,0.0045653698034584,0.0026931092143058,0.0017762386705726,8.488094317726791e-05,1.1140920832986012e-05,0.0,52,0.0,0.004820598289370537,0.0025338244158774614,0.002171257045120001,9.51216570683755e-05,2.0395074898260646e-05,0.0,56,0.0
41,205,0.0065799979493021,0.0040080300532281,0.0024738674983382,8.340438944287598e-05,1.469629023631569e-05,0.0,40,0.1428571428571428,0.0045458618551492,0.002702830126509,0.0017446721903979,8.740001794649288e-05,1.0959359315165784e-05,0.0,50,0.0,0.004658497869968414,0.0024356672074645758,0.0021069934591650963,9.525766654405743e-05,2.0579853298841044e-05,0.0,54,0.0
42,210,0.0064720185473561,0.0039545716717839,0.0024205516092479,8.21177673060447e-05,1.4777844626223668e-05,0.0,40,0.1428571428571428,0.0045811152085661,0.0027740355581045,0.0017091603949666,8.693705603946e-05,1.098249776987359e-05,0.0,50,0.0,0.004513557069003582,0.0023484481498599052,0.002048881957307458,9.533544653095305e-05,2.0891362510155886e-05,0.0,54,0.0
43,215,0.0063718613237142,0.003902394324541,0.0023734981659799,8.111746865324676e-05,1.4851175365038216e-05,0.0,40,0.1428571428571428,0.0046174484305083,0.0028454489074647,0.0016748636262491,8.612433157395571e-05,1.1011731658072677e-05,0.0,50,0.0,0.004380864556878805,0.002269040560349822,0.0019952941220253706,9.532264084555209e-05,2.120767385349609e-05,0.0,54,0.0
44,220,0.0062778936699032,0.0038519171066582,0.0023309662938117,8.00854031695053e-05,1.492434967076406e-05,0.0,40,0.1428571428571428,0.0046694087795913,0.0029308495577424,0.0016420156462118,8.550171332899481e-05,1.104189686884638e-05,0.0,50,0.0,0.004256317391991615,0.0021942907478660345,0.0019451163243502378,9.534970740787685e-05,2.1560548702836968e-05,0.0,54,0.0
45,225,0.0061886594630777,0.0038028254639357,0.0022917923051863,7.90358244557865e-05,1.5005589375505224e-05,0.0,40,0.1428571428571428,0.0047356532886624,0.0030293737072497,0.0016102524241432,8.4957733633928e-05,1.1069755601056386e-05,0.0,50,0.0,0.004142068326473236,0.002124721882864833,0.001899818191304803,9.559455793350935e-05,2.1933974494459108e-05,0.0,54,0.0
46,230,0.0061014820821583,0.0037544127553701,0.0022539962083101,7.79933252488263e-05,1.5080121556820814e-05,0.0,40,0.1428571428571428,0.0048177358694374,0.0031419917941093,0.0015802120324224,8.443521801382303e-05,1.109663298848318e-05,0.0,50,0.0,0.0040361410938203335,0.002063351683318615,0.0018545760540291667,9.585644875187427e-05,2.235694046248682e-05,0.0,54,0.0
47,235,0.0060198465362191,0.0037071490660309,0.002220588736236,7.695949170738459e-05,1.5149052160268184e-05,0.0,40,0.1428571428571428,0.0049136509187519,0.0032667501363903,0.0015518998261541,8.386904664803296e-05,1.1131962310173549e-05,0.0,50,0.0,0.0039377291686832905,0.002009125892072916,0.0018096202984452248,9.619938646210358e-05,2.2783588065067306e-05,0.0,54,0.0
48,240,0.0059377425350248,0.003658965229988,0.0021876296959817,7.593119516968727e-05,1.521664216852514e-05,0.0,40,0.1428571428571428,0.0050163441337645,0.0033969448413699,0.0015250464202836,8.318776963278651e-05,1.1165221621922685e-05,0.0,50,0.0,0.0038452392909675837,0.0019599716179072857,0.001765553723089397,9.651471191318706e-05,2.3199136194307357e-05,0.0,54,0.0
49,245,0.0058583756908774,0.0036103534512221,0.0021578215528279,7.49126193113625e-05,1.5288636859622784e-05,0.0,40,0.1428571428571428,0.00512465974316,0.0035315488930791,0.001499488716945,8.24115049908869e-05,1.121049172070343e-05,0.0,50,0.0,0.003758519422262907,0.001914435182698071,0.0017237112624570727,9.677492926130071e-05,2.359815698582679e-05,0.0,54,0.0
50,250,0.0057773357257246,0.0035590056795626,0.0021291761659085,7.379808812402189e-05,1.5356101357610896e-05,0.0,40,0.1428571428571428,0.0052423775196075,0.0036743022501468,0.0014752345159649,8.158551645465195e-05,1.1254724086029457e-05,0.0,50,0.0,0.003677567932754755,0.0018714145990088582,0.0016851837281137705,9.698893700260669e-05,2.398101241851691e-05,0.0,54,0.0
51,255,0.0056988555006682,0.003508296329528,0.0021018018014729,7.357991125900298e-05,1.5177826753642876e-05,0.0,37,0.1428571428571428,0.0053637074306607,0.0038194027729332,0.001453258562833,7.979789370438084e-05,1.124832397181308e-05,0.0,49,0.0,0.003603737335652113,0.0018311722669750452,0.0016512366710230708,9.709247387945652e-05,2.423595287837088e-05,0.0,53,0.0
52,260,0.0056104930117726,0.0034452027175575,0.0020775438752025,7.247920439112931e-05,1.5267138223862275e-05,0.0,37,0.1428571428571428,0.005547659471631,0.004024526104331,0.0014326063683256,7.922197983134538e-05,1.1304633517283946e-05,0.0,49,0.0,0.003532749367877841,0.0017923347186297178,0.0016185779822990298,9.726228017825633e-05,2.457451046211645e-05,0.0,53,0.0
53,265,0.0055180275812745,0.0033774964977055,0.0020534731447696,7.171008473960683e-05,1.534776674816385e-05,0.0,37,0.1428571428571428,0.0056993020698428,0.0041973954066634,0.0014121178537607,7.843485218472779e-05,1.135405727836769e-05,0.0,49,0.0,0.0034647174179553986,0.0017548142932355404,0.0015875869430601597,9.741343092173338e-05,2.4902894438127987e-05,0.0,53,0.0
54,270,0.0054237707518041,0.003303563222289,0.0020340825431048,7.070362335070968e-05,1.542184327263385e-05,0.0,37,0.1428571428571428,0.0058529959060251,0.0043707843869924,0.0013932493748143,7.755988917779177e-05,1.1402343261579516e-05,0.0,49,0.0,0.003400512970983982,0.001719769323244691,0.0015580428298562765,9.748021693667397e-05,2.52208010351751e-05,0.0,53,0.0
55,275,0.0053193988278508,0.0032175444066524,0.00201678997837,6.957196455914527e-05,1.5492641978198662e-05,0.0,37,0.1428571428571428,0.0060160425491631,0.0045514907687902,0.0013764365576207,7.665082375751808e-05,1.1464603630884083e-05,0.0,49,0.0,0.003338194452226162,0.0016846356447786093,0.0015304583357647061,9.757201769389212e-05,2.55285431194352e-05,0.0,53,0.0
56,280,0.0052030654624104,0.0031194146722555,0.0019997828640043,6.830658094258979e-05,1.5561814507236704e-05,0.0,37,0.1428571428571428,0.0061870506033301,0.0047388388775289,0.0013609670568257,7.571921742055565e-05,1.152536515292013e-05,0.0,49,0.0,0.0032794007565826178,0.0016516874311491847,0.0015043276362121105,9.755860082805157e-05,2.5827173885772936e-05,0.0,53,0.0
57,285,0.0050781420432031,0.0030069882050156,0.0019885776564478,6.694578769383952e-05,1.5630355846951716e-05,0.0,37,0.1428571428571428,0.0063681197352707,0.0049353470094501,0.0013463721843436,7.481561624445021e-05,1.15853690658696e-05,0.0,49,0.0,0.0032234040554612875,0.0016201903345063329,0.0014795553870499134,9.754164784681052e-05,2.611662057461217e-05,0.0,53,0.0
58,290,0.0049431920051574,0.0028818587306886,0.0019800679292529,6.556689186254516e-05,1.569861706229858e-05,0.0,37,0.1428571428571428,0.0065605496056377,0.0051434249617159,0.0013314993120729,7.398035086225718e-05,1.1645113772829063e-05,0.0,49,0.0,0.003169537056237459,0.0015903506428003311,0.0014552496140822768,9.754010534379631e-05,2.639670310600195e-05,0.0,53,0.0
59,295,0.0047997329384088,0.0027449708431959,0.0019748494960367,6.414543167920783e-05,1.57671111082891e-05,0.0,37,0.1428571428571428,0.0067565143108367,0.005356281530112,0.0013153557665646,7.31684995116666e-05,1.170917948911665e-05,0.0,49,0.0,0.0031185573898255825,0.0015612378483638167,0.0014332287246361375,9.742398106027395e-05,2.666666841832921e-05,0.0,53,0.0
60,300,0.0046514053829014,0.0026010577566921,0.0019716722890734,6.283896800596267e-05,1.5836136299185455e-05,0.0,37,0.1428571428571428,0.0069579444825649,0.0055735702626407,0.0013002657797187,7.233243377413601e-05,1.1775758139265236e-05,0.0,49,0.0,0.003069933271035552,0.001533588394522667,0.0014121081912890077,9.729429439175874e-05,2.6942045224132016e-05,0.0,53,0.0
61,305,0.0045020207762718,0.0024563511833548,0.0019687064923346,6.17556506767869e-05,1.5207659998850431e-05,0.0,32,0.1428571428571428,0.0071751624345779,0.0058050383813679,0.0012867680052295,7.151360478019342e-05,1.1842595085909124e-05,0.0,49,0.0,0.0030262512154877186,0.0015043376479297876,0.0013978567440062761,9.687829879112542e-05,2.717845381994266e-05,0.0,51,0.0
62,310,0.0043588308617472,0.0023200283758342,0.0019625937566161,6.090956594562158e-05,1.529908877273556e-05,0.0,32,0.2857142857142857,0.0074069024994969,0.0060496986843645,0.0012745565036311,7.073746382957324e-05,1.190957391372649e-05,0.0,49,0.0,0.0029793954454362392,0.001477843732573092,0.0013774988474324346,9.658061753725633e-05,2.7472635338199325e-05,0.0,51,0.0
63,315,0.0042187888175249,0.0021962353494018,0.0019464227370917,6.074445991544053e-05,1.5386305676656775e-05,0.0,32,0.2857142857142857,0.0076512917876243,0.006306036375463,0.001263272948563,7.00057134963572e-05,1.197646270156838e-05,0.0,49,0.0,0.002937265671789646,0.0014540140982717276,0.0013591392198577523,9.635410242481157e-05,2.7758094802265987e-05,0.0,51,0.0
64,320,0.004087938927114,0.0020819976925849,0.0019297394901514,6.073324038879946e-05,1.546848943689838e-05,0.0,32,0.2857142857142857,0.00790720526129,0.0065730297937989,0.0012528133811429,6.931982352398336e-05,1.2043073184031527e-05,0.0,49,0.0,0.0028973943553864956,0.0014314985601231456,0.0013417457230389118,9.611151472199708e-05,2.8038499294780195e-05,0.0,51,0.0
65,325,0.0039657773450016,0.0019796607084572,0.0019097584299743,6.081270112190396e-05,1.554540176584851e-05,0.0,32,0.2857142857142857,0.0081724235787987,0.0068484768271446,0.0012431582435965,6.867992487968877e-05,1.2109182534913998e-05,0.0,49,0.0,0.0028596320189535618,0.0014099348336458206,0.0013255395460873842,9.584565123077482e-05,2.831206438713707e-05,0.0,51,0.0
66,330,0.0038526351563632,0.0018871321808546,0.0018889810889959,6.090489841881208e-05,1.561702993058134e-05,0.0,32,0.2857142857142857,0.0084434114396572,0.0071288286708295,0.0012343225535005,6.808537000324577e-05,1.2174924449936952e-05,0.0,49,0.0,0.0028236438520252705,0.0013894299045205116,0.0013100821524858475,9.555347787681967e-05,2.8578366254805587e-05,0.0,51,0.0
67,335,0.003741790074855,0.001804104540497,0.0018609153339639,6.10860442975536e-05,1.5683905076002702e-05,0.0,32,0.2857142857142857,0.0087138563394546,0.0074082762002944,0.0012258120113983,6.752806802978739e-05,1.2239968782523649e-05,0.0,49,0.0,0.002789373742416501,0.0013697636313736439,0.0012955195270478725,9.525230416329578e-05,2.8838139769504778e-05,0.0,51,0.0
68,340,0.0036348369903862,0.001724409405142,0.0018334086053073,6.127191591076553e-05,1.574722773511894e-05,0.0,32,0.2857142857142857,0.0089777922257781,0.0076824626885354,0.0012160227634012,6.700275116600096e-05,1.230387897521723e-05,0.0,49,0.0,0.002756919013336301,0.001351334503851831,0.001281545264646411,9.49468303588219e-05,2.9092385375406593e-05,0.0,51,0.0
69,345,0.0035368506796658,0.0016498668119311,0.0018097658175975,6.141073390608653e-05,1.5807050658622757e-05,0.0,32,0.2857142857142857,0.0092468848451972,0.0079619390890002,0.0012060618028044,6.65164552628994e-05,1.2366686860332264e-05,0.0,49,0.0,0.0027276924811303616,0.0013352116802707314,0.001268479391001165,9.466024494031444e-05,2.934117947006598e-05,0.0,51,0.0
70,350,0.0034461293835192,0.0015811908524483,0.0017877826467156,6.129012035671622e-05,1.5865760360611603e-05,0.0,32,0.2857142857142857,0.0095282793045043,0.008250780403614,0.0011990029597654,6.606685201404616e-05,1.2428280570020434e-05,0.0,49,0.0,0.0026963544078171253,0.0013169621815904975,0.0012555771972984076,9.423123265150934e-05,2.9583734431071207e-05,0.0,51,0.0
71,355,0.0033806823194026,0.0015138001181185,0.0017905277200043,6.060124360374175e-05,1.575339410919696e-05,0.0,30,0.2857142857142857,0.0098272189497947,0.0085559850558638,0.0011931220069527,6.562226917594671e-05,1.2488852007663809e-05,0.0,49,0.0,0.0026671094819903374,0.0012992550618946552,0.0012441192520782351,9.391344065079466e-05,2.9821392672602087e-05,0.0,51,0.0
72,360,0.0032932511530816,0.001457407255657,0.0017594571691006,6.053364995750599e-05,1.5852863725740463e-05,0.0,30,0.2857142857142857,0.0101299826055765,0.0088659636676311,0.00118628970813,6.518032751046121e-05,1.2548696759040467e-05,0.0,49,0.0,0.0026431952137500048,0.0012873318046331406,0.0012321008834987879,9.370815678266808e-05,3.005425060109701e-05,0.0,51,0.0
