,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1
62,3100,4.13097623095382e-05,8.671684554428793e-06,2.822100395860616e-05,1.934405190695543e-05,4.417074705997948e-06,25,0.00016421375039499253,2.7255182430963032e-05,0.00012964894995093346,1.9813929611700587e-05,7.309620741580147e-06,30
63,3150,4.550801168079488e-05,1.3656249393534381e-05,2.7539073926163837e-05,1.9436803995631635e-05,4.3126888158440124e-06,25,0.00016227635205723345,2.7250218408880755e-05,0.0001278707932215184,1.9890527255483903e-05,7.1553431553184055e-06,30
64,3200,4.0372855437453836e-05,9.206838512909599e-06,2.6997904569725506e-05,1.9529366909409873e-05,4.168113264313433e-06,25,0.00015911056834738702,2.6058369257953018e-05,0.00012603668437805027,1.996375976887066e-05,7.015514256636379e-06,30
65,3250,3.842944715870544e-05,8.081269697868265e-06,2.630713424878195e-05,1.9619834347395226e-05,4.04104412154993e-06,25,0.00015878642443567514,2.7633785066427663e-05,0.0001242709840880707,2.0033812688780017e-05,6.881652097945334e-06,30
66,3300,3.9230821130331606e-05,9.510922609479167e-06,2.5789269784581847e-05,1.9707284081960097e-05,3.930626917281188e-06,25,0.00015820632688701153,2.8906022635055706e-05,0.00012254781904630363,2.010163734667003e-05,6.752488843630999e-06,30
67,3350,4.594460187945515e-05,1.7115668015321717e-05,2.4994102204800583e-05,1.9795055777649395e-05,3.834832568827551e-06,25,0.00016985995171125978,4.2308787669753656e-05,0.00012093426630599424,2.0168396076769568e-05,6.616902282985393e-06,30
68,3400,3.6251563869882375e-05,7.808622285665479e-06,2.472250889695715e-05,1.987710675166454e-05,3.7204335967544466e-06,25,0.00015037899720482528,2.4594271962996572e-05,0.00011929003812838346,2.023322849709075e-05,6.4946857492031995e-06,30
69,3450,3.5148143069818616e-05,7.431240192090627e-06,2.4100863811327145e-05,1.9959483324782923e-05,3.616039748521871e-06,25,0.0001604585413588211,3.655679029179737e-05,0.00011752217687899247,2.0295005015213974e-05,6.3795769165153615e-06,30
70,3500,8.676630386617035e-05,5.894716741750017e-05,2.425245475023985e-05,2.0038978618686087e-05,3.5666821531776804e-06,25,0.00015127091319300234,2.882386434066575e-05,0.0001161693871836178,2.035556099144742e-05,6.277667580434354e-06,30
71,3550,3.641672446974553e-05,9.70267501543276e-06,2.328038499399554e-05,2.0114130165893584e-05,3.433664687690907e-06,25,0.00014619255671277642,2.5406863642274402e-05,0.00011462710972409695,2.04132120416034e-05,6.1585792536789086e-06,30
72,3600,5.955949745839462e-05,3.36697994498536e-05,2.2518283003591932e-05,2.0187078916933388e-05,3.37141227646498e-06,25,0.00016112104640342295,4.22305274696555e-05,0.0001128261283156462,2.0470406525419094e-05,6.0643947108474094e-06,30
73,3650,3.600415584514849e-05,1.0440971891512163e-05,2.228725134045817e-05,2.025549292739015e-05,3.2759317036834545e-06,25,0.00014017934154253453,2.2498497855849564e-05,0.00011173285020049661,2.0525676518445835e-05,5.9479916671989486e-06,30
