,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2
24,1200.0,3.4726388548733667e-05,4.020323103759438e-05,0.0,0.0,60,0.0,1.354141568299383e-05,2.8238058803253807e-05,0.0,0.0,60,0.0,3.469677176326513e-05,4.069538408657536e-05,0.0,0.0,60,0.0
25,1250.0,3.471407399047166e-05,3.971614933107048e-05,0.0,0.0,60,0.0,1.2032010999973863e-05,2.4966273485915735e-05,0.0,0.0,60,0.0,3.334652865305543e-05,3.7965197407174855e-05,0.0,0.0,60,0.0
26,1300.0,3.082696639467031e-05,3.523874329403043e-05,0.0,0.0,60,0.0,1.0834846762008965e-05,2.2450640244642273e-05,0.0,0.0,60,0.0,3.5496494092512876e-05,3.5814235161524266e-05,0.0,0.0,60,0.0
27,1350.0,2.4519489670637995e-05,3.298538285889663e-05,0.0,0.0,60,0.0,9.926407983584795e-06,2.0280989701859653e-05,0.0,0.0,60,0.0,2.3628970666322857e-05,3.186986577929929e-05,0.0,0.0,60,0.0
28,1400.0,2.24370087380521e-05,3.1815579859539866e-05,0.0,0.0,60,0.0,9.159294677374419e-06,1.8403334252070636e-05,0.0,0.0,60,0.0,2.6009591238107532e-05,2.970539208035916e-05,0.0,0.0,60,0.0
29,1450.0,2.1176998416194692e-05,3.080852911807597e-05,0.0,0.0,60,0.0,8.510904081049375e-06,1.6775371477706358e-05,0.0,0.0,60,0.0,2.3553622668259777e-05,2.7731366571970284e-05,0.0,0.0,60,0.0
30,1500.0,2.1292304154485464e-05,2.8516420570667833e-05,0.0,0.0,60,0.0,7.94518109614728e-06,1.53605142259039e-05,0.0,0.0,60,0.0,2.0151137505308725e-05,2.5564342649886385e-05,0.0,0.0,60,0.0
31,1550.0,1.8491808077669702e-05,2.6783867724589072e-05,0.0,0.0,60,0.0,7.4331201176391914e-06,1.4127714166534133e-05,0.0,0.0,60,0.0,1.633733518247027e-05,2.3289969249162823e-05,0.0,0.0,60,0.0
32,1600.0,1.78012705873698e-05,2.6130113838007674e-05,0.0,0.0,60,0.0,6.954564923944417e-06,1.3048826076555997e-05,0.0,0.0,60,0.0,1.5495430488954298e-05,2.1677518816431984e-05,0.0,0.0,60,0.0
33,1650.0,4.868615360464901e-05,3.054152330150828e-05,0.0,0.0,60,0.0,6.559434496011818e-06,1.2104281267966144e-05,0.0,0.0,60,0.0,1.4732540876138955e-05,2.0192643205518834e-05,0.0,0.0,60,0.0
34,1700.0,1.696306571830064e-05,2.3970107577042654e-05,0.0,0.0,60,0.0,6.240322363737505e-06,1.1273877134954091e-05,0.0,0.0,60,0.0,1.5816787708899938e-05,1.90549671970075e-05,0.0,0.0,60,0.0
35,1750.0,1.6668462194502354e-05,2.2864513084641658e-05,0.0,0.0,60,0.0,5.995132596581243e-06,1.0538929018366616e-05,0.0,0.0,60,0.0,1.4270597603172064e-05,1.7287353330175392e-05,0.0,0.0,60,0.0
36,1800.0,1.5150641957006883e-05,2.3063994376570918e-05,0.0,0.0,60,0.0,5.9794215303554665e-06,9.906067134579644e-06,0.0,0.0,60,0.0,2.957139804493636e-05,1.7802873117034324e-05,0.0,0.0,60,0.0
37,1850.0,1.4161153558234219e-05,2.215861422882881e-05,0.0,0.0,60,0.0,4.598240593622904e-06,9.258375939680263e-06,0.0,0.0,60,0.0,1.2573861567943823e-05,1.5093612091732211e-05,0.0,0.0,60,0.0
38,1900.0,2.91743126581423e-05,2.5003537302836776e-05,0.0,0.0,60,0.0,4.250300662533846e-06,8.754912414588034e-06,0.0,0.0,60,0.0,1.4087278032093309e-05,1.4224213373381644e-05,0.0,0.0,60,0.0
39,1950.0,2.265365947096143e-05,2.2843154511065222e-05,0.0,0.0,60,0.0,7.218161954369862e-06,8.639291991130449e-06,0.0,0.0,60,0.0,1.004627574729966e-05,1.2713741853076499e-05,0.0,0.0,60,0.0
40,2000.0,1.2717555364361033e-05,2.0606745238183066e-05,0.0,0.0,60,0.0,3.555537659849506e-06,7.704391464358196e-06,0.0,0.0,60,0.0,2.6007879569078796e-05,1.3553702956414782e-05,0.0,0.0,60,0.0
41,2050.0,2.1322053726180457e-05,2.0588036932167597e-05,0.0,0.0,60,0.0,3.595682301238412e-06,7.41805797588313e-06,0.0,0.0,60,0.0,1.2635604434763081e-05,1.1531390555319376e-05,0.0,0.0,60,0.0
42,2100.0,1.1851893759740051e-05,1.8949529476230964e-05,0.0,0.0,60,0.0,5.304450496623758e-06,7.370983439614065e-06,0.0,0.0,60,0.0,9.047251296578906e-06,1.032625004881993e-05,0.0,0.0,60,0.0
43,2150.0,1.5146574696700554e-05,1.9889461327693425e-05,0.0,0.0,60,0.0,3.0026192234799964e-06,6.660938197455835e-06,0.0,0.0,60,0.0,9.148929166258313e-06,9.680013135948684e-06,0.0,0.0,60,0.0
44,2200.0,1.1019769772246946e-05,1.850746411946602e-05,0.0,0.0,60,0.0,3.7896975300100166e-06,6.691333055641735e-06,0.0,0.0,60,0.0,7.217760412459029e-06,8.926760528993327e-06,0.0,0.0,60,0.0
45,2250.0,1.0480961464054417e-05,1.80186762008816e-05,0.0,0.0,60,0.0,4.009734766441397e-06,6.173136625875486e-06,0.0,0.0,60,0.0,9.29223642742727e-06,8.74760553415399e-06,0.0,0.0,60,0.0
46,2300.0,1.246115607500542e-05,1.7993106666835956e-05,0.0,0.0,60,0.0,3.2873610962269595e-06,6.110705726314336e-06,0.0,0.0,60,0.0,2.157130256819073e-05,9.689561011327896e-06,0.0,0.0,60,0.0
47,2350.0,9.718595720187295e-06,1.7295333236688748e-05,0.0,0.0,60,0.0,3.0256874197220895e-06,5.910517757001799e-06,0.0,0.0,60,0.0,6.547707016579807e-06,7.658387403353117e-06,0.0,0.0,60,0.0
48,2400.0,1.0629234566295054e-05,1.67187590704998e-05,0.0,0.0,60,0.0,2.5561002985341474e-06,5.398749635787681e-06,0.0,0.0,60,0.0,1.9237926608184353e-05,8.761468052398413e-06,0.0,0.0,60,0.0
49,2450.0,9.61809291766258e-06,1.6459174730698578e-05,0.0,0.0,60,0.0,4.623535460268613e-06,5.765823971159989e-06,0.0,0.0,60,0.0,6.7632581703946926e-06,6.94973914505681e-06,0.0,0.0,60,0.0
50,2500.0,1.30115840875078e-05,1.642152165004518e-05,0.0,0.0,60,0.0,2.8861254577350337e-06,5.263844741421053e-06,0.0,0.0,60,0.0,1.4444634871324524e-05,7.904623089416418e-06,0.0,0.0,60,0.0
51,2550.0,9.282389328291174e-06,1.592199259903282e-05,0.0,0.0,60,0.0,2.946758968391805e-06,5.487110684043728e-06,0.0,0.0,60,0.0,6.2038197938818485e-06,6.581323759746738e-06,0.0,0.0,60,0.0
52,2600.0,1.2110896022932138e-05,1.538119795441162e-05,0.0,0.0,60,0.0,2.112171841872623e-06,4.709895165433409e-06,0.0,0.0,60,0.0,6.229162863746751e-06,6.139271590654971e-06,0.0,0.0,60,0.0
53,2650.0,9.73021269601304e-06,1.4546872989740223e-05,0.0,0.0,60,0.0,3.2925413506745826e-06,5.026618509873515e-06,0.0,0.0,60,0.0,5.44317936146399e-06,5.932106432737783e-06,0.0,0.0,60,0.0
54,2700.0,1.0205952094111126e-05,1.4526905033562798e-05,0.0,0.0,60,0.0,1.8947077933262335e-06,4.510205144470092e-06,0.0,0.0,60,0.0,6.018427484377753e-06,5.6554035836597905e-06,0.0,0.0,60,0.0
55,2750.0,1.5312474715756252e-05,1.5274683391908184e-05,0.0,0.0,60,0.0,2.6619604795996565e-06,4.475579771678895e-06,0.0,0.0,60,0.0,8.029948730836622e-06,5.496005996974418e-06,0.0,0.0,60,0.0
56,2800.0,1.1200481822015718e-05,1.4307910532807e-05,0.0,0.0,60,0.0,3.0526475711667445e-06,4.799276211997494e-06,0.0,0.0,60,0.0,1.4250488675315864e-05,6.0313268477329984e-06,0.0,0.0,60,0.0
57,2850.0,1.3157279681763612e-05,1.453720688004978e-05,0.0,0.0,60,0.0,2.521849864933756e-06,4.197845555609092e-06,0.0,0.0,60,0.0,8.381944098800886e-06,5.390308615460526e-06,0.0,0.0,60,0.0
58,2900.0,1.587051519891247e-05,1.4652999198006e-05,0.0,0.0,60,0.0,2.3628024337085662e-06,4.265768438926898e-06,0.0,0.0,60,0.0,4.589073796523735e-06,5.083618361823028e-06,0.0,0.0,60,0.0
59,2950.0,1.1739293768187054e-05,1.3974497051094659e-05,0.0,0.0,60,0.0,3.0553408123523695e-06,4.456310307432432e-06,0.0,0.0,60,0.0,7.178347004810348e-06,4.941708539263345e-06,0.0,0.0,60,0.0
60,3000.0,1.8867071048589423e-05,1.4732713680132292e-05,0.0,0.0,60,0.0,1.8127236671716673e-06,3.860359356622212e-06,0.0,0.0,60,0.0,7.666199962841347e-06,5.22115715284599e-06,0.0,0.0,60,0.0
61,3050.0,1.056590917869471e-05,1.35567388497293e-05,0.0,0.0,60,0.0,2.4300361474161036e-06,4.0331815398531035e-06,0.0,0.0,60,0.0,7.82436654844787e-06,4.759611783811124e-06,0.0,0.0,60,0.0
62,3100.0,1.0133147043234203e-05,1.3433812455332372e-05,0.0,0.0,60,0.0,3.328231741761556e-06,4.1924686229322106e-06,0.0,0.0,60,0.0,3.916032255801838e-06,4.495950179261854e-06,0.0,0.0,60,0.0
63,3150.0,9.350580512546003e-06,1.3401306205196306e-05,0.0,0.0,60,0.0,1.7077124994102633e-06,3.635632310761139e-06,0.0,0.0,60,0.0,5.0327644203207456e-06,4.4535236156661995e-06,0.0,0.0,60,0.0
64,3200.0,9.372527529194485e-06,1.2332887308730278e-05,0.0,0.0,60,0.0,2.0720258362416644e-06,3.739305157068884e-06,0.0,0.0,60,0.0,3.8009561649232637e-06,4.259115485183429e-06,0.0,0.0,60,0.0
65,3250.0,1.3418986782198772e-05,1.2442029401427135e-05,0.0,0.0,60,0.0,2.86109479930019e-06,4.09133235734771e-06,0.0,0.0,60,0.0,4.626261215889826e-06,3.959192781621823e-06,0.0,0.0,60,0.0
66,3300.0,7.4650224632932805e-06,1.1254907803959213e-05,0.0,0.0,60,0.0,2.502291408745805e-06,3.5512584872776642e-06,0.0,0.0,60,0.0,6.0661286624963395e-06,4.280642315279692e-06,0.0,0.0,60,0.0
67,3350.0,1.0148665751330554e-05,1.2006375982309692e-05,0.0,0.0,60,0.0,1.6663441329001216e-06,3.465175495875883e-06,0.0,0.0,60,0.0,4.095541953574866e-06,3.9033329812809825e-06,0.0,0.0,60,0.0
68,3400.0,1.0040905181085691e-05,1.233749480888946e-05,0.0,0.0,60,0.0,2.3289435375772882e-06,3.656573198895785e-06,0.0,0.0,60,0.0,5.195814992475789e-06,3.930175807909109e-06,0.0,0.0,60,0.0
69,3450.0,8.055798389250413e-06,1.1436247405072208e-05,0.0,0.0,60,0.0,4.0621516745886765e-06,3.6325320706964703e-06,0.0,0.0,60,0.0,4.510409780777991e-06,4.1532130126142874e-06,0.0,0.0,60,0.0
70,3500.0,8.883893315214664e-06,1.151928063336527e-05,0.0,0.0,60,0.0,1.5046214230096666e-06,3.2102957447932567e-06,0.0,0.0,60,0.0,4.651533345167991e-06,3.8439743548224214e-06,0.0,0.0,60,0.0
71,3550.0,9.705425327410921e-06,1.1560083294170909e-05,0.0,0.0,60,0.0,1.643951236474095e-06,3.2620259844406974e-06,0.0,0.0,60,0.0,8.466174222121481e-06,4.0458462535752915e-06,0.0,0.0,60,0.0
72,3600.0,9.049799700733274e-06,1.0624353308230639e-05,0.0,0.0,60,0.0,2.2102424281911226e-06,3.509655471134465e-06,0.0,0.0,60,0.0,2.898845195886679e-06,3.6551844004861778e-06,0.0,0.0,60,0.0
73,3650.0,9.878012861008756e-06,1.1666276805044618e-05,0.0,0.0,60,0.0,3.897284386766842e-06,3.3566784622962587e-06,0.0,0.0,60,0.0,3.992126039520372e-06,3.7935701584501658e-06,0.0,0.0,60,0.0
74,3700.0,7.5862753874389455e-06,1.0376890713814646e-05,0.0,0.0,60,0.0,1.3957983355794568e-06,3.0106270969554316e-06,0.0,0.0,60,0.0,7.085843208187725e-06,4.3099371396237984e-06,0.0,0.0,60,0.0
75,3750.0,6.262359420361463e-06,9.600046723790001e-06,0.0,0.0,60,0.0,1.5226599998641177e-06,3.057587946386775e-06,0.0,0.0,60,0.0,4.3258983168925624e-06,3.6103483580518514e-06,0.0,0.0,60,0.0
76,3800.0,6.4013579503807705e-06,9.806064554140903e-06,0.0,0.0,60,0.0,2.0469469745876268e-06,3.2409025152446702e-06,0.0,0.0,60,0.0,3.89814522350207e-06,3.414575758142746e-06,0.0,0.0,60,0.0
77,3850.0,9.835888704401441e-06,1.049538332154043e-05,0.0,0.0,60,0.0,4.238051587890368e-06,3.2489647310285363e-06,0.0,0.0,60,0.0,2.5981112230510917e-06,3.2303469197358936e-06,0.0,0.0,60,0.0
78,3900.0,1.163996694231173e-05,1.0931015822279733e-05,0.0,0.0,60,0.0,1.4113625184108969e-06,2.8644935810007155e-06,0.0,0.0,60,0.0,3.2537370771024143e-06,3.2975517569866497e-06,0.0,0.0,60,0.0
79,3950.0,8.620369044365361e-06,1.0521728654566687e-05,0.0,0.0,60,0.0,1.3809186611979385e-06,2.874091478588525e-06,0.0,0.0,60,0.0,5.894944479223341e-06,3.7429310850711772e-06,0.0,0.0,60,0.0
80,4000.0,7.0203213908826e-06,9.96322251012316e-06,0.0,0.0,60,0.0,1.8266364349983633e-06,2.9489831376849907e-06,0.0,0.0,60,0.0,2.9718553378188517e-06,3.1313588806369808e-06,0.0,0.0,60,0.0
81,4050.0,9.523650987830479e-06,9.734591913002077e-06,0.0,0.0,60,0.0,3.6903713862557197e-06,3.274751634307904e-06,0.0,0.0,60,0.0,2.8711783670587465e-06,3.2823375022417167e-06,0.0,0.0,60,0.0
82,4100.0,5.913305358262733e-06,9.267865607398562e-06,0.0,0.0,60,0.0,2.165542809962062e-06,2.826145873768837e-06,0.0,0.0,60,0.0,4.638459358830005e-06,3.3038518267858308e-06,0.0,0.0,60,0.0
83,4150.0,6.478682735178154e-06,9.052731002157088e-06,0.0,0.0,60,0.0,1.2565678844111972e-06,2.693648184504127e-06,0.0,0.0,60,0.0,4.9851050789584406e-06,3.4658430649869842e-06,0.0,0.0,60,0.0
84,4200.0,5.888835403311532e-06,8.725764018890914e-06,0.0,0.0,60,0.0,1.4562608612322947e-06,2.7036260235036025e-06,0.0,0.0,60,0.0,3.5638731787912548e-06,3.252182068536058e-06,0.0,0.0,60,0.0
85,4250.0,5.5034606702975e-06,8.433495167992078e-06,0.0,0.0,60,0.0,1.8819026763594593e-06,3.1139366001298185e-06,0.0,0.0,60,0.0,1.4743061910849065e-05,4.670177077059634e-06,0.0,0.0,60,0.0
86,4300.0,5.319595402397681e-06,8.399899343203288e-06,0.0,0.0,60,0.0,2.4498513084836304e-06,2.724327032410656e-06,0.0,0.0,60,0.0,4.203360276733292e-06,3.3706405702105258e-06,0.0,0.0,60,0.0
87,4350.0,8.056564183789305e-06,8.453420377918519e-06,0.0,0.0,60,0.0,1.1637587249424541e-06,2.5243934942409396e-06,0.0,0.0,60,0.0,3.4944050639751367e-06,3.0981409508967772e-06,0.0,0.0,60,0.0
88,4400.0,6.236256012925878e-06,8.203203833545558e-06,0.0,0.0,60,0.0,1.2030113794025965e-06,2.562923327786848e-06,0.0,0.0,60,0.0,4.065817847731523e-06,3.027522097909241e-06,0.0,0.0,60,0.0
89,4450.0,6.917706286913017e-06,8.161024197761435e-06,0.0,0.0,60,0.0,1.3906410458730534e-06,2.5579290650057374e-06,0.0,0.0,60,0.0,1.483739288232755e-05,3.994996404799167e-06,0.0,0.0,60,0.0
90,4500.0,5.094667358207516e-06,7.897461728134658e-06,0.0,0.0,60,0.0,2.021092996074003e-06,3.0442292882071342e-06,0.0,0.0,60,0.0,2.2101885406300426e-06,2.69817928710836e-06,0.0,0.0,60,0.0
91,4550.0,3.7659208373952424e-06,7.54092434362974e-06,0.0,0.0,60,0.0,1.0036803814728046e-06,2.3565671654068865e-06,0.0,0.0,60,0.0,1.548206569168542e-06,2.712009063543519e-06,0.0,0.0,60,0.0
92,4600.0,3.7542811242019525e-06,7.315426955756266e-06,0.0,0.0,60,0.0,1.2300604339543497e-06,2.3797301764716394e-06,0.0,0.0,60,0.0,1.5438490663655102e-06,2.625828301461297e-06,0.0,0.0,60,0.0
93,4650.0,4.91007995151449e-06,7.972033017722424e-06,0.0,0.0,60,0.0,1.7321154928140459e-06,2.4251771719718818e-06,0.0,0.0,60,0.0,1.931465249072062e-06,2.7140777092427015e-06,0.0,0.0,60,0.0
94,4700.0,4.441962119017262e-06,7.17622424417641e-06,0.0,0.0,60,0.0,1.7188797301059822e-06,2.8241847758181393e-06,0.0,0.0,60,0.0,2.2908593564352486e-06,2.689875145733822e-06,0.0,0.0,60,0.0
95,4750.0,5.984745257592294e-06,8.601882655057125e-06,0.0,0.0,60,0.0,1.446752435185772e-06,2.6934856123261852e-06,0.0,0.0,60,0.0,5.407795015344163e-06,3.0533692552126013e-06,0.0,0.0,60,0.0
96,4800.0,4.25635607825825e-06,8.224307748605497e-06,0.0,0.0,60,0.0,2.194271246480639e-06,2.4059168026724365e-06,0.0,0.0,60,0.0,2.451003865644452e-06,2.608832801342942e-06,0.0,0.0,60,0.0
97,4850.0,7.775166523060761e-06,7.873574759287294e-06,0.0,0.0,60,0.0,1.0466349067428382e-06,2.299012976436643e-06,0.0,0.0,60,0.0,4.689388333645184e-06,2.750840849330416e-06,0.0,0.0,60,0.0
98,4900.0,7.927315891720355e-06,7.232995812955778e-06,0.0,0.0,60,0.0,1.6901135495572817e-06,2.3211212010210147e-06,0.0,0.0,60,0.0,2.9100933716108557e-06,2.8667450351349544e-06,0.0,0.0,60,0.0
99,4950.0,8.02506929176161e-06,8.21745015855413e-06,0.0,0.0,60,0.0,7.193076726252912e-06,3.0349483495228924e-06,0.0,0.0,60,0.0,4.176813490630593e-06,2.737219347181963e-06,0.0,0.0,60,0.0
