,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2
21,1050,0.0001307220954913646,6.455649418057874e-05,6.616559403482825e-05,0.0,0.0,60,0.00021186654339544475,5.37256637471728e-05,0.00015814087237231433,0.0,0.0,60,0.00011501042172312737,3.0413848435273394e-05,8.459656964987516e-05,0.0,0.0,60
22,1100,8.043635170906782e-05,3.009957254107576e-05,5.0336780986981466e-05,0.0,0.0,60,0.00020666304044425488,5.21499605383724e-05,0.0001545130944577977,0.0,0.0,60,0.00010833367559826002,2.878210216294974e-05,7.955156615935266e-05,0.0,0.0,60
23,1150,7.579215161968023e-05,2.872762706829235e-05,4.706452818936668e-05,0.0,0.0,60,0.00019441364565864205,4.8938200052361935e-05,0.00014547545288223773,0.0,0.0,60,0.0001007108367048204,2.66016686509829e-05,7.410916441585869e-05,0.0,0.0,60
24,1200,7.269171328516677e-05,2.7519188734004274e-05,4.51725281891413e-05,0.0,0.0,60,0.00018437344988342375,4.4476750190369785e-05,0.00013989669969305396,0.0,0.0,60,9.501024032942951e-05,2.4141447283909656e-05,7.086879486450925e-05,0.0,0.0,60
25,1250,6.901516462676227e-05,2.6743993657873943e-05,4.2271174606867135e-05,0.0,0.0,60,0.00018367284792475402,4.315982369007543e-05,0.0001405130315106362,0.0,0.0,60,9.618032345315441e-05,2.559952190495096e-05,7.058079791022465e-05,0.0,0.0,60
26,1300,6.626012327615172e-05,2.4563756596762687e-05,4.169636667938903e-05,0.0,0.0,60,0.00017163390293717384,3.948067023884505e-05,0.0001321532326983288,0.0,0.0,60,8.462931145913899e-05,2.2721684217685834e-05,6.190763087943196e-05,0.0,0.0,60
27,1350,7.075887697283179e-05,3.145372465951368e-05,3.930515595129691e-05,0.0,0.0,60,0.00017192267114296556,4.044964589411393e-05,0.000131473017972894,0.0,0.0,60,8.925017027650028e-05,2.9431648727040738e-05,5.9818525187438354e-05,0.0,0.0,60
28,1400,6.250700971577317e-05,2.151108128600754e-05,4.0995932067744434e-05,0.0,0.0,60,0.00016621687973383814,3.747086157090962e-05,0.00012874601816292852,0.0,0.0,60,8.049952157307416e-05,2.2050560801289976e-05,5.8448964409762993e-05,0.0,0.0,60
29,1450,5.821957529406063e-05,2.0970455807400867e-05,3.7249119486659765e-05,0.0,0.0,60,0.0001609504979569465,3.569676846382208e-05,0.00012525373313110322,0.0,0.0,60,9.271745511796325e-05,3.179156919941306e-05,6.092588591855019e-05,0.0,0.0,60
30,1500,5.614060501102358e-05,2.102616235788446e-05,3.511444083414972e-05,0.0,0.0,60,0.00016262939607258886,3.582949284464121e-05,0.00012679990322794765,0.0,0.0,60,8.509359031450003e-05,2.2211253963178024e-05,6.288233998930082e-05,0.0,0.0,60
31,1550,5.668047015205957e-05,2.199879781983327e-05,3.4681670513236895e-05,0.0,0.0,60,0.0001545170962344855,3.3958061976591125e-05,0.00012055903789587319,0.0,0.0,60,8.369359420612454e-05,2.2021118638804182e-05,6.167247920529917e-05,0.0,0.0,60
32,1600,5.4937670938670635e-05,2.0238829165464267e-05,3.469883813522756e-05,0.0,0.0,60,0.00015121237083803862,3.451870725257322e-05,0.00011669365630950779,0.0,0.0,60,8.201930904760957e-05,2.4716375264688395e-05,5.7302935601910576e-05,0.0,0.0,60
33,1650,7.363531767623499e-05,3.4905693610198796e-05,3.8729627704015e-05,0.0,0.0,60,0.0001457924663554877,3.285204729763791e-05,0.00011294041178189218,0.0,0.0,60,7.377610745606944e-05,2.0691932149929926e-05,5.3084175306139514e-05,0.0,0.0,60
34,1700,4.817436638404615e-05,1.690445060376078e-05,3.126991578028537e-05,0.0,0.0,60,0.00014348473632708192,3.493566327961162e-05,0.00010854908032342792,0.0,0.0,60,7.153695332817733e-05,2.0491963368840516e-05,5.104498995933682e-05,0.0,0.0,60
35,1750,5.093519575893879e-05,1.6651520127197728e-05,3.428367563174106e-05,0.0,0.0,60,0.00013817303988616914,3.265839768573642e-05,0.00010551464220043272,0.0,0.0,60,7.063138764351606e-05,1.989410702663008e-05,5.0737282435875386e-05,0.0,0.0,60
36,1800,5.122893344378099e-05,1.849853651947342e-05,3.273039692430757e-05,0.0,0.0,60,0.00013203384878579527,3.0243863875512034e-05,0.00010178999218624085,0.0,0.0,60,7.02211691532284e-05,1.999857158807572e-05,5.0222599384142086e-05,0.0,0.0,60
37,1850,4.55203844467178e-05,1.633358624530956e-05,2.9186796382418834e-05,0.0,0.0,60,0.00012915294792037457,2.991185465361923e-05,9.924109326675534e-05,0.0,0.0,60,6.93388792569749e-05,1.948227327375207e-05,4.985660780221224e-05,0.0,0.0,60
38,1900,4.6660170482937247e-05,1.6542009689146653e-05,3.01181644317694e-05,0.0,0.0,60,0.0001236094831256196,2.9430702852550894e-05,9.41787802730687e-05,0.0,0.0,60,6.82602621964179e-05,2.1038755221525207e-05,4.722150697489269e-05,0.0,0.0,60
39,1950,4.5092117943568155e-05,1.704977148619946e-05,2.8042348276358098e-05,0.0,0.0,60,0.00011644864571280777,2.8219645173521712e-05,8.822900417726487e-05,0.0,0.0,60,6.782053969800472e-05,2.138466516043991e-05,4.6435874537564814e-05,0.0,0.0,60
40,2000,4.339800580055453e-05,1.535219416837208e-05,2.804581163218245e-05,0.0,0.0,60,0.00011439407535362989,2.804490395647008e-05,8.634917321614921e-05,0.0,0.0,60,6.880084401927888e-05,1.9618999431259e-05,4.918184640700929e-05,0.0,0.0,60
41,2050,4.369754606159404e-05,1.5378189345938154e-05,2.831935853464529e-05,0.0,0.0,60,0.00010974382166750729,2.7514895919011906e-05,8.222892938647419e-05,0.0,0.0,60,6.467658386100084e-05,1.8048625861410983e-05,4.662795254262164e-05,0.0,0.0,60
42,2100,4.386037471704185e-05,1.5617642930010334e-05,2.8242731787031516e-05,0.0,0.0,60,0.000104445920442231,2.661268626980018e-05,7.783323235344142e-05,0.0,0.0,60,6.277273496380076e-05,1.8255976101499982e-05,4.451676068129018e-05,0.0,0.0,60
43,2150,4.248268669471145e-05,1.529231303720735e-05,2.719037001952529e-05,0.0,0.0,60,0.00010401893814560026,2.866613067453727e-05,7.535280019510537e-05,0.0,0.0,60,7.004790677456185e-05,1.9867191440425813e-05,5.018071533413604e-05,0.0,0.0,60
44,2200,4.114763578400016e-05,1.3890063200960867e-05,2.7257570764049888e-05,0.0,0.0,60,0.00010670222400221974,3.245332482038066e-05,7.424889918183908e-05,0.0,0.0,60,6.608730473089963e-05,1.931247788888868e-05,4.677483229897916e-05,0.0,0.0,60
45,2250,4.058219928992912e-05,1.1577616533031687e-05,2.9004579118918628e-05,0.0,0.0,60,9.660987416282296e-05,2.4524972104700282e-05,7.208489842014387e-05,0.0,0.0,60,5.935164517723024e-05,1.5904142856015824e-05,4.344750050222501e-05,0.0,0.0,60
46,2300,4.812146653421223e-05,1.3886759916204028e-05,3.42347047990188e-05,0.0,0.0,60,9.178191248793155e-05,2.4006523744901642e-05,6.777539238100871e-05,0.0,0.0,60,6.460062286350876e-05,2.0011040760437027e-05,4.458957846509293e-05,0.0,0.0,60
47,2350,3.9637478039367124e-05,1.2773143680533394e-05,2.6864336177823134e-05,0.0,0.0,60,9.134884749073535e-05,2.5471210392424837e-05,6.587764073628932e-05,0.0,0.0,60,6.420460704248399e-05,1.9777480702032335e-05,4.4427128159441054e-05,0.0,0.0,60
48,2400,4.157253715675324e-05,1.2873713785666041e-05,2.8698825190076604e-05,0.0,0.0,60,8.753201109357178e-05,2.368597051827237e-05,6.38460332993418e-05,0.0,0.0,60,6.544162170030177e-05,1.8209986592410132e-05,4.723163874587044e-05,0.0,0.0,60
49,2450,3.706696588778868e-05,1.1594670468184631e-05,2.547229451010935e-05,0.0,0.0,60,8.667528163641691e-05,2.4231598217738792e-05,6.244367978069931e-05,0.0,0.0,60,5.9364334447309375e-05,1.7637332348385826e-05,4.172699846094474e-05,0.0,0.0,60
50,2500,4.4307471398497e-05,1.3041433703619987e-05,3.1266034056898206e-05,0.0,0.0,60,8.441609679721296e-05,2.3649072318221442e-05,6.0767029935959727e-05,0.0,0.0,60,5.7645273045636714e-05,1.5102217730600387e-05,4.254305531503633e-05,0.0,0.0,60
51,2550,3.590727283153683e-05,1.0901030691456981e-05,2.500624214007985e-05,0.0,0.0,60,8.127211185637861e-05,2.2508018446387723e-05,5.8764089772012085e-05,0.0,0.0,60,6.259333167690784e-05,1.9061202692682855e-05,4.353213444119319e-05,0.0,0.0,60
52,2600,3.953856503358111e-05,1.28036699607037e-05,2.67348914348986e-05,0.0,0.0,60,8.289985271403566e-05,2.3917993530631065e-05,5.8981859183404595e-05,0.0,0.0,60,6.217986810952425e-05,1.8363196431891993e-05,4.381666803965345e-05,0.0,0.0,60
53,2650,4.079652717337012e-05,1.1379027455404866e-05,2.9417498808470555e-05,0.0,0.0,60,7.94356019468978e-05,2.249229873996228e-05,5.694329956895672e-05,0.0,0.0,60,5.914877692703158e-05,1.695535502221901e-05,4.219342372380197e-05,0.0,0.0,60
54,2700,3.896804264513776e-05,1.1960979463765398e-05,2.700706318137236e-05,0.0,0.0,60,7.679306145291775e-05,2.3912893084343523e-05,5.288016836857423e-05,0.0,0.0,60,6.194126763148233e-05,1.8315315173822455e-05,4.3625950638670474e-05,0.0,0.0,60
55,2750,3.552019188646227e-05,1.0215163456450682e-05,2.530502933950629e-05,0.0,0.0,60,8.057169907260686e-05,2.5316005121567287e-05,5.525569577002898e-05,0.0,0.0,60,5.592156230704859e-05,1.3056647730991244e-05,4.286491093807854e-05,0.0,0.0,60
56,2800,3.6297107726568356e-05,1.1426745913922787e-05,2.487036181264557e-05,0.0,0.0,60,7.336171256611124e-05,2.1474035747814924e-05,5.188767681829631e-05,0.0,0.0,60,7.624919817317277e-05,2.2052201529731974e-05,5.419699300546199e-05,0.0,0.0,60
57,2850,3.684897819766775e-05,1.1588608685997315e-05,2.526036769268103e-05,0.0,0.0,60,7.605119026266038e-05,2.5045586880878545e-05,5.100560520077124e-05,0.0,0.0,60,6.0231446695979685e-05,1.396408424625406e-05,4.6267363359220326e-05,0.0,0.0,60
58,2900,4.261432331986725e-05,1.1346719475113787e-05,3.126760202576406e-05,0.0,0.0,60,7.505500980187207e-05,2.432377550576348e-05,5.0731236115098e-05,0.0,0.0,60,5.692670674761757e-05,1.4055205610929988e-05,4.287149931769818e-05,0.0,0.0,60
59,2950,3.584211299312301e-05,1.0385478162788786e-05,2.5456634830334224e-05,0.0,0.0,60,7.446797098964453e-05,2.2573829483008012e-05,5.189414514461532e-05,0.0,0.0,60,7.176522194640711e-05,2.1792904590256512e-05,4.99723173561506e-05,0.0,0.0,60
60,3000,4.6747347369091585e-05,1.6471960407216102e-05,3.0275386961875483e-05,0.0,0.0,60,6.804938311688602e-05,2.246463373012375e-05,4.5584747567772865e-05,0.0,0.0,60,6.104943167883903e-05,1.5757028450025246e-05,4.529240322881378e-05,0.0,0.0,60
61,3050,3.480634040897712e-05,9.946765203494579e-06,2.485957338649314e-05,0.0,0.0,60,6.810289778513834e-05,2.1577794541371986e-05,4.6525099605787545e-05,0.0,0.0,60,6.500352174043655e-05,1.603944292583037e-05,4.8964080633595586e-05,0.0,0.0,60
62,3100,4.138375516049564e-05,1.0627652045513969e-05,3.0756105843465775e-05,0.0,0.0,60,6.608072726521641e-05,2.001842403842602e-05,4.606230140780099e-05,0.0,0.0,60,5.707599484594539e-05,1.2699936632998288e-05,4.43760582129471e-05,0.0,0.0,60
63,3150,3.764669600059278e-05,1.056696601153817e-05,2.707972817006521e-05,0.0,0.0,60,6.42152881482616e-05,1.9603201508289203e-05,4.4612086639972404e-05,0.0,0.0,60,6.809490150772035e-05,2.2704647562932223e-05,4.539025394478813e-05,0.0,0.0,60
64,3200,3.9592421671841294e-05,1.1162586815771647e-05,2.8429834856069647e-05,0.0,0.0,60,6.619880878133699e-05,2.2088963305577636e-05,4.410984547575936e-05,0.0,0.0,60,5.949941260041669e-05,1.2847749530919828e-05,4.6651664888486266e-05,0.0,0.0,60
65,3250,3.707958967424929e-05,1.1485282811918296e-05,2.5594305043341592e-05,0.0,0.0,60,7.163930422393605e-05,2.286452945554629e-05,4.877477476838976e-05,0.0,0.0,60,6.183749792398885e-05,1.7388356354786083e-05,4.444914520718157e-05,0.0,0.0,60
66,3300,3.49784386344254e-05,9.796805898076855e-06,2.5181630917359143e-05,0.0,0.0,60,7.266159082064405e-05,2.5228033337043598e-05,4.743356112157926e-05,0.0,0.0,60,5.697305459761992e-05,1.2071462151652668e-05,4.490158971748315e-05,0.0,0.0,60
67,3350,3.9678496250417084e-05,9.632616638555191e-06,3.004587779287249e-05,0.0,0.0,60,6.150396075099707e-05,2.1463052689796314e-05,4.004090806120075e-05,0.0,0.0,60,5.555117240874097e-05,1.0969549293804448e-05,4.458162220544182e-05,0.0,0.0,60
68,3400,3.574150105123408e-05,9.661747753852978e-06,2.6079753297381103e-05,0.0,0.0,60,6.25443208264187e-05,2.1155788999749348e-05,4.138853546464816e-05,0.0,0.0,60,5.697891901945695e-05,1.1971207641181536e-05,4.500770955928601e-05,0.0,0.0,60
69,3450,3.649567952379584e-05,1.0440589903737418e-05,2.6055089620058425e-05,0.0,0.0,60,6.250118894968182e-05,2.1660502170561813e-05,4.0840692236088216e-05,0.0,0.0,60,5.7435434428043664e-05,1.2292047358641867e-05,4.51433879788965e-05,0.0,0.0,60
70,3500,4.0863385947886854e-05,8.800592695479281e-06,3.206279143341817e-05,0.0,0.0,60,5.9306315961293876e-05,2.000745735131204e-05,3.9298858609981835e-05,0.0,0.0,60,5.539495759876445e-05,1.1448973054939415e-05,4.394598727230914e-05,0.0,0.0,60
71,3550,3.626249235821888e-05,1.0123038009623997e-05,2.6139452529605478e-05,0.0,0.0,60,5.9957674238830805e-05,2.2021402401151136e-05,3.793626819970086e-05,0.0,0.0,60,6.421696161851287e-05,1.3435732398647815e-05,5.0781229219865054e-05,0.0,0.0,60
72,3600,3.7152523873373866e-05,9.811204108700622e-06,2.7341320674167946e-05,0.0,0.0,60,6.191548163769767e-05,2.2439176973421127e-05,3.947630466427654e-05,0.0,0.0,60,5.798117854283191e-05,1.2229416824993677e-05,4.575176353682764e-05,0.0,0.0,60
73,3650,3.865357575705275e-05,8.302843525598291e-06,3.035073314094916e-05,0.0,0.0,60,5.956044697086327e-05,2.187820427934639e-05,3.7682242691516876e-05,0.0,0.0,60,5.985032839816995e-05,1.4079585525905713e-05,4.5770742872264236e-05,0.0,0.0,60
74,3700,4.334628829383291e-05,9.810523806663696e-06,3.353576175868511e-05,0.0,0.0,60,5.8623150835046545e-05,2.0722953195217997e-05,3.7900201277807355e-05,0.0,0.0,60,6.191745342221111e-05,1.620239345356822e-05,4.571505996864289e-05,0.0,0.0,60
75,3750,4.16821421822533e-05,9.704681360744871e-06,3.1977462640497833e-05,0.0,0.0,60,5.5770669860066846e-05,1.9044371583731845e-05,3.6726298276335e-05,0.0,0.0,60,5.341490759747103e-05,1.0189642125624232e-05,4.32252672908362e-05,0.0,0.0,60
76,3800,3.911938256351277e-05,9.857356417342089e-06,2.9262022508191876e-05,0.0,0.0,60,5.629345105262473e-05,2.016145117522683e-05,3.6132001696387306e-05,0.0,0.0,60,6.217740883585066e-05,1.7848915376816876e-05,4.432849527802318e-05,0.0,0.0,60
77,3850,3.813944204011932e-05,9.745419447426684e-06,2.839402441168204e-05,0.0,0.0,60,5.3919764468446374e-05,1.8282011296832934e-05,3.563775680959225e-05,0.0,0.0,60,5.2461888117250055e-05,9.6252852017642e-06,4.283660382498056e-05,0.0,0.0,60
78,3900,4.2867079173447564e-05,1.2334783605183475e-05,3.053229738725349e-05,0.0,0.0,60,5.514889562618919e-05,2.0103818314964883e-05,3.504507913021371e-05,0.0,0.0,60,7.751744124107063e-05,2.363066050747875e-05,5.3886775276623666e-05,0.0,0.0,60
79,3950,3.94543785660062e-05,9.195411621476524e-06,3.025896512554027e-05,0.0,0.0,60,5.515617522178218e-05,1.9275956219644286e-05,3.5880220821127295e-05,0.0,0.0,60,5.3732852393295616e-05,1.0196290531894192e-05,4.353655822342262e-05,0.0,0.0,60
80,4000,4.174378409516066e-05,1.0337142157368362e-05,3.14066419377923e-05,0.0,0.0,60,5.60145745112095e-05,2.144676363968756e-05,3.456780905253254e-05,0.0,0.0,60,5.5869255447760224e-05,1.3347729691304266e-05,4.252152575645596e-05,0.0,0.0,60
81,4050,3.975888466811739e-05,8.524383702024352e-06,3.1234500056598336e-05,0.0,0.0,60,5.664709897246212e-05,2.0015057089040056e-05,3.663204188342206e-05,0.0,0.0,60,5.833726027049124e-05,1.4532308341586031e-05,4.380495010991581e-05,0.0,0.0,60
82,4100,4.238308611093089e-05,9.292534741689451e-06,3.309054591227323e-05,0.0,0.0,60,5.374609463615343e-05,2.0221947124809958e-05,3.3524149330332875e-05,0.0,0.0,60,5.2233397582313046e-05,9.903415957523976e-06,4.2329978896304965e-05,0.0,0.0,60
83,4150,4.755394547828473e-05,9.749614036991261e-06,3.780432962230407e-05,0.0,0.0,60,5.563390368479304e-05,2.162137570849154e-05,3.4012526157312095e-05,0.0,0.0,60,5.259548197500408e-05,1.1551321222214028e-05,4.104415711481124e-05,0.0,0.0,60
84,4200,4.322735549067147e-05,9.96441758616129e-06,3.326293881400488e-05,0.0,0.0,60,5.680957838194445e-05,2.2316782633424737e-05,3.4492797567509115e-05,0.0,0.0,60,5.231785326031968e-05,1.031238934956491e-05,4.200546391075477e-05,0.0,0.0,60
85,4250,4.149523374508135e-05,1.0116701560036745e-05,3.1378531275549904e-05,0.0,0.0,60,5.3503652452491224e-05,1.8179669496021233e-05,3.532398113748059e-05,0.0,0.0,60,5.257290104054846e-05,1.0132755051017739e-05,4.2440144170541316e-05,0.0,0.0,60
86,4300,4.442317731445655e-05,1.0368077710154466e-05,3.4055105061270297e-05,0.0,0.0,60,5.090310514788143e-05,1.8908420315710828e-05,3.1994684832170606e-05,0.0,0.0,60,6.555989966727793e-05,2.316054087714292e-05,4.239935879013501e-05,0.0,0.0,60
87,4350,4.6257133362814784e-05,1.0238983122690115e-05,3.601815114961937e-05,0.0,0.0,60,5.458026134874672e-05,2.1809322788612917e-05,3.27709385601338e-05,0.0,0.0,60,5.047281592851505e-05,9.18993100640364e-06,4.12828812841326e-05,0.0,0.0,60
88,4400,4.6076187572907656e-05,1.2520107702584937e-05,3.355607987032272e-05,0.0,0.0,60,4.90494494442828e-05,1.7962818674277514e-05,3.1086630770005286e-05,0.0,0.0,60,4.9783448048401624e-05,1.0369630217610393e-05,3.941381874028593e-05,0.0,0.0,60
89,4450,4.569078373606317e-05,9.915561349771451e-06,3.5775221476797014e-05,0.0,0.0,60,4.982528480468318e-05,1.8563983758213e-05,3.126129740849137e-05,0.0,0.0,60,5.950207923888229e-05,1.608011734788306e-05,4.342196189099923e-05,0.0,0.0,60
90,4500,4.818615343538113e-05,1.1319754776195623e-05,3.686640047817491e-05,0.0,0.0,60,5.393195169745013e-05,2.203588155680336e-05,3.189607377862558e-05,0.0,0.0,60,5.0411887059453875e-05,1.1869169611600228e-05,3.854271926684305e-05,0.0,0.0,60
91,4550,4.569016891764477e-05,1.0384008419350721e-05,3.530616231728345e-05,0.0,0.0,60,4.926754263578914e-05,1.7399846910848282e-05,3.186769754393026e-05,0.0,0.0,60,5.5549062381032854e-05,1.383674953103764e-05,4.1712308302521706e-05,0.0,0.0,60
92,4600,4.457261093193665e-05,9.732863873068709e-06,3.483974433038384e-05,0.0,0.0,60,4.7638237447245046e-05,1.8026676116278395e-05,2.961156133096665e-05,0.0,0.0,60,4.739625001093373e-05,9.520748790237121e-06,3.78754994017072e-05,0.0,0.0,60
93,4650,4.4804197386838496e-05,9.388898433826398e-06,3.54153016814962e-05,0.0,0.0,60,5.063902062829584e-05,1.914734093588777e-05,3.149168333038688e-05,0.0,0.0,60,5.213358235778287e-05,1.2656772014452145e-05,3.947681398130953e-05,0.0,0.0,60
94,4700,4.698807606473565e-05,1.013250403048005e-05,3.6855573853245005e-05,0.0,0.0,60,4.7670473577454686e-05,1.7669664885033853e-05,3.000081233039964e-05,0.0,0.0,60,5.235899880062789e-05,1.1718590030795895e-05,4.064040695084259e-05,0.0,0.0,60
95,4750,5.332321597961709e-05,1.137898289016448e-05,4.194423308945261e-05,0.0,0.0,60,5.030749525758438e-05,2.0445413611014374e-05,2.9862083465559408e-05,0.0,0.0,60,4.730966247734614e-05,1.004940531856846e-05,3.726025897776708e-05,0.0,0.0,60
96,4800,5.3232655773172155e-05,8.750476808927488e-06,4.448218169272877e-05,0.0,0.0,60,4.6991724957479164e-05,1.83690990525065e-05,2.862262408598326e-05,0.0,0.0,60,5.998160122544505e-05,1.9047107343794778e-05,4.093449388165027e-05,0.0,0.0,60
97,4850,5.4855849157320336e-05,1.2334435268712696e-05,4.252141297911294e-05,0.0,0.0,60,4.588651790982112e-05,1.7426031263312325e-05,2.8460486646508798e-05,0.0,0.0,60,4.7403031203430146e-05,1.0260375347570516e-05,3.7142654036870226e-05,0.0,0.0,60
98,4900,4.819683817913756e-05,9.589939509169199e-06,3.860690048895776e-05,0.0,0.0,60,4.79637055832427e-05,1.8659835404832847e-05,2.930386835942045e-05,0.0,0.0,60,4.490604987950064e-05,7.983587238413747e-06,3.692246173159219e-05,0.0,0.0,60
99,4950,5.1837352657457814e-05,1.2800906915799715e-05,3.90364475606475e-05,0.0,0.0,60,4.4749984226655215e-05,1.6378613509004936e-05,2.837137071765028e-05,0.0,0.0,60,5.657650763168931e-05,1.3990044863021467e-05,4.2586463678162545e-05,0.0,0.0,60
100,5000,5.0704733439488336e-05,8.80300831340719e-06,4.190172330709174e-05,0.0,0.0,60,4.641296254703775e-05,1.785483254934661e-05,2.8558133635669947e-05,0.0,0.0,60,4.7034416638780385e-05,1.1229381925659254e-05,3.580503471312113e-05,0.0,0.0,60
