,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9,decoder_10,sindy_x_10,reg_10,sindy_z_10,active_coeffs_10,coeff_10,decoder_11,sindy_x_11,reg_11,sindy_z_11,active_coeffs_11,coeff_11
0,0.0,0.0770701915025711,0.0028215562924742,1.9999999494757503e-05,0.0,60,0.0,0.0717746168375015,0.0031180479563772,1.9999999494757503e-05,0.0,60,0.0,0.0757190734148025,0.0016269907355308,1.9999999494757503e-05,0.0,60,0.0,0.073274627327919,0.0024796470534056,1.9999999494757503e-05,0.0,60,0.0,0.0767645686864852,0.0019502673530951,1.9999999494757503e-05,0.0,60,0.0,0.0705654621124267,0.0026154657825827,1.9999999494757503e-05,0.0,60,0.0,0.0716279000043869,0.0022070202976465,1.9999999494757503e-05,0.0,60,0.0,0.0832926481962204,0.0019141323864459,1.9999999494757503e-05,0.0,60,0.0,0.2702469229698181,0.0096611371263861,7.999999797903001e-05,0.0,60,0.0,0.3079022765159607,0.0091772871091961,7.999999797903001e-05,0.0,60,0.0,0.342351347208023,0.0092725455760955,7.999999797903001e-05,0.0,60,0.0,0.2559671103954315,0.009973455220460892,7.999999797903001e-05,0.0,60,0.0
1,50.0,0.0060219503939151,0.0024833076167851,1.6908867110032588e-05,0.0,60,0.0,0.0069881239905953,0.0025310958735644,1.7454096450819634e-05,0.0,60,0.0,0.0056100040674209,0.0014519017422571,1.6181831597350538e-05,0.0,60,0.0,0.007459067273885,0.0023907211143523,1.526360028947238e-05,0.0,60,0.0,0.0048868102021515,0.0019345437176525,1.504217379988404e-05,0.0,60,0.0,0.0056731719523668,0.0024824938736855,1.7698239389574155e-05,0.0,60,0.0,0.0028733205981552,0.0016970967408269,1.776274075382389e-05,0.0,60,0.0,0.0056365001946687,0.001357126282528,1.6924286683206446e-05,0.0,60,0.0,0.0256210509687662,0.0082214474678039,6.801983545301482e-05,0.0,60,0.0,0.012844149954617,0.0081078009679913,5.512323696166277e-05,0.0,60,0.0,0.0250934548676013,0.0088749779388308,7.203737186500803e-05,0.0,60,0.0,0.02584308385848999,0.008148621767759323,6.413144728867337e-05,0.0,60,0.0
2,100.0,0.0022333585657179,0.0014967828756198,1.5079999684530776e-05,0.0,56,0.0,0.0024669293779879,0.001708585768938,1.4374308193509933e-05,0.0,53,0.0,0.0012872111983597,0.0007123231189325,1.5949548469507135e-05,0.0,55,0.1428571428571428,0.0018746622372418,0.0012169381370767,1.4298955647973344e-05,0.0,58,0.0,0.0015430356143042,0.0008577138069085,1.212686038343236e-05,0.0,51,0.1428571428571428,0.0018898784182965,0.0019461698830127,1.2826631973439362e-05,0.0,52,0.1428571428571428,0.0013550959993153,0.0006957514560781,1.7832677258411422e-05,0.0,57,0.0,0.0016178750665858,0.0006185707170516,1.6899612091947347e-05,0.0,54,0.1428571428571428,0.0114304237067699,0.0056190867908298,5.998837877996266e-05,0.0,60,0.0,0.0063681313768029,0.0034246316645294,5.390483056544326e-05,0.0,60,0.0,0.0074215638451278,0.0033930165227502,7.110301521606743e-05,0.0,60,0.0,0.007627671118825674,0.005546485539525747,6.35904143564403e-05,0.0,60,0.0
3,150.0,0.0013000718317925,0.0009221694199368,1.5154788343352266e-05,0.0,53,0.0,0.001106419134885,0.001199469086714,1.367321328871185e-05,0.0,50,0.1428571428571428,0.000462975440314,0.0003294769558124,1.5572588381473906e-05,0.0,52,0.1428571428571428,0.000924909079913,0.0006542234914377,1.370043264614651e-05,0.0,51,0.1428571428571428,0.0011031138710677,0.0005077478708699,1.1424713193264324e-05,0.0,46,0.1428571428571428,0.0011466387659311,0.00124889658764,1.354869527858682e-05,0.0,50,0.1428571428571428,0.0006541637703776,0.0004619250830728,1.6532834706595168e-05,0.0,54,0.1428571428571428,0.0008250311948359,0.0004077739722561,1.6928852346609347e-05,0.0,52,0.1428571428571428,0.0037146017421036,0.0032362570054829,5.9072299336548895e-05,0.0,60,0.0,0.0035246713086962,0.0027131389360874,5.382040035328828e-05,0.0,60,0.0,0.0032318537123501,0.0020956217776983,6.726384890498593e-05,0.0,60,0.0,0.003056681016460061,0.001953747821971774,6.525975186377764e-05,0.0,60,0.0
4,200.0,0.0009074177360162,0.0005799488862976,1.556312054162845e-05,0.0,49,0.0,0.0006560050533153,0.0009200079366564,1.3389957530307584e-05,0.0,45,0.1428571428571428,0.000272698700428,0.0002437013899907,1.5616422388120554e-05,0.0,48,0.1428571428571428,0.0006457585841417,0.0005100260023027,1.4151949471852276e-05,0.0,47,0.1428571428571428,0.0007820741739124,0.0003094391722697,1.089377110474743e-05,0.0,43,0.2857142857142857,0.0005430109449662,0.0010498003102838,1.360979786113603e-05,0.0,44,0.1428571428571428,0.0004690679488703,0.0003462199820205,1.6211746697081253e-05,0.0,46,0.1428571428571428,0.0003942432813346,0.0002712006971705,1.604244789632503e-05,0.0,49,0.1428571428571428,0.0022259398829191,0.0015954715199768,6.247513374546543e-05,0.0,60,0.0,0.0020705272909253,0.0020243495237082,5.578464697464369e-05,0.0,60,0.0,0.0020259812008589,0.0015484469477087,6.682739331154153e-05,0.0,60,0.0,0.00192350335419178,0.0014779010089114308,6.60427103866823e-05,0.0,60,0.0
5,250.0,0.0007060602656565,0.000476841116324,1.5833111319807358e-05,0.0,47,0.0,0.0005441577523015,0.0005443506524898,1.3604643754661083e-05,0.0,39,0.2857142857142857,0.000201938819373,0.0002133222587872,1.6145453628269024e-05,0.0,45,0.1428571428571428,0.0005003800615668,0.0004549683071672,1.4643987924500834e-05,0.0,45,0.1428571428571428,0.0004381945182103,0.0003273522597737,1.0882846254389731e-05,0.0,38,0.2857142857142857,0.0003802108694799,0.0008789652492851,1.4225568520487286e-05,0.0,44,0.1428571428571428,0.0003712133038789,0.0002914760261774,1.6793708709883504e-05,0.0,44,0.1428571428571428,0.0002827895223163,0.0002251837431685,1.56611786223948e-05,0.0,45,0.1428571428571428,0.0015991912223398,0.0012407267931848,6.61326848785393e-05,0.0,55,0.0,0.0013665854930877,0.0016344160540029,5.8649919083109125e-05,0.0,50,0.1428571428571428,0.0014240911696106,0.0013374588452279,6.912030949024484e-05,0.0,55,0.0,0.0014436637284234166,0.0013174242340028286,6.88104992150329e-05,0.0,53,0.0
6,300.0,0.0005883823614567,0.0004264924791641,1.6098703781608492e-05,0.0,46,0.0,0.0004605095600709,0.000362055725418,1.3810681593895424e-05,0.0,39,0.2857142857142857,0.0001596525835338,0.0001961854868568,1.6794017938082106e-05,0.0,41,0.1428571428571428,0.0004186651494819,0.0003905504709109,1.5153335880313534e-05,0.0,41,0.1428571428571428,0.0003005097678396,0.0002536261454224,1.1183029528183395e-05,0.0,34,0.4285714285714285,0.0003236002521589,0.0004731115477625,1.4677912076876964e-05,0.0,44,0.1428571428571428,0.0003075596468988,0.0002536627580411,1.7448506696382537e-05,0.0,44,0.1428571428571428,0.000230270641623,0.0001967906428035,1.5858373444643803e-05,0.0,43,0.1428571428571428,0.001248056651093,0.0010291347280144,7.098037895048037e-05,0.0,55,0.0,0.0010580493835732,0.0013286239700391,6.065162233426236e-05,0.0,50,0.1428571428571428,0.0010373472468927,0.0009982037590816,7.252703653648496e-05,0.0,55,0.0,0.0011345511302351952,0.001151115051470697,7.216132507892326e-05,0.0,53,0.0
7,350.0,0.0005045470315963,0.0003834782983176,1.6370186131098308e-05,0.0,44,0.0,0.0003804344451054,0.0003206706314813,1.396950119669782e-05,0.0,38,0.2857142857142857,0.0001286920596612,0.0001739323197398,1.7471942555857822e-05,0.0,38,0.1428571428571428,0.0003588597173802,0.0003471064264886,1.5651265130145475e-05,0.0,40,0.2857142857142857,0.000219485242269,0.0002400164084974,1.1765184353862423e-05,0.0,33,0.4285714285714285,0.0002683794591575,0.0003813738003373,1.4980631931393871e-05,0.0,42,0.1428571428571428,0.0002672940026968,0.0002271487610414,1.7942258637049235e-05,0.0,43,0.1428571428571428,0.0001927552511915,0.0001747139613144,1.6369020158890635e-05,0.0,39,0.2857142857142857,0.0010645620059221,0.0008745223749428,7.537632336607203e-05,0.0,55,0.0,0.0008896453073248,0.001157394843176,6.192307773744687e-05,0.0,50,0.1428571428571428,0.0008087558671832,0.0007672967039979,7.673135405639187e-05,0.0,55,0.0,0.0008947138558141887,0.000994776375591755,7.497988553950563e-05,0.0,53,0.0
8,400.0,0.0004338950384408,0.0003459144791122,1.664819137658924e-05,0.0,42,0.0,0.0003175916499458,0.0002857379731722,1.414553844369948e-05,0.0,35,0.2857142857142857,0.0001060253125615,0.0001580175303388,1.812234040698968e-05,0.0,37,0.1428571428571428,0.0003103039343841,0.000315096869599,1.6007099475245923e-05,0.0,38,0.2857142857142857,0.0001745356421452,0.0003927552024833,1.2297752618906088e-05,0.0,30,0.5714285714285714,0.0002349152346141,0.0003233819152228,1.532839087303728e-05,0.0,40,0.1428571428571428,0.0002298266772413,0.0002032306219916,1.829503344197292e-05,0.0,42,0.1428571428571428,0.0001602479169378,0.0001547601423226,1.6988558854791336e-05,0.0,38,0.2857142857142857,0.0009370570769533,0.0007528621936216,7.947461563162506e-05,0.0,55,0.0,0.0007726506446488,0.0010304363677278,6.29628193564713e-05,0.0,50,0.1428571428571428,0.0006662516389042,0.0006368916365318,7.95414307503961e-05,0.0,55,0.0,0.0006957230507396162,0.0008380177314393222,7.800239109201357e-05,0.0,53,0.0
9,450.0,0.0003695036866702,0.0003064516349695,1.690512362984009e-05,0.0,42,0.0,0.0002709979307837,0.0002580254513304,1.4417063539440278e-05,0.0,33,0.4285714285714285,8.906434959499165e-05,0.0001445707603124,1.87397345143836e-05,0.0,37,0.1428571428571428,0.0002685881045181,0.0002942472929134,1.6352636521332897e-05,0.0,35,0.2857142857142857,0.0001459176128264,0.0001873028086265,1.2655068530875724e-05,0.0,30,0.5714285714285714,0.0002040715771727,0.0002814506005961,1.5736823115730658e-05,0.0,40,0.1428571428571428,0.0001968187862075,0.0001816964067984,1.86378547368804e-05,0.0,41,0.1428571428571428,0.000131467153551,0.0001395056169712,1.7639666111790575e-05,0.0,38,0.2857142857142857,0.0008316370658576,0.0006519312155432,8.287577657029033e-05,0.0,55,0.0,0.0007052320288494,0.0009216119069606,6.372839561663568e-05,0.0,50,0.1428571428571428,0.0005541323334909,0.0005376537446863,8.197337592719123e-05,0.0,55,0.0,0.0005555440438911319,0.0007105844561010599,8.134680683724582e-05,0.0,53,0.0
