,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4
0,0.0,0.03702960163354874,0.0014286177465692163,9.999999747378752e-06,0.0,60,0.0,0.03735180199146271,0.0015976354479789734,9.999999747378752e-06,0.0,60,0.0,0.03399006277322769,0.001204994972795248,9.999999747378752e-06,0.0,60,0.0,0.0321597158908844,0.0015862655127421021,9.999999747378752e-06,0.0,60,0.0,0.03668622300028801,0.0011064759455621243,9.999999747378752e-06,0.0,60,0.0
1,50.0,0.0074831233359873295,0.0014286752557381988,9.142295311903581e-06,0.0,60,0.0,0.009744448587298393,0.0016079181805253029,9.201282409776468e-06,0.0,60,0.0,0.008764463476836681,0.0012103626504540443,9.28971257962985e-06,0.0,60,0.0,0.006304766982793808,0.0015841519925743341,9.180222150462214e-06,0.0,60,0.0,0.00823492556810379,0.0011164462193846703,9.1147057901253e-06,0.0,60,0.0
2,100.0,0.004221268463879824,0.0014239330776035786,8.546272511011921e-06,0.0,60,0.0,0.004707228858023882,0.0015776468208059669,8.835610969981644e-06,0.0,60,0.0,0.003745129331946373,0.0011985014425590634,8.85360987012973e-06,0.0,60,0.0,0.0037534129805862904,0.001582109834998846,8.749432709009852e-06,0.0,60,0.0,0.0036527307238429785,0.00109753361903131,8.864575647749007e-06,0.0,60,0.0
3,150.0,0.0037640368100255728,0.0012302600080147386,8.41794735606527e-06,0.0,60,0.0,0.002649398287758231,0.0013976894551888108,8.749905646254774e-06,0.0,60,0.0,0.0031862494070082903,0.0011575603857636452,8.571315447625238e-06,0.0,60,0.0,0.003370394231751561,0.0015399727271869779,8.476917173538823e-06,0.0,60,0.0,0.003053362248465419,0.0009149049292318523,8.860908565111458e-06,0.0,60,0.0
4,200.0,0.0027222398202866316,0.0011913038324564695,8.18773787614191e-06,0.0,60,0.0,0.0017882132669910789,0.0010425185319036245,8.653337317809928e-06,0.0,60,0.0,0.0028598944190889597,0.0009447811171412468,8.490482287015766e-06,0.0,60,0.0,0.0022344307508319616,0.0014560758136212826,8.17416912468616e-06,0.0,60,0.0,0.002352326875552535,0.0008217188878916204,8.639807674626354e-06,0.0,60,0.0
5,250.0,0.001732157776132226,0.0010088566923514009,8.027314834180288e-06,0.0,60,0.0,0.0014729504473507404,0.0007854678551666439,8.531680578016676e-06,0.0,60,0.0,0.0017755214357748628,0.0009248722926713526,8.394174074055627e-06,0.0,60,0.0,0.0014752123970538378,0.0012929134536534548,7.536527391494019e-06,0.0,60,0.0,0.0012376530794426799,0.0007497104234062135,8.197088391170837e-06,0.0,60,0.0
6,300.0,0.0013027245877310634,0.0008148775086738169,8.033495760173537e-06,0.0,58,0.0,0.0012854373781010509,0.0006109047099016607,8.469577551295515e-06,0.0,60,0.0,0.0011148619232699275,0.000809517630841583,8.230182174884249e-06,0.0,60,0.0,0.001194335869513452,0.0011224501067772508,7.305732196982717e-06,0.0,54,1.0,0.0009386679157614708,0.000622713181655854,8.008911208889913e-06,0.0,59,0.0
7,350.0,0.0010512889130041003,0.0006307394942268729,8.009807061171159e-06,0.0,58,0.0,0.0011613977840170264,0.0005350352730602026,8.427332431892864e-06,0.0,60,0.0,0.0007901773205958307,0.0005595521652139723,8.015820640139282e-06,0.0,60,0.0,0.0010486211394891143,0.0009591446723788977,7.242083484015893e-06,0.0,54,1.0,0.0007664276054129004,0.0005560559220612049,7.814269338268787e-06,0.0,59,0.0
8,400.0,0.0008662670734338462,0.0004974021576344967,7.962092240632046e-06,0.0,56,0.0,0.0010788606014102697,0.0004981951205991209,8.381713087146636e-06,0.0,59,0.0,0.0006106727523729205,0.0003457294951658696,7.89300520409597e-06,0.0,52,0.0,0.0009059974108822644,0.000813309452496469,7.330980679398635e-06,0.0,49,1.0,0.0006267913267947733,0.0005274048307910562,7.592262591060717e-06,0.0,56,0.0
9,450.0,0.0007224152213893831,0.00040599078056402504,7.91196998761734e-06,0.0,56,0.0,0.0010149842128157616,0.0004682572325691581,8.329792763106525e-06,0.0,59,0.0,0.0004943219246342778,0.00028715532971546054,7.808059308445081e-06,0.0,52,1.0,0.0007030244451016188,0.0006379868718795478,7.29220619177795e-06,0.0,49,1.0,0.0005102290888316929,0.0005014351918362081,7.396297860395862e-06,0.0,56,1.0
10,500.0,0.0006097130826674402,0.00035469740396365523,7.846288099244703e-06,0.0,50,1.0,0.0009608070249669254,0.0004416336305439472,8.269931640825234e-06,0.0,59,0.0,0.000413149333326146,0.00025898314197547734,7.753602403681725e-06,0.0,48,1.0,0.0005580653669312596,0.0004992868634872139,7.210518106148811e-06,0.0,45,1.0,0.00042472226778045297,0.00046802186989225447,7.227424703160068e-06,0.0,51,1.0
11,550.0,0.0005255349678918719,0.0003237490600440651,7.796500540280249e-06,0.0,50,2.0,0.0009116246365010738,0.00041749663068912923,8.200585398299154e-06,0.0,59,0.0,0.0003555853327270597,0.00024144181224983186,7.719491804891732e-06,0.0,48,1.0,0.0004613359924405813,0.00040386099135503173,7.178335181379225e-06,0.0,45,1.0,0.0003644087992142886,0.0004316311387810856,7.1143167588161305e-06,0.0,51,2.0
