,epoch,total_0,decoder_0,sindy_x_0,latent_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0,0.03436483442783356,33.300113677978516,1.0542631149291992,0.000458819093182683,0.009999999776482582,0.0,60,0.0
1,20,0.002683845581486821,1.8864532709121704,0.7912103533744812,0.00021181530610192567,0.005969976540654898,0.0,60,0.0
2,40,0.0010630475590005517,0.7129522562026978,0.3457087278366089,0.00026928517036139965,0.004117256961762905,0.0,60,0.0
3,60,0.0008557192049920559,0.6075257658958435,0.2437424659729004,0.0003038778668269515,0.004147102124989033,0.0,60,0.0
4,80,0.0006987046217545867,0.5088369250297546,0.1852571666240692,0.0003183706139679998,0.004292191006243229,0.0,60,0.0
5,100,0.0005872980691492558,0.4390309453010559,0.14334627985954285,0.00032190175261348486,0.004598981235176325,0.0,60,0.0
6,120,0.0005286965752020478,0.39578020572662354,0.1278109848499298,0.00032030075090005994,0.004785072989761829,0.0,60,0.0
7,140,0.0004916972829960287,0.36804085969924927,0.11862201988697052,0.00031178092467598617,0.0047225914895534515,0.0,60,0.0
8,160,0.00047305301995947957,0.35521775484085083,0.11279092729091644,0.0002988897613249719,0.0047454554587602615,0.0,60,0.0
9,180,0.0004574594204314053,0.34321460127830505,0.10920442640781403,0.00029389161500148475,0.0047465055249631405,0.0,60,0.0
10,200,0.0004281644942238927,0.3166182041168213,0.10616709291934967,0.0003006975748576224,0.005078500136733055,0.0,60,0.0
11,220,0.0003909048391506076,0.2840132713317871,0.10096724331378937,0.0003225310065317899,0.005601790267974138,0.0,60,0.0
12,240,0.00035895220935344696,0.25657138228416443,0.0959353893995285,0.00036388810258358717,0.0060815634205937386,0.0,60,0.0
13,260,0.00033557694405317307,0.23874503374099731,0.0900615006685257,0.00041006668470799923,0.0063603464514017105,0.0,60,0.0
14,280,0.00031460030004382133,0.22127214074134827,0.08629871904850006,0.00045901924022473395,0.0065704346634447575,0.0,60,0.0
15,300,0.0003032878739759326,0.2126355916261673,0.08342456817626953,0.000511743186507374,0.006715972442179918,0.0,60,0.0
16,320,0.0002969508641399443,0.2077791690826416,0.08168227970600128,0.0005647962680086493,0.006924630142748356,0.0,60,0.0
17,340,0.00028699467657133937,0.1985114961862564,0.08089607208967209,0.0006116892327554524,0.006975397001951933,0.0,60,0.0
18,360,0.0002833767211996019,0.19583693146705627,0.0797460675239563,0.0006503303302451968,0.007143411319702864,0.0,60,0.0
19,380,0.0002784980752039701,0.1922343224287033,0.0783623605966568,0.0006810267805121839,0.007220359519124031,0.0,60,0.0
20,400,0.00027348275762051344,0.188261017203331,0.07722774893045425,0.0007042780052870512,0.0072897314094007015,0.0,60,0.0
21,420,0.0002618172438815236,0.17843270301818848,0.07536885142326355,0.0007230910123325884,0.007292608730494976,0.0,60,0.0
22,440,0.0002525600721128285,0.17063084244728088,0.07389608770608902,0.0007385289063677192,0.0072946068830788136,0.0,60,0.0
23,460,0.0002454924106132239,0.16498365998268127,0.07244683802127838,0.0007536089979112148,0.007308331783860922,0.0,60,0.0
24,480,0.00024026207393035293,0.16108538210391998,0.0710039734840393,0.0007644135621376336,0.007408325560390949,0.0,60,0.0
25,500,0.00023132016940508038,0.15299442410469055,0.07003186643123627,0.0007735009421594441,0.007520395331084728,0.0,60,0.0
26,520,0.00022508291294798255,0.1475764364004135,0.06914032995700836,0.0007771252421662211,0.007589037995785475,0.0,60,0.0
27,540,0.00022071553394198418,0.14398282766342163,0.06830812990665436,0.0007774418336339295,0.007647103164345026,0.0,60,0.0
28,560,0.00021649962582159787,0.14048387110233307,0.06751100718975067,0.0007719510467723012,0.007732787635177374,0.0,59,0.0
29,580,0.00021200758055783808,0.13592763245105743,0.06750664114952087,0.0007692544022575021,0.007804051041603088,0.0,59,0.0
30,600,0.00020748644601553679,0.13191601634025574,0.0670083612203598,0.0007621534168720245,0.0077999429777264595,0.0,59,0.0
31,620,0.00020340795163065195,0.12894538044929504,0.06582260876893997,0.0007564288098365068,0.007883524522185326,0.0,59,0.0
32,640,0.00019910874834749848,0.1256166696548462,0.06481185555458069,0.0007506792899221182,0.007929535582661629,0.0,59,0.0
33,660,0.0001967291464097798,0.12411829084157944,0.06390595436096191,0.0007408799137920141,0.00796403270214796,0.0,58,0.0
34,680,0.00019676174269989133,0.12440230697393417,0.06363345682621002,0.000734260305762291,0.007991709746420383,0.0,58,0.0
35,700,0.0001955094194272533,0.12409059703350067,0.0626639574766159,0.0007293566013686359,0.008025513961911201,0.0,58,0.0
36,720,0.00019401351164560765,0.12355166673660278,0.061700765043497086,0.0007229829207062721,0.00803809892386198,0.0,56,0.0
37,740,0.00019403101759962738,0.12435753643512726,0.0609070360660553,0.0007184038404375315,0.008048022165894508,0.0,56,0.0
38,760,0.00019134119793307036,0.12307529151439667,0.05949680507183075,0.0007189452880993485,0.008050158619880676,0.0,54,0.0
39,780,0.00018981857283506542,0.12284566462039948,0.058229055255651474,0.0007139007793739438,0.008029947057366371,0.0,54,0.0
40,800,0.00019075258751399815,0.12436557561159134,0.057697050273418427,0.000708306732121855,0.007981657050549984,0.0,54,0.0
41,820,0.00018995616119354963,0.12387514114379883,0.05740378797054291,0.0007042683428153396,0.007972968742251396,0.0,54,0.0
42,840,0.00019001943292096257,0.12357116490602493,0.0577642023563385,0.0007007623789831996,0.00798329059034586,0.0,54,0.0
43,860,0.0001898283517220989,0.12392009794712067,0.057229094207286835,0.0006968124071136117,0.007982351817190647,0.0,54,0.0
