,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4
0,0.0,42.34028625488281,0.9954956769943236,0.0099999997764825,0.0,60,0.0,36.71308898925781,1.0361456871032717,0.0099999997764825,0.0,60,0.0,32.57769775390625,1.4143426418304443,0.0099999997764825,0.0,60,0.0,38.46262741088867,1.2353936433792114,0.0099999997764825,0.0,60,0.0,38.812232971191406,1.2644753456115723,0.009999999776482582,0.0,60,0.0
1,10.0,19.92840576171875,0.9980497360229492,0.0099758012220263,0.0,60,0.0,17.11235237121582,1.0385980606079102,0.0099906427785754,0.0,60,0.0,16.179655075073242,1.4143428802490234,0.0099983997642993,0.0,60,0.0,18.390384674072266,1.2393910884857178,0.0099730687215924,0.0,60,0.0,18.79086685180664,1.2630136013031006,0.00997800100594759,0.0,60,0.0
2,20.0,12.604459762573242,1.006450057029724,0.0098979547619819,0.0,60,0.0,11.19754409790039,1.045820713043213,0.009937148541212,0.0,60,0.0,11.320066452026367,1.41441011428833,0.0099955527111887,0.0,60,0.0,12.00284194946289,1.256999969482422,0.0099415108561515,0.0,60,0.0,12.139111518859863,1.2627606391906738,0.009966440498828888,0.0,60,0.0
3,30.0,10.365554809570312,1.010298490524292,0.0097852572798728,0.0,60,0.0,9.510892868041992,1.0466389656066897,0.0098409606143832,0.0,60,0.0,10.031749725341797,1.414738655090332,0.00998265016824,0.0,60,0.0,10.218795776367188,1.2633497714996338,0.0099047478288412,0.0,60,0.0,10.198883056640625,1.2627363204956055,0.009961078874766827,0.0,60,0.0
4,40.0,9.626641273498535,1.0073153972625732,0.0096634104847908,0.0,60,0.0,9.053716659545898,1.0431969165802002,0.0097478032112121,0.0,60,0.0,9.688825607299805,1.4152052402496338,0.0099541470408439,0.0,60,0.0,9.649784088134766,1.251413106918335,0.0098696108907461,0.0,60,0.0,9.61393928527832,1.2627322673797607,0.00995839387178421,0.0,60,0.0
5,50.0,9.350234031677246,1.002848744392395,0.0095539614558219,0.0,60,0.0,8.9410400390625,1.0410901308059692,0.0096812667325139,0.0,60,0.0,9.53267765045166,1.4152878522872925,0.0099166361615061,0.0,60,0.0,9.479080200195312,1.242516040802002,0.0098448283970355,0.0,60,0.0,9.466300964355469,1.2627284526824951,0.009956556372344494,0.0,60,0.0
6,60.0,9.19473648071289,0.9999023079872132,0.0094692735001444,0.0,60,0.0,8.879594802856445,1.0407333374023438,0.0096351588144898,0.0,60,0.0,9.403509140014648,1.4151549339294434,0.0098726907745003,0.0,60,0.0,9.436279296875,1.238680362701416,0.0098307142034173,0.0,60,0.0,9.41912841796875,1.2627298831939697,0.00995452981442213,0.0,60,0.0
7,70.0,9.04270076751709,0.9984607696533204,0.0094090234488248,0.0,60,0.0,8.799482345581055,1.0414928197860718,0.0095958774909377,0.0,60,0.0,9.220394134521484,1.4157097339630127,0.009817230515182,0.0,60,0.0,9.399953842163086,1.237239122390747,0.0098234955221414,0.0,60,0.0,9.359081268310547,1.262739658355713,0.009951543062925339,0.0,60,0.0
8,80.0,8.801711082458496,0.9980366230010986,0.0093663726001977,0.0,60,0.0,8.664288520812988,1.0441763401031494,0.0095526436343789,0.0,60,0.0,8.848533630371094,1.418547749519348,0.0097572254016995,0.0,60,0.0,9.34770393371582,1.236678123474121,0.0098197655752301,0.0,60,0.0,9.259764671325684,1.262768030166626,0.00994737446308136,0.0,60,0.0
9,90.0,8.396224021911621,0.9983207583427428,0.0093338908627629,0.0,60,0.0,8.418703079223633,1.0529303550720217,0.0094921858981251,0.0,60,0.0,8.202033996582031,1.4259016513824463,0.0097121074795722,0.0,60,0.0,9.247593879699709,1.2362885475158691,0.0098171886056661,0.0,60,0.0,9.081531524658203,1.2628226280212402,0.009942125529050827,0.0,60,0.0
10,100.0,7.803398132324219,0.9990086555480956,0.0093053132295608,0.0,60,0.0,7.999967575073242,1.0812382698059082,0.0093970224261283,0.0,60,0.0,7.300853729248047,1.4360766410827637,0.0096818190068006,0.0,60,0.0,9.027143478393556,1.2359178066253662,0.0098146619275212,0.0,60,0.0,8.745136260986328,1.2629271745681763,0.009936741553246975,0.0,60,0.0
11,110.0,7.096095085144043,0.999557614326477,0.0092757735401391,0.0,60,0.0,7.393241405487059,1.1591016054153442,0.0092576341703534,0.0,60,0.0,6.399423599243164,1.4379451274871826,0.0096565634012222,0.0,60,0.0,8.585927963256836,1.2358696460723877,0.0098129175603389,0.0,60,0.0,8.165533065795898,1.2631173133850098,0.009931087493896484,0.0,60,0.0
12,120.0,6.447527885437012,0.9992078542709352,0.0092441979795694,0.0,60,0.0,6.70746660232544,1.2743799686431885,0.0091034425422549,0.0,60,0.0,5.717432975769043,1.4275965690612793,0.0096349492669105,0.0,60,0.0,7.860320091247559,1.2364447116851809,0.0098120020702481,0.0,60,0.0,7.362060546875,1.2635544538497925,0.00991581566631794,0.0,60,0.0
13,130.0,5.936593532562256,0.9977529048919678,0.0092148389667272,0.0,60,0.0,6.071128845214844,1.310423493385315,0.0089568840339779,0.0,60,0.0,5.198001384735107,1.419105052947998,0.0096147991716861,0.0,60,0.0,7.001593589782715,1.236992359161377,0.0098126400262117,0.0,60,0.0,6.570918083190918,1.264026165008545,0.009893451817333698,0.0,60,0.0
