,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,total_6,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,total_7,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,total_8,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,total_9,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9
10,500,0.00015101295139174908,4.9109687097370625e-05,9.75173243205063e-05,4.385938154882751e-06,0.0,33,0.0002915111545007676,0.0001629900943953544,0.0001250620261998847,3.459026402197196e-06,0.0,30,0.0001531871093902737,4.971120142727159e-05,0.00010025522351497784,3.2206876312557142e-06,0.0,26,0.0002891019103117287,0.00010308250057278201,0.000181603740202263,4.415662260726094e-06,0.0,38,0.00012294446059968323,3.171329080942087e-05,8.720251935301349e-05,4.028652256238274e-06,0.0,30,0.00017083852435462177,4.536057167570107e-05,0.00012120472092647105,4.2732240217446815e-06,0.0,36,0.0001648339384701103,6.160648626973853e-05,9.855526877800003e-05,4.672190243582008e-06,0.0,36,0.00036332564195618033,0.00011110193008789793,0.0002486471785232425,3.5765506254392676e-06,0.0,28,0.00039483519503846765,0.00019064759544562548,0.0002006105351028964,3.577063807824743e-06,0.0,32,0.00016043521463871002,5.422183312475681e-05,0.00010218270472250879,4.030676791444421e-06,0.0,32
11,550,0.00014001017552800477,4.461405114852823e-05,9.10924281924963e-05,4.303705736674601e-06,0.0,33,0.00027709160349331796,0.00015619340410921723,0.00011757106403820217,3.3271101074205944e-06,0.0,27,0.00014027160068508238,4.3621646909741685e-05,9.35263597057201e-05,3.1236024824465858e-06,0.0,25,0.00026833798619918525,9.061393939191476e-05,0.00017353221483062953,4.191833795630373e-06,0.0,38,0.00010704313172027469,2.625701563374605e-05,7.685692980885506e-05,3.929187641915632e-06,0.0,30,0.00015332770999521017,3.793323048739694e-05,0.00011122625437565148,4.168214672972681e-06,0.0,35,0.00014981742424424738,5.4334297601599246e-05,9.093041444430128e-05,4.552708560368046e-06,0.0,33,0.0003441230219323188,0.00010133149771718308,0.00023927728761918843,3.514224545142497e-06,0.0,27,0.00037139980122447014,0.00017690427193883806,0.00019106971740256995,3.425819386393414e-06,0.0,31,0.00014392787124961615,4.6246776037150994e-05,9.379717812407762e-05,3.8839189073769376e-06,0.0,29
12,600,0.0001372432743664831,4.3096017179777846e-05,8.990597416413948e-05,4.241286660544574e-06,0.0,33,0.00026491694734431803,0.00014663503679912537,0.00011505403381306678,3.227862634958001e-06,0.0,26,0.00013121140364091843,3.945313437725417e-05,8.869561133906245e-05,3.0626499665231677e-06,0.0,25,0.0002522731083445251,8.123902807710692e-05,0.000167081190738827,3.952879069402115e-06,0.0,37,0.00010841876064660028,3.219538484700024e-05,7.237483077915385e-05,3.8485441109514795e-06,0.0,29,0.00014206914056558162,3.354177897563204e-05,0.00010445923544466496,4.068114776600851e-06,0.0,33,0.00013461710477713495,4.733100286102854e-05,8.284284558612853e-05,4.4432536014937796e-06,0.0,32,0.00032384286168962717,9.268132998840883e-05,0.00022769627685192972,3.465253030299209e-06,0.0,26,0.0003608964034356177,0.00016818298900034279,0.00018938998982775956,3.323432792967651e-06,0.0,29,0.00013304843741934747,4.131527020945214e-05,8.798404451226816e-05,3.7491240618692245e-06,0.0,29
13,650,0.0001322495227213949,4.087608976988122e-05,8.719742618268356e-05,4.176014044787735e-06,0.0,33,0.0002584356116130948,0.00014014574117027223,0.00011515052028698847,3.139333330182126e-06,0.0,25,0.00012129676179029047,3.761975312954746e-05,8.064657595241442e-05,3.030437483175774e-06,0.0,23,0.00023105482978280634,7.583214028272778e-05,0.0001514923933427781,3.730296612047823e-06,0.0,35,8.882984548108652e-05,2.1004110749345273e-05,6.403210863936692e-05,3.793625637626974e-06,0.0,29,0.000132897068397142,3.0521750886691734e-05,9.841868450166658e-05,3.956634827773087e-06,0.0,33,0.00012419305858202279,4.2170249798800796e-05,7.768168143229559e-05,4.341134626884013e-06,0.0,31,0.00030097051057964563,8.57595368870534e-05,0.00021179778559599072,3.4131776374124456e-06,0.0,26,0.00034722324926406145,0.0001600435352884233,0.00018393922073300928,3.240491423639469e-06,0.0,27,0.00012634573795367032,3.9298960473388433e-05,8.339068881468847e-05,3.6560898024617927e-06,0.0,29
14,700,0.00013348087668418884,4.325899135437794e-05,8.611490193288773e-05,4.106987034901977e-06,0.0,33,0.0002501166018191725,0.0001319005386903882,0.00011514744255691767,3.068632167924079e-06,0.0,25,0.00011329598783049732,3.4709839383140206e-05,7.558110519312322e-05,3.0050462100916775e-06,0.0,22,0.00021068580099381506,6.977770681260154e-05,0.00013737642439082265,3.531657057465054e-06,0.0,33,8.124388114083558e-05,1.912115294544492e-05,5.837117350893095e-05,3.7515571875701426e-06,0.0,28,0.00012406698078848422,2.7289837817079388e-05,9.293261246057227e-05,3.844523234874941e-06,0.0,32,0.00011517373059177771,3.8056638004491106e-05,7.287041080417112e-05,4.2466808736207895e-06,0.0,31,0.00028484678477980196,8.046222501434386e-05,0.00020102193229831755,3.3626322419877397e-06,0.0,25,0.0003391650097910315,0.0001525832776678726,0.00018341196118853986,3.169791625623475e-06,0.0,25,0.00011462973634479567,3.395475141587667e-05,7.709874626016244e-05,3.57624412572477e-06,0.0,29
15,750,0.00012515283015090972,3.8585243601119146e-05,8.252070983871818e-05,4.046877165819751e-06,0.0,31,0.0002455439534969628,0.00013092691369820386,0.00011162540613440797,2.9916272978880443e-06,0.0,25,0.00010808885417645797,3.302655750303529e-05,7.20818352419883e-05,2.980455292345141e-06,0.0,22,0.00018572395492810756,6.336822843877599e-05,0.00011897608783328906,3.379643203516025e-06,0.0,29,7.57834714022465e-05,1.768246693245601e-05,5.44014255865477e-05,3.699580247484846e-06,0.0,28,0.00011417583300499246,2.4869374101399444e-05,8.556946704629809e-05,3.7369898109318456e-06,0.0,31,0.00010673233191482723,3.547898450051434e-05,6.711404421366751e-05,4.139308657613583e-06,0.0,30,0.0002664729254320264,7.703033043071628e-05,0.00018613756401464343,3.3050444017135305e-06,0.0,25,0.00032907817512750626,0.0001448981638532132,0.00018111272947862744,3.0672806587972445e-06,0.0,24,0.0001058434572769329,3.1625269912183285e-05,7.072216976666823e-05,3.49602009919181e-06,0.0,29
16,800,0.00012146239168941975,3.819445919361897e-05,7.92865248513408e-05,3.981405825470574e-06,0.0,31,0.00023316105944104493,0.00012410886120051146,0.00010613671474857256,2.9154746243875707e-06,0.0,23,0.0001021351563395001,3.080066744587384e-05,6.838671106379479e-05,2.947776238215738e-06,0.0,22,0.00017407354607712477,5.996663458063267e-05,0.00011088966130046174,3.217259290977381e-06,0.0,28,7.053090666886419e-05,1.5511604942730628e-05,5.137650077813305e-05,3.6428057228476973e-06,0.0,28,0.00010626925359247252,2.2833997718407772e-05,7.980228838277981e-05,3.632964762800839e-06,0.0,30,0.00010073111479869112,3.373384606675245e-05,6.291838508332148e-05,4.078882739122491e-06,0.0,28,0.0002524901938159019,7.521505176555365e-05,0.00017403105448465794,3.2440930226584896e-06,0.0,25,0.000310557777993381,0.0001359510497422889,0.00017159916751552373,3.0075602808210533e-06,0.0,24,0.00010094673780258745,2.9625054594362155e-05,6.790667248424143e-05,3.4150154988310533e-06,0.0,29
17,850,0.00011967624595854431,3.664466930786148e-05,7.912233559181914e-05,3.909239239874296e-06,0.0,31,0.00022869075473863631,0.00011863634426845238,0.00010720913269324228,2.845272547347122e-06,0.0,23,9.537663572700694e-05,2.81889115285594e-05,6.427431799238548e-05,2.9134016585885547e-06,0.0,22,0.00016749593487475067,5.9577374486252666e-05,0.00010485063830856234,3.0679218525619945e-06,0.0,28,7.704532617935911e-05,1.900937240861822e-05,5.445151691674255e-05,3.5844384456140688e-06,0.0,28,0.00010027953976532444,2.3041609892970882e-05,7.37277659936808e-05,3.510159103825572e-06,0.0,28,9.280852100346237e-05,3.199567072442733e-05,5.6830045650713146e-05,3.98280417357455e-06,0.0,28,0.00024216738529503345,7.336780981859192e-05,0.00016561942175030708,3.1801434943190543e-06,0.0,24,0.0002942834689747542,0.00012613947910722345,0.00016520265489816666,2.9413224638119573e-06,0.0,24,9.489912918070331e-05,2.740501986409072e-05,6.415387179004028e-05,3.3402400276827393e-06,0.0,28
18,900,0.00012231899017933756,4.144429840380326e-05,7.703584560658783e-05,3.8388393477362115e-06,0.0,31,0.00022325184545479715,0.00011523616558406502,0.00010523128003114834,2.7843886982736876e-06,0.0,22,9.439029236091301e-05,2.728923936956562e-05,6.42269806121476e-05,2.8740710149577353e-06,0.0,22,0.00017790388665162027,6.353806384140626e-05,0.000111414585262537,2.951244141513598e-06,0.0,27,6.0935028159292415e-05,1.2209919987071771e-05,4.51894047728274e-05,3.535702944645891e-06,0.0,28,9.779762331163511e-05,2.3594870071974583e-05,7.081199873937294e-05,3.3907567740243394e-06,0.0,27,8.739991608308628e-05,2.7272768420516513e-05,5.6249955378007144e-05,3.87718955607852e-06,0.0,27,0.0002345973625779152,7.108874706318602e-05,0.0001604023709660396,3.1062561447470216e-06,0.0,24,0.00028525941888801754,0.00012241587683092803,0.0001599601237103343,2.883406750697759e-06,0.0,24,9.029071952681988e-05,2.833436337823514e-05,5.8692738093668595e-05,3.2636173727951245e-06,0.0,28
19,950,0.00011644846381386742,3.57431526936125e-05,7.691963401157409e-05,3.7856750623177504e-06,0.0,31,0.00021566785289905965,0.00011361436190782115,9.933164255926386e-05,2.7218452487431932e-06,0.0,22,8.85230692801997e-05,2.5278406610595994e-05,6.040290463715792e-05,2.841757577698445e-06,0.0,22,0.0001557227224111557,5.714262442779727e-05,9.573318675393239e-05,2.846908500941936e-06,0.0,27,6.14278469583951e-05,1.2313359547988512e-05,4.562887261272408e-05,3.4856143429351505e-06,0.0,28,8.922590495785698e-05,2.1256892068777233e-05,6.466811464633793e-05,3.300899152236525e-06,0.0,26,8.049834286794066e-05,2.544140807003714e-05,5.129648343427107e-05,3.7604509088851046e-06,0.0,27,0.00022707537573296577,6.872350058984011e-05,0.00015532589168287814,3.0259782306529814e-06,0.0,24,0.000281477376120165,0.00011975735105806962,0.00015888456255197525,2.8354659207252553e-06,0.0,24,8.607323979958892e-05,2.653037336131092e-05,5.6360659073106945e-05,3.1822028176975437e-06,0.0,27
