,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4
20,1000,0.00016659712127875537,6.919076986378059e-05,9.568349196342751e-05,1.722856609376322e-06,0.0,15,0.00010681530693545938,2.1529145669774152e-05,8.22560687083751e-05,3.0300980142783374e-06,0.0,24,0.000159326329594478,5.994909588480368e-05,9.6083567768801e-05,3.293667077741702e-06,0.0,26,0.00013448183017317206,4.147206345805898e-05,9.024012979352847e-05,2.7696339657268254e-06,0.0,24,8.698683086549863e-05,2.947844950540457e-05,5.482079723151401e-05,2.687589130800916e-06,0.0,24
21,1050,0.00015971357061062008,6.246010889299214e-05,9.559040336171165e-05,1.6630701793474145e-06,0.0,15,9.73489077296108e-05,2.1523052055272274e-05,7.287750486284494e-05,2.948352403109311e-06,0.0,24,0.00015488867938984185,5.880571552552283e-05,9.283437248086557e-05,3.2485800147696864e-06,0.0,26,0.0001288531202590093,3.8438440242316574e-05,8.772686851443723e-05,2.6878142307396047e-06,0.0,24,8.467683801427484e-05,2.8932467103004456e-05,5.314225927577354e-05,2.6021134544862434e-06,0.0,23
22,1100,0.00015844994049984962,5.9776557463919744e-05,9.70500914263539e-05,1.623300590836152e-06,0.0,15,9.757099905982614e-05,2.234006387880072e-05,7.23664416000247e-05,2.8644960821111454e-06,0.0,23,0.00014953095524106175,5.56734848942142e-05,9.063159086508676e-05,3.2258849387289956e-06,0.0,25,0.00012917652202304453,3.674487743410282e-05,8.982272993307561e-05,2.6089055609190837e-06,0.0,24,8.330417767865583e-05,2.756055437203031e-05,5.3217194363242015e-05,2.526430762372911e-06,0.0,22
23,1150,0.00016336717817466706,6.287344876909629e-05,9.890718501992524e-05,1.5865551858951221e-06,0.0,15,8.813349268166348e-05,2.0429179130587727e-05,6.4920233853627e-05,2.7840819711855147e-06,0.0,23,0.00015238265041261911,5.7364308304386213e-05,9.182392386719584e-05,3.1944205147738103e-06,0.0,25,0.0001274270616704598,3.5089851735392585e-05,8.980541315395385e-05,2.531799282223801e-06,0.0,24,8.090016490314156e-05,2.7737565687857568e-05,5.068830796517432e-05,2.474289431120269e-06,0.0,21
24,1200,0.00015649019042029977,5.619125658995472e-05,9.874509123619646e-05,1.5538399793513236e-06,0.0,15,8.91597883310169e-05,2.335160388611257e-05,6.309952732408419e-05,2.7086555292044068e-06,0.0,23,0.00014337516040541232,5.569932545768097e-05,8.451749454252422e-05,3.1583526833856013e-06,0.0,25,0.00011490607721498236,3.295219357823953e-05,7.949008431751281e-05,2.463802275087801e-06,0.0,23,7.828669913578779e-05,2.6580473786452785e-05,4.927695408696309e-05,2.429270352877211e-06,0.0,21
25,1250,0.00015374830400105566,5.508464528247714e-05,9.713816689327359e-05,1.5254938716680044e-06,0.0,15,8.297920430777594e-05,2.112942274834495e-05,5.921457341173664e-05,2.6352079203206813e-06,0.0,23,0.00014520164404530078,5.3765375923831016e-05,8.831842569634318e-05,3.117855612799758e-06,0.0,25,0.0001077572742360644,3.040736191906035e-05,7.496289617847651e-05,2.387014319538139e-06,0.0,23,7.914959132904187e-05,2.5706291125970893e-05,5.1068072934867814e-05,2.3752313609293196e-06,0.0,21
26,1300,0.00015124048513825983,5.4571133659919724e-05,9.517040598439053e-05,1.4989442433943623e-06,0.0,15,8.41994333313778e-05,2.3076314391801134e-05,5.855872586835176e-05,2.5643937533459393e-06,0.0,23,0.00014033207844477147,5.219342347118072e-05,8.505778532708064e-05,3.0808698738837847e-06,0.0,25,9.909002983476967e-05,2.7995671189273708e-05,6.87790525262244e-05,2.3153013444243697e-06,0.0,22,7.584780541947111e-05,2.490492806828115e-05,4.862949936068617e-05,2.3133729882829357e-06,0.0,20
27,1350,0.0001443810760974884,5.2899151341989636e-05,9.000675345305353e-05,1.4751733488083119e-06,0.0,14,8.013792103156447e-05,2.22278122237185e-05,5.5421518482035026e-05,2.488590553184622e-06,0.0,22,0.00013582990504801273,5.0120415835408494e-05,8.266431541414931e-05,3.045181301786215e-06,0.0,25,9.849582420429215e-05,2.9351436751312576e-05,6.68988359393552e-05,2.2455483303929213e-06,0.0,22,7.452791760442778e-05,2.4129627490765415e-05,4.814793646801263e-05,2.250352281407686e-06,0.0,20
28,1400,0.00014115538215264678,5.28931814187672e-05,8.681286999490112e-05,1.4493214166577673e-06,0.0,14,7.820947939762846e-05,2.2408827135222964e-05,5.3377108997665346e-05,2.4235412183770677e-06,0.0,22,0.0001340694579994306,5.0491194997448474e-05,8.05716699687764e-05,3.0065837108850246e-06,0.0,25,9.622170910006389e-05,2.998881791427266e-05,6.405535532394424e-05,2.1775347249786137e-06,0.0,22,7.28783561498858e-05,2.4778491933830082e-05,4.5914846850791946e-05,2.1850180473848013e-06,0.0,20
29,1450,0.00013512623263522983,5.149931530468166e-05,8.220501331379637e-05,1.4219036756912828e-06,0.0,14,8.086083107627928e-05,2.4222234060289338e-05,5.42706111446023e-05,2.3679892819927773e-06,0.0,22,0.00013251916971057653,4.792473555426113e-05,8.162866288330406e-05,2.965761268569622e-06,0.0,25,8.628034265711904e-05,2.2752341465093195e-05,6.139111064840108e-05,2.1368930447351886e-06,0.0,22,7.147238648030907e-05,2.338175727345515e-05,4.596175131155178e-05,2.1288781226758147e-06,0.0,20
