,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
57,2850,0.000326901936205104,0.00018956464191433042,0.00013432319974526763,3.0140845410642214e-06,0.0,11,0.0006833142251707613,0.0004895108286291361,0.00019086405518464744,2.9392865599220386e-06,0.0,11,0.00027151097310706973,0.0001488206908106804,0.00011938437819480896,3.305917289253557e-06,0.0,13,0.00029567989986389875,0.00017147995822597295,0.00012091801909264177,3.2819291391206207e-06,0.0,13,0.00024984402989502996,0.00014137241305434145,3.1353043823401094e-06,0.0,12.0
58,2900,0.0003250724112149328,0.00018837353854905814,0.00013372009561862797,2.978775683004642e-06,0.0,11,0.0006831613136455417,0.0004893278237432241,0.0001909330312628299,2.9005148007854586e-06,0.0,11,0.0002733191067818552,0.00015269576397258788,0.00011733813880709931,3.28519899994717e-06,0.0,13,0.0002880023967009038,0.00016389226948376745,0.00012083534966222942,3.274803930253256e-06,0.0,13,0.0002485723489371594,0.00014070665383769665,3.1098233534976316e-06,0.0,12.0
59,2950,0.0003230619477108121,0.00018718227511271834,0.00013293558731675148,2.9440932394209085e-06,0.0,11,0.0006776746595278382,0.0004838479508180171,0.00019096501637250185,2.8616977942874655e-06,0.0,11,0.00026079994859173894,0.0001423976937076077,0.00011513853678479791,3.263706275902223e-06,0.0,13,0.0002918375830631703,0.00016786076594144106,0.00012070938100805506,3.267422016506316e-06,0.0,13,0.00024532217139494605,0.00013993713037052657,3.0842298315292282e-06,0.0,12.0
60,3000,0.0003217183402739465,0.00018680133507587016,0.00013200726243667305,2.9097393507981906e-06,0.0,11,0.0006812790525145829,0.0004859399632550776,0.0001925166288856417,2.8224367270013317e-06,0.0,11,0.0002700485638342798,0.00015363316924776882,0.00011317458120174706,3.2408379411208443e-06,0.0,13,0.0002986045437864959,0.00017455528723075986,0.00012078900181222707,3.2602654300717404e-06,0.0,13,0.0002502324387023691,0.00013962186858407222,3.0583198622480268e-06,0.0,12.0
61,3050,0.0003238474309910089,0.0001908962003653869,0.0001300751173403114,2.8761178327840753e-06,0.0,11,0.0006807049503549933,0.00048505020095035434,0.00019287194299977273,2.782813908197568e-06,0.0,11,0.000259609951172024,0.0001451175194233656,0.00011127472680527717,3.2177272260014433e-06,0.0,13,0.0003011884691659361,0.0001773847034201026,0.000120550423162058,3.2533350804442307e-06,0.0,13,0.00024961215603980236,0.00013869305257685483,3.0324985118568293e-06,0.0,12.0
62,3100,0.0003138676402159035,0.00018117768922820687,0.00012984721979591995,2.842756430254667e-06,0.0,11,0.0006815746892243624,0.00048481428530067205,0.00019401706231292337,2.743310233199736e-06,0.0,11,0.00025602345704101026,0.00014282678603194654,0.0001100023728213273,3.194294095010264e-06,0.0,13,0.0002948685141745955,0.00017122285498771816,0.00012040041474392638,3.2452517189085484e-06,0.0,13,0.0002450104038871359,0.00013856676741852425,3.006403119343304e-06,0.0,12.0
63,3150,0.00031479785684496164,0.0001825215294957161,0.00012946652714163065,2.809799298120197e-06,0.0,11,0.0006908905925229192,0.0004936689510941505,0.0001945301191881299,2.691549980227137e-06,0.0,10,0.000260746106505394,0.00014936063962522894,0.00010821554315043613,3.169921455992153e-06,0.0,13,0.00030519484425894916,0.00018158023885916919,0.00012037710985168815,3.237470082240179e-06,0.0,13,0.0002517828397685662,0.0001381473248329712,2.9771852041449165e-06,0.0,11.75
64,3200,0.0003101807669736445,0.00017855963960755616,0.0001288441417273134,2.7769799544330454e-06,0.0,11,0.0006795098888687789,0.0004822227347176522,0.00019462849013507366,2.658648327269475e-06,0.0,10,0.0002529869379941374,0.0001434606092516333,0.00010638120875228196,3.1450965707335854e-06,0.0,13,0.00029814333538524806,0.00017436855705454946,0.00012054541002726182,3.229374442526023e-06,0.0,13,0.0002446528851578478,0.0001375998126604827,2.952524823740532e-06,0.0,11.75
65,3250,0.0003080001915805042,0.000177881694980897,0.00012737372890114784,2.7447863431007136e-06,0.0,11,0.0006964667118154466,0.0004975330666638911,0.00019630813039839268,2.625535898914677e-06,0.0,10,0.0002487913880031556,0.00014060857938602567,0.00010506284888833761,3.1199576824292308e-06,0.0,13,0.00029752205591648817,0.00017400909564457834,0.00012029195931972936,3.221005044906633e-06,0.0,13,0.000247508109168848,0.00013725916687690187,2.9278212423378136e-06,0.0,11.75
66,3300,0.00030689124832861125,0.0001781163300620392,0.00012606212112586945,2.7128010060550878e-06,0.0,11,0.0006938661681488156,0.000494945386890322,0.00019632787734735757,2.5929161893145647e-06,0.0,10,0.00026182588771916926,0.0001563514961162582,0.00010237991227768362,3.0944506761443336e-06,0.0,13,0.0003047458303626627,0.00018127252405975014,0.00012026014883304015,3.2131636089616222e-06,0.0,13,0.0002526714342820924,0.0001362575148959877,2.903332870118902e-06,0.0,11.75
67,3350,0.00030513759702444077,0.0001775828277459368,0.00012487325875554234,2.681524620129494e-06,0.0,11,0.000690774351824075,0.0004923522938042879,0.00019586127018556,2.5608053420000942e-06,0.0,10,0.0002469681785441935,0.00014332670252770185,0.00010061181819764897,3.0296389468276175e-06,0.0,11,0.0003069245140068233,0.0001834258291637525,0.00012029356730636209,3.205127086403081e-06,0.0,13,0.00024917191331041977,0.00013540997861127835,2.8692739988400717e-06,0.0,11.25
68,3400,0.00029965239809826016,0.0001731283700792119,0.000123873571283184,2.650455371622229e-06,0.0,11,0.0006918006693013012,0.0004935215110890567,0.00019574994803406298,2.5291651581937913e-06,0.0,10,0.000248962634941563,0.0001473070151405409,9.865927131613716e-05,2.9963537144794827e-06,0.0,11,0.0003091992693953216,0.00018559688760433346,0.00012040590081596747,3.196466195731773e-06,0.0,13,0.00024988844597828574,0.0001346721728623379,2.843110110006819e-06,0.0,11.25
69,3450,0.0002971918147522956,0.00017174913955386728,0.00012282303941901773,2.6196428279945394e-06,0.0,11,0.0006979996105656028,0.0004998681833967566,0.00019563343084882945,2.4980058697110508e-06,0.0,10,0.00025782862212508917,0.0001579956733621657,9.685896657174453e-05,2.973986511278781e-06,0.0,11,0.00030553407850675285,0.00018232660659123212,0.00012001982395304367,3.1876497814664617e-06,0.0,13,0.00025298490072600543,0.00013383381519815885,2.8198212476127082e-06,0.0,11.25
70,3500,0.0002952361246570945,0.0001709840726107359,0.00012166197848273441,2.5900649234245066e-06,0.0,11,0.0006990907713770866,0.000501898059155792,0.0001947249984368682,2.4676855900906958e-06,0.0,10,0.0002488591708242893,0.00015026550681795925,9.564060746924952e-05,2.9530542633438017e-06,0.0,11,0.0003098626621067524,0.00018618893227539957,0.00012048308417433873,3.1906470212561544e-06,0.0,12,0.0002523341427149717,0.0001331276671407977,2.8003629495287896e-06,0.0,11.0
71,3550,0.00029500332311727107,0.00017167010810226202,0.00012077268911525607,2.5605168048059568e-06,0.0,11,0.0007064600358717144,0.0005085722077637911,0.00019544998940546066,2.4378432499361224e-06,0.0,10,0.00024693290470167994,0.00015017100668046623,9.382952703163028e-05,2.932380994025152e-06,0.0,11,0.0003138102183584124,0.00019056181190535426,0.00012006489851046354,3.1835284062253777e-06,0.0,12,0.0002552437836129684,0.00013252927601570264,2.7785673637481523e-06,0.0,11.0
72,3600,0.0002968804619740695,0.000173960390384309,0.0001203885258291848,2.5315523544122698e-06,0.0,11,0.0007081791409291327,0.0005113421357236803,0.00019442909979261458,2.4078801743598888e-06,0.0,10,0.0002506252203602344,0.00015472792438231409,9.298513032263145e-05,2.9121699753886787e-06,0.0,11,0.0003114798746537417,0.000188277947017923,0.00012002717994619161,3.174737912559067e-06,0.0,12,0.0002570770993770566,0.0001319574839726556,2.756585104179976e-06,0.0,11.0
73,3650,0.00029003480449318886,0.00016793189570307732,0.00011960044503211975,2.5024517071869923e-06,0.0,11,0.0007104781689122319,0.0005141293513588607,0.0001939708017744124,2.377993041591253e-06,0.0,10,0.00024916528491303325,0.00015422419528476894,9.20490492717363e-05,2.89206150227983e-06,0.0,11,0.00031500737532041967,0.00019197970686946064,0.0001198623504023999,3.165291673212778e-06,0.0,12,0.0002570662873040419,0.00013137066162016708,2.7344494810677134e-06,0.0,11.0
74,3700,0.0002898354141507298,0.0001686510950094089,0.00011871042806887999,2.473896984156454e-06,0.0,11,0.00070493872044608,0.000510324549395591,0.00019226563745178282,2.3484942630602745e-06,0.0,10,0.0002509899204596877,0.00015718104259576648,9.093744301935658e-05,2.8714425752696116e-06,0.0,11,0.00031479119206778705,0.00019175259512849152,0.00011988275946350768,3.155837248414173e-06,0.0,12,0.0002569773205323145,0.00013044906700088177,2.7124177677251282e-06,0.0,11.0
75,3750,0.00029143306892365217,0.00017090828623622656,0.00011807926784968004,2.445507107040612e-06,0.0,11,0.0007100713555701077,0.0005164955509826541,0.0001912565203383565,2.3192790195025736e-06,0.0,10,0.0002537281543482095,0.00016051212151069194,9.036553092300892e-05,2.8505301088443957e-06,0.0,11,0.00031437957659363747,0.00019187820726074278,0.00011935565999010578,3.145702294204966e-06,0.0,12,0.00025994854149757884,0.0001297642447752878,2.690254632398137e-06,0.0,11.0
76,3800,0.0002930362825281918,0.00017188389028888196,0.00011874789925059304,2.404511405984522e-06,0.0,9,0.0007120072259567678,0.0005197642603889108,0.00018995227583218366,2.290693373652175e-06,0.0,10,0.0002590197545941919,0.0001665468153078109,8.964386506704614e-05,2.8290803584241075e-06,0.0,11,0.0003210142895113677,0.00019826753123197705,0.00011961124982917681,3.1354868497146526e-06,0.0,12,0.00026411562430439517,0.0001294888224947499,2.6649429969438643e-06,0.0,10.5
77,3850,0.0002922539133578539,0.00017179442511405796,0.00011808052659034729,2.3789418719388777e-06,0.0,9,0.0007128632860258222,0.0005214813863858581,0.00018911967345047742,2.2622407414019108e-06,0.0,10,0.0002567055926192552,0.0001651015190873295,8.879665256245062e-05,2.807415057759499e-06,0.0,11,0.0003157470200676471,0.00019341782899573445,0.0001192039781017229,3.125196371911443e-06,0.0,12,0.000262948789895745,0.00012880020767624956,2.6434485107529326e-06,0.0,10.5
78,3900,0.00029141997219994664,0.00017224519979208708,0.00011682419426506385,2.350567001485615e-06,0.0,9,0.0007262295112013817,0.0005349922575987875,0.00018900269060395658,2.234592329841689e-06,0.0,10,0.0002600926673039794,0.00016866083024069667,8.864601113600656e-05,2.7858279736392433e-06,0.0,11,0.00032521248795092106,0.00020232980023138225,0.00011975892266491428,3.123768237855984e-06,0.0,11,0.0002695570219657384,0.00012855795466748532,2.623688885705633e-06,0.0,10.25
79,3950,0.0002870055614039302,0.00016894357395358384,0.00011574077507248148,2.321192141607753e-06,0.0,9,0.0007184109999798238,0.0005289941909722984,0.00018720999651122838,2.2068320504331496e-06,0.0,10,0.00027141335885971785,0.00017571957141626626,9.289755689678714e-05,2.79623736787471e-06,0.0,10,0.00032510727760381997,0.00020286736253183335,0.00011914274364244193,3.0971675641922047e-06,0.0,11,0.00026913117471849546,0.00012874776803073473,2.6053572810269543e-06,0.0,10.0
80,4000,0.0002893873315770179,0.00016998182400129735,0.00011712225386872888,2.283245748913032e-06,0.0,8,0.0007215788355097175,0.000533300219103694,0.00018609862308949232,2.179992634410155e-06,0.0,10,0.0002717245079111308,0.00017833526362664998,9.060320007847622e-05,2.7860635327670025e-06,0.0,10,0.0003271508903708309,0.00020257786673028022,0.00012150506518082693,3.0679650535603287e-06,0.0,10,0.0002710487933654804,0.0001288322855543811,2.5793167424126295e-06,0.0,9.5
81,4050,0.00029103620909154415,0.00017243919137399644,0.00011635522241704166,2.2418128082790645e-06,0.0,7,0.0007303520105779171,0.0005418601795099676,0.0001863383804447949,2.1534317511395784e-06,0.0,10,0.0002789574791677296,0.00018652155995368958,8.966562018031254e-05,2.7703106297849445e-06,0.0,9,0.00032644314342178404,0.0002022581029450521,0.00012113044067518786,3.0545922982128104e-06,0.0,10,0.0002757697584456764,0.00012837241592933424,2.5550368718540994e-06,0.0,9.0
82,4100,0.00029169043409638107,0.00017333005962427706,0.00011613083916017786,2.22953713091556e-06,0.0,7,0.0007262371364049613,0.0005394808831624687,0.0001846286904765293,2.12753161576984e-06,0.0,10,0.0002746981044765562,0.000183161799213849,8.878695371095091e-05,2.7493508696352364e-06,0.0,9,0.00032642940641380847,0.00020220770966261625,0.0001211722701555118,3.0494102247757837e-06,0.0,10,0.00027454511291580275,0.00012767968837579247,2.538957460274105e-06,0.0,9.0
83,4150,0.00029083737172186375,0.00017325617955066264,0.00011536354577401653,2.2176504899107385e-06,0.0,7,0.0007347981445491314,0.0005481966072693467,0.00018449932395014912,2.1022424334660172e-06,0.0,10,0.000276478793239221,0.00018557676230557263,8.817108027869835e-05,2.7309556571708526e-06,0.0,9,0.0003290841996204108,0.0002052929630735889,0.0001207481836900115,3.0430655897362158e-06,0.0,10,0.0002780806280497927,0.00012719553342321888,2.523478542570956e-06,0.0,9.0
84,4200,0.000288888142677024,0.000172825253685005,0.00011385720426915213,2.20568836084567e-06,0.0,7,0.0007290054345503449,0.0005437374929897487,0.00018319094670005143,2.076973032671958e-06,0.0,10,0.0002812689926940948,0.0001912676088977605,8.729347609914839e-05,2.7079208848590497e-06,0.0,9,0.00032710350933484733,0.00020322574710007757,0.0001208419053000398,3.0358492040249985e-06,0.0,10,0.00027776402566814795,0.00012629588309209794,2.506607870600419e-06,0.0,9.0
85,4250,0.00029755980358459055,0.00018130494572687894,0.00011406082921894267,2.1940220449323533e-06,0.0,7,0.0007476787432096899,0.0005629227962344885,0.00018270341388415545,2.052536046903697e-06,0.0,10,0.00028352628578431904,0.0001939025823958218,8.694077405380085e-05,2.6829263788386015e-06,0.0,9,0.00032801684574224055,0.0002047510351985693,0.00012023805174976587,3.027770844710176e-06,0.0,10,0.00028572033988893963,0.0001259857672266662,2.489313828846207e-06,0.0,9.0
86,4300,0.0002953828370664269,0.0001805424690246582,0.00011265792272752151,2.1824512259627227e-06,0.0,7,0.0007386227371171117,0.0005547667969949543,0.00018182767962571234,2.028237759077456e-06,0.0,10,0.0002839923254214227,0.00019485420489218086,8.648212678963318e-05,2.6559816888038768e-06,0.0,9,0.0003309962048660964,0.00020735074940603226,0.00012062615860486403,3.019285941263661e-06,0.0,10,0.0002843785550794564,0.00012539847193693276,2.471489153776929e-06,0.0,9.0
87,4350,0.00029579628608189523,0.00018149556126445532,0.00011213034304091707,2.170392463085591e-06,0.0,7,0.000736730289645493,0.0005538258701562881,0.00018089979130309075,2.0046031750098336e-06,0.0,10,0.0002929108450189233,0.00020356173627078533,8.672070543980226e-05,2.6284046725777443e-06,0.0,9,0.0003278059884905815,0.00020467433205340058,0.00012012154911644757,3.010087539223605e-06,0.0,10,0.00028588937493623234,0.0001249680972250644,2.4533719624741934e-06,0.0,9.0
88,4400,0.00029374464065767825,0.0001808606757549569,0.00011072547204094008,2.1584862679446815e-06,0.0,7,0.0007439394248649478,0.0005614389665424824,0.00018051895312964916,1.981523837457644e-06,0.0,10,0.00028573613963089883,0.00019648221496026963,8.665220957482234e-05,2.601699861770612e-06,0.0,9,0.000330326147377491,0.00020717170264106244,0.00012015354150207713,3.0009002784936456e-06,0.0,10,0.00028648838997469284,0.00012451254406187218,2.4356525614166458e-06,0.0,9.0
89,4450,0.00030223888461478055,0.00018898873531725258,0.00011110325431218371,2.1469127204909455e-06,0.0,7,0.0007382623734883964,0.0005567055777646601,0.00017959869001060724,1.9581277683755616e-06,0.0,10,0.0002889989991672337,0.00020029324514325708,8.61312510096468e-05,2.5744914182723733e-06,0.0,9,0.00032910105073824525,0.00020667040371336043,0.00011943910794798285,2.9915113373135682e-06,0.0,10,0.00028816449048463255,0.00012406807582010515,2.417760811113112e-06,0.0,9.0
90,4500,0.0003005742619279772,0.00018836637900676578,0.00011007297871401533,2.13491352951678e-06,0.0,7,0.0007497897604480386,0.000568059622310102,0.00017979455878958106,1.935606178449234e-06,0.0,10,0.0002910887124016881,0.000202138937311247,8.640297164674848e-05,2.5468125386396423e-06,0.0,9,0.00032570501207374036,0.00020337998284958303,0.00011934321810258552,2.981809529956081e-06,0.0,10,0.00029048623036942445,0.0001239034318132326,2.3997854441404343e-06,0.0,9.0
91,4550,0.0002996210241690278,0.00018954042752739042,0.00010795737034641206,2.123246076735086e-06,0.0,7,0.0007539327489212155,0.0005734240985475481,0.0001785947970347479,1.913840605993755e-06,0.0,10,0.0003083193732891232,0.00021960021695122123,8.619869913673028e-05,2.5204485609719995e-06,0.0,9,0.0003262627578806132,0.00020443701941985637,0.0001188538153655827,2.971950380015187e-06,0.0,10,0.000296750440611504,0.00012290117047086824,2.382371405929007e-06,0.0,9.0
92,4600,0.0003076642460655421,0.00019716018869075924,0.00010839239985216409,2.111657295245095e-06,0.0,7,0.0007949811406433582,0.0006142735364846885,0.0001788153313100338,1.8922794424724998e-06,0.0,10,0.0003005674807354808,0.0002120738645317033,8.599978900747374e-05,2.4938167371146847e-06,0.0,9,0.0003265207924414426,0.00020496081560850143,0.00011859791993629187,2.962052349175792e-06,0.0,10,0.0003071171013289131,0.00012295136002649087,2.364951456002018e-06,0.0,9.0
93,4650,0.0003088929515797645,0.0001988832955248654,0.00010790946544148028,2.100183110087528e-06,0.0,7,0.0007535125478170812,0.0005737543688155711,0.0001778871228452772,1.8710973108682083e-06,0.0,10,0.0003021798038389534,0.00021390625624917448,8.580649591749534e-05,2.467039848852437e-06,0.0,9,0.0003272610774729401,0.00020640980801545084,0.00011789904237957671,2.952224804175785e-06,0.0,10,0.00029823843215126544,0.00012237553164595738,2.3476362684959895e-06,0.0,9.0
94,4700,0.000310148490825668,0.0002007840812439099,0.00010727566404966637,2.0887580376438564e-06,0.0,7,0.0007556178607046604,0.0005764059606008232,0.0001773617696017027,1.8501165186535218e-06,0.0,10,0.0002969150373246521,0.00020923680858686566,8.523694123141468e-05,2.4412904622295173e-06,0.0,9,0.0003285837301518768,0.00020783845684491098,0.00011780296335928142,2.942296532637556e-06,0.0,10,0.0002985663268191274,0.00012191933456051629,2.330615387791113e-06,0.0,9.0
95,4750,0.0003132666752208024,0.00020510399190243334,0.00010608509182929993,2.0775723896804266e-06,0.0,7,0.0007631254266016185,0.0005838507204316556,0.00017744752403814346,1.8271683757120627e-06,0.0,9,0.0002988785272464156,0.0002117402764270082,8.472154149785638e-05,2.416715460640262e-06,0.0,9,0.00032866961555555463,0.00020877576025668532,0.00011696112778736278,2.932742063421756e-06,0.0,10,0.00030236768725444563,0.00012130382128816564,2.313549572363627e-06,0.0,8.75
96,4800,0.0003107635711785406,0.00020445276459213346,0.00010424470383441076,2.066107299469877e-06,0.0,7,0.0007596878567710519,0.0005809715366922319,0.00017691112589091063,1.8052021459880052e-06,0.0,9,0.00029855582397431135,0.00021181048941798508,8.43539964989759e-05,2.3913360109872883e-06,0.0,9,0.0003245457774028182,0.00020480887906160206,0.00011681476462399587,2.922137582572759e-06,0.0,10,0.0003005109174409881,0.00012058114771207329,2.2961957597544824e-06,0.0,8.75
97,4850,0.00030884737498126924,0.00020331992709543556,0.0001034722663462162,2.055176082649268e-06,0.0,7,0.0007607644656673074,0.0005824069958180189,0.00017657292482908815,1.7845404727268033e-06,0.0,9,0.0003019099240191281,0.0002147214108845219,8.482117118546739e-05,2.3673483156017028e-06,0.0,9,0.00032804967486299574,0.000208989717066288,0.00011614699906203896,2.912959644163493e-06,0.0,10,0.0003023595127160661,0.00012025334035570268,2.280006128785317e-06,0.0,8.75
98,4900,0.0003148465184494853,0.00020986325398553163,0.0001029389095492661,2.0443644643819425e-06,0.0,7,0.0007574924384243786,0.0005795665783807635,0.0001761606545187533,1.7651916550676106e-06,0.0,9,0.00030034180963411927,0.00021412118803709745,8.387657726416364e-05,2.344052518310491e-06,0.0,9,0.00033006383455358446,0.00021102484606672078,0.00011613651440711692,2.902480673583341e-06,0.0,10,0.00030364396661752835,0.00011977816393482499,2.2640223278358462e-06,0.0,8.75
99,4950,0.0003164017980452627,0.00021221987844910473,0.00010214860230917111,2.033299097092822e-06,0.0,7,0.0007591614266857505,0.0005816707271151245,0.000175744469743222,1.7462008372604032e-06,0.0,9,0.0003075668355450034,0.00022150689619593322,8.373916352866217e-05,2.3207824142446043e-06,0.0,9,0.00033013190841302276,0.0002117118565365672,0.00011552777868928388,2.8922936508024577e-06,0.0,10,0.0003067773395741824,0.00011929000356758479,2.248143999850072e-06,0.0,8.75
100,5000,0.0003187732072547078,0.00021534282132051885,0.00010140776430489495,2.022643229793175e-06,0.0,7,0.0007608392625115812,0.0005836613127030432,0.0001754503173287958,1.7276596508963848e-06,0.0,9,0.00030316991615109146,0.0002173048269469291,8.35672253742814e-05,2.297876790180453e-06,0.0,9,0.0003340300463605672,0.00021560968889389187,0.00011553826334420592,2.882107764889952e-06,0.0,10,0.00030797966246609576,0.00011899089258804452,2.2325718589399912e-06,0.0,8.75
