,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9
0,0.0,0.31921079754829407,0.0008418485522270203,9.999999747378752e-06,0.0,60,0.0,0.3378129303455353,0.0012240110663697124,9.999999747378752e-06,0.0,60,0.0,0.3818869888782501,0.0009576329030096531,9.999999747378752e-06,0.0,60,0.0,0.4131791889667511,0.0013159996597096324,9.999999747378752e-06,0.0,60,0.0,0.3716699182987213,0.0012546209618449211,9.999999747378752e-06,0.0,60,0.0,0.40737268328666687,0.0009233796736225486,9.999999747378752e-06,0.0,60,0.0,0.3362930715084076,0.0010027125244960189,9.999999747378752e-06,0.0,60,0.0,0.33031633496284485,0.0012268555583432317,9.999999747378752e-06,0.0,60,0.0,0.43231073021888733,0.0011795783648267388,9.999999747378752e-06,0.0,60,0.0,0.37603604793548584,0.0009746790747158229,9.999999747378752e-06,0.0,60,0.0
1,50.0,0.0634961947798729,0.0008580954163335264,9.296832104155328e-06,0.0,60,0.0,0.06888903677463531,0.0012397986138239503,9.227253030985594e-06,0.0,60,0.0,0.06953863054513931,0.0012518848525360227,9.172871614282485e-06,0.0,60,0.0,0.08852560818195343,0.0013375600101426244,9.323430276708677e-06,0.0,60,0.0,0.08004264533519745,0.0012602054048329592,9.08358833839884e-06,0.0,60,0.0,0.07457584887742996,0.0009506521164439619,8.996827091323212e-06,0.0,60,0.0,0.08459361642599106,0.0010274980450049043,9.04239004739793e-06,0.0,60,0.0,0.07828910648822784,0.0012436860706657171,9.146094271272887e-06,0.0,60,0.0,0.07872546464204788,0.0011842927196994424,9.087125363294035e-06,0.0,60,0.0,0.08175651729106903,0.0010160990059375763,9.120906725001987e-06,0.0,60,0.0
2,100.0,0.03019636496901512,0.000842283305246383,8.894990060070995e-06,0.0,60,0.0,0.03426739200949669,0.0012264822144061327,9.094679626286961e-06,0.0,60,0.0,0.03410162776708603,0.0010623133275657892,8.81676623976091e-06,0.0,60,0.0,0.0417013093829155,0.0014756780583411455,8.842561328492593e-06,0.0,60,0.0,0.0355217270553112,0.0012586464872583747,8.792918379185721e-06,0.0,60,0.0,0.03640344738960266,0.0009344075224362314,8.645328307466116e-06,0.0,60,0.0,0.03607926517724991,0.0017300205072388053,7.384644050034694e-06,0.0,60,0.0,0.039893992245197296,0.0012263619573786855,8.736686140764505e-06,0.0,60,0.0,0.03856814652681351,0.0011788138654083014,8.527235877409112e-06,0.0,60,0.0,0.037832602858543396,0.0010981416562572122,8.67820835992461e-06,0.0,60,0.0
3,150.0,0.026381922885775566,0.0008319982443936169,8.647288268548436e-06,0.0,60,0.0,0.03014548309147358,0.0012215020833536983,9.04979242477566e-06,0.0,60,0.0,0.029971685260534286,0.0009706426644697785,8.763403457123786e-06,0.0,60,0.0,0.03389040008187294,0.0013597208308055997,8.88762588147074e-06,0.0,60,0.0,0.029220836237072945,0.0012484702747315168,8.58377643453423e-06,0.0,60,0.0,0.030940618366003036,0.000935866788495332,8.426380190940108e-06,0.0,60,0.0,0.030279600992798805,0.0013412554981186986,6.691765520372428e-06,0.0,60,0.0,0.03499545156955719,0.0012250157305970788,8.333927326020785e-06,0.0,60,0.0,0.03264264017343521,0.0011747929966077209,8.104397238639649e-06,0.0,60,0.0,0.032579805701971054,0.001011849963106215,8.761558092373889e-06,0.0,60,0.0
4,200.0,0.022398360073566437,0.0007543699466623366,8.513005923305172e-06,0.0,60,0.0,0.025075480341911316,0.0011929105967283249,8.932835044106469e-06,0.0,60,0.0,0.028284981846809387,0.0009432218503206968,8.715481271792669e-06,0.0,60,0.0,0.022611696273088455,0.0016990279546007514,8.635294761916157e-06,0.0,60,0.0,0.016972586512565613,0.0012015970423817635,8.317307219840586e-06,0.0,60,0.0,0.027579860761761665,0.0009437655098736286,8.107696885417681e-06,0.0,60,0.0,0.0199812613427639,0.001334768021479249,6.234703960217303e-06,0.0,60,0.0,0.033154912292957306,0.0012235714821144938,8.024758244573604e-06,0.0,60,0.0,0.029529448598623276,0.0011422663228586316,7.732210178801324e-06,0.0,60,0.0,0.02972155623137951,0.000987999839708209,8.76532885740744e-06,0.0,60,0.0
5,250.0,0.011183691211044788,0.0006791477790102363,8.623763278592378e-06,0.0,60,0.0,0.012892919592559338,0.0011890088208019733,8.446422725683078e-06,0.0,60,0.0,0.022961735725402832,0.0009068915387615561,8.666018402436748e-06,0.0,60,0.0,0.014542123302817345,0.0014385707909241319,7.940905561554246e-06,0.0,60,0.0,0.011779599823057652,0.001079180627129972,8.175912626029458e-06,0.0,60,0.0,0.017104294151067734,0.0009498103754594922,7.878781616454944e-06,0.0,60,0.0,0.011766303330659866,0.0010721415746957064,5.7178986025974154e-06,0.0,60,0.0,0.028695760294795036,0.001233038492500782,7.610958164150361e-06,0.0,60,0.0,0.017811911180615425,0.0010457118041813374,7.238622856675647e-06,0.0,60,0.0,0.01514323428273201,0.0011578251142054796,8.463168342132121e-06,0.0,60,0.0
6,300.0,0.008178207091987133,0.0006030026124790311,8.71763131726766e-06,0.0,58,0.0,0.00994900893419981,0.0011068814201280475,8.151236215780955e-06,0.0,59,0.0,0.013149076141417027,0.0008470928878523409,8.640404303150717e-06,0.0,60,0.0,0.011670507490634918,0.0012887693010270596,7.50029539631214e-06,0.0,60,0.0,0.009866819716989994,0.0010064104571938515,8.173207788786385e-06,0.0,57,0.0,0.01117695402354002,0.0008253773557953537,7.700225978624076e-06,0.0,58,0.0,0.009473667480051517,0.0009835015516728163,5.487007456395077e-06,0.0,60,0.0,0.015894891694188118,0.001168214250355959,7.261398422997445e-06,0.0,57,0.0,0.012628921307623386,0.0009294500923715532,7.040818218229106e-06,0.0,53,0.0,0.010110815055668354,0.0009661060175858438,8.027711373870261e-06,0.0,60,0.0
7,350.0,0.006914329249411821,0.0005546373431570828,8.849651749187615e-06,0.0,57,0.0,0.008922957815229893,0.0010603187838569283,7.997093234735075e-06,0.0,57,0.0,0.01016929466277361,0.0007979451911523938,8.61802436702419e-06,0.0,60,0.0,0.010184725746512413,0.0012085457565262914,7.220100542326691e-06,0.0,58,0.0,0.00883900560438633,0.0009298202348873019,8.255583452410065e-06,0.0,54,1.0,0.009008927270770073,0.0007351013482548296,7.637750059075188e-06,0.0,56,0.0,0.008403947576880455,0.0009253452299162745,5.358289399737259e-06,0.0,59,0.0,0.011251656338572502,0.0010578763904049993,7.028464096947573e-06,0.0,56,0.0,0.010673320852220058,0.0008533205837011337,6.983160801610211e-06,0.0,49,2.0,0.008662212640047073,0.0008780600037425756,7.729537173872814e-06,0.0,60,0.0
8,400.0,0.006197330076247454,0.0004986295243725181,8.964377229858655e-06,0.0,54,0.0,0.008312213234603405,0.0010256499517709017,7.996754902706016e-06,0.0,55,1.0,0.008926460519433022,0.0007631398038938642,8.593714483140502e-06,0.0,60,0.0,0.009232531301677227,0.0011569502530619502,7.048030511214165e-06,0.0,58,0.0,0.00816340185701847,0.000825835857540369,8.369075658265501e-06,0.0,49,1.0,0.00806261133402586,0.0006790912011638284,7.597871899633901e-06,0.0,54,0.0,0.007719496730715036,0.0008709169924259186,5.274524028209271e-06,0.0,56,0.0,0.00955214723944664,0.000996111542917788,6.9290504143282305e-06,0.0,51,1.0,0.009667672216892242,0.0007932070293463767,6.9497941694862675e-06,0.0,46,2.0,0.007948407903313637,0.0008129397174343467,7.552741408289876e-06,0.0,59,0.0
9,450.0,0.005735417827963829,0.0004352469404693693,9.057124771061353e-06,0.0,52,0.0,0.007831591181457043,0.0009947215439751744,8.087683454505168e-06,0.0,51,2.0,0.00822185818105936,0.0007291844231076539,8.570498721383046e-06,0.0,59,0.0,0.008570983074605465,0.0011166598415002227,6.922408374521183e-06,0.0,56,0.0,0.0076007843017578125,0.0007531519513577223,8.462660844088532e-06,0.0,46,1.0,0.007435392588376999,0.0006303209229372442,7.56125928091933e-06,0.0,54,0.0,0.007197865750640631,0.0008129620109684765,5.199182396609103e-06,0.0,53,1.0,0.008626473136246204,0.0009488340001553297,6.9501143116212916e-06,0.0,46,1.0,0.008982435800135136,0.0007491750293411314,6.924495664861752e-06,0.0,44,2.0,0.007416199892759323,0.0007554871262982488,7.422904218401527e-06,0.0,57,0.0
