,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0.0,0.04067802056670189,0.0014920171815901995,9.999999747378752e-06,0.0,60,0.0
1,50.0,0.00857526808977127,0.0014898001682013273,9.433024388272315e-06,0.0,60,0.0
2,100.0,0.004297057632356882,0.0014298759633675218,9.150854566541966e-06,0.0,60,0.0
3,150.0,0.0037791901268064976,0.0013964843237772584,9.104584023589268e-06,0.0,60,0.0
4,200.0,0.003491025883704424,0.0011761158239096403,9.047173080034554e-06,0.0,60,0.0
5,250.0,0.002592237200587988,0.0011219592997804284,8.821633855404798e-06,0.0,60,0.0
6,300.0,0.0017254296690225601,0.001002111821435392,8.520511983078904e-06,0.0,60,0.0
7,350.0,0.0013066165847703815,0.0008442624821327627,8.405404514633119e-06,0.0,59,0.0
8,400.0,0.0010786099592223763,0.000705029524397105,8.286161573778372e-06,0.0,58,0.0
9,450.0,0.0008911950862966478,0.0006140739424154162,8.108237125270534e-06,0.0,54,0.0
10,500.0,0.0007263273582793772,0.0005256317090243101,7.906418431957718e-06,0.0,51,0.0
11,550.0,0.0005996318068355322,0.00042746213148348033,7.702037692070007e-06,0.0,49,0.0
12,600.0,0.000507607648614794,0.0003537649172358215,7.521438874391606e-06,0.0,46,0.14285714285714285
13,650.0,0.00044186576269567013,0.00031551631400361657,7.3646292548801284e-06,0.0,42,0.2857142857142857
14,700.0,0.00039364644908346236,0.0002780064824037254,7.249686404975364e-06,0.0,41,0.2857142857142857
15,750.0,0.0003564923827070743,0.0002515517408028245,7.183304660429712e-06,0.0,40,0.42857142857142855
16,800.0,0.00032765098148956895,0.00023102402337826788,7.125362117221812e-06,0.0,39,0.42857142857142855
17,850.0,0.0003050502564292401,0.00021449863561429083,7.06897344571189e-06,0.0,39,0.42857142857142855
18,900.0,0.00028580529033206403,0.00020233390387147665,7.010532499407418e-06,0.0,36,0.42857142857142855
19,950.0,0.00027061172295361757,0.000191505067050457,6.971826223889366e-06,0.0,36,0.42857142857142855
20,1000.0,0.00025860656751319766,0.00018492409435566515,6.941240826563444e-06,0.0,35,0.42857142857142855
21,1050.0,0.00024607052910141647,0.00017891396419145167,6.920973646629136e-06,0.0,34,0.42857142857142855
22,1100.0,0.00023603123554494232,0.00017452983593102545,6.913665856700391e-06,0.0,34,0.42857142857142855
23,1150.0,0.00022776929836254567,0.00017108063912019134,6.922585271240678e-06,0.0,34,0.42857142857142855
24,1200.0,0.00022050109691917896,0.00016934036102611572,6.940041657799156e-06,0.0,32,0.42857142857142855
25,1250.0,0.00021363100677262992,0.00016667686577420682,6.970947197260102e-06,0.0,31,0.42857142857142855
26,1300.0,0.00020757548918481916,0.00016300467541441321,6.992640919634141e-06,0.0,31,0.42857142857142855
27,1350.0,0.00020166912872809917,0.00016025910736061633,7.015348273853306e-06,0.0,31,0.42857142857142855
28,1400.0,0.00019580218940973282,0.00015793343482073396,7.0363207669288386e-06,0.0,30,0.42857142857142855
29,1450.0,0.00019040810002479702,0.00015454755339305848,7.0597038757114206e-06,0.0,30,0.42857142857142855
30,1500.0,0.00018476285913493484,0.00015194709703791887,7.086082405294292e-06,0.0,30,0.42857142857142855
31,1550.0,0.00018026916950475425,0.00015108688967302442,7.110477326932596e-06,0.0,29,0.42857142857142855
32,1600.0,0.00017455949273426086,0.00014674730482511222,7.144186838559108e-06,0.0,29,0.42857142857142855
33,1650.0,0.00017022665997501463,0.0001456006575608626,7.177979114203481e-06,0.0,28,0.42857142857142855
34,1700.0,0.00016477712779305875,0.0001403006463078782,7.210669537016656e-06,0.0,28,0.42857142857142855
35,1750.0,0.00016181907267309725,0.00013805537309963256,7.245565939228982e-06,0.0,28,0.42857142857142855
36,1800.0,0.00015858675760682672,0.0001358245499432087,7.221323812700575e-06,0.0,28,0.42857142857142855
37,1850.0,0.00015480758156627417,0.0001340200542472303,7.272872153407661e-06,0.0,28,0.42857142857142855
38,1900.0,0.00015049146895762533,0.00013207062147557735,7.329415893764235e-06,0.0,28,0.42857142857142855
39,1950.0,0.0001454735902370885,0.00013010232942178845,7.420551810355391e-06,0.0,28,0.42857142857142855
