,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1
74,3700,0.0003134845173917711,0.0003134845173917711,0.0,0.0,0.0,60,4.827336670132354e-05,4.827336670132354e-05,0.0,0.0,0.0,60
75,3750,0.0003325234865769744,0.0003325234865769744,0.0,0.0,0.0,60,4.4266311306273565e-05,4.4266311306273565e-05,0.0,0.0,0.0,60
76,3800,0.00028479736647568643,0.00028479736647568643,0.0,0.0,0.0,60,3.575567461666651e-05,3.575567461666651e-05,0.0,0.0,0.0,60
77,3850,0.00028147068223915994,0.00028147068223915994,0.0,0.0,0.0,60,3.729931631824002e-05,3.729931631824002e-05,0.0,0.0,0.0,60
78,3900,0.0002814772888086736,0.0002814772888086736,0.0,0.0,0.0,60,4.8546506150159985e-05,4.8546506150159985e-05,0.0,0.0,0.0,60
79,3950,0.00028265296714380383,0.00028265296714380383,0.0,0.0,0.0,60,3.5825843951897696e-05,3.5825843951897696e-05,0.0,0.0,0.0,60
80,4000,0.00027639578911475837,0.00027639578911475837,0.0,0.0,0.0,60,3.535218638717197e-05,3.535218638717197e-05,0.0,0.0,0.0,60
81,4050,0.0002844964328687638,0.0002844964328687638,0.0,0.0,0.0,60,3.8302579923765734e-05,3.8302579923765734e-05,0.0,0.0,0.0,60
82,4100,0.000298210303299129,0.000298210303299129,0.0,0.0,0.0,60,4.295474718674086e-05,4.295474718674086e-05,0.0,0.0,0.0,60
83,4150,0.00027379769016988575,0.00027379769016988575,0.0,0.0,0.0,60,0.0001601498224772513,0.0001601498224772513,0.0,0.0,0.0,60
84,4200,0.00027814944041892886,0.00027814944041892886,0.0,0.0,0.0,60,3.877644121530466e-05,3.877644121530466e-05,0.0,0.0,0.0,60
85,4250,0.00027497365954332054,0.00027497365954332054,0.0,0.0,0.0,60,3.947193545172922e-05,3.947193545172922e-05,0.0,0.0,0.0,60
86,4300,0.0002711493580136448,0.0002711493580136448,0.0,0.0,0.0,60,3.318735980428755e-05,3.318735980428755e-05,0.0,0.0,0.0,60
87,4350,0.000282568420516327,0.000282568420516327,0.0,0.0,0.0,60,4.384703788673505e-05,4.384703788673505e-05,0.0,0.0,0.0,60
88,4400,0.00027064597816206515,0.00027064597816206515,0.0,0.0,0.0,60,3.632070729508996e-05,3.632070729508996e-05,0.0,0.0,0.0,60
89,4450,0.0003050998202525079,0.0003050998202525079,0.0,0.0,0.0,60,4.289201751817018e-05,4.289201751817018e-05,0.0,0.0,0.0,60
90,4500,0.0002733880828600377,0.0002733880828600377,0.0,0.0,0.0,60,3.323597047710791e-05,3.323597047710791e-05,0.0,0.0,0.0,60
91,4550,0.0002967925975099206,0.0002967925975099206,0.0,0.0,0.0,60,4.723657184513286e-05,4.723657184513286e-05,0.0,0.0,0.0,60
92,4600,0.00027490995125845075,0.00027490995125845075,0.0,0.0,0.0,60,3.511067552608438e-05,3.511067552608438e-05,0.0,0.0,0.0,60
93,4650,0.00034635665360838175,0.00034635665360838175,0.0,0.0,0.0,60,4.984445695299655e-05,4.984445695299655e-05,0.0,0.0,0.0,60
94,4700,0.0002763382508419454,0.0002763382508419454,0.0,0.0,0.0,60,4.1215713281417266e-05,4.1215713281417266e-05,0.0,0.0,0.0,60
95,4750,0.0002757379843387753,0.0002757379843387753,0.0,0.0,0.0,60,3.980190376751125e-05,3.980190376751125e-05,0.0,0.0,0.0,60
96,4800,0.00027467147447168827,0.00027467147447168827,0.0,0.0,0.0,60,4.235982851241715e-05,4.235982851241715e-05,0.0,0.0,0.0,60
97,4850,0.0002748857659753412,0.0002748857659753412,0.0,0.0,0.0,60,3.851497240248136e-05,3.851497240248136e-05,0.0,0.0,0.0,60
98,4900,0.0003182489890605211,0.0003182489890605211,0.0,0.0,0.0,60,3.5137010854668915e-05,3.5137010854668915e-05,0.0,0.0,0.0,60
99,4950,0.00027521196170710027,0.00027521196170710027,0.0,0.0,0.0,60,3.7524681829381734e-05,3.7524681829381734e-05,0.0,0.0,0.0,60
100,5000,0.00028216169448569417,0.00028216169448569417,0.0,0.0,0.0,60,3.4556156606413424e-05,3.4556156606413424e-05,0.0,0.0,0.0,60
