,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3
0,0.0,0.0702208429574966,0.0028526438400149,1.9999999494757503e-05,0.0,60,0.0,0.0720761865377426,0.0017969668842852,1.9999999494757503e-05,0.0,60,0.0,0.0700995773077011,0.0021945373155176,1.9999999494757503e-05,0.0,60,0.0,0.07046739757061005,0.0019932573195546865,1.9999999494757503e-05,0.0,60,0.0
1,50.0,0.0050175348296761,0.002537177875638,1.7540960470796563e-05,0.0,60,0.0,0.0059763332828879,0.001365453354083,1.7246517018065788e-05,0.0,60,0.0,0.0048046158626675,0.0020960632245987,1.580460593686439e-05,0.0,60,0.0,0.005823358427733183,0.0016494251322001219,1.8402548448648304e-05,0.0,60,0.0
2,100.0,0.0017884671688079,0.0013168742880225,1.7185491742566228e-05,0.0,60,0.0,0.0026928805746138,0.0009517862345091,1.6399106243625283e-05,0.0,60,0.0,0.0017482378752902,0.0011746260570362,1.354690994048724e-05,0.0,60,0.0,0.001582260592840612,0.0010600985260680318,1.7684156773611903e-05,0.0,60,0.0
3,150.0,0.0008323824149556,0.0006216164329089,1.6562597011215985e-05,0.0,60,0.0,0.0009289233712479,0.0007322351448237,1.5556963262497447e-05,0.0,60,0.0,0.00081172818318,0.0006153927533887,1.4781832760490944e-05,0.0,60,0.0,0.00074558932101354,0.000528434116858989,1.7619551726966165e-05,0.0,60,0.0
4,200.0,0.0005586613551713,0.0004595133359543,1.6921878341236152e-05,0.0,60,0.0,0.0005327654071152,0.0004396463627927,1.620409602764994e-05,0.0,60,0.0,0.0004110083100385,0.0003581825876608,1.5064243598317262e-05,0.0,60,0.0,0.0005225248751230538,0.0003880694566760212,1.7444406694266945e-05,0.0,60,0.0
5,250.0,0.0004196405643597,0.0003984185168519,1.7623009625822306e-05,0.0,55,0.0,0.0003804615698754,0.0002704134676605,1.7627209672355093e-05,0.0,55,0.0,0.0002830863813869,0.0002744879166129,1.569606683915481e-05,0.0,53,0.0,0.0004121697857044637,0.0003371282364241779,1.7830163415055722e-05,0.0,56,0.0
6,300.0,0.0003395446692593,0.0003495241980999,1.848299143603072e-05,0.0,55,0.0,0.0002976150135509,0.0002237131120637,1.8799444660544395e-05,0.0,55,0.0,0.0002234814601251,0.0002311298740096,1.619499016669579e-05,0.0,53,0.0,0.0003372729988768697,0.0002970065106637776,1.841502307797782e-05,0.0,56,0.0
7,350.0,0.0002885991416405,0.0003042082826141,1.947714918060228e-05,0.0,55,0.0,0.0002398157666902,0.0001931873412104,1.9651206457638185e-05,0.0,55,0.0,0.000190078804735,0.0002030307077802,1.650215926929377e-05,0.0,53,0.0,0.0002705322694964707,0.00025942904176190495,1.915295433718711e-05,0.0,56,0.0
8,400.0,0.0002473947242833,0.0002695989969652,2.04695388674736e-05,0.0,55,0.0,0.0001952155580511,0.000165298115462,2.030377982009668e-05,0.0,55,0.0,0.0001653774816077,0.0001790204842109,1.6969912394415587e-05,0.0,53,0.0,0.00020955076615791768,0.00022027225350029767,2.0053228581673466e-05,0.0,56,0.0
9,450.0,0.0002096975513268,0.0002396090712863,2.138710988219828e-05,0.0,55,0.0,0.000159197312314,0.0001410015247529,2.0832068912568506e-05,0.0,55,0.0,0.0001427461538696,0.0001552417088532,1.7652128008194268e-05,0.0,53,0.0,0.00016206837608478963,0.00018629203259479254,2.091107307933271e-05,0.0,56,0.0
10,500.0,0.0001747690112097,0.0002128874475602,2.2166746930452064e-05,0.0,51,0.0,0.0001307136553805,0.0001243409351445,2.1312938770279288e-05,0.0,51,0.0,0.0001170331815956,0.0001323570904787,1.8516182535677217e-05,0.0,49,0.0,0.00012342704576440156,0.00016551358567085117,2.16612133954186e-05,0.0,52,0.0
11,550.0,0.0001443895744159,0.0001871432759799,2.2891890694154423e-05,0.0,51,0.0,0.000107522617327,0.0001124321715906,2.168446553696413e-05,0.0,51,0.0,9.283525287173688e-05,0.0001072772574843,1.9283805158920583e-05,0.0,49,0.0,9.745669376570731e-05,0.00013999130169395357,2.229369420092553e-05,0.0,51,0.0
12,600.0,0.000119450429338,0.0001652192731853,2.3628779672435485e-05,0.0,51,0.0,8.84512992342934e-05,0.0001027536782203,2.199135815317277e-05,0.0,51,0.0,7.26061625755392e-05,8.872761827660725e-05,1.998203333641868e-05,0.0,49,0.0,7.909753185231239e-05,0.00012000666902167723,2.3094049538485706e-05,0.0,51,0.0
13,650.0,9.895351831801236e-05,0.0001440791238564,2.449480780342128e-05,0.0,51,0.0,7.377099245786667e-05,9.32487309910357e-05,2.2324275050777945e-05,0.0,51,0.0,5.774506280431524e-05,7.48273596400395e-05,2.063218380499165e-05,0.0,49,0.0,6.749369640601799e-05,0.0001035513705573976,2.395946648903191e-05,0.0,51,0.0
14,700.0,8.16457177279517e-05,0.0001233731018146,2.526252865209244e-05,0.0,51,0.0,6.337295053526759e-05,8.406990673393011e-05,2.2708281903760508e-05,0.0,51,0.0,4.83056137454696e-05,6.478980503743514e-05,2.127234620274976e-05,0.0,49,0.0,5.855703784618527e-05,9.115853754337877e-05,2.4786029825918376e-05,0.0,51,0.0
15,750.0,6.631694122916088e-05,0.0001039593771565,2.5939154511434023e-05,0.0,46,0.1428571428571428,5.170308577362448e-05,7.843725325074047e-05,2.305692214576993e-05,0.0,48,0.0,3.967347220168449e-05,6.006960029480979e-05,2.184249387937598e-05,0.0,45,0.0,5.273173519526608e-05,8.271824481198564e-05,2.554929415055085e-05,0.0,44,0.0
16,800.0,5.439460801426321e-05,8.715839794604108e-05,2.658976336533669e-05,0.0,46,0.1428571428571428,4.462503420654684e-05,6.88892396283336e-05,2.3371710994979367e-05,0.0,48,0.0,3.331659536343068e-05,4.983071266906336e-05,2.236610816908069e-05,0.0,45,0.0,4.716573312180117e-05,7.688090408919379e-05,2.6175364837399684e-05,0.0,44,0.0
17,850.0,4.7132612962741405e-05,7.403655763482675e-05,2.7099207727587785e-05,0.0,46,0.1428571428571428,3.832756192423403e-05,6.209800631040707e-05,2.3616761609446257e-05,0.0,48,0.0,2.920671431638766e-05,4.491496292757802e-05,2.277636667713523e-05,0.0,45,0.0,4.425768929650076e-05,7.184785499703139e-05,2.672984373930376e-05,0.0,44,0.0
18,900.0,3.860734068439342e-05,6.349654722725973e-05,2.754440902208444e-05,0.0,46,0.1428571428571428,3.6768637073691934e-05,5.76188976992853e-05,2.3807873731129803e-05,0.0,48,0.0,2.4494291210430678e-05,4.032238939544186e-05,2.313568620593287e-05,0.0,45,0.0,4.115138654015027e-05,6.705903069814667e-05,2.7248463084106334e-05,0.0,44,0.0
19,950.0,3.4506083466112614e-05,5.546455940930173e-05,2.80136737274006e-05,0.0,46,0.1428571428571428,3.216468030586839e-05,5.295746814226732e-05,2.397422940703109e-05,0.0,48,0.0,2.151405351469293e-05,3.673036553664133e-05,2.343606138310861e-05,0.0,45,0.0,4.056892794324085e-05,6.316950748441741e-05,2.7726200642064214e-05,0.0,44,0.0
20,1000.0,2.927873356384225e-05,4.718359559774399e-05,2.8409225706127472e-05,0.0,46,0.1428571428571428,2.495123226253781e-05,4.9902046157512814e-05,2.4123866751324385e-05,0.0,42,0.1428571428571428,1.84652344614733e-05,3.3341493690386415e-05,2.368794594076462e-05,0.0,43,0.0,3.856925468426198e-05,5.885314385523088e-05,2.816318374243565e-05,0.0,41,0.0
