,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9
10,500.0,0.006699650548398495,0.0007863276987336576,8.150936992024072e-06,0.0,55,0.008068338967859745,0.0010224052239209414,6.673185453109909e-06,0.0,50,0.009211464785039425,0.001166373840533197,5.333828994480427e-06,0.0,47,0.006762195378541946,0.0005279815522953868,8.409648216911592e-06,0.0,49,0.008977308869361877,0.0008509510662406683,8.214155059249606e-06,0.0,49,0.005966250319033861,0.0006116848671808839,7.70703081798274e-06,0.0,46,0.007432928308844566,0.0010628568707033992,4.986065960110864e-06,0.0,51,0.0088110426440835,0.0009552715346217155,7.693125553487334e-06,0.0,55,0.00874368753284216,0.0011232357937842607,6.521838258777279e-06,0.0,54,0.007623353507369757,0.0010607839794829488,5.716414307244122e-06,0.0,50
11,550.0,0.0063453069888055325,0.0007364051998592913,8.180178156180773e-06,0.0,54,0.007600081618875265,0.0009898969437927008,6.629466952290386e-06,0.0,50,0.008673966862261295,0.0010994920739904046,5.2844188758172095e-06,0.0,45,0.006438499316573143,0.0004962210077792406,8.39777203509584e-06,0.0,49,0.008234061300754547,0.0008162218146026134,8.06588741397718e-06,0.0,49,0.004373622592538595,0.0005563577869907022,7.4757967922778334e-06,0.0,44,0.006969987414777279,0.0010319675784558058,4.960905698681017e-06,0.0,49,0.008278991095721722,0.0009062952594831586,7.67203437135322e-06,0.0,53,0.008321920409798622,0.00108795624691993,6.450726687035058e-06,0.0,51,0.0072922115214169025,0.0010413210839033127,5.725702521885978e-06,0.0,47
12,600.0,0.006042529828846455,0.0006636196631006896,8.19493016024353e-06,0.0,51,0.007200559601187706,0.0009577166056260467,6.595807008125121e-06,0.0,48,0.008233926258981228,0.0010232608765363693,5.2457712627074216e-06,0.0,42,0.006193111184984446,0.00047258505946956575,8.373336640943307e-06,0.0,49,0.007660979870706797,0.0007886156090535223,7.892067515058443e-06,0.0,48,0.003432047087699175,0.0005009421147406101,7.25017162039876e-06,0.0,43,0.006614109501242638,0.0009943980257958174,4.957023065799149e-06,0.0,48,0.007840832695364952,0.0008590855286456645,7.638745046278927e-06,0.0,53,0.007935015484690666,0.0010500856442376971,6.441179721150547e-06,0.0,50,0.007020961493253708,0.0010261338902637362,5.769362360297237e-06,0.0,43
13,650.0,0.005750416312366724,0.0005696281441487372,8.243360753112938e-06,0.0,46,0.006894099060446024,0.0009268888388760388,6.595419108634815e-06,0.0,45,0.007866465486586094,0.0009551163529977202,5.2583404794859234e-06,0.0,40,0.005948394536972046,0.00045693491119891405,8.33161629998358e-06,0.0,47,0.0071998960338532925,0.000764507451094687,7.736304723948706e-06,0.0,47,0.002779677277430892,0.0004641588020604104,7.084984645189252e-06,0.0,40,0.006326929200440645,0.0009422615985386074,4.956929387844866e-06,0.0,44,0.007469403091818094,0.0007997872889973223,7.568330147478264e-06,0.0,53,0.007344283163547516,0.0009971626568585634,6.447834039136069e-06,0.0,48,0.006788679398596287,0.0010081259533762932,5.826387678098399e-06,0.0,43
14,700.0,0.005449589341878891,0.00048743808292783797,8.3177246779087e-06,0.0,45,0.006609764881432056,0.0009004782186821103,6.627367383771343e-06,0.0,45,0.00753554655238986,0.0008897286024875939,5.307988885761006e-06,0.0,38,0.0057487632147967815,0.00043505686335265636,8.281150257971603e-06,0.0,46,0.00684090843424201,0.0007412090199068189,7.610865850438131e-06,0.0,47,0.0023021437227725983,0.0004307336639612913,6.980739726714091e-06,0.0,38,0.006086694076657295,0.0008844939293339849,4.984196493751369e-06,0.0,42,0.007068102713674307,0.0007216323865577579,7.4913650678354315e-06,0.0,50,0.00583600765094161,0.0009242738597095013,6.46157741357456e-06,0.0,45,0.00655730627477169,0.0009890651563182473,5.8840828387474176e-06,0.0,41
15,750.0,0.005093056708574295,0.00044190834159962833,8.384642569581047e-06,0.0,44,0.006384925451129675,0.0008726606029085815,6.652960564679233e-06,0.0,43,0.00716319540515542,0.0008427190477959812,5.410167432273738e-06,0.0,37,0.005569487810134888,0.00042030232725664973,8.232317668444011e-06,0.0,45,0.006546934135258198,0.0007179165259003639,7.498881586798234e-06,0.0,46,0.0019414981361478567,0.0004173767811153084,6.878468866489129e-06,0.0,37,0.0058816345408558846,0.0008285993244498968,5.051636435382534e-06,0.0,41,0.006368239410221577,0.0006629165727645159,7.458331765519688e-06,0.0,48,0.004405644256621599,0.000844289839733392,6.437561296479544e-06,0.0,43,0.006248739082366228,0.0009684445103630424,5.9611811593640596e-06,0.0,40
16,800.0,0.004455620888620615,0.0004404828941915184,8.43819543661084e-06,0.0,44,0.006174065172672272,0.0008423898252658546,6.673553343716776e-06,0.0,42,0.006481181364506483,0.0008095639059320092,5.5278060244745575e-06,0.0,37,0.005404941737651825,0.0004063773085363209,8.18176158645656e-06,0.0,45,0.006301256828010082,0.0006956077995710075,7.407557404803811e-06,0.0,46,0.001651458558626473,0.0004064062377437949,6.7709765971812885e-06,0.0,34,0.005689817480742931,0.0007748317439109087,5.1356291805859655e-06,0.0,38,0.004640580154955387,0.0006654737517237663,7.412221293634502e-06,0.0,46,0.003556289244443178,0.0007628414314240217,6.4390960687887855e-06,0.0,41,0.005427837837487459,0.0009393702493980527,6.033147201378597e-06,0.0,39
17,850.0,0.0030581362079828978,0.00048691785195842385,8.372346201213077e-06,0.0,44,0.006009863223880529,0.0008123505394905806,6.7003111325902864e-06,0.0,41,0.005179225001484156,0.0007751691737212241,5.656318535329774e-06,0.0,36,0.00525736203417182,0.0003931917017325759,8.12351663626032e-06,0.0,45,0.006083348765969276,0.0006751873297616839,7.31521868146956e-06,0.0,46,0.0014314277796074748,0.00039478132384829223,6.694629519188311e-06,0.0,33,0.005479569546878338,0.0007239269907586277,5.239493930275785e-06,0.0,34,0.003477427177131176,0.0006486045313067734,7.3117630563501734e-06,0.0,44,0.0029273047111928463,0.0007058357587084174,6.4834830482141115e-06,0.0,41,0.0037975257728248835,0.0008980954880826175,6.125590061856201e-06,0.0,36
18,900.0,0.002129555447027087,0.0004905496607534587,8.160690413205884e-06,0.0,43,0.005834316834807396,0.0007782471366226673,6.7275273067934904e-06,0.0,39,0.00399412726983428,0.0007338699651882052,5.774452347395709e-06,0.0,36,0.0051044500432908535,0.0003793726209551096,8.058227649598848e-06,0.0,44,0.005886881146579981,0.000654442235827446,7.221609848784283e-06,0.0,45,0.0012816275702789426,0.00038407507236115634,6.640465471718926e-06,0.0,32,0.005128028336912394,0.000706974184140563,5.3824210226594005e-06,0.0,33,0.002787217730656266,0.0005914734792895615,7.222463409561897e-06,0.0,42,0.0024389871396124363,0.0006700660451315343,6.524024229292991e-06,0.0,40,0.0028210978489369154,0.0008619082509540021,6.204878900462063e-06,0.0,35
19,950.0,0.0016247594030573964,0.0004934067255817354,7.903153345978353e-06,0.0,42,0.005680992733687162,0.0007411818369291723,6.761398708476918e-06,0.0,38,0.003222115570679307,0.0007016417803242803,5.862577836523997e-06,0.0,36,0.004954563919454813,0.0003648028359748423,7.988398465386126e-06,0.0,44,0.0057120490819215775,0.0006330534815788269,7.1299573392025195e-06,0.0,45,0.0011521567357704043,0.0003736236540134996,6.595319973712321e-06,0.0,32,0.00395511370152235,0.0007438077591359615,5.5693130889267195e-06,0.0,33,0.002372468588873744,0.0005485478322952986,7.171443485276541e-06,0.0,42,0.0021000781562179327,0.0006413539522327483,6.552467766596237e-06,0.0,37,0.0022295317612588406,0.0008247873047366738,6.249060334084788e-06,0.0,34
20,1000.0,0.0013338816352188587,0.0004954547039233148,7.632457709405571e-06,0.0,42,0.005514814052730799,0.0006998040480539203,6.800972187193111e-06,0.0,37,0.0027250496204942465,0.0006724974373355508,5.92791911913082e-06,0.0,35,0.004788434598594904,0.0003499065642245114,7.918995834188536e-06,0.0,44,0.005550254601985216,0.0006107579101808369,7.024942988209659e-06,0.0,43,0.0010544091928750277,0.000363847182597965,6.5659646679705475e-06,0.0,30,0.002660089172422886,0.0007613601046614349,5.748806415795116e-06,0.0,33,0.0020210249349474907,0.0005144757451489568,7.125757747417083e-06,0.0,40,0.0018351825419813395,0.0006157967145554721,6.5861354414664675e-06,0.0,35,0.0018198168836534023,0.0007869417313486338,6.3034999584488105e-06,0.0,32
21,1050.0,0.0011193898972123861,0.0004989048466086388,7.378461305052042e-06,0.0,40,0.005288539920002222,0.0006467030616477132,6.847870281490032e-06,0.0,35,0.0023403805680572987,0.0006518273148685694,5.980031346553005e-06,0.0,33,0.004544857889413834,0.00033933849772438407,7.869214641686995e-06,0.0,43,0.005401838570833206,0.0005902189295738935,6.929733444849262e-06,0.0,42,0.0009797153761610389,0.0003538243763614446,6.569805009348784e-06,0.0,29,0.002081233076751232,0.0007335245027206838,5.893211891816463e-06,0.0,33,0.0017624568426981568,0.0004903892404399812,7.119954716472421e-06,0.0,40,0.0016499680932611227,0.0005969273624941707,6.604608643101528e-06,0.0,34,0.0015800211112946272,0.0007553082541562617,6.391535862348974e-06,0.0,32
22,1100.0,0.0009815475204959512,0.0004908298142254353,7.1874378591019195e-06,0.0,38,0.004841591697186232,0.0005831727758049965,6.911471700732363e-06,0.0,35,0.0020955484360456467,0.0006404575542546809,6.033171757735545e-06,0.0,33,0.003939569927752018,0.0003687069984152913,7.894553164078388e-06,0.0,41,0.005266107618808746,0.000570335250813514,6.837448381702416e-06,0.0,42,0.0009111813269555569,0.00034492721897549927,6.584476523130434e-06,0.0,29,0.0017063498962670565,0.0007066199323162436,6.02136015004362e-06,0.0,31,0.0015804371796548367,0.00047051243018358946,7.140002253436251e-06,0.0,40,0.0015038850251585245,0.0005820043152198195,6.630673851759639e-06,0.0,32,0.0014123105211183429,0.0007211567717604339,6.48454397378373e-06,0.0,32
23,1150.0,0.0008866666466929018,0.00048715065349824727,7.067982551234309e-06,0.0,36,0.003800702514126897,0.0005322478828020394,6.940732419025153e-06,0.0,34,0.0018952948739752173,0.000632517330814153,6.073723398003494e-06,0.0,32,0.0027093435637652874,0.00044759392039850354,7.885610102675855e-06,0.0,41,0.005141546484082937,0.0005509663023985922,6.744711299688788e-06,0.0,42,0.0008564080926589668,0.000336393597535789,6.599642347282497e-06,0.0,27,0.001479709753766656,0.0006727476720698178,6.156290510261897e-06,0.0,31,0.0014286403311416507,0.00045597099233418703,7.181514774856623e-06,0.0,38,0.0013825098285451531,0.0005667349905706942,6.6665297708823346e-06,0.0,31,0.0012885441537946463,0.0006800515693612397,6.577637122973101e-06,0.0,30
24,1200.0,0.0008121030405163765,0.0004831877595279366,6.9868510763626546e-06,0.0,36,0.0025133772287517786,0.0005277656018733978,7.003660812188173e-06,0.0,33,0.0017556296661496162,0.0006246787961572409,6.1050441217958e-06,0.0,32,0.0018966096686199307,0.0004637082456611097,7.752801138849463e-06,0.0,41,0.005026308353990316,0.0005325856618583202,6.650980594713474e-06,0.0,42,0.0008101825369521976,0.000329278816934675,6.630737516388763e-06,0.0,27,0.0013311123475432396,0.0006374334334395826,6.2761118897469714e-06,0.0,31,0.0013205250725150108,0.00044323940528556705,7.256562639668118e-06,0.0,37,0.0012722938554361463,0.0005572877707891166,6.728244898113189e-06,0.0,31,0.0011959918774664402,0.0006437214324250817,6.682593266305048e-06,0.0,29
25,1250.0,0.000754405977204442,0.00048073375364765525,6.924421995790908e-06,0.0,34,0.0018869113409891725,0.0005281800404191017,7.1133595156425145e-06,0.0,32,0.0016429858515039086,0.0006172635476104915,6.1350965552264825e-06,0.0,32,0.0015299305086955428,0.00045921900891698897,7.566818567283917e-06,0.0,40,0.004911868833005428,0.0005156940314918756,6.560539986821823e-06,0.0,40,0.0007711100624874234,0.00032233953243121505,6.660452982032439e-06,0.0,27,0.0012201662175357342,0.0006032166420482099,6.375309112627292e-06,0.0,31,0.0012374718207865953,0.0004308949282858521,7.359340543189319e-06,0.0,36,0.0011970765190199018,0.0005442321998998523,6.792216026951792e-06,0.0,30,0.001118131447583437,0.0006098079029470682,6.798001322749769e-06,0.0,29
26,1300.0,0.0007073130691424012,0.000469524267828092,6.8739013840968255e-06,0.0,34,0.0015318967634811997,0.0005174668622203171,7.2229850047733635e-06,0.0,32,0.0015438331756740808,0.0006093156989663839,6.167113042465644e-06,0.0,31,0.0013358370633795857,0.00044752753456123173,7.4024433160957415e-06,0.0,40,0.004790821112692356,0.0004995323251932859,6.4889582063187845e-06,0.0,39,0.0007336416747421026,0.0003158386971335858,6.686631877528271e-06,0.0,27,0.0011358448537066579,0.0005706651136279106,6.45095860818401e-06,0.0,31,0.0011720386100932956,0.0004204803262837231,7.476911378034856e-06,0.0,36,0.0011301987105980515,0.0005346518009901047,6.865760042273905e-06,0.0,30,0.0010575457708910108,0.0005783116212114692,6.9115635596972425e-06,0.0,29
27,1350.0,0.0006695667980238795,0.0004600139509420842,6.864168881293153e-06,0.0,34,0.001297136303037405,0.0005057093221694231,7.314097274502274e-06,0.0,31,0.0014656540006399155,0.0006035197875462472,6.2145659285306465e-06,0.0,31,0.001184402615763247,0.00043246810673736036,7.266387910931371e-06,0.0,38,0.00464436411857605,0.0004914782475680113,6.444035989261465e-06,0.0,39,0.0006971322582103312,0.00030943675665184855,6.710886736982502e-06,0.0,26,0.0010697785764932632,0.0005436798674054444,6.505861620098585e-06,0.0,31,0.0011141832219436765,0.0004111681482754648,7.602880486956565e-06,0.0,35,0.0010891809361055493,0.0005244758795015514,6.9495295065280516e-06,0.0,30,0.0010197377996519208,0.0005507413879968226,7.02238367011887e-06,0.0,29
28,1400.0,0.0006348353927023709,0.00045035278890281916,6.865601790195797e-06,0.0,33,0.0011414098553359509,0.0004959966172464192,7.392631687253015e-06,0.0,31,0.0014292518608272076,0.0005977000691927969,6.263249815674499e-06,0.0,31,0.0010783624602481723,0.00041763766785152256,7.171926881710533e-06,0.0,37,0.004342012107372284,0.0005135536775924265,6.435962859541178e-06,0.0,38,0.0006738381343893707,0.00030316863558255136,6.743595349689713e-06,0.0,25,0.0010116837220266461,0.0005218731821514666,6.545375981659163e-06,0.0,31,0.0010695590171962976,0.00040251071914099157,7.73778447182849e-06,0.0,35,0.0010304335737600923,0.0005145211471244693,7.034120244497899e-06,0.0,30,0.000972145062405616,0.0005269409157335758,7.127973276510602e-06,0.0,29
29,1450.0,0.0006064324406906962,0.00044134215568192303,6.882416982989525e-06,0.0,33,0.0010314759565517306,0.00048755877651274204,7.453168564097723e-06,0.0,31,0.0013479023473337293,0.000592345604673028,6.311916422419017e-06,0.0,31,0.0010011930717155337,0.00040389527566730976,7.0944502112979535e-06,0.0,36,0.003463307162746787,0.0005830554291605949,6.504405973828398e-06,0.0,38,0.0006395779200829566,0.0002982803271152079,6.776931513741147e-06,0.0,24,0.000979543779976666,0.0005011593457311392,6.575759925908642e-06,0.0,31,0.0010603799019008875,0.00039450605981983244,7.8770144682494e-06,0.0,35,0.0009926208294928074,0.0005042529082857072,7.119118436094141e-06,0.0,30,0.0009387850295752287,0.0005061796400696039,7.227332844195189e-06,0.0,28
30,1500.0,0.0005858394433744252,0.0004324768087826669,6.90410342940595e-06,0.0,33,0.0009583014179952443,0.00047726492630317807,7.504583209083648e-06,0.0,31,0.0013783886097371578,0.0005866230931133032,6.362445674312767e-06,0.0,31,0.0009422780713066459,0.0003901089366991073,7.0658520598954055e-06,0.0,35,0.0023488898295909166,0.0006386222084984183,6.576229225174757e-06,0.0,37,0.0006083134212531149,0.00029246945632621646,6.811720595578663e-06,0.0,24,0.0009396144887432456,0.00048479289398528636,6.599327207368333e-06,0.0,31,0.0010056907776743174,0.0003828784101642668,8.021351277420763e-06,0.0,34,0.000966777850408107,0.0004926568362861872,7.2066513894242235e-06,0.0,29,0.0009682828676886857,0.0004903603694401681,7.3259866439912e-06,0.0,28
31,1550.0,0.0005616593407467008,0.00042366841807961464,6.9296393121476285e-06,0.0,33,0.000901718798559159,0.0004676820244640112,7.551796443294734e-06,0.0,31,0.0012474750401452184,0.0005817634519189596,6.4135538195841946e-06,0.0,31,0.0009024427854456007,0.0003772602358367294,7.069798357406398e-06,0.0,35,0.0018287315033376217,0.000642698782030493,6.601912900805473e-06,0.0,36,0.000572064018342644,0.0002874707861337811,6.8459844442259055e-06,0.0,24,0.0009364556171931326,0.00046876343549229205,6.6184984461870044e-06,0.0,30,0.0009702632669359446,0.0003755869111046195,8.172160050889943e-06,0.0,34,0.0009335638605989516,0.00048058672109618783,7.294690476555843e-06,0.0,28,0.0008833378669805825,0.0004748937499243766,7.418994755425956e-06,0.0,28
32,1600.0,0.0005395805346779525,0.00041554763447493315,6.964963631617138e-06,0.0,32,0.0008686574874445796,0.0004556802159640938,7.601073320984142e-06,0.0,29,0.001208314672112465,0.0005757660837844014,6.464555553975515e-06,0.0,31,0.0008707600645720959,0.0003647159319370985,7.089265182003146e-06,0.0,35,0.0015269920695573092,0.000639952311757952,6.594932074222015e-06,0.0,35,0.0005441841785795987,0.0002819017390720546,6.8801859924860764e-06,0.0,24,0.0008619820582680404,0.0004501735675148666,6.641610525548458e-06,0.0,29,0.0009473077370785177,0.00036743536475114524,8.327362593263388e-06,0.0,33,0.0009266946581192315,0.0004693766823038459,7.3880082709365524e-06,0.0,28,0.0008598043350502849,0.0004625807632692158,7.504792392865056e-06,0.0,28
33,1650.0,0.0005135072860866785,0.0004071157891303301,7.011322395555908e-06,0.0,32,0.0008251177496276796,0.000448214152129367,7.660324627067894e-06,0.0,29,0.0011764515656977892,0.0005699984612874687,6.517265319416765e-06,0.0,31,0.000838167907204479,0.0003530890098772943,7.120991085685091e-06,0.0,34,0.0013367664068937302,0.0006322036497294903,6.576360192411812e-06,0.0,34,0.0005140294670127332,0.0002762226795312017,6.913171091582626e-06,0.0,24,0.0008353561861440539,0.00043801392894238234,6.679826128674904e-06,0.0,29,0.0009290939196944237,0.0003586866951081902,8.484994395985268e-06,0.0,33,0.0008874909253790975,0.00045670589315705,7.476144219253911e-06,0.0,28,0.0008319703629240394,0.0004522648232523352,7.585675575683126e-06,0.0,28
34,1700.0,0.0004964441759511828,0.0003982234629802406,7.061211363179609e-06,0.0,31,0.0007974925101734698,0.00043999962508678436,7.728294804110192e-06,0.0,29,0.00113716593477875,0.0005634380504488945,6.570478035428096e-06,0.0,31,0.0008181998855434358,0.00033990934025496244,7.1681442932458594e-06,0.0,34,0.0012002347502857447,0.0006194249726831913,6.560017482115654e-06,0.0,34,0.00048328880802728236,0.00027045843307860196,6.945124823687365e-06,0.0,24,0.0008135949028655887,0.0004264945746399462,6.720725195918931e-06,0.0,29,0.0009299605153501034,0.0003508766239974648,8.643100045446772e-06,0.0,33,0.000865777547005564,0.00044541567331179976,7.558739071100717e-06,0.0,28,0.0008062709821388125,0.00044369700481183827,7.66154880693648e-06,0.0,28
