,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1
0,0.0,0.7048473358154297,0.0,0.0,0.0,60,0.0,0.7877767086029053,0.0,0.0,0.0,60,0.0
1,50.0,0.06431171298027039,0.0,0.0,0.0,60,0.0,0.04771346598863602,0.0,0.0,0.0,60,0.0
2,100.0,0.024947229772806168,0.0,0.0,0.0,60,0.0,0.019083213061094284,0.0,0.0,0.0,60,0.0
3,150.0,0.019616037607192993,0.0,0.0,0.0,60,0.0,0.014375817030668259,0.0,0.0,0.0,60,0.0
4,200.0,0.01269732415676117,0.0,0.0,0.0,60,0.0,0.012286452576518059,0.0,0.0,0.0,60,0.0
5,250.0,0.007407949771732092,0.0,0.0,0.0,60,0.0,0.011214745230972767,0.0,0.0,0.0,60,0.0
6,300.0,0.005395304411649704,0.0,0.0,0.0,60,0.0,0.010424649342894554,0.0,0.0,0.0,60,0.0
7,350.0,0.004493582993745804,0.0,0.0,0.0,60,0.0,0.009501143358647823,0.0,0.0,0.0,60,0.0
8,400.0,0.0039592161774635315,0.0,0.0,0.0,60,0.0,0.004422544501721859,0.0,0.0,0.0,60,0.0
9,450.0,0.0035544915590435266,0.0,0.0,0.0,60,0.0,0.0020312967244535685,0.0,0.0,0.0,60,0.0
10,500.0,0.003243174171075225,0.0,0.0,0.0,60,0.0,0.0015341922407969832,0.0,0.0,0.0,60,0.0
11,550.0,0.0029486205894500017,0.0,0.0,0.0,60,0.0,0.0014307084493339062,0.0,0.0,0.0,60,0.0
12,600.0,0.002663907129317522,0.0,0.0,0.0,60,0.0,0.001102230860851705,0.0,0.0,0.0,60,0.0
13,650.0,0.0023804816883057356,0.0,0.0,0.0,60,0.0,0.0009886161424219608,0.0,0.0,0.0,60,0.0
14,700.0,0.002081335289403796,0.0,0.0,0.0,60,0.0,0.0008336715400218964,0.0,0.0,0.0,60,0.0
15,750.0,0.001807612832635641,0.0,0.0,0.0,60,0.0,0.0007674322696402669,0.0,0.0,0.0,60,0.0
16,800.0,0.001577393733896315,0.0,0.0,0.0,60,0.0,0.0007301337318494916,0.0,0.0,0.0,60,0.0
17,850.0,0.001370827667415142,0.0,0.0,0.0,60,0.0,0.0006178196053951979,0.0,0.0,0.0,60,0.0
18,900.0,0.0012257228372618556,0.0,0.0,0.0,60,0.0,0.0004974893527105451,0.0,0.0,0.0,60,0.0
19,950.0,0.0011152552906423807,0.0,0.0,0.0,60,0.0,0.00045749396667815745,0.0,0.0,0.0,60,0.0
20,1000.0,0.0011273309355601668,0.0,0.0,0.0,60,0.0,0.0003881326992996037,0.0,0.0,0.0,60,0.0
21,1050.0,0.0009987984085455537,0.0,0.0,0.0,60,0.0,0.00031379394931718707,0.0,0.0,0.0,60,0.0
22,1100.0,0.0009053062531165779,0.0,0.0,0.0,60,0.0,0.0002863061090465635,0.0,0.0,0.0,60,0.0
23,1150.0,0.0008377780322916806,0.0,0.0,0.0,60,0.0,0.00023585929011460394,0.0,0.0,0.0,60,0.0
24,1200.0,0.0007936152978800237,0.0,0.0,0.0,60,0.0,0.00021227422985248268,0.0,0.0,0.0,60,0.0
25,1250.0,0.0007536965422332287,0.0,0.0,0.0,60,0.0,0.0002356004115426913,0.0,0.0,0.0,60,0.0
26,1300.0,0.0007189118186943233,0.0,0.0,0.0,60,0.0,0.00017485218995716423,0.0,0.0,0.0,60,0.0
27,1350.0,0.0006942777545191348,0.0,0.0,0.0,60,0.0,0.00014503840066026896,0.0,0.0,0.0,60,0.0
28,1400.0,0.0006716628558933735,0.0,0.0,0.0,60,0.0,0.00013595719065051526,0.0,0.0,0.0,60,0.0
29,1450.0,0.0006560965557582676,0.0,0.0,0.0,60,0.0,0.00016060868802014738,0.0,0.0,0.0,60,0.0
30,1500.0,0.0006265081465244293,0.0,0.0,0.0,60,0.0,0.000141243523103185,0.0,0.0,0.0,60,0.0
31,1550.0,0.0006064969929866493,0.0,0.0,0.0,60,0.0,0.00011470445315353572,0.0,0.0,0.0,60,0.0
32,1600.0,0.0006331650074571371,0.0,0.0,0.0,60,0.0,0.00012535718269646168,0.0,0.0,0.0,60,0.0
33,1650.0,0.0005738982581533492,0.0,0.0,0.0,60,0.0,0.00018965022172778845,0.0,0.0,0.0,60,0.0
34,1700.0,0.0005594821413978934,0.0,0.0,0.0,60,0.0,8.683941268827766e-05,0.0,0.0,0.0,60,0.0
35,1750.0,0.0005593809182755649,0.0,0.0,0.0,60,0.0,8.619223808636889e-05,0.0,0.0,0.0,60,0.0
36,1800.0,0.0005716216983273625,0.0,0.0,0.0,60,0.0,0.00010914729500655085,0.0,0.0,0.0,60,0.0
37,1850.0,0.000537330168299377,0.0,0.0,0.0,60,0.0,7.571569585707039e-05,0.0,0.0,0.0,60,0.0
38,1900.0,0.0005513909854926169,0.0,0.0,0.0,60,0.0,9.205316018778831e-05,0.0,0.0,0.0,60,0.0
39,1950.0,0.0005032305489294231,0.0,0.0,0.0,60,0.0,8.902449917513877e-05,0.0,0.0,0.0,60,0.0
40,2000.0,0.0007019733311608434,0.0,0.0,0.0,60,0.0,0.00011818498023785651,0.0,0.0,0.0,60,0.0
41,2050.0,0.000537641579285264,0.0,0.0,0.0,60,0.0,5.883717676624656e-05,0.0,0.0,0.0,60,0.0
42,2100.0,0.0004899384803138673,0.0,0.0,0.0,60,0.0,9.648164996178821e-05,0.0,0.0,0.0,60,0.0
