,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4
10,500,0.001717607374303,0.0012032318627461,0.0005141244037076,2.510721230919444e-07,0.0,60,0.0,1.5302612155210227e-05,3.49028482560243e-06,1.1463035662018228e-05,3.492911275770894e-07,0.0,47,0.0,0.0064156409353017,0.0046655549667775,0.0017497719964012,3.1403911293637066e-07,0.0,53,0.0,0.020103994756937,0.0166337024420499,0.0034699835814535,3.084597892666352e-07,0.0,59,0.0,0.0026939648669213057,0.0017244042828679085,0.0009692710591480136,2.893601163123094e-07,0.0,57,0.0
11,550,0.0018240747740492,0.0012977863661944,0.0005260233883745,2.651148349741561e-07,0.0,60,0.0,1.3670955013367347e-05,3.008474322996335e-06,1.0312151971447747e-05,3.50328576814718e-07,0.0,47,0.0,0.0067882305011153,0.004907967057079,0.0018799431854858,3.201667198027281e-07,0.0,53,0.0,0.0231258533895015,0.0192405767738819,0.0038849557749927,3.198507272372808e-07,0.0,59,0.0,0.002906645881012082,0.001873636618256569,0.0010327105410397053,2.987884215599479e-07,0.0,57,0.0
12,600,0.0019131880253553,0.0013763445895165,0.0005365652614273,2.78258028174605e-07,0.0,60,0.0,1.231016267411178e-05,2.6387047000753228e-06,9.320872777607292e-06,3.505857648633537e-07,0.0,45,0.0,0.0072598829865455,0.0052110031247138,0.0020485541317611,3.2610515177111665e-07,0.0,53,0.0,0.0255370754748582,0.0212660785764455,0.00427066674456,3.296073884939688e-07,0.0,59,0.0,0.0030763326212763786,0.001998904161155224,0.001077120890840888,3.074745791309397e-07,0.0,57,0.0
13,650,0.0019768788479268,0.0014312653802335,0.0005453236517496,2.898243565141456e-07,0.0,60,0.0,1.120603883464355e-05,2.3129075543693034e-06,8.542871910321992e-06,3.502593415305455e-07,0.0,44,0.0,0.007715995889157,0.0054942392744123,0.0022214250639081,3.315627452593617e-07,0.0,53,0.0,0.028030252084136,0.0233583282679319,0.0046715857461094,3.378448525381828e-07,0.0,59,0.0,0.0032038891222327948,0.002095622941851616,0.0011079513933509588,3.147642075873591e-07,0.0,57,0.0
14,700,0.0020362555515021,0.0014830998843535,0.0005528560141101,2.9975720394759264e-07,0.0,60,0.0,1.0243943506793585e-05,2.071352128041326e-06,7.823490705050062e-06,3.49100588437068e-07,0.0,42,0.0,0.0079835671931505,0.0055861142463982,0.0023971162736415,3.3693584100547014e-07,0.0,52,0.0,0.0297838822007179,0.0247434359043836,0.0050401021726429,3.44998568380106e-07,0.0,59,0.0,0.003369079204276204,0.002218421082943678,0.0011503370478749275,3.2107627134791983e-07,0.0,56,0.0
15,750,0.0021033559460192,0.0015415550442412,0.0005614922847598,3.0844674370200664e-07,0.0,60,0.0,9.604874321667012e-06,1.988788426388055e-06,7.267244654940441e-06,3.4884158139902866e-07,0.0,42,0.0,0.0083839492872357,0.0057708509266376,0.0026127577293664,3.412781950373756e-07,0.0,52,0.0,0.031109744682908,0.0257190708070993,0.0053903223015367,3.5154977240381413e-07,0.0,59,0.0,0.0035130539909005165,0.0023342417553067207,0.0011784860398620367,3.2625257517793216e-07,0.0,56,0.0
16,800,0.0021929219365119,0.0016128916759043,0.0005797141348011,3.161692063713417e-07,0.0,59,0.0,9.017252523335628e-06,1.859281496763288e-06,6.809234491811367e-06,3.487363642307173e-07,0.0,41,0.0,0.0087348883971571,0.005930598359555,0.0028039440512657,3.4541844229352137e-07,0.0,52,0.0,0.0326846651732921,0.0268949605524539,0.0057893474586308,3.577149243483291e-07,0.0,59,0.0,0.003635937115177512,0.0024772589094936848,0.0011583453742787242,3.3273187227678136e-07,0.0,55,0.0
17,850,0.0022745539899915,0.0016815500566735,0.0005926811718381,3.226435296710406e-07,0.0,59,0.0,8.567526492697652e-06,1.7391854498782775e-06,6.479702733486192e-06,3.486379966943787e-07,0.0,40,0.0,0.0090365335345268,0.006058735307306,0.0029774492140859,3.495952398679947e-07,0.0,52,0.0,0.0342794097959995,0.0279828608036041,0.0062961881048977,3.617462311922282e-07,0.0,58,0.0,0.003748253220692277,0.002575278514996171,0.0011726365191861987,3.3821137890299724e-07,0.0,55,0.0
18,900,0.0023469033185392,0.0017406716942787,0.0006059033330529,3.282169984686334e-07,0.0,59,0.0,8.253429768956266e-06,1.7410629880032502e-06,6.164195383462356e-06,3.4817105643014656e-07,0.0,40,0.0,0.0090518537908792,0.0061277188360691,0.0029237810522317,3.5383482099859975e-07,0.0,51,0.0,0.0354888960719108,0.0286982096731662,0.0067903227172791,3.653138094250608e-07,0.0,57,0.0,0.0038326214998960495,0.002656969940289855,0.0011753087164834142,3.427003321121447e-07,0.0,55,0.0
19,950,0.0024291691370308,0.0018081637099385,0.0006206721882335,3.331531672756683e-07,0.0,59,0.0,7.81104972702451e-06,1.5611673234161572e-06,5.902364137000404e-06,3.475182381862396e-07,0.0,40,0.0,0.0094240754842758,0.0063343569636344,0.0030893608927726,3.580188376872684e-07,0.0,51,0.0,0.0372179858386516,0.0295709650963544,0.0076466533355414,3.684138789594727e-07,0.0,56,0.0,0.003914682660251856,0.0027335938066244125,0.0011807422852143645,3.464580800027761e-07,0.0,55,0.0
20,1000,0.0025218704249709,0.0018851908389478,0.0006363419815897,3.376131871846155e-07,0.0,59,0.0,7.778316103213001e-06,1.765681986398704e-06,5.665817752742441e-06,3.468159945896332e-07,0.0,40,0.0,0.0096161747351288,0.0063729146495461,0.0032428978011012,3.621179587298684e-07,0.0,51,0.0,0.037927221506834,0.0297391358762979,0.0081877131015062,3.7117780493645124e-07,0.0,56,0.0,0.004015407059341669,0.0028276361990720034,0.0011874211486428976,3.4974729601344734e-07,0.0,55,0.0
21,1050,0.002592435805127,0.0019428313244134,0.0006492623360827,3.419366976231686e-07,0.0,57,0.0,7.335075679293368e-06,1.54621125147969e-06,5.442447672976414e-06,3.464163569333323e-07,0.0,39,0.0,0.0098468130454421,0.0065295421518385,0.0033169051166623,3.662074163912621e-07,0.0,50,0.0,0.0387895219027996,0.0299921762198209,0.008796970359981,3.746446850527718e-07,0.0,56,0.0,0.004099185112863779,0.0029030246660113335,0.00119580770842731,3.526961904753989e-07,0.0,55,0.0
22,1100,0.0026735442224889,0.0020091505721211,0.0006640482461079,3.451940244758589e-07,0.0,57,0.0,6.921102340129437e-06,1.3768747066933429e-06,5.198598501010565e-06,3.456294734860421e-07,0.0,39,0.0,0.0100750410929322,0.0066305436193943,0.0034441275056451,3.698772559346253e-07,0.0,50,0.0,0.0398395620286464,0.0304164122790098,0.0094227753579616,3.780450015256065e-07,0.0,56,0.0,0.0041338661685585976,0.002933233743533492,0.0012002771254628897,3.553545582235529e-07,0.0,55,0.0
23,1150,0.0027643586508929,0.002083167200908,0.0006808435427956,3.478966164038866e-07,0.0,57,0.0,6.698579909425462e-06,1.3199133945818176e-06,5.0338380788161885e-06,3.448285781360028e-07,0.0,39,0.0,0.010292231105268,0.0067137158475816,0.0035781417973339,3.7331335533963284e-07,0.0,50,0.0,0.0405120737850666,0.0304554309695959,0.0100562637671828,3.813657087903266e-07,0.0,56,0.0,0.0041897716000676155,0.0029824550729244947,0.001206959132105112,3.5772833939518023e-07,0.0,55,0.0
24,1200,0.0028370504733175,0.0021375196520239,0.0006991804693825,3.504968617562554e-07,0.0,57,0.0,6.8924582592444494e-06,1.6117304539875477e-06,4.936654477205593e-06,3.440732712078898e-07,0.0,38,0.0,0.0105825196951627,0.0068612159229815,0.0037209270521998,3.764722578125657e-07,0.0,50,0.0,0.0412056408822536,0.0304760616272687,0.0107291955500841,3.851658618714282e-07,0.0,56,0.0,0.004213754087686539,0.0030063230078667402,0.0012070712400600314,3.598606781451963e-07,0.0,55,0.0
25,1250,0.0029315222054719,0.0022132475860416,0.0007179211825132,3.534636334734387e-07,0.0,57,0.0,6.377569206961198e-06,1.2298208957872705e-06,4.803987394552678e-06,3.437609166212497e-07,0.0,36,0.0,0.0109058851376175,0.0070390701293945,0.0038664361927658,3.794720839778165e-07,0.0,50,0.0,0.0423238724470138,0.0308878012001514,0.0114356819540262,3.892564279794897e-07,0.0,56,0.0,0.004244951531291008,0.0030329206492751837,0.0012116689467802644,3.619007031829824e-07,0.0,55,0.0
26,1300,0.003026149701327,0.0022899161558598,0.0007358770817518,3.564787505183631e-07,0.0,57,0.0,6.290989404078573e-06,1.2598112562045571e-06,4.687618002208183e-06,3.435603446177993e-07,0.0,36,0.1428571428571428,0.011025222018361,0.0070246681571006,0.0040001710876822,3.8232664678616857e-07,0.0,50,0.0,0.0425699800252914,0.0305155273526906,0.0120540596544742,3.9343206026387634e-07,0.0,56,0.0,0.004292768891900778,0.003077190835028887,0.00121521414257586,3.637061922745488e-07,0.0,55,0.0
27,1350,0.0030882570426911,0.0023324999492615,0.0007553961477242,3.608068936955533e-07,0.0,56,0.0,6.3449788285652176e-06,1.4420141951632104e-06,4.559492936095921e-06,3.434713846672821e-07,0.0,35,0.1428571428571428,0.0112089747563004,0.0070990468375384,0.004109542351216,3.851210692573659e-07,0.0,49,0.0,0.0396323204040527,0.0279938131570816,0.0116381086409091,3.981382121764909e-07,0.0,55,0.0,0.004316017031669617,0.003097173757851124,0.0012184778461232781,3.6531977798404114e-07,0.0,55,0.0
28,1400,0.0031851446256041,0.0024087580386549,0.0007760223816148,3.642619788024604e-07,0.0,56,0.0,5.912832421017811e-06,1.1559880022105062e-06,4.413515398482559e-06,3.433288782161981e-07,0.0,34,0.1428571428571428,0.011493151076138,0.0072343149222433,0.0042584487237036,3.876696439419902e-07,0.0,49,0.0,0.0411972105503082,0.0287278685718774,0.0124689396470785,4.02299605184453e-07,0.0,55,0.0,0.004349024500697851,0.0031296361703425646,0.00121902150567621,3.6674086345556134e-07,0.0,55,0.0
29,1450,0.0032571880146861,0.0024639253970235,0.0007928950362838,3.6764967603630804e-07,0.0,55,0.0,5.994051207380835e-06,1.2748942026519217e-06,4.3760646804003045e-06,3.430924095937371e-07,0.0,34,0.1428571428571428,0.0117070823907852,0.007312991656363,0.0043937005102634,3.9015725405988633e-07,0.0,49,0.0,0.0423788167536258,0.029298797249794,0.0130796153098344,4.0620912500344286e-07,0.0,55,0.0,0.004378445912152529,0.0031502065248787403,0.0012278712820261717,3.683466047732509e-07,0.0,54,0.0
30,1500,0.0033932821825146,0.0025384877808392,0.0008544250158593,3.693612597999163e-07,0.0,54,0.0,5.751992830482777e-06,1.1163156159454957e-06,4.2927658796543255e-06,3.429115054132126e-07,0.0,34,0.1428571428571428,0.0119423335418105,0.0074266078881919,0.0045153340324759,3.92539902804856e-07,0.0,49,0.0,0.0433193668723106,0.0296817123889923,0.0136372447013854,4.0981475990520266e-07,0.0,55,0.0,0.004424544516950846,0.003192504867911339,0.0012316699139773846,3.6960895499760227e-07,0.0,54,0.0
31,1550,0.003461901564151,0.0025951890274882,0.0008663407061249,3.7189386148384084e-07,0.0,54,0.0,6.394423053279752e-06,1.5925132856864366e-06,4.459035608306294e-06,3.428742445521493e-07,0.0,33,0.1428571428571428,0.0120371356606483,0.0074139311909675,0.0046228091232478,3.94808864712104e-07,0.0,49,0.0,0.0437817312777042,0.030255202203989,0.0135261183604598,4.1152617313855444e-07,0.0,54,0.0,0.004454051144421101,0.0032173413783311844,0.0012363390997052193,3.707089888393966e-07,0.0,54,0.0
32,1600,0.0035119329113513,0.0026341427583247,0.0008774154703132,3.745742560568033e-07,0.0,54,0.0,5.704318027710542e-06,1.0159396879316771e-06,4.345741217548493e-06,3.426369517001149e-07,0.0,33,0.1428571428571428,0.0123677626252174,0.0076213739812374,0.0047459919005632,3.970196189584385e-07,0.0,49,0.0,0.0448061265051364,0.030714550986886,0.0140911601483821,4.138672409226274e-07,0.0,54,0.0,0.004497031215578318,0.0032545800786465406,0.0012420796556398273,3.7165548860684794e-07,0.0,54,0.0
33,1650,0.0035968776792287,0.0027084753382951,0.0008880240493454,3.783632962495176e-07,0.0,53,0.0,5.7289812502858695e-06,1.095921447813453e-06,4.2906754060823005e-06,3.423843963901163e-07,0.0,33,0.1428571428571428,0.0125022800639271,0.0076258569024503,0.004876023158431,3.99136069972883e-07,0.0,49,0.0,0.0459254197776317,0.0313442945480346,0.0145807079970836,4.164390077221469e-07,0.0,54,0.0,0.004534596111625433,0.0032872487790882587,0.001246974803507328,3.7251612639011e-07,0.0,54,0.0
34,1700,0.0036371555179357,0.0027350503951311,0.0009017239208333,3.81252220904571e-07,0.0,53,0.0,5.620819138130173e-06,1.0663869716154295e-06,4.21225422542193e-06,3.421777137191384e-07,0.0,33,0.1428571428571428,0.0127659374848008,0.0077752508223056,0.0049902847968041,4.011557166450075e-07,0.0,49,0.0,0.0471147708594799,0.0319483950734138,0.0151659557595849,4.191140021703177e-07,0.0,54,0.0,0.004574648104608059,0.0033220015466213226,0.0012522733304649591,3.733375422143581e-07,0.0,54,0.0
35,1750,0.0037161346990615,0.0027985963970422,0.0009171545971184,3.837624547031737e-07,0.0,53,0.0,5.535313903237693e-06,1.0457441703692891e-06,4.146870651311474e-06,3.4269899629180145e-07,0.0,32,0.1428571428571428,0.0129101080819964,0.0078083486296236,0.0051013561896979,4.030893592243956e-07,0.0,49,0.0,0.0484698377549648,0.0327314920723438,0.0157379247248172,4.2171868130935763e-07,0.0,54,0.0,0.004630443174391985,0.0033669795375317335,0.0012630898272618651,3.740532008578157e-07,0.0,54,0.0
36,1800,0.0037938763853162,0.0028617156203836,0.0009317747899331,3.8607106489507714e-07,0.0,53,0.0,5.359212082112208e-06,9.41575592605659e-07,4.075033302797237e-06,3.426031298658927e-07,0.0,32,0.1428571428571428,0.013122565113008,0.0079324804246425,0.0051896800287067,4.049935569128138e-07,0.0,49,0.0,0.0497300922870636,0.0333691053092479,0.0163605604320764,4.241374540470133e-07,0.0,54,0.0,0.004657161887735128,0.00339023326523602,0.001266553532332182,3.747179562196834e-07,0.0,54,0.0
37,1850,0.0038676250260323,0.0029211838264018,0.0009460531873628,3.882012151734672e-07,0.0,53,0.0,5.259124009171501e-06,9.065749395631428e-07,4.010179964097915e-06,3.423694465709559e-07,0.0,32,0.1428571428571428,0.0132340611889958,0.0079475492238998,0.0052861054427921,4.0685060298528697e-07,0.0,49,0.0,0.0514206439256668,0.0344181135296821,0.0170021038502454,4.2641121922315516e-07,0.0,54,0.0,0.004682973492890596,0.0034083703067153692,0.0012742278631776571,3.7536125319093117e-07,0.0,54,0.0
38,1900,0.003920966759324,0.0029624728485941,0.0009581039194017,3.9019982978061307e-07,0.0,53,0.0,5.3385829232865945e-06,1.0090799378303927e-06,3.987346644862555e-06,3.421566816541599e-07,0.0,32,0.1428571428571428,0.0134294778108596,0.0080674653872847,0.0053616035729646,4.086365663624747e-07,0.0,49,0.0,0.0527702569961547,0.0351911596953868,0.0175786688923835,4.2874913219748123e-07,0.0,54,0.0,0.004754011984914541,0.0034711838234215975,0.0012824524892494082,3.7590257306874264e-07,0.0,53,0.0
39,1950,0.0040012854151427,0.0030277236364781,0.0009731695754453,3.921104507753626e-07,0.0,53,0.0,5.173328645469155e-06,9.388025432599534e-07,3.892597305821255e-06,3.419287111228187e-07,0.0,32,0.1428571428571428,0.0136054456233978,0.0081713879480957,0.0054336469620466,4.103541471067729e-07,0.0,49,0.0,0.0545429065823555,0.03629856929183,0.0182439032942056,4.3091816337437205e-07,0.0,54,0.0,0.004780432675033808,0.0034883879125118256,0.0012916678097099066,3.765331371141656e-07,0.0,53,0.0
40,2000,0.0040805018506944,0.0030949676875025,0.0009851400973275,3.938496035971184e-07,0.0,53,0.0,5.112295184517279e-06,9.003512673189107e-07,3.870290584018221e-06,3.416535889755324e-07,0.0,32,0.1428571428571428,0.0135115664452314,0.008004168048501,0.0055069872178137,4.120198298096512e-07,0.0,49,0.0,0.0559937991201877,0.0370924808084964,0.0189008861780166,4.329309604145237e-07,0.0,54,0.0,0.004800440743565559,0.0035029060672968626,0.0012971574906259775,3.7714744394179434e-07,0.0,53,0.0
41,2050,0.0041264253668487,0.0031267248559743,0.0009993052808567,3.955738634431327e-07,0.0,53,0.0,5.199828592594713e-06,1.0341378811062896e-06,3.824302439170424e-06,3.4138821547458065e-07,0.0,32,0.1428571428571428,0.0137901697307825,0.0082105956971645,0.0055791609920561,4.136595066484006e-07,0.0,49,0.0,0.0573943182826042,0.0379074327647686,0.0194864496588706,4.347880349087063e-07,0.0,54,0.0,0.00482925632968545,0.0035219979472458363,0.0013068804983049631,3.777002461902157e-07,0.0,53,0.0
42,2100,0.0042455848306417,0.0032311144750565,0.0010140731465071,3.972677973251848e-07,0.0,53,0.0,4.981700385542354e-06,8.902965760171355e-07,3.7502670693356777e-06,3.4113676861124986e-07,0.0,32,0.1428571428571428,0.0138033702969551,0.008162354119122,0.0056406003423035,4.152844041982462e-07,0.0,49,0.0,0.0592183880507946,0.0391200929880142,0.0200978592038154,4.365084294022381e-07,0.0,54,0.0,0.0048765698447823524,0.00355916959233582,0.0013170222518965602,3.781773614264239e-07,0.0,53,0.0
43,2150,0.0042592044919729,0.0032650053035467,0.0009938008151948,3.984225145359233e-07,0.0,52,0.0,4.921948402625276e-06,8.519271545992524e-07,3.729132004082203e-06,3.408889313050168e-07,0.0,32,0.1428571428571428,0.0139192212373018,0.0082885408774018,0.0056302640587091,4.1669804318189563e-07,0.0,49,0.0,0.0606986433267593,0.0399747751653194,0.0207234285771846,4.381012388421368e-07,0.0,54,0.0,0.0049109673127532005,0.0035906918346881866,0.0013198970118537545,3.785955868806923e-07,0.0,53,0.0
44,2200,0.0043488075025379,0.003333639819175,0.0010147679131478,3.999517161901167e-07,0.0,52,0.0,4.954907126375474e-06,8.894696179595485e-07,3.724756652445649e-06,3.406807422834391e-07,0.0,32,0.1428571428571428,0.013975272886455,0.0083135766908526,0.0056612784974277,4.1822841012617573e-07,0.0,49,0.0,0.0622073411941528,0.0408810414373874,0.0213258620351552,4.3967443730252853e-07,0.0,54,0.0,0.004931294359266758,0.0036023545544594526,0.0013285607565194368,3.789618574501219e-07,0.0,53,0.0
45,2250,0.0043897018767893,0.0033623687922954,0.0010269318008795,4.015599870399457e-07,0.0,52,0.0,4.826448730455013e-06,8.359376693078957e-07,3.650052121884073e-06,3.4045874031107815e-07,0.0,32,0.1428571428571428,0.0140399551019072,0.0083709871396422,0.0056685474701225,4.197313501208555e-07,0.0,49,0.0,0.0637736096978187,0.0418410748243331,0.02193209156394,4.412547696119873e-07,0.0,54,0.0,0.004990699701011181,0.003654190106317401,0.0013361304299905896,3.7927497942291666e-07,0.0,53,0.0
46,2300,0.0044529628939926,0.0034417852293699,0.0010107754496857,4.0253814859170244e-07,0.0,50,0.0,4.790618731931318e-06,8.243682145803177e-07,3.625995987022179e-06,3.402547861242056e-07,0.0,32,0.1428571428571428,0.0141029972583055,0.0083983857184648,0.0057041901163756,4.212016335713997e-07,0.0,49,0.0,0.065203346312046,0.0426870770752429,0.0225158277899026,4.42902319264249e-07,0.0,54,0.0,0.005008435342460871,0.003665907308459282,0.0013421487528830767,3.795600491685036e-07,0.0,53,0.0
47,2350,0.0045222882181406,0.0035048683639615,0.0010170160094276,4.035833853777149e-07,0.0,50,0.0,4.766819074575324e-06,8.465296446047432e-07,3.580272505132598e-06,3.400170385248203e-07,0.0,32,0.1428571428571428,0.0143154636025428,0.0085677644237875,0.0057472758926451,4.2273052258678966e-07,0.0,49,0.0,0.066892609000206,0.0437733195722103,0.0231188423931598,4.445304000455508e-07,0.0,54,0.0,0.005043249577283859,0.0036939054261893034,0.0013489642878994346,3.7974973565724213e-07,0.0,53,0.0
48,2400,0.0045649562962353,0.0035418116021901,0.0010227399179711,4.048520736432693e-07,0.0,50,0.0,4.958696990797762e-06,9.872823056866764e-07,3.6318956517789047e-06,3.395190049104713e-07,0.0,31,0.1428571428571428,0.0143516352400183,0.0085798725485801,0.0057713380083441,4.2425685364833043e-07,0.0,49,0.0,0.0679538547992706,0.0444031842052936,0.0235502254217863,4.460656271021435e-07,0.0,54,0.0,0.0050871726125478745,0.0037314200308173895,0.00135537248570472,3.7989914858371776e-07,0.0,53,0.0
49,2450,0.0046073724515736,0.0035710625816136,0.001035903696902,4.060570688579901e-07,0.0,50,0.0,4.738663847092539e-06,8.450122663816728e-07,3.5540888347895816e-06,3.395623764390621e-07,0.0,30,0.1428571428571428,0.0144563103094697,0.0086429137736558,0.0058129704557359,4.257023533682514e-07,0.0,49,0.0,0.069692850112915,0.0455038547515869,0.0241885501891374,4.4750012762051483e-07,0.0,54,0.0,0.005121375899761915,0.0037572388537228107,0.0013637571828439832,3.800134322773374e-07,0.0,53,0.0
50,2500,0.0046964827924966,0.0036537337582558,0.0010423416970297,4.072262527188286e-07,0.0,50,0.0,4.832883860217407e-06,9.676814443082549e-07,3.525921329128323e-06,3.392813141545048e-07,0.0,30,0.1428571428571428,0.0144423143938183,0.0086067961528897,0.0058350907638669,4.271499562946701e-07,0.0,49,0.0,0.070665031671524,0.0461663864552974,0.0244981963187456,4.489050695610786e-07,0.0,53,0.0,0.005144557915627956,0.003773760749027133,0.001370417419821024,3.8011123137948744e-07,0.0,53,0.0
51,2550,0.0047045825049281,0.0036535847466439,0.0010505893733352,4.0828851410879e-07,0.0,50,0.0,4.774828539666487e-06,9.653293773226324e-07,3.470568572083721e-06,3.389306471035525e-07,0.0,30,0.1428571428571428,0.0145810768008232,0.0087023181840777,0.0058783306740224,4.285597583475465e-07,0.0,49,0.0,0.0723903179168701,0.0472418330609798,0.0251480396836996,4.502201988998422e-07,0.0,53,0.0,0.005175587721168995,0.00380161521025002,0.0013735919492319226,3.802159653787385e-07,0.0,53,0.0
