,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0,0.03922222927212715,0.03780517727136612,0.0014142314903438091,2.8186445888422895e-06,0.0,60,0.0
1,50,0.011394243687391281,0.009977123700082302,0.001414752216078341,2.366980652368511e-06,0.0,60,0.0
2,100,0.009537211619317532,0.008119108155369759,0.0014161160215735435,1.987832092709141e-06,0.0,52,0.0
3,150,0.006285498384386301,0.0048696924932301044,0.0014140590792521834,1.7465101791458437e-06,0.0,44,0.14285714285714285
4,200,0.005228107329457998,0.0038220302667468786,0.0014043640112504363,1.7133118035417283e-06,0.0,38,0.14285714285714285
5,250,0.004789405036717653,0.0034113700967282057,0.00137621839530766,1.8163548247684957e-06,0.0,35,0.2857142857142857
6,300,0.004351267125457525,0.0030500218272209167,0.0012992415577173233,2.0037557533214567e-06,0.0,34,0.2857142857142857
7,350,0.0035830133128911257,0.0022974659223109484,0.0012835251400247216,2.0221200429659802e-06,0.0,31,0.2857142857142857
8,400,0.0029423150699585676,0.0017671100795269012,0.0011732635321095586,1.941634764079936e-06,0.0,28,0.2857142857142857
9,450,0.0025218366645276546,0.0014760501217097044,0.0010437938617542386,1.992618308577221e-06,0.0,26,0.2857142857142857
10,500,0.002199118724092841,0.0012938865693286061,0.0009031836525537074,2.0484380911511835e-06,0.0,22,0.2857142857142857
11,550,0.0019478650065138936,0.0011706599034368992,0.000775122782215476,2.082298351524514e-06,0.0,21,0.42857142857142855
12,600,0.0017576641403138638,0.0010706818429753184,0.0006848677876405418,2.114532435371075e-06,0.0,19,0.42857142857142855
13,650,0.0016090848948806524,0.0009690301376394928,0.0006379128899425268,2.1417890820885077e-06,0.0,19,0.5714285714285714
14,700,0.001479201833717525,0.0008681950275786221,0.0006088477675803006,2.159018549718894e-06,0.0,19,0.5714285714285714
15,750,0.001362902345135808,0.0007744417525827885,0.0005862940452061594,2.1664859559678007e-06,0.0,19,0.5714285714285714
16,800,0.0012567517114803195,0.0006899524596519768,0.0005646230420097709,2.176102725570672e-06,0.0,18,0.5714285714285714
17,850,0.001164790941402316,0.000619481666944921,0.0005431236932054162,2.1855557861272246e-06,0.0,18,0.5714285714285714
18,900,0.0010794549016281962,0.0005570744397118688,0.0005201862659305334,2.194189164583804e-06,0.0,18,0.5714285714285714
19,950,0.0009974599815905094,0.0005185296176932752,0.0004767158243339509,2.214562073277193e-06,0.0,18,0.5714285714285714
20,1000,0.0008906319853849709,0.0004872394201811403,0.00040114994044415653,2.2426115720008966e-06,0.0,18,0.5714285714285714
21,1050,0.0008186163613572717,0.00044659842387773097,0.00036979158176109195,2.226302285635029e-06,0.0,18,0.5714285714285714
22,1100,0.0007667975733056664,0.0004140276578254998,0.00035053997999057174,2.229957317467779e-06,0.0,16,0.5714285714285714
23,1150,0.0007265523308888078,0.0003883950412273407,0.0003359174879733473,2.2398276087187696e-06,0.0,16,0.5714285714285714
24,1200,0.0006902405875734985,0.00036700163036584854,0.00032098908559419215,2.2499011720356066e-06,0.0,15,0.5714285714285714
25,1250,0.0006602418725378811,0.00034946578671224415,0.000308517599478364,2.2585081751458347e-06,0.0,15,0.5714285714285714
26,1300,0.0006316424114629626,0.00033244211226701736,0.00029693430406041443,2.2659983187622856e-06,0.0,15,0.5714285714285714
27,1350,0.0006086000939831138,0.00031963069341145456,0.00028669758467003703,2.2718515992892208e-06,0.0,15,0.5714285714285714
28,1400,0.0005862687830813229,0.0003064138873014599,0.00027757795760408044,2.276928853461868e-06,0.0,15,0.5714285714285714
29,1450,0.0005667000659741461,0.0002949922054540366,0.0002694274880923331,2.280406761201448e-06,0.0,14,0.5714285714285714
30,1500,0.0005499950493685901,0.00028548340196721256,0.0002622241445351392,2.287481947860215e-06,0.0,14,0.5714285714285714
31,1550,0.0005337076145224273,0.0002760219795163721,0.00025539103080518544,2.2946076114749303e-06,0.0,14,0.5714285714285714
32,1600,0.0005252925329841673,0.00027199299074709415,0.00025099763297475874,2.3019515538180713e-06,0.0,14,0.5714285714285714
33,1650,0.0005069467588327825,0.0002604036999400705,0.0002442338736727834,2.3091597540769726e-06,0.0,14,0.5714285714285714
34,1700,0.0004949928843416274,0.00025353222736157477,0.00023914233315736055,2.318344513696502e-06,0.0,14,0.5714285714285714
35,1750,0.00048403468099422753,0.00024751006276346743,0.00023419648641720414,2.328133405171684e-06,0.0,14,0.5714285714285714
36,1800,0.00047331812675110996,0.00024149008095264435,0.00022948996047489345,2.3380744096357375e-06,0.0,14,0.5714285714285714
37,1850,0.00046357576502487063,0.00023625977337360382,0.00022496799647342414,2.347972895222483e-06,0.0,14,0.5714285714285714
38,1900,0.0004543949034996331,0.00023121140839066356,0.00022082371287979186,2.359793143114075e-06,0.0,14,0.5714285714285714
39,1950,0.0004482459626160562,0.00022866895596962422,0.00021720363292843103,2.37336166719615e-06,0.0,14,0.5714285714285714
40,2000,0.00043757338426075876,0.00022196646023076028,0.00021321894018910825,2.387984068263904e-06,0.0,14,0.5714285714285714
