,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,epoch_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,epoch_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,epoch_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.3329271674156189,0.0016591359162703156,9.990550097427331e-06,0.0,60.0,1.0,0.333038866519928,0.0010030053090304136,9.99055464490084e-06,0.0,60.0,1.0,0.29707247018814087,0.0011855902848765254,9.99057010631077e-06,0.0,60.0,1.0,0.31379973888397217,0.0009644614183343947,9.990566468331963e-06,0.0,60.0,0.319209560751915,0.0012030482321279123,9.990560329242726e-06,0.0,60.0
1,51.0,0.09577607363462448,0.0016590178711339831,9.51876245380845e-06,0.0,60,51.0,0.09204025566577911,0.001006795559078455,9.493261131865438e-06,0.0,60,51.0,0.107606440782547,0.0011868103174492717,9.569833309797104e-06,0.0,60,51.0,0.09211768209934235,0.0009649122948758304,9.519471859675832e-06,0.0,60,0.09688511304557323,0.001204384010634385,9.525332188786706e-06,0.0,60.0
2,101.0,0.08058857172727585,0.0016603032127022743,9.066267011803575e-06,0.0,60,101.0,0.08930253982543945,0.0010162651306018233,8.960867489804514e-06,0.0,60,101.0,0.09211721271276474,0.0012387438910081983,9.231338481185958e-06,0.0,60,101.0,0.06436032801866531,0.0009722671238705516,9.148643584921956e-06,0.0,60,0.08159216307103634,0.0012218948395457119,9.101779141929e-06,0.0,60.0
3,151.0,0.051019951701164246,0.0016585795674473047,8.762262041273061e-06,0.0,60,151.0,0.06365447491407394,0.0013843908673152328,8.157463526003994e-06,0.0,60,151.0,0.05253685265779495,0.0014310732949525118,9.107588084589224e-06,0.0,60,151.0,0.04023870825767517,0.000970713677816093,8.919120773498435e-06,0.0,60,0.05186249688267708,0.0013611893518827856,8.736608606341179e-06,0.0,60.0
4,201.0,0.04010172560811043,0.0016580783994868398,8.48178933665622e-06,0.0,60,201.0,0.04233638942241669,0.0010642318520694971,8.056072147155646e-06,0.0,60,201.0,0.03879789263010025,0.0012248303974047303,9.078835319087375e-06,0.0,60,201.0,0.03337305784225464,0.0009717429638840258,8.815143701212946e-06,0.0,60,0.0386522663757205,0.0012297209032112733,8.607960126028047e-06,0.0,60.0
5,251.0,0.03674384206533432,0.0016570655861869454,8.208600775105879e-06,0.0,60,251.0,0.03542279452085495,0.0010233341017737985,8.03264083515387e-06,0.0,60,251.0,0.03440588712692261,0.0012217496987432241,9.054092515725642e-06,0.0,60,251.0,0.031123314052820206,0.0009715509950183332,8.686714863870293e-06,0.0,60,0.03442395944148302,0.0012184250954305753,8.495512247463921e-06,0.0,60.0
6,301.0,0.03522917628288269,0.001654134364798665,7.964086762513034e-06,0.0,60,301.0,0.029942400753498077,0.0010030046105384827,7.97561642684741e-06,0.0,60,301.0,0.030980290845036507,0.0012148830574005842,9.064657206181437e-06,0.0,60,301.0,0.029740624129772186,0.000983120407909155,8.512410204275511e-06,0.0,60,0.031473123002797365,0.0012137856101617217,8.379192649954348e-06,0.0,60.0
7,351.0,0.03351986035704613,0.00165051210206002,7.775332051096484e-06,0.0,60,351.0,0.020379140973091125,0.0009846403263509274,7.8980474427226e-06,0.0,60,351.0,0.022719699889421463,0.0012263765092939138,9.025582585309166e-06,0.0,60,351.0,0.027967803180217743,0.0010085668182000518,8.28000975161558e-06,0.0,60,0.026146626099944115,0.0012175239389762282,8.244742957685958e-06,0.0,60.0
8,401.0,0.029217474162578583,0.0016062934882938862,7.69350299378857e-06,0.0,60,401.0,0.014797433279454708,0.0009631201392039657,7.852068847569171e-06,0.0,60,401.0,0.017716223374009132,0.0012022306909784675,8.887566764315125e-06,0.0,60,401.0,0.021848909556865692,0.0010018091415986419,8.067236194619909e-06,0.0,60,0.02089501009322703,0.0011933633650187403,8.125093700073194e-06,0.0,60.0
9,451.0,0.020541807636618614,0.0016236539231613278,7.452056706824806e-06,0.0,60,451.0,0.012151598930358887,0.0009110529790632427,7.809803719283082e-06,0.0,60,451.0,0.014658046886324883,0.001156264333985746,8.738693395571318e-06,0.0,60,451.0,0.015910692512989044,0.0010440394980832934,7.331930646614637e-06,0.0,60,0.015815536491572857,0.0011837526835734025,7.83312111707346e-06,0.0,60.0
10,501.0,0.016472792252898216,0.0015632599825039506,7.142957201722311e-06,0.0,60,501.0,0.010754535906016827,0.0008557536057196558,7.798000297043473e-06,0.0,60,501.0,0.012668779119849205,0.001126339309848845,8.616945706307888e-06,0.0,60,501.0,0.012541783973574638,0.0009793229401111603,6.69008886688971e-06,0.0,59,0.013109472813084722,0.001131168959545903,7.561998017990845e-06,0.0,59.75
11,551.0,0.01423371210694313,0.0015087819192558527,6.934119937795913e-06,0.0,59,551.0,0.009877915494143963,0.0008170818327926099,7.805199857102707e-06,0.0,59,551.0,0.011430459097027779,0.0010972487507387996,8.513383363606408e-06,0.0,60,551.0,0.010612819343805313,0.0009270315058529377,6.279233730310807e-06,0.0,54,0.011538726510480046,0.00108753600216005,7.382984222203959e-06,0.0,58.0
