,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9
0,0.0,0.12638404965400696,0.004519762936979532,3.9999998989515007e-05,0.0,60,0.0,0.13417552411556244,0.004249085206538439,3.9999998989515007e-05,0.0,60,0.0,0.1488322615623474,0.006532189901918173,3.9999998989515007e-05,0.0,60,0.0,0.15534119307994843,0.004443040117621422,3.9999998989515007e-05,0.0,60,0.0,0.13481071591377258,0.005193457938730717,3.9999998989515007e-05,0.0,60,0.0,0.15389542281627655,0.004337057936936617,3.9999998989515007e-05,0.0,60,0.0,0.1480708122253418,0.004965220578014851,3.9999998989515007e-05,0.0,60,0.0,0.13877668976783752,0.003921688534319401,3.9999998989515007e-05,0.0,60,0.0,0.1442895084619522,0.007032778114080429,3.9999998989515007e-05,0.0,60,0.0,0.14425219595432281,0.003408655524253845,3.9999998989515007e-05,0.0,60,0.0
1,50.0,9.598546603228897e-05,0.00015084573533385992,5.033781781094149e-05,0.0,56,0.0,0.0001604885037522763,0.00026220292784273624,5.03947667311877e-05,0.0,55,0.0,0.00019875276484526694,0.0003632292791735381,5.782944936072454e-05,0.0,55,0.0,4.1121144022326916e-05,0.00011370932043064386,5.138782944413833e-05,0.0,50,0.0,0.0001971136371139437,0.00024090551596600562,5.407907519838773e-05,0.0,59,0.0,8.39509884826839e-05,0.00012842875730711967,4.225729207973927e-05,0.0,58,0.0,0.00025069204275496304,0.0005472805351018906,4.734173489850946e-05,0.0,53,0.0,0.00020979215332772583,0.0002453465131111443,4.412029011291452e-05,0.0,51,0.14285714285714285,0.00047973726759664714,0.0018199790501967072,3.517889490467496e-05,0.0,55,0.0,3.0091963708400726e-05,7.415781146846712e-05,5.142071677255444e-05,0.0,54,0.0
2,100.0,2.690703513508197e-05,5.565050014411099e-05,5.838424476678483e-05,0.0,48,0.0,6.656142068095505e-05,0.00010814577399287373,5.3310912335291505e-05,0.0,52,0.0,7.568037108285353e-05,0.0002908506721723825,6.135836883913726e-05,0.0,49,0.0,1.0376221325714141e-05,2.0119157852604985e-05,5.3206775191938505e-05,0.0,40,0.0,8.400499064009637e-05,0.00011711125262081623,6.105431384639814e-05,0.0,44,0.0,2.65527287410805e-05,5.455671634990722e-05,4.358261139714159e-05,0.0,48,0.0,0.00018445517343934625,0.0002492023922968656,4.654598160414025e-05,0.0,42,0.0,6.86162238707766e-05,0.00012606053496710956,4.574339254759252e-05,0.0,47,0.14285714285714285,0.00021980222663842142,0.0008387061534449458,3.7880261515965685e-05,0.0,51,0.0,1.131419230659958e-05,2.4337521608686075e-05,5.7999324781121686e-05,0.0,49,0.0
3,150.0,1.6945426978054456e-05,3.0113842512946576e-05,5.672550469171256e-05,0.0,40,0.0,5.0013299187412485e-05,6.817511166445911e-05,5.017948933527805e-05,0.0,49,0.0,6.353488424792886e-05,0.0002157422131858766,5.775851968792267e-05,0.0,45,0.0,1.92055304069072e-05,1.7369031411362812e-05,4.8214678827207536e-05,0.0,29,0.0,7.609164458699524e-05,6.315723294392228e-05,5.5183198128361255e-05,0.0,34,0.0,1.911712206492666e-05,3.202301013516262e-05,4.1150993638439104e-05,0.0,41,0.2857142857142857,0.0001894201268441975,0.00020382279762998223,4.352003816165961e-05,0.0,31,0.2857142857142857,5.384074029279873e-05,0.00012045691255480051,4.509356222115457e-05,0.0,44,0.14285714285714285,0.00015589225222356617,0.0005033708293922246,3.879053838318214e-05,0.0,47,0.0,1.2720396625809371e-05,1.3545770343625918e-05,5.3972824389347807e-05,0.0,42,0.14285714285714285
4,200.0,1.5232574696710799e-05,2.8374544854159467e-05,5.459505337057635e-05,0.0,36,0.0,4.402450213092379e-05,7.825337524991482e-05,4.583210466080345e-05,0.0,44,0.0,5.197848076932132e-05,0.00013450850383378565,5.3621246479451656e-05,0.0,42,0.14285714285714285,9.807969036046416e-06,5.7517354434821755e-06,3.986588490079157e-05,0.0,22,0.14285714285714285,4.891847129329108e-05,7.767185888951644e-05,4.943254680256359e-05,0.0,30,0.0,1.653433355386369e-05,0.0026046051643788815,3.801984348683618e-05,0.0,37,0.2857142857142857,0.0001943252282217145,0.00019188373698852956,4.1337978473166004e-05,0.0,31,0.2857142857142857,4.875008744420484e-05,5.4020674724597484e-05,4.357813304523006e-05,0.0,42,0.14285714285714285,0.0001360511378152296,0.00032850424759089947,3.8728383515262976e-05,0.0,46,0.0,6.553462753799977e-06,1.9604434783104807e-05,5.0481223297538236e-05,0.0,37,0.14285714285714285
5,250.0,2.079069963656366e-05,2.5582005036994815e-05,5.3047446272103116e-05,0.0,33,0.0,4.4024036469636485e-05,5.6645527365617454e-05,4.229951446177438e-05,0.0,44,0.0,5.574145325226709e-05,0.00024309522996190935,4.9821785069070756e-05,0.0,38,0.14285714285714285,1.0306718650099356e-05,6.350097464746796e-06,3.6691108107334e-05,0.0,16,0.2857142857142857,4.651387644116767e-05,5.981067079119384e-05,4.686158717959188e-05,0.0,29,0.0,2.308951115992386e-05,4.69475744466763e-05,3.247740096412599e-05,0.0,30,0.42857142857142855,0.00019231581245549023,0.00020668657089117914,3.917398498742841e-05,0.0,30,0.2857142857142857,5.180785956326872e-05,4.927925328956917e-05,4.185656871413812e-05,0.0,42,0.14285714285714285,0.00013342895545065403,0.00030396273359656334,3.841272337012924e-05,0.0,46,0.0,6.841488811915042e-06,1.8907843696069904e-05,4.6661498345201835e-05,0.0,34,0.14285714285714285
6,300.0,1.2622925169125665e-05,2.3320366381085478e-05,5.101961505715735e-05,0.0,31,0.0,4.4410964619601145e-05,0.00015484652249142528,3.889692743541673e-05,0.0,36,0.14285714285714285,6.063196633476764e-05,0.0002022010157816112,4.6062905312282965e-05,0.0,36,0.14285714285714285,9.227260306943208e-06,5.3936041695124e-06,3.543201455613598e-05,0.0,16,0.2857142857142857,4.902907312498428e-05,5.7517529057804495e-05,4.531885133474134e-05,0.0,25,0.0,1.8041751900454983e-05,0.00015845625603105873,3.07668415189255e-05,0.0,23,0.5714285714285714,0.00019536154286470264,0.00022265060397330672,3.780423867283389e-05,0.0,28,0.42857142857142855,4.2911196942441165e-05,4.2804818804143e-05,3.9884766010800377e-05,0.0,42,0.14285714285714285,0.00013929094711784273,0.003588281571865082,3.785265653277747e-05,0.0,45,0.0,5.4719957915949635e-06,6.142092843219871e-06,4.229867408866994e-05,0.0,32,0.14285714285714285
7,350.0,1.2411840543791186e-05,2.0695179046015255e-05,4.874409205513075e-05,0.0,30,0.14285714285714285,4.584056659950875e-05,6.436453259084374e-05,3.64349689334631e-05,0.0,33,0.2857142857142857,5.9964877436868846e-05,0.0001767200301401317,4.183256169199012e-05,0.0,35,0.2857142857142857,6.834285159129649e-06,1.2035366125928704e-05,3.4338736440986395e-05,0.0,14,0.2857142857142857,5.759525447501801e-05,9.82266865321435e-05,4.420009645400569e-05,0.0,24,0.0,1.5754509149701335e-05,4.5805943955201656e-05,2.8847407520515844e-05,0.0,16,0.5714285714285714,0.00020827504340559244,0.0006332560442388058,3.631992876762524e-05,0.0,26,0.42857142857142855,4.965715925209224e-05,4.0367278415942565e-05,3.8032547308830544e-05,0.0,41,0.14285714285714285,0.00013508432311937213,0.000284884445136413,3.7302885175449774e-05,0.0,45,0.0,5.421441983344266e-06,3.6346780689200386e-05,3.9332433516392484e-05,0.0,25,0.14285714285714285
8,400.0,1.147289094660664e-05,4.873963553109206e-05,4.729921056423336e-05,0.0,27,0.14285714285714285,4.6306216972880065e-05,0.0004381462058518082,3.4879802115028724e-05,0.0,31,0.2857142857142857,6.360084807965904e-05,0.0001777132274582982,3.8536909414688125e-05,0.0,32,0.2857142857142857,8.648939001432154e-06,5.127297754370375e-06,3.351568739162758e-05,0.0,11,0.2857142857142857,6.627035327255726e-05,6.68899665470235e-05,4.404794526635669e-05,0.0,22,0.0,1.6630949176033027e-05,3.596457827370614e-05,2.720235352171585e-05,0.0,16,0.5714285714285714,0.0001923197996802628,0.0002706060477066785,3.680435838759877e-05,0.0,23,0.42857142857142855,4.7294030082412064e-05,5.085196244181134e-05,3.652216400951147e-05,0.0,39,0.14285714285714285,0.00012992031406611204,0.00029033300234004855,3.640586874098517e-05,0.0,45,0.0,7.338178875215817e-06,6.2318890741153155e-06,3.6842466215603054e-05,0.0,21,0.2857142857142857
9,450.0,1.0948673661914654e-05,2.086632048303727e-05,4.718123818747699e-05,0.0,24,0.14285714285714285,4.763254401041195e-05,0.00016138081264216453,3.3458829420851544e-05,0.0,30,0.2857142857142857,6.58177086734213e-05,0.0003152278368361294,3.643825039034709e-05,0.0,31,0.2857142857142857,6.41751694274717e-06,4.713293037639232e-06,3.2915049814619124e-05,0.0,11,0.2857142857142857,5.35743820364587e-05,5.104552838020027e-05,4.346092100604437e-05,0.0,20,0.14285714285714285,1.7315647710347548e-05,7.863904465921223e-05,2.5599345462978818e-05,0.0,15,0.5714285714285714,0.00019896289450116456,0.00030193018028512597,3.607998587540351e-05,0.0,22,0.42857142857142855,5.3286770707927644e-05,0.0011337290052324533,3.504013511701487e-05,0.0,37,0.14285714285714285,0.00013261413550935686,0.0002977273834403604,3.532169648678973e-05,0.0,45,0.0,3.7377478747657733e-06,4.507005996856606e-06,3.560102413757704e-05,0.0,18,0.2857142857142857
