,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,0,0.8408191204071045,0.8374230265617371,0.003376029897481203,1.9999999494757503e-05,0.0,60,0.7156507968902588,0.7148301601409912,0.0008005921845324337,1.9999999494757503e-05,0.0,60,0.7761265933513641,0.0020883110410068184,1.9999999494757503e-05,0.0,60.0
1,50,0.24566379189491272,0.2421303689479828,0.0035207539331167936,1.2679113751801196e-05,0.0,60,0.36114221811294556,0.3592272102832794,0.0019003641791641712,1.466942467232002e-05,0.0,60,0.3006787896156311,0.0027105590561404824,1.3674269212060608e-05,0.0,60.0
