,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,epoch_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.3530298173427582,0.0010420597391203046,9.990555554395542e-06,0.0,60.0,1.0,0.3611234128475189,0.0013869485119357705,9.990568287321366e-06,0.0,60.0,0.35707661509513855,0.0012145041255280375,9.990561920858454e-06,0.0,60.0
1,51.0,0.09205447882413864,0.001042099785991013,9.51821402850328e-06,0.0,60,51.0,0.09649241715669632,0.0013887545792385936,9.51690071815392e-06,0.0,60,0.09427344799041748,0.0012154271826148033,9.5175573733286e-06,0.0,60.0
2,101.0,0.0859852135181427,0.0010441533522680402,9.033220521814656e-06,0.0,60,101.0,0.0820140689611435,0.0015031908405944705,9.016445801535156e-06,0.0,60,0.0839996412396431,0.0012736720964312553,9.024833161674906e-06,0.0,60.0
3,151.0,0.055934056639671326,0.0010627948213368654,8.739062650420237e-06,0.0,60,151.0,0.05018254369497299,0.00210498902015388,8.2791993918363e-06,0.0,60,0.05305830016732216,0.0015838919207453728,8.509131021128269e-06,0.0,60.0
4,201.0,0.03983308747410774,0.001045527751557529,8.614685611973982e-06,0.0,60,201.0,0.0383109487593174,0.0016615907661616802,8.042953595577274e-06,0.0,60,0.03907201811671257,0.0013535592588596046,8.328819603775628e-06,0.0,60.0
5,251.0,0.035618651658296585,0.0010429125977680087,8.516734851582441e-06,0.0,60,251.0,0.03499427065253258,0.001507720211520791,7.995010491868015e-06,0.0,60,0.03530646115541458,0.0012753164046443999,8.255872671725228e-06,0.0,60.0
6,301.0,0.03401445224881172,0.0010419574100524187,8.419012374361046e-06,0.0,60,301.0,0.03336351364850998,0.0014057367807254195,7.982987881405279e-06,0.0,60,0.03368898294866085,0.0012238470953889191,8.201000127883162e-06,0.0,60.0
7,351.0,0.03241850808262825,0.0010323218302801251,8.342103683389723e-06,0.0,60,351.0,0.0296643003821373,0.001347200246527791,7.949425707920454e-06,0.0,60,0.031041404232382774,0.001189761038403958,8.145764695655089e-06,0.0,60.0
8,401.0,0.028012681752443314,0.0009893744718283415,8.302415153593756e-06,0.0,60,401.0,0.020465444773435593,0.0013979002833366394,7.8742959885858e-06,0.0,60,0.024239063262939453,0.0011936373775824904,8.088355571089778e-06,0.0,60.0
9,451.0,0.019273679703474045,0.0009671957814134657,8.241497198469006e-06,0.0,60,451.0,0.01554683968424797,0.0013221049448475242,7.781304702803027e-06,0.0,60,0.017410259693861008,0.001144650363130495,8.011400950636016e-06,0.0,60.0
10,501.0,0.01523803360760212,0.0009047575877048075,8.14691429695813e-06,0.0,60,501.0,0.012812655419111252,0.0012672211742028594,7.700560672674328e-06,0.0,60,0.014025344513356686,0.0010859893809538335,7.923737484816229e-06,0.0,60.0
11,551.0,0.012749227695167065,0.0008759912452660501,8.081142368610017e-06,0.0,60,551.0,0.011240804567933083,0.0012100725434720516,7.643405297130812e-06,0.0,59,0.011995016131550074,0.0010430318943690509,7.862273832870414e-06,0.0,59.5
12,601.0,0.011266105808317661,0.0008520956616848707,8.026491741475184e-06,0.0,60,601.0,0.01023050956428051,0.0011529062176123261,7.6117207754577976e-06,0.0,59,0.010748307686299086,0.0010025009396485984,7.81910625846649e-06,0.0,59.5
13,651.0,0.010303739458322525,0.0008298112661577761,7.981195267348085e-06,0.0,58,651.0,0.009512191638350487,0.0010863272473216057,7.600564003951149e-06,0.0,58,0.009907965548336506,0.0009580692567396909,7.790879635649617e-06,0.0,58.0
14,701.0,0.009624828584492207,0.0008113928488455713,7.959458343975712e-06,0.0,56,701.0,0.008947559632360935,0.001008859253488481,7.60997272664099e-06,0.0,56,0.009286194108426571,0.0009101260511670262,7.78471553530835e-06,0.0,56.0
15,751.0,0.009122014045715332,0.0007949068094603717,7.974468644533772e-06,0.0,54,751.0,0.008456651121377945,0.0009278508950956166,7.638009265065193e-06,0.0,56,0.008789332583546638,0.0008613788522779942,7.806238954799483e-06,0.0,55.0
16,801.0,0.008729834109544754,0.0007785654161125422,8.022028850973584e-06,0.0,53,801.0,0.00796814076602459,0.0008537835092283785,7.649204235349316e-06,0.0,55,0.008348987437784672,0.0008161744626704603,7.83561654316145e-06,0.0,54.0
17,851.0,0.008422321639955044,0.0007604723214171827,8.087311471172143e-06,0.0,50,851.0,0.007384211756289005,0.0007963120006024837,7.642561286047567e-06,0.0,55,0.007903266698122025,0.0007783921610098332,7.864936378609855e-06,0.0,52.5
18,901.0,0.008178913965821266,0.0007399295573122799,8.182732017303351e-06,0.0,48,901.0,0.006586012896150351,0.0007533950847573578,7.615159574925201e-06,0.0,54,0.007382463430985808,0.0007466623210348189,7.898945796114276e-06,0.0,51.0
19,951.0,0.007970073260366917,0.0007204632856883109,8.294899089378305e-06,0.0,48,951.0,0.005630408879369497,0.0007158007356338203,7.586654646729585e-06,0.0,51,0.006800241069868207,0.0007181320106610656,7.940776868053945e-06,0.0,49.5
20,1001.0,0.007800770457834005,0.0006997344898991287,8.416437594860326e-06,0.0,47,1001.0,0.004808543249964714,0.0006799748516641557,7.547049790446181e-06,0.0,49,0.00630465685389936,0.0006898546707816422,7.981743692653254e-06,0.0,48.0
21,1051.0,0.00764835812151432,0.0006804315489716828,8.545700438844506e-06,0.0,45,1051.0,0.004190918989479542,0.0006521354662254453,7.497855222027283e-06,0.0,49,0.005919638555496931,0.000666283507598564,8.021777830435894e-06,0.0,47.0
