,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
58,2901,0.00020905090786982328,0.00018535340495873243,9.211965334543493e-06,0.0,13,0.00020905090786982328,0.00018535340495873243,9.211965334543493e-06,0.0,13.0
59,2951,0.00020510783360805362,0.0001809238747227937,9.21008631848963e-06,0.0,13,0.00020510783360805362,0.0001809238747227937,9.21008631848963e-06,0.0,13.0
60,3001,0.00020948595192749053,0.00017714264686219394,9.209374184138142e-06,0.0,13,0.00020948595192749053,0.00017714264686219394,9.209374184138142e-06,0.0,13.0
61,3051,0.00020164099987596273,0.00017676909919828176,9.208720257447567e-06,0.0,13,0.00020164099987596273,0.00017676909919828176,9.208720257447567e-06,0.0,13.0
62,3101,0.00020036577188875526,0.0001747029018588364,9.206493814417627e-06,0.0,13,0.00020036577188875526,0.0001747029018588364,9.206493814417627e-06,0.0,13.0
63,3151,0.00019996512855868787,0.00017240938905160874,9.204506568494253e-06,0.0,13,0.00019996512855868787,0.00017240938905160874,9.204506568494253e-06,0.0,13.0
64,3201,0.0001976330968318507,0.0001723312452668324,9.201833563565742e-06,0.0,12,0.0001976330968318507,0.0001723312452668324,9.201833563565742e-06,0.0,12.0
65,3251,0.00019744063320104033,0.00016807416977826506,9.202727596857585e-06,0.0,12,0.00019744063320104033,0.00016807416977826506,9.202727596857585e-06,0.0,12.0
66,3301,0.00019675260409712791,0.00016524398233741522,9.210408279614057e-06,0.0,12,0.00019675260409712791,0.00016524398233741522,9.210408279614057e-06,0.0,12.0
67,3351,0.0001967233110917732,0.00016327704361174256,9.21847913559759e-06,0.0,12,0.0001967233110917732,0.00016327704361174256,9.21847913559759e-06,0.0,12.0
68,3401,0.00020910250896122307,0.0001618637761566788,9.226285328622907e-06,0.0,12,0.00020910250896122307,0.0001618637761566788,9.226285328622907e-06,0.0,12.0
69,3451,0.00020236916316207498,0.00015998291200958192,9.23278639675118e-06,0.0,12,0.00020236916316207498,0.00015998291200958192,9.23278639675118e-06,0.0,12.0
70,3501,0.00019796127162408084,0.00015830903430469334,9.239401151717175e-06,0.0,12,0.00019796127162408084,0.00015830903430469334,9.239401151717175e-06,0.0,12.0
71,3551,0.00019522274669725448,0.0001568042644066736,9.245834917237516e-06,0.0,12,0.00019522274669725448,0.0001568042644066736,9.245834917237516e-06,0.0,12.0
72,3601,0.0002084280422423035,0.00015556372818537056,9.25193580769701e-06,0.0,12,0.0002084280422423035,0.00015556372818537056,9.25193580769701e-06,0.0,12.0
73,3651,0.00021003490837756544,0.00015422029537148774,9.257279089069925e-06,0.0,12,0.00021003490837756544,0.00015422029537148774,9.257279089069925e-06,0.0,12.0
74,3701,0.00019691251509357244,0.00015285010158549994,9.26202119444497e-06,0.0,12,0.00019691251509357244,0.00015285010158549994,9.26202119444497e-06,0.0,12.0
75,3751,0.0002018594677792862,0.0001520448422525078,9.2672180471709e-06,0.0,12,0.0002018594677792862,0.0001520448422525078,9.2672180471709e-06,0.0,12.0
76,3801,0.0001960316440090537,0.00015108413936104625,9.270625923818443e-06,0.0,12,0.0001960316440090537,0.00015108413936104625,9.270625923818443e-06,0.0,12.0
77,3851,0.0001951370359165594,0.00015031907241791487,9.275287993659731e-06,0.0,12,0.0001951370359165594,0.00015031907241791487,9.275287993659731e-06,0.0,12.0
78,3901,0.00019633526972029358,0.00014983319852035493,9.2784530352219e-06,0.0,12,0.00019633526972029358,0.00014983319852035493,9.2784530352219e-06,0.0,12.0
79,3951,0.0001964822440641001,0.00014864762488286942,9.281902748625726e-06,0.0,12,0.0001964822440641001,0.00014864762488286942,9.281902748625726e-06,0.0,12.0
80,4001,0.00019777988200075924,0.0001479544152971357,9.284069165005349e-06,0.0,12,0.00019777988200075924,0.0001479544152971357,9.284069165005349e-06,0.0,12.0
81,4051,0.00020417670020833611,0.0001480111968703568,9.285576197726186e-06,0.0,12,0.00020417670020833611,0.0001480111968703568,9.285576197726186e-06,0.0,12.0
82,4101,0.00020921776012983173,0.0001471539871999994,9.288187357014976e-06,0.0,12,0.00020921776012983173,0.0001471539871999994,9.288187357014976e-06,0.0,12.0
83,4151,0.00020931739709340036,0.00014722507330588996,9.28934332478093e-06,0.0,12,0.00020931739709340036,0.00014722507330588996,9.28934332478093e-06,0.0,12.0
84,4201,0.00020272824622225016,0.0001469597191317007,9.290204616263509e-06,0.0,12,0.00020272824622225016,0.0001469597191317007,9.290204616263509e-06,0.0,12.0
85,4251,0.0002011510805459693,0.0001460965140722692,9.291149581258651e-06,0.0,12,0.0002011510805459693,0.0001460965140722692,9.291149581258651e-06,0.0,12.0
86,4301,0.00020885252160951495,0.00014605758769903332,9.292083632317372e-06,0.0,12,0.00020885252160951495,0.00014605758769903332,9.292083632317372e-06,0.0,12.0
87,4351,0.0002013580233324319,0.000145564234117046,9.291571586800274e-06,0.0,12,0.0002013580233324319,0.000145564234117046,9.291571586800274e-06,0.0,12.0
88,4401,0.00020141576533205807,0.0001450456475140527,9.291875358030666e-06,0.0,12,0.00020141576533205807,0.0001450456475140527,9.291875358030666e-06,0.0,12.0
89,4451,0.0002020700922003016,0.00014488244778476655,9.291670721722767e-06,0.0,12,0.0002020700922003016,0.00014488244778476655,9.291670721722767e-06,0.0,12.0
90,4501,0.00020768429385498166,0.00014401732187252492,9.291768037655856e-06,0.0,12,0.00020768429385498166,0.00014401732187252492,9.291768037655856e-06,0.0,12.0
91,4551,0.00019909828552044928,0.00014411813754122704,9.290795787819661e-06,0.0,12,0.00019909828552044928,0.00014411813754122704,9.290795787819661e-06,0.0,12.0
92,4601,0.00019615585915744305,0.00014195420953910798,9.290307389164809e-06,0.0,12,0.00019615585915744305,0.00014195420953910798,9.290307389164809e-06,0.0,12.0
93,4651,0.00019475868612062186,0.00014180697326082736,9.289485205954406e-06,0.0,12,0.00019475868612062186,0.00014180697326082736,9.289485205954406e-06,0.0,12.0
94,4701,0.000194967957213521,0.00014152246876619756,9.288673936680425e-06,0.0,12,0.000194967957213521,0.00014152246876619756,9.288673936680425e-06,0.0,12.0
95,4751,0.00019243168935645372,0.00014136255776975304,9.287839020544197e-06,0.0,12,0.00019243168935645372,0.00014136255776975304,9.287839020544197e-06,0.0,12.0
96,4801,0.0001970661396626383,0.00014278986782301217,9.287246939493343e-06,0.0,12,0.0001970661396626383,0.00014278986782301217,9.287246939493343e-06,0.0,12.0
97,4851,0.0001991721655940637,0.00014088508032727987,9.286022759624757e-06,0.0,11,0.0001991721655940637,0.00014088508032727987,9.286022759624757e-06,0.0,11.0
98,4901,0.00018987999646924436,0.0001388964446960017,9.28571171243675e-06,0.0,11,0.00018987999646924436,0.0001388964446960017,9.28571171243675e-06,0.0,11.0
99,4951,0.00019062634964939207,0.00013954550377093256,9.28462395677343e-06,0.0,11,0.00019062634964939207,0.00013954550377093256,9.28462395677343e-06,0.0,11.0
100,5000,0.0001941338268807158,0.0001403748756274581,9.283930012315977e-06,0.0,11,0.0001941338268807158,0.0001403748756274581,9.283930012315977e-06,0.0,11.0
