,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.2898233234882355,0.0013969609281048179,9.982624760596082e-06,0.0,60,0.2898233234882355,0.0013969609281048179,9.982624760596082e-06,0.0,60.0
1,51.0,0.07945287972688675,0.0015742611140012741,8.920092113839928e-06,0.0,60,0.07945287972688675,0.0015742611140012741,8.920092113839928e-06,0.0,60.0
2,101.0,0.03930952027440071,0.0014901262475177646,8.539322152500972e-06,0.0,60,0.03930952027440071,0.0014901262475177646,8.539322152500972e-06,0.0,60.0
3,151.0,0.03563276305794716,0.001410226454026997,8.482357770844828e-06,0.0,60,0.03563276305794716,0.001410226454026997,8.482357770844828e-06,0.0,60.0
4,201.0,0.033410921692848206,0.0013780383160337806,8.421868187724613e-06,0.0,60,0.033410921692848206,0.0013780383160337806,8.421868187724613e-06,0.0,60.0
5,251.0,0.02474258467555046,0.0013714778469875455,8.358688319276553e-06,0.0,60,0.02474258467555046,0.0013714778469875455,8.358688319276553e-06,0.0,60.0
6,301.0,0.015330391004681587,0.0012834146618843079,8.312204045068938e-06,0.0,60,0.015330391004681587,0.0012834146618843079,8.312204045068938e-06,0.0,60.0
7,351.0,0.011925490573048592,0.0012317732907831669,8.262773917522281e-06,0.0,60,0.011925490573048592,0.0012317732907831669,8.262773917522281e-06,0.0,60.0
8,401.0,0.01041676476597786,0.0011862721294164658,8.222877113439608e-06,0.0,58,0.01041676476597786,0.0011862721294164658,8.222877113439608e-06,0.0,58.0
9,451.0,0.009473245590925217,0.0011414488544687629,8.205843187170103e-06,0.0,56,0.009473245590925217,0.0011414488544687629,8.205843187170103e-06,0.0,56.0
10,501.0,0.008719761855900288,0.0010980149963870645,8.208850886148866e-06,0.0,52,0.008719761855900288,0.0010980149963870645,8.208850886148866e-06,0.0,52.0
11,551.0,0.007976694963872433,0.001052800682373345,8.230825187638402e-06,0.0,51,0.007976694963872433,0.001052800682373345,8.230825187638402e-06,0.0,51.0
12,601.0,0.006783902645111084,0.0010106221307069063,8.169471584551502e-06,0.0,49,0.006783902645111084,0.0010106221307069063,8.169471584551502e-06,0.0,49.0
13,651.0,0.0050912946462631226,0.0009908574866130948,7.834177267795894e-06,0.0,48,0.0050912946462631226,0.0009908574866130948,7.834177267795894e-06,0.0,48.0
14,701.0,0.004070033319294453,0.0009286353015340865,7.531630217272323e-06,0.0,48,0.004070033319294453,0.0009286353015340865,7.531630217272323e-06,0.0,48.0
15,751.0,0.003407928394153714,0.0008666407084092498,7.34456170903286e-06,0.0,48,0.003407928394153714,0.0008666407084092498,7.34456170903286e-06,0.0,48.0
16,801.0,0.002948429901152849,0.0008005002746358514,7.247338089655386e-06,0.0,46,0.002948429901152849,0.0008005002746358514,7.247338089655386e-06,0.0,46.0
17,851.0,0.0026150851044803858,0.0007271305075846612,7.229624770843657e-06,0.0,44,0.0026150851044803858,0.0007271305075846612,7.229624770843657e-06,0.0,44.0
18,901.0,0.0023115260992199183,0.0006630452116951346,7.2575990088807885e-06,0.0,42,0.0023115260992199183,0.0006630452116951346,7.2575990088807885e-06,0.0,42.0
19,951.0,0.0020902601536363363,0.0006107534281909466,7.311350600502919e-06,0.0,40,0.0020902601536363363,0.0006107534281909466,7.311350600502919e-06,0.0,40.0
20,1001.0,0.0018763354746624827,0.0005780956707894802,7.386480774584925e-06,0.0,40,0.0018763354746624827,0.0005780956707894802,7.386480774584925e-06,0.0,40.0
21,1051.0,0.0017104075523093343,0.0005548459594137967,7.458542768290499e-06,0.0,40,0.0017104075523093343,0.0005548459594137967,7.458542768290499e-06,0.0,40.0
22,1101.0,0.0015794740756973624,0.0005324454396031797,7.534808901255019e-06,0.0,38,0.0015794740756973624,0.0005324454396031797,7.534808901255019e-06,0.0,38.0
23,1151.0,0.001495063304901123,0.0005174438119865954,7.62703984946711e-06,0.0,38,0.001495063304901123,0.0005174438119865954,7.62703984946711e-06,0.0,38.0
24,1201.0,0.001372807426378131,0.000497302389703691,7.718702363490593e-06,0.0,38,0.001372807426378131,0.000497302389703691,7.718702363490593e-06,0.0,38.0
25,1251.0,0.001293774344958365,0.000479893438750878,7.813343472662382e-06,0.0,38,0.001293774344958365,0.000479893438750878,7.813343472662382e-06,0.0,38.0
26,1301.0,0.0012241703225299716,0.0004648307804018259,7.908961379143875e-06,0.0,36,0.0012241703225299716,0.0004648307804018259,7.908961379143875e-06,0.0,36.0
27,1351.0,0.0012011637445539236,0.0004523891257122159,8.017231266421732e-06,0.0,36,0.0012011637445539236,0.0004523891257122159,8.017231266421732e-06,0.0,36.0
28,1401.0,0.0010929045965895057,0.0004407354281283915,8.12825146567775e-06,0.0,36,0.0010929045965895057,0.0004407354281283915,8.12825146567775e-06,0.0,36.0
29,1451.0,0.0010394626297056675,0.00042935871169902384,8.238744158006739e-06,0.0,36,0.0010394626297056675,0.00042935871169902384,8.238744158006739e-06,0.0,36.0
30,1501.0,0.000985832535661757,0.00041895723552443087,8.3470167737687e-06,0.0,36,0.000985832535661757,0.00041895723552443087,8.3470167737687e-06,0.0,36.0
31,1551.0,0.0009388475446030498,0.0004082334926351905,8.452382644463796e-06,0.0,36,0.0009388475446030498,0.0004082334926351905,8.452382644463796e-06,0.0,36.0
32,1601.0,0.0008955774246715009,0.00039834209019318223,8.556038665119559e-06,0.0,36,0.0008955774246715009,0.00039834209019318223,8.556038665119559e-06,0.0,36.0
