,0,1,2
0,1.2550512e-05,4.5684028e-05,-1.2964834e-05
1,-5.622085e-05,7.6645393,1.475955e-05
2,-3.5595801e-06,-2.5534422e-05,3.500809e-05
3,-0.00023468376,1.3503336e-05,6.5068984e-06
4,2.790162,-0.00015510984,1.0984144e-05
5,-1.6299173e-05,1.3591532,2.734269
6,0.00017985523,0.2759902,2.9675977
7,1.663439e-05,-0.00023445369,2.3725415e-05
8,-2.439329e-05,4.0866227,-4.1879368e-05
9,0.00019354283,2.6366343,0.00019661165
10,-1.1097474e-05,2.4825074e-05,-2.8847704e-05
11,0.00023198623,0.00016403712,-4.2262607e-05
12,-9.2892085e-05,2.3682167e-05,-6.1494466e-05
13,2.279408,-3.08581e-06,-5.477605e-05
14,3.5014682,3.1116838,1.4315778
15,3.0300128,-2.0038608e-05,-4.6509365e-05
16,1.8540405,0.00026156812,0.84787214
17,2.6361594,-1.0637867e-05,-6.0700063e-06
18,-0.00019442404,0.5716635,-2.387012e-05
19,-8.039617e-05,0.2163845,0.00019443265
