,0,1,2
0,0.95595974,0.91978693,0.9265103
1,0.94322085,0.9163867,0.9248551
2,0.9177299,0.90545595,0.9089215
3,0.9812747,0.96561676,0.9410171
4,0.93690544,0.91408694,0.9245861
5,0.9052834,0.90761197,0.9068915
6,0.97705865,0.97813344,0.9472693
7,0.91523075,0.9069438,0.9052543
8,0.95139474,0.9170048,0.91871774
9,0.98602444,0.9508718,0.98842865
10,0.93137467,0.9116447,0.923567
11,0.908749,0.9107931,0.90834886
12,0.985105,0.9926385,0.9566695
13,0.90950125,0.9063637,0.9065289
14,0.9422615,0.91576225,0.92167455
15,0.9743841,0.94221014,0.9730819
16,0.9043345,0.9051525,0.9062043
17,0.90569943,0.9044096,0.90622735
18,0.9438608,0.93038046,0.92528
19,0.9951575,1.005027,0.96389073
