,0,1,2
0,0.45122078,0.44590676,0.5146155
1,0.46684858,0.42530772,0.51700544
2,0.47242773,0.4882178,0.4945294
3,0.40649614,0.5593194,0.42008376
4,0.48851454,0.43157998,0.5525061
5,0.47223744,0.53937215,0.4901938
6,0.40087035,0.5175932,0.4425324
7,0.59485453,0.55092007,0.67157525
8,0.4438678,0.7047915,0.47454634
9,0.56230956,0.47219858,0.6249495
10,0.531021,0.44060293,0.58697695
11,0.48033294,0.53193766,0.4964582
12,0.40920374,0.5243345,0.4473982
13,0.5254872,0.55024195,0.6062071
14,0.42450497,0.6216306,0.44752002
15,0.5228023,0.47355548,0.5701187
16,0.6966369,0.6831233,0.7022349
17,0.48095408,0.73034245,0.6051797
18,0.64068806,0.6008344,0.6712861
19,0.4604012,0.7042543,0.52261543
