,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,epoch_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,epoch_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg
0,1.0,1.990846872329712,0.014872211031615734,0.0001483061205362901,0.0,1.0,1.7352075576782227,0.005757331848144531,0.00014807889237999916,0.0,1.0,2.2254607677459717,0.006814850959926844,0.0001490994036430493,0.0,1.983838399251302,0.009148131279895702,0.0001484948055197795,0.0
1,51.0,1.2899359464645386,0.01458828430622816,6.194814341142774e-05,0.0,51.0,0.1301960051059723,0.007958777248859406,7.318300777114928e-05,0.0,51.0,0.21758241951465607,0.010672143660485744,0.0001270650391234085,0.0,0.5459047903617222,0.011073068405191103,8.739873010199517e-05,0.0
2,101.0,1.0071032047271729,0.021699953824281693,5.805461114505306e-05,0.0,101.0,0.1304873377084732,0.004909302107989788,5.991215948597528e-05,0.0,101.0,0.19765524566173553,0.010877089574933052,0.00012311608588788658,0.0,0.4450819293657938,0.01249544850240151,8.036095217297164e-05,0.0
3,121.0,0.8806332349777222,0.02016831375658512,5.130097270011902e-05,0.0,121.0,0.11843684315681458,0.004457418341189623,5.584403334069066e-05,0.0,121.0,0.2119273841381073,0.010148782283067703,0.0001213963478221558,0.0,0.403665820757548,0.011591504793614149,7.618045128765516e-05,0.0
4,141.0,0.7420238256454468,0.02056346833705902,5.0650909543037415e-05,0.0,141.0,0.09873337298631668,0.004240220878273249,5.205752677284181e-05,0.0,141.0,0.1696700155735016,0.01068737730383873,0.00012123343185521662,0.0,0.336809071401755,0.011830355506390333,7.464728939036527e-05,0.0
5,161.0,0.6917093992233276,0.02091071754693985,4.9621317884884775e-05,0.0,161.0,0.0910767987370491,0.002952786860987544,4.926900510326959e-05,0.0,161.0,0.1406998187303543,0.009044165723025799,0.00012141798652010038,0.0,0.3078286722302437,0.010969223376984397,7.343610316941825e-05,0.0
6,181.0,0.8237707018852234,0.018747510388493538,4.821750189876184e-05,0.0,181.0,0.08218558877706528,0.003069402417168021,4.847486343351193e-05,0.0,181.0,0.12644490599632263,0.009031417779624462,0.00012180848716525361,0.0,0.3441337322195371,0.010282776861762006,7.283361749917579e-05,0.0
