,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.6505017280578613,0.0017784042283892632,1.99622409127187e-05,0.0,60,0.5954636335372925,0.0019932501018047333,1.9962260921602137e-05,0.0,60,0.5815654993057251,0.002489181235432625,1.9962173610110767e-05,0.0,60,0.693626880645752,0.002505845157429576,1.9962250007665716e-05,0.0,60,0.6302894353866577,0.0021916701807640493,1.996223136302433e-05,0.0,60.0
1,51.0,0.1734030395746231,0.0017813744489103556,1.8055845430353656e-05,0.0,60,0.15186160802841187,0.0020109801553189754,1.826470179366879e-05,0.0,60,0.14982804656028748,0.002945021027699113,1.8283144527231343e-05,0.0,60,0.17828135192394257,0.0025128242559731007,1.8150431060348637e-05,0.0,60,0.16334351152181625,0.002312549971975386,1.8188530702900607e-05,0.0,60.0
2,101.0,0.08347515761852264,0.0017763369251042604,1.6755537217250094e-05,0.0,60,0.07251118868589401,0.001998721156269312,1.7494372514192946e-05,0.0,60,0.08163120597600937,0.0025334255769848824,1.7910253518493846e-05,0.0,60,0.08439122140407562,0.002511622617021203,1.7496640793979168e-05,0.0,60,0.08050219342112541,0.0022050265688449144,1.7414201010979014e-05,0.0,60.0
3,151.0,0.05823974683880806,0.0017622369341552258,1.6191614122362807e-05,0.0,60,0.06248960644006729,0.001971589867025614,1.6923966541071422e-05,0.0,60,0.07355238497257233,0.0025319799315184355,1.7723010387271643e-05,0.0,60,0.07205192744731903,0.0025071105919778347,1.725818947306834e-05,0.0,60,0.06658341642469168,0.0021932293311692774,1.7024195130943554e-05,0.0,60.0
4,201.0,0.042100220918655396,0.0015764920972287655,1.6152273019542918e-05,0.0,60,0.04398006945848465,0.0017939384561032057,1.6537660485482775e-05,0.0,60,0.04744192585349083,0.0027795578353106976,1.7164436940220185e-05,0.0,60,0.0677219033241272,0.002467924728989601,1.6956912077148445e-05,0.0,60,0.05031102988868952,0.0021544782794080675,1.670282063059858e-05,0.0,60.0
5,251.0,0.022780410945415497,0.0014177674893289804,1.587386941537261e-05,0.0,60,0.024646276608109474,0.001679789973422885,1.6286992831737734e-05,0.0,60,0.0299399271607399,0.002533424412831664,1.650227204663679e-05,0.0,60,0.05656321346759796,0.002277577295899391,1.6949034034041688e-05,0.0,60,0.03348245704546571,0.00197713979287073,1.6403042081947206e-05,0.0,60.0
6,301.0,0.018271656706929207,0.0012999093160033226,1.5793209968251176e-05,0.0,57,0.019040876999497414,0.0014903610572218895,1.5932182577671483e-05,0.0,57,0.02329227700829506,0.002298726700246334,1.6331372535205446e-05,0.0,58,0.03183213621377945,0.002152226399630308,1.6939131455728784e-05,0.0,59,0.023109236732125282,0.0018103058682754636,1.6248974134214222e-05,0.0,57.75
7,351.0,0.01656678505241871,0.0011879419907927513,1.5753181287436746e-05,0.0,54,0.016542721539735794,0.0013140090741217136,1.5719673683634028e-05,0.0,56,0.020104125142097473,0.0021016125101596117,1.629012513149064e-05,0.0,57,0.023390967398881912,0.00198600091971457,1.6958067135419697e-05,0.0,58,0.019151149783283472,0.0016473911236971617,1.6180261809495278e-05,0.0,56.25
8,401.0,0.01545405201613903,0.001051905332133174,1.567170511407312e-05,0.0,53,0.014923814684152603,0.0011745768133550882,1.5469502613996156e-05,0.0,53,0.018053311854600906,0.0019394964911043644,1.6243726349784993e-05,0.0,55,0.019890377297997475,0.001855678390711546,1.7030586604960263e-05,0.0,57,0.017080388963222504,0.0015054142568260431,1.6103880170703633e-05,0.0,54.5
9,451.0,0.014594266191124916,0.0009403163567185402,1.54475692397682e-05,0.0,52,0.013768220320343971,0.001072210376150906,1.5231609722832218e-05,0.0,49,0.016492176800966263,0.001803940860554576,1.617758061911445e-05,0.0,55,0.01794210448861122,0.00173863023519516,1.7132697394117713e-05,0.0,55,0.015699191950261593,0.0013887744571547955,1.5997364243958145e-05,0.0,52.75
10,501.0,0.013894084841012955,0.0008812719024717808,1.5136119145608973e-05,0.0,50,0.0129169262945652,0.0009937093127518892,1.4992414435255341e-05,0.0,47,0.015226545743644238,0.0016692688222974539,1.6082742149592377e-05,0.0,53,0.01641213521361351,0.0016317237168550491,1.722832712403033e-05,0.0,53,0.014612423023208976,0.0012939934385940433,1.5859900713621755e-05,0.0,50.75
11,551.0,0.01327787060290575,0.0008608909556642175,1.4807661500526592e-05,0.0,48,0.012274790555238724,0.0009212383301928639,1.4770457710255869e-05,0.0,46,0.014062704518437386,0.001549845444969833,1.6051633792812936e-05,0.0,52,0.014080353081226349,0.0015466591576114297,1.721920671116095e-05,0.0,52,0.013423929689452052,0.001219658472109586,1.5712239928689087e-05,0.0,49.5
12,601.0,0.012736831791698933,0.0008420840022154152,1.4453490621235687e-05,0.0,46,0.01177942007780075,0.0008668213849887252,1.459554914617911e-05,0.0,45,0.012552030384540558,0.0014227551873773336,1.602900738362223e-05,0.0,50,0.010331152006983757,0.0014904483687132597,1.6872480046004057e-05,0.0,48,0.011849858565256,0.0011555272358236834,1.548763179926027e-05,0.0,47.25
13,651.0,0.01221507042646408,0.0008353172452189028,1.4084625945542939e-05,0.0,45,0.011356265284121037,0.0008215596317313612,1.442402572138235e-05,0.0,44,0.009599375538527966,0.0013683456927537918,1.5999763490981422e-05,0.0,50,0.008020658046007156,0.0013717296533286572,1.6272895663860254e-05,0.0,47,0.01029784232378006,0.0010992380557581782,1.5195327705441741e-05,0.0,46.5
14,701.0,0.011645831167697906,0.000839972635731101,1.3711382962355856e-05,0.0,43,0.010998044162988663,0.0007877323077991605,1.4236260540201329e-05,0.0,44,0.007257343269884586,0.0012673219898715615,1.5868767150095664e-05,0.0,47,0.006536184810101986,0.0012577925808727741,1.5800873370608315e-05,0.0,46,0.009109350852668285,0.0010382048785686493,1.490432100581529e-05,0.0,45.0
15,751.0,0.010742761194705963,0.0008941914420574903,1.3432622836262453e-05,0.0,41,0.010668350383639336,0.0007611153996549547,1.401244844601024e-05,0.0,44,0.005849330220371485,0.0011648881481960416,1.5804136637598276e-05,0.0,46,0.005442184396088123,0.001151552307419479,1.5428335245815106e-05,0.0,46,0.008175656548701227,0.0009929368243319914,1.4669385791421519e-05,0.0,44.25
16,801.0,0.0074705760926008224,0.001053467858582735,1.3316048352862708e-05,0.0,37,0.01034559402614832,0.0007398461457341909,1.3749707250099164e-05,0.0,42,0.004842432681471109,0.0011065313592553139,1.5797077139723115e-05,0.0,46,0.004587108269333839,0.0010526638943701982,1.5109273590496741e-05,0.0,44,0.006811427767388523,0.0009881273144856095,1.4493026583295432e-05,0.0,42.25
17,851.0,0.005497586913406849,0.0010279722046107054,1.3116935406287666e-05,0.0,33,0.010030968114733696,0.0007277315016835928,1.3443370335153304e-05,0.0,41,0.004124612547457218,0.0010591477621346712,1.5824645743123256e-05,0.0,45,0.003957394510507584,0.000975330825895071,1.4892935723764822e-05,0.0,41,0.005902640521526337,0.0009475455735810101,1.4319471802082262e-05,0.0,40.0
18,901.0,0.004600177519023418,0.0009598057949915528,1.3028356988797896e-05,0.0,33,0.00970044918358326,0.0007196632213890553,1.3128667887940537e-05,0.0,40,0.0035843104124069214,0.0010210579494014382,1.5887866538832895e-05,0.0,44,0.0034400662407279015,0.0009169217082671821,1.4778925105929375e-05,0.0,39,0.005331250838935375,0.0009043621685123071,1.4205954130375176e-05,0.0,39.0
19,951.0,0.00400371802970767,0.0009470884106121957,1.2935946870129555e-05,0.0,30,0.009366482496261597,0.0007148493314161897,1.2792176676157396e-05,0.0,40,0.003187046619132161,0.0009910047519952059,1.5968307707225904e-05,0.0,43,0.003048153594136238,0.0008770219283178449,1.4779966477362905e-05,0.0,38,0.0049013501848094165,0.000882491105585359,1.411909943271894e-05,0.0,37.75
20,1001.0,0.0035197073593735695,0.0009316026698797941,1.2893092389276717e-05,0.0,29,0.009042369201779366,0.0007251650677062571,1.2406647329044063e-05,0.0,39,0.0029049976728856564,0.0009821003768593073,1.6042518836911768e-05,0.0,40,0.0027258233167231083,0.0008476162329316139,1.4841484698990826e-05,0.0,36,0.004548224387690425,0.0008716210868442431,1.4045935813555843e-05,0.0,36.0
21,1051.0,0.003139583859592676,0.0009118523448705673,1.2855874956585467e-05,0.0,29,0.008703259751200676,0.0007095853798091412,1.2070703633071389e-05,0.0,37,0.002700040116906166,0.000994382076896727,1.6136651538545266e-05,0.0,40,0.002488065278157592,0.0008286376250907779,1.497456651122775e-05,0.0,36,0.0042577372514642775,0.0008611143566668034,1.4009449159857468e-05,0.0,35.5
22,1101.0,0.002851612400263548,0.0008941007545217872,1.2819591574952938e-05,0.0,29,0.008382302708923817,0.0006917222635820508,1.1725960575859062e-05,0.0,34,0.002547887386754155,0.001021358766593039,1.621693627384957e-05,0.0,39,0.002288506366312504,0.000813304097391665,1.5162460840656422e-05,0.0,34,0.004017577215563506,0.0008551214705221355,1.3981237316329498e-05,0.0,34.0
23,1151.0,0.0026394855231046677,0.0008822985109873116,1.277787669096142e-05,0.0,29,0.00808473490178585,0.0006872530211694539,1.145474652730627e-05,0.0,34,0.002419825177639723,0.001051451312378049,1.6286512618535198e-05,0.0,39,0.0021235872991383076,0.0008005647105164826,1.5379237083834596e-05,0.0,34,0.003816908225417137,0.0008553918887628242,1.3974593230159371e-05,0.0,34.0
