,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,total_6,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,total_7,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7
30,1500,0.0002781670482363552,7.226925663417205e-05,0.00020381638023536652,2.081408183585154e-06,0.0,12,0.0002344881504541263,2.2585034457733855e-05,0.00020822296210099012,3.680147074192064e-06,0.0,14,0.00019146646081935614,2.3795972083462402e-05,0.00016534542373847216,2.325057039342937e-06,0.0,9,0.0002824327675625682,7.623303827131167e-05,0.00020346834207884967,2.7314013095747214e-06,0.0,12,0.000551452103536576,8.556045213481411e-05,0.0004627060843631625,3.185577952535823e-06,0.0,13,0.00023142433201428503,3.720226595760323e-05,0.00019066674576606601,3.555328476068098e-06,0.0,13,0.0003030980296898633,4.921716754324734e-05,0.00025012221885845065,3.7586405596812256e-06,0.0,12,0.0004533964965958148,8.904833521228284e-05,0.0003599537012632936,4.394466031953925e-06,0.0,17
31,1550,0.0002696327865123749,7.018800533842295e-05,0.00019739627896342427,2.0484899323491845e-06,0.0,12,0.00022517182515002787,1.836531373555772e-05,0.0002030624746112153,3.7440274809341645e-06,0.0,14,0.00020014174515381455,3.4910925023723394e-05,0.0001629187463549897,2.3120621790440055e-06,0.0,9,0.0002821101516019553,8.142696606228128e-05,0.00019798186258412898,2.7013197723135818e-06,0.0,12,0.0005271371337585151,7.203574932646006e-05,0.0004518897330854088,3.2116940928972326e-06,0.0,13,0.00022478445316664875,3.7954414437990636e-05,0.0001831974950619042,3.6325302517070668e-06,0.0,13,0.00030101274023763835,5.549700290430337e-05,0.00024175953876692802,3.7562044781225268e-06,0.0,12,0.000433824461651966,8.031660399865359e-05,0.0003490584495011717,4.44940951638273e-06,0.0,17
32,1600,0.0002690920082386583,7.548952999059111e-05,0.0001915883185574785,2.014166966546327e-06,0.0,12,0.00023849836725275964,3.621299401856959e-05,0.00019847220391966403,3.813172725131153e-06,0.0,14,0.00020561074779834598,4.268879638402723e-05,0.00016062482609413564,2.2971235011937097e-06,0.0,9,0.00028304781881161034,8.791295113041997e-05,0.0001924621465150267,2.6727245767688146e-06,0.0,12,0.0005236403085291386,7.879144686739892e-05,0.00044161270488984883,3.236176326026907e-06,0.0,13,0.00021257181651890278,3.3392618206562474e-05,0.0001754695549607277,3.709647671712446e-06,0.0,13,0.0002861475804820657,4.8954861995298415e-05,0.00023344656801782548,3.74614887732605e-06,0.0,12,0.0004211207269690931,7.802034087944776e-05,0.00033859742688946426,4.502955107454909e-06,0.0,17
33,1650,0.00027429257170297205,8.559491107007489e-05,0.0001867113751359284,1.9862693534378195e-06,0.0,12,0.00021509786893147975,1.7772592400433496e-05,0.00019344496831763536,3.8803145798738115e-06,0.0,14,0.00020439972286112607,4.3408894271124154e-05,0.00015870998322498053,2.2808376343164127e-06,0.0,9,0.0002729856933001429,8.264665666501969e-05,0.0001876939059002325,2.6451425583218224e-06,0.0,12,0.000496567809022963,6.199204653967172e-05,0.00043131751590408385,3.2582154290139442e-06,0.0,13,0.0002079132100334391,3.579581971280277e-05,0.00016833147674333304,3.7859203985135537e-06,0.0,13,0.00027987666544504464,5.074279033578932e-05,0.0002254046848975122,3.7291958960850025e-06,0.0,12,0.00041045117541216314,7.838567398721352e-05,0.00032752525294199586,4.540248482953757e-06,0.0,16
34,1700,0.00024933816166594625,6.526161450892687e-05,0.0001821113401092589,1.9652084120025393e-06,0.0,12,0.0002240449539385736,3.110016041318886e-05,0.00018899986753240228,3.944926902477164e-06,0.0,14,0.00018435379024595022,2.5480161639279686e-05,0.00015660966164432466,2.2639692360826302e-06,0.0,9,0.0002542104630265385,6.838795525254682e-05,0.00018320318486075848,2.6193135909124976e-06,0.0,12,0.0004883568035438657,6.460252916440368e-05,0.0004204749420750886,3.279339807704673e-06,0.0,13,0.00020838118507526815,4.3656134948832914e-05,0.0001608638558536768,3.861186542053474e-06,0.0,13,0.00027208481333218515,5.134392267791554e-05,0.00021703500533476472,3.7058757698105182e-06,0.0,12,0.0003964988572988659,7.42592746973969e-05,0.000317642989102751,4.5966094148752745e-06,0.0,16
35,1750,0.0002449863532092422,6.418591510737315e-05,0.0001788515946827829,1.9488566067593638e-06,0.0,11,0.0002306182577740401,4.2350842704763636e-05,0.00018426094902679324,4.006468770967331e-06,0.0,14,0.00018003206059802324,2.3207010599435307e-05,0.0001545783889014274,2.246653593829251e-06,0.0,9,0.0002489284088369459,6.792892963858321e-05,0.00017840210057329386,2.5973677111323923e-06,0.0,11,0.0004742701130453497,6.142361235106364e-05,0.00040954689029604197,3.2996042591548758e-06,0.0,13,0.00019577662169467658,3.7750280171167105e-05,0.00015409266052301973,3.9336855479632504e-06,0.0,13,0.0002652906987350434,5.2591145504266024e-05,0.00020902292453683913,3.676637334137922e-06,0.0,12,0.0003841294383164495,7.685333548579365e-05,0.00030262547079473734,4.65065568278078e-06,0.0,16
36,1800,0.00024301392841152847,6.577900057891384e-05,0.00017530295008327812,1.9319729744893266e-06,0.0,11,0.00020128197502344847,1.7169859347632155e-05,0.00018004684534389526,4.065270331921056e-06,0.0,14,0.00018541257304605097,3.0284332751762122e-05,0.00015290002920664847,2.2282083591562696e-06,0.0,9,0.00026631777291186154,8.84616092662327e-05,0.0001752757525537163,2.580416776254424e-06,0.0,11,0.0004681358695961535,6.634006422245875e-05,0.0003984777140431106,3.3181020171468845e-06,0.0,13,0.0001860449992818758,3.4149725252063945e-05,0.00014789240958634764,4.002866262453608e-06,0.0,13,0.0002647867368068546,5.9555135521804914e-05,0.00020160572603344917,3.625882527558133e-06,0.0,11,0.0003904116456396878,9.528215014142916e-05,0.00029043195536360145,4.697531949204858e-06,0.0,16
37,1850,0.00022858570446260273,5.499460530700162e-05,0.00017167549231089652,1.9156091184413526e-06,0.0,11,0.0001964971306733787,1.6626470824121498e-05,0.00017575008678250015,4.12057261200971e-06,0.0,14,0.00019036862067878246,3.7054465792607516e-05,0.00015110487584024668,2.209277226938866e-06,0.0,9,0.00030071823857724667,0.00012688762217294425,0.0001712578086880967,2.5728115815581987e-06,0.0,11,0.00045142724411562085,6.084354390623048e-05,0.0003872474189847708,3.336293957545422e-06,0.0,13,0.0001861663331510499,3.973607090301812e-05,0.00014236290007829666,4.067355803272221e-06,0.0,13,0.00025919146719388664,6.077139187254943e-05,0.00019481994968373328,3.600102218115353e-06,0.0,11,0.0003620847128331661,7.665191515116021e-05,0.000280693726381287,4.7390544750669505e-06,0.0,16
38,1900,0.00022615207126364112,5.557685290114023e-05,0.0001686752657406032,1.8999600115421345e-06,0.0,11,0.00022151708253659308,4.5759210479445755e-05,0.0001715849357424304,4.1729431359271985e-06,0.0,14,0.0001776600838638842,2.604371911729686e-05,0.00014942602138035,2.190342684116331e-06,0.0,9,0.00024239529739134014,7.1824571932666e-05,0.00016800558660179377,2.565133854659507e-06,0.0,11,0.0004384470812510699,5.9438298194436356e-05,0.0003756551304832101,3.3536707633174956e-06,0.0,13,0.00017865930567495525,3.793268479057588e-05,0.00013660108379554003,4.1255402720707934e-06,0.0,13,0.00024729539291001856,5.5300748499576e-05,0.00018841345445252955,3.5812106489174766e-06,0.0,11,0.00034606902045197785,6.868051423225552e-05,0.0002726111561059952,4.777352842211258e-06,0.0,16
39,1950,0.00021174814901314676,4.5715842134086415e-05,0.0001641405833652243,1.8917259012596332e-06,0.0,10,0.00019533456361386925,2.3558392058475874e-05,0.00016755414253566414,4.2220399336656556e-06,0.0,14,0.00017061550170183182,2.0608433260349557e-05,0.00014783574442844838,2.1713167370762676e-06,0.0,9,0.0002284864167449996,6.0476297221612185e-05,0.00016545262769795954,2.5574818209861405e-06,0.0,11,0.0004601117689162493,9.1479581897147e-05,0.0003652624145615846,3.3697720027703326e-06,0.0,13,0.00017320453480351716,3.758264210773632e-05,0.00013144552940502763,4.1763591980270576e-06,0.0,13,0.0002337553451070562,4.7440847993129864e-05,0.00018275610636919737,3.558394155334099e-06,0.0,11,0.00033893444924615324,6.859927088953555e-05,0.00026552152121439576,4.813646683032857e-06,0.0,16
40,2000,0.00021453456429298967,5.124429299030453e-05,0.00016140892694238573,1.8813432234310312e-06,0.0,10,0.0001849315594881773,1.6993710232782178e-05,0.0001636705856071785,4.267258191248402e-06,0.0,14,0.00017465802375227213,2.6226454792777076e-05,0.00014627927157562226,2.152298293367494e-06,0.0,9,0.00022870837710797787,6.338746607070789e-05,0.00016277066606562585,2.5502490643702913e-06,0.0,11,0.0004228839243296534,6.724319246131927e-05,0.00035225567989982665,3.3850442378025036e-06,0.0,13,0.00016759164282120764,3.675339030451141e-05,0.0001266198669327423,4.2183874029433355e-06,0.0,13,0.00023525719007011503,5.365646939026192e-05,0.0001780683669494465,3.532348500812077e-06,0.0,11,0.0003417083353269845,7.897684554336593e-05,0.000257884559687227,4.846915089729009e-06,0.0,16
41,2050,0.0002054356737062335,4.4412252464098856e-05,0.00015915848780423403,1.8649324147190782e-06,0.0,10,0.00018084239854943007,1.66564313985873e-05,0.0001598766102688387,4.309363703214331e-06,0.0,14,0.00016733858501538634,2.048992973868735e-05,0.0001447145623387769,2.134097940142965e-06,0.0,9,0.00022002056357450783,5.7342916989000514e-05,0.00016013503773137927,2.5426147658436093e-06,0.0,11,0.000410734792239964,6.570556433871388e-05,0.00034163036616519094,3.3988528684858466e-06,0.0,13,0.00015995021385606378,3.375365486135706e-05,0.00012194610462756827,4.250457095622551e-06,0.0,13,0.00022393299150280654,4.6705681597813964e-05,0.00017372335423715413,3.5039543035964016e-06,0.0,11,0.0003699405933730304,0.00011268591333646327,0.00025237692170776427,4.877744231635006e-06,0.0,16
42,2100,0.00020613301603589207,4.752392487716861e-05,0.0001567674771649763,1.8416191096548573e-06,0.0,9,0.00018141456530429423,2.0835139366681688e-05,0.00015623158833477646,4.347828962636413e-06,0.0,14,0.0001664755545789376,2.123333433701191e-05,0.00014312576968222857,2.116443965860526e-06,0.0,9,0.00022296978568192571,6.223121454240754e-05,0.0001582031254656613,2.5354477202199632e-06,0.0,11,0.0003915390698239207,5.7812278100755066e-05,0.0003303161938674748,3.4106003568012966e-06,0.0,13,0.0001660363923292607,4.322518361732364e-05,0.00011853768228320405,4.273518243280705e-06,0.0,13,0.00022223319683689624,4.8878882807912305e-05,0.00016988060087896883,3.4737108762783464e-06,0.0,11,0.0003184448869433254,6.84766418999061e-05,0.00024506248882971704,4.905778041575104e-06,0.0,16
43,2150,0.0002050349721685052,4.8380305088358e-05,0.00015483691822737455,1.8177494212068268e-06,0.0,9,0.00017400531214661896,1.680533569015097e-05,0.00015281741798389703,4.382559836813016e-06,0.0,14,0.00016390303790103644,2.01729781110771e-05,0.00014163053128868341,2.099535777233541e-06,0.0,9,0.00023368564143311232,7.518877828260884e-05,0.00015596879529766738,2.52805648415233e-06,0.0,11,0.00040278941742144525,7.932950393296778e-05,0.0003200395149178803,3.4203872019133996e-06,0.0,13,0.00015242771769408137,3.190479037584737e-05,0.0001162345870397985,4.288345280656358e-06,0.0,13,0.00021943174942862242,4.9627320549916476e-05,0.0001663624425418675,3.441974968154682e-06,0.0,11,0.00030110724037513137,5.770151619799435e-05,0.00023847483680583537,4.930887826049002e-06,0.0,16
44,2200,0.0002134061505785212,5.889222302357666e-05,0.00015271407028194517,1.7998496559812338e-06,0.0,9,0.00020068026788067073,4.67808531539049e-05,0.00014948533498682082,4.414076101966202e-06,0.0,14,0.00016281929856631905,2.058780773950275e-05,0.00014014802582096308,2.0834690985793713e-06,0.0,9,0.00021645879314746708,6.003326052450575e-05,0.00015390489716082811,2.5206336431438103e-06,0.0,11,0.00041911029256880283,0.00010715455573517829,0.00030852737836539745,3.4283816603419837e-06,0.0,13,0.00015916726260911673,4.068592534167692e-05,0.00011418425856390968,4.297079158277484e-06,0.0,13,0.00022354203974828124,5.68879404454492e-05,0.0001632447965675965,3.4093059184669983e-06,0.0,11,0.0003081320319324732,7.130065932869911e-05,0.00023187731858342886,4.954063115292229e-06,0.0,16
45,2250,0.00019831497047562152,4.620104664354585e-05,0.00015032340888865292,1.790514374988561e-06,0.0,9,0.00017028315050993115,1.9517236069077626e-05,0.00014632378588430583,4.44213537775795e-06,0.0,14,0.0002558013948146254,0.000114572758320719,0.00013916075113229454,2.0678762666648254e-06,0.0,9,0.00022307594190351665,6.832298822700977e-05,0.00015224015805870295,2.512802211640519e-06,0.0,11,0.00035978929372504354,5.6939039495773613e-05,0.0002994175301864743,3.4327342746109935e-06,0.0,13,0.0001583404082339257,4.2617761209839955e-05,0.00011142106814077124,4.301574790588347e-06,0.0,13,0.00021682238730136305,5.3409294196171686e-05,0.00016003685595933348,3.376229642526596e-06,0.0,11,0.00030371578759513795,7.153775368351489e-05,0.00022720283595845103,4.975207048119046e-06,0.0,16
46,2300,0.00019076945318374783,4.0831222577253357e-05,0.0001481571380281821,1.7811013321988867e-06,0.0,9,0.00016656807565595955,1.8916252884082496e-05,0.0001431852433597669,4.4665725908998866e-06,0.0,14,0.00016265128215309232,2.32718484767247e-05,0.00013732645311392844,2.052984427791671e-06,0.0,9,0.00020572940411511809,5.3213403589325026e-05,0.00015001105202827603,2.504958047211403e-06,0.0,11,0.0003544339560903609,6.0555979871423915e-05,0.00029044144321233034,3.4365361898380797e-06,0.0,13,0.00014765883679501712,3.373302752152085e-05,0.00010962280794046819,4.30300724474364e-06,0.0,13,0.00020569819025695324,4.536276537692174e-05,0.0001569924206705764,3.3430178518756293e-06,0.0,11,0.00028419404407031834,5.730673001380637e-05,0.0002218930603703484,4.994245045963908e-06,0.0,16
47,2350,0.0001828484091674909,3.502885374473408e-05,0.00014604775060433894,1.7718011804390699e-06,0.0,9,0.00016110014985315502,1.638406320125796e-05,0.00014023043331690133,4.48565742772189e-06,0.0,13,0.0001593446359038353,2.1279694919940084e-05,0.0001360262540401891,2.0386978576425463e-06,0.0,9,0.00020327662059571594,5.25744617334567e-05,0.00014820529031567276,2.496867637091782e-06,0.0,11,0.0003419098211452365,5.691239130101167e-05,0.00028156087500974536,3.4365534702374134e-06,0.0,13,0.00014046505384612828,2.8626191124203615e-05,0.00010753589594969526,4.302969955460867e-06,0.0,13,0.00020155974198132753,4.41092524852138e-05,0.00015414078370667994,3.3097076084231958e-06,0.0,11,0.0002730429405346513,5.159841020940803e-05,0.00021643273066729307,5.011799203202827e-06,0.0,16
48,2400,0.00019272851932328194,4.722643279819749e-05,0.00014373923477251083,1.7628495925237075e-06,0.0,9,0.00015851117495913059,1.6551794033148326e-05,0.00013745579053647816,4.503583113546483e-06,0.0,13,0.00015711835294496268,2.023764136538375e-05,0.00013485594536177814,2.024773039011052e-06,0.0,9,0.0002038497623289004,5.465342110255733e-05,0.00014670767995994538,2.488660356902983e-06,0.0,11,0.00034865454654209316,7.061271753627807e-05,0.0002746071550063789,3.4346917345828842e-06,0.0,13,0.00014629802899435163,3.604758239816874e-05,0.00010594824561849236,4.30219688496436e-06,0.0,13,0.00019890819385182112,4.4225405872566625e-05,0.0001514074538135901,3.27532916344353e-06,0.0,11,0.0002690727123990655,5.216966746957041e-05,0.00021187934908084571,5.0236926654179115e-06,0.0,15
49,2450,0.0001781124883564189,3.4878725273301825e-05,0.00014147997717373073,1.7537813619128428e-06,0.0,9,0.00016721677093300968,2.8002976250718348e-05,0.00013469543773680925,4.5183533075032756e-06,0.0,13,0.00015493016690015793,1.9307755792397074e-05,0.00013361124729271978,2.0111554022150813e-06,0.0,9,0.00021291764278430492,6.515767745440826e-05,0.00014527967141475528,2.4803023279673653e-06,0.0,11,0.00037358826375566423,0.00010197877418249846,0.00026817992329597473,3.4295671866857447e-06,0.0,13,0.00013749011850450188,2.9255141271278262e-05,0.00010393421689514071,4.300754881114699e-06,0.0,13,0.0001980220986297354,4.6234141336753964e-05,0.00014854659093543887,3.2413663575425744e-06,0.0,11,0.0002815649495460093,7.005168299656361e-05,0.00020646851044148207,5.0447488320060074e-06,0.0,15
50,2500,0.0001863402285380289,4.504950629780069e-05,0.00013954575115349144,1.744958240124106e-06,0.0,9,0.00015564636851195246,1.9185012206435204e-05,0.0001319312141276896,4.530148544290569e-06,0.0,13,0.00016137667989823967,2.688996391952969e-05,0.0001324887853115797,1.997927711272496e-06,0.0,9,0.00020973182108718902,6.349098111968488e-05,0.0001437689788872376,2.4718638087506406e-06,0.0,11,0.0003323594282846898,6.908646901138127e-05,0.00025985026150010526,3.4227077776449732e-06,0.0,13,0.000135133508592844,2.844603659468703e-05,0.00010238799586659297,4.299482043279568e-06,0.0,13,0.0001901036739582196,4.1134706407319754e-05,0.00014576171815861017,3.207263489457546e-06,0.0,11,0.0002549927157815546,4.873253419646062e-05,0.00020119809778407216,5.062086074758554e-06,0.0,15
51,2550,0.00018150699906982481,4.236041058902629e-05,0.00013741031580138952,1.73627279309585e-06,0.0,9,0.00016381358727812767,2.956029675260652e-05,0.00012971479736734182,4.5385008888843e-06,0.0,13,0.00015477325359825045,2.1652373106917366e-05,0.00013113570457790047,1.9851729575748323e-06,0.0,9,0.00020434784528333694,6.009025310049765e-05,0.00014179445861373097,2.463124246787629e-06,0.0,11,0.00031389613286592066,5.6104963732650504e-05,0.00025437783915549517,3.413317472222843e-06,0.0,13,0.0001340065646218136,2.84900361293694e-05,0.00010121817467734218,4.298355179344071e-06,0.0,13,0.00020225910702720284,5.6135708291549236e-05,0.00014295011351350695,3.1732822662888793e-06,0.0,11,0.0002512873033992946,4.986734711565077e-05,0.00019633585179690272,5.0840849326050375e-06,0.0,14
52,2600,0.00016898837930057198,3.200838909833692e-05,0.000135252412292175,1.7275781374337384e-06,0.0,9,0.00015436300600413233,2.2625607016379945e-05,0.00012719295045826584,4.544439889286878e-06,0.0,13,0.00015378565876744688,2.1645430024364032e-05,0.00013016782759223133,1.9723981949937297e-06,0.0,9,0.00019324834283906966,5.056109148426913e-05,0.00014023302355781198,2.454230525472667e-06,0.0,11,0.0003144703805446625,6.152849528007209e-05,0.0002495397056918591,3.4021913961623795e-06,0.0,13,0.0001418439787812531,3.8056663470342755e-05,9.949016384780407e-05,4.297153282095678e-06,0.0,13,0.00019015716679859906,4.664629159378819e-05,0.00014037161599844694,3.1392505661642645e-06,0.0,11,0.00024500596919097006,4.817707304027863e-05,0.00019172843894921243,5.100469024910126e-06,0.0,14
53,2650,0.000176057597855106,4.1353188862558454e-05,0.00013298532576300204,1.7190797052535345e-06,0.0,9,0.00017022297834046185,4.036227983306162e-05,0.00012531176616903394,4.54892460766132e-06,0.0,13,0.00014993158401921391,1.9036506273550913e-05,0.00012893528037238866,1.959799874384771e-06,0.0,9,0.00019185095152352005,5.047075683251023e-05,0.00013893474533688277,2.4454550384689355e-06,0.0,11,0.0003093852719757706,6.220131035661325e-05,0.00024379462411161512,3.389335688552819e-06,0.0,13,0.0001405117945978418,3.8294834666885436e-05,9.792085620574653e-05,4.29610281571513e-06,0.0,13,0.0001830532419262454,4.20502619817853e-05,0.00013789793592877686,3.1050440156832337e-06,0.0,11,0.00024282329832203686,5.0315480621065944e-05,0.00018738405196927488,5.123763457959285e-06,0.0,14
54,2700,0.0001742896274663508,4.1344617784488946e-05,0.00013123445387464017,1.710542278487992e-06,0.0,9,0.0001627255551284179,3.508355439407751e-05,0.00012309062003623694,4.551383426587563e-06,0.0,13,0.0001495970063842833,1.988981239264831e-05,0.0001277597766602412,1.9474268810881767e-06,0.0,9,0.00022177735809236765,8.122745930450037e-05,0.0001381130568915978,2.4368389404116897e-06,0.0,11,0.0002965079911518842,5.426669667940587e-05,0.00023886674898676574,3.374568677827483e-06,0.0,13,0.00013914305600337684,3.832758011412807e-05,9.65204817475751e-05,4.294998689147178e-06,0.0,13,0.00017969129839912057,4.1221868741558865e-05,0.0001353989209746942,3.070508682867512e-06,0.0,11,0.00023498198424931616,4.5874319766880944e-05,0.00018396589439362288,5.141779183759354e-06,0.0,14
55,2750,0.00016056743334047496,2.956802745757159e-05,0.00012929709919262677,1.7023114651237847e-06,0.0,9,0.00014404956891667098,1.8678962078411132e-05,0.00012081813474651426,4.5524589040724095e-06,0.0,13,0.0001488959533162415,2.0210572984069586e-05,0.0001267504267161712,1.934959300342598e-06,0.0,9,0.00020168953051324934,6.310894241323695e-05,0.0001361530157737434,2.42756937041122e-06,0.0,11,0.0003263243706896901,8.806196274235845e-05,0.00023490366584155709,3.3587436973903095e-06,0.0,13,0.00012425475870259106,2.4456770916003734e-05,9.550415416015312e-05,4.293834535928909e-06,0.0,13,0.00017588109767530113,3.9799531805329025e-05,0.00013305142056196928,3.0301462174975313e-06,0.0,10,0.00023681757738813758,5.079364200355485e-05,0.00018086879572365433,5.155137841938995e-06,0.0,14
56,2800,0.00015836780949030071,2.9063909096294083e-05,0.00012760992103721946,1.6939798115345184e-06,0.0,9,0.00014134132652543485,1.7745393051882274e-05,0.00011904387065442279,4.552059635898331e-06,0.0,13,0.00014850850857328624,2.0920253518852405e-05,0.00012566550867632031,1.9227441043767612e-06,0.0,9,0.00018785896827466786,5.047423837822862e-05,0.00013496592873707414,2.4188011593651026e-06,0.0,11,0.0002938461839221418,5.219853846938349e-05,0.0002383062819717452,3.3413532491977094e-06,0.0,12,0.00012263949611224234,2.4273187591461465e-05,9.407397010363638e-05,4.2923416003759485e-06,0.0,13,0.00018360698595643044,4.9784408474806696e-05,0.0001308349019382149,2.987682819366455e-06,0.0,10,0.00022834802803117782,4.602927583619021e-05,0.00017715503054205328,5.1637148317240644e-06,0.0,14
57,2850,0.00015986387734301388,3.216835830244236e-05,0.00012600948684848845,1.6860263940543518e-06,0.0,9,0.00016433873679488897,4.2290965211577713e-05,0.00011749753321055323,4.550234734779224e-06,0.0,13,0.00014698284212499857,2.0474402845138684e-05,0.0001245982712134719,1.9101678390143206e-06,0.0,9,0.000189093392691575,5.3572675824398175e-05,0.0001331103703705594,2.410353999948711e-06,0.0,11,0.0002994935493916273,6.422150909202173e-05,0.00023195533140096813,3.3166877528856276e-06,0.0,12,0.00012322158727329224,2.5927247406798415e-05,9.300316742155701e-05,4.291177447157679e-06,0.0,13,0.00016901727940421551,3.767280941247009e-05,0.00012839339615311474,2.951069063783507e-06,0.0,10,0.00022530021669808775,4.64273507532198e-05,0.00017370382556691766,5.1690453801711556e-06,0.0,14
58,2900,0.00015748040459584445,3.147773531964049e-05,0.00012432463699951768,1.6780262512838817e-06,0.0,9,0.0001373881968902424,1.727182825561613e-05,0.00011556992103578523,4.546444415609585e-06,0.0,13,0.00014385148824658245,1.8509221263229847e-05,0.0001234442606801167,1.898010964396235e-06,0.0,9,0.00019031627743970603,5.593880996457301e-05,0.00013197590305935591,2.401562369414023e-06,0.0,11,0.00028406246565282345,5.344555393094197e-05,0.0002273157733725384,3.301117658338626e-06,0.0,12,0.00012081727618351579,2.474151006026659e-05,9.178611071547493e-05,4.2896581362583674e-06,0.0,13,0.0001666784955887124,3.752212433028035e-05,0.0001262417936231941,2.9145808184694033e-06,0.0,10,0.00021867708710487932,4.2443996790098026e-05,0.000171062201843597,5.170894837647211e-06,0.0,14
59,2950,0.00015161174815148115,2.694458089536056e-05,0.0001229967165272683,1.670442884460499e-06,0.0,9,0.00013646837032865733,1.7809408745961264e-05,0.00011411782179493457,4.541147063719109e-06,0.0,13,0.0001596010843059048,3.5360335459699854e-05,0.00012235493340995163,1.8858074781746836e-06,0.0,9,0.00018289618310518563,4.9886508350027725e-05,0.00013061666686553508,2.3930022052809363e-06,0.0,11,0.0002823270333465189,5.552426591748372e-05,0.0002235196006949991,3.283165597167681e-06,0.0,12,0.00012129639799240977,2.6364603399997577e-05,9.064372716238722e-05,4.288073796487879e-06,0.0,13,0.00016375443374272436,3.687640855787322e-05,0.0001239994162460789,2.878611894630012e-06,0.0,10,0.00021610241674352437,4.248790719429962e-05,0.0001684443122940138,5.17019179824274e-06,0.0,14
60,3000,0.00015322418767027557,3.0186456569936126e-05,0.00012137457088101655,1.6631603330097278e-06,0.0,9,0.00013451154518406838,1.735795012791641e-05,0.00011261932377237827,4.534281288215425e-06,0.0,13,0.0001418551109964028,1.863986653916072e-05,0.0001213415089296177,1.8737314348982181e-06,0.0,9,0.00018826560699380934,5.607058119494468e-05,0.0001298099523410201,2.385076413702336e-06,0.0,11,0.0002778928610496223,5.441764005809091e-05,0.0002202117320848629,3.263492999394657e-06,0.0,12,0.00011691692634485662,2.264248723804485e-05,8.998812700156122e-05,4.286313014745247e-06,0.0,13,0.00018368230666965246,5.867522122571245e-05,0.00012216452159918845,2.8425674827303737e-06,0.0,10,0.00021084929176140577,4.0252019971376285e-05,0.00016543017409276217,5.167091330804396e-06,0.0,14
61,3050,0.00016216415679082274,3.0287488698377274e-05,0.00013021739141549915,1.6592827023487189e-06,0.0,8,0.00015124649507924914,3.550047040334903e-05,0.00011121946590719745,4.526567863649689e-06,0.0,13,0.0001430617703590542,2.1058631318737753e-05,0.00012014160165563226,1.8615412500366801e-06,0.0,9,0.00021949486108496785,8.808616257738322e-05,0.00012903187598567456,2.3768282062519575e-06,0.0,11,0.0002705480146687478,5.0795075367204845e-05,0.00021651029237546027,3.2426551115349866e-06,0.0,12,0.00012337678344920278,3.0419203540077433e-05,8.86728594196029e-05,4.2847273107327055e-06,0.0,13,0.0001673910883255303,4.4508396968012676e-05,0.00012007579789496958,2.8068859592167428e-06,0.0,10,0.0002118400443578139,4.3910065869567916e-05,0.0001627676101634279,5.162371053302195e-06,0.0,14
62,3100,0.00015469390200451016,2.6501180400373414e-05,0.00012653751764446497,1.6552079387111007e-06,0.0,8,0.00013134012988302857,1.6742826119298115e-05,0.00011008028377545998,4.517013621807564e-06,0.0,13,0.00014368179836310446,2.268451135023497e-05,0.00011914788046851754,1.8494081359676784e-06,0.0,9,0.00017561911954544485,4.603223715093918e-05,0.0001272181689273566,2.3687173325015465e-06,0.0,11,0.0002663809573277831,4.9577873141970485e-05,0.0002135820541298017,3.2210439258051338e-06,0.0,12,0.00011254277342231944,2.007942384807393e-05,8.818077913019806e-05,4.282569079805398e-06,0.0,13,0.0001573392073623836,3.666775592137128e-05,0.00011790006828960031,2.771384060906712e-06,0.0,10,0.0002046018053079024,3.895426925737411e-05,0.00016049198166001588,5.155558028491214e-06,0.0,14
63,3150,0.0001771857205312699,3.953484701924026e-05,0.00013602206308860332,1.62881292453676e-06,0.0,7,0.00014725861547049135,3.3928841730812564e-05,0.00010882251081056893,4.507263383857207e-06,0.0,13,0.00013942270015832037,1.957469794433564e-05,0.00011801083019236103,1.8371608803136041e-06,0.0,9,0.00017885123088490218,5.041534677729942e-05,0.00012607483949977905,2.3610475636814954e-06,0.0,11,0.00028145441319793463,6.70428853482008e-05,0.0002112125512212515,3.1989889066608157e-06,0.0,12,0.00011283469939371571,2.1492329324246384e-05,8.706221706233919e-05,4.2801570998562966e-06,0.0,13,0.00016090778808575124,4.192479173070751e-05,0.00011624702892731875,2.735967200351297e-06,0.0,10,0.00021437215036712587,5.0642487622099e-05,0.00015858230472076684,5.14736348122824e-06,0.0,14
