,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1
0,0.0,0.0770701915025711,0.0028215562924742,1.9999999494757503e-05,0.0,60,0.0,0.07177461683750153,0.003118047956377268,1.9999999494757503e-05,0.0,60,0.0
1,50.0,0.0060219503939151,0.0024833076167851,1.6908867110032588e-05,0.0,60,0.0,0.006988123990595341,0.0025310958735644817,1.7454096450819634e-05,0.0,60,0.0
2,100.0,0.0022333585657179,0.0014967828756198,1.5079999684530776e-05,0.0,56,0.0,0.002466929377987981,0.0017085857689380646,1.4374308193509933e-05,0.0,53,0.0
3,150.0,0.0013000718317925,0.0009221694199368,1.5154788343352266e-05,0.0,53,0.0,0.0011064191348850727,0.001199469086714089,1.367321328871185e-05,0.0,50,0.14285714285714285
4,200.0,0.0009074177360162,0.0005799488862976,1.556312054162845e-05,0.0,49,0.0,0.0006560050533153117,0.0009200079366564751,1.3389957530307584e-05,0.0,45,0.14285714285714285
5,250.0,0.0007060602656565,0.000476841116324,1.5833111319807358e-05,0.0,47,0.0,0.000544157752301544,0.0005443506524898112,1.3604643754661083e-05,0.0,39,0.2857142857142857
6,300.0,0.0005883823614567,0.0004264924791641,1.6098703781608492e-05,0.0,46,0.0,0.0004605095600709319,0.0003620557254180312,1.3810681593895424e-05,0.0,39,0.2857142857142857
7,350.0,0.0005045470315963,0.0003834782983176,1.6370186131098308e-05,0.0,44,0.0,0.00038043444510549307,0.00032067063148133457,1.396950119669782e-05,0.0,38,0.2857142857142857
8,400.0,0.0004338950384408,0.0003459144791122,1.664819137658924e-05,0.0,42,0.0,0.00031759164994582534,0.0002857379731722176,1.4145538443699479e-05,0.0,35,0.2857142857142857
9,450.0,0.0003695036866702,0.0003064516349695,1.690512362984009e-05,0.0,42,0.0,0.00027099793078377843,0.00025802545133046806,1.4417063539440278e-05,0.0,33,0.42857142857142855
10,500.0,0.0003105304786004,0.000268673262326,1.716729275358375e-05,0.0,42,0.0,0.00022998100030235946,0.00023537316883448511,1.4813501366006676e-05,0.0,32,0.42857142857142855
11,550.0,0.0002565042232163,0.0002366572152823,1.745674126141239e-05,0.0,39,0.1428571428571428,0.00019552980666048825,0.000219895999180153,1.521279409644194e-05,0.0,32,0.42857142857142855
12,600.0,0.0002110279165208,0.000209095494938,1.7844020476331934e-05,0.0,37,0.1428571428571428,0.00017232162645086646,0.00020689592929556966,1.5586223526042886e-05,0.0,31,0.42857142857142855
13,650.0,0.0001748994836816,0.0001881388452602,1.8294840629096143e-05,0.0,36,0.1428571428571428,0.0001481230865465477,0.00019236876687500626,1.5917255950625986e-05,0.0,31,0.42857142857142855
14,700.0,0.0001450700365239,0.0001671592472121,1.8727570932242088e-05,0.0,36,0.1428571428571428,0.000135223483084701,0.00018096825806424022,1.6203441191464663e-05,0.0,31,0.42857142857142855
15,750.0,0.0001222444552695,0.0001489054411649,1.911188883241266e-05,0.0,34,0.1428571428571428,0.00011901827383553609,0.0001709825883153826,1.642888855712954e-05,0.0,31,0.42857142857142855
16,800.0,0.000104333506897,0.0001310591032961,1.94886997633148e-05,0.0,34,0.1428571428571428,0.00012064418842783198,0.00016441242769360542,1.6604477423243225e-05,0.0,30,0.42857142857142855
17,850.0,9.42421320360154e-05,0.0001162886474048,1.9871034965035506e-05,0.0,34,0.1428571428571428,9.782832057680935e-05,0.0001512631424702704,1.679390152276028e-05,0.0,28,0.42857142857142855
18,900.0,7.984520198078826e-05,0.0001044697564793,2.0219351426931095e-05,0.0,34,0.1428571428571428,9.561894694343209e-05,0.00014504039427265525,1.700004759186413e-05,0.0,27,0.42857142857142855
19,950.0,7.136418571462855e-05,9.552363189868628e-05,2.0528523236862384e-05,0.0,33,0.1428571428571428,8.121999417198822e-05,0.00013759153080172837,1.716970837151166e-05,0.0,27,0.42857142857142855
20,1000.0,6.464667967520654e-05,8.719885954633355e-05,2.0810139176319357e-05,0.0,32,0.1428571428571428,9.37227305257693e-05,0.0001364062773063779,1.7340444173896685e-05,0.0,25,0.42857142857142855
21,1050.0,6.13324882579036e-05,8.005119161680341e-05,2.108445369231049e-05,0.0,32,0.1428571428571428,6.996755837462842e-05,0.00012463002349250019,1.7517821106594056e-05,0.0,25,0.42857142857142855
22,1100.0,5.4967706091701984e-05,7.462469511665404e-05,2.1349744201870635e-05,0.0,31,0.1428571428571428,6.329112511593848e-05,0.00011911315959878266,1.7704678612062708e-05,0.0,25,0.42857142857142855
23,1150.0,5.037922892370261e-05,6.862613372504711e-05,2.158945790142752e-05,0.0,31,0.1428571428571428,6.277451757341623e-05,0.0001136053615482524,1.7889185983221978e-05,0.0,25,0.42857142857142855
24,1200.0,4.635125515051186e-05,6.522949115606025e-05,2.1817719243699685e-05,0.0,31,0.1428571428571428,5.51186858501751e-05,0.00010927969560725614,1.8068896679324098e-05,0.0,25,0.42857142857142855
25,1250.0,4.3544088839553297e-05,6.126707012299448e-05,2.2021884433343075e-05,0.0,31,0.1428571428571428,5.179867002880201e-05,0.00010581296373857185,1.8251263099955395e-05,0.0,25,0.42857142857142855
26,1300.0,4.252445796737448e-05,5.978005356155336e-05,2.220292117272038e-05,0.0,31,0.1428571428571428,5.052919004810974e-05,0.0001024879893520847,1.8427594113745727e-05,0.0,25,0.42857142857142855
27,1350.0,3.864238897222094e-05,5.528134715859778e-05,2.236134787381161e-05,0.0,31,0.1428571428571428,4.5553038944490254e-05,9.860454883892089e-05,1.859823714767117e-05,0.0,25,0.42857142857142855
