,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3
17,850.0,0.006020852364599705,0.0010886783711612225,3.946016477129888e-06,0.0,18,0.0015669433632865548,0.0005323492805473506,8.476571565552149e-06,0.0,37,0.004932007286697626,0.0006265247939154506,6.90051774654421e-06,0.0,33,0.008152380585670471,0.0014944409485906363,7.832523806428071e-06,0.0,34
18,900.0,0.004564716015011072,0.0010382909094914794,3.909722181560937e-06,0.0,18,0.0013445843942463398,0.0005180063890293241,8.52457287692232e-06,0.0,36,0.004822064656764269,0.0006009656353853643,6.9227248786774e-06,0.0,32,0.008017824031412601,0.001460093422792852,7.90289050200954e-06,0.0,34
19,950.0,0.003559631295502186,0.0009917888091877103,3.880568783642957e-06,0.0,18,0.0012195755261927843,0.0005008756997995079,8.58727526065195e-06,0.0,36,0.004694845527410507,0.0005667051882483065,6.92888579578721e-06,0.0,31,0.00790685135871172,0.0014205139596015215,7.964739779708907e-06,0.0,34
20,1000.0,0.002918223850429058,0.0009435024694539607,3.8455204958154354e-06,0.0,18,0.0011182993184775114,0.0004851537523791194,8.665231689519715e-06,0.0,35,0.004544910509139299,0.0005296145682223141,6.933273652975913e-06,0.0,30,0.007802085019648075,0.001367855933494866,8.01141322881449e-06,0.0,32
21,1050.0,0.002527117496356368,0.0008966688183136284,3.802168521360727e-06,0.0,18,0.0010493393056094646,0.0004721210862044245,8.75917794473935e-06,0.0,34,0.004197596572339535,0.000490369857288897,6.910206593602197e-06,0.0,30,0.0076790982857346535,0.00132459937594831,8.067327144090086e-06,0.0,30
22,1100.0,0.002246903721243143,0.0008573413360863924,3.751526719497633e-06,0.0,18,0.0009825233137235045,0.000461202667793259,8.858021828928031e-06,0.0,34,0.003146227216348052,0.0005000169039703906,6.775964266125811e-06,0.0,29,0.007488444913178682,0.0012825368903577328,8.073414392129052e-06,0.0,29
23,1150.0,0.0020615779794752598,0.0008226312347687781,3.700173692777753e-06,0.0,18,0.0009297853102907538,0.00044778594747185707,8.95466382644372e-06,0.0,34,0.0021264334209263325,0.0005282172351144254,6.506150839413749e-06,0.0,28,0.0062669930048286915,0.001298217917792499,7.962498784763739e-06,0.0,27
24,1200.0,0.0019218797096982598,0.0007934555760584772,3.64989159606921e-06,0.0,18,0.0008917030063457787,0.0004340489686001092,9.047912499227095e-06,0.0,34,0.0015385900624096394,0.0004877965257037431,6.388867859641323e-06,0.0,25,0.004373587667942047,0.0012836335226893425,7.779070983815473e-06,0.0,27
25,1250.0,0.0018120747990906239,0.0007655586814507842,3.6093999824515777e-06,0.0,17,0.0008602601592428982,0.00041986978612840176,9.134816536970902e-06,0.0,34,0.0011979136615991592,0.00045892613707110286,6.36509957985254e-06,0.0,25,0.003406866453588009,0.001229944173246622,7.73754345573252e-06,0.0,27
26,1300.0,0.001725499052554369,0.0007403320632874966,3.5866739835910266e-06,0.0,16,0.0008161780424416065,0.0004052238364238292,9.214631063514389e-06,0.0,34,0.0010325401090085506,0.00043799428385682404,6.356297490128782e-06,0.0,24,0.0028170100413262844,0.0011985882883891463,7.747374183963984e-06,0.0,25
27,1350.0,0.0016467856476083398,0.000719401752576232,3.5761133858613903e-06,0.0,16,0.0007881020428612828,0.0003905196499545127,9.286918611906003e-06,0.0,34,0.0009051757515408099,0.0004074288881383836,6.377859335771063e-06,0.0,23,0.0024643244687467813,0.0011738575994968414,7.764769179630093e-06,0.0,25
28,1400.0,0.0015807816525921226,0.000699175929185003,3.568231704775826e-06,0.0,16,0.0007653989014215767,0.0003758768434636295,9.357259841635823e-06,0.0,33,0.0008232684922404587,0.00038669881178066134,6.414282324840315e-06,0.0,23,0.00226260325871408,0.0011411437299102545,7.740055480098817e-06,0.0,25
29,1450.0,0.0015198009787127376,0.0006808044272474945,3.5629552712634904e-06,0.0,16,0.0007359608425758779,0.0003627300029620528,9.425591997569427e-06,0.0,33,0.0007471929420717061,0.0003677027707453817,6.442629455705173e-06,0.0,23,0.0021209255792200565,0.001102971495129168,7.679492227907758e-06,0.0,25
30,1500.0,0.0014656644780188799,0.0006629012059420347,3.558884372978355e-06,0.0,16,0.0007118145585991442,0.0003506144566927105,9.487032002652995e-06,0.0,33,0.000696467119269073,0.00035085552372038364,6.463319550675806e-06,0.0,23,0.002007825532928109,0.0010665816953405738,7.5948628364130855e-06,0.0,25
31,1550.0,0.001416885992512107,0.0006464783218689263,3.5620221296994714e-06,0.0,15,0.0006917426944710314,0.0003385106974747032,9.542948646412697e-06,0.0,33,0.0006580901681445539,0.00033539324067533016,6.488531653303653e-06,0.0,22,0.0019692019559442997,0.00103451544418931,7.498575996578438e-06,0.0,24
32,1600.0,0.001368039520457387,0.0006350735202431679,3.5744903925660765e-06,0.0,15,0.000671273737680167,0.0003272431786172092,9.596135896572378e-06,0.0,32,0.0006230511935427785,0.00032036242191679776,6.521098384837387e-06,0.0,22,0.0018449939088895917,0.001006710110232234,7.418054792651674e-06,0.0,24
33,1650.0,0.0013229850446805358,0.0006243773968890309,3.587377477742848e-06,0.0,15,0.0006434461683966219,0.0003171439457219094,9.65456183621427e-06,0.0,32,0.0005879030213691294,0.00030693301232531667,6.553150342369918e-06,0.0,22,0.0017655371921136975,0.0009838149417191744,7.337645911320578e-06,0.0,23
34,1700.0,0.0012865978060290217,0.0006173754809424281,3.6016731428389903e-06,0.0,15,0.0006195739260874689,0.0003080966416746378,9.708549441711511e-06,0.0,32,0.0005643226322717965,0.0002964085142593831,6.5879416979441885e-06,0.0,22,0.001706858049146831,0.0009615799644961953,7.267388355103321e-06,0.0,23
35,1750.0,0.0012443072628229856,0.0006116633303463459,3.615515424826299e-06,0.0,15,0.0005941968411207199,0.0002996919211000204,9.75711827777559e-06,0.0,32,0.0005343111115507782,0.0002868972660508007,6.6289480855630245e-06,0.0,22,0.0016514636809006333,0.000940483994781971,7.200019808806246e-06,0.0,23
36,1800.0,0.0011928054736927152,0.0006069274386391044,3.6296999041951494e-06,0.0,15,0.0005725240334868431,0.00029160742997191846,9.801178748602979e-06,0.0,30,0.0005034569185227156,0.00027645271620713174,6.672369181615068e-06,0.0,21,0.0016064111841842532,0.0009197163162752986,7.131458460207796e-06,0.0,23
37,1850.0,0.0011819337960332632,0.0006066376226954162,3.644601520136348e-06,0.0,15,0.0005507229943759739,0.00028418569127097726,9.842779945756774e-06,0.0,28,0.00047569797607138753,0.0002695831353776157,6.722129000991117e-06,0.0,21,0.0015702929813414812,0.0008991853683255613,7.060123607516289e-06,0.0,23
38,1900.0,0.001108890981413424,0.0005996409454382956,3.6528917917166837e-06,0.0,13,0.0005290933768264949,0.0002770986466202885,9.895063158182893e-06,0.0,28,0.00044944079127162695,0.00026313294074498117,6.779985142202349e-06,0.0,21,0.001568985404446721,0.0008747210376895964,6.985610070842085e-06,0.0,23
39,1950.0,0.0010639065876603127,0.0005968635668978095,3.6724088658957044e-06,0.0,13,0.0004853400168940425,0.0002710965054575354,9.938377843354829e-06,0.0,28,0.00043363275472074747,0.00025765877217054367,6.844076779088937e-06,0.0,21,0.0015031859511509538,0.0008560172864235938,6.907688202772988e-06,0.0,22
40,2000.0,0.0010177668882533908,0.0005948315956629813,3.6969215670978883e-06,0.0,13,0.0004571492609102279,0.0002654501295182854,9.972216503228992e-06,0.0,28,0.00040152788278646767,0.00025196076603606343,6.9124162109801546e-06,0.0,21,0.0014680197928100824,0.0008290912373922765,6.840188234491507e-06,0.0,21
41,2050.0,0.0009757757070474327,0.0005892910994589329,3.7220509057078743e-06,0.0,13,0.00042646026122383773,0.0002597504935692996,9.999170288210735e-06,0.0,28,0.000378224445739761,0.0002463466953486204,6.987910182942869e-06,0.0,20,0.0014351634308695793,0.0008070714538916945,6.783878689020639e-06,0.0,21
42,2100.0,0.0009376239613629878,0.0005840162048116326,3.7501181395782623e-06,0.0,13,0.0004032655560877174,0.0002542953297961503,1.0019470209954306e-05,0.0,28,0.0003568256797734648,0.00024177879095077515,7.0711112130084075e-06,0.0,20,0.0014224933693185449,0.0007866104133427143,6.725114417349687e-06,0.0,21
43,2150.0,0.0008927205926738679,0.0005805514520034194,3.7806446471222444e-06,0.0,13,0.0003824991872534156,0.00024892788496799767,1.0033344551629853e-05,0.0,28,0.000336017255904153,0.00023714156122878194,7.1555714384885505e-06,0.0,20,0.001402564230374992,0.0007654291694052517,6.6632578636927065e-06,0.0,21
44,2200.0,0.000854206271469593,0.0005771176074631512,3.812928071056376e-06,0.0,13,0.0003418255364522338,0.00024379683600272983,1.0041881978395395e-05,0.0,28,0.000322921754559502,0.00023257560678757727,7.240702871058602e-06,0.0,20,0.0013723004376515746,0.0007447022944688797,6.601034328923561e-06,0.0,21
45,2250.0,0.0008935781079344451,0.0005700844340026379,3.849002951028524e-06,0.0,13,0.000317171128699556,0.00023847595730330795,1.0046014722320251e-05,0.0,28,0.0003137475869152695,0.00022813951363787055,7.326793365791673e-06,0.0,20,0.0013633734779432416,0.000727658742107451,6.539043624798069e-06,0.0,21
46,2300.0,0.0007772468379698694,0.000567810726352036,3.886096237692982e-06,0.0,13,0.00029954209458082914,0.00023358901671599597,1.0046033821708988e-05,0.0,28,0.00028583331732079387,0.0002238563756691292,7.412890681735007e-06,0.0,20,0.0013443512143567204,0.0007085059187375009,6.478031082224334e-06,0.0,21
47,2350.0,0.0007459658663719893,0.0005647579673677683,3.924883458239492e-06,0.0,13,0.0002757367037702352,0.00022831110982224345,1.0043410838989075e-05,0.0,28,0.0002677289303392172,0.0002198582369601354,7.498085778934183e-06,0.0,20,0.0012895738473162055,0.0006973850540816784,6.423083959816722e-06,0.0,20
48,2400.0,0.0007183352718129754,0.0005611002561636269,3.964795268984744e-06,0.0,13,0.0002696707670111209,0.0002231831313110888,1.0037931133410893e-05,0.0,28,0.0002454343775752932,0.00021605179063044488,7.583809292555088e-06,0.0,20,0.001273749745450914,0.0006896911654621363,6.376868441293482e-06,0.0,20
49,2450.0,0.000675321149174124,0.0005554971285164356,4.005055416200776e-06,0.0,13,0.0002504659059923142,0.00021838030079379678,1.0033578291768208e-05,0.0,28,0.000233493818086572,0.00021204122458584607,7.669398655707482e-06,0.0,20,0.0012506131315603852,0.0006809084443375468,6.3322781898023095e-06,0.0,20
50,2500.0,0.0006468438659794629,0.0005485186702571809,4.048897153552389e-06,0.0,13,0.00022838296717964113,0.00021268767886795104,1.0026610652857926e-05,0.0,28,0.0002744774392340332,0.0002078175311908126,7.754651960567571e-06,0.0,20,0.0012066848576068878,0.0006691587041132152,6.295927505561849e-06,0.0,18
51,2550.0,0.0006147345411591232,0.0005483420682139695,4.091613391210558e-06,0.0,13,0.00020476343343034387,0.00020745920483022928,1.0019904038927052e-05,0.0,28,0.00019586078997235745,0.00020444004621822387,7.838739293219987e-06,0.0,20,0.001213493524119258,0.0006611321005038917,6.263630439207191e-06,0.0,18
52,2600.0,0.0005910333711653948,0.0005444984417408705,4.136838470003568e-06,0.0,13,0.00020387358381412923,0.00020356522873044014,1.0012488019128796e-05,0.0,27,0.00018121770699508488,0.0002010603348026052,7.922980330477003e-06,0.0,20,0.001151250908151269,0.0006527109653688967,6.23271216682042e-06,0.0,17
53,2650.0,0.0006105484790168703,0.0005433933110907674,4.184466888546012e-06,0.0,13,0.00018377747619524598,0.00019780105503741652,1.000138945528306e-05,0.0,27,0.00016870508261490613,0.0001975557825062424,8.007132237253245e-06,0.0,20,0.0011097510578110814,0.0006430207868106663,6.21809704171028e-06,0.0,17
54,2700.0,0.0005371953011490405,0.0005382305243983865,4.231036655255593e-06,0.0,13,0.00017225426563527435,0.0001939992798725143,1.0000457223213743e-05,0.0,27,0.0001631909399293363,0.000193956948351115,8.090882147371303e-06,0.0,20,0.0010988680878654122,0.0006381840794347227,6.204965757206082e-06,0.0,17
55,2750.0,0.0005379493813961744,0.0005320278578437865,4.280390839994652e-06,0.0,13,0.00015566835645586252,0.00018891233776230365,1.0000859219871927e-05,0.0,27,0.00014540390111505985,0.000190655147889629,8.174793947546277e-06,0.0,20,0.0010472495341673493,0.0006299344240687788,6.194444722495973e-06,0.0,17
56,2800.0,0.0004966521519236267,0.0005303050274960697,4.329471721575828e-06,0.0,13,0.00014661866589449346,0.00018457080295775086,1.0001546797866467e-05,0.0,27,0.00014396059850696474,0.00018776427896227688,8.267389603133779e-06,0.0,19,0.0010340202134102583,0.000624150678049773,6.184462563396664e-06,0.0,17
57,2850.0,0.0004845066287089139,0.0005214795819483697,4.380198788567213e-06,0.0,13,0.00014213923714123666,0.00017864668916445225,1.0002304406953044e-05,0.0,26,0.00012691707524936646,0.0001844831567723304,8.358103514183313e-06,0.0,19,0.0009715859196148813,0.0006167039391584694,6.176446731842589e-06,0.0,17
58,2900.0,0.00045620574383065104,0.0005172734381631017,4.428861757332925e-06,0.0,13,0.00015246924886014313,0.0001755969860823825,1.0013376595452428e-05,0.0,26,0.00011896579235326499,0.00018152029952034354,8.445198545814492e-06,0.0,19,0.000984449521638453,0.0006136330193839967,6.166952516650781e-06,0.0,16
59,2950.0,0.000445498269982636,0.0005121577996760607,4.478142727748491e-06,0.0,13,0.00013764953473582864,0.00017233865219168365,1.002932640403742e-05,0.0,26,0.00011097860988229513,0.00017870638112071902,8.529970727977343e-06,0.0,19,0.0009110699174925685,0.0006038167048245668,6.164074420667021e-06,0.0,15
60,3000.0,0.00042256846791133285,0.0005046721780672669,4.526710654317867e-06,0.0,13,0.00013574311742559075,0.00016880531620699912,1.004564001050312e-05,0.0,26,0.00010444659710628912,0.00017552658391650766,8.610738404968288e-06,0.0,19,0.0008530166232958436,0.0005939542897976935,6.165721970319282e-06,0.0,15
61,3050.0,0.0004088960122317076,0.0004974385374225676,4.5757656153000426e-06,0.0,13,0.00014451562310568988,0.0001661343703744933,1.0059966371045448e-05,0.0,25,0.0001059849455486983,0.00017320986080449075,8.695566066307947e-06,0.0,19,0.0008323219371959567,0.0005874329362995923,6.171650056785438e-06,0.0,15
62,3100.0,0.00041370687540620565,0.0004902177606709301,4.623303993867012e-06,0.0,13,0.0001125476774177514,0.00016325959586538374,1.008175422612112e-05,0.0,24,0.00011084205470979214,0.00017032366304192692,8.778731171332765e-06,0.0,19,0.0007794922566972673,0.0005752100259996951,6.177747309266124e-06,0.0,15
63,3150.0,0.00037732155760750175,0.00048049725592136383,4.668484507419635e-06,0.0,13,0.00010752186790341511,0.00016049745318014175,1.0114583346876316e-05,0.0,24,9.785972360987216e-05,0.00016823991609271616,8.861156857165042e-06,0.0,19,0.0007486368995159864,0.0005676448345184326,6.1837490648031235e-06,0.0,15
64,3200.0,0.0003710580349434167,0.000470887403935194,4.7146945689746644e-06,0.0,13,0.00010865217336686328,0.00015770777827128768,1.0148958608624525e-05,0.0,24,8.733065624255687e-05,0.00016540441720280796,8.94270579010481e-06,0.0,18,0.000718308670911938,0.0005573281086981297,6.190162366692675e-06,0.0,15
65,3250.0,0.00040646857814863324,0.00045951950596645474,4.759323928738013e-06,0.0,13,0.0001128963558585383,0.00015527148207183927,1.0182125151914079e-05,0.0,24,8.408920257352293e-05,0.00016281980788335204,9.022497579280753e-06,0.0,17,0.0006854266976006329,0.0005465165595524013,6.195485639182152e-06,0.0,15
66,3300.0,0.0003383926232345402,0.00044856281601823866,4.802012426807778e-06,0.0,13,9.920487354975194e-05,0.00015295366756618023,1.0213298992312048e-05,0.0,24,8.682395127834752e-05,0.00016017539019230753,9.102804142457899e-06,0.0,16,0.0006583028589375317,0.0005364141543395817,6.199728886713274e-06,0.0,15
67,3350.0,0.00035857694456353784,0.0004377141303848475,4.845088824367849e-06,0.0,13,0.00010279923299094662,0.00015062259626574814,1.0243698852718808e-05,0.0,24,7.675872620893642e-05,0.0001582643890287727,9.187296200252604e-06,0.0,16,0.0006288183503784239,0.0005263171042315662,6.204930286912713e-06,0.0,15
68,3400.0,0.00031399104045704007,0.00042615874554030597,4.88800606035511e-06,0.0,13,9.358477109344676e-05,0.0001483686937717721,1.0278399713570252e-05,0.0,23,8.050234464462847e-05,0.00015583800268359482,9.26696702663321e-06,0.0,16,0.0006095907301642001,0.0005181155283935368,6.209513230714947e-06,0.0,15
69,3450.0,0.00031808929634280503,0.0004147883737459779,4.932560386805562e-06,0.0,13,9.309931920142844e-05,0.00014682617620564997,1.0311923688277602e-05,0.0,23,7.459481275873259e-05,0.00015371757035609335,9.341715667687822e-06,0.0,16,0.0005951396888121963,0.0005101669812574983,6.21540402789833e-06,0.0,15
70,3500.0,0.0002869322197511792,0.0004085291875526309,4.9798545660451055e-06,0.0,12,9.799013059819117e-05,0.00014420969819184393,1.0344197107770015e-05,0.0,23,6.978178134886548e-05,0.0001512232411187142,9.413875886821188e-06,0.0,16,0.0005594347603619099,0.0005011077155359089,6.219609986146679e-06,0.0,15
71,3550.0,0.0002954548108391464,0.00040120785706676543,5.03836872667307e-06,0.0,12,0.0001013465880532749,0.00014241352619137615,1.0376324098615441e-05,0.0,23,7.722309237578884e-05,0.00014917059161234647,9.488074283581227e-06,0.0,16,0.0005352871376089752,0.0004930256982333958,6.225172910490073e-06,0.0,15
72,3600.0,0.00026219149003736675,0.0003933188854716718,5.098409928905312e-06,0.0,12,8.62660599523224e-05,0.00014077128435019404,1.0407577065052465e-05,0.0,23,0.00015417649410665035,0.00014767312677577138,9.55867380980635e-06,0.0,16,0.0005231657414697111,0.0004857774474658072,6.228257461771136e-06,0.0,15
73,3650.0,0.0002701437915675342,0.000387261068681255,5.159616193850525e-06,0.0,12,7.986518903635442e-05,0.00013884835061617196,1.043881547957426e-05,0.0,22,6.466548074968159e-05,0.0001447501126676798,9.625699931348208e-06,0.0,16,0.000510237761773169,0.00047893865848891437,6.230607596080517e-06,0.0,15
74,3700.0,0.00024294394825119525,0.0003883011231664568,5.223842890700325e-06,0.0,11,8.244875789387152e-05,0.00013718893751502037,1.0476706847839523e-05,0.0,22,6.592914724024013e-05,0.00014213219401426613,9.690507795312442e-06,0.0,16,0.0004993901820853353,0.0004733834648504853,6.232940904737916e-06,0.0,15
75,3750.0,0.0002345320681342855,0.0003829348715953529,5.2916366257704794e-06,0.0,11,7.46120058465749e-05,0.00013465146184898913,1.0507862498343457e-05,0.0,22,6.28134366706945e-05,0.00014049504534341395,9.754925486049615e-06,0.0,16,0.0005023381090722978,0.0004659063124563545,6.233475687622558e-06,0.0,15
76,3800.0,0.00023127977328840643,0.00037865276681259274,5.356383098842343e-06,0.0,11,9.706856508273631e-05,0.0001330005907220766,1.0540087714616675e-05,0.0,22,8.484045247314498e-05,0.0001382068294333294,9.821670573728625e-06,0.0,16,0.0004581272369250655,0.00045845535350963473,6.233508884179173e-06,0.0,15
77,3850.0,0.00021869668853469193,0.00037476426223292947,5.417250122263795e-06,0.0,11,7.134864426916465e-05,0.00013126118574291468,1.0570969607215375e-05,0.0,22,8.769449050305411e-05,0.00013755026157014072,9.885337931336835e-06,0.0,15,0.0004648734466172755,0.00045510553172789514,6.230714006960625e-06,0.0,15
78,3900.0,0.0002101100399158895,0.00037106400122866035,5.478771981870523e-06,0.0,11,7.17624498065561e-05,0.00012982130283489823,1.060275735653704e-05,0.0,22,7.934561290312558e-05,0.00013329435023479164,9.951568245014641e-06,0.0,15,0.00043301901314407587,0.0004485828394535929,6.23071173322387e-06,0.0,15
79,3950.0,0.00021441449644044042,0.00036605881177820265,5.539179710467579e-06,0.0,11,6.710657180519775e-05,0.00012792926281690598,1.0631902114255354e-05,0.0,22,5.853140100953169e-05,0.00013203403796069324,1.0013246537710074e-05,0.0,15,0.00042341387597844005,0.0004415657022036612,6.231344741536304e-06,0.0,15
80,4000.0,0.00020325080549810082,0.00036501733120530844,5.596659775619628e-06,0.0,11,7.9970239312388e-05,0.00012604128278326243,1.0661492524377536e-05,0.0,22,6.0074446082580835e-05,0.00012994011922273785,1.007342325465288e-05,0.0,15,0.00043939449824392796,0.0004387089575175196,6.227920039236778e-06,0.0,15
81,4050.0,0.00023006870469544083,0.00036098435521125793,5.653359949064907e-06,0.0,11,9.615142334951088e-05,0.0001247364707523957,1.069075551640708e-05,0.0,22,5.904652789467946e-05,0.00012788303138222545,1.0131782801181544e-05,0.0,15,0.0004131421446800232,0.00043319171527400613,6.223207947186893e-06,0.0,15
82,4100.0,0.0001983580004889518,0.00035639310954138637,5.707602213078644e-06,0.0,11,7.411891419906169e-05,0.00012274300388526171,1.0720856153056957e-05,0.0,21,5.6210225011454895e-05,0.00012586142111103982,1.0187485713686328e-05,0.0,15,0.0003966087242588401,0.0004267522308509797,6.223203399713384e-06,0.0,15
83,4150.0,0.00019159557996317744,0.00035344771458767354,5.761401553172618e-06,0.0,11,7.257685501826927e-05,0.0001213861905853264,1.0751826266641729e-05,0.0,21,5.5226330005098134e-05,0.0001240783167304471,1.024201264954172e-05,0.0,15,0.000386766652809456,0.00042234075954183936,6.2166568568500225e-06,0.0,15
84,4200.0,0.00017848951392807066,0.0003490584495011717,5.814305950480048e-06,0.0,11,6.841789581812918e-05,0.00012016358959954232,1.0782084245875012e-05,0.0,21,9.315783972851932e-05,0.00012291620078030974,1.0294432286173105e-05,0.0,15,0.0003914527769666165,0.0004190935578662902,6.211174422787735e-06,0.0,15
85,4250.0,0.0001885451201815158,0.00034505288931541145,5.866408173460513e-06,0.0,11,8.005672134459019e-05,0.00011847986024804413,1.0810893400048371e-05,0.0,21,6.858825508970767e-05,0.00012120610335841775,1.0347881470806897e-05,0.0,15,0.0003729770833160728,0.00041233882075175643,6.206651050888468e-06,0.0,15
86,4300.0,0.0001669804914854467,0.00034115774906240404,5.915302608627826e-06,0.0,11,7.897718023741618e-05,0.00011688564700307325,1.0836169167305343e-05,0.0,21,5.2198949560988694e-05,0.00011907274165423587,1.0400603969173972e-05,0.0,15,0.0003635549219325185,0.0004088823334313929,6.201302767294692e-06,0.0,15
87,4350.0,0.00018266777624376118,0.0003378216060809791,5.965453055978287e-06,0.0,11,6.633965676883236e-05,0.00011570577044039965,1.0862131603062153e-05,0.0,21,5.3853640565648675e-05,0.00011741778871510178,1.0452034985064529e-05,0.0,15,0.00035827155807055533,0.00040423887548968196,6.19552019998082e-06,0.0,15
