,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7
24,1200.0,0.001014608540572226,0.0004725403559859842,6.871935966046294e-06,0.0,28,3.0,0.0008271633996628225,0.00045640653115697205,6.596137609449215e-06,0.0,36,2.0,0.0006924275658093393,0.0004277729894965887,7.036268470983487e-06,0.0,37,3.0,0.0016421758336946368,0.0006645862013101578,7.17690136298188e-06,0.0,28,4.0,0.0013490456622093916,0.0006074465345591307,6.394226602424169e-06,0.0,21,4.0,0.0014327159151434898,0.0004762776370625943,7.397311037493637e-06,0.0,33,1.0,0.0015648289117962122,0.0005658853333443403,5.609914296655916e-06,0.0,27,5.0,0.0015821674605831504,0.0007123681716620922,7.200620530056767e-06,0.0,35,1.0
25,1250.0,0.0009539501625113189,0.00044657199759967625,7.0096539275255054e-06,0.0,28,3.0,0.0007928299019113183,0.00043412880040705204,6.6229722506250255e-06,0.0,35,2.0,0.0006387895555235445,0.00040085319778881967,7.090286999300588e-06,0.0,37,3.0,0.0015524019254371524,0.0006488031940534711,7.197228569566505e-06,0.0,28,4.0,0.001280548400245607,0.0005796966142952442,6.497290087281726e-06,0.0,21,4.0,0.0013310540234670043,0.0004456577298697084,7.385835488094017e-06,0.0,31,2.0,0.0014282416086643934,0.0005494035431183875,5.606549621006707e-06,0.0,26,5.0,0.0015106418868526816,0.0006874111713841558,7.296315743587911e-06,0.0,34,1.0
26,1300.0,0.0008997049881145358,0.00042333712917752564,7.1491026574221905e-06,0.0,27,3.0,0.000747393467463553,0.0004122293903492391,6.662135547230719e-06,0.0,32,3.0,0.0006109758978709579,0.0003764706780202687,7.141502464946825e-06,0.0,37,3.0,0.001463866326957941,0.0006349931354634464,7.224893579405034e-06,0.0,28,4.0,0.001227949163876474,0.0005513796932063997,6.596852472284809e-06,0.0,21,4.0,0.0012471360387280583,0.0004252835060469806,7.439864020852838e-06,0.0,30,2.0,0.0013354362454265356,0.0005352973821572959,5.6229364417959005e-06,0.0,24,5.0,0.0014555009547621012,0.0006656955229118466,7.40444329494494e-06,0.0,34,1.0
27,1350.0,0.0008556304965168238,0.0004008653631899506,7.303436177608091e-06,0.0,27,3.0,0.0007099449867382646,0.00039149969234131277,6.723607384628849e-06,0.0,32,3.0,0.0005733018624596298,0.0003537552256602794,7.186979928519577e-06,0.0,37,3.0,0.0013885179068893194,0.0006221786607056856,7.258716777869267e-06,0.0,28,4.0,0.0011825338006019592,0.0005254781572148204,6.689523161185207e-06,0.0,21,4.0,0.001169767347164452,0.00040780878043733537,7.498556897189701e-06,0.0,30,2.0,0.001261462806724012,0.0005245397333055735,5.662853709509363e-06,0.0,24,5.0,0.0014088518219068646,0.000642724335193634,7.52122559788404e-06,0.0,33,1.0
28,1400.0,0.0008388999849557877,0.00038189717452041805,7.451461897289846e-06,0.0,27,3.0,0.0006740616518072784,0.00037112654536031187,6.7836335801985115e-06,0.0,32,3.0,0.0005500219413079321,0.0003348623286001384,7.223799457278801e-06,0.0,37,3.0,0.001322002150118351,0.0006106548826210201,7.306605311896419e-06,0.0,27,4.0,0.001137044164352119,0.0005015974747948349,6.773880159016699e-06,0.0,21,4.0,0.0011099794646725059,0.00039292420842684805,7.5651832958101295e-06,0.0,29,2.0,0.0012128169182687998,0.0005148185882717371,5.7020533859031275e-06,0.0,23,5.0,0.0013774640392512083,0.0006190863205119967,7.640738658665214e-06,0.0,33,1.0
29,1450.0,0.0007759622531011701,0.0003639069327618927,7.593903774250066e-06,0.0,27,3.0,0.0006413758965209126,0.000353065348463133,6.837884029664565e-06,0.0,32,3.0,0.0005301655037328601,0.0003185190726071596,7.2538896347396076e-06,0.0,36,3.0,0.0012653571320697665,0.0006011062068864703,7.374832421191968e-06,0.0,26,4.0,0.0010934231104329228,0.0004801551694981754,6.850408226455329e-06,0.0,21,4.0,0.0010531364241614938,0.0003814271476585418,7.634752364538144e-06,0.0,29,2.0,0.0011572159128263593,0.0005054720095358789,5.756446171290008e-06,0.0,23,5.0,0.0013335540425032377,0.0005963611183688045,7.757635103189386e-06,0.0,32,1.0
30,1500.0,0.0007286813342943788,0.0003481182793620974,7.729240678600036e-06,0.0,27,3.0,0.0006107600056566298,0.00033842792618088424,6.886240043968428e-06,0.0,31,3.0,0.000509121164213866,0.0003044641634915024,7.291274869203335e-06,0.0,34,4.0,0.0012155660660937428,0.0005908572347834706,7.450031262123957e-06,0.0,26,4.0,0.0010419596219435334,0.0004620195832103491,6.9207635533530265e-06,0.0,20,4.0,0.001004700898192823,0.00037171225994825363,7.708905286563095e-06,0.0,29,2.0,0.0011085027363151312,0.000498542794957757,5.809771209897008e-06,0.0,23,5.0,0.0012975024292245507,0.0005776968318969011,7.869819455663674e-06,0.0,32,1.0
31,1550.0,0.0006895381957292557,0.0003338548995088786,7.855845069570933e-06,0.0,27,3.0,0.000579842715524137,0.00032680502044968307,6.935931196494494e-06,0.0,31,3.0,0.0004849850956816226,0.00029279888258315623,7.345528501900844e-06,0.0,33,4.0,0.0011647731298580766,0.0005815207841806114,7.530990842496976e-06,0.0,26,4.0,0.0010024604853242636,0.0004458120674826205,6.989944267843384e-06,0.0,20,4.0,0.0009598297765478492,0.00036338428617455065,7.78682078816928e-06,0.0,29,2.0,0.001065718592144549,0.0004917199839837849,5.863071692147059e-06,0.0,23,5.0,0.0012696572812274098,0.0005622993339784443,7.980779628269374e-06,0.0,31,1.0
32,1600.0,0.0006609344272874296,0.00032124240533448756,7.973762876645196e-06,0.0,27,3.0,0.0005474140634760261,0.0003173795121256262,6.987482265685685e-06,0.0,31,3.0,0.00046750257024541497,0.0002807013806886971,7.402193205052754e-06,0.0,33,4.0,0.0011183626484125853,0.000572804594412446,7.617299161211122e-06,0.0,26,4.0,0.0009629301493987441,0.00043088608072139323,7.057288257783512e-06,0.0,20,4.0,0.0009470289223827422,0.00035685222246684134,7.8666525951121e-06,0.0,28,2.0,0.0010267312172800303,0.000485310738440603,5.915475412621163e-06,0.0,23,5.0,0.0012229530839249492,0.000550545344594866,8.090704795904458e-06,0.0,31,1.0
33,1650.0,0.0006161410710774362,0.00030923818121664226,8.083909960987512e-06,0.0,27,3.0,0.0005185109912417829,0.000309190945699811,7.045244274195284e-06,0.0,30,4.0,0.0004718853742815554,0.0002697393065318465,7.456565526808845e-06,0.0,32,4.0,0.001068023149855435,0.0005647247890010476,7.707237273280043e-06,0.0,26,4.0,0.0009305648854933679,0.0004165962163824588,7.130511221475899e-06,0.0,19,4.0,0.0008793623419478536,0.00035004992969334126,7.96579297457356e-06,0.0,28,2.0,0.0010166976135224104,0.00047981346142478287,5.968353434582241e-06,0.0,23,5.0,0.0011966796591877937,0.0005401637172326446,8.195080226869322e-06,0.0,31,1.0
34,1700.0,0.0005854814662598073,0.0002992020163219422,8.187098501366563e-06,0.0,27,3.0,0.0005206168279983103,0.00030342995887622237,7.113610990927555e-06,0.0,30,4.0,0.0004343259788583964,0.0002586470218375325,7.509542683692416e-06,0.0,32,4.0,0.0010193049674853683,0.0005576717667281628,7.80267237132648e-06,0.0,26,4.0,0.0008935590740293264,0.00040346055175177753,7.209988780232379e-06,0.0,19,4.0,0.000840660824906081,0.00034371187211945653,8.069228897511493e-06,0.0,28,2.0,0.0009665117249824107,0.0004732281668111682,6.021324679750251e-06,0.0,22,5.0,0.0011828257702291012,0.000531413999851793,8.294533472508192e-06,0.0,30,2.0
35,1750.0,0.0005542716826312244,0.0002942593418993056,8.2849956015707e-06,0.0,26,3.0,0.00046829116763547063,0.00029659413849003613,7.1857716648082715e-06,0.0,30,4.0,0.0004180548421572894,0.0002494870568625629,7.560789981653215e-06,0.0,32,4.0,0.0009820018894970417,0.0005499892286024988,7.901408025645651e-06,0.0,26,4.0,0.0008570356294512749,0.0003911959647666663,7.28866143617779e-06,0.0,19,4.0,0.000810549536254257,0.00033743627136573195,8.170709406840615e-06,0.0,28,2.0,0.0009343397105112672,0.00046679319348186255,6.073796612326987e-06,0.0,22,5.0,0.0011382465017959476,0.0005236252909526229,8.396898010687437e-06,0.0,30,2.0
36,1800.0,0.0005248253000900149,0.00028181090601719916,8.38100731925806e-06,0.0,26,3.0,0.00043761267443187535,0.00029152625938877463,7.260294751176843e-06,0.0,29,4.0,0.00040261721005663276,0.00024026658502407372,7.610938155266922e-06,0.0,32,4.0,0.0009452554513700306,0.0005423349211923778,8.003592483873945e-06,0.0,26,4.0,0.0008284046198241413,0.00038182458956725895,7.364196790149435e-06,0.0,19,4.0,0.0007726734038442373,0.00033115895348601043,8.271423212136142e-06,0.0,28,2.0,0.0009232012671418488,0.0004616913793142885,6.131941063358681e-06,0.0,22,5.0,0.001105553819797933,0.000516189553309232,8.494830581184942e-06,0.0,29,2.0
37,1850.0,0.00048804120160639286,0.0002736189926508814,8.471405635646079e-06,0.0,26,3.0,0.0004166861472185701,0.00028698352980427444,7.3372566475882195e-06,0.0,29,4.0,0.00038708667852915823,0.00023241591406986117,7.659314178454224e-06,0.0,32,4.0,0.0009158719913102686,0.0005346809048205614,8.108087058644742e-06,0.0,26,4.0,0.0007917946786619723,0.00037305353907868266,7.43659757063142e-06,0.0,19,4.0,0.000739606621209532,0.0003251992748118937,8.37354855320882e-06,0.0,28,2.0,0.0008802490774542093,0.0004554137121886015,6.1940186242281925e-06,0.0,22,5.0,0.001065179007127881,0.0005094517255201936,8.593302482040599e-06,0.0,29,2.0
38,1900.0,0.0004827168886549771,0.0002670204557944089,8.558278750570025e-06,0.0,26,3.0,0.0003897369606420398,0.0002832320751622319,7.414993888232857e-06,0.0,29,4.0,0.00037370569771155715,0.00022422226902563125,7.706817996222526e-06,0.0,32,4.0,0.0008873732294887304,0.000527357857208699,8.213970431825146e-06,0.0,26,4.0,0.0007749052019789815,0.00036535828257910907,7.507093414460542e-06,0.0,19,4.0,0.0007017655298113823,0.0003194241726305336,8.476296898152214e-06,0.0,28,2.0,0.0008821893716230989,0.0004504435055423528,6.256107099034125e-06,0.0,22,5.0,0.0010303445160388947,0.0005037323571741581,8.689909918757621e-06,0.0,29,2.0
39,1950.0,0.0004348774382378906,0.00026086755678988993,8.642263310321141e-06,0.0,26,3.0,0.00038791546830907464,0.00028099396149627864,7.490969892387511e-06,0.0,27,4.0,0.0003617645998019725,0.00021649381960742176,7.752936653560027e-06,0.0,31,4.0,0.0008390138391405344,0.0005220326129347086,8.3200848166598e-06,0.0,26,4.0,0.0007267361506819725,0.0003577489696908742,7.574958090117434e-06,0.0,19,4.0,0.0006792077329009771,0.00031258718809112906,8.577417247579433e-06,0.0,27,3.0,0.0008348855772055686,0.00044355192221701145,6.320517968561035e-06,0.0,21,5.0,0.000999419717118144,0.0004981441306881607,8.784822057350539e-06,0.0,29,2.0
