,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5
0,0.0,2.0989670753479004,0.006833708379417658,4.999999873689376e-05,0.0,60,0.0,1.6191421747207642,0.005404078401625156,4.999999873689376e-05,0.0,60,0.0,1.4870305061340332,0.006437209900468588,4.999999873689376e-05,0.0,60,0.0,1.9481191635131836,0.004794688429683447,4.999999873689376e-05,0.0,60,0.0,1.7077112197875977,0.006939555052667856,4.999999873689376e-05,0.0,60,0.0,1.9868507385253906,0.007859708741307259,4.999999873689376e-05,0.0,60,0.0
1,50.0,0.008055130951106548,0.0028729578480124474,3.915363413398154e-05,0.0,60,0.0,0.012884163297712803,0.002397076925262809,4.717598494607955e-05,0.0,60,0.0,0.013547291047871113,0.003052583895623684,5.648915976053104e-05,0.0,60,0.0,0.01084558293223381,0.002323756692931056,3.919556911569089e-05,0.0,60,0.0,0.029040591791272163,0.0034856696147471666,4.646508750738576e-05,0.0,60,0.0,0.00798331294208765,0.002617698162794113,5.5463151511503384e-05,0.0,60,0.0
2,100.0,0.0033094086684286594,0.0015983374323695898,5.797810808871873e-05,0.0,58,0.0,0.0026855154428631067,0.0012677625054493546,5.8134559367317706e-05,0.0,56,0.0,0.003725884249433875,0.001744312816299498,6.751882028765976e-05,0.0,55,0.0,0.0022797577548772097,0.0011186625342816114,5.1673945563379675e-05,0.0,54,0.0,0.007145952433347702,0.00256741838529706,4.661738421418704e-05,0.0,54,0.0,0.003440751926973462,0.0013556062476709485,7.222291606012732e-05,0.0,53,0.0
3,150.0,0.0012705795234069228,0.0008346138056367636,7.389303937088698e-05,0.0,58,0.0,0.0015332922339439392,0.0008962491992861032,6.95378621458076e-05,0.0,56,0.0,0.0025164280086755753,0.0010106614790856838,7.408215606119484e-05,0.0,55,0.0,0.0012337673688307405,0.0007180714746937156,6.513799598906189e-05,0.0,54,0.0,0.0029687630012631416,0.0016132802702486515,5.339068957255222e-05,0.0,52,0.0,0.0017811576835811138,0.0009201695793308318,7.979938527569175e-05,0.0,52,0.0
4,200.0,0.00075383490184322,0.0004922828520648181,8.618503488833085e-05,0.0,54,0.0,0.0005060163675807416,0.0005925096338614821,8.052378689171746e-05,0.0,54,0.0,0.0013657414820045233,0.0005719710025005043,7.95789819676429e-05,0.0,54,0.0,0.0005140322027727962,0.0004656172532122582,7.375990389846265e-05,0.0,51,0.0,0.001504895044490695,0.0011813673190772533,5.949872502242215e-05,0.0,45,1.0,0.000798001594375819,0.0005706982919946313,8.5526226030197e-05,0.0,48,0.0
5,250.0,0.0006014441605657339,0.000346685410477221,9.444771421840414e-05,0.0,54,0.0,0.0003046139609068632,0.0003273980400990695,8.79673461895436e-05,0.0,54,0.0,0.0007955424953252077,0.0003100563772022724,8.253422856796533e-05,0.0,54,0.0,0.00043395147076807916,0.00033062970032915473,8.025576244108379e-05,0.0,51,0.0,0.0007734936662018299,0.0008941086125560105,6.455979746533558e-05,0.0,45,1.0,0.00046140505583025515,0.00032436897163279355,9.035025141201913e-05,0.0,48,0.0
6,300.0,0.00048467316082678735,0.000260035099927336,9.980700997402892e-05,0.0,49,0.0,0.0001875777234090492,0.00019736282411031425,9.147664968622848e-05,0.0,46,1.0,0.0010338524589315057,0.0001630123151699081,8.562127186451107e-05,0.0,49,0.0,0.0002452988410368562,0.00024018318799789995,8.681690815137699e-05,0.0,50,0.0,0.00035452208248898387,0.0006604376249015331,7.043233199510723e-05,0.0,41,1.0,0.00033095511025749147,0.00021624624787364155,9.324017446488142e-05,0.0,43,0.0
7,350.0,0.00042277900502085686,0.00019145573605783284,0.00010285286407452077,0.0,49,0.0,0.00010533902241149917,0.00013870131806470454,9.443398448638618e-05,0.0,46,1.0,0.0003329386527184397,8.513314969604835e-05,8.693637937540188e-05,0.0,49,0.0,0.0002337415935471654,0.00017831016157288104,9.122889605350792e-05,0.0,50,0.0,0.00025790894869714975,0.0004539575893431902,7.543666288256645e-05,0.0,41,1.0,0.0004892648430541158,0.0001616847002878785,9.503948967903852e-05,0.0,43,0.0
8,400.0,0.0003424279857426882,0.0001413568970747292,0.00010436263983137906,0.0,46,0.0,9.204903471982107e-05,0.00011334987357258797,9.673822205513716e-05,0.0,42,1.0,0.00020250461238902062,4.840294786845334e-05,8.666734356665984e-05,0.0,46,0.0,0.00018172245472669601,0.00013350001245271415,9.406688332092017e-05,0.0,49,0.0,0.00023560738191008568,0.00030168925877660513,7.917492621345446e-05,0.0,38,1.0,0.0002383908722549677,0.00011933183122891933,9.7017822554335e-05,0.0,40,0.0
9,450.0,0.0002280539774801582,0.00010505363752599806,0.00010461625060997903,0.0,46,0.0,9.681336814537644e-05,9.042411693371832e-05,9.811710333451629e-05,0.0,41,1.0,0.00012035195686621591,3.159148036502302e-05,8.531250205123797e-05,0.0,46,0.0,0.00012871289800386876,0.00010668257891666144,9.56258736550808e-05,0.0,48,0.0,0.00014586713223252445,0.0001981456734938547,8.186545164790004e-05,0.0,38,1.0,0.00016012050036806613,9.916535782394931e-05,9.802253043744713e-05,0.0,40,0.0
