,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1
108,5400,1.351731043541804e-05,2.318921133337426e-06,6.583016784134088e-06,4.615372745320201e-06,0.0,15,0.42857142857142855,9.14745578484144e-06,7.153664114412095e-07,1.7409331576345721e-06,6.691155704174889e-06,0.0,12,0.42857142857142855
109,5450,1.4012329302204307e-05,2.8034614842908923e-06,6.611572644033004e-06,4.5972947191330604e-06,0.0,15,0.42857142857142855,9.165223673335277e-06,7.295095088011294e-07,1.753989181452198e-06,6.681724698864855e-06,0.0,12,0.42857142857142855
110,5500,1.4062998161534779e-05,2.982446630994673e-06,6.501204552478157e-06,4.5793462959409226e-06,0.0,15,0.42857142857142855,9.537159712635912e-06,1.1133460020573693e-06,1.7519645325592137e-06,6.6718489506456535e-06,0.0,12,0.42857142857142855
111,5550,1.5773455743328668e-05,4.361668743513292e-06,6.850423687865259e-06,4.5613628572027665e-06,0.0,15,0.42857142857142855,9.08362926566042e-06,6.885807124490384e-07,1.7326620991298114e-06,6.662386567768408e-06,0.0,12,0.42857142857142855
112,5600,1.306723333982518e-05,2.063440206256928e-06,6.460439180955291e-06,4.543354407360312e-06,0.0,15,0.42857142857142855,9.063511242857203e-06,6.715768563481106e-07,1.7392925428794115e-06,6.652641332038911e-06,0.0,12,0.42857142857142855
113,5650,1.5075547707965598e-05,4.065982921019895e-06,6.484121513494756e-06,4.525444182945648e-06,0.0,15,0.42857142857142855,9.105791832553223e-06,7.470999889847008e-07,1.7156374951809994e-06,6.6430548031348735e-06,0.0,12,0.42857142857142855
114,5700,1.3014037904213183e-05,2.0899483388348017e-06,6.416898941097315e-06,4.5071906242810655e-06,0.0,15,0.42857142857142855,8.91888794285478e-06,5.834669423165906e-07,1.7020539644363453e-06,6.633367320318939e-06,0.0,12,0.42857142857142855
115,5750,1.2949289157404564e-05,2.108789658450405e-06,6.3513516579405405e-06,4.489148068387294e-06,0.0,15,0.42857142857142855,8.886545401765034e-06,5.584005293712835e-07,1.7044033029378625e-06,6.6237412283953745e-06,0.0,12,0.42857142857142855
116,5800,1.2864995369454846e-05,2.0419661268533673e-06,6.352045147650642e-06,4.470983640203485e-06,0.0,15,0.42857142857142855,1.0403337910247501e-05,2.0416298411873868e-06,1.7476463654020336e-06,6.614061931031756e-06,0.0,12,0.42857142857142855
117,5850,1.2791857443517074e-05,2.0110373952775262e-06,6.3282927840191405e-06,4.452527264220407e-06,0.0,15,0.42857142857142855,9.24650885281153e-06,9.616552461011452e-07,1.6804856386443134e-06,6.604368081752909e-06,0.0,12,0.42857142857142855
118,5900,1.2859847629442811e-05,2.0538018361548893e-06,6.371653853420867e-06,4.434392394614406e-06,0.0,15,0.42857142857142855,8.954647455539089e-06,6.797903893129842e-07,1.6802790696601733e-06,6.594577826035675e-06,0.0,12,0.42857142857142855
119,5950,1.2570933904498816e-05,1.837661216086417e-06,6.317365205177339e-06,4.415907369548222e-06,0.0,15,0.42857142857142855,1.0569911864877213e-05,2.184323193432647e-06,1.8004558341999655e-06,6.585132723557763e-06,0.0,12,0.42857142857142855
120,6000,1.2487633284763433e-05,1.8031458921541343e-06,6.286804818955716e-06,4.397682005219394e-06,0.0,15,0.42857142857142855,8.74532724992605e-06,5.141905035088712e-07,1.6558542483835481e-06,6.575282441190211e-06,0.0,12,0.42857142857142855
121,6050,1.3279734048410319e-05,2.568301624705782e-06,6.332523298624437e-06,4.37890957982745e-06,0.0,15,0.42857142857142855,9.086182217288297e-06,8.126423267640348e-07,1.7078233440770418e-06,6.565716830664314e-06,0.0,12,0.42857142857142855
122,6100,1.2363132555037737e-05,1.7478884046795429e-06,6.254586423892761e-06,4.36065738540492e-06,0.0,15,0.42857142857142855,9.034462891577277e-06,8.21108812942839e-07,1.6574272194702644e-06,6.5559270296944305e-06,0.0,12,0.42857142857142855
123,6150,1.3027758541284129e-05,2.4100643258861965e-06,6.275658051890787e-06,4.3420354813861195e-06,0.0,15,0.42857142857142855,8.82192762219347e-06,6.184822609611729e-07,1.6570721754760598e-06,6.546373697347008e-06,0.0,12,0.42857142857142855
124,6200,1.2465476174838841e-05,1.897124434435682e-06,6.244925316423178e-06,4.3234267650404945e-06,0.0,15,0.42857142857142855,9.789597243070602e-06,1.5121680689844652e-06,1.7545164610055508e-06,6.522912826767424e-06,0.0,11,0.42857142857142855
125,6250,1.2369092473818455e-05,1.864417981778388e-06,6.19969114268315e-06,4.304983121983241e-06,0.0,15,0.42857142857142855,9.37376080401009e-06,1.1944352991122287e-06,1.6639356772429892e-06,6.515389941341709e-06,0.0,11,0.5714285714285714
126,6300,1.3258376384328585e-05,2.7882658741873456e-06,6.18383455730509e-06,4.286275725462474e-06,0.0,15,0.42857142857142855,8.834450454742182e-06,7.103054144863563e-07,1.6156346873685834e-06,6.508510068670148e-06,0.0,11,0.5714285714285714
127,6350,1.2087824870832264e-05,1.6556067521378282e-06,6.164704245747998e-06,4.267513304512249e-06,0.0,15,0.42857142857142855,8.686711225891486e-06,5.548617991735227e-07,1.6302504945997498e-06,6.501598363684025e-06,0.0,11,0.5714285714285714
128,6400,1.2557441550598014e-05,2.0596114609361393e-06,6.249170837691054e-06,4.248659024597146e-06,0.0,15,0.42857142857142855,9.141269401879981e-06,1.0138406878468231e-06,1.6324534044542816e-06,6.494974968518363e-06,0.0,11,0.5714285714285714
129,6450,1.2655125829041936e-05,2.2772080683353124e-06,6.148025931906886e-06,4.22989114667871e-06,0.0,15,0.42857142857142855,1.0226018275716342e-05,2.093470129693742e-06,1.6443807453470072e-06,6.488167855422944e-06,0.0,11,0.5714285714285714
130,6500,1.211730887007434e-05,1.796628225747554e-06,6.109513833507663e-06,4.21116692450596e-06,0.0,15,0.42857142857142855,9.54588449531002e-06,1.452742935725837e-06,1.6113895071612205e-06,6.481752279796638e-06,0.0,11,0.5714285714285714
131,6550,1.1962158168898895e-05,1.6719631048545125e-06,6.09797552897362e-06,4.192218966636574e-06,0.0,15,0.42857142857142855,8.861393325787503e-06,8.03251111847203e-07,1.583263269822055e-06,6.4748792283353396e-06,0.0,11,0.5714285714285714
132,6600,1.5799858374521136e-05,5.087851150165079e-06,6.538823981827591e-06,4.173184152023168e-06,0.0,15,0.42857142857142855,8.632814569864422e-06,6.018799467710778e-07,1.562648208164319e-06,6.4682867559895385e-06,0.0,11,0.5714285714285714
133,6650,1.1794491001637653e-05,1.5603440033373772e-06,6.079741979192477e-06,4.154405360168312e-06,0.0,15,0.42857142857142855,8.554530722904019e-06,5.259313411443145e-07,1.567235926813737e-06,6.461363682319643e-06,0.0,11,0.5714285714285714
134,6700,1.1910993634955958e-05,1.7068114175344817e-06,6.0686879805871285e-06,4.135493782086996e-06,0.0,15,0.42857142857142855,8.679179700266104e-06,6.442245990001538e-07,1.5802928601260646e-06,6.45466252535698e-06,0.0,11,0.5714285714285714
135,6750,1.1763495422201231e-05,1.5847696204218664e-06,6.062269221729366e-06,4.1164562389894854e-06,0.0,15,0.42857142857142855,8.636336133349687e-06,6.236684839677764e-07,1.5648219005015562e-06,6.447845407819841e-06,0.0,11,0.5714285714285714
136,6800,1.1798261766671203e-05,1.641489916437422e-06,6.0594197748287115e-06,4.097351393284043e-06,0.0,15,0.42857142857142855,9.37101685849484e-06,1.3564276741817594e-06,1.5735060969745973e-06,6.441083314712159e-06,0.0,11,0.5714285714285714
137,6850,1.1737339264072943e-05,1.6605403061475954e-06,5.998385859129485e-06,4.0784134398563765e-06,0.0,15,0.42857142857142855,8.88990325620398e-06,8.946042839852453e-07,1.5609981574016274e-06,6.434300757973688e-06,0.0,11,0.5714285714285714
138,6900,1.188430906040594e-05,1.82794542524789e-06,5.996899744786788e-06,4.059463662997587e-06,0.0,15,0.42857142857142855,8.679440725245513e-06,6.882810339448042e-07,1.5634791452612262e-06,6.427680546039483e-06,0.0,11,0.5714285714285714
139,6950,1.1592659575399011e-05,1.5864536635490367e-06,5.965728632872924e-06,4.040477961098077e-06,0.0,15,0.42857142857142855,8.481325494358316e-06,5.396929054768407e-07,1.52099778460979e-06,6.420634235837497e-06,0.0,11,0.5714285714285714
140,7000,1.1789910786319524e-05,1.7730092167766998e-06,5.995539595460286e-06,4.021361291961512e-06,0.0,15,0.42857142857142855,8.454911039734725e-06,5.322694391907135e-07,1.5087156270965352e-06,6.41392580291722e-06,0.0,11,0.5714285714285714
141,7050,1.1585745596676134e-05,1.6235222801697091e-06,5.9653671087289695e-06,3.996855866716942e-06,0.0,14,0.42857142857142855,9.096091162064113e-06,1.1189752058271552e-06,1.5699391724410816e-06,6.407176897482714e-06,0.0,11,0.5714285714285714
142,7100,1.2209895430714823e-05,2.218167310275021e-06,6.008237050991738e-06,3.98349175156909e-06,0.0,14,0.5714285714285714,1.0014336112362798e-05,2.0687293726950884e-06,1.5452586694664205e-06,6.400347956514452e-06,0.0,11,0.5714285714285714
143,7150,1.1389247447368689e-05,1.4843147937426693e-06,5.931128725933377e-06,3.973803359258454e-06,0.0,14,0.5714285714285714,1.1112098945886828e-05,3.0284970762295416e-06,1.6900658010854386e-06,6.3935353864508215e-06,0.0,11,0.5714285714285714
144,7200,1.138269180955831e-05,1.4774203691558796e-06,5.941226390859811e-06,3.9640453906031325e-06,0.0,14,0.5714285714285714,8.460629032924771e-06,5.782798098152853e-07,1.4957390703784768e-06,6.386609584296821e-06,0.0,11,0.5714285714285714
145,7250,1.1430096492404118e-05,1.5879855936873355e-06,5.887976840313058e-06,3.954133717343211e-06,0.0,14,0.5714285714285714,8.412016541115008e-06,5.464752916850557e-07,1.485509415033448e-06,6.380032118613599e-06,0.0,11,0.5714285714285714
146,7300,1.1475713108666241e-05,1.6609094473096775e-06,5.8706814343167935e-06,3.944122454413446e-06,0.0,14,0.5714285714285714,8.371280273422599e-06,5.212100404605735e-07,1.476715738135681e-06,6.373354153765831e-06,0.0,11,0.5714285714285714
147,7350,1.1429935511841904e-05,1.6361722146029933e-06,5.859633347427007e-06,3.9341298361250665e-06,0.0,14,0.5714285714285714,9.043726095114835e-06,1.1819694236692158e-06,1.4952869378248579e-06,6.366470188368112e-06,0.0,11,0.5714285714285714
148,7400,1.1346554856572766e-05,1.5437526599271223e-06,5.878537649550708e-06,3.9242645470949356e-06,0.0,14,0.5714285714285714,8.402686944464222e-06,5.855733320458967e-07,1.4573389535144088e-06,6.3597744883736596e-06,0.0,11,0.5714285714285714
149,7450,1.2321462236286607e-05,2.5564856969140237e-06,5.850653451489052e-06,3.9143233152572066e-06,0.0,14,0.5714285714285714,8.32392197480658e-06,5.211795155446453e-07,1.4498024256681674e-06,6.352940090437187e-06,0.0,11,0.5714285714285714
150,7500,1.1915582945221104e-05,2.1027192360634217e-06,5.9084036365675274e-06,3.904459845216479e-06,0.0,14,0.5714285714285714,8.537596841051709e-06,7.172191089921398e-07,1.474157215852756e-06,6.3462207435804885e-06,0.0,11,0.5714285714285714
151,7550,1.1205467671970837e-05,1.4926755511623924e-06,5.818204044771846e-06,3.894587734976085e-06,0.0,14,0.5714285714285714,8.428153705608565e-06,6.432331360883836e-07,1.4454503798333462e-06,6.339470019156579e-06,0.0,11,0.5714285714285714
152,7600,1.1301882295811083e-05,1.6423331317128032e-06,5.774881174147595e-06,3.8846678762638476e-06,0.0,14,0.5714285714285714,8.32786645332817e-06,5.489893624144315e-07,1.4461309092439478e-06,6.3327465795737226e-06,0.0,11,0.5714285714285714
153,7650,1.1405410077713896e-05,1.7688822708805674e-06,5.7618285609351005e-06,3.874699359585065e-06,0.0,14,0.5714285714285714,8.620421795058064e-06,8.018583912416943e-07,1.4925175264579593e-06,6.326046332105761e-06,0.0,11,0.5714285714285714
154,7700,1.1344939593982417e-05,1.7158012042273185e-06,5.764130946772639e-06,3.865007329295622e-06,0.0,14,0.5714285714285714,8.77421916811727e-06,9.16581427645724e-07,1.5385403457912616e-06,6.319097337836865e-06,0.0,11,0.5714285714285714
155,7750,1.1372980225132778e-05,1.774359247974644e-06,5.743497240473516e-06,3.855123850371456e-06,0.0,14,0.5714285714285714,8.298673492390662e-06,5.695026743524068e-07,1.416665327269584e-06,6.312505320238415e-06,0.0,11,0.5714285714285714
156,7800,1.1036708201572765e-05,1.4440996665143757e-06,5.747234808950452e-06,3.845373612421099e-06,0.0,14,0.5714285714285714,8.226999852922745e-06,5.026257667850587e-07,1.41864597935637e-06,6.305728220468154e-06,0.0,11,0.5714285714285714
157,7850,1.1056843504775316e-05,1.493866534474364e-06,5.727407369704451e-06,3.835569714283338e-06,0.0,14,0.5714285714285714,9.002646947919857e-06,1.2661548680625856e-06,1.4374819556906004e-06,6.2990102378535084e-06,0.0,11,0.5714285714285714
158,7900,1.2629282537091058e-05,2.8300498797761975e-06,5.973456154606538e-06,3.825776730081998e-06,0.0,14,0.5714285714285714,8.36444269225467e-06,6.505007945634134e-07,1.4215657984095742e-06,6.292376383498777e-06,0.0,11,0.5714285714285714
159,7950,1.1057329174946062e-05,1.5580270655846107e-06,5.683118160959566e-06,3.816183834715048e-06,0.0,14,0.5714285714285714,1.0583555194898508e-05,2.809747456922196e-06,1.4881339893690892e-06,6.285673862294061e-06,0.0,11,0.5714285714285714
160,8000,1.1315893061691895e-05,1.8320519075132324e-06,5.677425633621169e-06,3.8064154068706557e-06,0.0,14,0.5714285714285714,9.025653525895905e-06,1.3128754972058232e-06,1.4338065739138983e-06,6.2789713410893455e-06,0.0,11,0.5714285714285714
