,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0
50,2500,0.0001519135694252327,3.455314435996115e-05,0.00011692343832692131,4.3698278773263155e-07,0.0,7
51,2550,0.00015634704323019832,3.483353430056013e-05,0.00012108262308174744,4.3088618895126274e-07,0.0,7
52,2600,0.00014381333312485367,3.4829376090783626e-05,0.00010855884465854615,4.251091922924388e-07,0.0,7
53,2650,0.00015183715731836855,3.437549457885325e-05,0.00011704221833497286,4.194481277863815e-07,0.0,7
54,2700,0.00014162372099235654,3.439908323343843e-05,0.00010681017010938376,4.144689000895596e-07,0.0,7
55,2750,0.00014828958956059068,3.4663597034523264e-05,0.00011321658530505374,4.0940949475043453e-07,0.0,7
56,2800,0.00014136040408629924,3.429303615121171e-05,0.0001066629629349336,4.0440755810777773e-07,0.0,7
57,2850,0.00013979572395328432,3.445915353950113e-05,0.00010493665467947721,3.999119542186236e-07,0.0,7
58,2900,0.0001432236167602241,3.38669415214099e-05,0.00010896116145886481,3.9552406860821065e-07,0.0,7
59,2950,0.00013675320951733738,3.3717300539137796e-05,0.00010264467709930614,3.912336410394346e-07,0.0,7
60,3000,0.00014294293941929936,3.427012052270584e-05,0.00010828539961948991,3.8741774233130855e-07,0.0,7
61,3050,0.0001372251135762781,3.436155020608567e-05,0.0001024798839353025,3.8367304000530567e-07,0.0,7
62,3100,0.00013687668251805007,3.3716802136041224e-05,0.00010277999535901472,3.798976706548274e-07,0.0,7
63,3150,0.0001356051943730563,3.3720680221449584e-05,0.00010150831803912297,3.7619153658852156e-07,0.0,7
64,3200,0.00013287925685290247,3.314261994091794e-05,9.936405695043504e-05,3.725753003891441e-07,0.0,7
65,3250,0.00013113567547407,3.372926948941313e-05,9.703727118903771e-05,3.6914104839524953e-07,0.0,7
66,3300,0.00013692591164726764,3.345438381074928e-05,0.00010310561629012227,3.6590199670172296e-07,0.0,7
67,3350,0.0001301605807384476,3.3385123970219865e-05,9.641284850658849e-05,3.626048794558301e-07,0.0,7
68,3400,0.0001360875612590462,3.3841504773590714e-05,0.00010188675514655188,3.59298240937278e-07,0.0,7
69,3450,0.00013383741315919906,3.398736225790344e-05,9.949415834853426e-05,3.559009655873524e-07,0.0,7
70,3500,0.00013398347073234618,3.3269127015955746e-05,0.00010036126332124695,3.530881542701536e-07,0.0,7
71,3550,0.00013882531493436545,3.4778313420247287e-05,0.0001036968533298932,3.501458820664993e-07,0.0,7
72,3600,0.00013800806482322514,3.400470450287685e-05,0.00010365449998062104,3.4886878097495355e-07,0.0,7
73,3650,0.0001294952817261219,3.3242034987779334e-05,9.590789704816416e-05,3.453490080573829e-07,0.0,7
74,3700,0.0001300278672715649,3.322184784337878e-05,9.646346734371036e-05,3.4254753700224683e-07,0.0,7
75,3750,0.00013154922635294497,3.4571330616017804e-05,9.663862874731421e-05,3.3926639275705384e-07,0.0,7
76,3800,0.0001299438445130363,3.299492527730763e-05,9.661197691457346e-05,3.3695633305796946e-07,0.0,7
77,3850,0.00012991447874810547,3.376586391823366e-05,9.58140954026021e-05,3.345219568018365e-07,0.0,7
78,3900,0.00013562780804932117,3.6706853279611096e-05,9.858816338237375e-05,3.327933484342793e-07,0.0,7
79,3950,0.00012706233246717602,3.318442759336904e-05,9.354738722322509e-05,3.305175368950586e-07,0.0,7
80,4000,0.00012972415424883366,3.449081123108044e-05,9.490624506724998e-05,3.271047717134934e-07,0.0,7
81,4050,0.0001275697140954435,3.3316966437269e-05,9.392740321345627e-05,3.253566092098481e-07,0.0,7
82,4100,0.0001274027454201132,3.360841583344154e-05,9.347089508082718e-05,3.2343723432859406e-07,0.0,7
83,4150,0.0001286368496948853,3.350511906319298e-05,9.48113520280458e-05,3.203774951998639e-07,0.0,7
84,4200,0.00012611049169208854,3.314600689918734e-05,9.264596155844629e-05,3.1853167570261576e-07,0.0,7
85,4250,0.0001508768182247877,4.650971823139116e-05,0.00010406025103293359,3.068348064516613e-07,0.0,6
86,4300,0.00015229238488245755,4.0950297261588275e-05,0.00011103138967882842,3.107027737314638e-07,0.0,5
87,4350,0.000148194027133286,4.0253544284496456e-05,0.00010763124009827152,3.0924647376195935e-07,0.0,5
88,4400,0.00014383147936314344,3.967224256484769e-05,0.00010385511995991692,3.041245406620874e-07,0.0,5
89,4450,0.00014152894436847419,4.001850538770668e-05,0.00010121242667082697,2.9800369816257444e-07,0.0,5
90,4500,0.000140528311021626,4.0408933273283765e-05,9.982685878640041e-05,2.925184219293442e-07,0.0,5
91,4550,0.00013989920262247324,4.06957624363713e-05,9.891149238683283e-05,2.919372548149113e-07,0.0,5
92,4600,0.0001384757924824953,4.0834853280102834e-05,9.735012281453237e-05,2.908146825575386e-07,0.0,5
93,4650,0.00013978430069983006,4.0697701479075477e-05,9.879693243419752e-05,2.896638306992827e-07,0.0,5
94,4700,0.00014030815509613603,4.2566487536532804e-05,9.74535068962723e-05,2.8815435371143394e-07,0.0,5
95,4750,0.00014062217087484896,4.202470518066548e-05,9.831084025790915e-05,2.8662736895057606e-07,0.0,5
96,4800,0.0001402845373377204,4.186092337477021e-05,9.813859651330858e-05,2.8501696647253993e-07,0.0,5
97,4850,0.00014105970331002027,4.173859633738175e-05,9.903766476782039e-05,2.8344305746941245e-07,0.0,5
98,4900,0.0001404265349265188,4.1881019569700584e-05,9.826393943512812e-05,2.815772290887253e-07,0.0,5
99,4950,0.00014182076847646385,4.3230378651060164e-05,9.83105055638589e-05,2.7987388762085175e-07,0.0,5
100,5000,0.0001421339256921783,4.2405084968777373e-05,9.945059719029814e-05,2.782529975320358e-07,0.0,5
