,epoch,total_0,decoder_0,sindy_x_0,latent_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0
0,0,0.09784203767776489,0.09784203767776489,0.005461369641125202,0.0,2.9999999242136255e-05,0.0,60,0.0
1,10,0.0488438680768013,0.0488438680768013,0.005462632514536381,0.0,2.9999999242136255e-05,0.0,60,0.0
2,20,0.03532896563410759,0.03532896563410759,0.005463107489049435,0.0,2.9999999242136255e-05,0.0,60,0.0
3,30,0.03299051150679588,0.03299051150679588,0.005463038105517626,0.0,2.9999999242136255e-05,0.0,60,0.0
4,40,0.03262782096862793,0.03262782096862793,0.005463657900691032,0.0,2.9999999242136255e-05,0.0,60,0.0
5,50,0.031936436891555786,0.031936436891555786,0.005465225782245398,0.0,2.9999999242136255e-05,0.0,60,0.0
6,60,0.03089778870344162,0.03089778870344162,0.005467998795211315,0.0,2.9999999242136255e-05,0.0,60,0.0
7,70,0.029355261474847794,0.029355261474847794,0.005472238175570965,0.0,2.9999999242136255e-05,0.0,60,0.0
8,80,0.02712744101881981,0.02712744101881981,0.005476672202348709,0.0,2.9999999242136255e-05,0.0,60,0.0
9,90,0.02450566366314888,0.02450566366314888,0.0054794857278466225,0.0,2.9999999242136255e-05,0.0,60,0.0
10,100,0.02209095098078251,0.02209095098078251,0.005480831488966942,0.0,2.9999999242136255e-05,0.0,60,0.0
11,110,0.02008095011115074,0.02008095011115074,0.005481969565153122,0.0,2.9999999242136255e-05,0.0,60,0.0
12,120,0.018391450867056847,0.018391450867056847,0.005483247805386782,0.0,2.9999999242136255e-05,0.0,60,0.0
13,130,0.01701664738357067,0.01701664738357067,0.005484472028911114,0.0,2.9999999242136255e-05,0.0,60,0.0
14,140,0.015921026468276978,0.015921026468276978,0.005486626643687487,0.0,2.9999999242136255e-05,0.0,60,0.0
15,150,0.015054484829306602,0.015054484829306602,0.005490455310791731,0.0,2.9999999242136255e-05,0.0,60,0.0
16,160,0.01439342275261879,0.01439342275261879,0.00549646932631731,0.0,2.9999999242136255e-05,0.0,60,0.0
17,170,0.013888975605368614,0.013888975605368614,0.005504576489329338,0.0,2.9999999242136255e-05,0.0,60,0.0
18,180,0.013500708155333996,0.013500708155333996,0.005517024081200361,0.0,2.9999999242136255e-05,0.0,60,0.0
19,190,0.013195407576858997,0.013195407576858997,0.00553717790171504,0.0,2.9999999242136255e-05,0.0,60,0.0
20,200,0.012948587536811829,0.012948587536811829,0.005568875931203365,0.0,2.9999999242136255e-05,0.0,60,0.0
21,210,0.012747615575790405,0.012747615575790405,0.005615252070128918,0.0,2.9999999242136255e-05,0.0,60,0.0
22,220,0.0125814788043499,0.0125814788043499,0.005681722424924374,0.0,2.9999999242136255e-05,0.0,60,0.0
23,230,0.012439190410077572,0.012439190410077572,0.0057715256698429585,0.0,2.9999999242136255e-05,0.0,60,0.0
24,240,0.012310543097555637,0.012310543097555637,0.0058852797374129295,0.0,2.9999999242136255e-05,0.0,60,0.0
25,250,0.012186644598841667,0.012186644598841667,0.0060205659829080105,0.0,2.9999999242136255e-05,0.0,60,0.0
26,260,0.01206124760210514,0.01206124760210514,0.006174268666654825,0.0,2.9999999242136255e-05,0.0,60,0.0
