,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1
0,0.0,0.1094664186239242,0.0032979915849864,2.999999924213625e-05,0.0,60,0.0,0.10348932445049286,0.004427704960107803,2.9999999242136255e-05,0.0,60,0.0
1,10.0,0.0339458063244819,0.0033001941628754,2.999999924213625e-05,0.0,60,0.0,0.03258727490901947,0.004427756182849407,2.9999999242136255e-05,0.0,60,0.0
2,20.0,0.0283182077109813,0.003300849115476,2.999999924213625e-05,0.0,60,0.0,0.03011421114206314,0.004427730105817318,2.9999999242136255e-05,0.0,60,0.0
3,30.0,0.0277968905866146,0.0033000432886183,2.999999924213625e-05,0.0,60,0.0,0.029479507356882095,0.004427885636687279,2.9999999242136255e-05,0.0,60,0.0
4,40.0,0.0274023935198783,0.0033035366795957,2.999999924213625e-05,0.0,60,0.0,0.02895512245595455,0.004428217187523842,2.9999999242136255e-05,0.0,60,0.0
5,50.0,0.0261361896991729,0.0033242003992199,2.999999924213625e-05,0.0,60,0.0,0.02766544744372368,0.004429941065609455,2.9999999242136255e-05,0.0,60,0.0
6,60.0,0.0223352201282978,0.0034713810309767,2.999999924213625e-05,0.0,60,0.0,0.024489201605319977,0.004435856826603413,2.9999999242136255e-05,0.0,60,0.0
7,70.0,0.017582643777132,0.0039959726855158,2.999999924213625e-05,0.0,60,0.0,0.02005757763981819,0.00444154255092144,2.9999999242136255e-05,0.0,60,0.0
8,80.0,0.0146996397525072,0.0041522206738591,2.999999924213625e-05,0.0,60,0.0,0.016280334442853928,0.004439942538738251,2.9999999242136255e-05,0.0,60,0.0
9,90.0,0.0127892084419727,0.0038698920980095,2.999999924213625e-05,0.0,60,0.0,0.013388529419898987,0.004431145265698433,2.9999999242136255e-05,0.0,60,0.0
10,100.0,0.0115783754736185,0.0038050916045904,2.999999924213625e-05,0.0,60,0.0,0.011102494783699512,0.0044290851801633835,2.9999999242136255e-05,0.0,60,0.0
11,110.0,0.0108291497454047,0.0037691751495003,2.999999924213625e-05,0.0,60,0.0,0.009350359439849854,0.004434057977050543,2.9999999242136255e-05,0.0,60,0.0
12,120.0,0.0103394426405429,0.0037896232679486,2.999999924213625e-05,0.0,60,0.0,0.008182816207408905,0.004443312995135784,2.9999999242136255e-05,0.0,60,0.0
13,130.0,0.0100053548812866,0.003866862738505,2.999999924213625e-05,0.0,60,0.0,0.007317256648093462,0.004449700936675072,2.9999999242136255e-05,0.0,60,0.0
14,140.0,0.0097444942221045,0.0040057217702269,2.999999924213625e-05,0.0,60,0.0,0.006611648015677929,0.004452886525541544,2.9999999242136255e-05,0.0,60,0.0
15,150.0,0.0094895446673035,0.0042259013280272,2.999999924213625e-05,0.0,60,0.0,0.006041104905307293,0.004458083771169186,2.9999999242136255e-05,0.0,60,0.0
16,160.0,0.0091920103877782,0.0045114522799849,2.999999924213625e-05,0.0,60,0.0,0.0055816019885241985,0.004464453551918268,2.9999999242136255e-05,0.0,60,0.0
17,170.0,0.0087666437029838,0.0045814355835318,2.999999924213625e-05,0.0,60,0.0,0.005204854533076286,0.004471815191209316,2.9999999242136255e-05,0.0,60,0.0
18,180.0,0.00786276999861,0.0039001340046525,2.999999924213625e-05,0.0,60,0.0,0.004895894788205624,0.0044801440089941025,2.9999999242136255e-05,0.0,60,0.0
19,190.0,0.006583493668586,0.0038727759383618,2.999999924213625e-05,0.0,60,0.0,0.004640852566808462,0.004488544538617134,2.9999999242136255e-05,0.0,60,0.0
