,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4
30,1500,6.386470340657979e-05,1.7163391021313146e-05,4.251461723470129e-05,4.186693786323303e-06,0.0,20,3.0219989639590494e-05,9.857217264652718e-06,1.6949981727520935e-05,3.4127892831747886e-06,0.0,22,3.285692218923941e-05,8.674814125697594e-06,2.1783784177387133e-05,2.3983229766599834e-06,0.0,17,2.7501379008754157e-05,7.154987542890012e-06,1.705247996142134e-05,3.2939110496954527e-06,0.0,22,5.510549453902058e-05,1.7479125745012425e-05,3.5040378861594945e-05,2.5859865218080813e-06,0.0,26
31,1550,6.457125709857792e-05,1.7650372683419846e-05,4.271348370821215e-05,4.207402525935322e-06,0.0,20,3.356193337822333e-05,9.079487426788546e-06,2.1076531993458048e-05,3.4059141853504116e-06,0.0,22,3.2143329008249566e-05,8.533313121006358e-06,2.1219429982011206e-05,2.3905861326056765e-06,0.0,17,2.695710827538278e-05,6.812722858740017e-06,1.6854810382938012e-05,3.289574351583724e-06,0.0,22,5.854352639289573e-05,1.7104639482568018e-05,3.885835030814633e-05,2.580533873697277e-06,0.0,26
32,1600,6.227016274351627e-05,2.0330879124230705e-05,3.7714104109909385e-05,4.225178145134123e-06,0.0,20,2.7217458409722894e-05,8.499458999722265e-06,1.531958878331352e-05,3.3984097171924077e-06,0.0,22,3.1438910809811205e-05,8.635010999569204e-06,2.042601590801496e-05,2.3778866307111457e-06,0.0,17,2.5168032152578235e-05,6.57992450214806e-06,1.5304796761483885e-05,3.2833106615726138e-06,0.0,22,5.6390341342194006e-05,1.707909359538462e-05,3.67369684681762e-05,2.5742813249962637e-06,0.0,26
33,1650,6.75711635267362e-05,2.1124829800100997e-05,4.2204886995023116e-05,4.241444912622683e-06,0.0,20,3.299745003459975e-05,8.662343134346884e-06,2.094021147058811e-05,3.3948967939068098e-06,0.0,22,3.085883872699924e-05,8.509229701303411e-06,1.9984989194199443e-05,2.3646211957384367e-06,0.0,17,2.9139057005522773e-05,8.215802154154517e-06,1.764848093444016e-05,3.2747739169280976e-06,0.0,22,5.3533636673819274e-05,1.598638846189715e-05,3.497954094200395e-05,2.567709088907577e-06,0.0,25
34,1700,6.038467108737677e-05,2.1585012291325256e-05,3.4544107620604336e-05,4.255552994436584e-06,0.0,20,2.5463043130002916e-05,7.552825991297141e-06,1.4517570889438502e-05,3.392646021893597e-06,0.0,22,2.9544367862399668e-05,8.210738087655045e-06,1.8972823454532772e-05,2.360807229706552e-06,0.0,17,2.4403303541475907e-05,6.26439941697754e-06,1.4872540305077564e-05,3.2663622278050752e-06,0.0,22,5.071941632195376e-05,1.66740774147911e-05,3.14793323923368e-05,2.566009015936288e-06,0.0,25
35,1750,5.8468049246584997e-05,1.939199682965409e-05,3.480744635453448e-05,4.268604243407026e-06,0.0,20,2.685865547391586e-05,7.046008249744773e-06,1.6423628039774485e-05,3.3890198665176285e-06,0.0,22,2.8874948839074932e-05,8.005160452739801e-06,1.851356319093611e-05,2.356226787014748e-06,0.0,17,2.434512134641409e-05,6.462155852204887e-06,1.4633190403401386e-05,3.2497762276761932e-06,0.0,21,4.730422006105073e-05,1.5455450920853764e-05,2.9286697099450976e-05,2.562071358624962e-06,0.0,25
36,1800,6.140596815384924e-05,1.92234329006169e-05,3.790138362091966e-05,4.28114890382858e-06,0.0,20,2.5030596589203924e-05,8.377223821298685e-06,1.3269472219690215e-05,3.383900548215024e-06,0.0,22,2.8808040951844305e-05,8.601996341894846e-06,1.786309076123871e-05,2.3429538487107493e-06,0.0,16,2.250887337140739e-05,6.326107722998131e-06,1.2949049050803296e-05,3.233715460737585e-06,0.0,21,5.229625094216317e-05,1.5144163626246154e-05,3.459700019448064e-05,2.5550862119416706e-06,0.0,25
37,1850,5.8019089919980615e-05,1.8350592654314823e-05,3.537736483849585e-05,4.291133336664643e-06,0.0,20,2.8140711947344244e-05,7.89126079325797e-06,1.6870653780642897e-05,3.3787973734433763e-06,0.0,22,2.786662480502855e-05,8.144030289258808e-06,1.7384949387633242e-05,2.3376451281365007e-06,0.0,15,2.0717996449093334e-05,5.547813088924158e-06,1.1954330148000736e-05,3.2158534395421157e-06,0.0,21,5.328924089553766e-05,1.5620111298630945e-05,3.512325929477811e-05,2.5458698473812547e-06,0.0,25
38,1900,5.923726348555647e-05,1.8470176655682735e-05,3.6467543395701796e-05,4.2995429794245865e-06,0.0,20,2.4526798370061442e-05,7.00760938343592e-06,1.4145026398182381e-05,3.374163497937843e-06,0.0,22,2.697086165426299e-05,7.73802003095625e-06,1.6901545677683316e-05,2.3312961729970993e-06,0.0,15,2.10854850593023e-05,6.083304924686672e-06,1.1805348549387418e-05,3.1968318126018858e-06,0.0,21,5.184502151678316e-05,1.5786119547556154e-05,3.352502972120419e-05,2.5338720206491416e-06,0.0,25
39,1950,5.577463161898777e-05,1.8870192434405908e-05,3.2596704841125757e-05,4.3077338887087535e-06,0.0,20,2.625849265314173e-05,7.472318429790903e-06,1.5418003386002965e-05,3.3681692457321333e-06,0.0,22,2.7101672458229586e-05,7.888494110375177e-06,1.6895934095373377e-05,2.317242660865304e-06,0.0,15,2.062711246253457e-05,6.078199930925621e-06,1.1374461792001966e-05,3.174451194354333e-06,0.0,21,5.146209878148511e-05,1.61033767653862e-05,3.2836418540682644e-05,2.5223039301636163e-06,0.0,25
40,2000,5.5405034800060093e-05,1.6359947039745748e-05,3.4730306651908904e-05,4.314781108405441e-06,0.0,20,2.230118479928933e-05,7.252670457091881e-06,1.167146456282353e-05,3.3770497793739196e-06,0.0,21,2.7453668735688552e-05,8.47555111249676e-06,1.6665449948050082e-05,2.3126660835259827e-06,0.0,15,1.939820322149899e-05,5.377376510296017e-06,1.0863821444218047e-05,3.1570054943586e-06,0.0,21,5.140418579685502e-05,1.6650046745780855e-05,3.223908424843103e-05,2.5150545752694597e-06,0.0,25
41,2050,6.007928095641546e-05,1.8103875845554285e-05,3.7655725463991985e-05,4.319682830100646e-06,0.0,20,2.229904566775076e-05,6.442956419050461e-06,1.24838716146769e-05,3.3722174066497246e-06,0.0,21,2.7454938390292227e-05,9.175180821330287e-06,1.596831134520471e-05,2.311445769009879e-06,0.0,15,1.899845665320754e-05,5.075342414784245e-06,1.0780527190945577e-05,3.142588411719771e-06,0.0,21,4.9901631427928805e-05,1.7026668501785025e-05,3.036756970686838e-05,2.5073939013964264e-06,0.0,25
42,2100,5.4959586123004556e-05,1.5918589269858785e-05,3.471623858786188e-05,4.324757355789188e-06,0.0,20,2.70570490101818e-05,7.327853381866589e-06,1.6368803699151613e-05,3.3603914744162466e-06,0.0,21,2.9085949790896848e-05,1.11918034235714e-05,1.5583867934765294e-05,2.3102779778128024e-06,0.0,15,1.8362587070441805e-05,5.245502507023048e-06,9.988722013076767e-06,3.1283627777156653e-06,0.0,21,4.814662679564208e-05,1.705223803583067e-05,2.8595417461474426e-05,2.498971525710658e-06,0.0,25
43,2150,5.643161784973927e-05,1.8234288290841505e-05,3.3868036553030834e-05,4.329292551119579e-06,0.0,20,2.0717436200357042e-05,6.3467537074757274e-06,1.1023344086424913e-05,3.347338633830077e-06,0.0,21,2.5172406822093762e-05,7.578030817967374e-06,1.5285953850252554e-05,2.308423745489563e-06,0.0,15,1.9265793525846675e-05,5.730822067562258e-06,1.0420743819850031e-05,3.1142278658080613e-06,0.0,21,4.713862290373072e-05,1.6880887415027246e-05,2.776759720291011e-05,2.4901394226617413e-06,0.0,25
44,2200,5.7234035921283066e-05,1.678528860793449e-05,3.611601277953014e-05,4.332732714829035e-06,0.0,20,2.330417191842571e-05,8.187344064936042e-06,1.1789386007876601e-05,3.3274413908657152e-06,0.0,21,2.5446026484132744e-05,8.122888175421394e-06,1.5016327779449057e-05,2.306810984009644e-06,0.0,15,1.79269027285045e-05,4.8360193432017695e-06,9.990697435569018e-06,3.100185040239012e-06,0.0,21,4.721913501271047e-05,1.6571035303059034e-05,2.816714004438836e-05,2.48095875576837e-06,0.0,25
45,2250,5.286744635668583e-05,1.5136799447645899e-05,3.33921198034659e-05,4.338524831837276e-06,0.0,19,2.2659212845610455e-05,6.75321234666626e-06,1.2593706742336508e-05,3.312294211355038e-06,0.0,21,2.4757542632869445e-05,7.518549864471424e-06,1.4934122191334609e-05,2.3048705770634115e-06,0.0,15,1.7320777260465547e-05,4.6225241021602415e-06,9.617598152544815e-06,3.08065455101314e-06,0.0,20,4.7752997488714755e-05,1.6329475329257548e-05,2.89519830403151e-05,2.4715427571209148e-06,0.0,25
46,2300,5.313778456184082e-05,1.4772624126635492e-05,3.4023196349153295e-05,4.341964540799381e-06,0.0,19,2.0145500457147136e-05,5.924870038143126e-06,1.0918544830929022e-05,3.3020864975696895e-06,0.0,21,2.5288856704719365e-05,8.078489372564945e-06,1.4907709555700421e-05,2.3026584585750243e-06,0.0,15,1.875514499261044e-05,5.422619778983062e-06,1.0274755368300248e-05,3.0577712095691822e-06,0.0,20,4.8363286623498425e-05,1.6377465726691298e-05,2.9524078854592517e-05,2.461745225446066e-06,0.0,25
47,2350,5.3979641961632296e-05,1.6910009435378015e-05,3.2724761695135385e-05,4.344869921624195e-06,0.0,19,2.11457609111676e-05,7.044778158160625e-06,1.0813643712026533e-05,3.2873390409804415e-06,0.0,21,2.5689359972602688e-05,8.95006724022096e-06,1.4438668586080894e-05,2.3006230094324565e-06,0.0,15,1.767926551110577e-05,4.74986291010282e-06,9.889789907902014e-06,3.0396129204746103e-06,0.0,20,4.884342342847958e-05,1.6521389625268057e-05,2.9870214348193258e-05,2.451819455018267e-06,0.0,25
48,2400,5.111437712912448e-05,1.3025436601310503e-05,3.3741933293640614e-05,4.34700677942601e-06,0.0,19,2.7995019991067238e-05,9.435349966224749e-06,1.5287672795238905e-05,3.2719970022299094e-06,0.0,21,2.4209124603657983e-05,7.5776197263621725e-06,1.4333178114611655e-05,2.2983269900578307e-06,0.0,15,1.755191624397412e-05,4.829075351153733e-06,9.702231182018295e-06,3.020609483428416e-06,0.0,20,4.900674321106635e-05,1.6557451090193354e-05,3.0007397072040476e-05,2.4418948214588454e-06,0.0,25
49,2450,5.337854599929415e-05,1.6879703252925538e-05,3.215195101802237e-05,4.346893092588289e-06,0.0,19,2.063775173155591e-05,6.187981398397824e-06,1.1186474694113713e-05,3.2632951842970215e-06,0.0,21,2.414091068203561e-05,7.447285497619305e-06,1.4397607628779951e-05,2.2960173282626783e-06,0.0,15,1.6139205399667844e-05,4.334497134550475e-06,8.806151527096517e-06,2.9985565106471768e-06,0.0,20,4.910092684440315e-05,1.6576586858718656e-05,3.0092367524048313e-05,2.4319726890098536e-06,0.0,25
