,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5
10,500.0,0.008184889331459999,0.0007588951848447323,7.522219675593078e-06,0.0,51,0.00804238859564066,0.0007515044999308884,8.475929462292697e-06,0.0,49,0.00660176994279027,0.0006721951649524271,8.534597327525262e-06,0.0,49,0.0058234273456037045,0.0004347743815742433,7.349744464590913e-06,0.0,44,0.006621411070227623,0.000466846366180107,8.144265848386567e-06,0.0,52,0.009140703827142715,0.0014222759054973722,5.358770977181848e-06,0.0,53
11,550.0,0.007706195581704378,0.0006931240204721689,7.497275419154903e-06,0.0,47,0.007717030122876167,0.0007411137921735644,8.573569175496232e-06,0.0,49,0.006100530736148357,0.0006464219186455011,8.711176633369178e-06,0.0,49,0.005553928203880787,0.00040592424920760095,7.172338882810436e-06,0.0,42,0.006240097805857658,0.00044788565719500184,8.114199772535358e-06,0.0,52,0.008694291114807129,0.001382210641168058,5.297294592310209e-06,0.0,51
12,600.0,0.007257255259901285,0.0006504810880869627,7.468399417120963e-06,0.0,46,0.007451539393514395,0.0007332478417083621,8.663511835038662e-06,0.0,46,0.005642923526465893,0.0006163580692373216,8.901424735086039e-06,0.0,48,0.00533319404348731,0.00038747896905988455,6.995501280471217e-06,0.0,41,0.005925990175455809,0.0004305924230720848,8.065157999226358e-06,0.0,50,0.008311781100928783,0.0013273493386805058,5.234662239672616e-06,0.0,50
13,650.0,0.006708668544888496,0.0006268545985221863,7.435065526806284e-06,0.0,45,0.007223085034638643,0.0007254299707710743,8.767956387600861e-06,0.0,44,0.005019568372517824,0.0005837968783453107,9.086954378290102e-06,0.0,47,0.005140683148056269,0.00038915741606615484,6.818017936893739e-06,0.0,38,0.005660812836140394,0.00041674074600450695,8.009583325474523e-06,0.0,49,0.007972536608576775,0.0012517638970166445,5.188172963244142e-06,0.0,47
14,700.0,0.005539297126233578,0.0006202232907526195,7.387656296486966e-06,0.0,41,0.007028479594737291,0.0007206175941973925,8.88867270987248e-06,0.0,43,0.003809727728366852,0.0005786698893643916,9.158049579127692e-06,0.0,46,0.004983216058462858,0.00036400786484591663,6.633206339756725e-06,0.0,35,0.005428525619208813,0.0004040981293655932,7.971082595759071e-06,0.0,49,0.007589950226247311,0.0011500120162963867,5.223697371548042e-06,0.0,44
15,750.0,0.004182016476988792,0.0006139895995147526,7.3026626523642335e-06,0.0,40,0.006844889838248491,0.0007134565385058522,9.008644155983347e-06,0.0,41,0.002859215484932065,0.0005688772071152925,9.029793545778375e-06,0.0,46,0.004832655191421509,0.0003530505928210914,6.490873602160718e-06,0.0,35,0.005217297468334436,0.0003919972514268011,7.944095159473363e-06,0.0,47,0.00694462563842535,0.0010378153529018164,5.337953552952968e-06,0.0,40
16,800.0,0.003337262663990259,0.0005788440466858447,7.171569905040087e-06,0.0,39,0.006684126332402229,0.0007061702781356871,9.140285328612663e-06,0.0,40,0.002302084816619754,0.0005464287241920829,8.816778063192032e-06,0.0,46,0.004697455558925867,0.0003424944297876209,6.350592684611911e-06,0.0,35,0.005024826154112816,0.00038467158447019756,7.943163836898748e-06,0.0,46,0.0054100737906992435,0.0009712065220810473,5.453332050819881e-06,0.0,40
17,850.0,0.002795289270579815,0.0005497059901244938,7.05708725945442e-06,0.0,38,0.0065285079181194305,0.0006978671299293637,9.280794984078966e-06,0.0,40,0.0019316470716148615,0.0005280703189782798,8.596523912274279e-06,0.0,43,0.00457714032381773,0.00033210302353836596,6.20063474343624e-06,0.0,35,0.004747719503939152,0.00038675364339724183,7.98214205133263e-06,0.0,44,0.004109144676476717,0.0009180642664432526,5.493264779943274e-06,0.0,38
18,900.0,0.0023854246828705072,0.000528063450474292,6.967158242332516e-06,0.0,36,0.006376574281603098,0.0006858716951683164,9.40854170039529e-06,0.0,39,0.0016677912790328264,0.0005147062474861741,8.39360654936172e-06,0.0,41,0.004457174800336361,0.00032114482019096613,6.041751930752071e-06,0.0,35,0.004232979379594326,0.0004183892742730677,8.066736882028636e-06,0.0,44,0.0033295508474111557,0.0008729526307433844,5.517463705473347e-06,0.0,37
19,950.0,0.0020743943750858307,0.0005085176089778543,6.887785730214091e-06,0.0,34,0.006190933287143707,0.0006668958812952042,9.521999345452059e-06,0.0,39,0.0014530098997056484,0.0005019574309699237,8.19048273115186e-06,0.0,41,0.004344338085502386,0.0003107956435997039,5.8659989008447155e-06,0.0,32,0.00293165841139853,0.00048739637713879347,8.105277629510965e-06,0.0,43,0.0028096374589949846,0.0008314918377436697,5.533347120945109e-06,0.0,36
20,1000.0,0.001840292359702289,0.0004906316171400249,6.834691703261342e-06,0.0,33,0.005872813984751701,0.0006404266459867358,9.549574315315112e-06,0.0,39,0.0012789322063326836,0.0004898668848909438,7.983933755895123e-06,0.0,40,0.004233837593346834,0.0002991909859701991,5.7011602621059865e-06,0.0,31,0.002058641752228141,0.0005044724093750119,8.019736014830414e-06,0.0,42,0.002353902906179428,0.0008079229155555367,5.526052063942188e-06,0.0,35
21,1050.0,0.0016669227043166757,0.00047503007226623595,6.788322934880853e-06,0.0,33,0.004946981091052294,0.0006421145517379045,9.378134564030915e-06,0.0,38,0.0011638059513643384,0.0004806941724382341,7.79199672251707e-06,0.0,38,0.00411921925842762,0.0002878550731111318,5.543185125134187e-06,0.0,30,0.001615840126760304,0.000493906787596643,7.911708962637931e-06,0.0,41,0.0020020664669573307,0.0007893600268289447,5.531224360311171e-06,0.0,34
22,1100.0,0.0015153584536165,0.0004617980448529124,6.740308435837505e-06,0.0,32,0.0032535740174353123,0.0006839184206910431,8.96581605047686e-06,0.0,37,0.001054917462170124,0.00046644287067465484,7.631849257450085e-06,0.0,37,0.003994349390268326,0.00027674026205204427,5.391122158471262e-06,0.0,30,0.001345051103271544,0.0004810362297575921,7.746217306703329e-06,0.0,39,0.0018265265971422195,0.0007711247308179736,5.556747964874376e-06,0.0,32
23,1150.0,0.0014002593234181404,0.00044997272198088467,6.6954767135030124e-06,0.0,32,0.0024176822043955326,0.0006498718285001814,8.602834896009881e-06,0.0,34,0.0009828355396166444,0.00045030901674181223,7.513644050050061e-06,0.0,35,0.0038657651748508215,0.00026658724527806044,5.2322170631669e-06,0.0,29,0.0011655683629214764,0.0004653730720747262,7.584601462440332e-06,0.0,37,0.0016365485498681664,0.0007579958182759583,5.608393621514551e-06,0.0,32
24,1200.0,0.0013036527670919895,0.0004384203930385411,6.6498319029051345e-06,0.0,32,0.0019557003397494555,0.0006365894223563373,8.424837687925901e-06,0.0,32,0.000927598332054913,0.00043182200170122087,7.425606781907845e-06,0.0,33,0.003734593978151679,0.0002566455223131925,5.075439275969984e-06,0.0,29,0.001040568109601736,0.0004589555028360337,7.448269570886623e-06,0.0,36,0.0015187077224254608,0.0007433068822138011,5.667554432875477e-06,0.0,31
25,1250.0,0.0012279865331947803,0.0004271110810805112,6.609035153815057e-06,0.0,31,0.0016697993269190192,0.0006245723343454301,8.314964361488819e-06,0.0,32,0.0008850815356709063,0.0004167476436123252,7.358714356087148e-06,0.0,32,0.0036025934386998415,0.00024740496883168817,4.933514901495073e-06,0.0,28,0.0009382272255606949,0.00044844229705631733,7.314011782000307e-06,0.0,36,0.0014268113300204277,0.0007318324060179293,5.739417701988714e-06,0.0,30
26,1300.0,0.0011598095297813416,0.00041731371311470866,6.5852382249431685e-06,0.0,28,0.001479300786741078,0.0006113224080763757,8.21087905933382e-06,0.0,32,0.0008481654804199934,0.0004010937118437141,7.311439276236342e-06,0.0,31,0.003468614537268877,0.00024101714370772243,4.816557066078531e-06,0.0,28,0.000862295797560364,0.0004368003865238279,7.197520062618423e-06,0.0,35,0.0013488917611539364,0.0007225509034469724,5.829252586408984e-06,0.0,30
27,1350.0,0.00110152387060225,0.0004074780736118555,6.568986009369837e-06,0.0,28,0.0013265986926853657,0.0005955767701379955,8.121035534713883e-06,0.0,30,0.0008154722745530307,0.0003855906252283603,7.273428764165146e-06,0.0,31,0.0033328079152852297,0.0002358403871767223,4.716896455647657e-06,0.0,27,0.0008194848778657615,0.00042594512342475355,7.112072125892155e-06,0.0,34,0.001284468686208129,0.0007134602637961507,5.925024652242428e-06,0.0,30
28,1400.0,0.0010531541192904115,0.00039925583405420184,6.561217105627293e-06,0.0,28,0.0012051501544192433,0.0005844958941452205,8.0595364124747e-06,0.0,28,0.0008067977032624185,0.00037223013350740075,7.24321034795139e-06,0.0,30,0.0031739992555230856,0.00023710299865342677,4.671963779401267e-06,0.0,26,0.0007490813732147217,0.0004156318900641054,7.049755367916077e-06,0.0,32,0.0012365932343527675,0.0007044203812256455,6.024962658557342e-06,0.0,30
29,1450.0,0.0010113322641700506,0.0003917464055120945,6.566010142705636e-06,0.0,26,0.001107779098674655,0.0005759929772466421,8.048793461057357e-06,0.0,28,0.0007691748323850334,0.0003576057206373662,7.2118023126677144e-06,0.0,28,0.002864581998437643,0.0002554512757342309,4.6774698603258e-06,0.0,25,0.0007153016631491482,0.00040628938586451113,7.026804723864188e-06,0.0,32,0.0013040576595813036,0.0006976816221140325,6.128153472673148e-06,0.0,30
30,1500.0,0.0009843424195423722,0.0003842200676444918,6.58126327834907e-06,0.0,26,0.0010403989581391215,0.0005671532708220184,8.0470708780922e-06,0.0,28,0.0007521504885517061,0.00034601311199367046,7.1920703703654e-06,0.0,28,0.002177421236410737,0.00035678749554790556,4.732597517431714e-06,0.0,25,0.0006720994133502245,0.0003987254458479583,7.014635230007116e-06,0.0,32,0.0011356576578691602,0.0006874941173009574,6.234778538782848e-06,0.0,30
31,1550.0,0.0009528881055302918,0.00037676742067560554,6.600784672627924e-06,0.0,24,0.0009717705543152988,0.0005586784100160003,8.050089491007384e-06,0.0,28,0.0007594633498229086,0.00033423781860619783,7.179684871516656e-06,0.0,28,0.0014260890893638134,0.00041778545710258186,4.8151837290788535e-06,0.0,24,0.0006394098163582385,0.0003886015329044312,7.004821327427635e-06,0.0,31,0.0010953994933515787,0.0006787225720472634,6.343966560962144e-06,0.0,30
32,1600.0,0.0009266913402825594,0.00037083335337229073,6.6463871917221695e-06,0.0,24,0.0009216287289746106,0.0005500786355696619,8.055543730733916e-06,0.0,28,0.0007055752794258296,0.0003253677277825773,7.1696381382935215e-06,0.0,28,0.0010963940294459462,0.0004428566317074001,4.816328328161035e-06,0.0,24,0.0006131362752057612,0.0003817311371676624,7.011871730355779e-06,0.0,31,0.0010585126001387835,0.0006698478246107697,6.4551090872555505e-06,0.0,30
33,1650.0,0.0008936361991800368,0.00036549571086652577,6.695184765703743e-06,0.0,24,0.0008885607239790261,0.0005411113379523158,8.062876986514311e-06,0.0,28,0.0006909010116942227,0.0003166726673953235,7.162076599342981e-06,0.0,28,0.0009582979837432504,0.0004532726597972214,4.762415301229339e-06,0.0,23,0.000591191987041384,0.00037516013253480196,7.032329904177459e-06,0.0,30,0.0010661884443834424,0.0006615160964429379,6.56895690553938e-06,0.0,30
34,1700.0,0.0008699918398633599,0.00036066415486857295,6.745702648913721e-06,0.0,24,0.0008484977297484875,0.000532302656210959,8.070302101259585e-06,0.0,28,0.0006631462019868195,0.00030983451870270073,7.167493549786741e-06,0.0,25,0.0008246270008385181,0.0004549737204797566,4.714868737210054e-06,0.0,22,0.0005704350187443197,0.0003675091720651835,7.073321285133716e-06,0.0,30,0.000991444569081068,0.000651469046715647,6.669677532045171e-06,0.0,28
35,1750.0,0.0008529534097760916,0.0003559750912245363,6.798356480430812e-06,0.0,24,0.0008053507772274315,0.000523644732311368,8.078403880062979e-06,0.0,28,0.0006431085639633238,0.0003045610210392624,7.2107086452888325e-06,0.0,25,0.0007519825594499707,0.00045601491001434624,4.7064713726285845e-06,0.0,21,0.0005680527538061142,0.00036051328061148524,7.123158866306767e-06,0.0,29,0.0009572434355504811,0.0006424615276046097,6.790982297388837e-06,0.0,28
36,1800.0,0.0008419015794061124,0.00035163317807018757,6.853020749986172e-06,0.0,24,0.0007726141484454274,0.0005150192300789058,8.086100024229381e-06,0.0,28,0.0006224251701496542,0.0002994449168909341,7.25011022950639e-06,0.0,25,0.000683735532220453,0.00045349428546614945,4.712329882750055e-06,0.0,21,0.0005375515320338309,0.0003557172021828592,7.18265710020205e-06,0.0,28,0.0009264592081308365,0.0006348980241455138,6.906046110088937e-06,0.0,28
37,1850.0,0.0008152109221555293,0.0003471473464742303,6.9091920522623695e-06,0.0,24,0.0007497009355574846,0.0005059158429503441,8.09312223282177e-06,0.0,27,0.0006065447814762592,0.0002947522443719208,7.286944310180843e-06,0.0,25,0.0006332193734124303,0.00044598086969926953,4.712876943813171e-06,0.0,20,0.0005222353502176702,0.00034416007110849023,7.2450143306923565e-06,0.0,28,0.0008995518437586725,0.0006279070512391627,7.018139058345696e-06,0.0,28
38,1900.0,0.0008002491667866707,0.0003432730445638299,6.96680626788293e-06,0.0,23,0.0007115358603186905,0.0004971437156200409,8.10194069345016e-06,0.0,26,0.0005830472218804061,0.00029059985536150634,7.322488272620831e-06,0.0,24,0.0005892916233278811,0.00044398364843800664,4.72936380901956e-06,0.0,19,0.0005086587625555694,0.00033549603540450335,7.316982646443648e-06,0.0,27,0.0008694760035723448,0.0006208824343048036,7.127612661861349e-06,0.0,28
39,1950.0,0.0007829426322132349,0.00033929484197869897,7.02913985151099e-06,0.0,23,0.0006890985532663763,0.0004891343414783478,8.111447641567793e-06,0.0,26,0.000582550244871527,0.00028634173213504255,7.355686193477595e-06,0.0,24,0.0005903264973312616,0.0004388336674310267,4.768606231664307e-06,0.0,19,0.0004919638158753514,0.0003272265021223575,7.394492058665492e-06,0.0,27,0.0008382418309338391,0.0006146017694845796,7.231999006762635e-06,0.0,28
40,2000.0,0.0007713692612014711,0.0003355650696903467,7.0937094278633595e-06,0.0,23,0.0006638433551415801,0.0004815313150174916,8.117854122247081e-06,0.0,26,0.0005427395226433873,0.00028318612021394074,7.383197953458875e-06,0.0,23,0.0005183990579098463,0.0004329071380198002,4.8107776819961146e-06,0.0,19,0.00048370551667176187,0.00031981655047275126,7.461017958121374e-06,0.0,27,0.0008112752693705261,0.0006086531211622059,7.331483175221365e-06,0.0,27
41,2050.0,0.0007571586174890399,0.0003320632968097925,7.158670996432193e-06,0.0,23,0.0006328020826913416,0.0004739715368486941,8.122217877826188e-06,0.0,26,0.0005229857633821666,0.0002804474497679621,7.416042990371352e-06,0.0,23,0.000486876379000023,0.00042651541298255324,4.8558258640696295e-06,0.0,19,0.0004623846907634288,0.00031292502535507083,7.517320227634627e-06,0.0,25,0.0007935966132208705,0.0006025137263350189,7.437307431246154e-06,0.0,27
42,2100.0,0.00075228774221614,0.00032868931884877384,7.224104138003895e-06,0.0,23,0.0006086784414947033,0.00046649601426906884,8.125218300847337e-06,0.0,26,0.0005082741845399141,0.0002770939317997545,7.448039013979724e-06,0.0,23,0.00045823000255040824,0.0004208329482935369,4.905978585156845e-06,0.0,19,0.00045041844714432955,0.000307357928249985,7.579711109428899e-06,0.0,25,0.0007533843745477498,0.000597798265516758,7.540279511886183e-06,0.0,27
43,2150.0,0.0007417395827360451,0.0003254040493629873,7.289844688784797e-06,0.0,23,0.0005745217786170542,0.00045926327584311366,8.127121873258147e-06,0.0,26,0.00048074786900542676,0.0002753308799583465,7.478354291379219e-06,0.0,23,0.00043086623190902174,0.00041295852861367166,4.959154011885403e-06,0.0,19,0.00047596453805454075,0.00030362652614712715,7.633122550032567e-06,0.0,25,0.0007244503940455616,0.000592693337239325,7.640006515430287e-06,0.0,27
44,2200.0,0.0007157862419262528,0.0003223344683647156,7.3550763772800565e-06,0.0,23,0.0005458894302137196,0.000452285457868129,8.128063200274482e-06,0.0,26,0.0004613737401086837,0.0002722811186686158,7.508096587116597e-06,0.0,23,0.00040751564665697515,0.00040454286499880254,5.014665021008113e-06,0.0,19,0.0004195349174551666,0.00029764542705379426,7.680927410547156e-06,0.0,25,0.0007033090805634856,0.0005886410363018513,7.74031286709942e-06,0.0,27
45,2250.0,0.0007013320573605597,0.00031924061477184296,7.420742349495413e-06,0.0,23,0.0005245765787549317,0.00044515938498079777,8.127170076477341e-06,0.0,26,0.00044224076555110514,0.00026950123719871044,7.536622888437705e-06,0.0,23,0.00038895304896868765,0.00039790887967683375,5.070920451544225e-06,0.0,18,0.0004051610012538731,0.00029261031886562705,7.723600901954342e-06,0.0,25,0.0006711619207635522,0.0005840978119522333,7.837135854060762e-06,0.0,27
46,2300.0,0.0006900316220708191,0.0003164379158988595,7.488591563742375e-06,0.0,23,0.0004965016269125044,0.00043887156061828136,8.12445523479255e-06,0.0,26,0.0004270598292350769,0.000266703893430531,7.564420684502693e-06,0.0,23,0.00036286067916080356,0.000391965702874586,5.138441338203847e-06,0.0,18,0.0004291253862902522,0.00028981626383028924,7.759937034279574e-06,0.0,25,0.0006398149416781962,0.0005794232711195946,7.93078652350232e-06,0.0,27
47,2350.0,0.0006765548605471849,0.0003136521845590323,7.5563316386251245e-06,0.0,23,0.0004714384558610618,0.00043204898247495294,8.120638085529208e-06,0.0,26,0.00041415405576117337,0.0002640204911585897,7.591275334561942e-06,0.0,23,0.00036813277984037995,0.0003872646775562316,5.209087703406112e-06,0.0,18,0.0003882477758452296,0.00028495569131337106,7.791578354954254e-06,0.0,25,0.0006775588844902813,0.0005768448463641107,8.019395863811951e-06,0.0,27
48,2400.0,0.000656235555652529,0.00031100964406505227,7.624289082741598e-06,0.0,23,0.0004503196105360985,0.0004254839732311666,8.115167474898044e-06,0.0,26,0.0003886466729454696,0.00026055407943204045,7.617446499352809e-06,0.0,23,0.0003310745523776859,0.0003788630710914731,5.27938163941144e-06,0.0,18,0.0003648773126769811,0.00028025745996274054,7.818232916179113e-06,0.0,25,0.000584410154260695,0.0005713285063393414,8.10438268672442e-06,0.0,27
49,2450.0,0.0006371923955157399,0.0003083330811932683,7.69194321037503e-06,0.0,23,0.00042897480307146907,0.0004171104228589684,8.119709491438698e-06,0.0,23,0.00038018191116862,0.00025769538478925824,7.644071956747212e-06,0.0,23,0.00031965007656253874,0.000374598108464852,5.348537342797499e-06,0.0,18,0.0003579162003006786,0.00027570920065045357,7.839387762942351e-06,0.0,25,0.000557485967874527,0.0005672785337083042,8.184986654669046e-06,0.0,27
50,2500.0,0.00061731634195894,0.00030595067073591053,7.759311301924754e-06,0.0,23,0.00040828288183547556,0.0004114758921787143,8.148263987095561e-06,0.0,23,0.00037474455893971026,0.00025282573187723756,7.670499144296627e-06,0.0,23,0.0003145046648569405,0.00036890225601382554,5.415005489339819e-06,0.0,18,0.0003435820108279586,0.0002731224521994591,7.855194780859165e-06,0.0,25,0.0005313568981364369,0.0005631426465697587,8.264209100161679e-06,0.0,27
51,2550.0,0.0006001890287734568,0.00030353173497132957,7.8267421486089e-06,0.0,23,0.00038576388033106923,0.00040553792496211827,8.174906724889297e-06,0.0,23,0.00034296020749025047,0.00025039035244844854,7.699075467826333e-06,0.0,23,0.00027931955992244184,0.0003618035407271236,5.4772749535914045e-06,0.0,18,0.00032136315712705255,0.00026925269048660994,7.866407031542622e-06,0.0,25,0.0005146171315573156,0.0005598153220489621,8.339524356415495e-06,0.0,27
52,2600.0,0.0005814499454572797,0.0003013653331436217,7.895452654338442e-06,0.0,23,0.00036849407479166985,0.00039927498437464237,8.196668204618618e-06,0.0,23,0.0003254643233958632,0.0002480129769537598,7.728639502602164e-06,0.0,23,0.0002730695705395192,0.0003547418164089322,5.533090188691858e-06,0.0,17,0.00031332101207226515,0.00026574634830467403,7.873634785937611e-06,0.0,25,0.0004966036067344248,0.0005560065037570894,8.41162272990914e-06,0.0,27
53,2650.0,0.0006072930409573019,0.000299375707982108,7.962675226735882e-06,0.0,23,0.0003519645251799375,0.000393513502785936,8.215652087528724e-06,0.0,22,0.0003188475384376943,0.00024451781064271927,7.760593689454254e-06,0.0,23,0.0002615185803733766,0.0003487819922156632,5.586348834185628e-06,0.0,17,0.00029519875533878803,0.0002610358060337603,7.8761941040284e-06,0.0,25,0.000460897950688377,0.0005515165394172072,8.481866643705871e-06,0.0,27
54,2700.0,0.000529689306858927,0.00029716844437643886,8.030235221667681e-06,0.0,23,0.000337601377395913,0.00038713388494215906,8.239068847615272e-06,0.0,22,0.00029591540805995464,0.00024039772688411176,7.793641088937875e-06,0.0,23,0.0002397155767539516,0.00034400325966998935,5.628862254525302e-06,0.0,17,0.0002853140758816153,0.0002577017294242978,7.87580393080134e-06,0.0,25,0.0004372995172161609,0.0005471550393849611,8.549479389330372e-06,0.0,27
55,2750.0,0.0005070177721790969,0.000294954952551052,8.098237231024541e-06,0.0,23,0.0003249283181503415,0.00038321170723065734,8.264030839200132e-06,0.0,22,0.00028345317696221173,0.00023677169519942254,7.827417903172318e-06,0.0,23,0.00022750248899683356,0.00033861747942864895,5.6621083786012605e-06,0.0,17,0.0002652592957019806,0.0002546538889873773,7.873672075220384e-06,0.0,25,0.0004361815226729959,0.0005441840621642768,8.615531442046631e-06,0.0,27
56,2800.0,0.00047972219181247056,0.00029298593290150166,8.166288353095297e-06,0.0,23,0.0003227222478017211,0.0003780084371101111,8.290870937344152e-06,0.0,21,0.00027054399834014475,0.00023368436086457223,7.862041456974111e-06,0.0,23,0.000240545385167934,0.000331930787069723,5.686971235263627e-06,0.0,17,0.00025882740737870336,0.00025216289213858545,7.869623914302792e-06,0.0,25,0.0003979606262873858,0.0005391467711888254,8.68089591676835e-06,0.0,27
57,2850.0,0.000458015245385468,0.00029043335234746337,8.231622814491857e-06,0.0,23,0.0002952323411591351,0.00037405776674859226,8.318639629578684e-06,0.0,21,0.0002582568267825991,0.0002297495520906523,7.899322554294486e-06,0.0,23,0.0002082838909700513,0.00032729635131545365,5.7043966990022454e-06,0.0,16,0.00024011182540562004,0.00024819295504130423,7.862326128815766e-06,0.0,25,0.0003912263782694936,0.0005361236399039626,8.744376827962697e-06,0.0,27
58,2900.0,0.0004362888284958899,0.0002884756831917912,8.296988198708277e-06,0.0,23,0.0002839905209839344,0.00036859189276583493,8.346803042513784e-06,0.0,20,0.00024325908452738076,0.0002265808725496754,7.936271686048713e-06,0.0,23,0.00019639937090687454,0.00032252396340481937,5.713390692108078e-06,0.0,16,0.0002344630192965269,0.0002456037618685514,7.852094313420821e-06,0.0,24,0.00035759652382694185,0.0005314303562045097,8.80673269421095e-06,0.0,27
