,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3
22,1100,5.6310673244297504e-05,2.299347943335306e-05,3.0157681976561435e-05,3.1595116070093354e-06,0.0,31,6.514265260193497e-05,1.690695535216946e-05,4.552848622552119e-05,2.7072128432337195e-06,0.0,24,3.168304465361871e-05,5.961567239864962e-06,2.24995419557672e-05,3.2219352306128712e-06,0.0,19,3.461415326455608e-05,7.720099347352516e-06,2.283229878230486e-05,4.061757408635458e-06,0.0,23
23,1150,5.648792284773663e-05,2.329144990653731e-05,3.0036067983019166e-05,3.1604054129275028e-06,0.0,31,6.608659168705344e-05,1.6935633539105766e-05,4.645285662263632e-05,2.698103344300762e-06,0.0,24,3.0924751627026126e-05,6.235131877474487e-06,2.1436140741570853e-05,3.2534792353544617e-06,0.0,19,3.237078635720536e-05,6.4809232753759716e-06,2.176466296077706e-05,4.125201485294383e-06,0.0,23
24,1200,5.3797499276697636e-05,2.4225428205681965e-05,2.6413505111122504e-05,3.1585641409037635e-06,0.0,31,6.317104998743162e-05,1.663050898059737e-05,4.3852913222508505e-05,2.687626647457364e-06,0.0,24,3.0993738619145006e-05,6.42799204797484e-06,2.12844734051032e-05,3.2812713470775634e-06,0.0,19,3.146157177980058e-05,6.766824753867695e-06,2.051367482636124e-05,4.181073109066347e-06,0.0,23
25,1250,5.110789061291143e-05,2.2762576918466948e-05,2.5188755898852833e-05,3.1565584777126787e-06,0.0,30,5.995092942612246e-05,1.63052372954553e-05,4.09685708291363e-05,2.677124712135992e-06,0.0,24,3.0398452508961782e-05,6.1486184677050915e-06,2.0943480194546282e-05,3.3063524824683554e-06,0.0,19,3.163215660606511e-05,6.485403901024256e-06,2.0920160750392824e-05,4.226593773637433e-06,0.0,23
26,1300,5.695352592738345e-05,2.3797661924618296e-05,3.0009539841557853e-05,3.1463232517126016e-06,0.0,30,6.011772347847e-05,1.6257428796961904e-05,4.1193849028786644e-05,2.6664440611057216e-06,0.0,24,2.8105243472964503e-05,5.5418763622583356e-06,1.923490344779566e-05,3.328463662910508e-06,0.0,19,2.901859443227295e-05,6.546957592945546e-06,1.820990837586578e-05,4.261728008714272e-06,0.0,23
27,1350,5.896701986785047e-05,2.4060496798483655e-05,3.1772789952810854e-05,3.13373357130331e-06,0.0,30,5.828827852383256e-05,1.52885422721738e-05,4.033953882753849e-05,2.660198106241296e-06,0.0,24,3.0089957363088615e-05,6.17876094111125e-06,2.056345510936808e-05,3.3477415399829624e-06,0.0,19,2.744607991189696e-05,5.827653239975916e-06,1.7318287063972093e-05,4.300139153201599e-06,0.0,23
28,1400,5.721192792407237e-05,2.4274788302136585e-05,2.9816594178555533e-05,3.1205465802486287e-06,0.0,30,5.686853182851337e-05,1.3966519873065408e-05,4.024708323413506e-05,2.654928721312899e-06,0.0,24,2.7833071726490743e-05,5.535669515666086e-06,1.893218359327875e-05,3.365218844919582e-06,0.0,19,2.685682375158649e-05,5.937034529779339e-06,1.6581367162871175e-05,4.3384229684306774e-06,0.0,22
29,1450,6.0566337197087705e-05,2.442154254822526e-05,3.3031294151442125e-05,3.1134979963098885e-06,0.0,30,6.038277570041828e-05,1.509434969193535e-05,4.2633248085621744e-05,2.6551781502348604e-06,0.0,24,2.7134768970427103e-05,5.38123049409478e-06,1.8373135389992967e-05,3.3804021768446546e-06,0.0,19,2.5568966520950198e-05,5.57705971004907e-06,1.56270652951207e-05,4.3648419705277774e-06,0.0,22
30,1500,5.946342207607813e-05,2.5541745344526134e-05,3.0813684134045616e-05,3.1079941891221097e-06,0.0,30,5.336674439604394e-05,1.418214105797233e-05,3.653034582384862e-05,2.6542572868493153e-06,0.0,24,2.6883895770879462e-05,5.3165613280725665e-06,1.8174150682170875e-05,3.393183078514994e-06,0.0,19,2.495761691534426e-05,5.61004480914562e-06,1.4950570403016172e-05,4.397000793687766e-06,0.0,22
31,1550,5.170036820345558e-05,2.3704305931460112e-05,2.4890479835448787e-05,3.105581299678306e-06,0.0,30,5.333969238563441e-05,1.4739233847649302e-05,3.594910231186077e-05,2.6513564534980105e-06,0.0,23,2.785906326607801e-05,5.550270088860998e-06,1.8905055185314268e-05,3.403737764529069e-06,0.0,19,2.475698056514375e-05,6.027091785654193e-06,1.4297886082204059e-05,4.432001333043445e-06,0.0,22
32,1600,5.340245843399316e-05,2.5023995476658456e-05,2.5276049200328998e-05,3.1024123927636538e-06,0.0,30,5.382777817430906e-05,1.4377173101820517e-05,3.680287045426667e-05,2.6477341634745244e-06,0.0,23,2.704831240407657e-05,5.7398724493396e-06,1.789589259715285e-05,3.4125471302104415e-06,0.0,19,2.31098474614555e-05,4.953888492309488e-06,1.3691249478142709e-05,4.464709491003305e-06,0.0,22
33,1650,6.08713598921895e-05,2.626813147799112e-05,3.1505143851973116e-05,3.098082970609539e-06,0.0,30,5.162375600775704e-05,1.2923715075885411e-05,3.605608071666211e-05,2.6439606699568685e-06,0.0,23,2.7555584892979823e-05,5.610819698631531e-06,1.852476634667255e-05,3.4199981655547163e-06,0.0,19,2.2636373614659533e-05,4.7271346375055145e-06,1.3413905435299966e-05,4.4953349060961045e-06,0.0,22
34,1700,5.523485015146434e-05,2.392010355833918e-05,2.822166061378084e-05,3.093085751970648e-06,0.0,30,5.6740420404821634e-05,1.4200139958120417e-05,3.9900842239148915e-05,2.6394391170470044e-06,0.0,23,2.5411969545530155e-05,5.0747644309012685e-06,1.6912446881178766e-05,3.4247593703184975e-06,0.0,19,2.1974412447889335e-05,4.637547135644127e-06,1.2812744898837991e-05,4.524119503912516e-06,0.0,22
35,1750,5.07010227011051e-05,2.3279233573703095e-05,2.433334884699434e-05,3.0884405077813426e-06,0.0,30,5.070008410257287e-05,1.3504832168109715e-05,3.455979822319932e-05,2.6354521196481073e-06,0.0,23,2.5647626898717135e-05,5.541120117413811e-06,1.6678264728398062e-05,3.4282411434105597e-06,0.0,19,2.1828729586559348e-05,4.721266122942325e-06,1.2556004548969213e-05,4.55145891464781e-06,0.0,22
36,1800,5.165950642549433e-05,2.4475317331962287e-05,2.4100909286062233e-05,3.083276396864676e-06,0.0,30,4.932624869979918e-05,1.358421013719635e-05,3.3111577067757025e-05,2.630463086461532e-06,0.0,23,2.5818753783823922e-05,5.438979314931203e-06,1.694883940217551e-05,3.4309341572225094e-06,0.0,19,2.2277183234109543e-05,5.535038781090407e-06,1.2164881809439976e-05,4.577263098326512e-06,0.0,22
37,1850,5.0611241022124887e-05,2.4690383725101128e-05,2.2846676074550487e-05,3.0741803129785694e-06,0.0,28,4.884750160272233e-05,1.3584423868451267e-05,3.26377157762181e-05,2.625361503305612e-06,0.0,23,2.5389825168531388e-05,5.555809821089497e-06,1.6402291294070892e-05,3.43172450811835e-06,0.0,19,2.1314390323823318e-05,4.926370365865296e-06,1.1786526556534227e-05,4.601492946676444e-06,0.0,22
38,1900,5.301536657498218e-05,2.3487953512812965e-05,2.6461653760634363e-05,3.0657570277980994e-06,0.0,28,5.159178908797912e-05,1.333985164819751e-05,3.5631102946354076e-05,2.620832219690783e-06,0.0,23,2.4509941795258783e-05,5.118952685734257e-06,1.595854337210767e-05,3.432445737416856e-06,0.0,19,2.0635770852095447e-05,4.507368430495262e-06,1.150424486695556e-05,4.624157099897275e-06,0.0,22
39,1950,4.507048288360238e-05,2.1628442482324317e-05,2.0379504348966293e-05,3.0625380986748496e-06,0.0,28,5.071632403996773e-05,1.3461309208651073e-05,3.463849498075433e-05,2.6165182589465985e-06,0.0,23,2.5065664885914885e-05,5.304151727614226e-06,1.632937892281916e-05,3.4321340081078233e-06,0.0,19,2.086563836201094e-05,4.943428848491749e-06,1.1276808436377905e-05,4.645401531888638e-06,0.0,22
40,2000,5.392041566665284e-05,2.3759141186019406e-05,2.710146327444818e-05,3.059812343053636e-06,0.0,28,4.8252833948936313e-05,1.2860476090281736e-05,3.278081203461625e-05,2.611543550301576e-06,0.0,23,2.5441357138333842e-05,5.27424663232523e-06,1.673619044595398e-05,3.4309198326809565e-06,0.0,19,2.0374765881570056e-05,4.745828846353106e-06,1.0963554814225063e-05,4.665382220991887e-06,0.0,22
41,2050,4.937595804221928e-05,2.2242500563152134e-05,2.4075814508250915e-05,3.0576400149584515e-06,0.0,28,4.4494048779597506e-05,1.2669091120187659e-05,2.921861596405506e-05,2.6063414679811103e-06,0.0,23,2.4272012524306774e-05,5.327613962435862e-06,1.551479726913385e-05,3.4295999284950085e-06,0.0,19,2.033183045568876e-05,4.937227913615061e-06,1.0710487913456745e-05,4.684115083364304e-06,0.0,22
42,2100,4.400710167828947e-05,2.10055604838999e-05,1.9938514014938846e-05,3.063025133087649e-06,0.0,28,4.4538195652421564e-05,1.289899864787003e-05,2.903827407862991e-05,2.6009213343058946e-06,0.0,23,2.5043103960342705e-05,5.302480531099718e-06,1.6312869774992578e-05,3.4277547911187867e-06,0.0,19,1.9930295820813626e-05,4.5835563469154295e-06,1.0645120710250922e-05,4.701619218394626e-06,0.0,22
43,2150,5.0937615014845505e-05,2.2710773919243366e-05,2.51489309448516e-05,3.0779099233768648e-06,0.0,27,4.454723602975719e-05,1.298272400163114e-05,2.8968755941605195e-05,2.595757223389228e-06,0.0,23,2.365636646572966e-05,5.207654339756118e-06,1.5023548257886432e-05,3.425164777581813e-06,0.0,19,1.9117671399726532e-05,4.0585832721262705e-06,1.0341093911847565e-05,4.7179946705000475e-06,0.0,22
44,2200,4.83357762277592e-05,2.057666097243782e-05,2.4675340682733804e-05,3.083772980971844e-06,0.0,27,4.485232420847751e-05,1.3083986232231837e-05,2.9178014301578514e-05,2.5903229925461346e-06,0.0,23,2.4185326765291393e-05,5.1126266953360755e-06,1.5650470231776126e-05,3.4222302929265425e-06,0.0,19,1.9042550775338896e-05,4.001917204732308e-06,1.0307321645086631e-05,4.733312380267307e-06,0.0,22
45,2250,4.2740113713080063e-05,1.929868449224159e-05,2.035485340456944e-05,3.0865730877849273e-06,0.0,27,4.351855750428513e-05,1.238055028807139e-05,2.8553356969496235e-05,2.584648427728098e-06,0.0,23,2.2997186533757485e-05,4.84363226860296e-06,1.4734172509633936e-05,3.4193822102679405e-06,0.0,19,1.936676744662691e-05,4.588786396197975e-06,1.0030397788796108e-05,4.747583261632826e-06,0.0,22
46,2300,4.751430242322385e-05,2.211400897067506e-05,2.231407597719226e-05,3.086217475356534e-06,0.0,27,4.2499352275626734e-05,1.2148547284596134e-05,2.7772011890192516e-05,2.5787919639697066e-06,0.0,23,2.212498293374665e-05,4.9758759814722e-06,1.3732722436543554e-05,3.4163838336098706e-06,0.0,19,1.90414757526014e-05,4.463184723135782e-06,9.817180398385972e-06,4.761111085826997e-06,0.0,22
47,2350,4.5574841351481155e-05,2.0359191694296896e-05,2.21341397264041e-05,3.0815106129011838e-06,0.0,27,4.403393904794939e-05,1.2314829291426577e-05,2.9146342058083974e-05,2.572767698438838e-06,0.0,23,2.2573010937776417e-05,5.275057446851861e-06,1.388521195622161e-05,3.41274130732927e-06,0.0,19,1.8168990209233016e-05,3.7855957089050207e-06,9.609701919544023e-06,4.7736925807839725e-06,0.0,22
48,2400,4.503695890889503e-05,1.9671220798045397e-05,2.2284246369963512e-05,3.0814915135124465e-06,0.0,27,4.696521500591189e-05,1.2742802027787548e-05,3.16557998303324e-05,2.566611783549888e-06,0.0,23,2.240340290882159e-05,5.193001925363205e-06,1.3801578461425379e-05,3.4088218399119796e-06,0.0,19,1.8557737348601222e-05,4.270728368283017e-06,9.501621207164135e-06,4.785388682648772e-06,0.0,22
49,2450,4.746648119180463e-05,1.914647509693168e-05,2.523505645513069e-05,3.084949867115938e-06,0.0,27,4.0312901546712965e-05,1.2215857168484945e-05,2.553660851845052e-05,2.560433358667069e-06,0.0,23,2.199560185545124e-05,5.390140813688049e-06,1.3200883586250711e-05,3.404576091270428e-06,0.0,19,1.8285134501638822e-05,4.1552316361048725e-06,9.333566595159937e-06,4.796337179868715e-06,0.0,22
50,2500,4.5736756874248385e-05,2.035968100244645e-05,2.2288895706878975e-05,3.0881783459335566e-06,0.0,27,4.079394057043828e-05,1.1710035323631018e-05,2.652989496709779e-05,2.5540109618304996e-06,0.0,23,2.136641342076473e-05,5.355296252673725e-06,1.2611208148882724e-05,3.3999090192082804e-06,0.0,19,1.7954258510144427e-05,3.8691873669449706e-06,9.2785039669252e-06,4.806567176274257e-06,0.0,22
51,2550,4.377486402518116e-05,1.846341729105916e-05,2.2220112441573292e-05,3.0913311093172524e-06,0.0,27,4.059522689203732e-05,1.2353496458672453e-05,2.5694247597130015e-05,2.5474842004769016e-06,0.0,23,2.2009146050550044e-05,5.908690582145937e-06,1.2705805602308828e-05,3.3946489566005766e-06,0.0,19,1.742491986078676e-05,3.8055015920690494e-06,8.803286618785933e-06,4.816132332052803e-06,0.0,22
52,2600,4.8161477025132626e-05,2.0406230760272592e-05,2.4661458155605942e-05,3.093786517638364e-06,0.0,27,4.286092735128477e-05,1.3175170352042187e-05,2.714545735216234e-05,2.540299419706571e-06,0.0,23,2.1193278371356428e-05,5.352244443201926e-06,1.2451037036953494e-05,3.389996891201008e-06,0.0,19,1.7371063222526573e-05,3.7797469758515945e-06,8.766208338784054e-06,4.825107680517249e-06,0.0,22
53,2650,4.889284900855273e-05,1.938253808475565e-05,2.6400373826618306e-05,3.1099357329367194e-06,0.0,25,3.898926661349833e-05,1.2662368135352153e-05,2.37970489251893e-05,2.5298500077042263e-06,0.0,22,2.1855330487596802e-05,5.896323727938579e-06,1.2572809282573871e-05,3.3861983865790535e-06,0.0,18,1.874739427876193e-05,5.0517301133368164e-06,8.862159120326396e-06,4.833505045098718e-06,0.0,22
54,2700,4.862820787820965e-05,1.8697011910262518e-05,2.6823154257726856e-05,3.1080412554729264e-06,0.0,25,3.7770296330563724e-05,1.1405820259824395e-05,2.3843700546422042e-05,2.520778707548743e-06,0.0,22,2.124932871083729e-05,5.63430421607336e-06,1.2236750080774073e-05,3.378273959242506e-06,0.0,18,1.7627109627937898e-05,4.1372995838173665e-06,8.648464245197829e-06,4.8413462536700536e-06,0.0,22
55,2750,4.745415935758501e-05,2.0065795979462564e-05,2.4289784050779417e-05,3.0985777357273037e-06,0.0,25,3.7752230127807707e-05,1.1428241123212501e-05,2.3813450752641074e-05,2.5105400709435344e-06,0.0,22,2.1272375306580216e-05,5.5046834859240334e-06,1.2400708328641485e-05,3.366984628883074e-06,0.0,18,1.731527481751982e-05,3.896638190781232e-06,8.569911187805701e-06,4.848724984185537e-06,0.0,22
56,2800,4.673154398915358e-05,1.7784759620553814e-05,2.58530108112609e-05,3.0937731025915127e-06,0.0,25,4.063745291205123e-05,1.131541830545757e-05,2.682663944142405e-05,2.49539425567491e-06,0.0,22,2.1906851543462835e-05,6.086059784138342e-06,1.2467718079278711e-05,3.353074362166808e-06,0.0,18,1.714260724838823e-05,4.138154963584384e-06,8.148855158651713e-06,4.855598490394186e-06,0.0,22
57,2850,4.829847966902889e-05,2.055293407465797e-05,2.4655200832057744e-05,3.0903436254448025e-06,0.0,25,4.21538352384232e-05,1.152968434325885e-05,2.813346691254992e-05,2.490683982614428e-06,0.0,22,2.107478394464124e-05,6.023322384862695e-06,1.1703082236635964e-05,3.348379550516256e-06,0.0,18,1.6872880223672837e-05,3.878345069097122e-06,8.132515176839661e-06,4.862019977736054e-06,0.0,22
58,2900,5.1103885198244825e-05,1.8059143258142285e-05,2.996076909766998e-05,3.0839717055641813e-06,0.0,25,4.142082980251871e-05,1.147637431131443e-05,2.7457779651740566e-05,2.4866737931006355e-06,0.0,21,2.1313311663107015e-05,6.0322918216115795e-06,1.1938446732528973e-05,3.3425726542191114e-06,0.0,18,1.6708307157387026e-05,3.9554342947667465e-06,7.88481702329591e-06,4.86805583932437e-06,0.0,22
59,2950,5.099526606500149e-05,1.9440682081039995e-05,2.8475667932070792e-05,3.078916051890701e-06,0.0,25,4.17130249843467e-05,1.1454734703875147e-05,2.7775555281550623e-05,2.4827361357893096e-06,0.0,21,2.077433600788936e-05,5.985948973830091e-06,1.1451475074863993e-05,3.3369128686899785e-06,0.0,18,1.6853366105351597e-05,4.098085355508374e-06,7.881635610829107e-06,4.873644684266765e-06,0.0,22
60,3000,5.413148028310388e-05,1.9593328033806756e-05,3.14592216454912e-05,3.078929466937552e-06,0.0,25,3.880158328684047e-05,1.099058772524586e-05,2.5332245058962144e-05,2.478752548995544e-06,0.0,21,2.0340399714768864e-05,5.749084266426507e-06,1.1259059647272807e-05,3.3322564831905765e-06,0.0,18,1.665659510763362e-05,4.0032255128608085e-06,7.77450895839138e-06,4.878861091128783e-06,0.0,22
61,3050,4.793493644683622e-05,1.7664749975665472e-05,2.7191352273803204e-05,3.078833969993866e-06,0.0,25,3.6394652852322906e-05,1.072509985533543e-05,2.3194832465378568e-05,2.474722350598313e-06,0.0,21,2.1333296899683774e-05,5.539910489460453e-06,1.2466339285310823e-05,3.3270487165282248e-06,0.0,18,1.6705022062524222e-05,4.088344667252386e-06,7.732915037195198e-06,4.883763267571339e-06,0.0,22
