,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5
10,500,0.00013075702008791268,3.4393451642245054e-05,9.060542652150616e-05,5.75813464820385e-06,0.0,59,0.0002063262218143791,5.8151548728346825e-05,0.0001422033237759024,5.971349310129881e-06,0.0,53,0.00021687762637156993,5.995022365823388e-05,0.00015075219562277198,6.175210728542879e-06,0.0,56,0.0002682415652088821,9.72901689237915e-05,0.00016456255980301648,6.388852852978744e-06,0.0,56,0.00021093191753607243,6.187089456943795e-05,0.00014234366244636476,6.717351425322704e-06,0.0,57,0.0002898494713008404,9.022918675327674e-05,0.0001938269124366343,5.793378022644902e-06,0.0,56
11,550,0.0001106792624341324,2.8052867492078803e-05,7.662971620447934e-05,5.996677828079555e-06,0.0,58,0.00018313754117116332,4.9364705773768947e-05,0.00012758097727783024,6.191853572090622e-06,0.0,49,0.00017691620450932533,4.90302627440542e-05,0.00012156119919382036,6.324737114482559e-06,0.0,56,0.00023830911959521472,8.916238584788516e-05,0.0001424663350917399,6.6804045673052315e-06,0.0,56,0.00019095161405857652,5.1356106268940493e-05,0.0001326567871728912,6.93872016199748e-06,0.0,55,0.00023842327937018126,6.625730020459741e-05,0.00016612019680906087,6.0457855397544336e-06,0.0,55
12,600,9.192064317176118e-05,2.2159068976179697e-05,6.358421524055302e-05,6.177362138259923e-06,0.0,58,0.00015800262917764485,4.26509759563487e-05,0.00010897558968281373,6.37606717646122e-06,0.0,49,0.0001456764730392024,3.9648159145144746e-05,9.951773972716182e-05,6.510576895379927e-06,0.0,56,0.00020600008429028094,7.319529686355963e-05,0.00012584625801537186,6.958528047107393e-06,0.0,56,0.00017440882220398635,4.342078318586573e-05,0.00012384401634335518,7.144020401028683e-06,0.0,55,0.00020192551892250776,5.4715073929401115e-05,0.00014093548816163093,6.274960924201878e-06,0.0,55
13,650,8.013049227884039e-05,1.9761433577514254e-05,5.405116462497972e-05,6.31789407634642e-06,0.0,57,0.0001371081016259268,3.606522295740433e-05,9.448978380532935e-05,6.553092589456355e-06,0.0,49,0.0001225922314915806,3.231109803891741e-05,8.366999099962413e-05,6.611137905565556e-06,0.0,56,0.000184902673936449,6.564497743966058e-05,0.00011208691284991801,7.170793196564773e-06,0.0,51,0.00015832540520932525,3.756915612029843e-05,0.00011343544611008838,7.320806162169902e-06,0.0,55,0.00017551878408994526,4.6798482799204066e-05,0.00012229266576468945,6.427640073525254e-06,0.0,53
14,700,7.14977941242978e-05,1.811308720789384e-05,4.6958801249274984e-05,6.42590430288692e-06,0.0,57,0.000122521334560588,3.112221020273864e-05,8.469179010717198e-05,6.707336524414131e-06,0.0,49,0.00010741355072241277,2.6542649720795453e-05,7.421739428536966e-05,6.653505806752946e-06,0.0,56,0.00016535735630895942,5.743448855355382e-05,0.00010057601321022958,7.346854090428678e-06,0.0,51,0.0001498775091022253,3.3899530535563827e-05,0.00010853079584194347,7.447178177244496e-06,0.0,55,0.00015038801939226687,4.0848648495739326e-05,0.00010297341214027256,6.56595057080267e-06,0.0,53
15,750,6.595569720957428e-05,1.6327596313203685e-05,4.312350938562304e-05,6.5045869632740505e-06,0.0,55,0.00011141980940010399,2.7056297767558135e-05,7.752456440357491e-05,6.838949957455043e-06,0.0,49,9.474985563429072e-05,2.0929204765707254e-05,6.709498848067597e-05,6.725662387907505e-06,0.0,54,0.00014885226846672595,4.947479101247154e-05,9.190456330543384e-05,7.4729209700308274e-06,0.0,50,0.0001368333469145,3.0450401027337648e-05,9.882671292871237e-05,7.556222044513561e-06,0.0,55,0.00013488743570633233,3.7210455047897995e-05,9.093358676182106e-05,6.743391622876516e-06,0.0,52
16,800,5.41294866707176e-05,1.1080326657975093e-05,3.6481393181020394e-05,6.567765467480058e-06,0.0,55,0.00010669529001461342,2.612433490867261e-05,7.360943709500134e-05,6.96151710144477e-06,0.0,49,8.102752326522022e-05,1.5692601664341055e-05,5.857458017999306e-05,6.760341875633458e-06,0.0,54,0.0001396517618559301,4.442595309228636e-05,8.765665552346036e-05,7.569145509478403e-06,0.0,50,0.0001262834994122386,2.6339726900914684e-05,9.230442810803652e-05,7.639342584297992e-06,0.0,55,0.00012448258348740637,3.362000279594213e-05,8.398170029977337e-05,6.88088539391174e-06,0.0,52
17,850,5.1877461373806e-05,1.131508543039672e-05,3.393524093553424e-05,6.627135917369742e-06,0.0,54,9.709434380056337e-05,2.293711258971598e-05,6.71018788125366e-05,7.0553505793213844e-06,0.0,49,7.342972094193101e-05,1.3078048141323961e-05,5.358833004720509e-05,6.763341389159905e-06,0.0,54,0.0001254288072232157,3.538274177117273e-05,8.23932423372753e-05,7.652829481230583e-06,0.0,50,0.0001186631343443878,2.3092426999937743e-05,8.788151171756908e-05,7.689194717386272e-06,0.0,55,0.0001106464333133772,2.7108868380310014e-05,7.655005174456164e-05,6.987510914768791e-06,0.0,51
18,900,4.846150113735348e-05,1.0633554666128475e-05,3.1153831514529884e-05,6.674115411442472e-06,0.0,54,8.757159230299294e-05,2.0075820430065505e-05,6.0370472056092694e-05,7.12529981683474e-06,0.0,49,7.126432319637388e-05,1.673269252933096e-05,4.7753484977874905e-05,6.7781425059365574e-06,0.0,54,0.00011327460379106924,2.851293538697064e-05,7.703546725679189e-05,7.72620114730671e-06,0.0,50,0.00011076258670073003,2.0537405362119898e-05,8.251646067947149e-05,7.708715202170424e-06,0.0,55,0.00010180984099861234,2.7023173970519565e-05,6.770257459720597e-05,7.084092885634163e-06,0.0,51
19,950,4.351756433607079e-05,8.541026545572095e-06,2.8211316021042876e-05,6.7652213147084694e-06,0.0,52,7.876559538999572e-05,1.7923584891832434e-05,5.3646217565983534e-05,7.195790658443002e-06,0.0,49,6.840262358309701e-05,1.3614134331874084e-05,4.798677400685847e-05,6.80171569911181e-06,0.0,54,0.00010399785969639197,2.4028269763221033e-05,7.217486563604325e-05,7.794723387632985e-06,0.0,50,0.00010301089787390083,1.7674585251370445e-05,7.758983701933175e-05,7.746476512693334e-06,0.0,54,9.534190758131444e-05,2.2933130821911618e-05,6.524579657707363e-05,7.162974725360982e-06,0.0,50
20,1000,4.0572376747149974e-05,7.760437256365549e-06,2.599785875645466e-05,6.814079824835062e-06,0.0,52,7.23308403394185e-05,1.6644151401123963e-05,4.842706039198674e-05,7.2596335485286545e-06,0.0,49,5.954438529442996e-05,1.068623078026576e-05,4.204270589980297e-05,6.815446340624476e-06,0.0,54,9.998091263696551e-05,2.1641344574163668e-05,7.049112173262984e-05,7.84844633017201e-06,0.0,50,9.639872587285936e-05,1.6097792467917316e-05,7.254185766214505e-05,7.759070285828784e-06,0.0,54,8.58813727973029e-05,1.9364579202374443e-05,5.9291720390319824e-05,7.225073204608634e-06,0.0,50
21,1050,3.852867666864768e-05,7.365892997768242e-06,2.4312956156791188e-05,6.849827968835598e-06,0.0,52,6.634182500420138e-05,1.5129978237382602e-05,4.388591696624644e-05,7.3259293458249886e-06,0.0,48,5.5728727602399886e-05,8.687347872182727e-06,4.0270508179673925e-05,6.77086973155383e-06,0.0,51,9.434561070520431e-05,1.90702539839549e-05,6.736957584507763e-05,7.905779966677073e-06,0.0,49,9.00868617463857e-05,1.4509930224448908e-05,6.778953684261069e-05,7.787393769831397e-06,0.0,53,8.527391764800996e-05,1.8060021830024198e-05,5.996026811772026e-05,7.25362406228669e-06,0.0,49
22,1100,3.676705091493204e-05,7.263060524564935e-06,2.261056943098083e-05,6.893421414133627e-06,0.0,52,6.441262667067349e-05,1.5895231626927853e-05,4.115159026696347e-05,7.36580477678217e-06,0.0,48,5.107361721456982e-05,7.473020559700672e-06,3.685955744003877e-05,6.741040124325082e-06,0.0,51,8.87947462615557e-05,1.7812539226724766e-05,6.30363283562474e-05,7.945875950099435e-06,0.0,49,8.690665708854795e-05,1.4074752471060492e-05,6.49870780762285e-05,7.844825631764252e-06,0.0,53,8.199329749913886e-05,1.7440148440073244e-05,5.7266399380750954e-05,7.286746495083207e-06,0.0,49
23,1150,3.876215487252921e-05,8.18087391962763e-06,2.3639844584977254e-05,6.941436367924325e-06,0.0,50,6.23484083916992e-05,1.5258769963111263e-05,3.9659316826146096e-05,7.430321602441836e-06,0.0,48,4.904030356556177e-05,7.260597612912534e-06,3.505993299768306e-05,6.7197725002188236e-06,0.0,50,8.126572356559336e-05,1.6148285794770345e-05,5.7118690165225416e-05,7.998748515092302e-06,0.0,49,8.042487024795264e-05,1.3422579286270775e-05,5.91144198551774e-05,7.887873834988568e-06,0.0,51,7.51212501199916e-05,1.4804255442868453e-05,5.2993247663835064e-05,7.3237465585407335e-06,0.0,48
24,1200,3.399098932277411e-05,7.007377462286968e-06,2.0009891159133986e-05,6.973720701353159e-06,0.0,50,5.947722456767224e-05,1.4812704648647923e-05,3.7182922824285924e-05,7.481599368475145e-06,0.0,48,4.8463782150065526e-05,7.533053121733246e-06,3.424023452680558e-05,6.690492682537297e-06,0.0,50,7.370501407422125e-05,1.4117831597104669e-05,5.1531278586480767e-05,8.055905709625222e-06,0.0,49,7.945697871036828e-05,1.4406061382032931e-05,5.71300188312307e-05,7.92090122558875e-06,0.0,51,7.285001629497856e-05,1.4620628462580498e-05,5.0887530960608274e-05,7.341855507547734e-06,0.0,48
25,1250,3.268351429142058e-05,6.726905212417478e-06,1.895131208584644e-05,7.005298357398715e-06,0.0,50,5.521087587112561e-05,1.4278301932790782e-05,3.3409443858545274e-05,7.523129170294851e-06,0.0,48,4.554691258817911e-05,7.113645096978871e-06,3.1742565624881536e-05,6.690700956824003e-06,0.0,49,7.260008715093136e-05,1.4815566828474402e-05,4.968120265402831e-05,8.103317668428645e-06,0.0,49,7.277721306309104e-05,1.2523557415988762e-05,5.229956877883524e-05,7.954085049277637e-06,0.0,51,7.023609214229509e-05,1.3330773981579114e-05,4.953768439008854e-05,7.3676328611327335e-06,0.0,47
26,1300,2.9607232136186212e-05,5.410647190728923e-06,1.7177386325784028e-05,7.019197255431209e-06,0.0,50,5.0041944632539526e-05,1.1619515134952962e-05,3.087238292209804e-05,7.55004521124647e-06,0.0,48,4.5430500904330984e-05,7.970196747919545e-06,3.080349779338576e-05,6.656805908278329e-06,0.0,49,6.961417966522276e-05,1.5161130249907728e-05,4.631180127034895e-05,8.141253601934295e-06,0.0,49,6.925005436642095e-05,1.2856218745582737e-05,4.841270492761396e-05,7.981127964740153e-06,0.0,51,6.760873657185584e-05,1.3961803233542014e-05,4.6275396016426384e-05,7.371537321887445e-06,0.0,47
27,1350,3.1659830710850656e-05,6.569036031578435e-06,1.8060005459119566e-05,7.030788310657954e-06,0.0,49,5.3515534091275185e-05,1.3284938177093863e-05,3.264695988036692e-05,7.583634214824997e-06,0.0,46,4.459211413632147e-05,7.710820682405028e-06,3.0269104172475636e-05,6.612190645682858e-06,0.0,47,6.531870167236775e-05,1.450406762160128e-05,4.2640363972168416e-05,8.174270078598056e-06,0.0,49,6.565450894413516e-05,1.1987243851763196e-05,4.5650383981410414e-05,8.01688202045625e-06,0.0,50,6.28185662208125e-05,1.1571500181162264e-05,4.3883595935767516e-05,7.363466011156561e-06,0.0,47
28,1400,3.4670814784476534e-05,9.511916687188204e-06,1.8126313079847023e-05,7.032585472188657e-06,0.0,49,4.797337533091195e-05,1.1495537364680786e-05,2.8891818146803416e-05,7.5860189099330455e-06,0.0,46,4.5103450247552246e-05,1.0295974789187312e-05,2.8228789233253337e-05,6.578689863090403e-06,0.0,47,6.146582018118352e-05,1.367966160614742e-05,3.9572380046593025e-05,8.213780347432476e-06,0.0,49,6.025094262440689e-05,1.1393184649932664e-05,4.080684811924584e-05,8.050909855228383e-06,0.0,50,6.351039337459952e-05,1.159320800070418e-05,4.456512033357285e-05,7.352062766585732e-06,0.0,47
29,1450,2.717487222980708e-05,5.0039184316119645e-06,1.5134951354411896e-05,7.036001534288516e-06,0.0,49,4.278473716112785e-05,8.385226465179585e-06,2.681535443116445e-05,7.5841562647838145e-06,0.0,45,4.0867013012757525e-05,6.906183898536256e-06,2.7412605049903505e-05,6.548223154823063e-06,0.0,47,5.831238377140835e-05,1.2959353625774384e-05,3.710186865646392e-05,8.251163308159448e-06,0.0,49,6.376689998432994e-05,1.497507491876604e-05,4.0712675399845466e-05,8.07915330369724e-06,0.0,50,5.986661199131049e-05,1.153112043539295e-05,4.099640864296816e-05,7.3390829129493795e-06,0.0,46
30,1500,2.8399459552019835e-05,5.981556114420528e-06,1.5380917830043472e-05,7.036985152808484e-06,0.0,49,4.288632408133708e-05,8.59523152030306e-06,2.6720195819507353e-05,7.570896741526667e-06,0.0,45,4.104170511709526e-05,7.41299982109922e-06,2.7114214390167035e-05,6.514491815323709e-06,0.0,47,5.559409692068584e-05,1.2285500815778505e-05,3.5025066608795896e-05,8.283529496111441e-06,0.0,49,5.450884054880589e-05,1.1787663424911443e-05,3.4617823985172436e-05,8.103355867206119e-06,0.0,50,5.658117515849881e-05,1.0218361239822116e-05,3.903749166056514e-05,7.325321803364204e-06,0.0,46
31,1550,2.6852336304727942e-05,5.053183031122899e-06,1.4768603250558954e-05,7.03055047779344e-06,0.0,48,4.0398925193585455e-05,7.523661679442739e-06,2.5335144528071396e-05,7.540116712334566e-06,0.0,44,3.759518585866317e-05,6.7833093453373294e-06,2.4339226001757197e-05,6.472650511568645e-06,0.0,45,5.3304756875149906e-05,1.1663250916171819e-05,3.3330197766190395e-05,8.311306373798288e-06,0.0,49,5.1556649850681424e-05,1.189758040709421e-05,3.152181307086721e-05,8.1372545537306e-06,0.0,48,5.4497966630151495e-05,9.759855856827926e-06,3.74228875443805e-05,7.315223683690419e-06,0.0,45
32,1600,2.465627039782703e-05,4.188440470898058e-06,1.3442579984257463e-05,7.025249942671508e-06,0.0,48,3.9102866139728576e-05,7.204016583273187e-06,2.4374938220717013e-05,7.523910426243674e-06,0.0,44,3.567906969692558e-05,6.226556706678821e-06,2.302122265973594e-05,6.431288966268767e-06,0.0,45,5.155030885362066e-05,1.1139139132865239e-05,3.207636109436862e-05,8.334810445376206e-06,0.0,49,6.323016714304686e-05,1.6835509086376987e-05,3.823119186563417e-05,8.163467100530397e-06,0.0,48,5.31645528099034e-05,9.675636647443753e-06,3.6190569517202675e-05,7.29834664525697e-06,0.0,45
33,1650,3.0326886189868674e-05,7.246333098009927e-06,1.605432953510899e-05,7.026222647255054e-06,0.0,48,4.0586659451946616e-05,7.582051239296561e-06,2.546338328102138e-05,7.541225386376027e-06,0.0,42,3.48633220710326e-05,5.331210104486672e-06,2.3147349565988407e-05,6.38476240055752e-06,0.0,45,5.42882080480922e-05,1.2335122846707236e-05,3.362590359756723e-05,8.327180694323033e-06,0.0,48,4.7865163651295006e-05,1.3120872608851641e-05,2.6562740458757617e-05,8.181552402675152e-06,0.0,48,5.2743565902346745e-05,9.569335816195235e-06,3.588613617466763e-05,7.288093456736533e-06,0.0,45
34,1700,2.75930215138942e-05,6.323651177808642e-06,1.4248202205635607e-05,7.0211676757026e-06,0.0,48,3.867845589411445e-05,6.849246801721165e-06,2.42918777075829e-05,7.537330930063035e-06,0.0,42,3.741618638741784e-05,6.894835223647533e-06,2.418929580016993e-05,6.332055818347726e-06,0.0,45,5.392234743339941e-05,1.2070105185557622e-05,3.3526426705066115e-05,8.325817361765075e-06,0.0,48,5.245537613518536e-05,1.5764144336571917e-05,2.8486811061156914e-05,8.204421646951232e-06,0.0,48,5.4992011428112164e-05,1.1010916750819888e-05,3.670597652671859e-05,7.275116331584286e-06,0.0,45
35,1750,2.467607191647403e-05,4.885781891061924e-06,1.2777836673194543e-05,7.012454261712264e-06,0.0,48,3.9562259189551696e-05,8.49966727400897e-06,2.353473610128276e-05,7.527855814259965e-06,0.0,41,3.653702151495963e-05,6.053132437955355e-06,2.417354698991403e-05,6.310343451332301e-06,0.0,44,5.0317383283982053e-05,1.0688307156669907e-05,3.1306215532822534e-05,8.322862413479015e-06,0.0,48,4.896990867564455e-05,1.4047727745492011e-05,2.6701858587330207e-05,8.220324161811732e-06,0.0,48,5.1024340791627765e-05,1.0959052815451287e-05,3.281732278992422e-05,7.247965186252259e-06,0.0,44
36,1800,2.5241795810870826e-05,5.265142590360483e-06,1.2963269000465516e-05,7.013384674792178e-06,0.0,48,4.5098724513081834e-05,1.1171031474077608e-05,2.6430656362208538e-05,7.497038495785091e-06,0.0,41,3.361866038176231e-05,5.7045804169320036e-06,2.1635127268382348e-05,6.278952241700608e-06,0.0,44,4.7971680032787845e-05,1.0029176337411627e-05,2.9625296519952826e-05,8.317208084918093e-06,0.0,48,4.5935561502119526e-05,1.3533906894735992e-05,2.416171264485456e-05,8.239941962528974e-06,0.0,48,4.97342407470569e-05,8.973747753771022e-06,3.351459599798545e-05,7.245897904795129e-06,0.0,44
37,1850,2.745756137301214e-05,6.245810709515354e-06,1.419790987711167e-05,7.013840331637766e-06,0.0,48,3.5260902222944424e-05,5.645585588354152e-06,2.214796404587105e-05,7.467350314982468e-06,0.0,41,3.684849798446521e-05,6.2400076785706915e-06,2.4370066967094317e-05,6.238424248294905e-06,0.0,42,4.768044163938612e-05,9.97533970803488e-06,2.9388695111265406e-05,8.316403182107024e-06,0.0,47,4.635792720364407e-05,1.4275052308221348e-05,2.3823569790693e-05,8.25930510472972e-06,0.0,47,4.986108251614496e-05,9.562710147292819e-06,3.304792699054815e-05,7.250444014061941e-06,0.0,44
38,1900,2.3318403691519052e-05,4.561957666737726e-06,1.1743556569854263e-05,7.012890364421764e-06,0.0,48,3.5321918403496966e-05,6.218884664122015e-06,2.1666273823939264e-05,7.436759915435687e-06,0.0,41,3.2333515264326707e-05,5.181659616937395e-06,2.093303919536993e-05,6.218816906766733e-06,0.0,42,4.696007090387866e-05,9.940550626197364e-06,2.8704474971164018e-05,8.315043487527873e-06,0.0,47,4.196391091682017e-05,1.2986939509573858e-05,2.0705183487734757e-05,8.271789738500956e-06,0.0,47,4.909775816486217e-05,9.339674761577044e-06,3.250936060794629e-05,7.248722340591485e-06,0.0,44
39,1950,2.4697554181329906e-05,5.105909167468781e-06,1.2580284419527743e-05,7.0113601395860314e-06,0.0,48,3.3855074434541166e-05,5.440673703560606e-06,2.1020465283072554e-05,7.393936357402708e-06,0.0,41,3.589731204556301e-05,7.24430310583557e-06,2.2451002223533578e-05,6.2020048972044606e-06,0.0,40,4.581305620376952e-05,9.743428563524503e-06,2.7758087526308373e-05,8.311540113936644e-06,0.0,47,4.038882252643816e-05,1.365590560453711e-05,1.8455024473951198e-05,8.277894266939256e-06,0.0,46,5.0490081775933504e-05,1.0043065231002402e-05,3.319931784062646e-05,7.247696430567885e-06,0.0,44
40,2000,2.404734186711721e-05,4.536743745120475e-06,1.2501675882958807e-05,7.008921784290578e-06,0.0,48,3.8872189179528505e-05,1.0375645615567919e-05,2.113581467710901e-05,7.360730705840979e-06,0.0,41,3.010127147717867e-05,5.146993316884618e-06,1.8780910977511667e-05,6.173368092277087e-06,0.0,40,4.436228482518345e-05,9.466088158660568e-06,2.6590385459712707e-05,8.305812116304878e-06,0.0,47,4.334525146987289e-05,1.5170364349614829e-05,1.9900295228580944e-05,8.274588253698312e-06,0.0,46,4.69476763100829e-05,8.823803000268526e-06,3.087578443228267e-05,7.248086603794945e-06,0.0,44
41,2050,2.2244286810746416e-05,4.457848717720481e-06,1.0770436347229406e-05,7.016003110038582e-06,0.0,47,3.272645699325949e-05,5.20992261954234e-06,2.0177552869427018e-05,7.338981504290132e-06,0.0,40,3.163075598422438e-05,5.531156148208538e-06,1.9952640286646783e-05,6.1469600041164085e-06,0.0,39,4.026890019304119e-05,7.794748853484634e-06,2.4172308258130215e-05,8.301843081426341e-06,0.0,45,4.0012120734900236e-05,1.3856604709872045e-05,1.788146073522512e-05,8.274056199297775e-06,0.0,46,4.5862234401283786e-05,9.555135875416454e-06,2.9060443921480328e-05,7.246654604387004e-06,0.0,44
42,2100,2.4073024178505875e-05,5.26947587786708e-06,1.1796426406363025e-05,7.0071223490231205e-06,0.0,47,4.7293851821450517e-05,1.8147136870538816e-05,2.182548814744223e-05,7.3212236202380154e-06,0.0,40,2.955775380542036e-05,5.0894200285256375e-06,1.835239709180314e-05,6.115937594586285e-06,0.0,39,3.96966133848764e-05,7.931759682833217e-06,2.347808185731992e-05,8.286768206744455e-06,0.0,45,4.0091515984386206e-05,1.4173274394124746e-05,1.7635296899243258e-05,8.282941053039394e-06,0.0,46,4.4162625272292644e-05,8.550009624741506e-06,2.836978092091158e-05,7.2428351813869085e-06,0.0,44
43,2150,2.2574358808924444e-05,4.515944056038279e-06,1.1057805750169791e-05,7.000608093221672e-06,0.0,46,3.1819836294744164e-05,5.0667940740822814e-06,1.9452958440524526e-05,7.300084689632058e-06,0.0,38,3.1383995519718155e-05,5.6129592849174514e-06,1.9677761883940548e-05,6.093273441365454e-06,0.0,39,3.810256384895183e-05,7.529424237873172e-06,2.2302889192360453e-05,8.270250873465557e-06,0.0,45,3.912725151167251e-05,1.4222260688256938e-05,1.66151858138619e-05,8.289805009553675e-06,0.0,46,4.410936526255682e-05,8.446379979432095e-06,2.842582034645602e-05,7.237164936668705e-06,0.0,44
