,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9,decoder_10,sindy_x_10,reg_10,sindy_z_10,active_coeffs_10,coeff_10,decoder_11,sindy_x_11,reg_11,sindy_z_11,active_coeffs_11,coeff_11,decoder_12,sindy_x_12,reg_12,sindy_z_12,active_coeffs_12,coeff_12,decoder_13,sindy_x_13,reg_13,sindy_z_13,active_coeffs_13,coeff_13,decoder_14,sindy_x_14,reg_14,sindy_z_14,active_coeffs_14,coeff_14,decoder_15,sindy_x_15,reg_15,sindy_z_15,active_coeffs_15,coeff_15,decoder_16,sindy_x_16,reg_16,sindy_z_16,active_coeffs_16,coeff_16,decoder_17,sindy_x_17,reg_17,sindy_z_17,active_coeffs_17,coeff_17,decoder_18,sindy_x_18,reg_18,sindy_z_18,active_coeffs_18,coeff_18,decoder_19,sindy_x_19,reg_19,sindy_z_19,active_coeffs_19,coeff_19
0,0.0,0.07284949719905853,0.0017816543113440275,1.9999999494757503e-05,0.0,60,0.0,0.06507328152656555,0.0023237469140440226,1.9999999494757503e-05,0.0,60,0.0,0.08019211888313293,0.0050392053090035915,1.9999999494757503e-05,0.0,60,0.0,0.0766013041138649,0.0027975779958069324,1.9999999494757503e-05,0.0,60,0.0,0.07472053170204163,0.001993950456380844,1.9999999494757503e-05,0.0,60,0.0,0.06337104737758636,0.0032470496371388435,1.9999999494757503e-05,0.0,60,0.0,0.06380196660757065,0.0017505147261545062,1.9999999494757503e-05,0.0,60,0.0,0.0662042573094368,0.0022886227816343307,1.9999999494757503e-05,0.0,60,0.0,0.07523573935031891,0.0036257910542190075,1.9999999494757503e-05,0.0,60,0.0,0.08440127968788147,0.004216325934976339,1.9999999494757503e-05,0.0,60,0.0,0.07386299967765808,0.002313516102731228,1.9999999494757503e-05,0.0,60,0.0,0.06092824786901474,0.0016521892976015806,1.9999999494757503e-05,0.0,60,0.0,0.07781791687011719,0.0018856765236705542,1.9999999494757503e-05,0.0,60,0.0,0.06657440960407257,0.0014058229280635715,1.9999999494757503e-05,0.0,60,0.0,0.06897515058517456,0.0019119952339679003,1.9999999494757503e-05,0.0,60,0.0,0.07346536219120026,0.002922635991126299,1.9999999494757503e-05,0.0,60,0.0,0.06544028222560883,0.003583731362596154,1.9999999494757503e-05,0.0,60,0.0,0.06687255203723907,0.0016288838814944029,1.9999999494757503e-05,0.0,60,0.0,0.0736183375120163,0.0011540127452462912,1.9999999494757503e-05,0.0,60,0.0,0.06276712566614151,0.001987763214856386,1.9999999494757503e-05,0.0,60,0.0
1,50.0,0.0049695041961967945,0.0014959750697016716,1.7368638509651646e-05,0.0,60,0.0,0.006097093690186739,0.0018742743413895369,1.787726432667114e-05,0.0,60,0.0,0.006715373136103153,0.00465439073741436,1.6897060049814172e-05,0.0,60,0.0,0.0068266140297055244,0.0027687763795256615,1.528171378595289e-05,0.0,60,0.0,0.0050878762267529964,0.001870129955932498,1.6512482034158893e-05,0.0,60,0.0,0.00647767586633563,0.002810637466609478,1.8009512132266536e-05,0.0,60,0.0,0.004801714327186346,0.0013041633646935225,1.7177544577862136e-05,0.0,60,0.0,0.005255045834928751,0.0021552902180701494,1.6032478015404195e-05,0.0,60,0.0,0.006811099126935005,0.003272497560828924,1.7282618500757962e-05,0.0,60,0.0,0.007469485979527235,0.003873288631439209,1.6312220395775512e-05,0.0,60,0.0,0.007168400101363659,0.002073855372145772,1.7112721252487972e-05,0.0,60,0.0,0.0036746026016771793,0.001579746836796403,1.5239583262882661e-05,0.0,60,0.0,0.005398731678724289,0.001479010796174407,1.6463385691167787e-05,0.0,60,0.0,0.004017988685518503,0.001081104390323162,1.6883481293916702e-05,0.0,60,0.0,0.00473928265273571,0.0017703170888125896,1.645819611439947e-05,0.0,60,0.0,0.0073226941749453545,0.002369360066950321,1.745336521707941e-05,0.0,60,0.0,0.006240720860660076,0.003140185261145234,1.8194037693319842e-05,0.0,60,0.0,0.0035201767459511757,0.0014084519352763891,1.6808695363579318e-05,0.0,60,0.0,0.0028506917878985405,0.0007558918441645801,1.766586137819104e-05,0.0,60,0.0,0.004860342480242252,0.0017077431548386812,1.6991634765872732e-05,0.0,60,0.0
2,100.0,0.001344436896033585,0.0009335856884717941,1.676768806646578e-05,0.0,56,0.0,0.0021101804450154305,0.0010960755171254277,1.6689038602635264e-05,0.0,57,0.0,0.0027466583997011185,0.001837464515119791,1.6574394976487383e-05,0.0,55,0.0,0.0021007226314395666,0.0013606783468276262,1.4811988876317628e-05,0.0,57,0.0,0.0013578073121607304,0.0009144319919869304,1.608629827387631e-05,0.0,56,0.14285714285714285,0.0023250323720276356,0.002156876027584076,1.545353006804362e-05,0.0,58,0.0,0.0014048418961465359,0.0007854762952774763,1.5652487491024658e-05,0.0,56,0.0,0.0017882378306239843,0.0013195944484323263,1.4916246982465964e-05,0.0,54,0.14285714285714285,0.002404850907623768,0.0024404311552643776,1.738779064908158e-05,0.0,60,0.0,0.002680893987417221,0.0033507226034998894,1.4979212210164405e-05,0.0,57,0.0,0.0035909898579120636,0.0011887133587151766,1.6338575733243488e-05,0.0,58,0.0,0.0015008810441941023,0.0011059980606660247,1.3740394024353009e-05,0.0,52,0.14285714285714285,0.001171463169157505,0.0008184936596080661,1.5521185559919104e-05,0.0,55,0.0,0.001500969403423369,0.0008452581241726875,1.5272764358087443e-05,0.0,58,0.0,0.0015425938181579113,0.0012330027529969811,1.4375631508301012e-05,0.0,55,0.0,0.0019970559515058994,0.0017955233342945576,1.5254764548444655e-05,0.0,56,0.0,0.002132965950295329,0.00201312149874866,1.8351738617639057e-05,0.0,55,0.0,0.0011448641307651997,0.0007753466488793492,1.716402402962558e-05,0.0,60,0.0,0.0005824303370900452,0.0003202021471224725,1.7399226635461673e-05,0.0,56,0.0,0.0015816166996955872,0.0010586718562990427,1.6851892723934725e-05,0.0,54,0.0
3,150.0,0.0006046391790732741,0.0004984844126738608,1.6417801816714928e-05,0.0,52,0.0,0.0008633739198558033,0.0006200884818099439,1.648346005822532e-05,0.0,52,0.0,0.0021737259812653065,0.001144705107435584,1.6406273061875254e-05,0.0,55,0.0,0.0011194110848009586,0.0007972267922013998,1.4619768080592621e-05,0.0,49,0.0,0.000575354031752795,0.00043967124656774104,1.6139456420205534e-05,0.0,53,0.14285714285714285,0.0010507168481126428,0.0011023884871974587,1.5008888112788554e-05,0.0,51,0.14285714285714285,0.0006079779122956097,0.0004661754355765879,1.510887796030147e-05,0.0,51,0.0,0.0014560241252183914,0.0007396466680802405,1.539936965855304e-05,0.0,50,0.2857142857142857,0.0012211698340252042,0.0014631516532972455,1.686361247266177e-05,0.0,58,0.0,0.001610337640158832,0.0018478240817785263,1.4287263184087351e-05,0.0,52,0.0,0.0014927465235814452,0.0007406218210235238,1.6599167793174274e-05,0.0,54,0.14285714285714285,0.0009827038738876581,0.000750109029468149,1.3628225133288652e-05,0.0,45,0.14285714285714285,0.0005547786131501198,0.0003933488333132118,1.5176574379438534e-05,0.0,50,0.0,0.0005087729659862816,0.0004434869915712625,1.573506415297743e-05,0.0,52,0.0,0.0006353353383019567,0.0005504366126842797,1.5027458175609354e-05,0.0,51,0.0,0.0010209525935351849,0.0008578794077038765,1.5219526176224463e-05,0.0,50,0.0,0.001161338877864182,0.0016971322475001216,1.7954045688384213e-05,0.0,54,0.14285714285714285,0.0004483523080125451,0.0003668251447379589,1.7643835235503502e-05,0.0,56,0.0,0.00028232205659151077,0.0002076301898341626,1.6838119336171076e-05,0.0,49,0.14285714285714285,0.0007426597876474261,0.0006288955919444561,1.6523890735697933e-05,0.0,54,0.0
4,200.0,0.0003834898816421628,0.00038304904592223465,1.6743055311962962e-05,0.0,48,0.14285714285714285,0.0005189618095755577,0.0003329407190904021,1.623769821890164e-05,0.0,48,0.0,0.0018048391211777925,0.0008831730228848755,1.621321825950872e-05,0.0,54,0.14285714285714285,0.0006346582085825503,0.0004345530760474503,1.4388664567377418e-05,0.0,45,0.0,0.00039404595736414194,0.00034884357592090964,1.597061964275781e-05,0.0,51,0.14285714285714285,0.0006830686470493674,0.0005822912789881229,1.581213655299507e-05,0.0,49,0.2857142857142857,0.0003836017567664385,0.0002765340032055974,1.5359286408056505e-05,0.0,46,0.0,0.0012096570571884513,0.0005459584062919021,1.6088251868495718e-05,0.0,49,0.2857142857142857,0.0008884849958121777,0.0009833811782300472,1.7111784472945146e-05,0.0,55,0.14285714285714285,0.0011753163998946548,0.0013295796234160662,1.4833455679763574e-05,0.0,48,0.0,0.000672592781484127,0.0005339484778232872,1.5739871741971e-05,0.0,52,0.14285714285714285,0.00037794868694618344,0.00038657724508084357,1.3036161362833809e-05,0.0,43,0.14285714285714285,0.00036232933052815497,0.0003059777955058962,1.5220013665384613e-05,0.0,46,0.14285714285714285,0.00032675155671313405,0.0002657195436768234,1.6433303244411945e-05,0.0,50,0.0,0.00033284127130173147,0.0003837322583422065,1.6047451936174184e-05,0.0,47,0.0,0.0007008231477811933,0.0005857878713868558,1.6095707906060852e-05,0.0,48,0.14285714285714285,0.000735944660846144,0.0008793361485004425,1.7065116480807774e-05,0.0,50,0.2857142857142857,0.00027342839166522026,0.0002617998979985714,1.739124309096951e-05,0.0,54,0.0,0.00018122178153134882,0.00015959489974193275,1.7105243387049995e-05,0.0,49,0.14285714285714285,0.00044106069253757596,0.00047601285041309893,1.5617957615177147e-05,0.0,46,0.14285714285714285
5,250.0,0.0002928742906078696,0.00033741281367838383,1.7358304830850102e-05,0.0,44,0.14285714285714285,0.0003753075725398958,0.00028359616408124566,1.6155861885636114e-05,0.0,45,0.0,0.0015013102674856782,0.0007446460658684373,1.5873138181632385e-05,0.0,53,0.2857142857142857,0.0004668862675316632,0.00034020666498690844,1.4804763850406744e-05,0.0,44,0.0,0.00030292675364762545,0.0002961348509415984,1.605877696420066e-05,0.0,46,0.14285714285714285,0.0005111759528517723,0.0004605126450769603,1.6493948351126164e-05,0.0,48,0.2857142857142857,0.00029155283118598163,0.00023441252415068448,1.5648827684344724e-05,0.0,44,0.0,0.0009572809794917703,0.0004728807834908366,1.637975401536096e-05,0.0,47,0.2857142857142857,0.0007121704402379692,0.0008352005970664322,1.743797656672541e-05,0.0,53,0.14285714285714285,0.0009422424482181668,0.0011757048778235912,1.5845407688175328e-05,0.0,45,0.0,0.00044650156632997096,0.00041817972669377923,1.6014570064726286e-05,0.0,48,0.14285714285714285,0.0002588036877568811,0.00027881457936018705,1.2712489478872158e-05,0.0,41,0.14285714285714285,0.0002786576224025339,0.0002619513834360987,1.5371681001852266e-05,0.0,42,0.14285714285714285,0.00023985015286598355,0.00020990948542021215,1.6847938240971416e-05,0.0,47,0.0,0.00022870200336910784,0.0003100463072769344,1.6895783119252883e-05,0.0,45,0.0,0.0005356439505703747,0.0004910011193715036,1.6715852325432934e-05,0.0,46,0.14285714285714285,0.00056504737585783,0.0007039976771920919,1.680716741248034e-05,0.0,47,0.2857142857142857,0.00020086023141629994,0.00021863945585209876,1.729262112348806e-05,0.0,52,0.0,0.00013124686665832996,0.00013942026998847723,1.7461972674936987e-05,0.0,47,0.14285714285714285,0.0003405545139685273,0.00038591338670812547,1.5768862795084715e-05,0.0,45,0.14285714285714285
6,300.0,0.00023882457753643394,0.00029894046019762754,1.7916911019710824e-05,0.0,42,0.14285714285714285,0.00029219413409009576,0.00025474955327808857,1.6381922250729986e-05,0.0,45,0.0,0.0012240905780345201,0.0006681074155494571,1.571023494761903e-05,0.0,49,0.2857142857142857,0.00037038075970485806,0.00028888729866594076,1.5288174836314283e-05,0.0,43,0.0,0.00024122989270836115,0.00024550105445086956,1.6389081793022342e-05,0.0,44,0.14285714285714285,0.00041264857281930745,0.0004015393787994981,1.7000922525767237e-05,0.0,44,0.2857142857142857,0.0002380765654379502,0.00021374916832428426,1.5840367268538103e-05,0.0,43,0.0,0.0007520201615989208,0.00041543770930729806,1.649672594794538e-05,0.0,47,0.2857142857142857,0.0006056897109374404,0.000732169602997601,1.7774587831809185e-05,0.0,47,0.2857142857142857,0.0007901969947852194,0.0010746659245342016,1.6785697880550288e-05,0.0,45,0.0,0.0003497250727377832,0.0003364960430189967,1.637718378333375e-05,0.0,46,0.14285714285714285,0.0001985819690162316,0.00021906672918703407,1.2630749552045017e-05,0.0,39,0.14285714285714285,0.0002311517600901425,0.0002355146425543353,1.5703852113801986e-05,0.0,42,0.14285714285714285,0.00019240501569584012,0.00017717431182973087,1.7310860130237415e-05,0.0,44,0.0,0.00017955838120542467,0.0002661680628079921,1.7612550436751917e-05,0.0,42,0.0,0.00043159868801012635,0.00040001521119847894,1.7369828128721565e-05,0.0,44,0.14285714285714285,0.0004649313632398844,0.000573020544834435,1.7065818610717542e-05,0.0,44,0.2857142857142857,0.00015338623779825866,0.0001881102507468313,1.736412559694145e-05,0.0,48,0.0,0.00010154861229239032,0.00013075373135507107,1.792291186575312e-05,0.0,42,0.2857142857142857,0.00028667569858953357,0.0003096466534771025,1.6229327229666524e-05,0.0,41,0.2857142857142857
7,350.0,0.00020232329552527517,0.00025945069501176476,1.862566205090843e-05,0.0,42,0.14285714285714285,0.0002325690584257245,0.000227301410632208,1.6682322893757373e-05,0.0,44,0.0,0.0010218654060736299,0.0006205208483152092,1.5696126865805127e-05,0.0,47,0.2857142857142857,0.0003026434569619596,0.0002452362678013742,1.5824542060727254e-05,0.0,42,0.0,0.00019611108291428536,0.0002096733369398862,1.6678477550158277e-05,0.0,42,0.2857142857142857,0.0003508212976157665,0.0003557500895112753,1.7519005268695764e-05,0.0,43,0.2857142857142857,0.00020075023348908871,0.0001953731698449701,1.5972920664353296e-05,0.0,43,0.0,0.000612670904956758,0.0003720165113918483,1.6774583855294622e-05,0.0,47,0.2857142857142857,0.0005293042049743235,0.0006537972949445248,1.819429780880455e-05,0.0,45,0.2857142857142857,0.0006809633341617882,0.0009774966165423393,1.752320895320736e-05,0.0,45,0.0,0.0002915843506343663,0.0002916427329182625,1.688149495748803e-05,0.0,44,0.14285714285714285,0.00016198886441998184,0.00018650517449714243,1.2642198271350935e-05,0.0,37,0.2857142857142857,0.00020152899378445,0.0002150280197383836,1.6081708963611163e-05,0.0,37,0.2857142857142857,0.00015566940419375896,0.00015577614249195904,1.7741793271852657e-05,0.0,41,0.14285714285714285,0.00014553380606230348,0.0002223750634584576,1.8208040273748338e-05,0.0,40,0.0,0.000358397897798568,0.0003298502997495234,1.7840049622463994e-05,0.0,42,0.14285714285714285,0.00039954419480636716,0.0005058279493823647,1.746814450598322e-05,0.0,42,0.2857142857142857,0.00012016062100883573,0.00016914088337216526,1.756323763402179e-05,0.0,44,0.2857142857142857,8.323549991473556e-05,0.00012242769298609346,1.859228541434277e-05,0.0,39,0.2857142857142857,0.00024923708406277,0.00025708338944241405,1.673357473919168e-05,0.0,40,0.2857142857142857
8,400.0,0.00017681140161585063,0.00022839143639430404,1.9183582480764017e-05,0.0,41,0.14285714285714285,0.00018425023881718516,0.00020074527128599584,1.699174754321575e-05,0.0,41,0.14285714285714285,0.0008609641809016466,0.0005703723873011768,1.5643374354112893e-05,0.0,46,0.2857142857142857,0.00025046741939149797,0.0002048422466032207,1.6250673070317134e-05,0.0,41,0.0,0.00016200478421524167,0.00018451866344548762,1.696598519629333e-05,0.0,42,0.2857142857142857,0.0003087615186814219,0.00030832499032840133,1.7965867300517857e-05,0.0,40,0.2857142857142857,0.00017164478776976466,0.0001772505056578666,1.6042438801378012e-05,0.0,39,0.14285714285714285,0.0005263796774670482,0.00033445708686485887,1.682024958427064e-05,0.0,45,0.2857142857142857,0.000468886224552989,0.0005598925636149943,1.8592114429338835e-05,0.0,42,0.2857142857142857,0.0005949821788817644,0.0008768879342824221,1.8084150724462233e-05,0.0,40,0.14285714285714285,0.00024995533749461174,0.0002627624198794365,1.7376265532220714e-05,0.0,43,0.14285714285714285,0.00013525207759812474,0.00016314166714437306,1.27487282952643e-05,0.0,37,0.2857142857142857,0.00018066343909595162,0.0001943444658536464,1.6545329344808124e-05,0.0,34,0.2857142857142857,0.00012517967843450606,0.0001396412990288809,1.818970122258179e-05,0.0,40,0.14285714285714285,0.00011881504906341434,0.00018388489843346179,1.860880001913756e-05,0.0,39,0.0,0.0002933020587079227,0.0002986207837238908,1.8137339793611318e-05,0.0,42,0.14285714285714285,0.00034161313669756055,0.00044781112228520215,1.7878883227240294e-05,0.0,42,0.2857142857142857,9.674231841927394e-05,0.00015863502630963922,1.797141339920927e-05,0.0,42,0.2857142857142857,6.964219210203737e-05,0.00011531791096786037,1.9272902136435732e-05,0.0,39,0.2857142857142857,0.00021556919091381133,0.0002402950485702604,1.706655166344717e-05,0.0,38,0.2857142857142857
9,450.0,0.00015907228225842118,0.00020847131963819265,1.96548062376678e-05,0.0,40,0.14285714285714285,0.0001470337010687217,0.000178275877260603,1.7357522665406577e-05,0.0,41,0.14285714285714285,0.0007478204788640141,0.0005273455753922462,1.5497418644372374e-05,0.0,44,0.2857142857142857,0.0002071415219688788,0.00017623402527533472,1.6724343367968686e-05,0.0,36,0.0,0.00013434911670628935,0.0001618234091438353,1.7201578884851187e-05,0.0,38,0.2857142857142857,0.00026911127497442067,0.00026034482289105654,1.8466296751284972e-05,0.0,39,0.2857142857142857,0.00014688084775116295,0.0001603886776138097,1.6265212252619676e-05,0.0,34,0.14285714285714285,0.00045218272134661674,0.0002943160361610353,1.6760703147156164e-05,0.0,44,0.2857142857142857,0.0004176770453341305,0.0005063947755843401,1.9103745216852985e-05,0.0,39,0.2857142857142857,0.0005212681135162711,0.0008035097853280604,1.8647511751623824e-05,0.0,38,0.14285714285714285,0.0002197144494857639,0.00023649915237911046,1.7785207091947086e-05,0.0,43,0.14285714285714285,0.00011119265400338918,0.0001521436352049932,1.2810511179850437e-05,0.0,35,0.2857142857142857,0.00015748478472232819,0.00017913967894855887,1.7100717741413973e-05,0.0,34,0.2857142857142857,0.00010263187868986279,0.00012786855222657323,1.8622120478539728e-05,0.0,38,0.14285714285714285,9.364069410366938e-05,0.00016319649876095355,1.8874530724133365e-05,0.0,37,0.0,0.00023826659889891744,0.0002760735515039414,1.8317947251489386e-05,0.0,41,0.14285714285714285,0.00029102544067427516,0.00040541013004258275,1.8191034541814588e-05,0.0,41,0.2857142857142857,7.937597547424957e-05,0.00015381825505755842,1.8380880646873266e-05,0.0,41,0.2857142857142857,6.0750469856429845e-05,0.00010618202213663608,1.984270966204349e-05,0.0,39,0.2857142857142857,0.0001859105541370809,0.00020557390234898776,1.727615381241776e-05,0.0,36,0.2857142857142857
