,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,total_6,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,total_7,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,total_8,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,total_9,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9,total_10,decoder_10,sindy_x_10,reg_10,sindy_z_10,active_coeffs_10,coeff_10,total_11,decoder_11,sindy_x_11,reg_11,sindy_z_11,active_coeffs_11,coeff_11,total_12,decoder_12,sindy_x_12,reg_12,sindy_z_12,active_coeffs_12,coeff_12,total_13,decoder_13,sindy_x_13,reg_13,sindy_z_13,active_coeffs_13,coeff_13,total_14,decoder_14,sindy_x_14,reg_14,sindy_z_14,active_coeffs_14,coeff_14,total_15,decoder_15,sindy_x_15,reg_15,sindy_z_15,active_coeffs_15,coeff_15,total_16,decoder_16,sindy_x_16,reg_16,sindy_z_16,active_coeffs_16,coeff_16,total_17,decoder_17,sindy_x_17,reg_17,sindy_z_17,active_coeffs_17,coeff_17,total_18,decoder_18,sindy_x_18,reg_18,sindy_z_18,active_coeffs_18,coeff_18,total_19,decoder_19,sindy_x_19,reg_19,sindy_z_19,active_coeffs_19,coeff_19
38,1900,3.515958451316692e-05,7.050085969240172e-06,1.3367724932322744e-05,1.4741774066351354e-05,0.0,25,0.14285714285714285,3.516095603117719e-05,7.6233927757130004e-06,1.6782414604676887e-05,1.0755148650787305e-05,0.0,32,0.14285714285714285,7.818414451321587e-05,1.0554747859714553e-05,4.608700692187995e-05,2.1542391550610773e-05,0.0,24,0.2857142857142857,5.1791830628644675e-05,6.751368346158415e-06,2.6270905436831526e-05,1.876955502666533e-05,0.0,21,0.14285714285714285,0.00013235829828772694,4.682094731833786e-05,7.566293788840994e-05,9.874413080979139e-06,0.0,21,0.2857142857142857,4.6814133384032175e-05,1.5267291018972173e-05,2.2324282326735556e-05,9.222560038324445e-06,0.0,30,0.14285714285714285,3.891990490956232e-05,9.052390851138625e-06,1.8496866687200963e-05,1.1370648280717432e-05,0.0,33,0.14285714285714285,7.698641275055707e-05,1.569756932440214e-05,5.06550059071742e-05,1.0633832971507218e-05,0.0,28,0.14285714285714285,0.000895162345841527,0.0002795075997710228,0.0006109597161412239,4.695062671089545e-06,0.0,16,0.5714285714285714,0.000504790514241904,4.744380203192122e-05,0.00044752235407941043,9.824336302699521e-06,0.0,24,0.42857142857142855,3.1406263587996364e-05,5.055981091572903e-06,1.3055559975327924e-05,1.3294725249579642e-05,0.0,20,0.2857142857142857,4.744804391521029e-05,6.588683845620835e-06,2.05246833502315e-05,2.0334675355115905e-05,0.0,21,0.2857142857142857,2.1965222913422622e-05,3.187148195138434e-06,4.108063421881525e-06,1.4670011296402663e-05,0.0,20,0.14285714285714285,0.00015538647130597383,4.501858347794041e-05,0.00010214297799393535,8.224923476518597e-06,0.0,21,0.5714285714285714,4.3163741793250665e-05,1.09098637040006e-05,1.6266392776742578e-05,1.5987483493518084e-05,0.0,27,0.42857142857142855,3.934360574930906e-05,8.072051969065797e-06,2.096285425068345e-05,1.0308700439054519e-05,0.0,25,0.2857142857142857,6.215736357262358e-05,1.9608423826866783e-05,3.0680428608320653e-05,1.1868512046930846e-05,0.0,36,0.0,1.7120704796980135e-05,1.6929525372688659e-06,3.4794379644154105e-06,1.1948313840548508e-05,0.0,33,0.0,2.1778600057587028e-05,4.809659913007636e-06,9.157926797342952e-06,7.811011528247036e-06,0.0,29,0.14285714285714285,3.391760401427746e-05,8.492088454659097e-06,1.5331072063418105e-05,1.0094443496200256e-05,0.0,34,0.14285714285714285
39,1950,3.4470744139980525e-05,6.6851189330918714e-06,1.3119833056407515e-05,1.4665790331491735e-05,0.0,25,0.14285714285714285,3.4583423257572576e-05,7.625294529134408e-06,1.6252181012532674e-05,1.0705946806410793e-05,0.0,32,0.14285714285714285,7.91596612543799e-05,1.0168791050091386e-05,4.7364905185531825e-05,2.162596138077788e-05,0.0,24,0.2857142857142857,5.2330968173919246e-05,7.332488166866824e-06,2.629910159157589e-05,1.8699376596487127e-05,0.0,21,0.14285714285714285,0.00013161746028345078,4.586223803926259e-05,7.59025861043483e-05,9.852643415797502e-06,0.0,21,0.2857142857142857,4.723753590951674e-05,1.6333588064298965e-05,2.174094697693363e-05,9.162997230305336e-06,0.0,30,0.14285714285714285,3.7618599890265614e-05,8.531405001122039e-06,1.7711747204884887e-05,1.1375444046279881e-05,0.0,33,0.14285714285714285,7.587885920656845e-05,1.527371205156669e-05,4.9974485591519624e-05,1.063065883499803e-05,0.0,28,0.14285714285714285,0.0008981350110843778,0.0002804763207677752,0.000612977019045502,4.6816462599963415e-06,0.0,16,0.5714285714285714,0.000509088218677789,4.546717173070647e-05,0.00045382752432487905,9.793506251298822e-06,0.0,24,0.42857142857142855,3.059458322240971e-05,4.860915396420751e-06,1.2514484296843875e-05,1.3219185348134488e-05,0.0,20,0.2857142857142857,4.7447378165088594e-05,6.697153821733082e-06,2.0427858544280753e-05,2.0322368072811514e-05,0.0,21,0.2857142857142857,2.1258514607325196e-05,2.7537621463125106e-06,3.9432297853636555e-06,1.4561524039891083e-05,0.0,19,0.14285714285714285,0.00015821243869140744,4.516576882451773e-05,0.00010484857193659991,8.198103387258016e-06,0.0,21,0.5714285714285714,4.31414955528453e-05,1.121405693993438e-05,1.602812517376151e-05,1.5899315258138813e-05,0.0,27,0.42857142857142855,3.783427382586524e-05,7.0905889515415765e-06,2.047814632533118e-05,1.026553763949778e-05,0.0,25,0.2857142857142857,6.155483424663544e-05,1.9418475858401507e-05,3.0333872928167693e-05,1.1802483641076833e-05,0.0,36,0.0,1.695493483566679e-05,1.7741087958711432e-06,3.2934190130617935e-06,1.1887405889865477e-05,0.0,33,0.0,2.089036934194155e-05,3.923090389434947e-06,9.184575901599601e-06,7.782703505654354e-06,0.0,29,0.14285714285714285,3.514486888889223e-05,1.128628082369687e-05,1.3798567124467809e-05,1.0060021850222256e-05,0.0,34,0.14285714285714285
40,2000,3.4504453651607037e-05,6.9110828917473555e-06,1.2995144061278552e-05,1.4598225789086428e-05,0.0,25,0.14285714285714285,3.430404467508197e-05,7.832688424969092e-06,1.5816995073691942e-05,1.0654362995410338e-05,0.0,32,0.14285714285714285,7.954914326546714e-05,1.0108851711265743e-05,4.773481487063691e-05,2.170547486457508e-05,0.0,24,0.2857142857142857,5.206137939239852e-05,7.655386070837267e-06,2.5774908863240853e-05,1.86310844583204e-05,0.0,21,0.14285714285714285,0.00013109992141835392,4.594594793161377e-05,7.532349991379306e-05,9.830464478000067e-06,0.0,21,0.2857142857142857,5.4352523875422776e-05,2.2354364773491398e-05,2.2890493710292503e-05,9.107669939112384e-06,0.0,30,0.14285714285714285,3.74010342056863e-05,8.705310392542742e-06,1.732629789330531e-05,1.136942591983825e-05,0.0,33,0.14285714285714285,7.617517258040607e-05,1.6170713934116066e-05,4.9378140829503536e-05,1.0626321454765275e-05,0.0,28,0.14285714285714285,0.0009009458590298891,0.0002806335687637329,0.0006156436866149306,4.668616384151392e-06,0.0,16,0.5714285714285714,0.0005104041774757206,4.6585530071752146e-05,0.00045406201388686895,9.756630788615439e-06,0.0,24,0.42857142857142855,3.071532410103828e-05,5.4858783187228255e-06,1.2086148672096897e-05,1.3143296200723853e-05,0.0,20,0.2857142857142857,4.839212851948105e-05,7.59567046770826e-06,2.0489536836976185e-05,2.0306921214796603e-05,0.0,21,0.2857142857142857,2.0695182683994062e-05,2.3617049009772018e-06,3.869819011015352e-06,1.4463658772001509e-05,0.0,18,0.14285714285714285,0.00015793251805007458,5.642118048854172e-05,9.33429691940546e-05,8.168362001015339e-06,0.0,21,0.5714285714285714,4.397057637106627e-05,1.2220396456541494e-05,1.594331297383178e-05,1.5806866940693e-05,0.0,27,0.42857142857142855,3.7799414712935686e-05,7.4721519922604784e-06,2.010550451814197e-05,1.0221755474049132e-05,0.0,25,0.2857142857142857,5.8215868193656206e-05,1.8332177205593325e-05,2.8137199478805996e-05,1.174649423774099e-05,0.0,36,0.0,1.758814869390335e-05,2.397307525825454e-06,3.363998985150829e-06,1.1826841728179716e-05,0.0,33,0.0,2.207283250754699e-05,5.08766197526711e-06,9.238541679224e-06,7.746629307803232e-06,0.0,29,0.14285714285714285,3.3018812246154994e-05,7.73991814639885e-06,1.52542743308004e-05,1.002462249743985e-05,0.0,34,0.14285714285714285
41,2050,3.377263419679366e-05,6.580573426617775e-06,1.2642478395719081e-05,1.4549584193446208e-05,0.0,25,0.14285714285714285,3.39306025125552e-05,7.729234312137123e-06,1.5600264305248857e-05,1.0601102985674515e-05,0.0,32,0.14285714285714285,7.932403968879953e-05,9.846956345427316e-06,4.769671068061143e-05,2.1780375391244888e-05,0.0,24,0.2857142857142857,5.160025102668442e-05,7.210705007310025e-06,2.582393426564522e-05,1.8565611753729172e-05,0.0,21,0.14285714285714285,0.00013116076297592372,4.6068460505921394e-05,7.528541755164042e-05,9.806889465835411e-06,0.0,21,0.2857142857142857,4.165809150435962e-05,1.1304515282972716e-05,2.129885251633823e-05,9.054723705048673e-06,0.0,30,0.14285714285714285,3.667963028419763e-05,8.617778803454712e-06,1.6716248865122907e-05,1.1345600796630606e-05,0.0,33,0.14285714285714285,7.51808620407246e-05,1.602138399903197e-05,4.853485734201968e-05,1.0624624337651767e-05,0.0,28,0.14285714285714285,0.0009005841566249728,0.00027932392549701035,0.0006166041130200028,4.656111741496716e-06,0.0,16,0.5714285714285714,0.000509974081069231,4.532423190539703e-05,0.0004549348377622664,9.715031410451047e-06,0.0,24,0.42857142857142855,3.171131538692862e-05,6.810818831581855e-06,1.1837670172099024e-05,1.3062824109510984e-05,0.0,20,0.2857142857142857,4.6364020818145946e-05,6.5293997977278195e-06,1.954466279130429e-05,2.0289959138608538e-05,0.0,21,0.2857142857142857,2.1976447897031903e-05,3.6308997550804634e-06,3.958507477364037e-06,1.4387042028829455e-05,0.0,18,0.2857142857142857,0.0001478676567785442,4.543942850432359e-05,9.428542398381978e-05,8.142801561916713e-06,0.0,21,0.5714285714285714,4.2572617530822754e-05,1.104374950955389e-05,1.5842480934225023e-05,1.5686389815527946e-05,0.0,26,0.42857142857142855,3.8679951103404164e-05,8.548273399355821e-06,1.9953728042310104e-05,1.0177946933254134e-05,0.0,25,0.2857142857142857,5.622952448902652e-05,1.733926728775259e-05,2.7200207114219666e-05,1.1690047358570155e-05,0.0,36,0.0,1.738135324558243e-05,2.4106689124892e-06,3.204930408173823e-06,1.1765753697545733e-05,0.0,33,0.0,2.1653171643265523e-05,5.198453436605632e-06,8.745978448132519e-06,7.708739758527372e-06,0.0,29,0.14285714285714285,3.3382748370058835e-05,8.342523869941942e-06,1.5052897651912645e-05,9.987324119720142e-06,0.0,34,0.14285714285714285
42,2100,3.329321043565869e-05,6.287017640715931e-06,1.2507564861152787e-05,1.4498627024295274e-05,0.0,25,0.14285714285714285,3.266212297603488e-05,7.049687155813444e-06,1.506670469098026e-05,1.0545731129241176e-05,0.0,32,0.14285714285714285,8.012281614355743e-05,1.0302286682417616e-05,4.79693480883725e-05,2.1851175915799104e-05,0.0,24,0.2857142857142857,5.18570450367406e-05,7.551014277851209e-06,2.58046347880736e-05,1.8501397789805196e-05,0.0,21,0.14285714285714285,0.00013132451567798853,4.6598303015343845e-05,7.494451710954309e-05,9.78168554865988e-06,0.0,21,0.2857142857142857,4.220578557578847e-05,1.2467899978219066e-05,2.073623181786388e-05,9.00165377970552e-06,0.0,30,0.14285714285714285,3.648561687441543e-05,8.769753549131565e-06,1.638238609302789e-05,1.1333479960740078e-05,0.0,33,0.14285714285714285,7.43369382689707e-05,1.5552119293715805e-05,4.8158937715925276e-05,1.062588307831902e-05,0.0,28,0.14285714285714285,0.0009006974869407713,0.0002779388742055744,0.0006181143107824028,4.64428967461572e-06,0.0,16,0.5714285714285714,0.0005086789606139064,4.595811333274469e-05,0.000453051645308733,9.669234714237973e-06,0.0,24,0.42857142857142855,2.833582038874738e-05,3.906827259925194e-06,1.144980160461273e-05,1.2979189705220051e-05,0.0,20,0.2857142857142857,4.720013384940103e-05,7.07694516677293e-06,1.9853625417454168e-05,2.0269562810426578e-05,0.0,21,0.2857142857142857,2.0436171325854957e-05,2.3995096398721216e-06,3.7489655824174406e-06,1.4287695194070693e-05,0.0,17,0.2857142857142857,0.00013862535706721246,4.5724209485342726e-05,8.478621020913124e-05,8.114937372738495e-06,0.0,21,0.5714285714285714,4.225996963214129e-05,1.0995573575200979e-05,1.566943319630809e-05,1.5594965589116327e-05,0.0,26,0.42857142857142855,3.9364182157441974e-05,9.099299859371968e-06,2.01307084353175e-05,1.0134175681741908e-05,0.0,25,0.2857142857142857,5.6888413382694125e-05,1.7430360458092764e-05,2.7826081350212917e-05,1.1631975212367252e-05,0.0,36,0.0,1.7113627109210938e-05,2.2005724531481974e-06,3.208883526895079e-06,1.1704171811288688e-05,0.0,33,0.0,2.0130664779571816e-05,3.7232605336612323e-06,8.719128345546778e-06,7.68827521824278e-06,0.0,29,0.14285714285714285,3.24218490277417e-05,7.833766176190693e-06,1.4638937500421889e-05,9.949143532139715e-06,0.0,34,0.14285714285714285
43,2150,3.276995994383469e-05,6.178755484143039e-06,1.2161160157120321e-05,1.4430042028834578e-05,0.0,24,0.14285714285714285,3.370330887264572e-05,7.921782525954768e-06,1.515268741059117e-05,1.062883802660508e-05,0.0,31,0.14285714285714285,7.619882671860978e-05,9.282581231673248e-06,4.4998174416832626e-05,2.19180674321251e-05,0.0,24,0.2857142857142857,5.261891783447936e-05,8.665449058753438e-06,2.551594479882624e-05,1.8437523976899683e-05,0.0,21,0.14285714285714285,0.0001318565773544833,4.677560355048627e-05,7.532594463555142e-05,9.755031896929722e-06,0.0,21,0.2857142857142857,4.497214104048908e-05,1.3902747014071792e-05,2.212027902714908e-05,8.949118637247011e-06,0.0,30,0.14285714285714285,3.5396671592025086e-05,7.801116225891747e-06,1.6283382137771696e-05,1.1312174137856346e-05,0.0,33,0.14285714285714285,7.37198133720085e-05,1.549401531519834e-05,4.759926378028467e-05,1.062652881955728e-05,0.0,28,0.14285714285714285,0.0008979450212791562,0.00027536010020412505,0.0006179517949931324,4.633171556633897e-06,0.0,16,0.5714285714285714,0.0005059141549281776,4.627583621186204e-05,0.000450017920229584,9.62037120189052e-06,0.0,24,0.42857142857142855,3.11667681671679e-05,6.9169745984254405e-06,1.1342600373609457e-05,1.29071913761436e-05,0.0,19,0.2857142857142857,4.676734533859417e-05,7.048728548397776e-06,1.947218697750941e-05,2.0246427084202878e-05,0.0,21,0.2857142857142857,2.0570654669427313e-05,2.6573245577310445e-06,3.6548974549077684e-06,1.4258433111535851e-05,0.0,17,0.2857142857142857,0.00015159857866819948,4.791191531694494e-05,9.559797763358802e-05,8.0886748037301e-06,0.0,21,0.5714285714285714,4.230177728459239e-05,1.1144445124955382e-05,1.565723869134672e-05,1.5500092558795586e-05,0.0,26,0.42857142857142855,3.6237477615941316e-05,7.15978785592597e-06,1.8987444491358474e-05,1.0090247997140978e-05,0.0,25,0.2857142857142857,5.752096330979839e-05,1.735752994136419e-05,2.8590106012416072e-05,1.1573327356018126e-05,0.0,36,0.0,1.6826079445309006e-05,2.0384845811349805e-06,3.1452993880520808e-06,1.164229615824297e-05,0.0,33,0.0,2.0824925741180778e-05,4.306144546717405e-06,8.851724487612955e-06,7.667057616345119e-06,0.0,29,0.14285714285714285,3.3566167985554785e-05,8.005034032976255e-06,1.5652020010747947e-05,9.909116670314688e-06,0.0,34,0.14285714285714285
44,2200,3.260354060330428e-05,6.211856998561416e-06,1.205269836646039e-05,1.4338986147777177e-05,0.0,24,0.14285714285714285,3.280622331658378e-05,7.77907462179428e-06,1.4457393263000995e-05,1.0569754522293806e-05,0.0,31,0.14285714285714285,7.648066093679518e-05,9.286068234359846e-06,4.5213681005407125e-05,2.1980911697028205e-05,0.0,24,0.2857142857142857,5.087192403152585e-05,7.494551937270444e-06,2.5001183530548587e-05,1.8376187654212117e-05,0.0,21,0.14285714285714285,0.00013418318121694028,4.897030157735571e-05,7.548569556092843e-05,9.727200449560769e-06,0.0,21,0.2857142857142857,4.136119969189167e-05,1.1691575309669133e-05,2.0773864889633842e-05,8.895761311578099e-06,0.0,30,0.14285714285714285,3.485984416329302e-05,7.636333066329826e-06,1.5940411685733125e-05,1.128310032072477e-05,0.0,33,0.14285714285714285,7.602942787343636e-05,1.7773672880139202e-05,4.7629320761188865e-05,1.062643150362419e-05,0.0,28,0.14285714285714285,0.0008974051452241838,0.0002747120743151754,0.0006180700729601085,4.622965207090601e-06,0.0,16,0.5714285714285714,0.0005100573180243373,4.706658364739269e-05,0.0004534219915512949,9.568762834533118e-06,0.0,24,0.42857142857142855,2.795280670397915e-05,3.980869678343879e-06,1.113716461986769e-05,1.283477195102023e-05,0.0,19,0.42857142857142855,4.782687028637156e-05,8.02156500867568e-06,1.9585637346608564e-05,2.0219671569066122e-05,0.0,21,0.2857142857142857,1.995383354369551e-05,2.1676573851436842e-06,3.5842735996993724e-06,1.4201902558852453e-05,0.0,16,0.2857142857142857,0.00014730179100297391,4.4378903112374246e-05,9.485974442213774e-05,8.063148925430141e-06,0.0,21,0.5714285714285714,4.196632653474808e-05,1.0989188012899831e-05,1.557793621032033e-05,1.5399202311527915e-05,0.0,25,0.42857142857142855,3.643850504886359e-05,7.502559128624853e-06,1.8889501006924547e-05,1.0046445822808892e-05,0.0,25,0.2857142857142857,5.782379594165832e-05,1.699981658020988e-05,2.9310596801224165e-05,1.151338165072957e-05,0.0,36,0.0,1.6553869500057772e-05,1.917560211950331e-06,3.0559288006770657e-06,1.1580381396925077e-05,0.0,33,0.0,2.1496331100934185e-05,5.4213323892327026e-06,8.42889949126402e-06,7.646099220437463e-06,0.0,29,0.14285714285714285,3.080590249737725e-05,7.038181138341315e-06,1.388634063914651e-05,9.881378900900017e-06,0.0,33,0.14285714285714285
45,2250,3.232106246287003e-05,6.040020252839895e-06,1.200464157591341e-05,1.4276400179369375e-05,0.0,24,0.14285714285714285,3.2255760743282735e-05,7.678147994738538e-06,1.4089580872678198e-05,1.0488032785360701e-05,0.0,31,0.14285714285714285,7.549513247795403e-05,9.014283932629041e-06,4.4440574129112065e-05,2.2040270778234117e-05,0.0,24,0.2857142857142857,5.053349013905972e-05,7.798837941663805e-06,2.441967444610782e-05,1.8314975022803992e-05,0.0,21,0.14285714285714285,0.00013461176422424614,4.8875641368795186e-05,7.603817357448861e-05,9.697952918941155e-06,0.0,21,0.2857142857142857,4.014587466372177e-05,1.1317943972244393e-05,1.9985684048151597e-05,8.842245733831078e-06,0.0,30,0.14285714285714285,3.390900383237749e-05,7.00377222528914e-06,1.5662930309190415e-05,1.1242300388403237e-05,0.0,32,0.14285714285714285,7.253074727486819e-05,1.5465717297047377e-05,4.643880311050452e-05,1.062622141034808e-05,0.0,28,0.14285714285714285,0.000890095776412636,0.00027114187832921743,0.0006143409409560263,4.6130112423270475e-06,0.0,16,0.5714285714285714,0.0005094626685604453,4.6923723857617006e-05,0.0004530254518613219,9.513538316241466e-06,0.0,24,0.42857142857142855,2.825965748343151e-05,4.501484909269493e-06,1.0980122169712558e-05,1.277805040444946e-05,0.0,19,0.42857142857142855,4.5254659198690206e-05,6.608840521948878e-06,1.844975668063853e-05,2.0196061086608097e-05,0.0,21,0.2857142857142857,2.0023366232635453e-05,2.361437282161205e-06,3.518729727147729e-06,1.4143199223326519e-05,0.0,15,0.42857142857142855,0.0001488025300204754,4.402785634738393e-05,9.673714521341026e-05,8.037516636250075e-06,0.0,21,0.5714285714285714,4.298285784898326e-05,1.2234354471729603e-05,1.542686004540883e-05,1.5321642422350124e-05,0.0,25,0.5714285714285714,3.813756484305486e-05,9.392791980644688e-06,1.874205372587312e-05,1.0002716408052947e-05,0.0,25,0.2857142857142857,5.7722940255189314e-05,1.666554089752026e-05,2.960482561320532e-05,1.1452572834969033e-05,0.0,36,0.0,1.6815287381177768e-05,2.2450990400102455e-06,3.0522996894433163e-06,1.1517889106471557e-05,0.0,33,0.0,1.9280150809208862e-05,3.3430801522627007e-06,8.312479621963575e-06,7.624590580235235e-06,0.0,29,0.14285714285714285,2.9932094548712485e-05,6.772355845896527e-06,1.3313052477315068e-05,9.846687134995591e-06,0.0,32,0.14285714285714285
46,2300,3.3967720810323954e-05,7.5472134994925e-06,1.2186432286398485e-05,1.4234073205443565e-05,0.0,24,0.14285714285714285,3.1445015338249505e-05,7.277013537532184e-06,1.3760656656813808e-05,1.040734423440881e-05,0.0,31,0.14285714285714285,7.251046918099746e-05,9.645694262871984e-06,4.0804203308653086e-05,2.2060574337956496e-05,0.0,23,0.2857142857142857,5.025787322665565e-05,7.76704018790042e-06,2.423649129923433e-05,1.8254342649015598e-05,0.0,21,0.14285714285714285,0.0001331033417955041,4.7267698391806334e-05,7.616772199980915e-05,9.667906851973385e-06,0.0,21,0.2857142857142857,4.0907452785177156e-05,1.1120136150566395e-05,2.0997642423026264e-05,8.789672392595094e-06,0.0,30,0.14285714285714285,3.3851621992653236e-05,7.153167643991765e-06,1.5504168914048932e-05,1.1194284525117837e-05,0.0,32,0.14285714285714285,7.193138299044222e-05,1.5359490134869702e-05,4.594659185386263e-05,1.0625299182720482e-05,0.0,28,0.14285714285714285,0.0008862423710525036,0.0002705249353311956,0.0006111134425736964,4.604000423569232e-06,0.0,16,0.5714285714285714,0.000510140904225409,4.7596895456081256e-05,0.000453086628112942,9.457417036173865e-06,0.0,24,0.42857142857142855,3.106438816757873e-05,6.912038770678919e-06,1.142965084000025e-05,1.2722696737910155e-05,0.0,19,0.42857142857142855,4.57851383544039e-05,6.89262287778547e-06,1.8726041162153706e-05,2.016647340497002e-05,0.0,21,0.2857142857142857,2.0198593119857833e-05,2.6551531391305616e-06,3.4642830541997682e-06,1.4079155334911775e-05,0.0,14,0.42857142857142855,0.00014521158300340176,4.3548381654545665e-05,9.365136793348938e-05,8.011830686882604e-06,0.0,21,0.5714285714285714,4.5106942707207054e-05,1.3950124412076548e-05,1.5917834389256313e-05,1.5238982996379491e-05,0.0,25,0.5714285714285714,3.715349885169417e-05,7.869904038670938e-06,1.9325065295561217e-05,9.958525879483204e-06,0.0,25,0.2857142857142857,5.919419345445931e-05,1.693883677944541e-05,3.086533979512751e-05,1.1390016879886389e-05,0.0,36,0.0,1.673151746217627e-05,2.117782287314185e-06,3.172805008944124e-06,1.1440930393291637e-05,0.0,32,0.0,1.9196853827452287e-05,3.3395358514098916e-06,8.254583008238114e-06,7.602735422551632e-06,0.0,29,0.14285714285714285,2.9484166589099914e-05,6.914073310326785e-06,1.2766682630172e-05,9.803408829611726e-06,0.0,32,0.14285714285714285
47,2350,3.526084765326232e-05,7.17436705599539e-06,1.4077320884098299e-05,1.4009156075189821e-05,0.0,23,0.14285714285714285,3.148521500406787e-05,7.3146184149663895e-06,1.3834192941430956e-05,1.0336404557165224e-05,0.0,31,0.14285714285714285,7.489003473892808e-05,8.636909115011804e-06,4.4132539187557995e-05,2.212058097939007e-05,0.0,23,0.2857142857142857,5.1002061809413135e-05,8.716996489965823e-06,2.408978616585955e-05,1.8195276425103657e-05,0.0,21,0.14285714285714285,0.00013321367441676557,4.7497574996668845e-05,7.607927545905113e-05,9.636828508519102e-06,0.0,21,0.2857142857142857,4.096327756997198e-05,1.1854317563120276e-05,2.0372979633975774e-05,8.735984010854736e-06,0.0,30,0.14285714285714285,3.3554744732100517e-05,6.9522693593171425e-06,1.544561564514879e-05,1.1156858818139881e-05,0.0,32,0.14285714285714285,7.117564382497221e-05,1.504230203863699e-05,4.550954690785147e-05,1.0623795787978452e-05,0.0,28,0.14285714285714285,0.0008829935686662793,0.00027001326088793576,0.0006083850748836994,4.595306108967634e-06,0.0,16,0.5714285714285714,0.0005074954824522138,4.7111781896092e-05,0.0004509849823080003,9.398726433573756e-06,0.0,24,0.42857142857142855,2.6873221941059455e-05,3.4389636311971117e-06,1.0769008440547623e-05,1.2665250324062072e-05,0.0,19,0.42857142857142855,4.4890461140312254e-05,6.293776095844805e-06,1.84605651156744e-05,2.0136118109803647e-05,0.0,21,0.2857142857142857,2.0374976884340867e-05,2.905872179326252e-06,3.4171744118793868e-06,1.4051929611014202e-05,0.0,14,0.42857142857142855,0.0001566205610288307,4.470138446777128e-05,0.00010393159027444199,7.98759538156446e-06,0.0,21,0.5714285714285714,4.4999364035902545e-05,1.3844529348716605e-05,1.6003665223252028e-05,1.5151166735449806e-05,0.0,25,0.5714285714285714,3.440590080572292e-05,6.6155703279946465e-06,1.7875723642646335e-05,9.914604561345186e-06,0.0,25,0.2857142857142857,5.651829997077584e-05,1.6788091670605354e-05,2.8402902898960747e-05,1.1327308129693847e-05,0.0,36,0.0,1.7088848835555837e-05,2.622766714921454e-06,3.1032855076773558e-06,1.1362796612957027e-05,0.0,32,0.0,1.9357044948264956e-05,3.568242391338572e-06,8.20851437310921e-06,7.580287729069823e-06,0.0,29,0.14285714285714285,3.067012585233897e-05,8.009341399883851e-06,1.2909275028505363e-05,9.751508514455054e-06,0.0,32,0.14285714285714285
