,0,1,2
0,-0.00020763399,0.14161606,-1.2209939e-05
1,-4.1572122e-05,2.6317373e-05,-3.0315934e-05
2,-3.1204425e-05,5.4606885e-06,1.4114086e-05
3,-4.0119116e-07,5.3208737e-06,-1.9048612e-05
4,6.604743e-06,-5.5231496e-05,-0.00015571613
5,2.074707,1.4278891,3.5872722
6,5.6566485e-05,-1.4282999e-05,1.9919894
7,8.318268e-05,2.1647956,3.0408785
8,4.059968,6.1015205,4.39898
9,0.00026241766,-3.1532265e-05,5.2557745
10,-6.0909246e-05,0.29170442,0.9748642
11,-9.318918e-05,0.70489275,1.8100166
12,-2.548222e-06,3.8401594,-5.820744e-06
13,-2.6425698e-05,-1.2983921e-07,1.5459952
14,-2.1090478e-05,4.6197395,0.20821658
15,8.285806e-05,9.2648625e-06,2.7780287
16,8.150063e-05,0.00019346978,-8.1002865e-05
17,9.5265805e-06,0.00019182553,-0.0001538817
18,-1.8617875e-05,8.630284e-06,1.2481486
19,8.059198e-05,-4.460256e-06,1.530161e-05
