,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.286653071641922,0.00114455446600914,9.981123184843455e-06,0.0,60,0.2914167046546936,0.001400966546498239,9.981505172618199e-06,0.0,60,0.2975972890853882,0.001450449344702065,9.981200491893105e-06,0.0,60,0.37193310260772705,0.0014100586995482445,9.981117727875244e-06,0.0,60,0.3119000419974327,0.0013515072641894221,9.9812366443075e-06,0.0,60.0
1,51.0,0.09103764593601227,0.0011495858198031783,8.960454579209909e-06,0.0,60,0.08684238791465759,0.001405448536388576,9.18132809601957e-06,0.0,60,0.0727701336145401,0.0015377000672742724,9.140605470747687e-06,0.0,60,0.09720677137374878,0.0014269986422732472,8.880559107637964e-06,0.0,60,0.08696423470973969,0.0013799332664348185,9.040736813403782e-06,0.0,60.0
2,101.0,0.03557995334267616,0.0014442246174439788,7.589909273519879e-06,0.0,60,0.03792692348361015,0.0014036884531378746,8.89043712959392e-06,0.0,60,0.04007557034492493,0.0014767837710678577,9.00520353752654e-06,0.0,60,0.05145774409174919,0.0016711760545149446,7.598046522616642e-06,0.0,60,0.04126004781574011,0.001498968224041164,8.270899115814245e-06,0.0,60.0
3,151.0,0.025090975686907768,0.0012821414275094867,7.389179245365085e-06,0.0,60,0.03236260637640953,0.0013954021269455552,8.740589692024514e-06,0.0,60,0.03509923815727234,0.0014688016381114721,9.029550710693002e-06,0.0,60,0.03924298658967018,0.0014874748885631561,7.270914920809446e-06,0.0,60,0.032948951702564955,0.0014084550202824175,8.107558642223012e-06,0.0,60.0
4,201.0,0.012271864339709282,0.0013160423841327429,6.8983499659225345e-06,0.0,60,0.02243139035999775,0.0013466477394104004,8.571677426516544e-06,0.0,60,0.02156275138258934,0.0017256905557587743,8.642107786727138e-06,0.0,60,0.0351090170443058,0.0014579424168914557,7.179304702731315e-06,0.0,60,0.022843755781650543,0.0014615807740483433,7.822859970474383e-06,0.0,60.0
5,251.0,0.009121200069785118,0.001152009703218937,6.497158210549969e-06,0.0,60,0.012767596170306206,0.0012683721724897623,8.436020834778901e-06,0.0,59,0.013665967620909214,0.0015331581234931946,7.866177838877775e-06,0.0,60,0.020266961306333542,0.0013955208705738187,7.014829407125944e-06,0.0,60,0.01395543129183352,0.0013372652174439281,7.453546572833147e-06,0.0,59.75
6,301.0,0.007927208207547665,0.001064769341610372,6.2071317188383546e-06,0.0,60,0.010183824226260185,0.0011917779920622706,8.364260793314315e-06,0.0,58,0.01126792374998331,0.00141166802495718,7.273460596479708e-06,0.0,59,0.014663266018033028,0.0013195752399042249,6.9537595663859975e-06,0.0,60,0.011010555550456047,0.001246947649633512,7.199653168754594e-06,0.0,59.25
7,351.0,0.007194092497229576,0.001004122314043343,5.981965387036325e-06,0.0,59,0.009075157344341278,0.0011240351013839245,8.377295671380125e-06,0.0,54,0.010130401700735092,0.0013351456727832556,6.860921985207824e-06,0.0,57,0.012176194228231907,0.0012263223761692643,6.919011866557412e-06,0.0,60,0.009643961442634463,0.0011724063660949469,7.0347987275454216e-06,0.0,57.5
8,401.0,0.006674471776932478,0.0009609563858248293,5.779014827567153e-06,0.0,56,0.008373920805752277,0.0010567751014605165,8.539344889868516e-06,0.0,47,0.009392447769641876,0.001281646196730435,6.5798390096460935e-06,0.0,54,0.010705988854169846,0.0010997760109603405,6.838879926363006e-06,0.0,58,0.00878670730162412,0.0010997884237440303,6.934269663361192e-06,0.0,53.75
9,451.0,0.0063105360604822636,0.0009225379908457398,5.660164788423572e-06,0.0,49,0.007866020314395428,0.0009869755012914538,8.76189187692944e-06,0.0,46,0.008865321055054665,0.001240264973603189,6.358926839311607e-06,0.0,53,0.009693648666143417,0.0009719505906105042,6.804887561884243e-06,0.0,54,0.008183881524018943,0.0010304322640877217,6.896467766637215e-06,0.0,50.5
10,501.0,0.006053578108549118,0.0009018792770802975,5.6008548199315555e-06,0.0,48,0.007468095980584621,0.0009201389038935304,8.919439096644055e-06,0.0,46,0.008397508412599564,0.0012084230547770858,6.170760116219753e-06,0.0,51,0.008910867385566235,0.0008467313600704074,6.769314040866448e-06,0.0,54,0.007707512471824884,0.0009692931489553303,6.865092018415453e-06,0.0,49.75
11,551.0,0.005850629881024361,0.0008823415264487267,5.55522683498566e-06,0.0,46,0.007141969166696072,0.0008507737657055259,9.009094355860725e-06,0.0,45,0.007913017645478249,0.0011883409461006522,6.034460966475308e-06,0.0,48,0.008282845839858055,0.0007481508073396981,6.67252425046172e-06,0.0,54,0.007297115633264184,0.0009174017613986507,6.817826601945853e-06,0.0,48.25
12,601.0,0.005680680740624666,0.0008641217718832195,5.517134468391305e-06,0.0,45,0.006822109688073397,0.0007769219228066504,9.060812772077043e-06,0.0,44,0.006815899629145861,0.0012270045699551702,5.890977263334207e-06,0.0,47,0.007777337450534105,0.0006874697282910347,6.5718804762582295e-06,0.0,54,0.006774006877094507,0.0008888794982340187,6.760201245015196e-06,0.0,47.5
13,651.0,0.005540541373193264,0.0008460325188934803,5.483253517013509e-06,0.0,44,0.006458065006881952,0.0007159609231166542,9.118433808907866e-06,0.0,43,0.0048084380105137825,0.001192941446788609,5.6777012105158065e-06,0.0,44,0.0073733823373913765,0.0006462539313361049,6.4889300119830295e-06,0.0,54,0.006045106681995094,0.0008502972050337121,6.692079637105053e-06,0.0,46.25
14,701.0,0.005415684077888727,0.0008329952834174037,5.446152954391437e-06,0.0,44,0.0056750839576125145,0.0006938292644917965,9.186469469568692e-06,0.0,43,0.0038496972993016243,0.0010234605288133025,5.540166966966353e-06,0.0,42,0.007044817786663771,0.0006194205489009619,6.416725227609277e-06,0.0,54,0.005496320780366659,0.0007924264064058661,6.64737865463394e-06,0.0,45.75
15,751.0,0.005303219426423311,0.0008208227809518576,5.400466761784628e-06,0.0,43,0.004061440005898476,0.0007153493352234364,9.06479726836551e-06,0.0,41,0.0032071596942842007,0.0008676734869368374,5.466341917781392e-06,0.0,41,0.006774612236768007,0.0006007127230986953,6.35444484942127e-06,0.0,53,0.004836607840843499,0.0007511395815527067,6.5715126993382e-06,0.0,44.5
16,801.0,0.00520310690626502,0.0008125497843138874,5.362499905459117e-06,0.0,39,0.0029926691204309464,0.0006925149937160313,8.882720067049377e-06,0.0,40,0.00274872500449419,0.0007250923081301153,5.419839453679742e-06,0.0,38,0.00654266495257616,0.0005798201309517026,6.298158041317947e-06,0.0,52,0.004371791495941579,0.0007024943042779341,6.490804366876546e-06,0.0,42.25
17,851.0,0.005096593871712685,0.0008063572458922863,5.336346021067584e-06,0.0,38,0.0024147415533661842,0.0006721160607412457,8.721195627003908e-06,0.0,39,0.002390830544754863,0.0006541471811942756,5.40983501196024e-06,0.0,36,0.006337934639304876,0.0005566863692365587,6.248609224712709e-06,0.0,52,0.004060025152284652,0.0006723267142660916,6.42899647118611e-06,0.0,41.25
18,901.0,0.00500028021633625,0.0008030392345972359,5.309096650307765e-06,0.0,38,0.0020317283924669027,0.0006537022418342531,8.57527629705146e-06,0.0,39,0.0021394803188741207,0.0006197855109348893,5.397027052822523e-06,0.0,35,0.006148929242044687,0.0005316173192113638,6.2055019043327775e-06,0.0,52,0.0038301045424304903,0.0006520360766444355,6.371725476128631e-06,0.0,41.0
19,951.0,0.004907022695988417,0.0008001276873983443,5.273125680105295e-06,0.0,38,0.001783220679499209,0.0006354597280733287,8.425967280345503e-06,0.0,39,0.0019559229258447886,0.0005953299114480615,5.403564045991516e-06,0.0,32,0.005958688445389271,0.0005370556027628481,6.173013844090747e-06,0.0,51,0.0036512136866804212,0.0006419932324206457,6.318917712633265e-06,0.0,40.0
20,1001.0,0.004818494897335768,0.0007963388925418258,5.234127456787974e-06,0.0,36,0.0016077077016234398,0.0006172219291329384,8.292604434245732e-06,0.0,38,0.0017982710851356387,0.0005728262476623058,5.422504273155937e-06,0.0,32,0.005725543946027756,0.0004746134509332478,6.14937698628637e-06,0.0,49,0.0034875044075306505,0.0006152501300675794,6.274653287619003e-06,0.0,38.75
21,1051.0,0.004735165275633335,0.0007932388689368963,5.196152869757498e-06,0.0,36,0.0014970601769164205,0.0006005043396726251,8.179065844160505e-06,0.0,37,0.0016762191662564874,0.0005541032878682017,5.442427209345624e-06,0.0,32,0.005323420278728008,0.00046773970825597644,6.158447831694502e-06,0.0,47,0.003307966224383563,0.0006038965511834249,6.244023438739532e-06,0.0,38.0
22,1101.0,0.004625056404620409,0.0007885665982030332,5.154860446054954e-06,0.0,35,0.0013960381038486958,0.0005849887966178358,8.09733865025919e-06,0.0,34,0.0015730580780655146,0.0005357265472412109,5.463907200464746e-06,0.0,31,0.0044926246628165245,0.0005334133747965097,6.236899935174733e-06,0.0,47,0.003021694312337786,0.0006106738292146474,6.238251557988406e-06,0.0,36.75
23,1151.0,0.004530174657702446,0.0007823248161002994,5.116335159982555e-06,0.0,35,0.0013082573423162103,0.0005734334699809551,8.064566827670205e-06,0.0,34,0.0014826764818280935,0.0005196870770305395,5.491629508469487e-06,0.0,31,0.0036196799483150244,0.0005738422041758895,6.317913175735157e-06,0.0,47,0.0027351971075404435,0.0006123218918219209,6.247611167964351e-06,0.0,36.75
24,1201.0,0.004446895327419043,0.0007731660734862089,5.084628810436698e-06,0.0,32,0.0012517382856458426,0.0005638682632707059,8.046811672102194e-06,0.0,34,0.0014098630053922534,0.0005043368437327445,5.52155415789457e-06,0.0,30,0.0030238868203014135,0.0005716689629480243,6.369734364852775e-06,0.0,46,0.002533095859689638,0.0006032600358594209,6.255682251321559e-06,0.0,35.5
25,1251.0,0.004329925402998924,0.0007663038559257984,5.0535941227281e-06,0.0,32,0.0011898516677320004,0.0005557556869462132,8.041739420150407e-06,0.0,32,0.0013431262923404574,0.0004894902813248336,5.561173566093203e-06,0.0,30,0.002585669979453087,0.000570074946153909,6.404689884220716e-06,0.0,46,0.0023621433356311172,0.0005954061925876886,6.265299248298106e-06,0.0,35.0
26,1301.0,0.004229003097862005,0.0007545409025624394,5.0346388889010996e-06,0.0,32,0.001139942673034966,0.0005465932772494853,8.049996722547803e-06,0.0,31,0.0012836309615522623,0.0004755559202749282,5.604938905889867e-06,0.0,30,0.0022434862330555916,0.0005681205657310784,6.422102160286158e-06,0.0,45,0.0022240157413762063,0.0005862026664544828,6.277919169406232e-06,0.0,34.5
27,1351.0,0.004136150237172842,0.0007419789908453822,5.0209409891976975e-06,0.0,31,0.0011001231614500284,0.0005379506037570536,8.088283721008338e-06,0.0,29,0.0012341936817392707,0.00046147959074005485,5.651665560435504e-06,0.0,30,0.0020110877230763435,0.0005732073914259672,6.408616172848269e-06,0.0,43,0.002120388700859621,0.0005786541441921145,6.292376610872452e-06,0.0,33.25
28,1401.0,0.0040257712826132774,0.0007249176851473749,5.02296325066709e-06,0.0,28,0.0010678295511752367,0.0005305151571519673,8.147575499606319e-06,0.0,29,0.0011908349115401506,0.000448287813924253,5.700030214939034e-06,0.0,30,0.0018062543822452426,0.0005596346454694867,6.420753379643429e-06,0.0,42,0.002022672531893477,0.0005658388254232705,6.322830586213968e-06,0.0,32.25
29,1451.0,0.003935732413083315,0.000706211372744292,5.042714292358141e-06,0.0,28,0.0010302616283297539,0.0005237634759396315,8.211693057091907e-06,0.0,29,0.0011658353032544255,0.00043573297443799675,5.750456693931483e-06,0.0,30,0.0016546046826988459,0.0005448955344036222,6.455238235503202e-06,0.0,42,0.001946608506841585,0.0005526508393813856,6.365025569721183e-06,0.0,32.25
30,1501.0,0.0038463915698230267,0.0006896898848935962,5.06028345625964e-06,0.0,28,0.0009885322069749236,0.0005157435080036521,8.279972462332807e-06,0.0,28,0.0011095263762399554,0.00042295941966585815,5.803422027383931e-06,0.0,30,0.0015358234522864223,0.0005280541372485459,6.500323252112139e-06,0.0,40,0.001870068401331082,0.0005391117374529131,6.411000299522129e-06,0.0,31.5
31,1551.0,0.003779743565246463,0.000670111330691725,5.085801149107283e-06,0.0,27,0.0009583127684891224,0.0005082630086690187,8.352201803063508e-06,0.0,28,0.001073463587090373,0.00041194260120391846,5.860298188054003e-06,0.0,30,0.001437611528672278,0.0005169949145056307,6.564321211044444e-06,0.0,38,0.001812282862374559,0.0005268279637675732,6.4656555878173094e-06,0.0,30.75
32,1601.0,0.003706882707774639,0.000652108050417155,5.131177658768138e-06,0.0,25,0.0009294332121498883,0.0004999637603759766,8.422926839557476e-06,0.0,28,0.0010423945495858788,0.0004016509046778083,5.920006060478045e-06,0.0,30,0.0013560379156842828,0.0005040900432504714,6.637781552853994e-06,0.0,37,0.0017586870962986723,0.0005144531896803528,6.527973027914413e-06,0.0,30.0
33,1651.0,0.0036618635058403015,0.0006337468512356281,5.209600203670561e-06,0.0,24,0.0009122340125031769,0.0004915028694085777,8.493852874380536e-06,0.0,28,0.001023659249767661,0.00039449302130378783,5.98409678786993e-06,0.0,30,0.001280359923839569,0.0004932820447720587,6.726683295710245e-06,0.0,37,0.0017195291729876772,0.0005032561966800131,6.603558290407818e-06,0.0,29.75
34,1701.0,0.003626702120527625,0.0006164207588881254,5.290528406476369e-06,0.0,23,0.0008878644439391792,0.00048222331679426134,8.563096344005316e-06,0.0,26,0.00099219533149153,0.00038691129884682596,6.052771823306102e-06,0.0,30,0.0012208034750074148,0.00048434705240651965,6.824229330959497e-06,0.0,37,0.0016818913427414373,0.0004924756067339331,6.682656476186821e-06,0.0,29.0
35,1751.0,0.0035806598607450724,0.0005949713522568345,5.374086413212353e-06,0.0,23,0.000860382046084851,0.00047158458619378507,8.634324331069365e-06,0.0,26,0.0009531652904115617,0.00037981075001880527,6.125115760369226e-06,0.0,30,0.0011603835737332702,0.0004737847193609923,6.92695221005124e-06,0.0,37,0.0016386476927436888,0.0004800378519576043,6.765119678675546e-06,0.0,29.0
36,1801.0,0.0035446956753730774,0.0005698823370039463,5.456853159557795e-06,0.0,23,0.0008230499224737287,0.00046050403034314513,8.70978237799136e-06,0.0,26,0.0009371150517836213,0.0003735659411177039,6.208330887602642e-06,0.0,29,0.0011057248339056969,0.0004646433226298541,7.033181645965669e-06,0.0,37,0.001602646370884031,0.00046714890777366236,6.852037017779367e-06,0.0,28.75
37,1851.0,0.003506801091134548,0.000536225619725883,5.535795935429633e-06,0.0,22,0.0007951222942210734,0.0004489888087846339,8.791811524133664e-06,0.0,25,0.0009295610361732543,0.0003691626770887524,6.299965662037721e-06,0.0,29,0.0010647729504853487,0.00045638097799383104,7.141530204535229e-06,0.0,36,0.0015740643430035561,0.0004526895208982751,6.942275831534062e-06,0.0,28.0
38,1901.0,0.0034520765766501427,0.0005011711036786437,5.628555300063454e-06,0.0,22,0.0007732113590463996,0.00043759276741184294,8.876702850102447e-06,0.0,25,0.0008848124416545033,0.00036356106284074485,6.3953616518119816e-06,0.0,29,0.0010072869481518865,0.00044652330689132214,7.258166533574695e-06,0.0,36,0.001529346831375733,0.0004372120602056384,7.039696583888144e-06,0.0,28.0
39,1951.0,0.003319359617307782,0.00047307624481618404,5.671108738170005e-06,0.0,21,0.0007455808226950467,0.00042540786671452224,8.954682925832458e-06,0.0,25,0.0008748329128138721,0.00035846367245540023,6.493878117908025e-06,0.0,29,0.0009650809806771576,0.00043707183795049787,7.3836181400110945e-06,0.0,35,0.0014762135833734646,0.0004235049054841511,7.125821980480396e-06,0.0,27.5
40,2001.0,0.0031173373572528362,0.0004648360190913081,5.673753548762761e-06,0.0,21,0.0007224105065688491,0.00041276702540926635,9.030079127114732e-06,0.0,24,0.000833363679703325,0.0003533361596055329,6.596739694941789e-06,0.0,28,0.0009180743945762515,0.00042870291508734226,7.504710538341897e-06,0.0,35,0.0013977964845253155,0.0004149105297983624,7.201320727290295e-06,0.0,27.0
41,2051.0,0.0025026509538292885,0.00048676395090296865,5.601699285762152e-06,0.0,21,0.0006908949580974877,0.00039986567571759224,9.100669558392838e-06,0.0,24,0.0008011948666535318,0.00034987693652510643,6.704742190777324e-06,0.0,27,0.000874401826877147,0.00042057011160068214,7.624559202668024e-06,0.0,35,0.0012172856513643637,0.00041426916868658736,7.2579175594000844e-06,0.0,26.75
42,2101.0,0.0017002393724396825,0.0005367576377466321,5.48041225556517e-06,0.0,21,0.0006665234686806798,0.00038745568599551916,9.164845323539339e-06,0.0,24,0.0007898326148279011,0.0003440388827584684,6.827283868915401e-06,0.0,27,0.0008377234335057437,0.00041268442873843014,7.742742127447855e-06,0.0,35,0.0009985797223635018,0.00042023415880976245,7.303820893866941e-06,0.0,26.75
43,2151.0,0.0012965709902346134,0.0005475206999108195,5.422607500804588e-06,0.0,21,0.0006600584019906819,0.00037643854739144444,9.22355229704408e-06,0.0,24,0.0007535060867667198,0.00034065256477333605,6.95776725478936e-06,0.0,27,0.0008054876234382391,0.0004061923536937684,7.859183824621141e-06,0.0,35,0.0008789057756075636,0.0004177010414423421,7.365777719314792e-06,0.0,26.75
44,2201.0,0.0010568688157945871,0.000554908998310566,5.3325065891840495e-06,0.0,21,0.0006128771346993744,0.00036386106512509286,9.2805048552691e-06,0.0,22,0.0007255441742017865,0.00033805222483351827,7.093137355695944e-06,0.0,27,0.0007660102564841509,0.0003995081933680922,7.974360414664261e-06,0.0,34,0.0007903250952949747,0.0004140826204093173,7.420127303703339e-06,0.0,26.0
45,2251.0,0.0009185112430714071,0.0005563431768678129,5.245553893473698e-06,0.0,21,0.0005888988962396979,0.0003532673872541636,9.356634109281003e-06,0.0,22,0.0007030223496258259,0.00033506634645164013,7.2320890467381105e-06,0.0,27,0.0007315639522857964,0.0003927633515559137,8.088293725450058e-06,0.0,34,0.0007354991103056818,0.0004093600655323826,7.480642693735717e-06,0.0,26.0
46,2301.0,0.0008113469812087715,0.000550130323972553,5.171393695491133e-06,0.0,20,0.0005664488999173045,0.00034562440123409033,9.43258601182606e-06,0.0,21,0.0006829947233200073,0.00033302686642855406,7.375152563326992e-06,0.0,27,0.0007136191125027835,0.00038661007420159876,8.200308911909815e-06,0.0,34,0.0006936024292372167,0.00040384791645919904,7.5448602956385e-06,0.0,25.5
