,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,0,0.7831803560256958,0.7800127863883972,0.001167626935057342,0.0020000000949949026,0.0,60,0.7800127863883972,0.001167626935057342,0.0020000000949949026,0.0,60.0
1,50,0.009103016927838326,0.007194420788437128,0.0010518271010369062,0.0008567695040255785,0.0,60,0.007194420788437128,0.0010518271010369062,0.0008567695040255785,0.0,60.0
