,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,epoch_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,epoch_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,epoch_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,epoch_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.31749916076660156,0.001056996756233275,9.990557373384945e-06,0.0,60.0,1.0,0.3152167499065399,0.0008480495307594538,9.990561011363752e-06,0.0,60.0,1.0,0.39810842275619507,0.0015135736903175712,9.990690159611404e-06,0.0,60.0,1.0,0.3366018235683441,0.0009310090099461377,9.990568287321366e-06,0.0,60.0,1.0,0.32802537083625793,0.0011926769511774182,9.990565558837261e-06,0.0,60.0,0.33909030556678776,0.0011084611876867711,9.990588478103747e-06,0.0,60.0
1,51.0,0.08608652651309967,0.001059675239957869,9.562461855239235e-06,0.0,60.0,51.0,0.0924765020608902,0.000848069554194808,9.521536412648857e-06,0.0,60.0,51.0,0.0944477915763855,0.0015168646350502968,9.509311894362327e-06,0.0,60.0,51.0,0.08862252533435822,0.0009345344151370227,9.62827107287012e-06,0.0,60.0,51.0,0.09671574085950851,0.0012005734024569392,9.516740647086408e-06,0.0,60.0,0.09166981726884843,0.0011119434493593872,9.54766437644139e-06,0.0,60.0
2,101.0,0.06800360232591629,0.001625338103622198,8.8510805653641e-06,0.0,60.0,101.0,0.08736739307641983,0.0008482798584736884,9.060414413397666e-06,0.0,60.0,101.0,0.07927913963794708,0.0016089477576315403,9.180821507470682e-06,0.0,60.0,101.0,0.0680771991610527,0.00105690595228225,9.394313565280754e-06,0.0,60.0,101.0,0.0924987643957138,0.0011955411173403263,9.059065632754937e-06,0.0,60.0,0.07904521971940995,0.0012670025578700008,9.109139136853628e-06,0.0,60.0
3,151.0,0.04109366238117218,0.0019996115006506443,8.038838132051751e-06,0.0,60.0,151.0,0.051114823669195175,0.0009079267038032413,8.71940665092552e-06,0.0,60.0,151.0,0.05362851545214653,0.0015162518247961998,8.941386113292538e-06,0.0,60.0,151.0,0.039566852152347565,0.0010849508689716458,9.209883501171134e-06,0.0,60.0,151.0,0.06459353119134903,0.001193643780425191,8.802694537735078e-06,0.0,60.0,0.0499994769692421,0.0013404769357293846,8.742441787035205e-06,0.0,60.0
4,201.0,0.02803398296236992,0.0014939685352146626,5.567016614804743e-06,0.0,60.0,201.0,0.03331543505191803,0.00085275067249313,7.058324626996182e-06,0.0,60.0,201.0,0.04146025702357292,0.0015141466865316033,8.056793376454152e-06,0.0,60.0,201.0,0.030778637155890465,0.0009361685370095074,7.510350769734941e-06,0.0,60.0,201.0,0.042234644293785095,0.001190580427646637,7.105035820131889e-06,0.0,60.0,0.035164591297507285,0.001197522971779108,7.059504241624381e-06,0.0,60.0
5,251.0,0.019027162343263626,0.001177861005999148,5.131999841978541e-06,0.0,60.0,251.0,0.026209844276309013,0.000849801697768271,6.961055987630971e-06,0.0,60.0,251.0,0.033684633672237396,0.0015161745250225067,7.999638910405338e-06,0.0,60.0,251.0,0.025798384100198746,0.0009378589456900954,7.317102244996931e-06,0.0,60.0,251.0,0.033088427037000656,0.0012075885897502303,7.033412202872569e-06,0.0,60.0,0.02756169028580189,0.0011378569528460503,6.8886418375768706e-06,0.0,60.0
6,261.0,0.016447555273771286,0.0010366797214373946,3.922110408893786e-06,0.0,60.0,261.0,0.027237670496106148,0.0008415835909545422,5.982947186566889e-06,0.0,60.0,261.0,0.03185458481311798,0.0014717205194756389,7.447325515386183e-06,0.0,60.0,261.0,0.025354748591780663,0.0009284115512855351,6.032899364072364e-06,0.0,60.0,261.0,0.032083094120025635,0.0011903047561645508,6.3796451286179945e-06,0.0,60.0,0.026595530658960344,0.0010937400278635324,5.952985520707444e-06,0.0,60.0
7,311.0,0.010495467111468315,0.001026524812914431,3.624955070336e-06,0.0,60.0,311.0,0.024238646030426025,0.000831605342682451,5.952220817562193e-06,0.0,60.0,311.0,0.018344610929489136,0.0014255184214562178,7.3859973781509325e-06,0.0,60.0,311.0,0.02205817587673664,0.0009190576383844018,5.952116225671489e-06,0.0,60.0,311.0,0.02120364084839821,0.001211859518662095,6.315751306829043e-06,0.0,60.0,0.019268108159303667,0.0010829131468199193,5.846208159709932e-06,0.0,60.0
8,321.0,0.012606687843799591,0.0009539250168018043,2.2316319245874183e-06,0.0,25.0,321.0,0.024689290672540665,0.0008109008776955307,5.020799562771572e-06,0.0,55.0,321.0,0.016233224421739578,0.0013790399534627795,6.81625397191965e-06,0.0,58.0,321.0,0.02099178358912468,0.0008949025650508702,4.915859335596906e-06,0.0,58.0,321.0,0.016804544255137444,0.0011389002902433276,5.5576215345354285e-06,0.0,59.0,0.018265106156468394,0.0010355337406508624,4.908433265882195e-06,0.0,51.0
9,371.0,0.008996007964015007,0.0009421976865269244,2.251434807476471e-06,0.0,25.0,371.0,0.017626814544200897,0.000779051159042865,5.045378202339634e-06,0.0,55.0,371.0,0.013645263388752937,0.0013616729993373156,6.766205842723139e-06,0.0,58.0,371.0,0.01359527837485075,0.0008682963089086115,4.8860179049370345e-06,0.0,58.0,371.0,0.011277332901954651,0.001181901665404439,5.314224836183712e-06,0.0,59.0,0.01302813943475485,0.0010266239638440312,4.8526523187319984e-06,0.0,51.0
