,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
40,2000,0.0004762807220686227,0.00021151565306354314,0.0002538076660130173,1.0957389349641744e-05,0.0,17,0.0004614796198438853,8.257828449131921e-05,0.00036769051803275943,1.1210837328690104e-05,0.0,15,0.0003258121432736516,0.00014688761439174414,0.00016799381410237402,1.0930709322565235e-05,0.0,15,0.0005721437628380954,0.00042762598604895175,0.00013546917762141675,9.048605534189846e-06,0.0,14,0.00046112757991068065,0.00021675012249033898,0.0002335126046091318,1.0864824616874103e-05,0.0,17,0.0006916939164511859,0.00043660245137289166,0.00024437016691081226,1.0721310900407843e-05,0.0,18,0.0002536600186431315,0.00023380732454825193,1.0622279508728145e-05,0.0,16.0
41,2050,0.0004731235676445067,0.00020897513604722917,0.0002531248319428414,1.1023596016457304e-05,0.0,17,0.00045856452197767794,7.920389907667413e-05,0.0003681087400764227,1.125188464357052e-05,0.0,14,0.00032954540802165866,0.00015287553833331913,0.0001656675012782216,1.1002364772139117e-05,0.0,15,0.0005658856825903058,0.0004225421871524304,0.00013430618855636567,9.03730597201502e-06,0.0,14,0.00044179862015880644,0.0002012087352341041,0.0002296512247994542,1.0938646482827608e-05,0.0,17,0.0006881821900606155,0.0004361322207842022,0.00024132551334332675,1.0724463209044188e-05,0.0,18,0.00025015628610465984,0.0002320306666661054,1.0663043516008958e-05,0.0,15.833333333333332
42,2100,0.00047288747737184167,0.00021032089716754854,0.00025147656560875475,1.1090029147453606e-05,0.0,17,0.00044375172001309693,7.031943823676556e-05,0.0003621491196099669,1.1283190360700246e-05,0.0,14,0.0003291344328317791,0.000155559231643565,0.00016250734915956855,1.1067858395108487e-05,0.0,15,0.0005785023677162826,0.0004380633181426674,0.00013141542149242014,9.023668098961934e-06,0.0,14,0.00043693234329111874,0.0002002976107178256,0.00022562700905837119,1.10077426143107e-05,0.0,17,0.0006784677971154451,0.00042940539424307644,0.0002383372193435207,1.072516170097515e-05,0.0,18,0.0002506609816919081,0.00022858544737876702,1.0699608386251686e-05,0.0,15.833333333333332
43,2150,0.000475006818305701,0.00021460570860654116,0.0002492514904588461,1.1149609235872049e-05,0.0,17,0.0004404171195346862,6.978009332669899e-05,0.0003593171713873744,1.1319839359202888e-05,0.0,14,0.00033659132895991206,0.00016628700541332364,0.00015917362179607153,1.1130691746075172e-05,0.0,15,0.0005684659699909389,0.00042888717143796384,0.0001305710757151246,9.007667358673643e-06,0.0,14,0.0004276228719390929,0.0001947715354617685,0.0002217756409663707,1.107568277802784e-05,0.0,17,0.0006771088228560984,0.00043045872007496655,0.00023592561774421483,1.072447412298061e-05,0.0,18,0.0002507983723868771,0.00022600243634466702,1.0734660766805366e-05,0.0,15.833333333333332
44,2200,0.0004659235419239849,0.00020931214385200292,0.00024540346930734813,1.120792694564443e-05,0.0,17,0.0004444493679329753,7.767992792651057e-05,0.00035541632678359747,1.1353098670952022e-05,0.0,14,0.00033111951779574156,0.00016304322343785316,0.00015688652638345957,1.118977161240764e-05,0.0,15,0.0005575516843236983,0.0004209739563520998,0.00012758738012053072,8.990360583993606e-06,0.0,14,0.00042508853948675096,0.0001959771616384387,0.0002179688453907147,1.1142539733555168e-05,0.0,17,0.0006790903280489147,0.0004345722554717213,0.0002337946352781728,1.0723445484472904e-05,0.0,18,0.0002502597781131044,0.0002228428638773039,1.0767857171837628e-05,0.0,15.833333333333332
45,2250,0.0004652295901905745,0.00021162886696401983,0.0002423365949653089,1.1264143722655717e-05,0.0,17,0.0004375349963083863,7.531475421274081e-05,0.0003508357622195035,1.1384472600184381e-05,0.0,14,0.00033356118365190923,0.0001695990504231304,0.00015271884331014007,1.1243314474995714e-05,0.0,15,0.0005558529519475996,0.00042071318603120744,0.00012616637104656547,8.97340305527905e-06,0.0,14,0.0004248890036251396,0.00019959785277023911,0.00021408333850558847,1.1207795068912674e-05,0.0,17,0.0006753030465915799,0.00043305353028699756,0.00023152935318648815,1.0720150385168381e-05,0.0,18,0.0002516512067813892,0.00021961171053893241,1.0798879884532653e-05,0.0,15.833333333333332
46,2300,0.0004648991161957383,0.00021416864183265716,0.0002394124458078295,1.1318024007778149e-05,0.0,17,0.0004352698742877692,7.71197082940489e-05,0.00034671585308387876,1.1434302905399818e-05,0.0,14,0.0003494198026601225,0.00018797896336764097,0.00015012365474831313,1.1317156349832658e-05,0.0,14,0.0005534173105843365,0.0004206706944387406,0.00012379372492432594,8.952865755418316e-06,0.0,14,0.00041488217539153993,0.00019336385594215244,0.00021025005844421685,1.126826464314945e-05,0.0,17,0.0006759544485248625,0.0004357697907835245,0.00022946858371142298,1.0716088581830263e-05,0.0,18,0.00025484527577646077,0.00021662738678666452,1.0834450373901442e-05,0.0,15.666666666666666
47,2350,0.00046387777547352016,0.0002157079870812595,0.00023679978039581329,1.1370035281288438e-05,0.0,17,0.0004328313225414604,7.856112642912194e-05,0.00034278517705388367,1.1485009963507764e-05,0.0,14,0.00034488728852011263,0.000186938836122863,0.00014657592691946775,1.1372538210707717e-05,0.0,14,0.0005558095290325582,0.0004251050704624504,0.00012177098687971011,8.933464414440095e-06,0.0,14,0.0004160322423558682,0.00019785175391007215,0.00020685356867033988,1.1326912499498576e-05,0.0,17,0.0006740326061844826,0.00043522752821445465,0.00022809278743807226,1.0712320545280818e-05,0.0,18,0.00025656538370337023,0.00021381303789288114,1.0866713485787233e-05,0.0,15.666666666666666
48,2400,0.0004693986847996712,0.00022347626509144902,0.00023450185835827142,1.1420582268328872e-05,0.0,17,0.0004224098811391741,7.22609693184495e-05,0.00033862850978039205,1.1520391126396134e-05,0.0,13,0.0003494981210678816,0.00019497814355418086,0.00014309973630588502,1.1420220289437566e-05,0.0,14,0.0005542553262785077,0.00042563810711726546,0.0001197027086163871,8.914497811929323e-06,0.0,14,0.00040281133260577917,0.0001880191994132474,0.0002034075150731951,1.138461084337905e-05,0.0,17,0.0006648372509516776,0.00042808454600162804,0.00022604620608035475,1.0706497960200068e-05,0.0,18,0.0002554095384160367,0.00021089775570241423,1.0894466716611834e-05,0.0,15.5
49,2450,0.0004534366598818451,0.0002123285667039454,0.0002296385500812903,1.1469545825093519e-05,0.0,17,0.00042787811253219843,8.107772009680048e-05,0.0003352509520482272,1.154944493464427e-05,0.0,13,0.0003719382220879197,0.00022240160615183413,0.00013807459617964923,1.146200520452112e-05,0.0,14,0.0005395016050897539,0.00041295442497357726,0.00011765445378841832,8.892739970178809e-06,0.0,14,0.000404257676564157,0.00019260503177065402,0.00020021609088871628,1.14365511763026e-05,0.0,17,0.0006698302458971739,0.00043389873462729156,0.00022522993094753474,1.0701578503358178e-05,0.0,18,0.00025921101405401714,0.00020767742898897268,1.0918644269016415e-05,0.0,15.5
50,2500,0.0004490564751904458,0.0002105697785736993,0.00022696742962580174,1.1519262443471234e-05,0.0,17,0.0004160467360634357,7.192220073193312e-05,0.0003325440047774464,1.1580523278098553e-05,0.0,13,0.00034834793768823147,0.00020290972315706313,0.00013394431152846664,1.1493924830574542e-05,0.0,14,0.0005520702688954771,0.00042789115104824305,0.00011530703341122717,8.87204168975586e-06,0.0,14,0.0004058566119056195,0.000198067442397587,0.00019630153838079423,1.1487627489259467e-05,0.0,17,0.0006605106173083186,0.0004267948097549379,0.000223020208068192,1.0695588571252301e-05,0.0,18,0.0002563591842772439,0.00020468075429865468,1.094149471706866e-05,0.0,15.5
51,2550,0.0004432319547049701,0.00020738386956509203,0.00022428476950153708,1.1563292900973465e-05,0.0,17,0.00041493019671179354,7.402103074127808e-05,0.0003292959008831531,1.1613277820288204e-05,0.0,13,0.00035175896482542157,0.00020795015734620392,0.0001322895404882729,1.1519272447912954e-05,0.0,14,0.0005343942902982235,0.00041193063952960074,0.00011361271026544273,8.850945960148238e-06,0.0,14,0.00038991885958239436,0.00018478733545634896,0.0001935978070832789,1.1533722499734722e-05,0.0,17,0.0006574856233783066,0.00042533568921498954,0.00022145998082123697,1.0689969712984748e-05,0.0,18,0.0002519014536422522,0.0002024234515071536,1.0961746890340388e-05,0.0,15.5
52,2600,0.0004450558335520327,0.0002115859679179266,0.00022185954730957747,1.1610330147959758e-05,0.0,17,0.00041028117993846536,7.199800165835768e-05,0.0003266381099820137,1.1645075574051589e-05,0.0,13,0.00034541889908723533,0.00020522436534520239,0.00012865719327237457,1.1537354112078901e-05,0.0,14,0.0005279253819026053,0.00040677309152670205,0.00011232255201321095,8.829780199448578e-06,0.0,14,0.00038722236058674753,0.00018503025057725608,0.00019061077910009772,1.1581314538489096e-05,0.0,17,0.0006583345239050686,0.0004277635598555207,0.0002198860893258825,1.0684889275580645e-05,0.0,18,0.00025139587281349424,0.00019999571183385947,1.0981457307934761e-05,0.0,15.5
53,2650,0.0004448890977073461,0.00021325347188394517,0.00021998428564984351,1.1651331078610383e-05,0.0,17,0.0004046743270009756,6.928596121724695e-05,0.0003237103810533881,1.1677973816404119e-05,0.0,13,0.0003437358245719224,0.00020673991821240634,0.00012544241326395422,1.155349218606716e-05,0.0,14,0.0005342243821360171,0.0004155369533691555,0.00010987836139975116,8.809064638626296e-06,0.0,14,0.000382089929189533,0.00018372474005445838,0.00018674068269319832,1.1624506441876292e-05,0.0,17,0.0006659462815150619,0.00043604816892184317,0.0002192200772697106,1.0678029866539873e-05,0.0,18,0.00025409820227650926,0.0001974960335549743,1.0999066338020686e-05,0.0,15.5
54,2700,0.0004460631462279707,0.00021712886518798769,0.00021723816462326795,1.1696105502778664e-05,0.0,17,0.0004046620742883533,7.191471377154812e-05,0.00032103771809488535,1.1709647878888063e-05,0.0,13,0.00034768544719554484,0.00021291572193149477,0.00012320527457632124,1.1564433407329489e-05,0.0,14,0.000526708725374192,0.00040880756569094956,0.000109113309008535,8.78786977409618e-06,0.0,14,0.0003744725545402616,0.00017908123845700175,0.00018372584600001574,1.1665476449707057e-05,0.0,17,0.000653257651720196,0.00042517451220192015,0.00021741104137618095,1.0672060852812137e-05,0.0,18,0.0002525037695401503,0.00019528855894653435,1.1015932310935265e-05,0.0,15.5
55,2750,0.0004311240918468684,0.00020375539315864444,0.00021563087648246437,1.1737845852621831e-05,0.0,17,0.00040062490734271705,7.035085582174361e-05,0.00031853708787821233,1.1736951819329988e-05,0.0,13,0.0003514154814183712,0.00021990439563523978,0.00011993567750323564,1.1575403732422274e-05,0.0,14,0.0005291433772072196,0.00041349022649228573,0.00010688612383091822,8.767025065026246e-06,0.0,14,0.00036908459151163697,0.00017746981757227331,0.00017990976630244404,1.1705012184393127e-05,0.0,17,0.000654997827950865,0.00042751544970087707,0.00021681612997781485,1.066625009116251e-05,0.0,18,0.00025208102306351066,0.00019295261032918157,1.1031414790825995e-05,0.0,15.5
56,2800,0.00043126780656166375,0.00020608873455785215,0.00021339823433663696,1.178084949060576e-05,0.0,17,0.00040525649092160165,7.766083581373096e-05,0.00031583308009430766,1.176257137558423e-05,0.0,13,0.00035075959749519825,0.0002220453752670437,0.00011713426647474989,1.1579959391383454e-05,0.0,14,0.0005229275557212532,0.0004079472564626485,0.00010623429989209399,8.746007551962975e-06,0.0,14,0.0003648973361123353,0.0001770992239471525,0.00017605644825380296,1.1741674825316295e-05,0.0,17,0.000668950320687145,0.00044323253678157926,0.0002150587533833459,1.065901687979931e-05,0.0,18,0.00025567899380500114,0.00019061918040582287,1.1045013252442004e-05,0.0,15.5
57,2850,0.0004303709138184786,0.00020716652215924114,0.00021136815485078841,1.1836227713502012e-05,0.0,17,0.000407879677368328,8.337611507158726e-05,0.0003127142845187336,1.1789300515374634e-05,0.0,13,0.000355015741661191,0.00022889673709869385,0.00011453180923126638,1.158718532678904e-05,0.0,14,0.0005264460342004895,0.00041231635259464383,0.00010540342918829992,8.726257874513976e-06,0.0,14,0.0003670344885904342,0.00018309926963411272,0.0001721575390547514,1.1777688087022398e-05,0.0,17,0.0006464362377300858,0.00042199165909551084,0.00021379117970354855,1.065339984052116e-05,0.0,18,0.0002561411092756316,0.00018832773275789805,1.1061676559620537e-05,0.0,15.5
58,2900,0.00042165195918641984,0.0001998274528887123,0.00020992929057683796,1.1895240277226549e-05,0.0,17,0.00039828993612900376,7.636469672434032e-05,0.0003101140318904072,1.1811193871835712e-05,0.0,13,0.0003613898588810116,0.0002374182950006798,0.00011237929720664397,1.1592263035709038e-05,0.0,14,0.0005334820016287267,0.0004198054666630924,0.00010497220500838012,8.704317224328406e-06,0.0,14,0.000352873292285949,0.0001724674366414547,0.00016859336756169796,1.181250081572216e-05,0.0,17,0.0006516973953694105,0.00042774848407134414,0.00021330136223696172,1.0647600902302656e-05,0.0,18,0.0002556053053316039,0.00018654825908015482,1.107718602118742e-05,0.0,15.5
59,2950,0.0004164178972132504,0.0001968513533938676,0.00020761565247084945,1.1950894077017438e-05,0.0,17,0.0003953438135795295,7.650385668966919e-05,0.00030700713978148997,1.1832801646960434e-05,0.0,13,0.00036345532862469554,0.00024155415303539485,0.00011030373570974916,1.1597452612477355e-05,0.0,14,0.0005309390253387392,0.00041640386916697025,0.0001058501802617684,8.684983185958117e-06,0.0,14,0.00034658395452424884,0.00017007194401230663,0.00016466698434669524,1.1845027074741665e-05,0.0,17,0.0006491295644082129,0.00042739600758068264,0.00021109222143422812,1.0641376320563722e-05,0.0,18,0.00025479686397981516,0.00018442265233413005,1.1092089152953122e-05,0.0,15.5
60,3000,0.00041635558591224253,0.00019790946680586785,0.00020643844618462026,1.200767837872263e-05,0.0,17,0.0003895702539011836,7.351621752604842e-05,0.00030420179245993495,1.1852237548737321e-05,0.0,13,0.0003649292921181768,0.00024511764058843255,0.0001082088056136854,1.1602863196458202e-05,0.0,14,0.0005430126911960542,0.0004295727703720331,0.0001047749028657563,8.66504979057936e-06,0.0,14,0.0003432453377172351,0.0001708359195617959,0.00016053151921369135,1.1877918950631283e-05,0.0,17,0.0006482353201135993,0.000427704508183524,0.0002098951517837122,1.0635654689394869e-05,0.0,18,0.00025744275383961696,0.00018234176968690008,1.1106900425753944e-05,0.0,15.5
61,3050,0.00042949203634634614,0.0002124526654370129,0.00020497679361142218,1.2062586392858066e-05,0.0,17,0.0004012964782305062,8.852691098582e-05,0.0003009013889823109,1.1868180081364699e-05,0.0,13,0.0003685387200675905,0.0002498223911970854,0.0001071094156941399,1.1606884982029442e-05,0.0,14,0.0005220087477937341,0.0004098402860108763,0.00010352327808504924,8.645157322462182e-06,0.0,14,0.00034074089489877224,0.00017201126320287585,0.0001568213483551517,1.19082969831652e-05,0.0,17,0.0006458248244598508,0.0004271765938028693,0.00020801772188860923,1.0630536053213291e-05,0.0,18,0.0002599716851060899,0.0001802249911027805,1.1120273635848813e-05,0.0,15.5
62,3100,0.0003996466984972358,0.00020222188322804868,0.0001853243593359366,1.2100438652851153e-05,0.0,16,0.00038675920222885907,7.774978439556435e-05,0.00029712484683841467,1.1884587365784682e-05,0.0,13,0.0003702063113451004,0.0002530347555875778,0.00010556033521424979,1.1611197805905249e-05,0.0,14,0.0005220851744525135,0.0004098110948689282,0.00010364859190303832,8.625525879324414e-06,0.0,14,0.00033010271727107465,0.000164011973538436,0.00015415094094350934,1.1939808246097527e-05,0.0,17,0.0006443830206990242,0.0004265904426574707,0.0002071618800982833,1.0630672477418557e-05,0.0,18,0.00025556998904600425,0.000175495159055572,1.1132038404563597e-05,0.0,15.333333333333332
63,3150,0.0004129685403313488,0.00021820125402882695,0.00018263528181705624,1.2132029041822534e-05,0.0,16,0.0003824899613391608,7.763571193208918e-05,0.0002929597976617515,1.1894449926330708e-05,0.0,13,0.0003775960358325392,0.00026129098841920495,0.00010469071276020259,1.1614324648689944e-05,0.0,14,0.0005475287325680256,0.0004350452800281346,0.0001038782938849181,8.605212315160315e-06,0.0,14,0.0003271354653406888,0.000163855918799527,0.000151310334331356,1.196919856738532e-05,0.0,17,0.0006453007808886468,0.00042906086309812963,0.00020560431585181504,1.063557829183992e-05,0.0,17,0.0002641816693843187,0.0001735131227178499,1.1141798798538122e-05,0.0,15.166666666666666
64,3200,0.0003929843078367412,0.00020370485435705632,0.0001771248789737001,1.2154569049016573e-05,0.0,15,0.0003794304502662271,7.892640132922679e-05,0.00028860103338956833,1.1903023732884321e-05,0.0,13,0.00038069961010478437,0.00026550411712378263,0.00010357848077546805,1.1617008567554876e-05,0.0,14,0.000527663214597851,0.0004161883261986077,0.00010288798512192443,8.586895091866609e-06,0.0,14,0.00032632859074510634,0.0001654872903600335,0.00014884363918099552,1.1997665751550812e-05,0.0,17,0.0006575271254405379,0.00044245977187529206,0.00020443407993298024,1.0633286365191452e-05,0.0,17,0.00026204512687399983,0.00017091168289577277,1.1148741426344106e-05,0.0,15.0
65,3250,0.0004083389067091048,0.0002151418593712151,0.00018101274326909333,1.2184328625153285e-05,0.0,15,0.00037341821007430553,7.918471237644553e-05,0.00028232616023160517,1.1907349289685953e-05,0.0,12,0.0003802978026214987,0.0002658159064594656,0.0001028628321364522,1.161906766355969e-05,0.0,14,0.0005299749318510294,0.0004173069028183818,0.00010410188406240195,8.566132237319835e-06,0.0,14,0.0003390015917830169,0.0001799932069843635,0.00014698407903779298,1.2024304851365741e-05,0.0,17,0.0006429715431295335,0.0004291940713301301,0.00020314626453910023,1.063123818312306e-05,0.0,17,0.00026443944322333357,0.00017007232721274096,1.1155403475034593e-05,0.0,14.833333333333332
66,3300,0.00040600477950647473,0.00021380795806180686,0.00017997808754444122,1.2218729352753144e-05,0.0,15,0.0003707215946633369,8.342844375874847e-05,0.0002753836160991341,1.1909549357369542e-05,0.0,12,0.0003840039425995201,0.00027049885829910636,0.00010188460146309808,1.1620501027209684e-05,0.0,14,0.0005413109320215881,0.0004273440863471478,0.0001054190142895095,8.54787231219234e-06,0.0,14,0.0003139327745884657,0.00015741206880193204,0.00014446636487264186,1.2054340913891792e-05,0.0,17,0.0006501540774479508,0.00043719715904444456,0.00020232965471222997,1.062728824763326e-05,0.0,17,0.00026494809571886435,0.00016824355649684244,1.1163046868508292e-05,0.0,14.833333333333332
67,3350,0.0004060865321662277,0.00021462263248395175,0.00017921124526765198,1.2252658052602783e-05,0.0,15,0.00036656230804510415,8.755267481319606e-05,0.00026710439124144614,1.1905241080967244e-05,0.0,12,0.0003854223759844899,0.0002721800992731005,0.0001016207315842621,1.1621536941675004e-05,0.0,14,0.0005420809029601514,0.0004271254292689264,0.00010642521374393255,8.530259947292507e-06,0.0,14,0.00031536887399852276,0.00015956637798808515,0.00014371983706951141,1.208267258334672e-05,0.0,17,0.000639279605820775,0.0004275965038686991,0.0002010600728681311,1.0622991794662084e-05,0.0,17,0.0002647739529493265,0.0001665235819624892,1.116922673342439e-05,0.0,14.833333333333332
68,3400,0.0004035704769194126,0.00021336498321034014,0.00017792178550735116,1.2283707292226609e-05,0.0,15,0.0003618683840613812,9.362334094475955e-05,0.00025635556085035205,1.1889467714354396e-05,0.0,12,0.0003967727243434638,0.0002845389535650611,0.00010061047942144796,1.1623296813922934e-05,0.0,14,0.0005443007103167474,0.00042954791570082307,0.00010624078277032822,8.512020940543152e-06,0.0,14,0.00030261059873737395,0.00014800512872170657,0.00014249513333197683,1.2110329407732934e-05,0.0,17,0.0006409845664165914,0.0004303389578126371,0.00020002422388643026,1.0621394721965771e-05,0.0,17,0.00026656987999255455,0.00016394132762798108,1.1173369481790965e-05,0.0,14.833333333333332
69,3450,0.00040904604247771204,0.00022032942797522992,0.00017640604346524924,1.231057285622228e-05,0.0,15,0.0003497859288472682,9.592271817382425e-05,0.00024200681946240366,1.1856396668008529e-05,0.0,12,0.0003879173891618848,0.00027613661950454116,0.00010013528662966564,1.1645503036561422e-05,0.0,13,0.0005473747733049095,0.00043153055594302714,0.00010735034447861835,8.493919267493766e-06,0.0,14,0.00030179921304807067,0.00014855756307952106,0.0001411054836353287,1.2136175428167917e-05,0.0,17,0.0006421023863367736,0.000432376196840778,0.00019910813716705889,1.0618089618219528e-05,0.0,17,0.00026747551358615357,0.0001610186858063874,1.1176776145778906e-05,0.0,14.666666666666666
70,3500,0.00040764480945654213,0.0002218830049969256,0.000173424938111566,1.2336861800577026e-05,0.0,15,0.00033676784369163215,0.00010095167817780748,0.00022401442402042449,1.1801752407336608e-05,0.0,12,0.0003946207871194929,0.00028346243198029697,9.95001319097355e-05,1.1658195944619365e-05,0.0,13,0.0005467651062645018,0.0004282142617739737,0.00011007508874172345,8.475754839309957e-06,0.0,14,0.00029643450397998095,0.00014334035222418606,0.00014093051140662283,1.2163648534624372e-05,0.0,17,0.0006359224789775908,0.0004272831720300019,0.00019802238966803998,1.0616877261782065e-05,0.0,17,0.00026752248353053193,0.00015766124730968537,1.1175515131374898e-05,0.0,14.666666666666666
71,3550,0.00040362257277593017,0.00021856579405721277,0.0001726965419948101,1.236021489603445e-05,0.0,15,0.00031718393438495696,0.00010074841702589765,0.00020470812160056084,1.1727383025572635e-05,0.0,12,0.00038795743603259325,0.00027802283875644207,9.826604946283624e-05,1.1668527804431506e-05,0.0,13,0.0005486018490046263,0.000428352621383965,0.00011178935528732836,8.459875971311703e-06,0.0,14,0.0002925568842329085,0.00013954530004411936,0.00014082054258324206,1.2191042515041772e-05,0.0,17,0.000633852556347847,0.00042652920819818974,0.00019670743495225906,1.0615939572744537e-05,0.0,17,0.00026529402991097106,0.0001541646743135061,1.1170497297522767e-05,0.0,14.666666666666666
72,3600,0.0004026682872790843,0.00022005333448760211,0.00017023106920532882,1.2383878129185177e-05,0.0,15,0.00030161713948473334,0.00010228134487988427,0.0001876837486634031,1.1652052307908889e-05,0.0,12,0.0003913876716978848,0.00028206314891576767,9.764803689904511e-05,1.1676498615997843e-05,0.0,13,0.000552181270904839,0.0004310235963203013,0.00011271774565102533,8.439926205028314e-06,0.0,13,0.0002928683825302869,0.00014153015217743814,0.00013912213034927845,1.2216107279527932e-05,0.0,17,0.0006425743922591209,0.0004360434541013092,0.00019591636373661458,1.0614577149681281e-05,0.0,17,0.00026883250514705043,0.00015055318241744922,1.1163839947888238e-05,0.0,14.5
73,3650,0.0004018589679617435,0.00022090598940849304,0.0001685480383457616,1.240494839294115e-05,0.0,15,0.00029401000938378274,0.00010683875734684989,0.00017557936371304095,1.1591891052376013e-05,0.0,12,0.0003999982727691531,0.0002908949682023376,9.74184149526991e-05,1.1684898709063418e-05,0.0,13,0.0005588993080891669,0.0004367349611129612,0.00011373832239769399,8.426013664575294e-06,0.0,13,0.000289115501800552,0.0001378947781631723,0.0001389793906128034,1.2241346666996833e-05,0.0,17,0.0006338753155432642,0.00042830847087316215,0.00019495378364808857,1.0613039194140583e-05,0.0,17,0.00027026298751782935,0.00014820288561168127,1.1160356280015549e-05,0.0,14.5
74,3700,0.0004028016410302371,0.00022289471235126257,0.00016747924382798374,1.2427694855432492e-05,0.0,15,0.00029144829022698104,0.00011237786384299397,0.0001675241655902937,1.154626443167217e-05,0.0,12,0.00040193984750658274,0.00029377828468568623,9.64696446317248e-05,1.1691915460687596e-05,0.0,13,0.0005590183427557349,0.0004376677970867604,0.00011293829447822645,8.412249371758662e-06,0.0,13,0.00028209813171997666,0.00013150380982551724,0.00013832711556460708,1.2267192687431816e-05,0.0,17,0.0006390853086486459,0.0004347763897385448,0.00019369916117284447,1.0609724085952621e-05,0.0,17,0.0002721664762551275,0.00014607293754428002,1.1159173482155893e-05,0.0,14.5
75,3750,0.00040432080277241766,0.00022612590692006052,0.0001657449029153213,1.2450020221876912e-05,0.0,15,0.00027787391445599496,0.00010390893294243142,0.0001624488504603505,1.151613651018124e-05,0.0,12,0.00040762292337603867,0.0002999617427121848,9.596371091902256e-05,1.169746246887371e-05,0.0,13,0.0005609889631159604,0.0004380425962153822,0.00011454784544184804,8.398476893489715e-06,0.0,13,0.0002823386457748711,0.00013263709843158722,0.0001374092244077474,1.2292318388062995e-05,0.0,17,0.0006352316704578698,0.0004319458967074752,0.00019267636525910348,1.0609401215333492e-05,0.0,17,0.00027210369565485354,0.00014479848323389888,1.1160635949636344e-05,0.0,14.5
76,3800,0.0004286334733478725,0.0002514551451895386,0.00016470889386255294,1.2469432476791553e-05,0.0,15,0.00027361963293515146,0.0001032965155900456,0.0001588302693562582,1.1492848898342345e-05,0.0,12,0.0004012762801721692,0.00029446950065903366,9.510236122878268e-05,1.17044346552575e-05,0.0,13,0.0005632057436741889,0.0004399639437906444,0.0001148577212006785,8.384076863876544e-06,0.0,13,0.00027773482725024223,0.00012888130731880665,0.00013653789937961847,1.2315627827774733e-05,0.0,17,0.0006388342590071261,0.0004361954634077847,0.00019203074043616652,1.0608062439132482e-05,0.0,17,0.0002757103126593089,0.0001436779809106762,1.1162413860195859e-05,0.0,14.5
77,3850,0.0004099281504750252,0.00023394092568196356,0.0001634978107176721,1.2489425898820627e-05,0.0,15,0.0002850125601980835,0.0001175611323560588,0.00015597385936416686,1.147757484432077e-05,0.0,12,0.0004092085873708129,0.0003028023347724229,9.46980799199082e-05,1.1708185411407612e-05,0.0,13,0.0005646265344694257,0.00044085958506911993,0.00011539593833731487,8.370997420570347e-06,0.0,13,0.00027755883638747036,0.0001286076003452763,0.00013661057164426893,1.2340652574494015e-05,0.0,17,0.0006290030432865024,0.0004278704000171274,0.0001905249519040808,1.0607715921651106e-05,0.0,17,0.00027527366304032813,0.0001427835353145686,1.116575867854408e-05,0.0,14.5
78,3900,0.00040996060124598444,0.00023615756072103977,0.00016129284631460905,1.2510192391346209e-05,0.0,15,0.0002712096320465207,0.00010594879131531343,0.00015379051910713315,1.1470303434180096e-05,0.0,12,0.0004055841127410531,0.0002999979769811034,9.387382306158543e-05,1.1712325431290083e-05,0.0,13,0.0005750259151682258,0.0004515541950240731,0.00011511595221236348,8.355772479262669e-06,0.0,13,0.00027876070817001164,0.00012970426178071648,0.00013669284817297012,1.2363607311272062e-05,0.0,17,0.0006393601652234793,0.0004387983644846827,0.00018995477876160294,1.060703016264597e-05,0.0,17,0.00027702685838448815,0.000141786794605044,1.1169871868332848e-05,0.0,14.5
79,3950,0.0004153946356382221,0.00024358929658774287,0.00015927561616990715,1.2529713785625063e-05,0.0,15,0.00027065075119026005,0.00010819527960848063,0.00015098806761670858,1.146740760304965e-05,0.0,12,0.0004103928222320974,0.0003053504042327404,9.33269620873034e-05,1.1715446817106567e-05,0.0,13,0.0005700981128029525,0.0004456320311874151,0.00011612286471063271,8.343192348547745e-06,0.0,13,0.0002807843266054988,0.00013259667321108282,0.0001358016161248088,1.2386039998091292e-05,0.0,17,0.0006388913025148213,0.0004391325346659869,0.00018915196415036917,1.0606780961097684e-05,0.0,17,0.0002790827032489081,0.00014077784847662161,1.1174763585586334e-05,0.0,14.5
80,4000,0.00042430852772668004,0.0002522419672459364,0.00015951832756400108,1.254824110219488e-05,0.0,15,0.00027230195701122284,0.0001119606095016934,0.00014887508586980402,1.1466256182757206e-05,0.0,12,0.000408921274356544,0.00030455010710284114,9.265229891752824e-05,1.171885469375411e-05,0.0,13,0.0005728527903556824,0.0004466462123673409,0.00011787655967054889,8.330011951329652e-06,0.0,13,0.00027868340839631855,0.00013045157538726926,0.00013582348765339702,1.2408329894242343e-05,0.0,17,0.0006299968808889389,0.00043157482286915183,0.00018781762628350407,1.0604453564155847e-05,0.0,17,0.00027957088241237216,0.00014042723099313054,1.117935789807234e-05,0.0,14.5
