,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
11,550.0,0.007291651796549559,0.0010076065082103014,6.8164167714712676e-06,0.0,54,0.007119128946214914,0.0006951995892450213,8.405449079873506e-06,0.0,46,0.008128955028951168,0.0009749738383106887,5.848721684742486e-06,0.0,43,0.011982369236648083,0.001375670195557177,8.306742529384792e-06,0.0,51,0.007583173923194408,0.0005743539659306407,8.157941920217127e-06,0.0,47,0.008160531520843506,0.0007973421597853303,8.466288818453904e-06,0.0,45,0.008377635075400272,0.0009041910428398599,7.666926800690513e-06,0.0,47.666666666666664
12,600.0,0.006604731548577547,0.0009776850929483771,6.756927632523002e-06,0.0,54,0.006827372591942549,0.0006728055304847658,8.476849870930891e-06,0.0,44,0.00637328764423728,0.000949300650972873,5.666851848218357e-06,0.0,42,0.01139806117862463,0.0013311293441802263,8.241413524956442e-06,0.0,51,0.007180072832852602,0.0005536850076168776,8.103272193693556e-06,0.0,45,0.00784192606806755,0.00077158457133919,8.397916644753423e-06,0.0,45,0.007704241977383693,0.000876031699590385,7.607205285845945e-06,0.0,46.83333333333333
13,650.0,0.005215831566601992,0.0009345918660983443,6.645768280577613e-06,0.0,52,0.006506894715130329,0.0006483770557679236,8.549685844627675e-06,0.0,43,0.005164321046322584,0.0008818533387966454,5.531124770641327e-06,0.0,38,0.010915208607912064,0.0012876121327280998,8.162338417605497e-06,0.0,48,0.006836031097918749,0.0005357194459065795,8.054110367083922e-06,0.0,45,0.007580569479614496,0.0007432556594721973,8.308714313898236e-06,0.0,45,0.007036476085583368,0.0008385682497949649,7.541956999072378e-06,0.0,45.166666666666664
14,700.0,0.003942346666008234,0.0008613437530584633,6.584436050616205e-06,0.0,50,0.00589224137365818,0.0006069508963264525,8.56560654938221e-06,0.0,42,0.0043149120174348354,0.0008129443158395588,5.489920113177504e-06,0.0,38,0.010507993400096893,0.001254204660654068,8.076774975052103e-06,0.0,47,0.006538409274071455,0.0005185607587918639,7.986280252225697e-06,0.0,45,0.007353169843554497,0.0007088155834935606,8.203898687497713e-06,0.0,44,0.006424845429137349,0.0007938033280273278,7.484486104658572e-06,0.0,44.33333333333333
15,750.0,0.0031880950555205345,0.0007944980752654374,6.567318905581487e-06,0.0,47,0.004239540547132492,0.0005944035947322845,8.377407539228443e-06,0.0,39,0.0036562099121510983,0.0007474452722817659,5.48080197404488e-06,0.0,37,0.010150092653930187,0.0012262013042345643,8.000177331268787e-06,0.0,47,0.006269765552133322,0.0005037247901782393,7.897181603766512e-06,0.0,44,0.007130760233849287,0.0006633573793806136,8.103205800580326e-06,0.0,41,0.005772410659119487,0.0007549384026788175,7.4043488590784055e-06,0.0,42.5
16,800.0,0.002673729322850704,0.0007422353373840451,6.6019401856465265e-06,0.0,45,0.003100612433627248,0.0006141556659713387,8.020293535082601e-06,0.0,39,0.003162597306072712,0.0006909219082444906,5.496546691574622e-06,0.0,37,0.009825407527387142,0.0011992582585662603,7.92367154645035e-06,0.0,47,0.006035450380295515,0.0004871703567914665,7.778338840580545e-06,0.0,43,0.0068756816908717155,0.0006109826499596238,8.048104064073414e-06,0.0,40,0.005278913110184172,0.0007241206961528708,7.3114824772346765e-06,0.0,41.83333333333333
17,850.0,0.002302875043824315,0.0007015568553470075,6.679984835500363e-06,0.0,43,0.0024478165432810783,0.0006097512668929994,7.74047202867223e-06,0.0,37,0.0027893732767552137,0.0006470659864135087,5.51924040337326e-06,0.0,35,0.009531419724225998,0.0011755946325138211,7.842359082133044e-06,0.0,46,0.005822557024657726,0.00047047928092069924,7.640635885763913e-06,0.0,43,0.006445420905947685,0.0005750980344600976,8.034947313717566e-06,0.0,40,0.0048899104197820025,0.0006965910094246889,7.242939924860062e-06,0.0,40.666666666666664
18,900.0,0.0020267304498702288,0.0006721913814544678,6.778360329917632e-06,0.0,42,0.0020192167721688747,0.000607417372521013,7.50661547499476e-06,0.0,37,0.002501498442143202,0.0006141909398138523,5.564101684285561e-06,0.0,35,0.009265516884624958,0.0011535952799022198,7.765772352286149e-06,0.0,46,0.005626562982797623,0.0004542132664937526,7.49099990571267e-06,0.0,43,0.005385709460824728,0.0005651395185850561,8.084858563961461e-06,0.0,39,0.004470872498738268,0.0006777912931283936,7.198451385193039e-06,0.0,40.33333333333333
19,950.0,0.001794960699044168,0.000648666056804359,6.877024588902714e-06,0.0,41,0.0017660182202234864,0.0006068996153771877,7.2789198384271e-06,0.0,35,0.0022993888705968857,0.0005909929750487208,5.610203061223729e-06,0.0,33,0.009015869349241257,0.0011352759320288897,7.684463525947649e-06,0.0,44,0.005441995803266764,0.00044138386147096753,7.3488640737195965e-06,0.0,42,0.00393499294295907,0.0005782904918305576,8.197584975278005e-06,0.0,39,0.004042204314221938,0.0006669181554267803,7.166176677249799e-06,0.0,39.0
20,1000.0,0.0016267684986814857,0.0006282184040173888,6.975274118303787e-06,0.0,40,0.001504282932728529,0.000595367921050638,7.0712076194467954e-06,0.0,34,0.0020990141201764345,0.0005724102957174182,5.669011898135068e-06,0.0,30,0.008785565383732319,0.0011144012678414583,7.600803201057715e-06,0.0,44,0.005255840253084898,0.00042977803968824446,7.218606697279029e-06,0.0,42,0.0030866798479110003,0.0005769541021436453,8.257236004283186e-06,0.0,39,0.0037263585060524442,0.0006528550050764654,7.132023256417597e-06,0.0,38.166666666666664
21,1050.0,0.001492060488089919,0.0006108893430791795,7.065011686790967e-06,0.0,39,0.001339124864898622,0.0005812141462229192,6.871255664009368e-06,0.0,34,0.0019550605211406946,0.0005561831058003008,5.742894700233592e-06,0.0,28,0.008566240780055523,0.0010957419872283936,7.510212071792921e-06,0.0,44,0.005069399252533913,0.0004303297318983823,7.097801244526636e-06,0.0,40,0.0025330635253340006,0.0005792865995317698,8.254080057668034e-06,0.0,37,0.0034924915720087784,0.0006422741522934908,7.090209237503586e-06,0.0,37.0
22,1100.0,0.0013859925093129277,0.0005947687895968556,7.147641554183792e-06,0.0,38,0.0012176386080682278,0.000566238712053746,6.68495931677171e-06,0.0,33,0.0018320948584005237,0.0005466350703500211,5.841435722686583e-06,0.0,28,0.008345438167452812,0.0010770990047603846,7.4101576501561794e-06,0.0,43,0.004892717581242323,0.0004155690548941493,6.969401056267088e-06,0.0,40,0.0021002215798944235,0.0005681205075234175,8.228457772929687e-06,0.0,37,0.003295683884061873,0.0006280718565297623,7.047008845499173e-06,0.0,36.5
23,1150.0,0.0012957395520061255,0.0005804598913528025,7.226214165712008e-06,0.0,38,0.0011248670052736998,0.0005502706626430154,6.523502179334173e-06,0.0,32,0.0017261039465665817,0.0005380769725888968,5.93672211834928e-06,0.0,28,0.008121104910969734,0.0010553320171311498,7.2976563387783244e-06,0.0,43,0.004999002907425165,0.00039648174424655735,6.8475701482384466e-06,0.0,40,0.0018400676781311631,0.0005509009934030473,8.200984666473232e-06,0.0,36,0.0031844810000620782,0.0006119203802275781,7.005441602814244e-06,0.0,36.166666666666664
24,1200.0,0.0012187990359961987,0.0005670252721756697,7.300969627976883e-06,0.0,37,0.0010543123353272676,0.000536020437721163,6.37973516859347e-06,0.0,32,0.001638025394640863,0.0005305737722665071,6.0297602431091946e-06,0.0,27,0.007884989492595196,0.0010304234456270933,7.173486210376723e-06,0.0,42,0.00460889283567667,0.0004095386539120227,6.726828814862529e-06,0.0,39,0.0016776423435658216,0.000539677101187408,8.176716619345825e-06,0.0,36,0.003013776906300336,0.000602209780481644,6.964582780710771e-06,0.0,35.5
25,1250.0,0.0011580385034903884,0.0005538593395613134,7.380541774182348e-06,0.0,37,0.0009936743881553411,0.0005178388091735542,6.248164027056191e-06,0.0,29,0.0015595275908708572,0.00052209896966815,6.124453193478985e-06,0.0,27,0.007614959497004747,0.001003526384010911,7.06026776242652e-06,0.0,42,0.004495673812925816,0.0003827321052085608,6.611807748413412e-06,0.0,39,0.0015329390298575163,0.0005251438706181943,8.16720330476528e-06,0.0,36,0.002892468803717444,0.0005841999130401139,6.932072968387122e-06,0.0,35.0
26,1300.0,0.0011072326451539993,0.0005418495857156813,7.4592867349565495e-06,0.0,36,0.000941089412663132,0.0005039037205278873,6.1876899053459056e-06,0.0,27,0.0014921310357749462,0.0005142608424648643,6.216629572008969e-06,0.0,27,0.007333004381507635,0.0009752407786436379,6.928970833541825e-06,0.0,42,0.004389657638967037,0.0003697795036714524,6.511297215183731e-06,0.0,39,0.0014214437687769532,0.0005098650581203401,8.162361154973041e-06,0.0,35,0.0027807598138072835,0.0005691499148573105,6.91103923600167e-06,0.0,34.33333333333333
27,1350.0,0.001059743226505816,0.0005296242889016867,7.547917903139023e-06,0.0,34,0.0008988368790596724,0.0004905922687612474,6.149140062916558e-06,0.0,27,0.0014327216194942594,0.0005066550802439451,6.308532647381071e-06,0.0,26,0.007067692466080189,0.0009478554711677134,6.786420271964744e-06,0.0,42,0.004286559298634529,0.0003578471369110048,6.4202768044197e-06,0.0,39,0.0013334298273548484,0.0004971071612089872,8.176953997462988e-06,0.0,33,0.0026798305528548854,0.0005549469011990974,6.898206947880681e-06,0.0,33.5
28,1400.0,0.0010147647699341178,0.0005184533656574786,7.64333253755467e-06,0.0,34,0.0008814596803858876,0.00047580499085597694,6.119476893218234e-06,0.0,27,0.0013813185505568981,0.0004994756309315562,6.409305569832213e-06,0.0,26,0.006807688623666763,0.0009357177768833935,6.648346243309788e-06,0.0,42,0.004174712114036083,0.00035163521533831954,6.344501798594138e-06,0.0,38,0.001296300906687975,0.0004885690868832171,8.20541572466027e-06,0.0,32,0.002592707440877954,0.0005449426777583236,6.895063127861552e-06,0.0,33.166666666666664
29,1450.0,0.00097739533521235,0.0005070601473562419,7.738191015960183e-06,0.0,34,0.0008315439918078482,0.0004653104697354138,6.097981895436533e-06,0.0,26,0.0013368109939619899,0.0004914101446047425,6.51305617793696e-06,0.0,26,0.006528036203235388,0.0009362654527649283,6.5320637077093124e-06,0.0,42,0.004115498624742031,0.00035486542037688196,6.294726063060807e-06,0.0,38,0.0011936166556552052,0.00047920801443979144,8.248834092228208e-06,0.0,32,0.0024971503007691354,0.0005390199415463333,6.904142158722e-06,0.0,33.0
30,1500.0,0.0009447681368328631,0.000495398766361177,7.834304597054143e-06,0.0,34,0.000806183903478086,0.0004521578666754067,6.083875177864684e-06,0.0,26,0.001294500078074634,0.0004843032220378518,6.61902458887198e-06,0.0,25,0.006120255216956139,0.0009512440301477909,6.462155852204887e-06,0.0,39,0.0038070129230618477,0.0003733762714546174,6.270947778830305e-06,0.0,37,0.0011332312133163214,0.00047195504885166883,8.299079127027653e-06,0.0,32,0.002350991911953315,0.0005380725342547521,6.928231186975609e-06,0.0,32.166666666666664
31,1550.0,0.0009226888651028275,0.0004833513230551034,7.932620064821094e-06,0.0,34,0.0007819363381713629,0.00044182510464452207,6.076410954847233e-06,0.0,25,0.0012642787769436836,0.0004773725522682071,6.724241302435985e-06,0.0,25,0.004887713119387627,0.0010907113319262862,6.467320872616256e-06,0.0,38,0.0034491310361772776,0.0004080771468579769,6.281255537032848e-06,0.0,37,0.0011348904808983207,0.0004659673140849918,8.351421456609387e-06,0.0,32,0.00207343976944685,0.0005612174621395145,6.972211698060467e-06,0.0,31.833333333333332
32,1600.0,0.0008939095423556864,0.0004719274293165654,8.031788638618309e-06,0.0,34,0.0007550828740932047,0.0004310674557927996,6.087906967877643e-06,0.0,24,0.0012214896269142628,0.0004703038139268756,6.828207915532403e-06,0.0,25,0.003613314824178815,0.0011560410493984818,6.487846803793218e-06,0.0,36,0.00305057130753994,0.00044889116543345153,6.3127481553237885e-06,0.0,37,0.0010319622233510017,0.00046111864503473043,8.405604603467509e-06,0.0,32,0.001761055066405485,0.0005732249264838174,7.025683847435478e-06,0.0,31.333333333333332
33,1650.0,0.0008650823147036135,0.00045973758096806705,8.134121344482992e-06,0.0,34,0.0007404829957522452,0.00042501528514549136,6.1074838413333055e-06,0.0,24,0.001188651192933321,0.0004635372606571764,6.9286497819120996e-06,0.0,25,0.003022637916728854,0.0011483528651297092,6.453601145040011e-06,0.0,35,0.002709174994379282,0.00046848130295984447,6.339364063023822e-06,0.0,37,0.0009905906626954675,0.00045269602560438216,8.461687684757635e-06,0.0,31,0.0015861033461987972,0.000569636720077445,7.070817976758311e-06,0.0,31.0
34,1700.0,0.0008454166236333549,0.0004479082126636058,8.237295332946815e-06,0.0,34,0.0007129045552574098,0.00041740923188626766,6.124218998593278e-06,0.0,24,0.0011565586319193244,0.0004570816527120769,7.027181254670722e-06,0.0,25,0.0027010231278836727,0.0011256595607846975,6.393446710717399e-06,0.0,34,0.0024245628155767918,0.0004668726760428399,6.360051429510349e-06,0.0,37,0.0009501496097072959,0.0004503379750531167,8.51700042403536e-06,0.0,29,0.0014651025606629748,0.000560878218190434,7.109865691745654e-06,0.0,30.5
35,1750.0,0.0008202243479900062,0.0004356920253485441,8.339960004377645e-06,0.0,34,0.0007050755084492266,0.00041027922998182476,6.140242476249114e-06,0.0,24,0.001127519877627492,0.0004501449875533581,7.123710929590743e-06,0.0,25,0.002488121623173356,0.0011086079757660627,6.313279300229624e-06,0.0,32,0.0021545388735830784,0.0004556192725431174,6.384308107953984e-06,0.0,37,0.0009137808810919523,0.00044390829862095416,8.588744094595313e-06,0.0,29,0.0013682101853191853,0.0005507086316356435,7.14837415216607e-06,0.0,30.166666666666664
36,1800.0,0.000797452696133405,0.0004223852592986077,8.442672879027668e-06,0.0,34,0.0006745480350218713,0.0004043313965667039,6.155556093290215e-06,0.0,24,0.0010975628392770886,0.0004437199968378991,7.215742243715795e-06,0.0,25,0.0022606670390814543,0.0010839066235348582,6.261238468141528e-06,0.0,30,0.0019387805368751287,0.0004442782374098897,6.4098089751496445e-06,0.0,37,0.0008863379480317235,0.0004401481128297746,8.664338565722574e-06,0.0,29,0.0012758915157367785,0.0005397949377462888,7.191559537507904e-06,0.0,29.833333333333332
37,1850.0,0.0007718843407928944,0.0004110095906071365,8.543531293980777e-06,0.0,34,0.000662393169477582,0.000400492426706478,6.168459094624268e-06,0.0,24,0.0010719294659793377,0.00043693461338989437,7.306232873816043e-06,0.0,25,0.0020967787131667137,0.001050872728228569,6.219130227691494e-06,0.0,29,0.0017722633201628923,0.0004118707147426903,6.457315521402052e-06,0.0,35,0.0008551031933166087,0.0004358479054644704,8.740624252823181e-06,0.0,29,0.0012050587004826714,0.0005245046631898731,7.239215544056302e-06,0.0,29.333333333333332
38,1900.0,0.0007485009846277535,0.00039910085615701973,8.639088264317252e-06,0.0,34,0.0006300608511082828,0.00039496138924732804,6.1803361859347206e-06,0.0,24,0.0010446899104863405,0.0004299049323890358,7.394918156933272e-06,0.0,25,0.0019577867351472378,0.0010174820199608803,6.189468876982573e-06,0.0,27,0.0015134746208786964,0.0003824295417871326,6.520693204947747e-06,0.0,35,0.0008301656343974173,0.0004327194474171847,8.81677169672912e-06,0.0,29,0.0011207797894409546,0.0005094330311597635,7.290212730974114e-06,0.0,29.0
39,1950.0,0.0007259909179992974,0.0003930475504603237,8.728269676794298e-06,0.0,33,0.0006325885187834501,0.0003878026327583939,6.190648491610773e-06,0.0,24,0.001014317269437015,0.0004236654785927385,7.479908163077198e-06,0.0,25,0.0018370203906670213,0.0009954706765711308,6.175206635816721e-06,0.0,27,0.001326041528955102,0.0003509654779918492,6.552988907060353e-06,0.0,34,0.0008009602315723896,0.00042830590973608196,8.89207331056241e-06,0.0,29,0.0010561531429023792,0.000496542954351753,7.3365158641536254e-06,0.0,28.666666666666664
40,2000.0,0.0007136622443795204,0.00037698427331633866,8.81557662069099e-06,0.0,33,0.0005883059347979724,0.0003854478127323091,6.203502834978281e-06,0.0,23,0.0009872039081528783,0.0004165016580373049,7.562462997157127e-06,0.0,25,0.001734077581204474,0.0009742405381985009,6.15930321146152e-06,0.0,27,0.0012114556739106774,0.000343378575053066,6.61279182168073e-06,0.0,34,0.0007690705824643373,0.0004240544803906232,8.965440429165028e-06,0.0,29,0.00100062932081831,0.0004867678896213571,7.386512985855612e-06,0.0,28.5
41,2050.0,0.0006854879902675748,0.0003648206766229123,8.888250704330858e-06,0.0,33,0.0005991081125102937,0.0003801936109084636,6.213590495462995e-06,0.0,23,0.0009810191113501787,0.00040801108116284013,7.641951015102677e-06,0.0,25,0.0016455776058137417,0.0009529595845378935,6.142145139165223e-06,0.0,27,0.0011251933174207807,0.000336252007400617,6.669238246104214e-06,0.0,33,0.0007431486155837774,0.00042138781282119453,9.035263246914838e-06,0.0,29,0.0009632557921577245,0.0004772707955756535,7.4317398078468005e-06,0.0,28.333333333333332
42,2100.0,0.0006794793880544603,0.00035855098394677043,8.956817509897519e-06,0.0,32,0.000547141651622951,0.0003772254567593336,6.222159299795749e-06,0.0,23,0.0009324376005679369,0.00040158681804314256,7.720918802078813e-06,0.0,25,0.0015696233604103327,0.0009315739152953029,6.1248347265063785e-06,0.0,27,0.0011297800811007619,0.0003351887280587107,6.729623692081077e-06,0.0,32,0.0007286143954843283,0.0004164406273048371,9.114300155488309e-06,0.0,28,0.0009311794128734618,0.0004700944215680162,7.4781090309746405e-06,0.0,27.833333333333332
43,2150.0,0.0006366076995618641,0.00034472031984478235,9.011289876070805e-06,0.0,31,0.0005354445893317461,0.0003725426213350147,6.228257461771136e-06,0.0,23,0.0009062287281267345,0.0003929068916477263,7.798626029398292e-06,0.0,25,0.0015005744062364101,0.0009124318603426218,6.107863100623945e-06,0.0,26,0.0010057886829599738,0.00032532215118408203,6.790775387344183e-06,0.0,32,0.0006943331682123244,0.00041829285328276455,9.19154717848869e-06,0.0,27,0.0008798295457381755,0.0004610361162728319,7.521393172282842e-06,0.0,27.333333333333332
44,2200.0,0.0006237850757315755,0.00033576483838260174,9.071487511391751e-06,0.0,31,0.0005066685262136161,0.0003694139013532549,6.232940904737916e-06,0.0,23,0.0008774577872827649,0.00038454338209703565,7.873529284552205e-06,0.0,25,0.0014547498431056738,0.0008899566601030529,6.102581664890749e-06,0.0,26,0.0009621159988455474,0.0003216481127310544,6.851234957139241e-06,0.0,32,0.0006770792533643544,0.0004115731280762702,9.263794709113427e-06,0.0,27,0.0008503094140905887,0.00045215000379054493,7.5659281719708815e-06,0.0,27.333333333333332
45,2250.0,0.0005902322591282427,0.00032595606171526015,9.132461855188012e-06,0.0,30,0.0004958296194672585,0.0003627230180427432,6.235074124560924e-06,0.0,22,0.000984417274594307,0.00037464621709659696,7.95133655628888e-06,0.0,25,0.0013827787479385734,0.0008687578956596553,6.098633093643002e-06,0.0,25,0.000925652973819524,0.0003179326595272869,6.9092484409338795e-06,0.0,32,0.0006590895354747772,0.0004086909757461399,9.337244591733906e-06,0.0,27,0.0008396667350704471,0.00044311780463128037,7.610666443724767e-06,0.0,26.833333333333332
46,2300.0,0.000573000346776098,0.00031859189039096236,9.194307494908571e-06,0.0,30,0.00046507472870871425,0.0003607831313274801,6.244640644581523e-06,0.0,22,0.0008228952065110207,0.0003636652254499495,8.029437594814226e-06,0.0,24,0.0013385217171162367,0.0008498536772094667,6.117280008766102e-06,0.0,24,0.0009159519104287028,0.0003074700653087348,6.966426099097589e-06,0.0,31,0.0006410537753254175,0.00040460715536028147,9.407342076883651e-06,0.0,27,0.000792749614144365,0.00043416185750781244,7.659905653175276e-06,0.0,26.333333333333332
47,2350.0,0.0005447928560897708,0.00031241090619005263,9.25702534004813e-06,0.0,30,0.00046185925020836294,0.0003589736588764936,6.248110821616137e-06,0.0,22,0.0007957465713843703,0.0003526712243910879,8.11202608019812e-06,0.0,24,0.0013057226315140724,0.0008348923292942345,6.146337454993045e-06,0.0,23,0.00087077880743891,0.0003079161688219756,7.013507911324268e-06,0.0,31,0.0006276372587308288,0.0004009827971458435,9.482775567448698e-06,0.0,26,0.0007677562292277191,0.0004279745141199479,7.709963862604733e-06,0.0,26.0
48,2400.0,0.0005287406384013593,0.0003058304719161242,9.31786598812323e-06,0.0,30,0.0004340114537626505,0.000352553091943264,6.245380973268766e-06,0.0,22,0.0007679857080802321,0.00034132692962884903,8.193733265215997e-06,0.0,24,0.0012798114912584424,0.0008172590751200914,6.182462584547466e-06,0.0,22,0.0008492290508002043,0.0003083560732193291,7.072431799315382e-06,0.0,30,0.0006165794329717755,0.0003978256427217275,9.553414201945998e-06,0.0,26,0.000746059629212444,0.0004205252140915642,7.76088146873614e-06,0.0,25.666666666666664
49,2450.0,0.0005002995603717864,0.00030069754575379193,9.379990842717234e-06,0.0,30,0.00041205110028386116,0.00034881095052696764,6.2390381572186016e-06,0.0,22,0.0007401702459901571,0.0003294699126854539,8.273546882264782e-06,0.0,24,0.001224854844622314,0.0008041258552111685,6.221490366442595e-06,0.0,21,0.0008305893861688673,0.0003064162447117269,7.12848031980684e-06,0.0,30,0.0006079134764149785,0.00039434037171304226,9.619963748264126e-06,0.0,26,0.0007193131023086607,0.00041397681343369186,7.810418386119029e-06,0.0,25.5
