,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.3466342091560364,0.0009585320949554443,9.981073162634857e-06,0.0,60,0.2998521029949188,0.001611479907296598,9.981119546864647e-06,0.0,60,0.30497363209724426,0.0015464937314391136,9.981128641811665e-06,0.0,60,0.33826756477355957,0.0008937213569879532,9.981130460801069e-06,0.0,60,0.3132873773574829,0.001280871918424964,9.981134098779876e-06,0.0,60,0.3206029772758484,0.0012582198018208147,9.981117182178423e-06,0.0,60.0
1,51.0,0.08346886932849884,0.0009611051063984632,9.141494047071319e-06,0.0,60,0.08603550493717194,0.0016628573648631573,9.056550879904535e-06,0.0,60,0.07233926653862,0.0015506214695051312,9.158990906144027e-06,0.0,60,0.07644370198249817,0.0008932119235396385,9.129204045166261e-06,0.0,60,0.07867366075515747,0.001280475640669465,9.060480806510895e-06,0.0,60,0.07939220070838929,0.0012696543009951711,9.109344136959408e-06,0.0,60.0
2,101.0,0.034552570432424545,0.0009606633684597909,8.644116860523354e-06,0.0,60,0.03227803856134415,0.0020390560384839773,8.366326255782042e-06,0.0,60,0.04076008126139641,0.0015448237536475062,8.674328455526847e-06,0.0,60,0.03202526271343231,0.0008926439331844449,8.619374057161622e-06,0.0,60,0.035876769572496414,0.0012785401195287704,8.541566785424948e-06,0.0,60,0.03509854450821877,0.001343145442660898,8.569142482883763e-06,0.0,60.0
3,151.0,0.027008099481463432,0.0009558422025293112,8.31807392387418e-06,0.0,60,0.019546227529644966,0.0017088055610656738,8.096952115010936e-06,0.0,60,0.035320624709129333,0.0015316986246034503,8.343416993739083e-06,0.0,60,0.027588440105319023,0.0008899577660486102,8.256973160314374e-06,0.0,60,0.03204717859625816,0.001273735542781651,8.211795829993207e-06,0.0,60,0.028302114084362985,0.0012720079394057393,8.245442404586357e-06,0.0,60.0
4,201.0,0.02358759567141533,0.0009228875860571861,7.960538823681418e-06,0.0,60,0.015293467789888382,0.0015507127391174436,7.915639798738994e-06,0.0,60,0.023113366216421127,0.0014461352257058024,8.153438102453947e-06,0.0,60,0.025203166529536247,0.0008611291414126754,7.926864782348275e-06,0.0,60,0.030550392344594002,0.0012538228183984756,7.881133569753729e-06,0.0,60,0.023549597710371017,0.0012069375021383168,7.967523015395274e-06,0.0,60.0
5,251.0,0.01208748109638691,0.0008398315403610468,7.73011470300844e-06,0.0,60,0.0132051482796669,0.0014463828410953283,7.807665497239213e-06,0.0,60,0.015126313082873821,0.0012766553554683924,8.062331289693248e-06,0.0,60,0.01687164232134819,0.0008122745202854276,7.799771083227824e-06,0.0,60,0.024277854710817337,0.0012524607591331005,7.544309482909739e-06,0.0,60,0.016313687898218632,0.0011255210032686592,7.788838411215693e-06,0.0,60.0
6,301.0,0.008528178557753563,0.0007474612211808562,7.63029220252065e-06,0.0,58,0.011913704685866833,0.0013637971132993698,7.73144893173594e-06,0.0,59,0.0120817506685853,0.0011677007423713803,8.066303962550592e-06,0.0,57,0.00989173911511898,0.0007409271784126759,7.635192559973802e-06,0.0,60,0.013798847794532776,0.0012766438303515315,7.1385397859558e-06,0.0,52,0.01124284416437149,0.0010593060171231628,7.640355488547358e-06,0.0,57.2
7,351.0,0.007280774414539337,0.0006788299069739878,7.572967660962604e-06,0.0,52,0.010984253138303757,0.0012933304533362389,7.678547262912616e-06,0.0,59,0.010535153560340405,0.001090131583623588,8.113807780318893e-06,0.0,53,0.007763320580124855,0.0006887854542583227,7.5642701631295495e-06,0.0,53,0.010495277121663094,0.0011778142070397735,6.863673206680687e-06,0.0,44,0.00941175576299429,0.0009857783210463823,7.5586532148008706e-06,0.0,52.2
8,401.0,0.00664176931604743,0.000625855172984302,7.556205673608929e-06,0.0,50,0.01022378634661436,0.0012270190054550767,7.634140274603851e-06,0.0,57,0.009513567201793194,0.001036806614138186,8.151429938152432e-06,0.0,52,0.006815076805651188,0.0006598474574275315,7.633430868736468e-06,0.0,52,0.009025904349982738,0.0010996997589245439,6.786596713936888e-06,0.0,42,0.008444020804017783,0.0009298456017859281,7.552360693807714e-06,0.0,50.6
9,451.0,0.006171742919832468,0.0005775490426458418,7.5203679443802685e-06,0.0,45,0.009590161964297295,0.001159731880761683,7.594818271172699e-06,0.0,55,0.008791327476501465,0.0009816389065235853,8.176619303412735e-06,0.0,50,0.006196216680109501,0.0006301553803496063,7.711644684604835e-06,0.0,52,0.00806833803653717,0.001033344422467053,6.765179932699539e-06,0.0,41,0.0077635574154555805,0.0008764839265495539,7.553726027254016e-06,0.0,48.6
10,501.0,0.005776648409664631,0.0005357331829145551,7.519057362515014e-06,0.0,43,0.009105171076953411,0.0010816501453518867,7.573159564344678e-06,0.0,51,0.008268901146948338,0.0009357293020002544,8.216010428441223e-06,0.0,49,0.005567979533225298,0.0005951717612333596,7.821895451343153e-06,0.0,52,0.007277563214302063,0.0009735697531141341,6.746039161953377e-06,0.0,35,0.007199252676218748,0.000824370828922838,7.575232393719489e-06,0.0,46.0
11,551.0,0.005414394196122885,0.0004962992388755083,7.529304639319889e-06,0.0,42,0.008691326715052128,0.0010052730794996023,7.581842510262504e-06,0.0,51,0.00787558127194643,0.000895941979251802,8.232100299210288e-06,0.0,48,0.004361167084425688,0.0005585658946074545,7.942842785269022e-06,0.0,48,0.00628263782709837,0.0009212905424647033,6.715567451465176e-06,0.0,35,0.0065250214189291,0.0007754741469398141,7.600331537105376e-06,0.0,44.800000000000004
12,601.0,0.005070764571428299,0.00046574705629609525,7.5207485679129604e-06,0.0,41,0.00836171954870224,0.0009172680438496172,7.572980393888429e-06,0.0,50,0.0075599332340061665,0.0008577280677855015,8.232766958826687e-06,0.0,48,0.0031963062938302755,0.0005185826448723674,8.008125405467581e-06,0.0,47,0.004622368607670069,0.0008604043978266418,6.609007414226653e-06,0.0,33,0.00576221845112741,0.0007239460421260447,7.588725748064462e-06,0.0,43.800000000000004
13,651.0,0.004705619532614946,0.0004465887323021889,7.487190032406943e-06,0.0,39,0.008074943907558918,0.0008487458107993007,7.554750027338741e-06,0.0,49,0.0072774398140609264,0.0008165543549694121,8.236616849899292e-06,0.0,46,0.0024008986074477434,0.0004837559536099434,8.01187525212299e-06,0.0,46,0.003488715970888734,0.0007582727703265846,6.512812433356885e-06,0.0,32,0.005189523566514254,0.000670783524401486,7.560648919024971e-06,0.0,42.400000000000006
14,701.0,0.00414974195882678,0.00044978351797908545,7.380614533758489e-06,0.0,36,0.007809403818100691,0.0008030747412703931,7.540128081018338e-06,0.0,45,0.006979648489505053,0.0007721065194346011,8.26697942102328e-06,0.0,46,0.0019362519960850477,0.0004610093601513654,7.972765160957351e-06,0.0,43,0.002879712264984846,0.0006502553005702794,6.447789019148331e-06,0.0,30,0.004750951705500484,0.0006272458878811449,7.521655243181158e-06,0.0,40.0
15,751.0,0.002944964449852705,0.0005032330518588424,7.1098784246714786e-06,0.0,35,0.007555563002824783,0.0007674435037188232,7.5569641921902075e-06,0.0,44,0.0065306625328958035,0.0007250123890116811,8.308044016303029e-06,0.0,46,0.0015994030982255936,0.0004411535046529025,7.945722245494835e-06,0.0,42,0.002468833001330495,0.0005794186727143824,6.4263990680046845e-06,0.0,30,0.004219885217025876,0.0006032522243913264,7.469401589332847e-06,0.0,39.400000000000006
16,801.0,0.0021370695903897285,0.000516572967171669,6.586601557501126e-06,0.0,32,0.007271220441907644,0.0007424780633300543,7.603575340908719e-06,0.0,44,0.005626668222248554,0.0006978265009820461,8.351109499926679e-06,0.0,45,0.0013765105977654457,0.0004226091841701418,7.920207281131297e-06,0.0,41,0.0021206634119153023,0.0005317486939020455,6.416772066586418e-06,0.0,29,0.003706426452845335,0.0005822470819111914,7.375653149210848e-06,0.0,38.2
17,851.0,0.0017010787269100547,0.0004949449212290347,6.160358680062927e-06,0.0,32,0.006898924708366394,0.0007418512250296772,7.674237167520914e-06,0.0,43,0.004400837700814009,0.0006807420286349952,8.355508725799154e-06,0.0,45,0.0012253446038812399,0.00040620777872391045,7.906971404736396e-06,0.0,39,0.0018611197592690587,0.0004963758401572704,6.425224455597345e-06,0.0,28,0.0032174610998481515,0.0005640243587549776,7.304460086743348e-06,0.0,37.4
18,901.0,0.001412331941537559,0.0004750987864099443,5.782466359960381e-06,0.0,31,0.006176230497658253,0.0007676178938709199,7.74655654822709e-06,0.0,43,0.003657658351585269,0.000638382975012064,8.336440259881783e-06,0.0,43,0.0011035734787583351,0.0003914718981832266,7.912618457339704e-06,0.0,39,0.0016550439177080989,0.00047860381891950965,6.41668066236889e-06,0.0,28,0.002800967637449503,0.0005502350744791329,7.23895245755557e-06,0.0,36.800000000000004
19,951.0,0.0012170325499027967,0.00046713955816812813,5.458308351080632e-06,0.0,28,0.004421432968229055,0.0008450724417343736,7.73701503931079e-06,0.0,43,0.00321944453753531,0.0006055544363334775,8.344311027030926e-06,0.0,42,0.0010161935351788998,0.0003782074782066047,7.922615623101592e-06,0.0,38,0.0014907659497112036,0.0004646078450605273,6.406321517715696e-06,0.0,27,0.002272973908111453,0.0005521163519006223,7.173714311647928e-06,0.0,35.6
