,0,1,2
0,-0.66431856,-0.6993184,-1.4342927
1,-0.6923644,-0.19095562,4.7983
2,-1.3420379,4.055294,-1.6268594
3,-0.9372945,6.5188227,-1.9140251
4,2.0625932,-1.4993224,2.3957286
5,6.381955,0.03740088,-0.73128474
6,-0.42821646,3.5484924,-0.4365815
7,-1.2734064,-0.62818396,-1.0840352
8,1.9552311,-1.7171177,-1.4556984
9,-0.16629899,0.024318917,-0.9183401
10,-0.19346893,0.2009751,0.46839067
11,-0.27109033,-0.91781366,0.6708781
12,-0.4867062,-0.68685734,-0.09497695
13,0.4068888,-0.43912777,-0.95592856
14,-1.0194453,0.49244255,-1.271171
15,-0.47095808,-0.9257104,-0.11073407
16,-0.82688594,0.07060796,-0.41348395
17,-0.42415136,-0.8472394,-1.5034869
18,-0.87923145,0.1559016,-0.8524399
19,-0.3361408,0.016733702,-0.50982094
