,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,epoch_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,epoch_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,epoch_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,epoch_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
0,1.0,0.3259662687778473,0.0010455285664647818,4.995058770873584e-05,0.0,60.0,1.0,0.29317501187324524,0.0012456024996936321,4.995059498469345e-05,0.0,60.0,1.0,0.2978828549385071,0.001571470987983048,4.995059862267226e-05,0.0,60.0,1.0,0.3187210261821747,0.0010103590320795774,4.9950591346714646e-05,0.0,60.0,1.0,0.355477899312973,0.0012651259312406182,4.995058770873584e-05,0.0,60.0,0.3182446122169495,0.0012276174034923316,4.995059207431041e-05,0.0,60.0
1,51.0,0.0866575762629509,0.0010459350887686014,4.754881592816673e-05,0.0,60,51.0,0.0969298705458641,0.0012455644318833947,4.749715299112722e-05,0.0,60,51.0,0.09616214036941528,0.001573835383169353,4.7477875341428444e-05,0.0,60,51.0,0.09110241383314133,0.0010366708738729358,4.793419793713838e-05,0.0,60,51.0,0.09254202991724014,0.0012651272118091583,4.748154242406599e-05,0.0,60,0.09267880618572236,0.0012334265979006887,4.7587916924385354e-05,0.0,60.0
2,101.0,0.08007944375276566,0.0010509098647162318,4.512375016929582e-05,0.0,60,101.0,0.07812565565109253,0.0013516227481886744,4.5173037506174296e-05,0.0,60,101.0,0.06746687740087509,0.0025713532231748104,4.4331794924801216e-05,0.0,60,101.0,0.0758867934346199,0.0010587594006210566,4.634980723494664e-05,0.0,60,101.0,0.07323034852743149,0.0012898081913590431,4.500229988479987e-05,0.0,60,0.07495782375335694,0.0014644906856119634,4.519613794400357e-05,0.0,60.0
3,151.0,0.04620608314871788,0.0012006732868030667,4.297907435102388e-05,0.0,60,151.0,0.050779204815626144,0.001357289613224566,4.3621057557174936e-05,0.0,60,151.0,0.04679781571030617,0.0021523681934922934,4.069144051754847e-05,0.0,60,151.0,0.04433189705014229,0.0010383346816524863,4.5539403799921274e-05,0.0,60,151.0,0.045880481600761414,0.0012955060228705406,4.3112017010571435e-05,0.0,60,0.04679909646511078,0.0014088343596085906,4.3188598647248005e-05,0.0,60.0
4,201.0,0.03486669063568115,0.001069784862920642,4.136697680223733e-05,0.0,60,201.0,0.0408376082777977,0.0013053391594439745,4.2598545405780897e-05,0.0,60,201.0,0.04092805087566376,0.0019335197284817696,3.880626172758639e-05,0.0,60,201.0,0.03596852347254753,0.0010146992281079292,4.470359272090718e-05,0.0,60,201.0,0.03652190417051315,0.0012706418056041002,4.148886364419013e-05,0.0,60,0.03782455548644066,0.0013187969569116833,4.179284806014039e-05,0.0,60.0
5,251.0,0.031233634799718857,0.00105572328902781,3.987600939581171e-05,0.0,60,251.0,0.03748274967074394,0.0012630639830604196,4.156705836066976e-05,0.0,60,251.0,0.03901190683245659,0.0018453807570040226,3.745956200873479e-05,0.0,60,251.0,0.03333573043346405,0.0010116274934262037,4.384181011118926e-05,0.0,60,251.0,0.03345949947834015,0.0012671166332438588,3.982730777352117e-05,0.0,60,0.03490470424294472,0.001288582431152463,4.0514349529985344e-05,0.0,60.0
6,301.0,0.029094822704792023,0.0010621966794133186,3.8619880797341466e-05,0.0,60,301.0,0.03480483964085579,0.0012759839883074164,4.058807826368138e-05,0.0,60,301.0,0.037869665771722794,0.0017809028504416347,3.63371436833404e-05,0.0,60,301.0,0.03114922344684601,0.0009854144882410765,4.3135121813975275e-05,0.0,60,301.0,0.03213853761553764,0.0012608830584213138,3.829833076451905e-05,0.0,60,0.03301141783595085,0.001273076212964952,3.939571106457152e-05,0.0,60.0
7,351.0,0.025839388370513916,0.0010409598471596837,3.752010525204241e-05,0.0,60,351.0,0.027190545573830605,0.0012380547123029828,3.961568290833384e-05,0.0,60,351.0,0.03600706905126572,0.0017291809199377894,3.5349276004126295e-05,0.0,60,351.0,0.02366926334798336,0.0009329283493570983,4.274954699212685e-05,0.0,60,351.0,0.03118235059082508,0.001245444524101913,3.712776015163399e-05,0.0,60,0.02877772338688374,0.0012373136705718935,3.847247426165268e-05,0.0,60.0
8,401.0,0.017375627532601357,0.0010913122678175569,3.691178062581457e-05,0.0,60,401.0,0.01789548061788082,0.0011670279782265425,3.899857256328687e-05,0.0,60,401.0,0.027535729110240936,0.0018854760564863682,3.420950088184327e-05,0.0,60,401.0,0.017581097781658173,0.0008696264121681452,4.235976666677743e-05,0.0,60,401.0,0.028293270617723465,0.001216198201291263,3.631784056778997e-05,0.0,60,0.021736241132020953,0.0012459281831979753,3.775949226110243e-05,0.0,60.0
9,451.0,0.013777962885797024,0.0009979242458939552,3.656746048363857e-05,0.0,60,451.0,0.013867611065506935,0.001041789073497057,3.8576763472519815e-05,0.0,60,451.0,0.019585980102419853,0.0017533255741000175,3.2659278076607734e-05,0.0,60,451.0,0.014126562513411045,0.0008331490098498762,4.203939170110971e-05,0.0,60,451.0,0.02095760777592659,0.0012315058847889304,3.548895620042458e-05,0.0,60,0.01646314486861229,0.0011715387576259674,3.7066369986860086e-05,0.0,60.0
